phase,universe,trades,trades_per_yr,win_rate,profit_factor,expectancy_pct,annual_ret_pct,sharpe_ann,calmar,max_dd_pct,avg_hold_candles
Curated 17 + F2,17,385,192.0,41.3,2.551,0.6994,134.64,3.49,7.52,17.9,18.3
