symbol,entry_dt,exit_dt,entry_price,exit_price,exit_reason,candles_held,gross_return_pct,net_return_pct
RELIANCE,2024-03-27 14:45:00,2024-03-28 14:45:00,1499.55,1480.65,X9OR4,12,-1.2603781134340213,-1.3603781134340214
BEL,2024-03-28 11:15:00,2024-04-04 11:15:00,201.75,220.1,X9OR4,48,9.095415117719947,8.995415117719947
BEL,2024-04-01 12:45:00,2024-04-04 11:15:00,207.4,220.1,X9OR4,33,6.12343297974927,6.023432979749271
MCX,2024-04-03 13:15:00,2024-04-05 09:15:00,710.05,711.0,X9OR4,16,0.13379339483135633,0.03379339483135632
M&M,2024-04-04 12:45:00,2024-04-10 13:45:00,1991.9,2074.5,X9OR4,38,4.1467945177970735,4.046794517797074
HDFCBANK,2024-04-08 13:15:00,2024-04-09 13:45:00,775.05,771.2,X9OR4,13,-0.4967421456680097,-0.5967421456680098
HDFCBANK,2024-04-08 14:45:00,2024-04-09 13:45:00,774.05,771.2,X9OR4,10,-0.3681932691686466,-0.46819326916864656
HDFCBANK,2024-04-09 14:45:00,2024-04-10 09:15:00,773.75,771.2,X9OR4,1,-0.3295638126009634,-0.42956381260096343
MCX,2024-04-10 09:15:00,2024-04-12 13:15:00,756.0,783.0,X9OR4,20,3.571428571428571,3.471428571428571
AXISBANK,2024-04-10 09:45:00,2024-04-12 12:15:00,1090.05,1082.25,X9OR4,17,-0.7155635062611765,-0.8155635062611765
RELIANCE,2024-04-10 09:45:00,2024-04-10 10:45:00,1485.55,1474.8,X9OR4,2,-0.7236377099390798,-0.8236377099390798
BEL,2024-04-12 13:45:00,2024-04-15 09:15:00,234.3,229.65,X9OR4,3,-1.9846350832266348,-2.084635083226635
MCX,2024-04-18 09:45:00,2024-04-18 10:15:00,771.05,773.0,X9OR4,1,0.25290188703716304,0.15290188703716304
BHARTIARTL,2024-04-19 12:15:00,2024-04-25 11:15:00,1275.55,1329.75,X9OR4,34,4.2491474266002935,4.149147426600294
SBIN,2024-04-25 09:15:00,2024-04-26 13:15:00,774.5,802.1,X9OR4,20,3.5635894125242125,3.4635894125242124
BHARTIARTL,2024-04-25 10:15:00,2024-04-25 11:15:00,1342.55,1329.75,X9OR4,2,-0.9534095564410976,-1.0534095564410977
SBIN,2024-04-25 13:15:00,2024-04-26 13:15:00,797.75,802.1,X9OR4,12,0.5452836101535598,0.4452836101535598
BHARTIARTL,2024-04-25 14:15:00,2024-04-26 09:45:00,1340.3,1330.75,X9OR4,3,-0.7125270461836869,-0.8125270461836869
ASIANPAINT,2024-04-29 09:15:00,2024-04-30 14:45:00,2866.9,2872.65,X9OR4,23,0.20056507028497678,0.10056507028497677
ICICIBANK,2024-04-29 09:15:00,2024-05-02 11:15:00,1115.05,1137.8,X9OR4,16,2.04026725258957,1.9402672525895701
ICICIBANK,2024-04-29 09:45:00,2024-05-02 11:15:00,1131.75,1137.8,X9OR4,15,0.5345703556439102,0.4345703556439102
SBIN,2024-04-29 11:15:00,2024-05-03 11:15:00,809.55,824.15,X9OR4,24,1.8034710641714562,1.703471064171456
SBIN,2024-05-02 10:15:00,2024-05-03 11:15:00,833.8,824.15,X9OR4,14,-1.1573518829455478,-1.257351882945548
ICICIBANK,2024-05-03 09:15:00,2024-05-03 10:15:00,1144.7,1140.45,X9OR4,2,-0.3712763169389359,-0.4712763169389359
SBIN,2024-05-03 13:15:00,2024-05-06 09:15:00,827.8,812.7,X9OR4,4,-1.8241121043730262,-1.9241121043730263
HINDUNILVR,2024-05-14 09:15:00,2024-05-14 13:45:00,2366.05,2355.9,X9OR4,9,-0.42898501722280125,-0.5289850172228012
M&M,2024-05-15 11:15:00,2024-05-22 10:15:00,2292.4,2493.35,X9OR4,40,8.765922177630422,8.665922177630422
FEDERALBNK,2024-05-16 12:15:00,2024-05-16 13:15:00,163.15,162.35,X9OR4,2,-0.4903463070793817,-0.5903463070793817
FEDERALBNK,2024-05-16 13:45:00,2024-05-21 09:45:00,163.2,162.75,X9OR4,10,-0.2757352941176401,-0.37573529411764006
M&M,2024-05-16 14:45:00,2024-05-22 10:15:00,2332.05,2493.35,X9OR4,21,6.916661306575747,6.816661306575748
BEL,2024-05-16 14:45:00,2024-05-22 09:15:00,234.75,269.0,X9OR4,19,14.589989350372736,14.489989350372737
MCX,2024-05-17 09:15:00,2024-05-21 09:45:00,792.0,783.0,X9OR4,7,-1.1363636363636365,-1.2363636363636366
RELIANCE,2024-05-17 10:15:00,2024-05-21 10:15:00,1429.65,1428.0,X9OR4,15,-0.11541286328822374,-0.21541286328822373
BHARTIARTL,2024-05-21 11:15:00,2024-05-21 14:45:00,1354.05,1342.25,X9OR4,7,-0.8714596949891034,-0.9714596949891033
M&M,2024-05-22 13:45:00,2024-05-27 09:45:00,2530.05,2558.0,X9OR4,28,1.1047212505681632,1.004721250568163
BEL,2024-05-22 14:15:00,2024-05-27 14:15:00,281.05,294.95,X9OR4,36,4.945739192314527,4.845739192314527
ITC,2024-05-23 09:15:00,2024-05-23 10:15:00,381.75,378.15,X9OR4,2,-0.943025540275055,-1.043025540275055
BHARTIARTL,2024-05-23 14:15:00,2024-05-28 09:15:00,1368.05,1375.95,X9OR4,14,0.5774642739666014,0.4774642739666014
ASIANPAINT,2024-05-23 14:45:00,2024-05-24 12:45:00,2908.25,2873.4,X9OR4,8,-1.198315137969566,-1.298315137969566
ASIANPAINT,2024-05-24 12:45:00,2024-05-24 13:15:00,2891.05,2877.0,X9OR4,1,-0.4859826014769783,-0.5859826014769783
AXISBANK,2024-05-24 13:15:00,2024-05-29 09:15:00,1174.9,1175.3,X9OR4,28,0.03404545067664172,-0.06595454932335829
M&M,2024-05-27 12:15:00,2024-05-27 13:15:00,2574.5,2570.35,X9OR4,2,-0.16119634880559686,-0.26119634880559683
BEL,2024-05-27 13:45:00,2024-05-27 14:15:00,296.65,294.95,X9OR4,1,-0.5730659025787929,-0.6730659025787928
BEL,2024-05-29 13:45:00,2024-05-30 13:45:00,291.75,291.45,X9OR4,12,-0.10282776349614786,-0.20282776349614787
BEL,2024-06-12 09:45:00,2024-06-20 09:15:00,290.45,310.2,X9OR4,47,6.7997934239972455,6.699793423997246
RELIANCE,2024-06-12 10:15:00,2024-06-12 13:45:00,1470.75,1466.5,X9OR4,7,-0.28896821349651536,-0.38896821349651534
M&M,2024-06-12 10:45:00,2024-06-12 11:15:00,2835.35,2824.6,X9OR4,1,-0.3791419048794682,-0.4791419048794682
FEDERALBNK,2024-06-13 09:15:00,2024-06-21 12:45:00,175.01,176.1,X9OR4,55,0.6228215530541131,0.5228215530541132
M&M,2024-06-13 13:15:00,2024-06-18 14:45:00,2828.05,2959.1,X9OR4,27,4.633935043581256,4.533935043581256
FEDERALBNK,2024-06-14 09:45:00,2024-06-21 12:45:00,173.45,176.1,X9OR4,42,1.5278178149322605,1.4278178149322605
BHARTIARTL,2024-06-14 14:45:00,2024-06-18 10:15:00,1430.65,1426.5,X9OR4,3,-0.29007793660225006,-0.3900779366022501
FEDERALBNK,2024-06-18 11:45:00,2024-06-21 12:45:00,176.15,176.1,X9OR4,26,-0.028384899233614175,-0.12838489923361418
INFY,2024-06-19 11:45:00,2024-06-21 12:15:00,1507.05,1527.25,X9OR4,25,1.340366942039086,1.240366942039086
ICICIBANK,2024-06-20 12:45:00,2024-06-28 11:15:00,1148.25,1211.0,X9OR4,57,5.464837796647071,5.3648377966470715
HDFCBANK,2024-06-21 13:45:00,2024-06-24 09:15:00,826.05,824.5,X9OR4,3,-0.1876399733672241,-0.28763997336722413
ICICIBANK,2024-06-21 14:45:00,2024-06-28 11:15:00,1162.05,1211.0,X9OR4,41,4.212383288154559,4.112383288154559
AXISBANK,2024-06-21 14:45:00,2024-06-28 12:45:00,1235.55,1269.75,X9OR4,44,2.7679980575452268,2.6679980575452267
AXISBANK,2024-06-25 09:15:00,2024-06-28 12:45:00,1234.45,1269.75,X9OR4,31,2.8595730892300177,2.7595730892300177
AXISBANK,2024-06-25 09:15:00,2024-06-28 12:45:00,1234.45,1269.75,X9OR4,31,2.8595730892300177,2.7595730892300177
AXISBANK,2024-06-25 09:45:00,2024-06-28 12:45:00,1236.7,1269.75,X9OR4,30,2.6724347052640054,2.5724347052640053
HDFCBANK,2024-06-26 10:45:00,2024-06-28 12:15:00,851.05,846.5,X9OR4,27,-0.5346336877974214,-0.6346336877974214
HDFCBANK,2024-06-27 13:15:00,2024-06-28 12:15:00,851.05,846.5,X9OR4,10,-0.5346336877974214,-0.6346336877974214
MCX,2024-06-28 09:45:00,2024-06-28 12:45:00,808.05,782.0,X9OR4,6,-3.2238104077717904,-3.3238104077717905
INFY,2024-07-01 10:15:00,2024-07-09 09:15:00,1575.25,1652.55,X9OR4,58,4.90715759403269,4.807157594032691
RELIANCE,2024-07-02 10:45:00,2024-07-04 13:15:00,1567.25,1558.9,X9OR4,17,-0.5327803477428559,-0.6327803477428559
ICICIBANK,2024-07-04 13:45:00,2024-07-12 09:15:00,1226.05,1239.5,X9OR4,51,1.097018881774809,0.997018881774809
HINDUNILVR,2024-07-08 12:15:00,2024-07-10 10:15:00,2588.8,2580.25,X9OR4,20,-0.3302688504326399,-0.43026885043263996
AXISBANK,2024-07-09 11:15:00,2024-07-10 09:15:00,1290.8,1282.7,X9OR4,8,-0.6275178184071823,-0.7275178184071823
BRITANNIA,2024-07-09 12:45:00,2024-07-12 09:15:00,5648.05,5729.4,X9OR4,29,1.4403201104805985,1.3403201104805984
BEL,2024-07-09 13:45:00,2024-07-10 10:15:00,333.45,328.15,X9OR4,5,-1.589443694706856,-1.689443694706856
FEDERALBNK,2024-07-10 11:45:00,2024-07-16 09:15:00,187.5,193.64,X9OR4,43,3.274666666666659,3.174666666666659
HINDUNILVR,2024-07-10 13:15:00,2024-07-24 09:15:00,2610.05,2690.0,X9OR4,76,3.0631597095841006,2.9631597095841005
INFY,2024-07-10 14:45:00,2024-07-25 11:15:00,1656.05,1817.0,X9OR4,89,9.718909453216995,9.618909453216995
FEDERALBNK,2024-07-11 13:45:00,2024-07-16 09:15:00,191.8,193.64,X9OR4,27,0.9593326381647418,0.8593326381647418
COLPAL,2024-07-11 13:45:00,2024-07-11 14:45:00,3010.05,3006.0,X9OR4,2,-0.13454925997907616,-0.23454925997907616
RELIANCE,2024-07-12 09:15:00,2024-07-12 09:45:00,1585.05,1577.65,X9OR4,1,-0.4668622440932376,-0.5668622440932376
COLPAL,2024-07-12 09:15:00,2024-07-19 09:45:00,3017.45,3110.8,X9OR4,49,3.0936718089777915,2.9936718089777914
SBIN,2024-07-12 10:45:00,2024-07-22 10:45:00,861.75,880.15,X9OR4,48,2.1351900203075114,2.0351900203075113
HINDUNILVR,2024-07-12 12:45:00,2024-07-24 09:15:00,2632.05,2690.0,X9OR4,65,2.2017058946448516,2.1017058946448515
COLPAL,2024-07-12 14:15:00,2024-07-19 09:45:00,3039.85,3110.8,X9OR4,39,2.333996743260367,2.233996743260367
INFY,2024-07-15 09:15:00,2024-07-25 11:15:00,1726.2,1817.0,X9OR4,76,5.260108909743943,5.160108909743943
AXISBANK,2024-07-15 13:15:00,2024-07-15 13:45:00,1318.05,1313.3,X9OR4,1,-0.3603808656727742,-0.46038086567277425
FEDERALBNK,2024-07-15 13:45:00,2024-07-16 09:15:00,195.5,193.64,X9OR4,3,-0.9514066496163752,-1.0514066496163752
HINDUNILVR,2024-07-15 14:45:00,2024-07-24 09:15:00,2622.85,2690.0,X9OR4,49,2.5601921573860533,2.4601921573860532
HINDUNILVR,2024-07-16 09:45:00,2024-07-24 09:15:00,2649.05,2690.0,X9OR4,47,1.5458371869160572,1.4458371869160571
FEDERALBNK,2024-07-16 12:15:00,2024-07-19 09:15:00,195.15,195.5,X9OR4,18,0.17934921854983055,0.07934921854983054
HINDUNILVR,2024-07-18 11:15:00,2024-07-24 09:15:00,2743.85,2690.0,X9OR4,32,-1.9625708402427215,-2.0625708402427216
FEDERALBNK,2024-07-18 13:45:00,2024-07-19 09:15:00,197.4,195.5,X9OR4,3,-0.962512664640327,-1.0625126646403271
ITC,2024-07-23 09:15:00,2024-07-23 09:45:00,407.25,405.7,X9OR4,1,-0.38060159607121213,-0.4806015960712121
ITC,2024-07-23 09:45:00,2024-07-23 10:15:00,408.7,407.1,X9OR4,1,-0.3914851969659814,-0.49148519696598136
M&M,2024-07-23 13:45:00,2024-07-24 09:15:00,2828.05,2795.7,X9OR4,3,-1.1438977387245757,-1.2438977387245758
ITC,2024-07-23 14:45:00,2024-07-24 11:45:00,421.25,427.9,X9OR4,6,1.5786350148367898,1.4786350148367897
ITC,2024-07-25 12:45:00,2024-07-25 13:15:00,423.75,425.55,X9OR4,1,0.4247787610619496,0.3247787610619496
ITC,2024-07-26 10:45:00,2024-07-29 13:15:00,428.1,429.2,X9OR4,17,0.2569493109086582,0.15694931090865819
MCX,2024-07-30 11:15:00,2024-07-30 14:45:00,850.05,840.0,X9OR4,7,-1.182283395094401,-1.282283395094401
COLPAL,2024-08-01 12:15:00,2024-08-01 13:15:00,3379.0,3366.0,X9OR4,2,-0.38472920982539216,-0.48472920982539214
BHARTIARTL,2024-08-01 12:15:00,2024-08-02 09:15:00,1509.05,1490.5,X9OR4,6,-1.2292501905172097,-1.3292501905172098
FEDERALBNK,2024-08-16 13:15:00,2024-08-16 13:45:00,203.3,203.46,X9OR4,1,0.07870142646335297,-0.021298573536647034
MCX,2024-08-19 14:15:00,2024-08-20 12:15:00,953.05,957.0,X9OR4,8,0.414458842663034,0.31445884266303403
COLPAL,2024-08-20 13:45:00,2024-08-23 11:15:00,3556.85,3572.0,X9OR4,19,0.42593868169869664,0.32593868169869666
HDFCBANK,2024-08-21 09:15:00,2024-08-21 10:45:00,816.45,811.4,X9OR4,3,-0.6185314471186316,-0.7185314471186316
FEDERALBNK,2024-08-21 14:45:00,2024-08-23 09:15:00,203.35,201.19,X9OR4,1,-1.0622080157364135,-1.1622080157364136
MCX,2024-08-21 14:45:00,2024-08-23 09:15:00,960.05,951.0,X9OR4,1,-0.9426592364980944,-1.0426592364980944
HDFCBANK,2024-08-22 13:15:00,2024-08-23 09:15:00,817.55,813.3,X9OR4,4,-0.5198458809858725,-0.6198458809858725
SBIN,2024-08-22 13:45:00,2024-08-23 09:15:00,822.55,816.85,X9OR4,3,-0.6929669928879622,-0.7929669928879621
INFY,2024-08-23 09:15:00,2024-08-23 09:45:00,1882.1,1865.45,X9OR4,1,-0.8846501248605209,-0.9846501248605208
INFY,2024-08-26 09:45:00,2024-09-03 14:15:00,1881.15,1952.35,X9OR4,69,3.7849187996704043,3.6849187996704043
COLPAL,2024-08-26 09:45:00,2024-08-27 10:45:00,3563.0,3582.5,X9OR4,14,0.547291608195341,0.447291608195341
ASIANPAINT,2024-08-26 10:15:00,2024-08-27 14:45:00,3165.05,3166.0,X9OR4,21,0.03001532361257541,-0.06998467638742459
ICICIBANK,2024-08-30 11:15:00,2024-09-02 09:45:00,1225.05,1224.75,X9OR4,9,-0.024488796375654424,-0.12448879637565444
ICICIBANK,2024-09-02 12:45:00,2024-09-03 09:15:00,1232.9,1224.1,X9OR4,5,-0.7137642955633208,-0.8137642955633207
BRITANNIA,2024-09-03 13:15:00,2024-09-04 09:45:00,5923.75,5875.1,X9OR4,5,-0.8212703101920176,-0.9212703101920175
INFY,2024-09-03 13:45:00,2024-09-03 14:15:00,1962.05,1952.35,X9OR4,1,-0.494380877143806,-0.594380877143806
MCX,2024-09-03 14:15:00,2024-09-09 09:15:00,1030.05,1068.0,X9OR4,38,3.6842871705257076,3.5842871705257076
