cell,phase,arm,asset,settle,reserve,cadence,sell,tax,cost_bps,gateN,frictionless,path,oacol,tncol,seed,s_cagr,s_dd,s_calmar,s_invested,s_parked_pct,s_trades,s_final_x,b_cagr,b_dd,b_calmar,b_dd_0809,b_dd_1214,b_dd_1314,b_dd_2126,b_ret_0809,b_ret_1214,b_ret_1314,b_ret_2126,n_pull,pull_val_x,pull_cost_x,pull_tax_x,n_park,park_cost_x,n_missed,park_days_pct,corr_d_oa,corr_d_tn,corr_m_oa,corr_m_tn,secs
P1_C_TN_frictionless,1,C,TN,1,0,daily,prorata,full,25,,1,20,s21,off8,21,38.163,-30.1363,1.2663,29.334,69.578,605,736.2552,27.9109,-15.0324,1.8567,-14.683,-8.027,-5.786,-11.825,64.02,93.745,78.993,475.411,1172,24879.04,0.0,0.0,860,0.0,0,98.17,0.3763,0.6616,0.4883,0.6739,0.29
P1_C_TN_frictionless,1,C,TN,1,0,daily,prorata,full,25,,1,21,s22,off9,22,40.2628,-33.9223,1.1869,29.014,69.94,595,1001.8593,28.0801,-18.659,1.5049,-18.659,-6.104,-5.838,-10.765,67.209,101.337,84.159,562.426,1188,32454.488,0.0,0.0,879,0.0,0,98.21,0.3745,0.6579,0.5123,0.6963,0.29
P1_C_TN_frictionless,1,C,TN,1,0,daily,prorata,full,25,,1,22,s23,off10,23,38.997,-33.1941,1.1748,29.561,69.362,604,832.5426,29.3833,-17.5254,1.6766,-16.359,-6.244,-5.7,-13.505,73.874,118.77,102.454,553.803,1163,32101.441,0.0,0.0,844,0.0,0,97.76,0.3858,0.6781,0.4985,0.7667,0.32
P1_C_TN_frictionless,1,C,TN,1,0,daily,prorata,full,25,,1,23,s24,off11,24,38.8884,-32.8967,1.1821,28.876,70.055,585,819.3484,27.5406,-18.8794,1.4588,-14.68,-5.843,-5.843,-11.472,79.599,90.995,82.485,460.739,1199,31828.41,0.0,0.0,890,0.0,0,98.46,0.3862,0.6729,0.5069,0.7252,0.28
P1_C_TN_frictionless,1,C,TN,1,0,daily,prorata,full,25,,1,24,s25,off0,25,39.9481,-25.573,1.5621,29.49,69.431,600,956.9349,29.9632,-15.7557,1.9017,-15.756,-6.578,-6.042,-12.925,55.764,103.446,74.988,617.444,1160,32438.756,0.0,0.0,848,0.0,0,97.72,0.3762,0.6298,0.5504,0.6682,0.29
P1_C_TN_frictionless,1,C,TN,1,0,daily,prorata,full,25,,1,25,s26,off1,26,43.2413,-28.0892,1.5394,30.061,68.878,618,1538.7538,33.0515,-15.7857,2.0938,-15.786,-5.972,-5.972,-13.823,63.041,114.656,75.388,720.646,1166,61467.016,0.0,0.0,850,0.0,0,97.33,0.3724,0.6547,0.527,0.7049,0.29
P1_C_TN_frictionless,1,C,TN,1,0,daily,prorata,full,25,,1,26,s27,off2,27,41.0828,-28.2507,1.4542,29.665,69.251,611,1128.5047,32.8609,-16.802,1.9558,-16.802,-7.704,-3.705,-13.657,51.14,127.984,87.613,686.961,1169,47359.34,0.0,0.0,844,0.0,0,97.85,0.3845,0.661,0.5911,0.7037,0.22
P1_C_TN_frictionless,1,C,TN,1,0,daily,prorata,full,25,,1,27,s28,off3,28,42.8924,-29.623,1.4479,29.604,69.302,622,1463.9947,32.5035,-17.0991,1.9009,-17.099,-7.404,-5.011,-12.471,54.2,127.187,96.067,779.498,1159,46162.797,0.0,0.0,812,0.0,0,97.45,0.3597,0.6487,0.5639,0.6677,0.28
P1_C_TN_frictionless,1,C,TN,1,0,daily,prorata,full,25,,1,28,s29,off4,29,43.2477,-27.7338,1.5594,29.779,69.167,621,1540.1559,30.9913,-17.7645,1.7446,-15.326,-6.274,-5.823,-12.527,53.233,87.979,64.789,782.933,1181,55413.516,0.0,0.0,864,0.0,0,97.99,0.3868,0.6542,0.5627,0.7071,0.26
P1_C_TN_frictionless,1,C,TN,1,0,daily,prorata,full,25,,1,29,s30,off5,30,40.3397,-27.574,1.463,29.85,69.108,617,1013.1352,30.9515,-15.2964,2.0234,-15.296,-6.272,-4.852,-12.734,62.565,107.249,79.579,697.725,1154,39004.516,0.0,0.0,833,0.0,0,97.37,0.3922,0.6552,0.4964,0.686,0.27
P1_D_MIX_frictionless,1,D,MIX,1,0,daily,prorata,full,25,,1,0,s1,off0,1,45.289,-25.4179,1.7818,29.729,70.364,604,2056.1521,30.9948,-16.0457,1.9317,-16.046,-7.065,-4.863,-11.931,54.114,110.612,84.252,615.856,1173,87277.51,0.0,0.0,852,0.0,0,99.2,0.5951,0.5396,0.6804,0.6178,0.27
P1_D_MIX_frictionless,1,D,MIX,1,0,daily,prorata,full,25,,1,1,s2,off1,2,47.0148,-24.3294,1.9324,29.603,70.543,614,2616.8966,32.7422,-16.9538,1.9313,-16.954,-5.362,-5.362,-14.81,61.086,114.519,79.765,709.074,1200,100857.75,0.0,0.0,875,0.0,0,99.69,0.5826,0.5444,0.67,0.6106,0.26
P1_D_MIX_frictionless,1,D,MIX,1,0,daily,prorata,full,25,,1,2,s3,off2,3,47.274,-26.2969,1.7977,28.563,71.571,614,2712.7363,33.1923,-16.4377,2.0193,-16.379,-6.863,-3.934,-12.221,54.985,129.185,93.341,685.515,1180,92252.46,0.0,0.0,864,0.0,0,99.36,0.5986,0.562,0.6868,0.6455,0.27
P1_D_MIX_frictionless,1,D,MIX,1,0,daily,prorata,full,25,,1,3,s4,off3,4,46.5404,-30.2001,1.5411,29.464,70.692,621,2449.7314,31.7194,-19.2427,1.6484,-15.432,-8.161,-4.642,-13.105,57.413,119.395,87.649,680.005,1194,99353.19,0.0,0.0,861,0.0,0,99.34,0.5741,0.5595,0.684,0.6526,0.26
P1_D_MIX_frictionless,1,D,MIX,1,0,daily,prorata,full,25,,1,4,s5,off4,5,48.2476,-24.8193,1.944,29.263,70.823,603,3103.478,32.5313,-18.3731,1.7706,-17.372,-6.073,-4.9,-13.692,51.208,99.636,74.293,868.418,1172,86818.02,0.0,0.0,856,0.0,0,99.06,0.5802,0.5511,0.6958,0.675,0.3
P1_D_MIX_frictionless,1,D,MIX,1,0,daily,prorata,full,25,,1,5,s6,off5,6,47.0724,-26.1029,1.8033,29.779,70.327,625,2637.915,31.8209,-15.5692,2.0438,-15.43,-7.52,-4.686,-15.569,61.763,104.482,80.028,768.05,1184,99714.88,0.0,0.0,855,0.0,0,99.14,0.5886,0.5638,0.6774,0.6076,0.32
P1_D_MIX_frictionless,1,D,MIX,1,0,daily,prorata,full,25,,1,6,s7,off6,7,48.7991,-25.7652,1.894,28.32,71.807,600,3347.9516,32.3215,-14.1073,2.2911,-13.262,-5.906,-5.906,-12.613,72.427,103.257,76.404,794.648,1195,109422.016,0.0,0.0,879,0.0,0,99.22,0.5894,0.5656,0.6624,0.6053,0.29
P1_D_MIX_frictionless,1,D,MIX,1,0,daily,prorata,full,25,,1,7,s8,off7,8,44.7176,-27.8945,1.6031,29.099,71.058,622,1897.1668,30.0373,-15.4366,1.9458,-14.405,-6.264,-6.264,-13.755,65.454,91.663,78.28,642.248,1208,70967.05,0.0,0.0,901,0.0,0,99.63,0.5956,0.5655,0.7062,0.5897,0.27
P1_D_MIX_frictionless,1,D,MIX,1,0,daily,prorata,full,25,,1,8,s9,off8,9,42.9754,-25.2731,1.7004,29.878,70.248,612,1481.4635,28.4016,-15.8473,1.7922,-14.857,-6.994,-5.275,-12.519,63.199,99.97,83.395,528.651,1179,55157.88,0.0,0.0,867,0.0,0,98.97,0.584,0.5694,0.6815,0.6323,0.26
P1_D_MIX_frictionless,1,D,MIX,1,0,daily,prorata,full,25,,1,9,s10,off9,10,43.2977,-27.495,1.5748,29.62,70.505,598,1551.1731,28.5783,-17.9781,1.5896,-17.978,-7.477,-5.001,-15.139,66.312,103.949,85.523,538.964,1164,59438.703,0.0,0.0,841,0.0,0,98.65,0.58,0.5635,0.6489,0.6237,0.25
P1_D_MIX_frictionless,1,D,MIX,1,0,daily,prorata,full,25,,1,10,s11,off10,11,44.4257,-26.767,1.6597,29.571,70.524,615,1820.5346,30.5012,-16.844,1.8108,-16.027,-9.0,-4.958,-13.274,71.557,120.513,102.069,587.633,1178,71958.65,0.0,0.0,857,0.0,0,99.18,0.5801,0.5804,0.6797,0.6677,0.29
P1_D_MIX_frictionless,1,D,MIX,1,0,daily,prorata,full,25,,1,11,s12,off11,12,42.3642,-27.8088,1.5234,28.571,71.555,588,1357.3479,28.6363,-18.7607,1.5264,-14.004,-5.27,-5.27,-12.326,76.884,95.272,85.156,480.75,1167,56036.21,0.0,0.0,864,0.0,0,98.89,0.5903,0.5809,0.6659,0.6424,0.35
P1_D_MIX_frictionless,1,D,MIX,1,0,daily,prorata,full,25,,1,12,s13,off0,13,44.7626,-26.4623,1.6916,30.543,69.571,629,1909.2635,31.273,-16.471,1.8987,-16.471,-6.776,-5.524,-13.94,54.22,102.487,77.005,683.769,1185,66025.08,0.0,0.0,860,0.0,0,99.47,0.5574,0.5325,0.6957,0.6288,0.3
P1_D_MIX_frictionless,1,D,MIX,1,0,daily,prorata,full,25,,1,13,s14,off1,14,47.7336,-24.2261,1.9703,29.256,70.871,606,2890.9709,33.7838,-17.5503,1.925,-17.55,-5.597,-5.597,-14.064,61.579,115.15,79.923,802.638,1181,100108.26,0.0,0.0,870,0.0,0,99.49,0.5822,0.5623,0.6718,0.6244,0.29
P1_D_MIX_frictionless,1,D,MIX,1,0,daily,prorata,full,25,,1,14,s15,off2,15,43.6248,-25.7394,1.6949,29.6,70.524,616,1625.0986,32.4138,-16.6637,1.9452,-16.629,-6.153,-3.892,-14.33,54.345,117.261,85.15,642.266,1178,64598.457,0.0,0.0,858,0.0,0,99.28,0.5823,0.5584,0.6645,0.6413,0.3
P1_D_MIX_frictionless,1,D,MIX,1,0,daily,prorata,full,25,,1,15,s16,off3,16,44.6798,-26.5128,1.6852,29.213,70.92,597,1887.0781,32.3186,-16.6175,1.9449,-15.905,-7.788,-4.373,-13.257,57.02,119.026,87.347,707.454,1191,82306.375,0.0,0.0,884,0.0,0,99.57,0.6006,0.5558,0.6741,0.6756,0.28
P1_D_MIX_frictionless,1,D,MIX,1,0,daily,prorata,full,25,,1,16,s17,off4,17,47.8193,-24.6823,1.9374,29.815,70.306,618,2925.3988,32.4806,-16.2731,1.996,-16.273,-6.718,-5.075,-12.908,53.374,96.367,73.598,877.345,1191,95478.766,0.0,0.0,860,0.0,0,99.43,0.5914,0.5547,0.6797,0.6504,0.27
P1_D_MIX_frictionless,1,D,MIX,1,0,daily,prorata,full,25,,1,17,s18,off5,18,44.1479,-28.1129,1.5704,29.973,70.095,621,1750.3557,31.2056,-17.3394,1.7997,-17.339,-7.009,-4.32,-15.849,59.49,105.94,80.735,754.374,1189,59342.145,0.0,0.0,870,0.0,0,99.43,0.5866,0.5627,0.683,0.6268,0.25
P1_D_MIX_frictionless,1,D,MIX,1,0,daily,prorata,full,25,,1,18,s19,off6,19,49.4983,-23.5809,2.0991,29.885,70.235,608,3684.3215,32.2616,-14.6837,2.1971,-14.45,-6.21,-6.21,-14.008,71.906,108.76,80.44,749.481,1168,122882.15,0.0,0.0,856,0.0,0,99.02,0.5885,0.5553,0.6521,0.6188,0.28
P1_D_MIX_frictionless,1,D,MIX,1,0,daily,prorata,full,25,,1,19,s20,off7,20,45.9638,-25.9285,1.7727,29.525,70.6,616,2260.2231,31.1659,-16.9086,1.8432,-15.095,-6.695,-6.695,-12.865,65.812,94.735,79.74,701.673,1196,80957.234,0.0,0.0,864,0.0,0,99.02,0.5676,0.5472,0.6432,0.6319,0.26
P1_D_MIX_frictionless,1,D,MIX,1,0,daily,prorata,full,25,,1,20,s21,off8,21,40.8254,-24.986,1.6339,29.819,70.297,625,1087.1889,28.3948,-15.826,1.7942,-14.246,-8.847,-5.094,-13.658,63.975,99.092,83.327,468.957,1191,45274.043,0.0,0.0,868,0.0,0,99.38,0.5772,0.5698,0.6744,0.633,0.29
P1_D_MIX_frictionless,1,D,MIX,1,0,daily,prorata,full,25,,1,21,s22,off9,22,44.7866,-28.1657,1.5901,29.769,70.384,619,1915.7376,28.9214,-18.4561,1.567,-18.456,-6.846,-5.175,-12.099,65.869,107.573,88.445,564.251,1167,68303.93,0.0,0.0,837,0.0,0,99.01,0.5711,0.5552,0.6854,0.6308,0.26
P1_D_MIX_frictionless,1,D,MIX,1,0,daily,prorata,full,25,,1,22,s23,off10,23,45.5984,-29.0536,1.5695,29.987,70.125,610,2147.4412,30.6254,-18.3044,1.6731,-15.755,-8.229,-5.1,-14.367,72.687,120.341,102.249,588.292,1148,83379.945,0.0,0.0,821,0.0,0,98.3,0.5801,0.5679,0.6925,0.6355,0.26
P1_D_MIX_frictionless,1,D,MIX,1,0,daily,prorata,full,25,,1,23,s24,off11,24,44.8892,-25.2336,1.7789,28.726,71.404,601,1943.639,28.692,-17.6326,1.6272,-14.736,-5.517,-5.517,-12.152,77.199,96.91,87.098,500.728,1194,70116.016,0.0,0.0,868,0.0,0,99.53,0.5892,0.5692,0.6615,0.6133,0.33
P1_D_MIX_frictionless,1,D,MIX,1,0,daily,prorata,full,25,,1,24,s25,off0,25,45.6559,-24.6064,1.8554,30.008,70.109,621,2164.8436,30.9728,-16.1738,1.915,-16.174,-8.375,-5.446,-13.242,56.8,108.127,79.983,650.313,1168,67475.46,0.0,0.0,851,0.0,0,99.12,0.5736,0.5265,0.7094,0.6412,0.33
P1_D_MIX_frictionless,1,D,MIX,1,0,daily,prorata,full,25,,1,25,s26,off1,26,43.7673,-28.4205,1.54,28.706,71.418,616,1658.3515,33.112,-15.7433,2.1032,-15.743,-5.642,-5.642,-14.108,62.32,118.097,80.866,745.71,1183,69894.46,0.0,0.0,870,0.0,0,99.28,0.6069,0.5594,0.6837,0.639,0.29
P1_D_MIX_frictionless,1,D,MIX,1,0,daily,prorata,full,25,,1,26,s27,off2,27,45.7989,-25.6,1.789,30.165,69.937,621,2208.6727,33.7637,-17.6125,1.917,-17.612,-6.204,-3.654,-14.822,51.377,130.407,92.182,737.476,1176,78828.34,0.0,0.0,849,0.0,0,99.26,0.5645,0.5541,0.6835,0.6182,0.27
P1_D_MIX_frictionless,1,D,MIX,1,0,daily,prorata,full,25,,1,27,s28,off3,28,46.8859,-26.0233,1.8017,29.259,70.84,603,2570.4357,33.1657,-16.561,2.0026,-16.561,-9.402,-4.845,-12.535,55.348,131.908,101.423,805.731,1167,92894.64,0.0,0.0,848,0.0,0,98.77,0.5725,0.577,0.7039,0.6712,0.32
P1_D_MIX_frictionless,1,D,MIX,1,0,daily,prorata,full,25,,1,28,s29,off4,29,44.7576,-28.1749,1.5886,29.568,70.546,609,1907.9029,31.2603,-18.7693,1.6655,-15.327,-6.534,-5.171,-13.897,54.848,93.465,70.846,848.669,1167,63965.0,0.0,0.0,870,0.0,0,99.1,0.5898,0.5549,0.6804,0.6873,0.28
P1_D_MIX_frictionless,1,D,MIX,1,0,daily,prorata,full,25,,1,29,s30,off5,30,46.9975,-29.4057,1.5982,29.552,70.605,619,2610.5987,32.1573,-15.5873,2.063,-14.952,-5.601,-4.312,-15.359,61.826,113.693,85.76,766.096,1183,104680.18,0.0,0.0,861,0.0,0,99.18,0.5836,0.5564,0.6559,0.6301,0.32
P2_OA_s1_r0_daily_prorata,2,M,OA,1,0,daily,prorata,full,25,,0,0,s1,off0,1,21.9019,-35.6327,0.6147,8.736,87.797,193,57.0784,26.4234,-18.9209,1.3965,-18.921,-9.168,-4.143,-14.641,52.521,114.538,89.858,405.421,1201,5421.93,13.55482,22.81908,792,13.54562,1201,98.75,0.9013,0.4396,0.8951,0.5599,0.64
P2_OA_s1_r0_daily_prorata,2,M,OA,1,0,daily,prorata,full,25,,0,1,s2,off1,2,22.6155,-38.7372,0.5838,9.051,87.477,189,64.304,27.9434,-19.4728,1.435,-19.473,-7.724,-4.98,-15.7,57.383,116.839,84.782,504.505,1201,5053.549,12.63386,20.93064,795,12.66915,1201,98.73,0.9016,0.4529,0.909,0.5456,0.63
P2_OA_s1_r0_daily_prorata,2,M,OA,1,0,daily,prorata,full,25,,0,2,s3,off2,3,23.2097,-38.4689,0.6033,8.369,88.165,180,70.9771,28.4601,-19.9212,1.4286,-19.511,-9.791,-3.955,-12.741,51.326,131.716,97.762,463.556,1205,6462.104,16.15526,26.39694,800,16.17143,1205,98.81,0.9043,0.4572,0.8914,0.6001,0.73
P2_OA_s1_r0_daily_prorata,2,M,OA,1,0,daily,prorata,full,25,,0,3,s4,off3,4,22.0426,-38.0336,0.5796,8.58,87.942,184,58.439,26.9317,-22.0225,1.2229,-18.924,-10.14,-4.454,-15.814,53.742,119.443,89.699,456.479,1202,5274.176,13.18543,22.09038,794,13.19309,1202,98.89,0.8946,0.4577,0.8841,0.5745,0.7
P2_OA_s1_r0_daily_prorata,2,M,OA,1,0,daily,prorata,full,25,,0,4,s5,off4,5,25.4901,-38.0218,0.6704,9.012,87.537,184,103.2209,28.1734,-22.1224,1.2735,-18.962,-8.958,-4.626,-14.782,51.263,106.355,81.102,548.529,1210,7823.145,19.55786,32.07217,800,19.61885,1210,98.89,0.8997,0.4403,0.9017,0.5547,0.66
P2_OA_s1_r0_daily_prorata,2,M,OA,1,0,daily,prorata,full,25,,0,5,s6,off5,6,20.9878,-34.8025,0.6031,8.753,87.805,181,48.9464,26.708,-18.8263,1.4187,-18.826,-8.848,-4.222,-16.637,57.627,107.397,84.649,467.446,1199,4796.776,11.99194,20.27047,796,11.98817,1199,98.65,0.9017,0.457,0.9045,0.5109,0.67
P2_OA_s1_r0_daily_prorata,2,M,OA,1,0,daily,prorata,full,25,,0,6,s7,off6,7,21.8816,-35.2382,0.621,8.322,88.172,184,56.8851,27.1295,-17.3039,1.5678,-17.304,-6.979,-5.622,-14.705,64.663,106.782,80.7,493.155,1217,5066.82,12.66704,21.98175,804,12.67157,1217,98.91,0.9014,0.454,0.881,0.5038,0.81
P2_OA_s1_r0_daily_prorata,2,M,OA,1,0,daily,prorata,full,25,,0,7,s8,off7,8,22.2239,-36.3557,0.6113,8.535,87.971,186,60.2375,25.7223,-18.8327,1.3658,-18.092,-7.806,-5.693,-16.986,60.164,99.069,84.075,433.697,1208,5933.405,14.83352,24.07725,796,14.84144,1208,98.85,0.9001,0.4642,0.896,0.5549,0.69
P2_OA_s1_r0_daily_prorata,2,M,OA,1,0,daily,prorata,full,25,,0,8,s9,off8,9,21.6245,-36.4109,0.5939,8.453,88.06,183,54.4843,24.3674,-19.2757,1.2641,-17.891,-10.094,-4.913,-14.746,58.504,105.584,87.463,349.97,1206,5223.959,13.0599,22.2495,794,13.0608,1206,98.79,0.9055,0.4409,0.8981,0.4961,0.64
P2_OA_s1_r0_daily_prorata,2,M,OA,1,0,daily,prorata,full,25,,0,9,s10,off9,10,22.166,-34.6483,0.6397,8.767,87.759,191,59.6583,24.5405,-20.5403,1.1947,-20.54,-9.04,-4.648,-17.954,61.58,107.402,88.954,361.689,1198,5412.098,13.53026,22.80572,792,13.53655,1198,98.83,0.8964,0.4603,0.8919,0.5247,0.58
P2_OA_s1_r0_daily_prorata,2,M,OA,1,0,daily,prorata,full,25,,0,10,s11,off10,11,24.6706,-36.6721,0.6727,8.31,88.219,175,90.2935,26.7558,-20.4042,1.3113,-18.94,-9.359,-4.658,-15.901,65.844,119.449,101.286,444.87,1216,6834.15,17.08536,27.13516,796,17.15365,1216,98.81,0.9056,0.4538,0.9059,0.5304,0.63
P2_OA_s1_r0_daily_prorata,2,M,OA,1,0,daily,prorata,full,25,,0,11,s12,off11,12,22.0864,-38.1319,0.5792,8.611,87.917,189,58.8695,24.7575,-23.1025,1.0716,-17.86,-7.4,-4.902,-14.626,69.389,100.265,88.895,347.822,1196,5501.304,13.75326,23.93591,795,13.74789,1196,98.75,0.9076,0.4544,0.8974,0.5323,0.57
P2_OA_s1_r0_daily_prorata,2,M,OA,1,0,daily,prorata,full,25,,0,12,s13,off0,13,22.4751,-37.8479,0.5938,8.471,88.066,182,62.8178,26.9044,-19.6234,1.371,-18.897,-10.157,-4.941,-16.215,52.656,105.595,80.921,448.783,1210,5689.182,14.22295,24.3628,795,14.22284,1210,98.89,0.9015,0.4141,0.8954,0.5848,0.64
P2_OA_s1_r0_daily_prorata,2,M,OA,1,0,daily,prorata,full,25,,0,13,s14,off1,14,24.0109,-38.9505,0.6164,8.566,87.988,183,81.0221,29.1419,-19.6566,1.4826,-19.657,-8.375,-5.264,-16.054,57.863,118.16,84.973,565.881,1206,7113.35,17.78338,29.01054,796,17.81514,1206,98.79,0.8949,0.4455,0.8917,0.5407,0.68
P2_OA_s1_r0_daily_prorata,2,M,OA,1,0,daily,prorata,full,25,,0,14,s15,off2,15,20.8774,-37.9492,0.5501,8.422,88.048,187,48.0417,27.8708,-19.6099,1.4213,-19.61,-9.633,-3.902,-16.197,51.347,117.31,87.784,432.898,1213,4963.846,12.4096,20.46468,794,12.39995,1213,98.97,0.9037,0.4414,0.8909,0.5696,0.63
P2_OA_s1_r0_daily_prorata,2,M,OA,1,0,daily,prorata,full,25,,0,15,s16,off3,16,23.8842,-38.4056,0.6219,8.826,87.734,184,79.3483,28.214,-21.3755,1.3199,-19.139,-9.953,-4.131,-14.866,53.69,119.784,89.302,519.189,1213,7335.886,18.33971,31.14412,794,18.31832,1213,98.93,0.9056,0.4357,0.9014,0.5914,0.64
P2_OA_s1_r0_daily_prorata,2,M,OA,1,0,daily,prorata,full,25,,0,16,s17,off4,17,23.364,-34.8408,0.6706,8.624,87.943,183,72.8147,27.7448,-19.352,1.4337,-19.352,-8.295,-4.488,-14.434,50.745,102.247,80.271,576.85,1200,6639.48,16.5987,28.66543,801,16.60597,1200,98.77,0.8999,0.4532,0.8975,0.5489,0.62
P2_OA_s1_r0_daily_prorata,2,M,OA,1,0,daily,prorata,full,25,,0,17,s18,off5,18,21.7424,-37.5985,0.5783,8.424,88.073,178,55.5724,26.8218,-19.1161,1.4031,-19.116,-8.251,-4.253,-17.313,56.911,109.362,85.519,500.594,1220,5080.421,12.70105,20.93669,805,12.71318,1220,98.99,0.9037,0.4602,0.8999,0.4856,0.57
P2_OA_s1_r0_daily_prorata,2,M,OA,1,0,daily,prorata,full,25,,0,18,s19,off6,19,22.2182,-34.232,0.649,8.441,88.088,180,60.1801,26.9848,-18.0526,1.4948,-18.053,-7.338,-5.464,-16.907,65.904,113.496,85.654,470.699,1209,4969.632,12.42408,21.25766,794,12.43233,1209,98.85,0.903,0.466,0.9023,0.513,0.57
P2_OA_s1_r0_daily_prorata,2,M,OA,1,0,daily,prorata,full,25,,0,19,s20,off7,20,23.1317,-38.303,0.6039,8.72,87.809,177,70.0645,26.7712,-20.6192,1.2984,-18.323,-6.965,-6.213,-15.41,61.225,101.997,85.818,470.932,1207,5789.44,14.47359,24.91136,796,14.48749,1207,98.89,0.8991,0.4575,0.9027,0.5465,0.59
P2_OA_s1_r0_daily_prorata,2,M,OA,1,0,daily,prorata,full,25,,0,20,s21,off8,21,22.4283,-37.6586,0.5956,8.582,87.984,180,62.3291,24.8994,-19.2969,1.2903,-17.988,-9.933,-4.59,-16.265,58.658,103.669,87.404,331.941,1200,5636.385,14.09096,22.64831,797,14.10591,1200,98.77,0.9085,0.451,0.8996,0.495,0.64
P2_OA_s1_r0_daily_prorata,2,M,OA,1,0,daily,prorata,full,25,,0,21,s22,off9,22,22.4118,-37.2224,0.6021,9.264,87.302,192,62.1572,24.6555,-20.6937,1.1914,-20.694,-9.539,-4.502,-13.722,60.968,112.03,92.513,381.425,1197,5373.62,13.43405,22.09437,791,13.45573,1197,98.75,0.8983,0.4568,0.9,0.5621,0.61
P2_OA_s1_r0_daily_prorata,2,M,OA,1,0,daily,prorata,full,25,,0,22,s23,off10,23,22.754,-38.866,0.5854,8.724,87.858,185,65.8038,26.2904,-21.9348,1.1986,-18.958,-9.382,-4.83,-15.437,65.662,119.65,101.549,421.214,1196,5684.424,14.21107,23.94622,796,14.22808,1196,98.77,0.9074,0.4462,0.8879,0.5307,0.66
P2_OA_s1_r0_daily_prorata,2,M,OA,1,0,daily,prorata,full,25,,0,23,s24,off11,24,23.5334,-36.0787,0.6523,9.011,87.533,190,74.8833,24.6725,-21.3711,1.1545,-17.72,-7.785,-5.199,-13.42,69.826,102.523,91.301,349.739,1196,6140.661,15.35165,24.89924,789,15.37454,1196,98.71,0.8949,0.4673,0.8818,0.5207,0.65
P2_OA_s1_r0_daily_prorata,2,M,OA,1,0,daily,prorata,full,25,,0,24,s25,off0,25,22.0859,-37.0919,0.5954,8.841,87.708,185,58.8641,26.3778,-19.0396,1.3854,-18.962,-9.916,-4.847,-14.168,53.808,111.64,84.563,428.899,1207,5238.518,13.0963,22.21966,787,13.10945,1207,98.79,0.9052,0.4263,0.8995,0.5759,0.65
P2_OA_s1_r0_daily_prorata,2,M,OA,1,0,daily,prorata,full,25,,0,25,s26,off1,26,22.9951,-36.6282,0.6278,8.479,88.073,189,68.4948,28.9897,-19.2769,1.5039,-19.277,-8.608,-5.318,-15.605,57.714,121.444,86.163,551.756,1197,6582.204,16.4555,27.3133,789,16.4629,1197,98.67,0.9042,0.4448,0.9065,0.5446,0.6
P2_OA_s1_r0_daily_prorata,2,M,OA,1,0,daily,prorata,full,25,,0,26,s27,off2,27,23.6578,-37.3251,0.6338,8.408,88.111,178,76.4386,29.3479,-19.4966,1.5053,-19.497,-9.6,-3.618,-16.034,50.106,133.208,96.338,521.933,1211,6833.74,17.08434,29.90185,794,17.0748,1211,98.77,0.8967,0.4671,0.8974,0.6166,0.62
P2_OA_s1_r0_daily_prorata,2,M,OA,1,0,daily,prorata,full,25,,0,27,s28,off3,28,24.0612,-34.4354,0.6987,8.532,88.0,181,81.6964,28.7076,-19.464,1.4749,-19.464,-9.592,-4.696,-16.147,52.841,134.697,106.535,536.77,1206,7001.638,17.50409,28.12936,801,17.5415,1206,98.99,0.8991,0.4568,0.9033,0.5664,0.61
P2_OA_s1_r0_daily_prorata,2,M,OA,1,0,daily,prorata,full,25,,0,28,s29,off4,29,21.7119,-37.209,0.5835,8.355,88.152,177,55.2893,26.7674,-21.2587,1.2591,-18.716,-9.376,-4.95,-14.812,51.923,98.18,76.861,554.218,1222,4821.036,12.05259,21.57892,797,12.04359,1222,98.95,0.901,0.4598,0.9107,0.5478,0.63
P2_OA_s1_r0_daily_prorata,2,M,OA,1,0,daily,prorata,full,25,,0,29,s30,off5,30,23.1851,-36.6869,0.632,8.795,87.756,182,70.6883,27.5439,-18.7975,1.4653,-18.797,-9.104,-3.77,-17.878,57.253,119.122,91.717,521.776,1208,6076.63,15.19158,24.84715,803,15.22236,1208,98.85,0.9066,0.4531,0.898,0.4808,0.62
P2_OA_s1_r0_daily_lifo,2,M,OA,1,0,daily,lifo,full,25,,0,0,s1,off0,1,22.6441,-36.5438,0.6196,8.678,87.838,192,64.6119,26.5701,-18.7186,1.4194,-17.979,-8.921,-4.143,-14.788,54.212,114.767,89.859,407.366,1202,6144.404,15.36103,24.86662,792,15.35086,1202,98.75,0.9088,0.441,0.9033,0.5628,0.19
P2_OA_s1_r0_daily_lifo,2,M,OA,1,0,daily,lifo,full,25,,0,1,s2,off1,2,23.598,-39.1903,0.6021,9.052,87.467,189,75.6877,28.1421,-18.4265,1.5273,-18.427,-7.454,-4.98,-15.835,59.349,117.017,84.788,506.4,1201,5934.143,14.83536,23.69768,795,14.87842,1201,98.73,0.9087,0.4501,0.9172,0.5445,0.16
P2_OA_s1_r0_daily_lifo,2,M,OA,1,0,daily,lifo,full,25,,0,2,s3,off2,3,24.2827,-38.9223,0.6239,8.371,88.143,180,84.7259,28.6771,-20.0364,1.4313,-18.455,-9.414,-3.954,-12.978,53.229,131.949,97.783,465.296,1205,7698.338,19.24586,30.14113,800,19.26697,1205,98.81,0.9124,0.4547,0.8999,0.5994,0.16
