cell,signal,side,n,skipped,total_all,total_kept,pnl_retained_pct,median_all,median_kept,worst_all,worst_kept,rand_total_mean,rand_total_pctile,rand_worst_mean,rand_worst_pctile
MON_NIFTY_DTE1,gap_abs,skip_low,17,4,16980,15150,89.2,1240,1790,-4840,-4840,12984,67.9,-4439,76.5
MON_NIFTY_DTE1,gap_pct,skip_high,17,4,16980,6470,38.1,1240,620,-4840,-4840,12984,7.5,-4439,76.5
MON_NIFTY_DTE1,gap_pct,skip_low,17,4,16980,10560,62.2,1240,620,-4840,-4840,12984,32.0,-4439,76.5
MON_NIFTY_DTE1,pdr_pct,skip_high,17,4,16980,9950,58.6,1240,620,-4840,-4840,12984,27.4,-4439,76.5
MON_NIFTY_DTE1,pdr_pct,skip_low,17,4,16980,13200,77.7,1240,1530,-4840,-4840,12984,53.4,-4439,76.5
MON_NIFTY_DTE1,pdr_rel,skip_high,17,4,16980,17420,102.6,1240,1240,-4840,-610,12984,82.3,-4439,99.4
MON_NIFTY_DTE1,pdr_rel,skip_low,17,4,16980,13850,81.6,1240,1530,-4840,-4840,12984,58.5,-4439,76.5
MON_NIFTY_DTE1,atr14_pct,skip_high,17,4,16980,11090,65.3,1240,620,-4840,-4840,12984,36.3,-4439,76.5
MON_NIFTY_DTE1,atr14_pct,skip_low,17,4,16980,19310,113.7,1240,1530,-4840,-3730,12984,90.4,-4439,95.6
MON_NIFTY_DTE1,vix_open,skip_high,17,4,16980,11090,65.3,1240,620,-4840,-4840,12984,36.3,-4439,76.5
MON_NIFTY_DTE1,vix_open,skip_low,17,4,16980,14860,87.5,1240,1530,-4840,-4840,12984,65.9,-4439,76.5
MON_NIFTY_DTE1,vix_chg_oc_pct,skip_high,17,4,16980,16380,96.5,1240,1240,-4840,-4840,12984,76.4,-4439,76.5
MON_NIFTY_DTE1,vix_chg_oc_pct,skip_low,17,4,16980,14140,83.3,1240,1240,-4840,-4840,12984,60.7,-4439,76.5
MON_NIFTY_DTE1,vix_chg_oc_pts,skip_high,17,4,16980,16380,96.5,1240,1240,-4840,-4840,12984,76.4,-4439,76.5
MON_NIFTY_DTE1,vix_chg_oc_pts,skip_low,17,4,16980,14140,83.3,1240,1240,-4840,-4840,12984,60.7,-4439,76.5
MON_NIFTY_DTE1,vix_chg_cc_pct,skip_high,17,4,16980,14660,86.3,1240,1240,-4840,-4840,12984,64.3,-4439,76.5
MON_NIFTY_DTE1,vix_chg_cc_pct,skip_low,17,4,16980,7970,46.9,1240,620,-4840,-4840,12984,14.2,-4439,76.5
MON_NIFTY_DTE1,vix_chg_cc_pts,skip_high,17,4,16980,14660,86.3,1240,1240,-4840,-4840,12984,64.3,-4439,76.5
MON_NIFTY_DTE1,vix_chg_cc_pts,skip_low,17,4,16980,7970,46.9,1240,620,-4840,-4840,12984,14.2,-4439,76.5
MON_NIFTY_DTE1,pre_move_bp,skip_high,17,4,16980,10860,64.0,1240,620,-4840,-4840,12984,34.5,-4439,76.5
MON_NIFTY_DTE1,pre_move_bp,skip_low,17,4,16980,15930,93.8,1240,1530,-4840,-3730,12984,73.7,-4439,95.6
MON_NIFTY_DTE1,pre_range_bp,skip_high,17,4,16980,7550,44.5,1240,130,-4840,-4840,12984,12.3,-4439,76.5
MON_NIFTY_DTE1,pre_range_bp,skip_low,17,4,16980,10440,61.5,1240,1240,-4840,-4840,12984,31.0,-4439,76.5
MON_NIFTY_DTE1,pcr_oi_all,skip_high,17,4,16980,10280,60.5,1240,620,-4840,-4840,12984,30.0,-4439,76.5
MON_NIFTY_DTE1,pcr_oi_all,skip_low,17,4,16980,13630,80.3,1240,620,-4840,-3730,12984,57.0,-4439,95.6
MON_NIFTY_DTE1,pcr_oi_atm,skip_high,17,4,16980,12030,70.8,1240,1530,-4840,-4840,12984,44.3,-4439,76.5
MON_NIFTY_DTE1,pcr_oi_atm,skip_low,17,4,16980,13560,79.9,1240,620,-4840,-3730,12984,56.2,-4439,95.6
MON_NIFTY_DTE1,pcr_vol_all,skip_high,17,4,16980,8880,52.3,1240,620,-4840,-4840,12984,19.8,-4439,76.5
MON_NIFTY_DTE1,pcr_vol_all,skip_low,17,4,16980,10280,60.5,1240,620,-4840,-4840,12984,30.0,-4439,76.5
MON_NIFTY_DTE1,oi_atm_share,skip_high,17,4,16980,15570,91.7,1240,1530,-4840,-4840,12984,71.1,-4439,76.5
MON_NIFTY_DTE1,oi_atm_share,skip_low,17,4,16980,7150,42.1,1240,620,-4840,-4840,12984,10.1,-4439,76.5
MON_NIFTY_DTE1,dist_ce_wall_bp,skip_high,17,4,16980,6440,37.9,1240,130,-4840,-4840,12984,7.4,-4439,76.5
MON_NIFTY_DTE1,dist_ce_wall_bp,skip_low,17,4,16980,23110,136.1,1240,1530,-4840,-610,12984,98.3,-4439,99.4
MON_NIFTY_DTE1,dist_pe_wall_bp,skip_high,17,4,16980,7260,42.8,1240,130,-4840,-4840,12984,10.8,-4439,76.5
MON_NIFTY_DTE1,dist_pe_wall_bp,skip_low,17,4,16980,14470,85.2,1240,1240,-4840,-3730,12984,63.3,-4439,95.6
MON_NIFTY_DTE1,wall_span_bp,skip_high,17,4,16980,6440,37.9,1240,130,-4840,-4840,12984,7.4,-4439,76.5
MON_NIFTY_DTE1,wall_span_bp,skip_low,17,4,16980,14470,85.2,1240,1240,-4840,-3730,12984,63.3,-4439,95.6
MON_NIFTY_DTE1,maxpain_drift_bp,skip_high,17,4,16980,10280,60.5,1240,620,-4840,-4840,12984,30.0,-4439,76.5
MON_NIFTY_DTE1,maxpain_drift_bp,skip_low,17,4,16980,9170,54.0,1240,620,-4840,-4840,12984,21.7,-4439,76.5
MON_NIFTY_DTE1,d_pcr_oi_all,skip_high,17,4,16980,10860,64.0,1240,620,-4840,-4840,12984,34.5,-4439,76.5
MON_NIFTY_DTE1,d_pcr_oi_all,skip_low,17,4,16980,13560,79.9,1240,620,-4840,-3730,12984,56.2,-4439,95.6
MON_NIFTY_DTE1,d_oi_total_pct,skip_high,17,4,16980,12780,75.3,1240,1240,-4840,-4840,12984,50.3,-4439,76.5
MON_NIFTY_DTE1,d_oi_total_pct,skip_low,17,4,16980,20540,121.0,1240,1530,-4840,-3730,12984,94.5,-4439,95.6
MON_NIFTY_DTE1,d_oi_atm_pct,skip_high,17,4,16980,8950,52.7,1240,620,-4840,-4840,12984,20.4,-4439,76.5
MON_NIFTY_DTE1,d_oi_atm_pct,skip_low,17,4,16980,20320,119.7,1240,1530,-4840,-3730,12984,93.9,-4439,95.6
MON_NIFTY_DTE1,d_oi_wing_pct,skip_high,17,4,16980,11120,65.5,1240,620,-4840,-4840,12984,36.6,-4439,76.5
MON_NIFTY_DTE1,d_oi_wing_pct,skip_low,17,4,16980,20540,121.0,1240,1530,-4840,-3730,12984,94.5,-4439,95.6
MON_NIFTY_DTE1,placebo_noise,skip_high,17,4,16980,13070,77.0,1240,1240,-4840,-4840,12984,52.6,-4439,76.5
MON_NIFTY_DTE1,placebo_noise,skip_low,17,4,16980,13940,82.1,1240,1530,-4840,-4840,12984,59.5,-4439,76.5
MON_NIFTY_DTE1,placebo_prepath,skip_high,17,4,16980,7710,45.4,1240,620,-4840,-4840,12984,12.9,-4439,76.5
MON_NIFTY_DTE1,placebo_prepath,skip_low,17,4,16980,10560,62.2,1240,620,-4840,-4840,12984,32.0,-4439,76.5
MON_NIFTY_DTE1,cpr_today,skip_high,17,6,16980,14100,83.0,1240,620,-4840,-610,10987,72.0,-4095,97.1
MON_NIFTY_DTE1,cpr_today,skip_low,17,6,16980,9840,58.0,1240,1530,-4840,-4840,10987,42.3,-4095,64.7
MON_NIFTY_DTE1,cpr_prev,skip_high,17,6,16980,3830,22.6,1240,130,-4840,-4840,10987,8.5,-4095,64.7
MON_NIFTY_DTE1,cpr_prev,skip_low,17,6,16980,6140,36.2,1240,1240,-4840,-4840,10987,18.7,-4095,64.7
MON_NIFTY_DTE1,wcpr_this,skip_high,17,6,16980,11760,69.3,1240,1240,-4840,-4840,10987,56.3,-4095,64.7
MON_NIFTY_DTE1,wcpr_this,skip_low,17,6,16980,9520,56.1,1240,1240,-4840,-4840,10987,40.1,-4095,64.7
MON_NIFTY_DTE1,wcpr_prev,skip_high,17,6,16980,14270,84.0,1240,1530,-4840,-4840,10987,73.1,-4095,64.7
MON_NIFTY_DTE1,wcpr_prev,skip_low,17,6,16980,13620,80.2,1240,1240,-4840,-3730,10987,69.1,-4095,89.0
MON_NIFTY_DTE1,gap_abs,skip_high,17,6,16980,1230,7.2,1240,130,-4840,-4840,10987,2.4,-4095,64.7
MON_NIFTY_DTE1,gap_abs,skip_low,17,6,16980,18750,110.4,1240,1820,-4840,-4840,10987,92.7,-4095,64.7
MON_NIFTY_DTE1,gap_pct,skip_high,17,6,16980,-190,-1.1,1240,130,-4840,-4840,10987,0.9,-4095,64.7
MON_NIFTY_DTE1,gap_pct,skip_low,17,6,16980,15330,90.3,1240,1530,-4840,-3730,10987,79.2,-4095,89.0
MON_NIFTY_DTE1,pdr_pct,skip_high,17,6,16980,13550,79.8,1240,620,-4840,-610,10987,68.5,-4095,97.1
MON_NIFTY_DTE1,pdr_pct,skip_low,17,6,16980,11470,67.6,1240,1530,-4840,-4840,10987,54.2,-4095,64.7
MON_NIFTY_DTE1,pdr_rel,skip_high,17,6,16980,15400,90.7,1240,1240,-4840,-390,10987,79.6,-4095,99.4
MON_NIFTY_DTE1,pdr_rel,skip_low,17,6,16980,8030,47.3,1240,1530,-4840,-4840,10987,30.0,-4095,64.7
MON_NIFTY_DTE1,atr14_pct,skip_high,17,6,16980,5820,34.3,1240,130,-4840,-4840,10987,17.1,-4095,64.7
MON_NIFTY_DTE1,atr14_pct,skip_low,17,6,16980,20310,119.6,1240,1790,-4840,-3730,10987,96.2,-4095,89.0
MON_NIFTY_DTE1,vix_open,skip_high,17,6,16980,7150,42.1,1240,620,-4840,-4840,10987,24.4,-4095,64.7
MON_NIFTY_DTE1,vix_open,skip_low,17,6,16980,11250,66.3,1240,1530,-4840,-4840,10987,52.5,-4095,64.7
MON_NIFTY_DTE1,vix_chg_oc_pct,skip_high,17,6,16980,9940,58.5,1240,620,-4840,-4840,10987,43.0,-4095,64.7
MON_NIFTY_DTE1,vix_chg_oc_pct,skip_low,17,6,16980,7150,42.1,1240,620,-4840,-4840,10987,24.4,-4095,64.7
MON_NIFTY_DTE1,vix_chg_oc_pts,skip_high,17,6,16980,9940,58.5,1240,620,-4840,-4840,10987,43.0,-4095,64.7
MON_NIFTY_DTE1,vix_chg_oc_pts,skip_low,17,6,16980,7150,42.1,1240,620,-4840,-4840,10987,24.4,-4095,64.7
MON_NIFTY_DTE1,vix_chg_cc_pct,skip_high,17,6,16980,19370,114.1,1240,1530,-4840,-390,10987,94.2,-4095,99.4
MON_NIFTY_DTE1,vix_chg_cc_pct,skip_low,17,6,16980,6370,37.5,1240,620,-4840,-4840,10987,20.0,-4095,64.7
MON_NIFTY_DTE1,vix_chg_cc_pts,skip_high,17,6,16980,19370,114.1,1240,1530,-4840,-390,10987,94.2,-4095,99.4
MON_NIFTY_DTE1,vix_chg_cc_pts,skip_low,17,6,16980,6370,37.5,1240,620,-4840,-4840,10987,20.0,-4095,64.7
MON_NIFTY_DTE1,pre_move_bp,skip_high,17,6,16980,5300,31.2,1240,130,-4840,-4840,10987,14.5,-4095,64.7
MON_NIFTY_DTE1,pre_move_bp,skip_low,17,6,16980,13980,82.3,1240,1530,-4840,-3730,10987,71.3,-4095,89.0
MON_NIFTY_DTE1,pre_range_bp,skip_high,17,6,16980,6700,39.5,1240,130,-4840,-4840,10987,21.9,-4095,64.7
MON_NIFTY_DTE1,pre_range_bp,skip_low,17,6,16980,9910,58.4,1240,1530,-4840,-4840,10987,42.8,-4095,64.7
MON_NIFTY_DTE1,pcr_oi_all,skip_high,17,6,16980,8420,49.6,1240,130,-4840,-4840,10987,32.6,-4095,64.7
MON_NIFTY_DTE1,pcr_oi_all,skip_low,17,6,16980,13260,78.1,1240,620,-4840,-610,10987,66.6,-4095,97.1
MON_NIFTY_DTE1,pcr_oi_atm,skip_high,17,6,16980,10110,59.5,1240,1530,-4840,-4840,10987,44.3,-4095,64.7
MON_NIFTY_DTE1,pcr_oi_atm,skip_low,17,6,16980,8970,52.8,1240,620,-4840,-3730,10987,36.3,-4095,89.0
MON_NIFTY_DTE1,pcr_vol_all,skip_high,17,6,16980,13650,80.4,1240,1240,-4840,-3730,10987,69.2,-4095,89.0
MON_NIFTY_DTE1,pcr_vol_all,skip_low,17,6,16980,8910,52.5,1240,620,-4840,-4840,10987,35.9,-4095,64.7
MON_NIFTY_DTE1,oi_atm_share,skip_high,17,6,16980,20800,122.5,1240,1790,-4840,-3730,10987,96.9,-4095,89.0
MON_NIFTY_DTE1,oi_atm_share,skip_low,17,6,16980,8250,48.6,1240,620,-4840,-4840,10987,31.4,-4095,64.7
MON_NIFTY_DTE1,dist_ce_wall_bp,skip_high,17,6,16980,-290,-1.7,1240,70,-4840,-4840,10987,0.9,-4095,64.7
MON_NIFTY_DTE1,dist_ce_wall_bp,skip_low,17,6,16980,16380,96.5,1240,1240,-4840,-610,10987,84.4,-4095,97.1
MON_NIFTY_DTE1,dist_pe_wall_bp,skip_high,17,6,16980,11600,68.3,1240,620,-4840,-4840,10987,55.1,-4095,64.7
MON_NIFTY_DTE1,dist_pe_wall_bp,skip_low,17,6,16980,6340,37.3,1240,130,-4840,-3730,10987,19.8,-4095,89.0
MON_NIFTY_DTE1,wall_span_bp,skip_high,17,6,16980,-290,-1.7,1240,70,-4840,-4840,10987,0.9,-4095,64.7
MON_NIFTY_DTE1,wall_span_bp,skip_low,17,6,16980,13040,76.8,1240,1240,-4840,-3730,10987,65.1,-4095,89.0
MON_NIFTY_DTE1,maxpain_drift_bp,skip_high,17,6,16980,13880,81.7,1240,1240,-4840,-4840,10987,70.7,-4095,64.7
MON_NIFTY_DTE1,maxpain_drift_bp,skip_low,17,6,16980,7570,44.6,1240,620,-4840,-4840,10987,27.1,-4095,64.7
MON_NIFTY_DTE1,d_pcr_oi_all,skip_high,17,6,16980,10110,59.5,1240,1530,-4840,-4840,10987,44.3,-4095,64.7
MON_NIFTY_DTE1,d_pcr_oi_all,skip_low,17,6,16980,10140,59.7,1240,620,-4840,-3730,10987,44.5,-4095,89.0
MON_NIFTY_DTE1,d_oi_total_pct,skip_high,17,6,16980,4650,27.4,1240,620,-4840,-4840,10987,11.6,-4095,64.7
MON_NIFTY_DTE1,d_oi_total_pct,skip_low,17,6,16980,17450,102.8,1240,1530,-4840,-3730,10987,88.7,-4095,89.0
MON_NIFTY_DTE1,d_oi_atm_pct,skip_high,17,6,16980,7510,44.2,1240,620,-4840,-4840,10987,26.7,-4095,64.7
MON_NIFTY_DTE1,d_oi_atm_pct,skip_low,17,6,16980,15050,88.6,1240,1240,-4840,-3730,10987,77.7,-4095,89.0
MON_NIFTY_DTE1,d_oi_wing_pct,skip_high,17,6,16980,6400,37.7,1240,130,-4840,-4840,10987,20.2,-4095,64.7
MON_NIFTY_DTE1,d_oi_wing_pct,skip_low,17,6,16980,19690,116.0,1240,1790,-4840,-3730,10987,94.9,-4095,89.0
MON_NIFTY_DTE1,placebo_noise,skip_high,17,6,16980,13390,78.9,1240,1530,-4840,-4840,10987,67.5,-4095,64.7
MON_NIFTY_DTE1,placebo_noise,skip_low,17,6,16980,7210,42.5,1240,130,-4840,-4840,10987,24.8,-4095,64.7
MON_NIFTY_DTE1,placebo_prepath,skip_high,17,6,16980,8810,51.9,1240,620,-4840,-4840,10987,35.2,-4095,64.7
MON_NIFTY_DTE1,placebo_prepath,skip_low,17,6,16980,15330,90.3,1240,1530,-4840,-3730,10987,79.2,-4095,89.0
MON_NIFTY_DTE1,cpr_today,skip_high,17,8,16980,11340,66.8,1240,620,-4840,-610,9014,66.0,-3623,91.6
MON_NIFTY_DTE1,cpr_today,skip_low,17,8,16980,5030,29.6,1240,1530,-4840,-4840,9014,24.1,-3623,52.2
MON_NIFTY_DTE1,cpr_prev,skip_high,17,8,16980,1880,11.1,1240,70,-4840,-4840,9014,10.0,-3623,52.2
MON_NIFTY_DTE1,cpr_prev,skip_low,17,8,16980,11370,67.0,1240,1530,-4840,-3730,9014,66.3,-3623,78.9
MON_NIFTY_DTE1,wcpr_this,skip_high,17,8,16980,11400,67.1,1240,1240,-4840,-90,9014,66.5,-3623,99.1
MON_NIFTY_DTE1,wcpr_this,skip_low,17,8,16980,6820,40.2,1240,1240,-4840,-4840,9014,35.0,-3623,52.2
MON_NIFTY_DTE1,wcpr_prev,skip_high,17,8,16980,11400,67.1,1240,1530,-4840,-4840,9014,66.5,-3623,52.2
MON_NIFTY_DTE1,wcpr_prev,skip_low,17,8,16980,9610,56.6,1240,1240,-4840,-3730,9014,54.5,-3623,78.9
MON_NIFTY_DTE1,gap_abs,skip_high,17,8,16980,50,0.3,1240,130,-4840,-4840,9014,5.0,-3623,52.2
MON_NIFTY_DTE1,gap_abs,skip_low,17,8,16980,12090,71.2,1240,1790,-4840,-4840,9014,70.5,-3623,52.2
MON_NIFTY_DTE1,gap_pct,skip_high,17,8,16980,3410,20.1,1240,620,-4840,-4840,9014,15.9,-3623,52.2
MON_NIFTY_DTE1,gap_pct,skip_low,17,8,16980,13180,77.6,1240,1820,-4840,-3730,9014,77.0,-3623,78.9
MON_NIFTY_DTE1,pdr_pct,skip_high,17,8,16980,10230,60.2,1240,130,-4840,-610,9014,58.8,-3623,91.6
MON_NIFTY_DTE1,pdr_pct,skip_low,17,8,16980,6140,36.2,1240,1530,-4840,-4840,9014,30.9,-3623,52.2
MON_NIFTY_DTE1,pdr_rel,skip_high,17,8,16980,12080,71.1,1240,620,-4840,-390,9014,70.5,-3623,97.1
MON_NIFTY_DTE1,pdr_rel,skip_low,17,8,16980,6140,36.2,1240,1530,-4840,-4840,9014,30.9,-3623,52.2
MON_NIFTY_DTE1,atr14_pct,skip_high,17,8,16980,1810,10.7,1240,130,-4840,-4840,9014,9.7,-3623,52.2
MON_NIFTY_DTE1,atr14_pct,skip_low,17,8,16980,15300,90.1,1240,1790,-4840,-3730,9014,87.1,-3623,78.9
MON_NIFTY_DTE1,vix_open,skip_high,17,8,16980,1810,10.7,1240,130,-4840,-4840,9014,9.7,-3623,52.2
MON_NIFTY_DTE1,vix_open,skip_low,17,8,16980,14560,85.7,1240,1790,-4840,-3730,9014,83.9,-3623,78.9
MON_NIFTY_DTE1,vix_chg_oc_pct,skip_high,17,8,16980,5710,33.6,1240,620,-4840,-4840,9014,28.1,-3623,52.2
MON_NIFTY_DTE1,vix_chg_oc_pct,skip_low,17,8,16980,1810,10.7,1240,130,-4840,-4840,9014,9.7,-3623,52.2
MON_NIFTY_DTE1,vix_chg_oc_pts,skip_high,17,8,16980,5710,33.6,1240,620,-4840,-4840,9014,28.1,-3623,52.2
MON_NIFTY_DTE1,vix_chg_oc_pts,skip_low,17,8,16980,1810,10.7,1240,130,-4840,-4840,9014,9.7,-3623,52.2
MON_NIFTY_DTE1,vix_chg_cc_pct,skip_high,17,8,16980,17670,104.1,1240,1530,-4840,-390,9014,94.3,-3623,97.1
MON_NIFTY_DTE1,vix_chg_cc_pct,skip_low,17,8,16980,4510,26.6,1240,130,-4840,-4840,9014,21.2,-3623,52.2
MON_NIFTY_DTE1,vix_chg_cc_pts,skip_high,17,8,16980,17670,104.1,1240,1530,-4840,-390,9014,94.3,-3623,97.1
MON_NIFTY_DTE1,vix_chg_cc_pts,skip_low,17,8,16980,4510,26.6,1240,130,-4840,-4840,9014,21.2,-3623,52.2
MON_NIFTY_DTE1,pre_move_bp,skip_high,17,8,16980,-1430,-8.4,1240,70,-4840,-4840,9014,2.4,-3623,52.2
MON_NIFTY_DTE1,pre_move_bp,skip_low,17,8,16980,14680,86.5,1240,1790,-4840,-3730,9014,84.5,-3623,78.9
MON_NIFTY_DTE1,pre_range_bp,skip_high,17,8,16980,6400,37.7,1240,130,-4840,-4840,9014,32.4,-3623,52.2
MON_NIFTY_DTE1,pre_range_bp,skip_low,17,8,16980,10650,62.7,1240,1530,-4840,-3730,9014,61.6,-3623,78.9
MON_NIFTY_DTE1,pcr_oi_all,skip_high,17,8,16980,3090,18.2,1240,70,-4840,-4840,9014,14.6,-3623,52.2
MON_NIFTY_DTE1,pcr_oi_all,skip_low,17,8,16980,13280,78.2,1240,1240,-4840,-610,9014,77.5,-3623,91.6
MON_NIFTY_DTE1,pcr_oi_atm,skip_high,17,8,16980,8380,49.4,1240,1530,-4840,-4840,9014,45.8,-3623,52.2
MON_NIFTY_DTE1,pcr_oi_atm,skip_low,17,8,16980,12630,74.4,1240,1240,-4840,-390,9014,73.8,-3623,97.1
MON_NIFTY_DTE1,pcr_vol_all,skip_high,17,8,16980,12180,71.7,1240,1240,-4840,-610,9014,71.1,-3623,91.6
MON_NIFTY_DTE1,pcr_vol_all,skip_low,17,8,16980,4190,24.7,1240,70,-4840,-4840,9014,19.7,-3623,52.2
MON_NIFTY_DTE1,oi_atm_share,skip_high,17,8,16980,18650,109.8,1240,2630,-4840,-3730,9014,96.2,-3623,78.9
MON_NIFTY_DTE1,oi_atm_share,skip_low,17,8,16980,3530,20.8,1240,130,-4840,-4840,9014,16.4,-3623,52.2
MON_NIFTY_DTE1,dist_ce_wall_bp,skip_high,17,8,16980,-490,-2.9,1240,-90,-4840,-4840,9014,3.8,-3623,52.2
MON_NIFTY_DTE1,dist_ce_wall_bp,skip_low,17,8,16980,17080,100.6,1240,1790,-4840,-390,9014,92.8,-3623,97.1
MON_NIFTY_DTE1,dist_pe_wall_bp,skip_high,17,8,16980,10450,61.5,1240,620,-4840,-4840,9014,60.1,-3623,52.2
MON_NIFTY_DTE1,dist_pe_wall_bp,skip_low,17,8,16980,6140,36.2,1240,1240,-4840,-3730,9014,30.9,-3623,78.9
MON_NIFTY_DTE1,wall_span_bp,skip_high,17,8,16980,410,2.4,1240,130,-4840,-4840,9014,5.8,-3623,52.2
MON_NIFTY_DTE1,wall_span_bp,skip_low,17,8,16980,12840,75.6,1240,1790,-4840,-3730,9014,75.0,-3623,78.9
MON_NIFTY_DTE1,maxpain_drift_bp,skip_high,17,8,16980,4580,27.0,1240,620,-4840,-4840,9014,21.6,-3623,52.2
MON_NIFTY_DTE1,maxpain_drift_bp,skip_low,17,8,16980,11790,69.4,1240,1790,-4840,-3730,9014,68.8,-3623,78.9
MON_NIFTY_DTE1,d_pcr_oi_all,skip_high,17,8,16980,3090,18.2,1240,70,-4840,-4840,9014,14.6,-3623,52.2
MON_NIFTY_DTE1,d_pcr_oi_all,skip_low,17,8,16980,10160,59.8,1240,1240,-4840,-3730,9014,58.2,-3623,78.9
MON_NIFTY_DTE1,d_oi_total_pct,skip_high,17,8,16980,2240,13.2,1240,70,-4840,-4840,9014,11.3,-3623,52.2
MON_NIFTY_DTE1,d_oi_total_pct,skip_low,17,8,16980,11010,64.8,1240,1530,-4840,-3730,9014,63.9,-3623,78.9
MON_NIFTY_DTE1,d_oi_atm_pct,skip_high,17,8,16980,4020,23.7,1240,620,-4840,-4840,9014,18.7,-3623,52.2
MON_NIFTY_DTE1,d_oi_atm_pct,skip_low,17,8,16980,9230,54.4,1240,1240,-4840,-3730,9014,51.8,-3623,78.9
MON_NIFTY_DTE1,d_oi_wing_pct,skip_high,17,8,16980,2790,16.4,1240,70,-4840,-4840,9014,13.3,-3623,52.2
MON_NIFTY_DTE1,d_oi_wing_pct,skip_low,17,8,16980,10460,61.6,1240,1530,-4840,-3730,9014,60.3,-3623,78.9
MON_NIFTY_DTE1,placebo_noise,skip_high,17,8,16980,6370,37.5,1240,1240,-4840,-4840,9014,32.2,-3623,52.2
MON_NIFTY_DTE1,placebo_noise,skip_low,17,8,16980,10520,62.0,1240,130,-4840,-3730,9014,60.8,-3623,78.9
MON_NIFTY_DTE1,placebo_prepath,skip_high,17,8,16980,9290,54.7,1240,1240,-4840,-4840,9014,52.2,-3623,52.2
MON_NIFTY_DTE1,placebo_prepath,skip_low,17,8,16980,9510,56.0,1240,1530,-4840,-3730,9014,53.7,-3623,78.9
WED_SENSEX_DTE1,cpr_today,skip_high,17,4,32690,15360,47.0,3830,3370,-11440,-11440,24998,20.3,-10704,76.5
WED_SENSEX_DTE1,cpr_today,skip_low,17,4,32690,26570,81.3,3830,3950,-11440,-11440,24998,57.0,-10704,76.5
WED_SENSEX_DTE1,cpr_prev,skip_high,17,4,32690,21570,66.0,3830,3830,-11440,-11440,24998,39.8,-10704,76.5
WED_SENSEX_DTE1,cpr_prev,skip_low,17,4,32690,38260,117.0,3830,3950,-11440,-11440,24998,87.6,-10704,76.5
WED_SENSEX_DTE1,wcpr_this,skip_high,17,4,32690,8920,27.3,3830,2360,-11440,-11440,24998,6.3,-10704,76.5
WED_SENSEX_DTE1,wcpr_this,skip_low,17,4,32690,16530,50.6,3830,3370,-11440,-11440,24998,23.7,-10704,76.5
WED_SENSEX_DTE1,wcpr_prev,skip_high,17,4,32690,18400,56.3,3830,3370,-11440,-11440,24998,29.4,-10704,76.5
WED_SENSEX_DTE1,wcpr_prev,skip_low,17,4,32690,20440,62.5,3830,3830,-11440,-11440,24998,36.2,-10704,76.5
WED_SENSEX_DTE1,gap_abs,skip_high,17,4,32690,39600,121.1,3830,3860,-11440,-11440,24998,89.9,-10704,76.5
WED_SENSEX_DTE1,gap_abs,skip_low,17,4,32690,38780,118.6,3830,3950,-11440,-9110,24998,88.7,-10704,95.6
WED_SENSEX_DTE1,gap_pct,skip_high,17,4,32690,19380,59.3,3830,3830,-11440,-11440,24998,32.7,-10704,76.5
WED_SENSEX_DTE1,gap_pct,skip_low,17,4,32690,28820,88.2,3830,3830,-11440,-11440,24998,64.2,-10704,76.5
WED_SENSEX_DTE1,pdr_pct,skip_high,17,4,32690,24340,74.5,3830,3830,-11440,-11440,24998,49.0,-10704,76.5
WED_SENSEX_DTE1,pdr_pct,skip_low,17,4,32690,19770,60.5,3830,3830,-11440,-11440,24998,34.2,-10704,76.5
WED_SENSEX_DTE1,pdr_rel,skip_high,17,4,32690,24340,74.5,3830,3830,-11440,-11440,24998,49.0,-10704,76.5
WED_SENSEX_DTE1,pdr_rel,skip_low,17,4,32690,15100,46.2,3830,2360,-11440,-11440,24998,19.9,-10704,76.5
WED_SENSEX_DTE1,atr14_pct,skip_high,17,4,32690,19970,61.1,3830,3830,-11440,-11440,24998,34.6,-10704,76.5
WED_SENSEX_DTE1,atr14_pct,skip_low,17,4,32690,38230,116.9,3830,3950,-11440,-11440,24998,87.5,-10704,76.5
WED_SENSEX_DTE1,vix_open,skip_high,17,4,32690,18040,55.2,3830,3370,-11440,-11440,24998,28.2,-10704,76.5
WED_SENSEX_DTE1,vix_open,skip_low,17,4,32690,38230,116.9,3830,3950,-11440,-11440,24998,87.5,-10704,76.5
WED_SENSEX_DTE1,vix_chg_oc_pct,skip_high,17,4,32690,18040,55.2,3830,3370,-11440,-11440,24998,28.2,-10704,76.5
WED_SENSEX_DTE1,vix_chg_oc_pct,skip_low,17,4,32690,18040,55.2,3830,3370,-11440,-11440,24998,28.2,-10704,76.5
WED_SENSEX_DTE1,vix_chg_oc_pts,skip_high,17,4,32690,18040,55.2,3830,3370,-11440,-11440,24998,28.2,-10704,76.5
WED_SENSEX_DTE1,vix_chg_oc_pts,skip_low,17,4,32690,18040,55.2,3830,3370,-11440,-11440,24998,28.2,-10704,76.5
WED_SENSEX_DTE1,vix_chg_cc_pct,skip_high,17,4,32690,19830,60.7,3830,3370,-11440,-11440,24998,34.4,-10704,76.5
WED_SENSEX_DTE1,vix_chg_cc_pct,skip_low,17,4,32690,47360,144.9,3830,3860,-11440,-5120,24998,97.6,-10704,99.4
