series,window,dow_filter,outcome,signal,quintile,lo,hi,n,mean,median,p90,p95,max,pct_gt_p80all
SENSEX_5MIN,WED_1030_1200,LIVE,exc_norm,vix_chg_cc_pct,Q2,-3.492,-1.681,55,0.32,0.27,0.53,0.74,1.02,7.3
SENSEX_5MIN,WED_1030_1200,LIVE,exc_norm,vix_chg_cc_pct,Q3,-1.681,0.233,55,0.29,0.24,0.5,0.61,0.72,9.1
SENSEX_5MIN,WED_1030_1200,LIVE,exc_norm,vix_chg_cc_pct,Q4,0.233,2.293,55,0.34,0.31,0.57,0.68,0.98,14.5
SENSEX_5MIN,WED_1030_1200,LIVE,exc_norm,vix_chg_cc_pct,Q5,2.293,27.746,56,0.34,0.25,0.68,0.8,1.28,16.1
SENSEX_5MIN,WED_1030_1200,LIVE,exc_norm,vix_chg_cc_pts,Q1,-4.45,-0.53,54,0.29,0.25,0.46,0.48,0.6,3.7
SENSEX_5MIN,WED_1030_1200,LIVE,exc_norm,vix_chg_cc_pts,Q2,-0.53,-0.25,55,0.33,0.28,0.53,0.74,1.02,7.3
SENSEX_5MIN,WED_1030_1200,LIVE,exc_norm,vix_chg_cc_pts,Q3,-0.25,0.04,56,0.28,0.24,0.5,0.61,0.72,8.9
SENSEX_5MIN,WED_1030_1200,LIVE,exc_norm,vix_chg_cc_pts,Q4,0.04,0.34,52,0.36,0.32,0.6,0.69,0.98,17.3
SENSEX_5MIN,WED_1030_1200,LIVE,exc_norm,vix_chg_cc_pts,Q5,0.34,5.81,59,0.33,0.25,0.63,0.78,1.28,13.6
SENSEX_5MIN,WED_1030_1200,LIVE,exc_norm,pre_move_bp,Q1,0.05,8.782,56,0.31,0.23,0.57,0.65,1.02,10.7
SENSEX_5MIN,WED_1030_1200,LIVE,exc_norm,pre_move_bp,Q2,8.782,17.086,55,0.3,0.25,0.54,0.62,0.9,10.9
SENSEX_5MIN,WED_1030_1200,LIVE,exc_norm,pre_move_bp,Q3,17.086,30.87,55,0.28,0.26,0.45,0.52,0.7,3.6
SENSEX_5MIN,WED_1030_1200,LIVE,exc_norm,pre_move_bp,Q4,30.87,46.004,55,0.31,0.25,0.52,0.55,0.86,5.5
SENSEX_5MIN,WED_1030_1200,LIVE,exc_norm,pre_move_bp,Q5,46.004,123.83,56,0.39,0.31,0.71,0.81,1.28,19.6
SENSEX_5MIN,WED_1030_1200,LIVE,exc_norm,pre_range_bp,Q1,20.96,36.414,56,0.29,0.23,0.45,0.62,1.02,7.1
SENSEX_5MIN,WED_1030_1200,LIVE,exc_norm,pre_range_bp,Q2,36.414,46.984,55,0.29,0.23,0.55,0.62,0.86,10.9
SENSEX_5MIN,WED_1030_1200,LIVE,exc_norm,pre_range_bp,Q3,46.984,56.246,55,0.3,0.24,0.52,0.63,0.7,9.1
SENSEX_5MIN,WED_1030_1200,LIVE,exc_norm,pre_range_bp,Q4,56.246,72.876,55,0.31,0.25,0.52,0.53,0.96,3.6
SENSEX_5MIN,WED_1030_1200,LIVE,exc_norm,pre_range_bp,Q5,72.876,158.85,56,0.4,0.33,0.72,0.8,1.28,19.6
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,cpr_today,Q1,0.0,0.0675,271,29.2,21.74,55.97,75.66,141.41,10.3
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,cpr_today,Q2,0.0675,0.1288,271,27.74,23.81,50.5,58.79,93.21,6.6
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,cpr_today,Q3,0.1288,0.2048,271,29.61,22.94,52.85,71.25,150.7,8.9
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,cpr_today,Q4,0.2048,0.3086,271,31.36,27.67,51.01,62.36,185.03,8.1
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,cpr_today,Q5,0.3086,1.5878,272,39.32,32.83,65.59,78.84,345.52,16.2
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,cpr_prev,Q1,0.0,0.0673,271,29.96,23.22,55.18,74.31,151.34,10.3
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,cpr_prev,Q2,0.0673,0.1287,271,29.31,24.44,47.21,64.03,345.52,7.7
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,cpr_prev,Q3,0.1287,0.2055,271,28.68,23.08,52.5,65.24,117.4,9.2
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,cpr_prev,Q4,0.2055,0.3088,271,32.17,28.44,51.75,65.26,134.3,9.2
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,cpr_prev,Q5,0.3088,1.5878,271,36.89,32.03,61.19,77.22,215.13,13.3
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,wcpr_this,Q1,0.0029,0.1973,270,31.14,24.2,58.14,76.38,141.41,11.9
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,wcpr_this,Q2,0.1973,0.342,270,29.25,23.63,49.62,67.24,152.74,7.0
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,wcpr_this,Q3,0.342,0.5267,271,29.14,24.44,50.39,66.74,150.7,8.9
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,wcpr_this,Q4,0.5267,0.7828,271,32.46,26.38,55.02,64.55,345.52,10.3
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,wcpr_this,Q5,0.7828,2.6857,274,35.21,30.16,60.33,76.06,185.03,12.0
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,wcpr_prev,Q1,0.0029,0.1973,268,31.16,24.85,54.59,76.0,152.74,9.3
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,wcpr_prev,Q2,0.1973,0.3555,271,28.91,24.88,51.17,60.42,111.58,7.7
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,wcpr_prev,Q3,0.3555,0.5414,267,31.52,27.03,55.58,66.37,134.3,10.9
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,wcpr_prev,Q4,0.5414,0.7858,274,33.6,25.18,60.96,78.6,345.52,12.0
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,wcpr_prev,Q5,0.7858,2.6857,271,31.91,26.65,54.01,68.32,151.34,10.0
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,gap_abs,Q1,0.0006,0.0959,271,29.7,23.44,52.44,68.32,185.03,8.5
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,gap_abs,Q2,0.0959,0.2082,271,28.59,23.92,52.1,65.59,152.74,8.9
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,gap_abs,Q3,0.2082,0.3359,270,29.87,24.94,49.79,59.74,151.34,7.4
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,gap_abs,Q4,0.3359,0.5631,272,33.29,26.95,59.44,76.13,345.52,11.0
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,gap_abs,Q5,0.5631,5.2454,272,35.79,30.9,61.24,75.57,215.13,14.3
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,gap_pct,Q1,-5.2454,-0.2242,271,35.03,29.39,58.8,73.1,345.52,11.8
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,gap_pct,Q2,-0.2242,0.0174,270,30.44,24.66,55.2,67.43,134.3,10.4
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,gap_pct,Q3,0.0174,0.1924,272,28.93,23.44,52.02,64.52,185.03,8.1
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,gap_pct,Q4,0.1924,0.4031,271,28.63,24.06,47.96,60.8,151.34,7.0
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,gap_pct,Q5,0.4031,4.523,272,34.22,28.4,60.45,77.87,215.13,12.9
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,pdr_pct,Q1,0.0,0.6115,271,23.68,19.26,41.15,50.39,150.7,4.8
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,pdr_pct,Q2,0.6115,0.805,271,26.67,21.87,45.58,52.96,134.3,4.8
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,pdr_pct,Q3,0.805,1.0093,271,30.6,23.28,54.99,71.0,141.41,10.0
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,pdr_pct,Q4,1.0093,1.3661,271,34.03,28.55,56.67,67.9,152.74,10.7
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,pdr_pct,Q5,1.3661,8.3584,272,42.24,35.69,71.44,80.88,345.52,19.9
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,pdr_rel,Q1,0.0,0.6314,267,25.97,21.74,44.8,52.29,120.54,4.9
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,pdr_rel,Q2,0.6314,0.8035,267,31.22,24.04,59.23,74.55,150.7,12.7
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,pdr_rel,Q3,0.8035,1.0205,267,30.79,25.07,52.66,68.01,141.41,8.6
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,pdr_rel,Q4,1.0205,1.3057,267,30.77,26.59,51.47,64.79,152.74,7.9
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,pdr_rel,Q5,1.3057,9.0393,268,37.56,32.13,61.63,73.79,345.52,14.9
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,atr14_pct,Q1,0.5911,0.8358,269,24.27,20.15,44.05,48.81,108.85,3.0
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,atr14_pct,Q2,0.8358,0.9865,268,26.52,20.82,43.6,58.51,345.52,6.3
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,atr14_pct,Q3,0.9865,1.1581,268,31.81,25.22,53.52,71.07,215.13,9.3
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,atr14_pct,Q4,1.1581,1.4419,268,33.91,28.2,61.13,78.13,152.74,13.4
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,atr14_pct,Q5,1.4419,2.4937,269,40.49,37.2,68.53,78.14,185.03,17.8
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,vix_open,Q1,9.15,12.072,272,23.16,19.59,42.19,48.25,68.55,2.2
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,vix_open,Q2,12.072,13.648,271,25.35,20.91,41.76,53.28,152.74,5.2
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,vix_open,Q3,13.648,15.616,271,31.56,25.49,52.5,73.1,150.7,9.6
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,vix_open,Q4,15.616,18.994,271,34.69,28.02,62.68,72.43,151.34,13.3
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,vix_open,Q5,18.994,31.98,272,42.46,36.41,71.21,84.03,345.52,19.9
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,vix_chg_oc_pct,Q1,-8.992,0.0,41,31.88,26.38,52.44,68.53,111.58,9.8
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,vix_chg_oc_pct,Q5,0.0,21.795,1314,31.44,25.5,55.01,68.65,345.52,10.0
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,vix_chg_oc_pts,Q1,-1.36,0.0,41,31.88,26.38,52.44,68.53,111.58,9.8
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,vix_chg_oc_pts,Q5,0.0,4.08,1314,31.44,25.5,55.01,68.65,345.52,10.0
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,vix_chg_cc_pct,Q1,-29.383,-3.3084,271,32.04,25.0,58.8,72.87,345.52,12.2
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,vix_chg_cc_pct,Q2,-3.3084,-1.3004,270,28.63,24.3,49.56,60.71,152.74,7.0
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,vix_chg_cc_pct,Q3,-1.3004,0.6564,271,28.92,23.32,49.41,61.09,185.03,6.6
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,vix_chg_cc_pct,Q4,0.6564,3.2902,270,29.57,24.02,52.88,62.13,108.85,8.5
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,vix_chg_cc_pct,Q5,3.2902,65.625,271,37.91,33.88,67.43,77.13,215.13,15.5
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,vix_chg_cc_pts,Q1,-7.86,-0.506,271,33.81,27.1,60.31,74.46,345.52,12.9
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,vix_chg_cc_pts,Q2,-0.506,-0.18,266,28.09,22.92,50.58,61.29,152.74,7.5
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,vix_chg_cc_pts,Q3,-0.18,0.08,256,27.73,22.9,46.44,55.32,185.03,5.5
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,vix_chg_cc_pts,Q4,0.08,0.496,289,28.85,23.61,50.26,60.88,108.85,7.6
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,vix_chg_cc_pts,Q5,0.496,9.03,271,38.51,34.42,68.43,77.5,215.13,16.2
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,pre_move_bp,Q1,0.01,8.762,272,27.05,22.3,46.99,56.82,108.38,6.2
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,pre_move_bp,Q2,8.762,20.018,271,28.99,24.47,48.95,65.12,152.74,6.6
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,pre_move_bp,Q3,20.018,32.976,271,29.14,24.01,52.64,62.06,129.32,8.9
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,pre_move_bp,Q4,32.976,50.83,271,31.83,26.7,56.88,66.66,113.06,10.7
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,pre_move_bp,Q5,50.83,221.7,272,40.21,32.32,69.98,88.54,345.52,17.6
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,pre_range_bp,Q1,16.91,38.67,272,22.93,20.04,35.76,46.38,108.38,3.3
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,pre_range_bp,Q2,38.67,49.178,271,25.56,20.89,45.58,53.32,151.34,4.8
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,pre_range_bp,Q3,49.178,60.704,271,27.64,22.57,46.84,53.44,108.85,4.1
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,pre_range_bp,Q4,60.704,80.956,271,34.47,30.44,57.76,73.51,152.74,10.7
SENSEX_5MIN,WED_1030_1200,ALL,exc_bp,pre_range_bp,Q5,80.956,353.49,272,46.59,38.15,77.96,92.67,345.52,27.2
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,cpr_today,Q1,0.0,0.0675,271,0.32,0.24,0.61,0.76,1.37,11.1
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,cpr_today,Q2,0.0675,0.1288,271,0.31,0.27,0.55,0.63,0.86,10.0
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,cpr_today,Q3,0.1288,0.2048,271,0.32,0.24,0.59,0.69,1.67,11.1
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,cpr_today,Q4,0.2048,0.3086,271,0.32,0.28,0.5,0.6,1.41,7.0
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,cpr_today,Q5,0.3086,1.5878,272,0.35,0.29,0.57,0.66,2.62,11.0
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,cpr_prev,Q1,0.0,0.0673,271,0.33,0.26,0.61,0.78,1.67,11.8
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,cpr_prev,Q2,0.0673,0.1287,271,0.32,0.27,0.53,0.62,2.62,8.1
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,cpr_prev,Q3,0.1287,0.2055,271,0.31,0.25,0.54,0.66,0.98,10.0
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,cpr_prev,Q4,0.2055,0.3088,271,0.33,0.28,0.55,0.66,1.18,10.0
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,cpr_prev,Q5,0.3088,1.5878,271,0.33,0.27,0.54,0.63,1.79,10.0
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,wcpr_this,Q1,0.0029,0.1973,270,0.33,0.27,0.61,0.72,1.37,12.6
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,wcpr_this,Q2,0.1973,0.342,270,0.32,0.27,0.54,0.68,1.79,8.5
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,wcpr_this,Q3,0.342,0.5267,271,0.32,0.26,0.54,0.68,1.67,9.6
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,wcpr_this,Q4,0.5267,0.7828,271,0.33,0.27,0.54,0.65,2.62,10.0
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,wcpr_this,Q5,0.7828,2.6857,274,0.32,0.26,0.54,0.62,1.41,9.5
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,wcpr_prev,Q1,0.0029,0.1973,268,0.33,0.27,0.55,0.66,1.79,10.1
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,wcpr_prev,Q2,0.1973,0.3555,271,0.32,0.27,0.54,0.65,1.02,8.1
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,wcpr_prev,Q3,0.3555,0.5414,267,0.34,0.28,0.6,0.72,1.18,12.4
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,wcpr_prev,Q4,0.5414,0.7858,274,0.34,0.27,0.58,0.77,2.62,11.3
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,wcpr_prev,Q5,0.7858,2.6857,271,0.3,0.25,0.52,0.62,1.67,8.1
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,gap_abs,Q1,0.0006,0.0959,271,0.33,0.27,0.57,0.69,1.45,11.4
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,gap_abs,Q2,0.0959,0.2082,271,0.32,0.27,0.52,0.69,1.79,8.5
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,gap_abs,Q3,0.2082,0.3359,270,0.32,0.26,0.56,0.65,1.37,10.4
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,gap_abs,Q4,0.3359,0.5631,272,0.34,0.27,0.6,0.77,2.62,11.4
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,gap_abs,Q5,0.5631,5.2454,272,0.31,0.26,0.53,0.63,1.67,8.5
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,gap_pct,Q1,-5.2454,-0.2242,271,0.34,0.28,0.57,0.7,2.62,11.1
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,gap_pct,Q2,-0.2242,0.0174,270,0.34,0.28,0.59,0.69,1.45,12.2
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,gap_pct,Q3,0.0174,0.1924,272,0.32,0.27,0.52,0.69,1.79,8.8
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,gap_pct,Q4,0.1924,0.4031,271,0.3,0.25,0.51,0.62,1.37,8.9
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,gap_pct,Q5,0.4031,4.523,272,0.31,0.26,0.54,0.68,1.28,9.2
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,pdr_pct,Q1,0.0,0.6115,271,0.29,0.23,0.52,0.68,1.67,8.1
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,pdr_pct,Q2,0.6115,0.805,271,0.3,0.25,0.55,0.67,1.18,10.0
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,pdr_pct,Q3,0.805,1.0093,271,0.33,0.27,0.59,0.7,1.37,11.4
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,pdr_pct,Q4,1.0093,1.3661,271,0.34,0.28,0.55,0.66,1.79,9.2
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,pdr_pct,Q5,1.3661,8.3584,272,0.36,0.3,0.57,0.69,2.62,11.4
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,pdr_rel,Q1,0.0,0.6314,267,0.28,0.23,0.48,0.65,1.45,6.7
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,pdr_rel,Q2,0.6314,0.8035,267,0.32,0.25,0.61,0.73,1.67,12.0
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,pdr_rel,Q3,0.8035,1.0205,267,0.32,0.27,0.58,0.67,1.37,10.9
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,pdr_rel,Q4,1.0205,1.3057,267,0.32,0.27,0.51,0.6,1.79,6.4
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,pdr_rel,Q5,1.3057,9.0393,268,0.38,0.32,0.61,0.72,2.62,14.2
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,atr14_pct,Q1,0.5911,0.8358,269,0.33,0.28,0.59,0.68,1.23,12.3
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,atr14_pct,Q2,0.8358,0.9865,268,0.31,0.25,0.51,0.71,2.62,7.5
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,atr14_pct,Q3,0.9865,1.1581,268,0.33,0.27,0.59,0.7,1.67,11.9
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,atr14_pct,Q4,1.1581,1.4419,268,0.33,0.26,0.58,0.7,1.79,10.4
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,atr14_pct,Q5,1.4419,2.4937,269,0.31,0.27,0.53,0.61,1.41,8.2
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,vix_open,Q1,9.15,12.072,272,0.33,0.28,0.6,0.69,1.02,12.5
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,vix_open,Q2,12.072,13.648,271,0.31,0.26,0.51,0.66,1.79,8.5
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,vix_open,Q3,13.648,15.616,271,0.35,0.28,0.6,0.78,1.67,11.1
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,vix_open,Q4,15.616,18.994,271,0.32,0.26,0.59,0.63,1.37,11.1
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,vix_open,Q5,18.994,31.98,272,0.31,0.26,0.5,0.62,2.62,7.0
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,vix_chg_oc_pct,Q1,-8.992,0.0,41,0.32,0.25,0.5,0.59,1.23,7.3
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,vix_chg_oc_pct,Q5,0.0,21.795,1314,0.32,0.27,0.56,0.68,2.62,10.1
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,vix_chg_oc_pts,Q1,-1.36,0.0,41,0.32,0.25,0.5,0.59,1.23,7.3
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,vix_chg_oc_pts,Q5,0.0,4.08,1314,0.32,0.27,0.56,0.68,2.62,10.1
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,vix_chg_cc_pct,Q1,-29.383,-3.3084,271,0.32,0.26,0.54,0.76,2.62,10.0
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,vix_chg_cc_pct,Q2,-3.3084,-1.3004,270,0.31,0.26,0.54,0.65,1.79,8.5
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,vix_chg_cc_pct,Q3,-1.3004,0.6564,271,0.31,0.25,0.54,0.63,1.45,9.2
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,vix_chg_cc_pct,Q4,0.6564,3.2902,270,0.31,0.26,0.56,0.68,1.23,10.0
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,vix_chg_cc_pct,Q5,3.2902,65.625,271,0.36,0.31,0.59,0.71,1.67,12.2
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,vix_chg_cc_pts,Q1,-7.86,-0.506,271,0.32,0.26,0.54,0.72,2.62,9.6
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,vix_chg_cc_pts,Q2,-0.506,-0.18,266,0.31,0.26,0.53,0.65,1.79,8.3
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,vix_chg_cc_pts,Q3,-0.18,0.08,256,0.31,0.25,0.55,0.64,1.45,10.2
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,vix_chg_cc_pts,Q4,0.08,0.496,289,0.31,0.26,0.57,0.68,1.23,10.4
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,vix_chg_cc_pts,Q5,0.496,9.03,271,0.35,0.29,0.58,0.71,1.67,11.4
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,pre_move_bp,Q1,0.01,8.762,272,0.3,0.24,0.52,0.61,1.18,8.1
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,pre_move_bp,Q2,8.762,20.018,271,0.31,0.27,0.56,0.67,1.79,10.3
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,pre_move_bp,Q3,20.018,32.976,271,0.31,0.27,0.54,0.66,0.9,9.6
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,pre_move_bp,Q4,32.976,50.83,271,0.31,0.26,0.52,0.64,1.16,7.7
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,pre_move_bp,Q5,50.83,221.7,272,0.38,0.31,0.64,0.78,2.62,14.3
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,pre_range_bp,Q1,16.91,38.67,272,0.27,0.23,0.46,0.55,1.18,4.8
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,pre_range_bp,Q2,38.67,49.178,271,0.29,0.24,0.54,0.66,1.3,8.9
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,pre_range_bp,Q3,49.178,60.704,271,0.3,0.26,0.51,0.61,1.23,7.0
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,pre_range_bp,Q4,60.704,80.956,271,0.34,0.28,0.57,0.68,1.79,11.1
SENSEX_5MIN,WED_1030_1200,ALL,exc_norm,pre_range_bp,Q5,80.956,353.49,272,0.4,0.34,0.66,0.79,2.62,18.4
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,cpr_today,Q1,0.0009,0.0722,55,42.27,36.13,63.39,112.83,160.09,9.1
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,cpr_today,Q2,0.0722,0.1285,54,35.09,33.01,57.64,67.54,89.02,5.6
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,cpr_today,Q3,0.1285,0.2079,55,35.98,29.8,74.22,82.46,95.99,12.7
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,cpr_today,Q4,0.2079,0.2938,54,42.71,36.9,70.39,93.91,125.64,11.1
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,cpr_today,Q5,0.2938,1.044,55,44.14,40.05,74.32,82.04,116.91,12.7
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,cpr_prev,Q1,0.0001,0.0742,54,38.43,34.78,63.65,80.44,125.28,7.4
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,cpr_prev,Q2,0.0742,0.1325,55,36.83,32.82,61.06,70.62,89.02,7.3
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,cpr_prev,Q3,0.1325,0.199,55,36.55,32.63,62.57,87.07,95.24,9.1
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,cpr_prev,Q4,0.199,0.296,54,43.1,35.4,71.06,90.67,160.09,11.1
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,cpr_prev,Q5,0.296,0.9198,55,45.36,38.92,79.14,100.76,125.64,16.4
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,wcpr_this,Q1,0.0029,0.1972,55,37.66,30.11,59.68,85.4,151.53,9.1
SENSEX_5MIN,FRI_1000_1200,LIVE,exc_bp,wcpr_this,Q2,0.1972,0.3337,54,35.92,25.07,66.17,91.46,125.28,9.3
