symbol,entry_date,entry_price,exit_date,exit_price,exit_reason,bars_held,return_pct,pnl_inr,shares,seed
SHAKTIPUMP,2018-01-29,85.88,2018-05-21,100.06,"SuperTrend(14,4) trail",75,15.93,117415,8561,20
JKTYRE,2018-02-02,184.7,2018-02-22,152.8,"SuperTrend(14,4) trail",13,-17.68,-121643,3715,20
NIACL,2018-02-14,368.0,2018-06-06,318.25,"SuperTrend(14,4) trail",76,-13.95,-94697,1840,20
BSOFT,2018-03-15,130.55,2018-09-25,156.85,"SuperTrend(14,4) trail",131,19.55,130031,5083,20
DBL,2018-04-03,1122.0,2018-05-25,1024.95,"SuperTrend(14,4) trail",37,-9.11,-56944,556,20
INDIGO,2018-04-04,1371.3,2018-05-04,1211.1,"SuperTrend(14,4) trail",21,-12.12,-75162,451,20
TVSELECT,2018-04-17,514.2,2018-05-11,433.9,"SuperTrend(14,4) trail",17,-16.04,-103172,1248,20
TAKE,2018-04-20,208.95,2018-07-23,212.9,"SuperTrend(14,4) trail",65,1.38,8964,3096,20
HCLTECH,2018-04-23,531.0,2018-05-04,461.45,"SuperTrend(14,4) trail",8,-13.53,-88238,1225,20
TATAELXSI,2018-04-24,1208.0,2018-09-12,1307.5,"SuperTrend(14,4) trail",98,7.7,50148,538,20
INDIAGLYCO,2018-04-25,304.5,2018-05-22,249.4,"SuperTrend(14,4) trail",18,-18.5,-119748,2120,20
AUBANK,2018-04-27,371.0,2018-07-20,314.5,"SuperTrend(14,4) trail",59,-15.65,-101874,1750,20
GRAVITA,2018-04-30,200.45,2018-05-21,159.0,"SuperTrend(14,4) trail",14,-21.07,-137167,3239,20
EXIDEIND,2018-04-30,251.0,2018-09-12,267.05,"SuperTrend(14,4) trail",94,5.86,38171,2587,20
QUESS,2018-05-08,484.63,2018-06-27,438.07,"SuperTrend(14,4) trail",36,-10.06,-63087,1291,20
EDELWEISS,2018-05-17,214.0,2018-06-29,186.3,"SuperTrend(14,4) trail",31,-13.38,-82314,2868,20
POONAWALLA,2018-05-23,191.85,2018-06-29,156.05,"SuperTrend(14,4) trail",27,-19.07,-114996,3136,20
WELENT,2018-05-25,196.9,2018-06-28,157.05,"SuperTrend(14,4) trail",24,-20.64,-125178,3073,20
GRAPHITE,2018-05-31,887.9,2018-09-25,895.0,"SuperTrend(14,4) trail",79,0.3,1816,687,20
MANALIPETC,2018-06-11,49.9,2018-06-29,42.9,"SuperTrend(14,4) trail",14,-14.46,-86473,11957,20
PFIZER,2018-06-12,2629.0,2018-09-25,3025.0,"SuperTrend(14,4) trail",71,14.49,88593,232,20
PAGEIND,2018-06-14,25598.8,2018-09-07,31842.0,"SuperTrend(14,4) trail",59,23.77,140291,23,20
INFY,2018-06-14,626.5,2018-10-12,676.4,"SuperTrend(14,4) trail",81,7.43,45383,973,20
LTTS,2018-07-27,1521.75,2018-10-08,1522.25,"SuperTrend(14,4) trail",46,-0.47,-2766,389,20
LEMONTREE,2018-08-07,84.9,2018-10-03,70.0,"SuperTrend(14,4) trail",36,-17.96,-106934,6995,20
WSTCSTPAPR,2018-08-08,345.85,2018-10-08,310.25,"SuperTrend(14,4) trail",38,-10.74,-64239,1725,20
TORNTPHARM,2018-08-09,859.8,2018-10-01,820.0,"SuperTrend(14,4) trail",33,-5.1,-30668,697,20
JTEKTINDIA,2018-08-09,124.63,2018-10-03,106.54,"SuperTrend(14,4) trail",34,-14.94,-89867,4814,20
SUNTECK,2018-08-10,451.0,2018-09-25,436.05,"SuperTrend(14,4) trail",28,-3.8,-22627,1318,20
BALKRISIND,2018-08-16,1335.05,2018-09-05,1176.95,"SuperTrend(14,4) trail",13,-12.28,-75286,458,20
LINCOLN,2018-09-10,275.3,2018-10-01,217.45,"SuperTrend(14,4) trail",13,-21.41,-132521,2243,20
SONATSOFTW,2018-09-17,148.1,2018-10-05,121.9,"SuperTrend(14,4) trail",12,-18.1,-110806,4123,20
GLOBUSSPR,2018-09-18,195.4,2018-10-01,145.0,"SuperTrend(14,4) trail",8,-26.16,-158366,3090,20
DIVISLAB,2018-09-18,1366.0,2019-06-10,1562.0,"SuperTrend(14,4) trail",175,13.78,83397,442,20
DEEPAKNTR,2018-09-27,302.6,2018-10-23,232.85,"SuperTrend(14,4) trail",16,-23.43,-132580,1865,20
IOLCP,2018-11-09,28.43,2019-01-29,30.69,"SuperTrend(14,4) trail",55,7.41,39959,18918,20
SAKUMA,2018-11-14,5.86,2019-02-27,6.56,"SuperTrend(14,4) trail",73,11.39,61426,91825,20
ICICIBANK,2018-11-15,366.1,2019-01-29,342.95,"SuperTrend(14,4) trail",51,-6.79,-36487,1464,20
AARTIIND,2018-11-15,359.95,2019-02-13,370.5,"SuperTrend(14,4) trail",62,2.42,12990,1489,20
ADANIENSOL,2018-11-21,235.25,2020-02-26,285.0,"SuperTrend(14,4) trail",312,20.54,110174,2274,20
WIPRO,2018-12-06,122.85,2019-03-11,127.0,"SuperTrend(14,4) trail",65,2.86,15374,4361,20
MARICO,2018-12-19,383.0,2019-02-14,348.0,"SuperTrend(14,4) trail",40,-9.59,-52111,1415,20
BATAINDIA,2018-12-20,1107.0,2019-05-08,1345.1,"SuperTrend(14,4) trail",92,20.9,113665,490,20
PIDILITIND,2018-12-20,597.5,2019-02-20,528.2,"SuperTrend(14,4) trail",43,-12.04,-65480,908,20
ASTRAL,2018-12-31,524.6,2019-01-28,463.8,"SuperTrend(14,4) trail",20,-12.03,-64600,1021,20
MUTHOOTFIN,2019-01-11,522.5,2019-05-14,555.0,"SuperTrend(14,4) trail",81,5.69,31565,1059,20
PVRINOX,2019-01-11,1612.35,2019-02-12,1472.9,"SuperTrend(14,4) trail",22,-9.1,-50477,343,20
UBL,2019-01-22,1478.9,2019-03-26,1323.4,"SuperTrend(14,4) trail",43,-10.96,-61752,380,20
HAVELLS,2019-02-04,740.0,2019-07-11,730.9,"SuperTrend(14,4) trail",106,-1.72,-9506,744,20
TITAN,2019-02-05,1026.95,2019-07-10,1103.0,"SuperTrend(14,4) trail",104,6.87,37626,532,20
ASIANPAINT,2019-02-07,1467.05,2019-05-08,1382.0,"SuperTrend(14,4) trail",58,-6.27,-34565,375,20
CGCL,2019-02-12,33.1,2019-06-19,39.2,"SuperTrend(14,4) trail",84,17.84,96981,16384,20
ICICIGI,2019-02-22,925.0,2020-02-26,1281.8,"SuperTrend(14,4) trail",247,37.88,202690,577,20
TTKPRESTIG,2019-03-07,733.9,2019-03-22,642.9,"SuperTrend(14,4) trail",10,-12.84,-69320,734,20
ATGL,2019-03-07,112.89,2019-05-14,118.85,"SuperTrend(14,4) trail",43,4.75,25687,4774,20
BAJAJHLDNG,2019-03-07,3220.0,2019-05-13,3060.9,"SuperTrend(14,4) trail",42,-5.42,-29192,167,20
IPCALAB,2019-03-12,467.4,2019-10-09,436.0,"SuperTrend(14,4) trail",139,-7.18,-39683,1179,20
RBLBANK,2019-03-12,638.3,2019-06-18,623.95,"SuperTrend(14,4) trail",64,-2.74,-15107,863,20
PIIND,2019-03-25,1012.0,2020-03-13,1200.0,"SuperTrend(14,4) trail",239,17.99,97986,537,20
BAJFINANCE,2019-03-29,301.0,2019-07-09,341.0,"SuperTrend(14,4) trail",67,12.72,72221,1881,20
SHREECEM,2019-05-21,20344.75,2019-08-19,19750.0,"SuperTrend(14,4) trail",61,-3.41,-18765,27,20
AARTIIND,2019-05-24,432.0,2019-07-11,421.75,"SuperTrend(14,4) trail",33,-2.86,-16471,1330,20
MANAPPURAM,2019-05-24,126.65,2019-07-25,114.95,"SuperTrend(14,4) trail",43,-9.69,-55823,4537,20
KEI,2019-05-27,496.8,2019-06-20,440.05,"SuperTrend(14,4) trail",17,-11.86,-68488,1159,20
SBIN,2019-05-27,355.05,2019-07-25,341.7,"SuperTrend(14,4) trail",42,-4.24,-24479,1622,20
HDFCAMC,2019-06-26,955.5,2019-12-06,1583.0,"SuperTrend(14,4) trail",109,64.85,369586,595,20
SBILIFE,2019-07-15,780.5,2020-02-03,895.0,"SuperTrend(14,4) trail",137,14.1,77549,703,20
BERGEPAINT,2019-08-07,290.0,2020-03-12,401.9,"SuperTrend(14,4) trail",146,37.9,206569,1875,20
HDFCLIFE,2019-08-19,545.7,2020-02-03,553.0,"SuperTrend(14,4) trail",114,0.83,4626,1016,20
COFORGE,2019-08-28,288.0,2020-03-02,339.5,"SuperTrend(14,4) trail",126,17.29,97166,1946,20
APOLLOHOSP,2019-08-29,1520.0,2019-12-11,1380.0,"SuperTrend(14,4) trail",68,-9.66,-54483,370,20
LALPATHLAB,2019-09-05,628.1,2020-03-17,742.5,"SuperTrend(14,4) trail",131,17.62,99654,898,20
PHOENIXLTD,2019-09-17,358.4,2020-03-13,346.0,"SuperTrend(14,4) trail",122,-3.94,-21978,1552,20
WHIRLPOOL,2019-09-23,1839.85,2020-02-18,2214.6,"SuperTrend(14,4) trail",102,19.77,115583,317,20
