symbol,months,n_young,n_young_liq,first
JKCEMENT,3,60,0,2006-03-14
JKCEMENT,6,124,0,2006-03-14
JKCEMENT,12,247,0,2006-03-14
JKCEMENT,24,499,0,2006-03-14
JKCEMENT,36,740,0,2006-03-14
JKIL,3,59,1,2008-02-12
JKIL,6,123,1,2008-02-12
JKIL,12,243,1,2008-02-12
JKIL,24,485,1,2008-02-12
JKIL,36,737,1,2008-02-12
JKIPL,3,62,4,2025-10-03
JKIPL,6,122,4,2025-10-03
JKIPL,12,225,4,2025-10-03
JKIPL,24,225,4,2025-10-03
JKIPL,36,225,4,2025-10-03
JKLAKSHMI,3,62,0,2005-01-03
JKLAKSHMI,6,126,0,2005-01-03
JKLAKSHMI,12,250,0,2005-01-03
JKLAKSHMI,24,497,0,2005-01-03
JKLAKSHMI,36,747,0,2005-01-03
JKPAPER,3,62,6,2005-06-16
JKPAPER,6,123,20,2005-06-16
JKPAPER,12,246,20,2005-06-16
JKPAPER,24,493,20,2005-06-16
JKPAPER,36,742,20,2005-06-16
JKTYRE,3,62,0,2005-01-03
JKTYRE,6,126,0,2005-01-03
JKTYRE,12,250,0,2005-01-03
JKTYRE,24,497,0,2005-01-03
JKTYRE,36,747,0,2005-01-03
JLHL,3,60,40,2023-09-18
JLHL,6,121,81,2023-09-18
JLHL,12,243,114,2023-09-18
JLHL,24,492,168,2023-09-18
JLHL,36,730,215,2023-09-18
JMA,3,61,0,2015-03-16
JMA,6,126,0,2015-03-16
JMA,12,247,0,2015-03-16
JMA,24,492,0,2015-03-16
JMA,36,741,0,2015-03-16
JMFINANCIL,3,62,0,2005-01-03
JMFINANCIL,6,126,0,2005-01-03
JMFINANCIL,12,250,0,2005-01-03
JMFINANCIL,24,497,0,2005-01-03
JMFINANCIL,36,747,0,2005-01-03
JNKINDIA,3,61,41,2024-04-30
JNKINDIA,6,124,41,2024-04-30
JNKINDIA,12,247,41,2024-04-30
JNKINDIA,24,494,58,2024-04-30
JNKINDIA,36,582,146,2024-04-30
JPOLYINVST,3,63,0,2013-11-11
JPOLYINVST,6,122,0,2013-11-11
JPOLYINVST,12,243,0,2013-11-11
JPOLYINVST,24,491,0,2013-11-11
JPOLYINVST,36,735,0,2013-11-11
JPPOWER,3,65,19,2005-04-18
JPPOWER,6,126,76,2005-04-18
JPPOWER,12,247,120,2005-04-18
JPPOWER,24,496,189,2005-04-18
JPPOWER,36,747,407,2005-04-18
JSFB,3,59,40,2024-02-14
JSFB,6,121,102,2024-02-14
JSFB,12,248,211,2024-02-14
JSFB,24,494,422,2024-02-14
JSFB,36,631,559,2024-02-14
JSL,3,62,1,2005-01-03
JSL,6,127,10,2005-01-03
JSL,12,252,111,2005-01-03
JSL,24,502,217,2005-01-03
JSL,36,752,299,2005-01-03
JSLL,3,59,0,2022-04-19
JSLL,6,118,0,2022-04-19
JSLL,12,235,0,2022-04-19
JSLL,24,483,0,2022-04-19
JSLL,36,731,5,2022-04-19
JSWCEMENT,3,60,41,2025-08-14
JSWCEMENT,6,122,103,2025-08-14
JSWCEMENT,12,182,163,2025-08-14
JSWCEMENT,24,182,163,2025-08-14
JSWCEMENT,36,182,163,2025-08-14
JSWENERGY,3,60,41,2010-01-04
JSWENERGY,6,124,105,2010-01-04
JSWENERGY,12,252,233,2010-01-04
JSWENERGY,24,499,303,2010-01-04
JSWENERGY,36,746,514,2010-01-04
JSWHL,3,62,0,2005-06-21
JSWHL,6,123,0,2005-06-21
JSWHL,12,246,0,2005-06-21
JSWHL,24,494,0,2005-06-21
JSWHL,36,744,19,2005-06-21
JSWINFRA,3,61,42,2023-10-03
JSWINFRA,6,120,101,2023-10-03
JSWINFRA,12,242,223,2023-10-03
JSWINFRA,24,489,470,2023-10-03
JSWINFRA,36,718,699,2023-10-03
JSWSTEEL,3,63,44,2005-03-23
JSWSTEEL,6,125,95,2005-03-23
JSWSTEEL,12,248,134,2005-03-23
JSWSTEEL,24,496,287,2005-03-23
JSWSTEEL,36,745,536,2005-03-23
JTEKTINDIA,3,62,0,2005-01-03
JTEKTINDIA,6,126,0,2005-01-03
JTEKTINDIA,12,250,0,2005-01-03
JTEKTINDIA,24,497,0,2005-01-03
JTEKTINDIA,36,747,0,2005-01-03
JTLIND,3,62,0,2021-12-23
JTLIND,6,124,0,2021-12-23
JTLIND,12,249,54,2021-12-23
JTLIND,24,495,233,2021-12-23
JTLIND,36,739,477,2021-12-23
JUBLCPL,3,58,0,2025-02-14
JUBLCPL,6,122,0,2025-02-14
JUBLCPL,12,244,18,2025-02-14
JUBLCPL,24,381,18,2025-02-14
JUBLCPL,36,381,18,2025-02-14
JUBLFOOD,3,60,41,2010-02-08
JUBLFOOD,6,125,106,2010-02-08
JUBLFOOD,12,252,233,2010-02-08
JUBLFOOD,24,499,480,2010-02-08
JUBLFOOD,36,747,728,2010-02-08
JUBLINGREA,3,60,41,2021-03-19
JUBLINGREA,6,122,103,2021-03-19
JUBLINGREA,12,246,227,2021-03-19
JUBLINGREA,24,495,476,2021-03-19
JUBLINGREA,36,740,721,2021-03-19
JUBLPHARMA,3,62,0,2005-01-03
JUBLPHARMA,6,126,0,2005-01-03
JUBLPHARMA,12,250,0,2005-01-03
JUBLPHARMA,24,497,0,2005-01-03
JUBLPHARMA,36,747,0,2005-01-03
JUNIPER,3,58,39,2024-02-28
JUNIPER,6,120,84,2024-02-28
JUNIPER,12,247,146,2024-02-28
JUNIPER,24,494,185,2024-02-28
JUNIPER,36,621,188,2024-02-28
JUSTDIAL,3,63,36,2013-06-05
JUSTDIAL,6,123,71,2013-06-05
JUSTDIAL,12,246,194,2013-06-05
JUSTDIAL,24,489,437,2013-06-05
JUSTDIAL,36,735,683,2013-06-05
JWL,3,62,0,2010-10-18
JWL,6,123,0,2010-10-18
JWL,12,249,0,2010-10-18
JWL,24,495,0,2010-10-18
JWL,36,740,0,2010-10-18
JYOTHYLAB,3,62,3,2007-12-19
JYOTHYLAB,6,121,3,2007-12-19
JYOTHYLAB,12,244,3,2007-12-19
JYOTHYLAB,24,487,3,2007-12-19
JYOTHYLAB,36,735,3,2007-12-19
JYOTICNC,3,61,42,2024-01-16
JYOTICNC,6,123,104,2024-01-16
JYOTICNC,12,248,229,2024-01-16
JYOTICNC,24,496,477,2024-01-16
JYOTICNC,36,654,635,2024-01-16
JYOTISTRUC,3,62,0,2005-01-03
JYOTISTRUC,6,126,0,2005-01-03
JYOTISTRUC,12,250,11,2005-01-03
JYOTISTRUC,24,497,54,2005-01-03
JYOTISTRUC,36,747,62,2005-01-03
KABRAEXTRU,3,62,0,2005-01-03
KABRAEXTRU,6,126,0,2005-01-03
KABRAEXTRU,12,250,0,2005-01-03
KABRAEXTRU,24,497,0,2005-01-03
KABRAEXTRU,36,747,0,2005-01-03
KAJARIACER,3,62,0,2005-01-03
KAJARIACER,6,126,0,2005-01-03
KAJARIACER,12,250,0,2005-01-03
KAJARIACER,24,497,0,2005-01-03
KAJARIACER,36,747,0,2005-01-03
KAKATCEM,3,62,0,2005-01-03
KAKATCEM,6,126,0,2005-01-03
KAKATCEM,12,250,0,2005-01-03
KAKATCEM,24,497,0,2005-01-03
KAKATCEM,36,747,0,2005-01-03
KALAMANDIR,3,60,41,2023-09-27
KALAMANDIR,6,121,102,2023-09-27
KALAMANDIR,12,244,173,2023-09-27
KALAMANDIR,24,493,270,2023-09-27
KALAMANDIR,36,724,483,2023-09-27
KALPATARU,3,63,25,2025-07-01
KALPATARU,6,124,25,2025-07-01
KALPATARU,12,214,25,2025-07-01
KALPATARU,24,214,25,2025-07-01
KALPATARU,36,214,25,2025-07-01
KALYANIFRG,3,52,0,2015-01-01
KALYANIFRG,6,97,0,2015-01-01
KALYANIFRG,12,181,0,2015-01-01
KALYANIFRG,24,387,0,2015-01-01
KALYANIFRG,36,631,0,2015-01-01
KALYANKJIL,3,60,41,2021-03-26
KALYANKJIL,6,122,103,2021-03-26
KALYANKJIL,12,246,207,2021-03-26
KALYANKJIL,24,495,373,2021-03-26
KALYANKJIL,36,739,617,2021-03-26
KAMATHOTEL,3,62,0,2005-01-03
KAMATHOTEL,6,126,0,2005-01-03
KAMATHOTEL,12,250,0,2005-01-03
KAMATHOTEL,24,497,0,2005-01-03
KAMATHOTEL,36,747,0,2005-01-03
KAMOPAINTS,3,59,20,2023-01-24
KAMOPAINTS,6,122,79,2023-01-24
KAMOPAINTS,12,245,137,2023-01-24
KAMOPAINTS,24,491,323,2023-01-24
KAMOPAINTS,36,739,323,2023-01-24
KANANIIND,3,62,0,2011-12-14
KANANIIND,6,124,0,2011-12-14
KANANIIND,12,246,0,2011-12-14
KANANIIND,24,494,0,2011-12-14
KANANIIND,36,737,0,2011-12-14
KANPRPLA,3,61,0,2021-01-04
KANPRPLA,6,123,0,2021-01-04
KANPRPLA,12,248,0,2021-01-04
KANPRPLA,24,497,0,2021-01-04
KANPRPLA,36,743,0,2021-01-04
KANSAINER,3,62,0,2005-01-03
KANSAINER,6,126,0,2005-01-03
KANSAINER,12,250,0,2005-01-03
KANSAINER,24,497,0,2005-01-03
KANSAINER,36,747,0,2005-01-03
KARMAENG,3,62,0,2011-06-28
KARMAENG,6,121,0,2011-06-28
KARMAENG,12,246,0,2011-06-28
KARMAENG,24,492,0,2011-06-28
KARMAENG,36,739,0,2011-06-28
KARURVYSYA,3,62,3,2005-01-03
KARURVYSYA,6,126,3,2005-01-03
KARURVYSYA,12,250,3,2005-01-03
KARURVYSYA,24,497,3,2005-01-03
KARURVYSYA,36,747,3,2005-01-03
KAVDEFENCE,3,63,0,2025-06-12
KAVDEFENCE,6,125,4,2025-06-12
KAVDEFENCE,12,170,4,2025-06-12
KAVDEFENCE,24,170,4,2025-06-12
KAVDEFENCE,36,170,4,2025-06-12
KAYA,3,59,0,2015-08-14
KAYA,6,121,0,2015-08-14
KAYA,12,244,0,2015-08-14
KAYA,24,490,0,2015-08-14
KAYA,36,740,12,2015-08-14
KAYNES,3,64,45,2022-11-22
KAYNES,6,123,104,2022-11-22
KAYNES,12,249,230,2022-11-22
KAYNES,24,496,477,2022-11-22
KAYNES,36,745,726,2022-11-22
KCP,3,62,0,2005-01-03
KCP,6,126,0,2005-01-03
KCP,12,250,0,2005-01-03
KCP,24,497,0,2005-01-03
KCP,36,747,0,2005-01-03
KDDL,3,61,0,2016-04-12
KDDL,6,122,0,2016-04-12
KDDL,12,246,0,2016-04-12
KDDL,24,494,0,2016-04-12
KDDL,36,741,0,2016-04-12
KEC,3,60,12,2006-03-10
KEC,6,124,12,2006-03-10
KEC,12,246,12,2006-03-10
KEC,24,497,12,2006-03-10
KEC,36,740,12,2006-03-10
KECL,3,62,0,2010-03-09
KECL,6,127,0,2010-03-09
KECL,12,252,0,2010-03-09
KECL,24,498,0,2010-03-09
KECL,36,746,0,2010-03-09
KEEPLEARN,3,60,0,2021-03-25
KEEPLEARN,6,122,0,2021-03-25
KEEPLEARN,12,247,0,2021-03-25
KEEPLEARN,24,496,0,2021-03-25
KEEPLEARN,36,740,0,2021-03-25
KEI,3,61,0,2006-03-23
KEI,6,125,0,2006-03-23
KEI,12,248,11,2006-03-23
KEI,24,497,23,2006-03-23
KEI,36,739,23,2006-03-23
KELLTONTEC,3,59,0,2016-03-02
KELLTONTEC,6,122,0,2016-03-02
KELLTONTEC,12,245,0,2016-03-02
KELLTONTEC,24,493,0,2016-03-02
KELLTONTEC,36,740,0,2016-03-02
KERNEX,3,61,0,2015-01-01
KERNEX,6,123,0,2015-01-01
KERNEX,12,247,0,2015-01-01
KERNEX,24,492,0,2015-01-01
KERNEX,36,739,0,2015-01-01
KESORAMIND-BE,3,62,2,2005-01-03
KESORAMIND-BE,6,126,2,2005-01-03
KESORAMIND-BE,12,250,2,2005-01-03
KESORAMIND-BE,24,497,120,2005-01-03
KESORAMIND-BE,36,747,248,2005-01-03
KEYFINSERV,3,62,0,2005-01-03
KEYFINSERV,6,126,0,2005-01-03
KEYFINSERV,12,250,0,2005-01-03
KEYFINSERV,24,497,0,2005-01-03
KEYFINSERV,36,747,0,2005-01-03
KFINTECH,3,62,4,2022-12-29
KFINTECH,6,122,32,2022-12-29
KFINTECH,12,246,156,2022-12-29
KFINTECH,24,490,400,2022-12-29
KFINTECH,36,738,648,2022-12-29
KHADIM,3,62,0,2017-11-14
KHADIM,6,123,0,2017-11-14
KHADIM,12,247,0,2017-11-14
KHADIM,24,489,0,2017-11-14
KHADIM,36,740,0,2017-11-14
KHAICHEM,3,62,0,2020-10-30
KHAICHEM,6,122,0,2020-10-30
KHAICHEM,12,247,0,2020-10-30
KHAICHEM,24,494,20,2020-10-30
KHAICHEM,36,742,20,2020-10-30
KHAITANLTD,3,21,0,2015-01-06
KHAITANLTD,6,44,0,2015-01-06
KHAITANLTD,12,61,0,2015-01-06
KHAITANLTD,24,62,0,2015-01-06
KHAITANLTD,36,141,0,2015-01-06
KHANDSE,3,62,0,2005-01-03
KHANDSE,6,126,0,2005-01-03
KHANDSE,12,250,0,2005-01-03
KHANDSE,24,497,0,2005-01-03
KHANDSE,36,747,0,2005-01-03
KICL,3,61,0,2011-01-14
KICL,6,125,0,2011-01-14
KICL,12,246,0,2011-01-14
KICL,24,492,0,2011-01-14
KICL,36,740,0,2011-01-14
KILITCH,3,62,0,2010-09-29
KILITCH,6,125,0,2010-09-29
KILITCH,12,250,0,2010-09-29
KILITCH,24,496,0,2010-09-29
KILITCH,36,741,0,2010-09-29
KIMS,3,62,43,2021-06-28
KIMS,6,124,105,2021-06-28
KIMS,12,249,208,2021-06-28
KIMS,24,497,304,2021-06-28
KIMS,36,744,551,2021-06-28
KINGFA,3,61,0,2010-01-08
KINGFA,6,125,0,2010-01-08
KINGFA,12,251,0,2010-01-08
KINGFA,24,497,0,2010-01-08
KINGFA,36,742,0,2010-01-08
KIOCL,3,63,0,2016-11-30
KIOCL,6,124,0,2016-11-30
KIOCL,12,250,0,2016-11-30
KIOCL,24,496,0,2016-11-30
KIOCL,36,738,0,2016-11-30
KIRIINDUS,3,63,7,2008-04-22
KIRIINDUS,6,124,7,2008-04-22
KIRIINDUS,12,241,7,2008-04-22
KIRIINDUS,24,485,58,2008-04-22
KIRIINDUS,36,738,65,2008-04-22
KIRLOSBROS,3,62,0,2006-04-07
KIRLOSBROS,6,125,0,2006-04-07
KIRLOSBROS,12,246,0,2006-04-07
KIRLOSBROS,24,497,0,2006-04-07
KIRLOSBROS,36,739,0,2006-04-07
KIRLOSENG,3,63,0,2010-12-24
KIRLOSENG,6,125,0,2010-12-24
KIRLOSENG,12,246,0,2010-12-24
KIRLOSENG,24,493,0,2010-12-24
KIRLOSENG,36,741,0,2010-12-24
KIRLOSIND,3,62,0,2005-01-03
KIRLOSIND,6,126,0,2005-01-03
KIRLOSIND,12,250,0,2005-01-03
KIRLOSIND,24,497,0,2005-01-03
KIRLOSIND,36,747,0,2005-01-03
KIRLPNU,3,63,0,2023-04-26
KIRLPNU,6,124,12,2023-04-26
KIRLPNU,12,245,25,2023-04-26
KIRLPNU,24,492,269,2023-04-26
KIRLPNU,36,738,466,2023-04-26
KITEX,3,58,0,2012-09-25
KITEX,6,123,0,2012-09-25
KITEX,12,246,0,2012-09-25
KITEX,24,493,0,2012-09-25
KITEX,36,737,147,2012-09-25
KKCL,3,63,2,2006-04-13
KKCL,6,126,2,2006-04-13
KKCL,12,248,2,2006-04-13
KKCL,24,499,2,2006-04-13
KKCL,36,738,2,2006-04-13
KLBRENG-B,3,62,0,2026-04-20
KLBRENG-B,6,93,5,2026-04-20
KLBRENG-B,12,93,5,2026-04-20
KLBRENG-B,24,93,5,2026-04-20
KLBRENG-B,36,93,5,2026-04-20
KMEW,3,63,0,2024-11-14
KMEW,6,121,0,2024-11-14
KMEW,12,247,56,2024-11-14
KMEW,24,446,255,2024-11-14
KMEW,36,446,255,2024-11-14
KMSUGAR,3,64,0,2007-05-31
KMSUGAR,6,128,0,2007-05-31
KMSUGAR,12,250,0,2007-05-31
KMSUGAR,24,490,0,2007-05-31
KMSUGAR,36,735,0,2007-05-31
KNAGRI,3,62,0,2022-04-11
KNAGRI,6,123,0,2022-04-11
KNAGRI,12,247,0,2022-04-11
KNAGRI,24,492,0,2022-04-11
KNAGRI,36,739,0,2022-04-11
KNRCON,3,58,0,2008-02-18
KNRCON,6,122,0,2008-02-18
KNRCON,12,243,0,2008-02-18
KNRCON,24,484,0,2008-02-18
KNRCON,36,737,0,2008-02-18
KOHINOOR,3,62,6,2005-01-03
KOHINOOR,6,126,6,2005-01-03
KOHINOOR,12,250,6,2005-01-03
KOHINOOR,24,497,6,2005-01-03
KOHINOOR,36,747,6,2005-01-03
KOKUYOCMLN,3,61,0,2008-07-28
KOKUYOCMLN,6,119,0,2008-07-28
KOKUYOCMLN,12,241,0,2008-07-28
KOKUYOCMLN,24,487,0,2008-07-28
KOKUYOCMLN,36,740,20,2008-07-28
KOLTEPATIL,3,62,20,2007-12-13
KOLTEPATIL,6,121,20,2007-12-13
KOLTEPATIL,12,244,20,2007-12-13
KOLTEPATIL,24,486,20,2007-12-13
KOLTEPATIL,36,735,20,2007-12-13
KOPRAN,3,62,27,2005-01-03
KOPRAN,6,126,40,2005-01-03
KOPRAN,12,250,49,2005-01-03
KOPRAN,24,497,49,2005-01-03
KOPRAN,36,747,49,2005-01-03
KOTAKBANK,3,62,0,2005-01-03
KOTAKBANK,6,126,0,2005-01-03
KOTAKBANK,12,250,21,2005-01-03
KOTAKBANK,24,497,124,2005-01-03
KOTAKBANK,36,747,370,2005-01-03
KOTHARIPET,3,62,0,2005-01-03
KOTHARIPET,6,126,0,2005-01-03
KOTHARIPET,12,250,0,2005-01-03
KOTHARIPET,24,497,0,2005-01-03
KOTHARIPET,36,747,0,2005-01-03
KOTHARIPRO,3,62,0,2005-01-03
KOTHARIPRO,6,126,0,2005-01-03
KOTHARIPRO,12,250,0,2005-01-03
KOTHARIPRO,24,497,0,2005-01-03
KOTHARIPRO,36,747,0,2005-01-03
KPEL,3,63,44,2024-11-14
KPEL,6,121,102,2024-11-14
KPEL,12,247,228,2024-11-14
KPEL,24,446,427,2024-11-14
KPEL,36,446,427,2024-11-14
KPIGREEN,3,62,0,2021-07-27
KPIGREEN,6,125,0,2021-07-27
KPIGREEN,12,250,26,2021-07-27
KPIGREEN,24,497,246,2021-07-27
KPIGREEN,36,740,489,2021-07-27
KPIL,3,62,7,2005-01-03
KPIL,6,126,39,2005-01-03
KPIL,12,250,39,2005-01-03
KPIL,24,497,67,2005-01-03
KPIL,36,747,67,2005-01-03
KPITTECH,3,62,3,2019-04-22
KPITTECH,6,120,14,2019-04-22
KPITTECH,12,244,14,2019-04-22
KPITTECH,24,494,127,2019-04-22
KPITTECH,36,743,376,2019-04-22
KPRMILL,3,64,0,2007-08-28
KPRMILL,6,127,0,2007-08-28
KPRMILL,12,250,0,2007-08-28
KPRMILL,24,492,0,2007-08-28
KPRMILL,36,738,0,2007-08-28
KRBL,3,62,0,2005-01-03
KRBL,6,126,0,2005-01-03
KRBL,12,250,0,2005-01-03
KRBL,24,497,15,2005-01-03
KRBL,36,747,15,2005-01-03
KREBSBIO,3,62,0,2016-10-27
KREBSBIO,6,123,0,2016-10-27
KREBSBIO,12,248,0,2016-10-27
KREBSBIO,24,495,0,2016-10-27
KREBSBIO,36,737,0,2016-10-27
KRIDHANINF,3,62,0,2015-12-11
KRIDHANINF,6,122,0,2015-12-11
KRIDHANINF,12,244,0,2015-12-11
KRIDHANINF,24,493,0,2015-12-11
KRIDHANINF,36,739,42,2015-12-11
KRISHANA,3,60,0,2017-02-27
KRISHANA,6,122,0,2017-02-27
KRISHANA,12,248,0,2017-02-27
KRISHANA,24,495,0,2017-02-27
KRISHANA,36,737,0,2017-02-27
KRISHIVAL,3,64,0,2022-04-18
KRISHIVAL,6,125,0,2022-04-18
KRISHIVAL,12,248,0,2022-04-18
KRISHIVAL,24,492,0,2022-04-18
KRISHIVAL,36,740,0,2022-04-18
KRISHNADEF,3,64,0,2022-04-22
KRISHNADEF,6,125,0,2022-04-22
KRISHNADEF,12,247,0,2022-04-22
KRISHNADEF,24,490,0,2022-04-22
KRISHNADEF,36,737,28,2022-04-22
KRITI,3,63,0,2011-11-11
KRITI,6,123,0,2011-11-11
KRITI,12,247,0,2011-11-11
KRITI,24,492,0,2011-11-11
KRITI,36,735,0,2011-11-11
KRITIKA,3,62,0,2018-10-26
KRITIKA,6,121,0,2018-10-26
KRITIKA,12,241,0,2018-10-26
KRITIKA,24,489,0,2018-10-26
KRITIKA,36,736,0,2018-10-26
KRITINUT,3,63,0,2022-10-07
KRITINUT,6,123,0,2022-10-07
KRITINUT,12,247,0,2022-10-07
KRITINUT,24,490,0,2022-10-07
KRITINUT,36,739,0,2022-10-07
KRN,3,62,43,2024-10-03
KRN,6,125,106,2024-10-03
KRN,12,249,230,2024-10-03
KRN,24,476,457,2024-10-03
KRN,36,476,457,2024-10-03
KRONOX,3,62,8,2024-06-10
KRONOX,6,124,36,2024-06-10
KRONOX,12,248,60,2024-06-10
KRONOX,24,477,71,2024-06-10
KRONOX,36,477,71,2024-06-10
KROSS,3,62,37,2024-09-16
KROSS,6,125,62,2024-09-16
KROSS,12,249,84,2024-09-16
KROSS,24,488,229,2024-09-16
KROSS,36,488,229,2024-09-16
KRSNAA,3,61,42,2021-08-16
KRSNAA,6,124,81,2021-08-16
KRSNAA,12,248,126,2021-08-16
KRSNAA,24,496,164,2021-08-16
KRSNAA,36,739,279,2021-08-16
KRYSTAL,3,58,39,2024-03-21
KRYSTAL,6,121,90,2024-03-21
KRYSTAL,12,247,106,2024-03-21
KRYSTAL,24,493,118,2024-03-21
KRYSTAL,36,606,118,2024-03-21
KSB,3,62,0,2005-01-03
KSB,6,126,0,2005-01-03
KSB,12,250,0,2005-01-03
KSB,24,497,0,2005-01-03
KSB,36,747,0,2005-01-03
KSCL,3,63,0,2007-10-04
KSCL,6,125,0,2007-10-04
KSCL,12,249,0,2007-10-04
KSCL,24,489,0,2007-10-04
KSCL,36,736,0,2007-10-04
KSHINTL,3,62,21,2025-12-23
KSHINTL,6,121,80,2025-12-23
KSHINTL,12,170,129,2025-12-23
KSHINTL,24,170,129,2025-12-23
KSHINTL,36,170,129,2025-12-23
KSHITIJPOL,3,36,0,2018-10-08
KSHITIJPOL,6,62,0,2018-10-08
KSHITIJPOL,12,102,0,2018-10-08
KSHITIJPOL,24,165,0,2018-10-08
KSHITIJPOL,36,277,0,2018-10-08
KSL,3,59,0,2008-10-21
KSL,6,116,0,2008-10-21
KSL,12,240,0,2008-10-21
KSL,24,490,13,2008-10-21
KSL,36,740,13,2008-10-21
KSOLVES,3,64,0,2020-08-07
KSOLVES,6,126,0,2020-08-07
KSOLVES,12,249,0,2020-08-07
KSOLVES,24,498,0,2020-08-07
KSOLVES,36,745,22,2020-08-07
KTKBANK,3,62,12,2005-01-03
KTKBANK,6,126,29,2005-01-03
KTKBANK,12,250,153,2005-01-03
KTKBANK,24,497,209,2005-01-03
KTKBANK,36,747,329,2005-01-03
KUANTUM,3,63,0,2019-10-23
KUANTUM,6,122,0,2019-10-23
KUANTUM,12,250,0,2019-10-23
KUANTUM,24,498,0,2019-10-23
KUANTUM,36,746,2,2019-10-23
KWIL,3,59,40,2026-02-16
KWIL,6,122,103,2026-02-16
KWIL,12,135,116,2026-02-16
KWIL,24,135,116,2026-02-16
KWIL,36,135,116,2026-02-16
LAGNAM,3,61,0,2018-10-04
LAGNAM,6,122,0,2018-10-04
LAGNAM,12,243,0,2018-10-04
LAGNAM,24,489,0,2018-10-04
LAGNAM,36,737,0,2018-10-04
LAL,3,62,0,2023-04-10
LAL,6,124,0,2023-04-10
LAL,12,246,0,2023-04-10
LAL,24,494,0,2023-04-10
LAL,36,739,0,2023-04-10
LALPATHLAB,3,62,43,2015-12-23
LALPATHLAB,6,122,66,2015-12-23
LALPATHLAB,12,245,138,2015-12-23
LALPATHLAB,24,494,277,2015-12-23
LALPATHLAB,36,738,351,2015-12-23
LAMBODHARA,3,59,0,2015-02-04
LAMBODHARA,6,124,45,2015-02-04
LAMBODHARA,12,246,58,2015-02-04
LAMBODHARA,24,492,64,2015-02-04
LAMBODHARA,36,740,64,2015-02-04
LANDMARK,3,63,28,2022-12-23
LANDMARK,6,123,40,2022-12-23
LANDMARK,12,247,155,2022-12-23
LANDMARK,24,494,359,2022-12-23
LANDMARK,36,743,375,2022-12-23
LAOPALA,3,61,0,2007-03-16
LAOPALA,6,125,0,2007-03-16
LAOPALA,12,251,0,2007-03-16
LAOPALA,24,491,0,2007-03-16
LAOPALA,36,734,0,2007-03-16
LASA,3,63,0,2017-09-21
LASA,6,124,0,2017-09-21
LASA,12,248,0,2017-09-21
LASA,24,490,0,2017-09-21
LASA,36,737,0,2017-09-21
LATENTVIEW,3,9,0,2019-02-22
LATENTVIEW,6,15,0,2019-02-22
LATENTVIEW,12,15,0,2019-02-22
LATENTVIEW,24,15,0,2019-02-22
LATENTVIEW,36,79,54,2019-02-22
LATTEYS,3,22,0,2018-06-05
LATTEYS,6,28,0,2018-06-05
LATTEYS,12,39,0,2018-06-05
LATTEYS,24,64,0,2018-06-05
LATTEYS,36,107,0,2018-06-05
LAURUSLABS,3,62,41,2016-12-19
LAURUSLABS,6,124,88,2016-12-19
LAURUSLABS,12,249,117,2016-12-19
LAURUSLABS,24,494,140,2016-12-19
LAURUSLABS,36,739,150,2016-12-19
LAXMICOT,3,61,0,2017-07-25
LAXMICOT,6,125,0,2017-07-25
LAXMICOT,12,250,0,2017-07-25
LAXMICOT,24,493,0,2017-07-25
LAXMICOT,36,736,0,2017-07-25
LAXMIDENTL,3,60,41,2025-01-20
LAXMIDENTL,6,124,54,2025-01-20
LAXMIDENTL,12,248,94,2025-01-20
LAXMIDENTL,24,402,94,2025-01-20
LAXMIDENTL,36,402,94,2025-01-20
LAXMIINDIA,3,61,38,2025-08-05
LAXMIINDIA,6,122,38,2025-08-05
LAXMIINDIA,12,183,38,2025-08-05
LAXMIINDIA,24,183,38,2025-08-05
LAXMIINDIA,36,183,38,2025-08-05
LEMERITE,3,63,0,2022-05-23
LEMERITE,6,124,0,2022-05-23
LEMERITE,12,248,0,2022-05-23
LEMERITE,24,491,0,2022-05-23
LEMERITE,36,739,0,2022-05-23
LEMONTREE,3,64,45,2018-04-09
LEMONTREE,6,124,58,2018-04-09
LEMONTREE,12,248,62,2018-04-09
LEMONTREE,24,492,62,2018-04-09
LEMONTREE,36,742,165,2018-04-09
LENSKART,3,63,44,2025-11-10
LENSKART,6,122,103,2025-11-10
LENSKART,12,204,185,2025-11-10
LENSKART,24,204,185,2025-11-10
LENSKART,36,204,185,2025-11-10
LEXUS,3,62,0,2017-08-23
LEXUS,6,124,0,2017-08-23
LEXUS,12,249,0,2017-08-23
LEXUS,24,492,0,2017-08-23
LEXUS,36,736,0,2017-08-23
LFIC,3,64,0,2010-06-30
LFIC,6,126,0,2010-06-30
LFIC,12,252,0,2010-06-30
LFIC,24,498,0,2010-06-30
LFIC,36,743,0,2010-06-30
LGBBROSLTD,3,62,0,2005-01-03
LGBBROSLTD,6,126,0,2005-01-03
LGBBROSLTD,12,250,0,2005-01-03
LGBBROSLTD,24,497,0,2005-01-03
LGBBROSLTD,36,747,0,2005-01-03
LGEINDIA,3,62,43,2025-10-14
LGEINDIA,6,121,102,2025-10-14
LGEINDIA,12,221,202,2025-10-14
LGEINDIA,24,221,202,2025-10-14
LGEINDIA,36,221,202,2025-10-14
LGHL,3,64,0,2020-05-05
LGHL,6,128,0,2020-05-05
LGHL,12,250,0,2020-05-05
LGHL,24,498,0,2020-05-05
LGHL,36,746,0,2020-05-05
LIBAS,3,62,0,2017-03-15
LIBAS,6,124,0,2017-03-15
LIBAS,12,249,0,2017-03-15
LIBAS,24,496,0,2017-03-15
