label,max_age_m,min_bars,L,max_depth,rs_policy,rs_min,tight_max,pivot_mode,stop,trail,target,slots,size_pct,risk_pct,stop_mode,cost,gate,fill_close,n_signals,w1_cagr,w1_cagr_lo,w1_cagr_hi,w1_cagr_worst,w1_dd,w1_dd_worst,w1_calmar,w1_n,w1_tpy,w1_win,w1_mean,w1_netexp,w1_avg_win,w1_avg_loss,w1_hold,w1_inv,w1_streak,w2_cagr,w2_cagr_lo,w2_cagr_hi,w2_cagr_worst,w2_dd,w2_dd_worst,w2_calmar,w2_n,w2_tpy,w2_win,w2_mean,w2_netexp,w2_avg_win,w2_avg_loss,w2_hold,w2_inv,w2_streak,secs
g1a_a24_L60_d30_short70,24,60,60,0.3,short,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,945,18.6,14.26,20.75,14.26,-37.58,-37.61,0.495,124,20.8,41.8,6.023,5.523,22.94,-6.31,59.0,67.6,11,12.85,12.0,13.6,12.0,-37.58,-37.61,0.342,238,11.5,47.7,6.31,5.81,20.35,-6.41,63.0,40.6,11,2.1
g1a_a24_L60_d30_short80,24,60,60,0.3,short,80.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,568,13.11,9.06,15.81,9.06,-43.1,-43.37,0.304,105,17.6,41.0,4.985,4.485,22.99,-7.38,58.0,57.4,15,9.82,9.61,10.67,9.61,-42.82,-43.38,0.229,193,9.4,45.4,5.241,4.741,20.16,-7.1,62.0,32.3,16,1.7
g1a_a24_L60_d40_off,24,60,60,0.4,off,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,3263,25.7,17.55,32.7,17.55,-32.98,-37.9,0.779,148,24.7,44.8,6.839,6.339,22.74,-6.9,57.0,78.4,10,15.38,12.5,17.17,12.5,-34.25,-41.87,0.449,349,16.9,47.5,5.707,5.207,19.51,-6.85,59.0,55.2,12,2.6
g1a_a24_L60_d40_relaxed,24,60,60,0.4,relaxed,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,2445,29.87,25.6,31.07,25.6,-34.4,-40.09,0.868,143,23.9,47.1,7.888,7.388,24.25,-6.95,58.0,77.0,9,16.79,14.96,17.37,14.96,-38.01,-41.03,0.442,328,15.9,48.5,6.486,5.986,20.68,-6.89,60.0,52.6,9,2.6
g1a_a24_L60_d40_short70,24,60,60,0.4,short,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,1712,20.06,14.23,21.8,14.23,-31.97,-37.87,0.627,140,23.4,42.3,5.748,5.248,22.81,-7.0,56.0,73.7,17,12.76,9.75,14.01,9.75,-35.47,-41.95,0.36,302,14.6,45.4,5.194,4.694,19.64,-6.98,59.0,47.9,15,2.2
g1a_a24_L60_d40_short80,24,60,60,0.4,short,80.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,1181,18.86,12.52,22.52,12.52,-24.05,-25.21,0.784,121,20.3,45.6,6.179,5.679,22.02,-7.15,58.0,65.4,11,10.59,9.6,11.66,9.6,-27.97,-39.26,0.379,264,12.8,45.2,4.641,4.141,18.99,-7.21,59.0,42.0,11,2.2
g1a_a24_L60_d60_off,24,60,60,0.6,off,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,3816,29.86,26.43,34.42,26.43,-37.13,-42.62,0.804,151,25.2,46.1,7.453,6.953,25.03,-6.92,56.0,79.8,10,17.03,14.71,21.29,14.71,-40.73,-42.76,0.418,360,17.4,47.2,6.15,5.65,21.29,-7.27,59.0,57.3,14,2.7
g1a_a24_L60_d60_relaxed,24,60,60,0.6,relaxed,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,2954,29.9,25.43,33.54,25.43,-35.89,-45.06,0.833,151,25.2,44.4,7.473,6.973,25.85,-7.31,54.0,77.9,9,16.4,14.39,18.37,14.39,-39.84,-42.34,0.412,350,17.0,46.7,6.02,5.52,21.38,-7.34,57.0,53.9,10,2.6
g1a_a24_L60_d60_short70,24,60,60,0.6,short,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,2188,25.17,17.9,29.59,17.9,-35.2,-40.54,0.715,146,24.4,45.0,6.626,6.126,23.39,-7.07,56.0,76.5,14,18.09,15.33,19.39,15.33,-35.71,-45.73,0.506,317,15.4,48.3,7.355,6.855,22.7,-7.59,61.0,52.2,15,2.5
g1a_a24_L60_d60_short80,24,60,60,0.6,short,80.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,1636,25.51,21.73,31.14,21.73,-34.96,-38.72,0.73,132,22.0,46.2,7.398,6.898,23.91,-7.25,59.0,72.2,9,16.01,13.76,17.2,13.76,-34.71,-42.88,0.461,299,14.5,48.6,6.699,6.199,21.74,-7.68,60.0,48.3,10,2.2
