label,max_age_m,min_bars,L,max_depth,rs_policy,rs_min,tight_max,pivot_mode,stop,trail,target,slots,size_pct,risk_pct,stop_mode,cost,gate,fill_close,n_signals,w1_cagr,w1_cagr_lo,w1_cagr_hi,w1_cagr_worst,w1_dd,w1_dd_worst,w1_calmar,w1_n,w1_tpy,w1_win,w1_mean,w1_netexp,w1_avg_win,w1_avg_loss,w1_hold,w1_inv,w1_streak,w2_cagr,w2_cagr_lo,w2_cagr_hi,w2_cagr_worst,w2_dd,w2_dd_worst,w2_calmar,w2_n,w2_tpy,w2_win,w2_mean,w2_netexp,w2_avg_win,w2_avg_loss,w2_hold,w2_inv,w2_streak,secs
g1a_a3_L15_d20_off,3,25,15,0.2,off,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,774,33.82,32.63,37.98,32.63,-21.29,-22.57,1.588,137,22.8,46.7,9.596,9.096,27.22,-5.77,48.0,62.8,7,23.9,22.71,24.91,22.71,-40.09,-40.09,0.596,246,11.9,49.8,12.918,12.418,32.21,-6.14,57.0,37.9,10,2.4
g1a_a3_L15_d20_relaxed,3,25,15,0.2,relaxed,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,774,33.82,32.63,37.98,32.63,-21.29,-22.57,1.588,137,22.8,46.7,9.596,9.096,27.22,-5.77,48.0,62.8,7,23.9,22.71,24.91,22.71,-40.09,-40.09,0.596,246,11.9,49.8,12.918,12.418,32.21,-6.14,57.0,37.9,10,2.3
g1a_a3_L15_d20_short70,3,25,15,0.2,short,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,2,8.82,8.82,8.82,8.82,-6.89,-6.89,1.281,1,0.2,100.0,168.651,168.151,168.65,0.0,287.0,3.7,0,6.04,6.04,6.04,6.04,-6.7,-6.7,0.901,2,0.1,50.0,79.616,79.116,168.65,-9.42,161.0,1.2,1,0.8
g1a_a3_L15_d20_short80,3,25,15,0.2,short,80.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,1,8.82,8.82,8.82,8.82,-6.89,-6.89,1.281,1,0.2,100.0,168.651,168.151,168.65,0.0,287.0,3.7,0,6.13,6.13,6.13,6.13,-6.91,-6.91,0.887,1,0.0,100.0,168.651,168.151,168.65,0.0,287.0,1.1,0,0.8
g1a_a3_L15_d30_off,3,25,15,0.3,off,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,927,32.99,24.75,38.9,24.75,-19.62,-25.03,1.681,141,23.6,48.0,8.968,8.468,24.72,-5.64,48.0,64.5,8,21.49,20.37,22.05,20.37,-40.09,-40.09,0.536,268,13.0,48.2,10.901,10.401,29.37,-6.41,54.0,39.3,10,1.9
g1a_a3_L15_d30_relaxed,3,25,15,0.3,relaxed,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,927,32.99,24.75,38.9,24.75,-19.62,-25.03,1.681,141,23.6,48.0,8.968,8.468,24.72,-5.64,48.0,64.5,8,21.49,20.37,22.05,20.37,-40.09,-40.09,0.536,268,13.0,48.2,10.901,10.401,29.37,-6.41,54.0,39.3,10,2.2
g1a_a3_L15_d30_short70,3,25,15,0.3,short,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,2,8.82,8.82,8.82,8.82,-6.89,-6.89,1.281,1,0.2,100.0,168.651,168.151,168.65,0.0,287.0,3.7,0,6.04,6.04,6.04,6.04,-6.7,-6.7,0.901,2,0.1,50.0,79.616,79.116,168.65,-9.42,161.0,1.2,1,0.9
g1a_a3_L15_d30_short80,3,25,15,0.3,short,80.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,1,8.82,8.82,8.82,8.82,-6.89,-6.89,1.281,1,0.2,100.0,168.651,168.151,168.65,0.0,287.0,3.7,0,6.13,6.13,6.13,6.13,-6.91,-6.91,0.887,1,0.0,100.0,168.651,168.151,168.65,0.0,287.0,1.1,0,0.9
g1a_a3_L15_d40_off,3,25,15,0.4,off,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,963,30.47,23.61,34.13,23.61,-22.11,-22.19,1.378,144,24.0,47.0,8.405,7.905,24.28,-5.76,47.0,64.4,8,20.33,18.91,21.14,18.91,-40.09,-40.09,0.507,276,13.4,47.3,10.145,9.645,28.77,-6.7,53.0,39.8,10,2.3
g1a_a3_L15_d40_relaxed,3,25,15,0.4,relaxed,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,963,30.47,23.61,34.13,23.61,-22.11,-22.19,1.378,144,24.0,47.0,8.405,7.905,24.28,-5.76,47.0,64.4,8,20.33,18.91,21.14,18.91,-40.09,-40.09,0.507,276,13.4,47.3,10.145,9.645,28.77,-6.7,53.0,39.8,10,2.7
g1a_a3_L15_d40_short70,3,25,15,0.4,short,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,2,8.82,8.82,8.82,8.82,-6.89,-6.89,1.281,1,0.2,100.0,168.651,168.151,168.65,0.0,287.0,3.7,0,6.04,6.04,6.04,6.04,-6.7,-6.7,0.901,2,0.1,50.0,79.616,79.116,168.65,-9.42,161.0,1.2,1,0.8
g1a_a3_L15_d40_short80,3,25,15,0.4,short,80.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,1,8.82,8.82,8.82,8.82,-6.89,-6.89,1.281,1,0.2,100.0,168.651,168.151,168.65,0.0,287.0,3.7,0,6.13,6.13,6.13,6.13,-6.91,-6.91,0.887,1,0.0,100.0,168.651,168.151,168.65,0.0,287.0,1.1,0,0.9
g1a_a3_L15_d60_off,3,25,15,0.6,off,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,971,31.14,25.06,34.13,25.06,-22.11,-22.2,1.408,144,24.0,47.0,8.516,8.016,24.6,-5.76,47.0,64.7,9,19.43,18.81,21.2,18.81,-40.09,-40.09,0.485,277,13.4,47.2,9.752,9.252,28.54,-6.7,53.0,39.9,10,2.2
g1a_a3_L15_d60_relaxed,3,25,15,0.6,relaxed,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,971,31.14,25.06,34.13,25.06,-22.11,-22.2,1.408,144,24.0,47.0,8.516,8.016,24.6,-5.76,47.0,64.7,9,19.43,18.81,21.2,18.81,-40.09,-40.09,0.485,277,13.4,47.2,9.752,9.252,28.54,-6.7,53.0,39.9,10,2.2
g1a_a3_L15_d60_short70,3,25,15,0.6,short,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,2,8.82,8.82,8.82,8.82,-6.89,-6.89,1.281,1,0.2,100.0,168.651,168.151,168.65,0.0,287.0,3.7,0,6.04,6.04,6.04,6.04,-6.7,-6.7,0.901,2,0.1,50.0,79.616,79.116,168.65,-9.42,161.0,1.2,1,0.9
g1a_a3_L15_d60_short80,3,25,15,0.6,short,80.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,1,8.82,8.82,8.82,8.82,-6.89,-6.89,1.281,1,0.2,100.0,168.651,168.151,168.65,0.0,287.0,3.7,0,6.13,6.13,6.13,6.13,-6.91,-6.91,0.887,1,0.0,100.0,168.651,168.151,168.65,0.0,287.0,1.1,0,0.8
g1a_a3_L25_d20_off,3,25,25,0.2,off,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,385,36.76,33.89,39.7,33.89,-18.57,-20.66,1.979,93,15.6,54.8,14.259,13.759,31.1,-6.39,64.0,57.1,8,23.13,22.39,24.81,22.39,-35.84,-35.84,0.645,166,8.1,56.5,16.769,16.269,34.81,-6.34,69.0,31.8,8,2.1
g1a_a3_L25_d20_relaxed,3,25,25,0.2,relaxed,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,385,36.76,33.89,39.7,33.89,-18.57,-20.66,1.979,93,15.6,54.8,14.259,13.759,31.1,-6.39,64.0,57.1,8,23.13,22.39,24.81,22.39,-35.84,-35.84,0.645,166,8.1,56.5,16.769,16.269,34.81,-6.34,69.0,31.8,8,2.1
g1a_a3_L25_d20_short70,3,25,25,0.2,short,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,2,8.82,8.82,8.82,8.82,-6.89,-6.89,1.281,1,0.2,100.0,168.651,168.151,168.65,0.0,287.0,3.7,0,6.04,6.04,6.04,6.04,-6.7,-6.7,0.901,2,0.1,50.0,79.616,79.116,168.65,-9.42,161.0,1.2,1,1.0
g1a_a3_L25_d20_short80,3,25,25,0.2,short,80.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,1,8.82,8.82,8.82,8.82,-6.89,-6.89,1.281,1,0.2,100.0,168.651,168.151,168.65,0.0,287.0,3.7,0,6.13,6.13,6.13,6.13,-6.91,-6.91,0.887,1,0.0,100.0,168.651,168.151,168.65,0.0,287.0,1.1,0,0.9
g1a_a3_L25_d30_off,3,25,25,0.3,off,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,612,44.82,40.37,47.89,40.37,-18.62,-21.88,2.407,104,17.3,52.7,14.645,14.145,33.13,-6.56,60.0,60.6,7,26.27,24.96,26.99,24.96,-35.84,-35.84,0.733,196,9.5,55.5,16.618,16.118,35.37,-6.54,65.0,35.4,7,1.9
g1a_a3_L25_d30_relaxed,3,25,25,0.3,relaxed,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,612,44.82,40.37,47.89,40.37,-18.62,-21.88,2.407,104,17.3,52.7,14.645,14.145,33.13,-6.56,60.0,60.6,7,26.27,24.96,26.99,24.96,-35.84,-35.84,0.733,196,9.5,55.5,16.618,16.118,35.37,-6.54,65.0,35.4,7,2.2
g1a_a3_L25_d30_short70,3,25,25,0.3,short,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,2,8.82,8.82,8.82,8.82,-6.89,-6.89,1.281,1,0.2,100.0,168.651,168.151,168.65,0.0,287.0,3.7,0,6.04,6.04,6.04,6.04,-6.7,-6.7,0.901,2,0.1,50.0,79.616,79.116,168.65,-9.42,161.0,1.2,1,0.8
g1a_a3_L25_d30_short80,3,25,25,0.3,short,80.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,1,8.82,8.82,8.82,8.82,-6.89,-6.89,1.281,1,0.2,100.0,168.651,168.151,168.65,0.0,287.0,3.7,0,6.13,6.13,6.13,6.13,-6.91,-6.91,0.887,1,0.0,100.0,168.651,168.151,168.65,0.0,287.0,1.1,0,0.8
g1a_a3_L25_d40_off,3,25,25,0.4,off,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,707,45.35,40.47,47.03,40.47,-22.88,-23.71,1.982,105,17.5,52.9,14.621,14.121,33.14,-6.23,60.0,61.1,7,25.74,25.07,25.84,25.07,-35.84,-35.84,0.718,209,10.1,51.7,15.708,15.208,36.48,-6.88,63.0,36.4,7,2.0
g1a_a3_L25_d40_relaxed,3,25,25,0.4,relaxed,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,707,45.35,40.47,47.03,40.47,-22.88,-23.71,1.982,105,17.5,52.9,14.621,14.121,33.14,-6.23,60.0,61.1,7,25.74,25.07,25.84,25.07,-35.84,-35.84,0.718,209,10.1,51.7,15.708,15.208,36.48,-6.88,63.0,36.4,7,2.3
g1a_a3_L25_d40_short70,3,25,25,0.4,short,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,2,8.82,8.82,8.82,8.82,-6.89,-6.89,1.281,1,0.2,100.0,168.651,168.151,168.65,0.0,287.0,3.7,0,6.04,6.04,6.04,6.04,-6.7,-6.7,0.901,2,0.1,50.0,79.616,79.116,168.65,-9.42,161.0,1.2,1,0.8
g1a_a3_L25_d40_short80,3,25,25,0.4,short,80.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,1,8.82,8.82,8.82,8.82,-6.89,-6.89,1.281,1,0.2,100.0,168.651,168.151,168.65,0.0,287.0,3.7,0,6.13,6.13,6.13,6.13,-6.91,-6.91,0.887,1,0.0,100.0,168.651,168.151,168.65,0.0,287.0,1.1,0,0.9
g1a_a3_L25_d60_off,3,25,25,0.6,off,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,742,43.69,40.74,45.92,40.74,-22.86,-24.15,1.911,107,17.8,51.9,13.921,13.421,32.69,-6.33,59.0,61.5,8,24.95,23.95,26.11,23.95,-35.84,-35.84,0.696,214,10.4,50.9,15.028,14.528,36.18,-7.1,62.0,36.7,8,2.0
g1a_a3_L25_d60_relaxed,3,25,25,0.6,relaxed,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,742,43.69,40.74,45.92,40.74,-22.86,-24.15,1.911,107,17.8,51.9,13.921,13.421,32.69,-6.33,59.0,61.5,8,24.95,23.95,26.11,23.95,-35.84,-35.84,0.696,214,10.4,50.9,15.028,14.528,36.18,-7.1,62.0,36.7,8,1.8
g1a_a3_L25_d60_short70,3,25,25,0.6,short,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,2,8.82,8.82,8.82,8.82,-6.89,-6.89,1.281,1,0.2,100.0,168.651,168.151,168.65,0.0,287.0,3.7,0,6.04,6.04,6.04,6.04,-6.7,-6.7,0.901,2,0.1,50.0,79.616,79.116,168.65,-9.42,161.0,1.2,1,0.9
g1a_a3_L25_d60_short80,3,25,25,0.6,short,80.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,1,8.82,8.82,8.82,8.82,-6.89,-6.89,1.281,1,0.2,100.0,168.651,168.151,168.65,0.0,287.0,3.7,0,6.13,6.13,6.13,6.13,-6.91,-6.91,0.887,1,0.0,100.0,168.651,168.151,168.65,0.0,287.0,1.1,0,1.1
g1a_a3_L40_d20_off,3,40,40,0.2,off,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,98,24.22,24.22,24.22,24.22,-19.11,-19.11,1.267,39,6.5,51.3,21.46,20.96,48.3,-6.79,64.0,25.1,8,15.3,15.3,15.3,15.3,-29.84,-29.84,0.513,75,3.6,56.0,21.456,20.956,43.32,-6.37,71.0,15.2,8,1.8
g1a_a3_L40_d20_relaxed,3,40,40,0.2,relaxed,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,98,24.22,24.22,24.22,24.22,-19.11,-19.11,1.267,39,6.5,51.3,21.46,20.96,48.3,-6.79,64.0,25.1,8,15.3,15.3,15.3,15.3,-29.84,-29.84,0.513,75,3.6,56.0,21.456,20.956,43.32,-6.37,71.0,15.2,8,1.3
g1a_a3_L40_d20_short70,3,40,40,0.2,short,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,0,5.06,5.06,5.06,5.06,0.0,0.0,nan,0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0,5.04,5.04,5.04,5.04,0.0,0.0,nan,0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0,0.8
g1a_a3_L40_d20_short80,3,40,40,0.2,short,80.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,0,5.06,5.06,5.06,5.06,0.0,0.0,nan,0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0,5.04,5.04,5.04,5.04,0.0,0.0,nan,0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0,0.8
g1a_a3_L40_d30_off,3,40,40,0.3,off,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,225,24.52,24.52,25.12,24.52,-26.57,-26.57,0.923,71,11.8,42.3,12.278,11.778,37.75,-6.36,56.0,39.0,10,16.85,16.77,16.93,16.77,-36.44,-36.44,0.462,130,6.3,50.4,14.556,14.056,35.22,-6.43,64.0,23.0,10,1.7
g1a_a3_L40_d30_relaxed,3,40,40,0.3,relaxed,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,225,24.52,24.52,25.12,24.52,-26.57,-26.57,0.923,71,11.8,42.3,12.278,11.778,37.75,-6.36,56.0,39.0,10,16.85,16.77,16.93,16.77,-36.44,-36.44,0.462,130,6.3,50.4,14.556,14.056,35.22,-6.43,64.0,23.0,10,1.6
g1a_a3_L40_d30_short70,3,40,40,0.3,short,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,2,8.82,8.82,8.82,8.82,-6.89,-6.89,1.281,1,0.2,100.0,168.651,168.151,168.65,0.0,287.0,3.7,0,6.04,6.04,6.04,6.04,-6.7,-6.7,0.901,2,0.1,50.0,79.616,79.116,168.65,-9.42,161.0,1.2,1,0.9
g1a_a3_L40_d30_short80,3,40,40,0.3,short,80.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,1,8.82,8.82,8.82,8.82,-6.89,-6.89,1.281,1,0.2,100.0,168.651,168.151,168.65,0.0,287.0,3.7,0,6.13,6.13,6.13,6.13,-6.91,-6.91,0.887,1,0.0,100.0,168.651,168.151,168.65,0.0,287.0,1.1,0,0.8
g1a_a3_L40_d40_off,3,40,40,0.4,off,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,301,41.65,38.0,41.65,38.0,-22.05,-22.05,1.889,75,12.5,52.0,19.399,18.899,43.7,-6.92,63.0,46.5,9,19.82,19.11,19.82,19.11,-36.44,-36.44,0.544,146,7.1,52.7,16.17,15.67,37.0,-7.07,65.0,26.4,9,2.1
g1a_a3_L40_d40_relaxed,3,40,40,0.4,relaxed,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,301,41.65,38.0,41.65,38.0,-22.05,-22.05,1.889,75,12.5,52.0,19.399,18.899,43.7,-6.92,63.0,46.5,9,19.82,19.11,19.82,19.11,-36.44,-36.44,0.544,146,7.1,52.7,16.17,15.67,37.0,-7.07,65.0,26.4,9,1.6
g1a_a3_L40_d40_short70,3,40,40,0.4,short,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,2,8.82,8.82,8.82,8.82,-6.89,-6.89,1.281,1,0.2,100.0,168.651,168.151,168.65,0.0,287.0,3.7,0,6.04,6.04,6.04,6.04,-6.7,-6.7,0.901,2,0.1,50.0,79.616,79.116,168.65,-9.42,161.0,1.2,1,0.8
g1a_a3_L40_d40_short80,3,40,40,0.4,short,80.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,1,8.82,8.82,8.82,8.82,-6.89,-6.89,1.281,1,0.2,100.0,168.651,168.151,168.65,0.0,287.0,3.7,0,6.13,6.13,6.13,6.13,-6.91,-6.91,0.887,1,0.0,100.0,168.651,168.151,168.65,0.0,287.0,1.1,0,0.8
g1a_a3_L40_d60_off,3,40,40,0.6,off,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,348,42.97,42.68,43.06,42.68,-25.05,-25.05,1.715,73,12.3,59.2,20.672,20.172,39.92,-7.23,70.0,49.6,7,21.18,21.13,21.18,21.13,-36.8,-36.8,0.576,149,7.2,56.4,17.075,16.575,36.1,-7.51,69.0,28.3,10,1.9
g1a_a3_L40_d60_relaxed,3,40,40,0.6,relaxed,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,348,42.97,42.68,43.06,42.68,-25.05,-25.05,1.715,73,12.3,59.2,20.672,20.172,39.92,-7.23,70.0,49.6,7,21.18,21.13,21.18,21.13,-36.8,-36.8,0.576,149,7.2,56.4,17.075,16.575,36.1,-7.51,69.0,28.3,10,1.8
g1a_a3_L40_d60_short70,3,40,40,0.6,short,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,2,8.82,8.82,8.82,8.82,-6.89,-6.89,1.281,1,0.2,100.0,168.651,168.151,168.65,0.0,287.0,3.7,0,6.04,6.04,6.04,6.04,-6.7,-6.7,0.901,2,0.1,50.0,79.616,79.116,168.65,-9.42,161.0,1.2,1,1.0
g1a_a3_L40_d60_short80,3,40,40,0.6,short,80.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,1,8.82,8.82,8.82,8.82,-6.89,-6.89,1.281,1,0.2,100.0,168.651,168.151,168.65,0.0,287.0,3.7,0,6.13,6.13,6.13,6.13,-6.91,-6.91,0.887,1,0.0,100.0,168.651,168.151,168.65,0.0,287.0,1.1,0,0.8
g1a_a3_L60_d20_off,3,60,60,0.2,off,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,8,6.56,6.56,6.56,6.56,-5.9,-5.9,1.112,6,1.0,33.3,9.92,9.42,41.95,-6.1,46.0,2.8,2,5.49,5.49,5.49,5.49,-5.9,-5.9,0.931,8,0.4,37.5,9.73,9.23,37.33,-6.83,50.0,1.2,2,1.2
g1a_a3_L60_d20_relaxed,3,60,60,0.2,relaxed,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,8,6.56,6.56,6.56,6.56,-5.9,-5.9,1.112,6,1.0,33.3,9.92,9.42,41.95,-6.1,46.0,2.8,2,5.49,5.49,5.49,5.49,-5.9,-5.9,0.931,8,0.4,37.5,9.73,9.23,37.33,-6.83,50.0,1.2,2,0.8
g1a_a3_L60_d20_short70,3,60,60,0.2,short,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,0,5.06,5.06,5.06,5.06,0.0,0.0,nan,0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0,5.04,5.04,5.04,5.04,0.0,0.0,nan,0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0,0.8
g1a_a3_L60_d20_short80,3,60,60,0.2,short,80.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,0,5.06,5.06,5.06,5.06,0.0,0.0,nan,0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0,5.04,5.04,5.04,5.04,0.0,0.0,nan,0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0,0.8
g1a_a3_L60_d30_off,3,60,60,0.3,off,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,21,14.07,14.07,14.07,14.07,-14.59,-14.59,0.964,10,1.7,50.0,40.489,39.989,87.1,-6.12,95.0,10.4,2,9.25,9.25,9.25,9.25,-20.0,-20.0,0.463,21,1.0,57.1,31.223,30.723,60.18,-7.39,91.0,5.9,3,0.9
g1a_a3_L60_d30_relaxed,3,60,60,0.3,relaxed,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,21,14.07,14.07,14.07,14.07,-14.59,-14.59,0.964,10,1.7,50.0,40.489,39.989,87.1,-6.12,95.0,10.4,2,9.25,9.25,9.25,9.25,-20.0,-20.0,0.463,21,1.0,57.1,31.223,30.723,60.18,-7.39,91.0,5.9,3,0.9
g1a_a3_L60_d30_short70,3,60,60,0.3,short,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,2,8.82,8.82,8.82,8.82,-6.89,-6.89,1.281,1,0.2,100.0,168.651,168.151,168.65,0.0,287.0,3.7,0,6.04,6.04,6.04,6.04,-6.7,-6.7,0.901,2,0.1,50.0,79.616,79.116,168.65,-9.42,161.0,1.2,1,0.9
g1a_a3_L60_d30_short80,3,60,60,0.3,short,80.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,1,8.82,8.82,8.82,8.82,-6.89,-6.89,1.281,1,0.2,100.0,168.651,168.151,168.65,0.0,287.0,3.7,0,6.13,6.13,6.13,6.13,-6.91,-6.91,0.887,1,0.0,100.0,168.651,168.151,168.65,0.0,287.0,1.1,0,0.8
g1a_a3_L60_d40_off,3,60,60,0.4,off,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,29,13.13,13.13,13.13,13.13,-14.21,-14.21,0.924,14,2.3,35.7,27.093,26.593,87.1,-6.24,77.0,11.5,3,9.21,9.21,9.21,9.21,-19.98,-19.98,0.461,29,1.4,48.3,22.705,22.205,53.94,-6.45,77.0,6.7,3,1.2
g1a_a3_L60_d40_relaxed,3,60,60,0.4,relaxed,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,29,13.13,13.13,13.13,13.13,-14.21,-14.21,0.924,14,2.3,35.7,27.093,26.593,87.1,-6.24,77.0,11.5,3,9.21,9.21,9.21,9.21,-19.98,-19.98,0.461,29,1.4,48.3,22.705,22.205,53.94,-6.45,77.0,6.7,3,1.1
g1a_a3_L60_d40_short70,3,60,60,0.4,short,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,2,8.82,8.82,8.82,8.82,-6.89,-6.89,1.281,1,0.2,100.0,168.651,168.151,168.65,0.0,287.0,3.7,0,6.04,6.04,6.04,6.04,-6.7,-6.7,0.901,2,0.1,50.0,79.616,79.116,168.65,-9.42,161.0,1.2,1,1.0
g1a_a3_L60_d40_short80,3,60,60,0.4,short,80.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,1,8.82,8.82,8.82,8.82,-6.89,-6.89,1.281,1,0.2,100.0,168.651,168.151,168.65,0.0,287.0,3.7,0,6.13,6.13,6.13,6.13,-6.91,-6.91,0.887,1,0.0,100.0,168.651,168.151,168.65,0.0,287.0,1.1,0,1.0
g1a_a3_L60_d60_off,3,60,60,0.6,off,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,33,14.01,14.01,14.01,14.01,-13.01,-13.01,1.077,15,2.5,46.7,27.443,26.943,66.47,-6.71,80.0,12.8,3,9.55,9.55,9.55,9.55,-19.98,-19.98,0.478,32,1.5,53.1,22.013,21.513,46.98,-6.29,76.0,7.3,3,1.0
g1a_a3_L60_d60_relaxed,3,60,60,0.6,relaxed,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,33,14.01,14.01,14.01,14.01,-13.01,-13.01,1.077,15,2.5,46.7,27.443,26.943,66.47,-6.71,80.0,12.8,3,9.55,9.55,9.55,9.55,-19.98,-19.98,0.478,32,1.5,53.1,22.013,21.513,46.98,-6.29,76.0,7.3,3,0.9
g1a_a3_L60_d60_short70,3,60,60,0.6,short,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,2,8.82,8.82,8.82,8.82,-6.89,-6.89,1.281,1,0.2,100.0,168.651,168.151,168.65,0.0,287.0,3.7,0,6.04,6.04,6.04,6.04,-6.7,-6.7,0.901,2,0.1,50.0,79.616,79.116,168.65,-9.42,161.0,1.2,1,0.7
g1a_a3_L60_d60_short80,3,60,60,0.6,short,80.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,1,8.82,8.82,8.82,8.82,-6.89,-6.89,1.281,1,0.2,100.0,168.651,168.151,168.65,0.0,287.0,3.7,0,6.13,6.13,6.13,6.13,-6.91,-6.91,0.887,1,0.0,100.0,168.651,168.151,168.65,0.0,287.0,1.1,0,0.8
g1a_a6_L15_d20_off,6,25,15,0.2,off,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,1830,41.98,37.89,50.3,37.89,-30.76,-33.46,1.365,185,30.8,47.4,9.045,8.545,25.95,-5.49,42.0,73.7,8,19.8,18.96,21.42,18.96,-33.59,-34.68,0.589,365,17.7,46.2,7.436,6.936,22.84,-5.88,49.0,48.0,12,2.6
g1a_a6_L15_d20_relaxed,6,25,15,0.2,relaxed,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,1830,41.98,37.89,50.3,37.89,-30.76,-33.46,1.365,185,30.8,47.4,9.045,8.545,25.95,-5.49,42.0,73.7,8,19.8,18.96,21.42,18.96,-33.59,-34.68,0.589,365,17.7,46.2,7.436,6.936,22.84,-5.88,49.0,48.0,12,2.4
g1a_a6_L15_d20_short70,6,25,15,0.2,short,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,447,21.26,19.29,24.3,19.29,-28.57,-29.9,0.744,115,19.2,42.9,8.44,7.94,28.58,-6.62,50.0,53.7,12,11.64,11.04,12.0,11.04,-30.78,-30.78,0.378,205,9.9,45.9,7.026,6.526,23.15,-6.7,54.0,29.6,12,1.9
