label,max_age_m,min_bars,L,max_depth,rs_policy,rs_min,tight_max,pivot_mode,stop,trail,target,slots,size_pct,risk_pct,stop_mode,cost,gate,fill_close,n_signals,w1_cagr,w1_cagr_lo,w1_cagr_hi,w1_cagr_worst,w1_dd,w1_dd_worst,w1_calmar,w1_n,w1_tpy,w1_win,w1_mean,w1_netexp,w1_avg_win,w1_avg_loss,w1_hold,w1_inv,w1_streak,w2_cagr,w2_cagr_lo,w2_cagr_hi,w2_cagr_worst,w2_dd,w2_dd_worst,w2_calmar,w2_n,w2_tpy,w2_win,w2_mean,w2_netexp,w2_avg_win,w2_avg_loss,w2_hold,w2_inv,w2_streak,secs
g1b_a24_L15_d30_s8_t30_tp25_n8,24,25,15,0.3,off,70.0,,close,0.08,30,0.25,8,0.1875,,pct,0.0025,False,False,8140,54.77,37.1,58.77,37.1,-32.9,-40.78,1.665,437,72.8,43.8,4.487,3.987,15.85,-4.38,22.0,83.4,13,33.85,30.92,39.48,30.92,-34.49,-36.73,0.981,1030,49.8,43.8,4.258,3.758,15.79,-4.61,24.0,63.6,15,3.7
g1b_a24_L15_d30_s8_t30_tp25_n10,24,25,15,0.3,off,70.0,,close,0.08,30,0.25,10,0.15,,pct,0.0025,False,False,8140,50.16,31.01,57.49,31.01,-32.27,-34.41,1.554,523,87.3,42.6,4.315,3.815,15.88,-4.41,22.0,80.2,15,32.57,30.05,36.34,30.05,-30.71,-34.07,1.06,1223,59.2,43.9,4.288,3.788,15.72,-4.57,24.0,60.0,16,4.2
g1b_a24_L15_d30_s8_t30_tp25_n16,24,25,15,0.3,off,70.0,,close,0.08,30,0.25,16,0.0625,,pct,0.0025,False,False,8140,41.32,36.26,48.47,36.26,-26.46,-28.84,1.561,1241,207.0,41.4,3.693,3.193,15.4,-4.5,22.0,78.8,29,29.01,28.28,30.79,28.28,-27.52,-30.31,1.054,2567,124.2,43.7,4.245,3.745,15.56,-4.57,24.0,52.2,27,6.9
g1b_a24_L15_d30_s8_t50_notp_n5,24,25,15,0.3,off,70.0,,close,0.08,50,,5,0.3,,pct,0.0025,False,False,8140,25.1,13.84,37.0,13.84,-36.52,-44.51,0.687,164,27.4,43.4,4.309,3.809,16.66,-4.86,35.0,83.8,9,24.91,22.45,32.24,22.45,-44.47,-50.55,0.56,408,19.8,45.0,5.722,5.222,19.4,-5.46,42.0,73.5,11,2.8
g1b_a24_L15_d30_s8_t50_notp_n8,24,25,15,0.3,off,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,8140,26.9,20.53,38.87,20.53,-34.72,-42.94,0.775,247,41.3,41.9,4.572,4.072,17.83,-4.77,36.0,83.8,11,23.97,22.2,28.63,22.2,-37.25,-41.97,0.643,606,29.3,45.7,5.642,5.142,19.43,-5.48,44.0,71.2,13,3.4
g1b_a24_L15_d30_s8_t50_notp_n10,24,25,15,0.3,off,70.0,,close,0.08,50,,10,0.15,,pct,0.0025,False,False,8140,26.78,22.4,36.64,22.4,-34.24,-40.03,0.782,303,50.6,43.1,4.531,4.031,17.14,-4.86,37.0,85.3,12,25.57,24.16,27.04,24.16,-36.24,-40.89,0.706,732,35.4,46.3,6.076,5.576,19.58,-5.54,45.0,70.7,14,3.9
g1b_a24_L15_d30_s8_t50_notp_n16,24,25,15,0.3,off,70.0,,close,0.08,50,,16,0.0625,,pct,0.0025,False,False,8140,32.43,29.28,39.45,29.28,-29.58,-33.78,1.096,669,111.5,42.8,5.737,5.237,19.84,-5.07,40.0,85.0,15,24.07,22.86,24.71,22.86,-32.94,-33.6,0.731,1533,74.2,46.0,6.242,5.742,19.91,-5.54,46.0,64.8,21,6.1
g1b_a24_L15_d30_s8_t50_tp25_n5,24,25,15,0.3,off,70.0,,close,0.08,50,0.25,5,0.3,,pct,0.0025,False,False,8140,41.75,23.51,49.28,23.51,-37.77,-51.27,1.105,243,40.5,45.9,4.19,3.69,15.03,-5.11,24.0,81.9,10,34.27,27.7,36.22,27.7,-40.91,-47.26,0.838,580,28.1,48.7,4.882,4.382,15.92,-5.51,29.0,69.1,12,2.7
g1b_a24_L15_d30_s8_t50_tp25_n8,24,25,15,0.3,off,70.0,,close,0.08,50,0.25,8,0.1875,,pct,0.0025,False,False,8140,37.6,24.85,43.8,24.85,-36.17,-42.14,1.04,379,63.3,44.8,3.994,3.494,14.6,-5.13,25.0,83.4,12,30.15,28.77,33.21,28.77,-33.89,-42.65,0.89,897,43.4,47.7,4.569,4.069,15.85,-5.75,30.0,68.0,13,3.3
g1b_a24_L15_d30_s8_t50_tp25_n10,24,25,15,0.3,off,70.0,,close,0.08,50,0.25,10,0.15,,pct,0.0025,False,False,8140,39.77,28.76,51.2,28.76,-32.88,-35.82,1.21,445,74.2,44.8,4.204,3.704,14.99,-5.09,26.0,81.1,11,30.9,28.06,32.4,28.06,-32.89,-42.02,0.939,1065,51.5,47.9,4.738,4.238,16.12,-5.66,30.0,64.5,14,3.9
g1b_a24_L15_d30_s8_t50_tp25_n16,24,25,15,0.3,off,70.0,,close,0.08,50,0.25,16,0.0625,,pct,0.0025,False,False,8140,37.34,32.44,41.66,32.44,-26.23,-28.67,1.424,1038,173.0,45.7,4.065,3.565,15.14,-5.29,27.0,81.3,13,25.98,25.24,27.31,25.24,-26.69,-32.66,0.973,2239,108.3,47.0,4.511,4.011,15.93,-5.72,30.0,57.6,21,6.7
g1b_a24_L15_d30_s8_t150_notp_n5,24,25,15,0.3,off,70.0,,close,0.08,150,,5,0.3,,pct,0.0025,False,False,8140,36.83,26.34,53.68,26.34,-44.93,-55.23,0.82,71,11.9,43.6,19.812,19.312,55.31,-7.95,76.0,87.3,6,22.78,19.85,26.33,19.85,-59.13,-59.13,0.385,173,8.4,42.3,15.712,15.212,46.25,-7.69,107.0,80.0,16,2.7
g1b_a24_L15_d30_s8_t150_notp_n8,24,25,15,0.3,off,70.0,,close,0.08,150,,8,0.1875,,pct,0.0025,False,False,8140,39.63,31.36,51.17,31.36,-37.45,-43.56,1.058,107,17.8,46.8,20.299,19.799,53.11,-7.48,83.0,87.9,7,22.47,18.47,24.54,18.47,-50.59,-50.59,0.444,265,12.8,44.0,14.644,14.144,43.96,-7.55,106.0,80.3,18,3.2
g1b_a24_L15_d30_s8_t150_notp_n10,24,25,15,0.3,off,70.0,,close,0.08,150,,10,0.15,,pct,0.0025,False,False,8140,40.56,34.21,49.57,34.21,-38.78,-42.42,1.046,135,22.5,46.0,20.082,19.582,53.12,-7.51,84.0,89.4,8,23.92,21.96,25.89,21.96,-53.87,-53.87,0.444,325,15.7,44.2,15.984,15.484,46.58,-7.53,107.0,80.2,20,3.5
g1b_a24_L15_d30_s8_t150_notp_n16,24,25,15,0.3,off,70.0,,close,0.08,150,,16,0.0625,,pct,0.0025,False,False,8140,33.66,30.2,40.15,30.2,-31.29,-33.98,1.076,332,55.3,45.1,14.497,13.997,41.08,-7.36,82.0,91.0,20,24.07,22.76,25.77,22.76,-52.21,-52.21,0.461,695,33.6,45.7,16.194,15.694,44.76,-7.44,118.0,78.4,32,6.4
g1b_a24_L15_d30_s8_t150_tp25_n5,24,25,15,0.3,off,70.0,,close,0.08,150,0.25,5,0.3,,pct,0.0025,False,False,8140,31.91,19.24,38.73,19.24,-42.35,-53.98,0.753,159,26.5,47.2,4.922,4.422,18.9,-7.42,38.0,83.6,7,30.36,26.03,34.99,26.03,-40.14,-49.36,0.756,397,19.2,50.1,6.358,5.858,20.36,-7.73,47.0,75.2,10,2.7
g1b_a24_L15_d30_s8_t150_tp25_n8,24,25,15,0.3,off,70.0,,close,0.08,150,0.25,8,0.1875,,pct,0.0025,False,False,8140,31.73,24.47,40.12,24.47,-37.08,-45.08,0.856,259,43.3,47.0,4.883,4.383,19.05,-7.53,38.0,85.5,10,29.48,24.69,31.81,24.69,-37.9,-46.26,0.778,664,32.1,48.8,5.914,5.414,20.07,-7.8,45.0,73.9,12,3.4
g1b_a24_L15_d30_s8_t150_tp25_n10,24,25,15,0.3,off,70.0,,close,0.08,150,0.25,10,0.15,,pct,0.0025,False,False,8140,31.23,26.45,44.86,26.45,-34.47,-39.66,0.906,322,53.7,46.8,4.84,4.34,18.99,-7.67,38.0,83.9,13,27.8,23.3,29.68,23.3,-36.7,-41.73,0.757,798,38.6,48.2,5.777,5.277,20.18,-7.85,45.0,71.1,13,4.0
g1b_a24_L15_d30_s8_t150_tp25_n16,24,25,15,0.3,off,70.0,,close,0.08,150,0.25,16,0.0625,,pct,0.0025,False,False,8140,32.25,29.64,36.55,29.64,-27.98,-31.94,1.153,727,121.2,47.3,5.227,4.727,19.56,-7.62,41.0,85.4,20,25.0,23.9,26.35,23.9,-28.89,-30.57,0.865,1690,81.8,48.1,5.742,5.242,20.57,-7.88,47.0,66.7,20,6.5
g1b_a24_L15_d30_s10_t20_notp_n5,24,25,15,0.3,off,70.0,,close,0.1,20,,5,0.3,,pct,0.0025,False,False,8140,48.0,30.31,56.96,30.31,-43.28,-50.74,1.109,261,43.5,42.9,4.524,4.024,15.77,-4.33,22.0,82.6,11,31.24,29.54,36.65,29.54,-45.13,-51.86,0.692,675,32.7,43.3,4.233,3.733,15.73,-4.38,23.0,65.2,15,2.8
g1b_a24_L15_d30_s10_t20_notp_n8,24,25,15,0.3,off,70.0,,close,0.1,20,,8,0.1875,,pct,0.0025,False,False,8140,42.02,35.3,50.4,35.3,-40.16,-49.55,1.046,414,69.0,42.1,4.029,3.529,14.98,-4.17,22.0,81.9,13,32.5,29.8,37.41,29.8,-41.23,-49.85,0.788,1012,49.0,44.1,4.404,3.904,15.35,-4.23,24.0,62.4,16,3.1
g1b_a24_L15_d30_s10_t20_notp_n10,24,25,15,0.3,off,70.0,,close,0.1,20,,10,0.15,,pct,0.0025,False,False,8140,40.67,36.15,48.63,36.15,-39.48,-46.17,1.03,524,87.4,41.7,3.878,3.378,14.88,-4.15,21.0,81.4,13,31.75,29.94,34.99,29.94,-38.46,-45.73,0.826,1227,59.4,44.3,4.336,3.836,15.32,-4.23,23.0,60.3,17,3.5
g1b_a24_L15_d30_s10_t20_notp_n16,24,25,15,0.3,off,70.0,,close,0.1,20,,16,0.0625,,pct,0.0025,False,False,8140,45.0,42.88,48.13,42.88,-31.37,-35.26,1.434,1182,197.0,43.2,4.171,3.671,15.15,-4.12,22.0,78.6,21,27.79,26.0,29.73,26.0,-31.54,-34.02,0.881,2509,121.4,44.6,4.237,3.737,14.52,-4.08,23.0,51.4,21,5.9
g1b_a24_L15_d30_s10_t20_tp25_n5,24,25,15,0.3,off,70.0,,close,0.1,20,0.25,5,0.3,,pct,0.0025,False,False,8140,42.75,35.35,54.84,35.35,-37.22,-44.8,1.148,323,53.8,42.8,3.348,2.848,13.85,-4.36,18.0,79.8,11,32.49,30.58,39.39,30.58,-38.86,-47.0,0.836,815,39.5,44.0,3.451,2.951,13.58,-4.35,19.0,62.0,14,2.5
g1b_a24_L15_d30_s10_t20_tp25_n8,24,25,15,0.3,off,70.0,,close,0.1,20,0.25,8,0.1875,,pct,0.0025,False,False,8140,46.26,41.37,56.67,41.37,-33.94,-38.65,1.363,524,87.4,42.9,3.324,2.824,13.78,-4.22,18.0,81.2,16,33.28,31.87,37.06,31.87,-36.0,-39.26,0.925,1261,61.0,44.0,3.526,3.026,13.67,-4.26,19.0,59.8,16,3.4
g1b_a24_L15_d30_s10_t20_tp25_n10,24,25,15,0.3,off,70.0,,close,0.1,20,0.25,10,0.15,,pct,0.0025,False,False,8140,39.31,35.72,48.27,35.72,-30.41,-35.39,1.293,630,105.1,42.4,3.075,2.575,13.46,-4.23,18.0,77.8,17,33.29,31.66,36.52,31.66,-32.16,-36.65,1.035,1481,71.7,44.4,3.654,3.154,13.58,-4.22,19.0,56.2,18,3.5
g1b_a24_L15_d30_s10_t20_tp25_n16,24,25,15,0.3,off,70.0,,close,0.1,20,0.25,16,0.0625,,pct,0.0025,False,False,8140,44.3,42.79,47.36,42.79,-24.57,-25.9,1.803,1452,242.1,43.3,3.371,2.871,13.18,-4.13,18.0,75.1,28,29.33,27.45,30.06,27.45,-24.24,-25.87,1.21,2954,142.9,44.5,3.704,3.204,13.35,-4.12,19.0,46.7,28,5.7
g1b_a24_L15_d30_s10_t30_notp_n5,24,25,15,0.3,off,70.0,,close,0.1,30,,5,0.3,,pct,0.0025,False,False,8140,43.76,32.08,64.35,32.08,-38.01,-41.3,1.151,191,31.8,42.8,5.582,5.082,20.01,-4.37,31.0,85.0,12,28.4,24.21,33.86,24.21,-42.7,-42.7,0.665,502,24.3,41.8,5.131,4.631,18.74,-4.58,33.0,68.7,13,2.8
g1b_a24_L15_d30_s10_t30_notp_n8,24,25,15,0.3,off,70.0,,close,0.1,30,,8,0.1875,,pct,0.0025,False,False,8140,39.49,29.05,50.01,29.05,-38.11,-44.1,1.036,307,51.3,41.2,4.942,4.442,18.86,-4.39,30.0,84.0,18,27.65,25.33,30.58,25.33,-39.93,-45.94,0.693,772,37.4,42.0,4.958,4.458,18.31,-4.63,32.0,66.4,18,3.0
g1b_a24_L15_d30_s10_t30_notp_n10,24,25,15,0.3,off,70.0,,close,0.1,30,,10,0.15,,pct,0.0025,False,False,8140,38.12,26.39,51.32,26.39,-37.94,-42.73,1.005,390,65.0,40.4,4.814,4.314,18.05,-4.42,29.0,84.6,21,28.75,27.15,32.13,27.15,-38.9,-43.37,0.739,942,45.6,42.6,5.201,4.701,18.4,-4.63,33.0,65.9,21,3.7
g1b_a24_L15_d30_s10_t30_notp_n16,24,25,15,0.3,off,70.0,,close,0.1,30,,16,0.0625,,pct,0.0025,False,False,8140,32.99,29.6,35.67,29.6,-32.37,-35.77,1.019,922,153.7,40.7,4.203,3.703,17.13,-4.59,29.0,82.6,31,25.4,23.55,27.01,23.55,-32.48,-35.46,0.782,2020,97.7,43.8,4.922,4.422,17.1,-4.53,32.0,58.1,31,6.5
g1b_a24_L15_d30_s10_t30_tp25_n5,24,25,15,0.3,off,70.0,,close,0.1,30,0.25,5,0.3,,pct,0.0025,False,False,8140,56.07,41.08,69.2,41.08,-33.24,-37.82,1.687,264,44.0,43.2,4.634,4.134,15.89,-4.29,22.0,81.7,12,33.03,31.58,38.24,31.58,-36.03,-37.63,0.917,658,31.9,43.1,4.212,3.712,15.89,-4.59,24.0,65.4,13,2.8
g1b_a24_L15_d30_s10_t30_tp25_n8,24,25,15,0.3,off,70.0,,close,0.1,30,0.25,8,0.1875,,pct,0.0025,False,False,8140,52.05,35.69,57.66,35.69,-33.22,-40.76,1.566,436,72.7,43.3,4.318,3.818,15.76,-4.41,22.0,83.6,14,32.98,30.79,37.43,30.79,-34.32,-36.56,0.961,1029,49.8,43.5,4.157,3.657,15.8,-4.65,24.0,64.1,15,3.7
g1b_a24_L15_d30_s10_t30_tp25_n10,24,25,15,0.3,off,70.0,,close,0.1,30,0.25,10,0.15,,pct,0.0025,False,False,8140,50.19,34.57,56.9,34.57,-32.49,-34.12,1.545,519,86.5,43.1,4.31,3.81,15.77,-4.42,22.0,80.3,16,32.33,30.44,35.67,30.44,-30.55,-33.84,1.058,1215,58.8,43.7,4.278,3.778,15.76,-4.61,24.0,60.5,16,3.8
g1b_a24_L15_d30_s10_t30_tp25_n16,24,25,15,0.3,off,70.0,,close,0.1,30,0.25,16,0.0625,,pct,0.0025,False,False,8140,41.28,35.54,46.64,35.54,-26.42,-28.59,1.563,1232,205.5,41.6,3.716,3.216,15.3,-4.56,22.0,79.0,29,28.87,27.49,30.71,27.49,-27.36,-30.42,1.055,2553,123.5,43.9,4.257,3.757,15.54,-4.63,24.0,52.6,28,6.2
g1b_a24_L15_d30_s10_t50_notp_n5,24,25,15,0.3,off,70.0,,close,0.1,50,,5,0.3,,pct,0.0025,False,False,8140,33.77,25.07,42.65,25.07,-38.58,-52.77,0.875,158,26.4,45.6,5.752,5.252,18.44,-5.04,37.0,84.4,8,23.3,21.49,30.18,21.49,-44.35,-52.71,0.525,398,19.3,45.0,5.704,5.204,19.59,-5.54,44.0,73.9,10,2.5
g1b_a24_L15_d30_s10_t50_notp_n8,24,25,15,0.3,off,70.0,,close,0.1,50,,8,0.1875,,pct,0.0025,False,False,8140,31.53,19.6,43.05,19.6,-34.97,-45.2,0.901,233,38.9,42.9,5.61,5.11,18.94,-4.76,39.0,83.9,11,25.77,22.45,30.43,22.45,-36.13,-41.88,0.713,587,28.4,46.6,6.236,5.736,19.5,-5.57,46.0,71.5,12,3.1
g1b_a24_L15_d30_s10_t50_notp_n10,24,25,15,0.3,off,70.0,,close,0.1,50,,10,0.15,,pct,0.0025,False,False,8140,35.66,29.41,41.05,29.41,-37.13,-41.16,0.96,284,47.4,43.9,6.348,5.848,20.62,-4.85,40.0,86.0,12,25.91,24.28,29.35,24.28,-34.48,-39.8,0.751,702,34.0,47.1,6.394,5.894,20.2,-5.69,47.0,71.0,14,3.4
g1b_a24_L15_d30_s10_t50_notp_n16,24,25,15,0.3,off,70.0,,close,0.1,50,,16,0.0625,,pct,0.0025,False,False,8140,33.58,30.92,40.48,30.92,-29.93,-35.74,1.122,650,108.4,44.0,6.216,5.716,20.79,-5.17,41.0,85.5,16,24.7,22.88,25.6,22.88,-33.32,-34.09,0.741,1490,72.1,46.8,6.726,6.226,20.64,-5.71,48.0,65.3,21,6.0
g1b_a24_L15_d30_s10_t50_tp25_n5,24,25,15,0.3,off,70.0,,close,0.1,50,0.25,5,0.3,,pct,0.0025,False,False,8140,40.74,18.71,44.32,18.71,-35.68,-47.63,1.142,231,38.5,46.6,4.287,3.787,15.1,-5.25,25.0,82.3,11,30.65,25.05,33.89,25.05,-38.78,-48.65,0.79,560,27.1,48.5,4.741,4.241,15.84,-5.65,31.0,69.6,11,3.0
g1b_a24_L15_d30_s10_t50_tp25_n8,24,25,15,0.3,off,70.0,,close,0.1,50,0.25,8,0.1875,,pct,0.0025,False,False,8140,36.13,24.69,48.96,24.69,-33.32,-41.32,1.085,359,59.9,46.0,3.957,3.457,14.85,-5.22,27.0,84.1,12,30.46,27.09,32.89,27.09,-34.52,-37.62,0.882,867,41.9,48.3,4.691,4.191,15.91,-5.87,31.0,68.8,13,3.8
g1b_a24_L15_d30_s10_t50_tp25_n10,24,25,15,0.3,off,70.0,,close,0.1,50,0.25,10,0.15,,pct,0.0025,False,False,8140,40.01,30.94,46.32,30.94,-31.97,-36.81,1.252,425,70.9,46.6,4.423,3.923,15.34,-5.19,27.0,81.6,11,29.06,26.44,32.74,26.44,-32.67,-38.43,0.889,1020,49.4,48.6,4.736,4.236,15.92,-5.86,31.0,65.2,14,3.9
g1b_a24_L15_d30_s10_t50_tp25_n16,24,25,15,0.3,off,70.0,,close,0.1,50,0.25,16,0.0625,,pct,0.0025,False,False,8140,37.44,35.54,40.17,35.54,-25.87,-28.29,1.447,1004,167.5,46.9,4.199,3.699,15.03,-5.43,28.0,82.0,14,26.81,25.27,27.97,25.27,-26.43,-31.1,1.014,2182,105.6,48.1,4.688,4.188,16.13,-5.9,32.0,58.6,21,7.2
g1b_a24_L15_d30_s10_t150_notp_n5,24,25,15,0.3,off,70.0,,close,0.1,150,,5,0.3,,pct,0.0025,False,False,8140,42.31,31.16,60.11,31.16,-43.25,-47.5,0.978,61,10.3,46.9,24.353,23.853,64.83,-8.65,90.0,88.0,5,23.4,19.91,25.39,19.91,-61.05,-61.05,0.383,164,8.0,44.7,16.91,16.41,47.82,-8.89,113.0,81.1,16,2.6
g1b_a24_L15_d30_s10_t150_notp_n8,24,25,15,0.3,off,70.0,,close,0.1,150,,8,0.1875,,pct,0.0025,False,False,8140,37.55,31.16,52.46,31.16,-38.75,-46.45,0.969,98,16.4,45.4,20.909,20.409,57.21,-8.45,89.0,87.7,7,22.97,20.6,24.19,20.6,-52.29,-52.29,0.439,245,11.9,46.2,16.16,15.66,45.22,-8.59,117.0,81.5,18,3.1
g1b_a24_L15_d30_s10_t150_notp_n10,24,25,15,0.3,off,70.0,,close,0.1,150,,10,0.15,,pct,0.0025,False,False,8140,40.04,35.45,49.3,35.45,-39.51,-43.84,1.013,120,20.0,47.8,21.951,21.451,56.46,-8.51,95.0,89.7,7,24.15,21.92,25.03,21.92,-54.07,-54.07,0.447,304,14.7,46.8,16.95,16.45,45.62,-8.61,116.0,81.4,20,3.6
g1b_a24_L15_d30_s10_t150_notp_n16,24,25,15,0.3,off,70.0,,close,0.1,150,,16,0.0625,,pct,0.0025,False,False,8140,32.03,29.41,37.51,29.41,-32.48,-36.82,0.986,305,50.9,46.2,15.412,14.912,43.7,-8.4,90.0,91.6,18,23.94,23.17,26.7,23.17,-52.28,-52.28,0.458,650,31.4,48.6,17.359,16.859,45.17,-8.42,128.0,79.2,32,6.1
g1b_a24_L15_d30_s10_t150_tp25_n5,24,25,15,0.3,off,70.0,,close,0.1,150,0.25,5,0.3,,pct,0.0025,False,False,8140,30.89,18.07,38.16,18.07,-40.05,-50.5,0.771,150,25.1,50.5,5.134,4.634,18.07,-8.43,41.0,84.0,7,27.75,21.04,31.04,21.04,-42.92,-54.98,0.646,377,18.2,51.3,6.351,5.851,20.27,-8.86,50.0,75.0,10,2.5
g1b_a24_L15_d30_s10_t150_tp25_n8,24,25,15,0.3,off,70.0,,close,0.1,150,0.25,8,0.1875,,pct,0.0025,False,False,8140,31.03,22.85,38.09,22.85,-38.49,-42.83,0.806,239,39.9,49.1,5.117,4.617,19.04,-8.44,42.0,86.1,9,28.4,25.6,32.88,25.6,-38.04,-46.14,0.746,614,29.7,51.4,6.206,5.706,20.61,-8.94,49.0,74.7,12,3.2
g1b_a24_L15_d30_s10_t150_tp25_n10,24,25,15,0.3,off,70.0,,close,0.1,150,0.25,10,0.15,,pct,0.0025,False,False,8140,31.73,25.4,36.06,25.4,-36.76,-39.32,0.863,293,48.8,49.4,5.259,4.759,18.99,-8.47,42.0,84.6,11,27.61,23.95,31.52,23.95,-37.64,-38.45,0.733,733,35.5,51.3,6.276,5.776,20.59,-8.84,49.0,72.1,13,3.6
g1b_a24_L15_d30_s10_t150_tp25_n16,24,25,15,0.3,off,70.0,,close,0.1,150,0.25,16,0.0625,,pct,0.0025,False,False,8140,32.8,27.62,37.66,27.62,-29.84,-31.13,1.099,665,110.9,51.0,5.827,5.327,19.6,-8.54,46.0,86.3,23,25.37,23.23,26.74,23.23,-29.72,-32.42,0.854,1550,75.0,51.2,6.382,5.882,20.81,-8.79,53.0,68.9,22,6.4
