symbol,date,entry_price,max_gain,fixed_sl,FIXED_return,FIXED_exit,FIXED_days,TRAIL-10%_return,TRAIL-10%_exit,TRAIL-10%_days,TRAIL-15%_return,TRAIL-15%_exit,TRAIL-15%_days,TRAIL-20%_return,TRAIL-20%_exit,TRAIL-20%_days,TRAIL-25%_return,TRAIL-25%_exit,TRAIL-25%_days,TRAIL-30%_return,TRAIL-30%_exit,TRAIL-30%_days,RATCHET-10%_return,RATCHET-10%_exit,RATCHET-10%_days,RATCHET-15%_return,RATCHET-15%_exit,RATCHET-15%_days,RATCHET-20%_return,RATCHET-20%_exit,RATCHET-20%_days,RATCHET-25%_return,RATCHET-25%_exit,RATCHET-25%_days,RATCHET-30%_return,RATCHET-30%_exit,RATCHET-30%_days
SUNPHARMA,2003-07-03,16.46,87.84933171324423,14.28728,64.3377885783718,OPEN,124,-5.133657351154306,STOP,8,-10.404009720534631,STOP,13,17.08383961117862,STOP,43,64.3377885783718,OPEN,124,64.3377885783718,OPEN,124,-5.133657351154306,STOP,8,-10.404009720534631,STOP,13,17.08383961117862,STOP,43,64.3377885783718,OPEN,124,64.3377885783718,OPEN,124
M&M,2003-07-30,25.13,122.44329486669321,20.50608,109.39116593712694,OPEN,124,-3.768404297652205,STOP,17,35.26263430163153,STOP,57,77.95463589335456,STOP,122,109.39116593712694,OPEN,124,109.39116593712694,OPEN,124,-3.768404297652205,STOP,17,35.26263430163153,STOP,57,77.95463589335456,STOP,122,109.39116593712694,OPEN,124,109.39116593712694,OPEN,124
GRASIM,2003-07-31,92.85,120.14001077005925,74.74425,103.93107162089392,OPEN,124,7.059773828756066,STOP,3,1.1120086160473872,STOP,4,103.93107162089392,OPEN,124,103.93107162089392,OPEN,124,103.93107162089392,OPEN,124,7.059773828756066,STOP,3,1.1120086160473872,STOP,4,103.93107162089392,OPEN,124,103.93107162089392,OPEN,124,103.93107162089392,OPEN,124
INDUSINDBK,2003-07-31,25.3,99.60474308300394,22.5423,-10.899999999999999,STOP,35,3.162055335968382,STOP,12,-2.5691699604743166,STOP,14,-5.612648221343866,STOP,35,-11.511857707509874,STOP,36,70.55335968379445,OPEN,124,3.162055335968382,STOP,12,-2.5691699604743166,STOP,14,-5.612648221343866,STOP,35,-10.899999999999999,STOP,35,-10.899999999999999,STOP,35
CIPLA,2003-08-05,68.94,63.62053959965187,60.46038,32.564548883086744,OPEN,124,23.00261096605745,STOP,22,16.16913257905426,STOP,22,9.33565419205107,STOP,34,32.564548883086744,OPEN,124,32.564548883086744,OPEN,124,23.00261096605745,STOP,22,16.16913257905426,STOP,22,9.33565419205107,STOP,34,32.564548883086744,OPEN,124,32.564548883086744,OPEN,124
CIPLA,2003-08-05,68.94,63.62053959965187,60.46038,32.564548883086744,OPEN,124,23.00261096605745,STOP,22,16.16913257905426,STOP,22,9.33565419205107,STOP,34,32.564548883086744,OPEN,124,32.564548883086744,OPEN,124,23.00261096605745,STOP,22,16.16913257905426,STOP,22,9.33565419205107,STOP,34,32.564548883086744,OPEN,124,32.564548883086744,OPEN,124
ICICIBANK,2003-08-21,32.43,97.5023126734505,26.5926,77.92167745914278,OPEN,124,19.028677150786308,STOP,42,27.853839037927848,STOP,63,77.92167745914278,OPEN,124,77.92167745914278,OPEN,124,77.92167745914278,OPEN,124,19.028677150786308,STOP,42,27.853839037927848,STOP,63,77.92167745914278,OPEN,124,77.92167745914278,OPEN,124,77.92167745914278,OPEN,124
BHARTIARTL,2003-10-28,40.7,127.88697788697787,34.3915,105.89680589680587,OPEN,124,1.2776412776412678,STOP,6,2.542997542997534,STOP,9,-3.4889434889434927,STOP,21,105.89680589680587,OPEN,124,105.89680589680587,OPEN,124,1.2776412776412678,STOP,6,2.542997542997534,STOP,9,-3.4889434889434927,STOP,21,105.89680589680587,OPEN,124,105.89680589680587,OPEN,124
APOLLOHOSP,2003-11-17,89.7,38.96321070234114,75.6171,17.22408026755853,OPEN,124,-8.193979933110361,STOP,3,-5.997770345596443,STOP,35,-11.52731326644369,STOP,46,4.222408026755862,STOP,122,17.22408026755853,OPEN,124,-8.193979933110361,STOP,3,-5.997770345596443,STOP,35,-11.52731326644369,STOP,46,4.222408026755862,STOP,122,17.22408026755853,OPEN,124
ADANIENT,2003-12-09,36.6,108.74316939890711,29.682600000000004,101.09289617486337,OPEN,124,7.9508196721311375,STOP,5,20.532786885245883,STOP,6,55.1912568306011,STOP,14,45.49180327868852,STOP,30,35.79234972677594,STOP,30,7.9508196721311375,STOP,5,20.532786885245883,STOP,6,55.1912568306011,STOP,14,45.49180327868852,STOP,30,35.79234972677594,STOP,30
KOTAKBANK,2004-11-18,20.22,97.23046488625126,17.30832,69.09000989119683,OPEN,124,24.13946587537094,STOP,12,27.794263105835814,STOP,38,55.88526211671613,STOP,70,47.92284866468846,STOP,103,69.09000989119683,OPEN,124,24.13946587537094,STOP,12,27.794263105835814,STOP,38,55.88526211671613,STOP,70,47.92284866468846,STOP,103,69.09000989119683,OPEN,124
UPL,2005-05-25,51.25,51.609756097560975,46.432500000000005,30.63414634146342,OPEN,124,0.975609756097561,STOP,10,7.6390243902439146,STOP,83,21.28780487804879,STOP,95,13.707317073170744,STOP,100,30.63414634146342,OPEN,124,0.975609756097561,STOP,10,7.6390243902439146,STOP,83,21.28780487804879,STOP,95,13.707317073170744,STOP,100,30.63414634146342,OPEN,124
RELIANCE,2005-06-20,57.85,38.63439930855662,46.9742,35.95505617977528,OPEN,124,14.036300777873805,STOP,34,35.95505617977528,OPEN,124,35.95505617977528,OPEN,124,35.95505617977528,OPEN,124,35.95505617977528,OPEN,124,14.036300777873805,STOP,34,35.95505617977528,OPEN,124,35.95505617977528,OPEN,124,35.95505617977528,OPEN,124,35.95505617977528,OPEN,124
INDUSINDBK,2005-07-06,76.75,9.315960912052125,65.391,-14.799999999999994,STOP,68,-3.843648208469059,STOP,21,-7.0814332247557035,STOP,53,-12.5472312703583,STOP,66,-18.013029315960907,STOP,69,-23.47882736156352,STOP,71,-3.843648208469059,STOP,21,-7.0814332247557035,STOP,53,-12.5472312703583,STOP,66,-14.799999999999994,STOP,68,-14.799999999999994,STOP,68
ICICIBANK,2005-07-25,89.71,25.861108014714084,78.13740999999999,21.001003232638507,OPEN,124,1.2161408984505722,STOP,8,-4.406978040352237,STOP,20,-0.2920521680971868,STOP,57,21.001003232638507,OPEN,124,21.001003232638507,OPEN,124,1.2161408984505722,STOP,8,-4.406978040352237,STOP,20,-0.2920521680971868,STOP,57,21.001003232638507,OPEN,124,21.001003232638507,OPEN,124
WIPRO,2005-10-04,39.0,45.8974358974359,33.657,34.74358974358974,OPEN,124,-7.230769230769213,STOP,9,-0.3974358974359003,STOP,54,-3.384615384615385,STOP,71,34.74358974358974,OPEN,124,34.74358974358974,OPEN,124,-7.230769230769213,STOP,9,-0.3974358974359003,STOP,54,-3.384615384615385,STOP,71,34.74358974358974,OPEN,124,34.74358974358974,OPEN,124
WIPRO,2005-10-04,39.0,45.8974358974359,33.54,34.74358974358974,OPEN,124,-7.230769230769213,STOP,9,-0.3974358974359003,STOP,54,-3.384615384615385,STOP,71,34.74358974358974,OPEN,124,34.74358974358974,OPEN,124,-7.230769230769213,STOP,9,-0.3974358974359003,STOP,54,-3.384615384615385,STOP,71,34.74358974358974,OPEN,124,34.74358974358974,OPEN,124
BAJFINANCE,2005-10-13,4.0,25.0,3.0,-25.0,STOP,1,-9.999999999999998,STOP,1,-15.000000000000002,STOP,1,-19.999999999999996,STOP,1,-25.0,STOP,1,-30.000000000000004,STOP,12,-9.999999999999998,STOP,1,-15.000000000000002,STOP,1,-19.999999999999996,STOP,1,-25.0,STOP,1,-25.0,STOP,1
UPL,2005-12-19,78.4,29.01785714285714,65.30720000000001,4.33673469387754,OPEN,124,16.116071428571434,STOP,26,9.665178571428571,STOP,26,3.2142857142857273,STOP,61,-3.2366071428571357,STOP,102,-9.687500000000016,STOP,115,16.116071428571434,STOP,26,9.665178571428571,STOP,26,3.2142857142857273,STOP,61,-3.2366071428571357,STOP,102,-9.687500000000016,STOP,115
APOLLOHOSP,2006-01-23,287.27,3.0389529014516024,236.71047999999996,-17.60000000000001,STOP,63,-7.264942388693546,STOP,1,-12.41689003376614,STOP,7,-17.568837678838715,STOP,63,-22.720785323911297,STOP,74,-27.872732968983883,STOP,78,-7.264942388693546,STOP,1,-12.41689003376614,STOP,7,-17.568837678838715,STOP,63,-17.60000000000001,STOP,63,-17.60000000000001,STOP,63
HEROMOTOCO,2006-02-10,802.55,2.105787801383103,702.2312499999999,-12.500000000000004,STOP,22,-8.104790978755199,STOP,22,-13.210080368824364,STOP,41,-18.315369758893514,STOP,66,-23.420659148962667,STOP,74,-28.52594853903183,STOP,82,-8.104790978755199,STOP,22,-12.500000000000004,STOP,22,-12.500000000000004,STOP,22,-12.500000000000004,STOP,22,-12.500000000000004,STOP,22
HEROMOTOCO,2006-02-10,802.55,2.105787801383103,691.7981,-13.799999999999999,STOP,51,-8.104790978755199,STOP,22,-13.210080368824364,STOP,41,-18.315369758893514,STOP,66,-23.420659148962667,STOP,74,-28.52594853903183,STOP,82,-8.104790978755199,STOP,22,-13.210080368824364,STOP,41,-13.799999999999999,STOP,51,-13.799999999999999,STOP,51,-13.799999999999999,STOP,51
MARUTI,2006-02-28,822.6,18.52054461463652,715.662,-12.999999999999998,STOP,54,0.5470459518599562,STOP,1,-2.5899586676391864,STOP,6,-8.319961098954527,STOP,6,-11.109591539022603,STOP,54,-17.035618769754436,STOP,54,0.5470459518599562,STOP,1,-2.5899586676391864,STOP,6,-8.319961098954527,STOP,6,-11.109591539022603,STOP,54,-12.999999999999998,STOP,54
UPL,2006-05-05,96.15,4.00416016640665,83.55435,-13.100000000000007,STOP,7,-6.396255850234015,STOP,6,-11.596463858554348,STOP,7,-16.79667186687468,STOP,11,-21.996879875195013,STOP,11,-27.197087883515348,STOP,24,-6.396255850234015,STOP,6,-11.596463858554348,STOP,7,-13.100000000000007,STOP,7,-13.100000000000007,STOP,7,-13.100000000000007,STOP,7
UPL,2006-05-05,96.15,4.00416016640665,82.4967,-14.200000000000001,STOP,10,-6.396255850234015,STOP,6,-11.596463858554348,STOP,7,-16.79667186687468,STOP,11,-21.996879875195013,STOP,11,-27.197087883515348,STOP,24,-6.396255850234015,STOP,6,-11.596463858554348,STOP,7,-14.200000000000001,STOP,10,-14.200000000000001,STOP,10,-14.200000000000001,STOP,10
NTPC,2007-10-01,158.18,40.801618409407,138.88204000000002,-12.199999999999992,STOP,78,0.6796055127070354,STOP,4,-4.9137059046655756,STOP,5,9.758502971298524,STOP,37,5.601213807055244,STOP,77,-1.4388671134151032,STOP,77,0.6796055127070354,STOP,4,-4.9137059046655756,STOP,5,9.758502971298524,STOP,37,5.601213807055244,STOP,77,-1.4388671134151032,STOP,77
DRREDDY,2009-09-18,173.2,52.22286374133949,149.12519999999998,45.84295612009239,OPEN,124,5.7967667436489725,STOP,9,23.37759815242495,STOP,82,45.84295612009239,OPEN,124,45.84295612009239,OPEN,124,45.84295612009239,OPEN,124,5.7967667436489725,STOP,9,23.37759815242495,STOP,82,45.84295612009239,OPEN,124,45.84295612009239,OPEN,124,45.84295612009239,OPEN,124
DRREDDY,2009-09-18,173.2,52.22286374133949,152.58919999999998,45.84295612009239,OPEN,124,5.7967667436489725,STOP,9,23.37759815242495,STOP,82,45.84295612009239,OPEN,124,45.84295612009239,OPEN,124,45.84295612009239,OPEN,124,5.7967667436489725,STOP,9,23.37759815242495,STOP,82,45.84295612009239,OPEN,124,45.84295612009239,OPEN,124,45.84295612009239,OPEN,124
ASIANPAINT,2009-10-06,142.0,47.6056338028169,128.936,45.021126760563384,OPEN,124,7.746478873239436,STOP,9,21.573943661971825,STOP,94,45.021126760563384,OPEN,124,45.021126760563384,OPEN,124,45.021126760563384,OPEN,124,7.746478873239436,STOP,9,21.573943661971825,STOP,94,45.021126760563384,OPEN,124,45.021126760563384,OPEN,124,45.021126760563384,OPEN,124
ADANIENT,2010-07-27,174.1,33.94600804135554,156.69,7.237219988512346,OPEN,124,8.765077541642745,STOP,38,13.854106835152214,STOP,86,7.156806433084439,STOP,86,0.4595060310166473,STOP,86,7.237219988512346,OPEN,124,8.765077541642745,STOP,38,13.854106835152214,STOP,86,7.156806433084439,STOP,86,0.4595060310166473,STOP,86,7.237219988512346,OPEN,124
BRITANNIA,2010-08-02,208.96,27.99100306278713,184.09376,-11.900000000000002,STOP,6,2.3612174578866756,STOP,5,-3.325516845329255,STOP,6,-9.012251148545172,STOP,6,-4.006747702909663,STOP,77,-10.40629785604902,STOP,113,2.3612174578866756,STOP,5,-3.325516845329255,STOP,6,-9.012251148545172,STOP,6,-11.900000000000002,STOP,6,-11.900000000000002,STOP,6
BRITANNIA,2010-08-02,208.96,27.99100306278713,180.12352,-13.799999999999995,STOP,117,2.3612174578866756,STOP,5,-3.325516845329255,STOP,6,-9.012251148545172,STOP,6,-4.006747702909663,STOP,77,-10.40629785604902,STOP,113,2.3612174578866756,STOP,5,-3.325516845329255,STOP,6,-9.012251148545172,STOP,6,-4.006747702909663,STOP,77,-10.40629785604902,STOP,113
HINDUNILVR,2010-09-20,293.2,12.517053206002727,261.5344,-7.673942701227832,OPEN,124,-1.5126193724420007,STOP,57,-4.36050477489769,STOP,90,-7.673942701227832,OPEN,124,-7.673942701227832,OPEN,124,-7.673942701227832,OPEN,124,-1.5126193724420007,STOP,57,-4.36050477489769,STOP,90,-7.673942701227832,OPEN,124,-7.673942701227832,OPEN,124,-7.673942701227832,OPEN,124
HCLTECH,2011-01-19,126.05,3.9270130900436357,109.9156,-12.8,STOP,25,-8.393494644982137,STOP,13,-13.482744942483135,STOP,25,-0.03966679888932738,OPEN,124,-0.03966679888932738,OPEN,124,-0.03966679888932738,OPEN,124,-8.393494644982137,STOP,13,-12.8,STOP,25,-12.8,STOP,25,-12.8,STOP,25,-12.8,STOP,25
ASIANPAINT,2011-05-24,296.35,14.290534840560134,263.7515,-11.0,STOP,99,2.8614813565041204,STOP,17,-2.8530453855238873,STOP,99,-8.567572127551895,STOP,99,-2.972836173443564,OPEN,124,-2.972836173443564,OPEN,124,2.8614813565041204,STOP,17,-2.8530453855238873,STOP,99,-8.567572127551895,STOP,99,-11.0,STOP,99,-11.0,STOP,99
COALINDIA,2011-05-31,390.55,3.4054538471386535,343.684,-11.999999999999995,STOP,29,-6.935091537575209,STOP,16,-12.10536422993214,STOP,29,-17.275636922289074,STOP,29,-22.445909614646002,STOP,29,-27.61618230700295,STOP,115,-6.935091537575209,STOP,16,-11.999999999999995,STOP,29,-11.999999999999995,STOP,29,-11.999999999999995,STOP,29,-11.999999999999995,STOP,29
COALINDIA,2011-05-31,390.55,3.4054538471386535,343.684,-11.999999999999995,STOP,29,-6.935091537575209,STOP,16,-12.10536422993214,STOP,29,-17.275636922289074,STOP,29,-22.445909614646002,STOP,29,-27.61618230700295,STOP,115,-6.935091537575209,STOP,16,-11.999999999999995,STOP,29,-11.999999999999995,STOP,29,-11.999999999999995,STOP,29,-11.999999999999995,STOP,29
BAJFINANCE,2012-02-01,7.5,40.0,6.0,33.33333333333333,OPEN,124,-3.9999999999999973,STOP,1,33.33333333333333,OPEN,124,33.33333333333333,OPEN,124,33.33333333333333,OPEN,124,33.33333333333333,OPEN,124,-3.9999999999999973,STOP,1,33.33333333333333,OPEN,124,33.33333333333333,OPEN,124,33.33333333333333,OPEN,124,33.33333333333333,OPEN,124
AXISBANK,2013-01-29,295.09,5.0459181944491664,274.13860999999997,-7.100000000000002,STOP,20,-7.523467416720312,STOP,20,-12.661052560235852,STOP,35,-17.798637703751396,STOP,47,-21.215561354163125,STOP,117,-25.565081839438808,OPEN,124,-7.100000000000002,STOP,20,-7.100000000000002,STOP,20,-7.100000000000002,STOP,20,-7.100000000000002,STOP,20,-7.100000000000002,STOP,20
AXISBANK,2013-01-29,295.09,5.0459181944491664,264.40064,-10.399999999999988,STOP,23,-7.523467416720312,STOP,20,-12.661052560235852,STOP,35,-17.798637703751396,STOP,47,-21.215561354163125,STOP,117,-25.565081839438808,OPEN,124,-7.523467416720312,STOP,20,-10.399999999999988,STOP,23,-10.399999999999988,STOP,23,-10.399999999999988,STOP,23,-10.399999999999988,STOP,23
BRITANNIA,2013-05-27,332.82,45.949762634457066,277.9047,33.52562946938284,OPEN,124,1.6630611141157456,STOP,5,33.52562946938284,OPEN,124,33.52562946938284,OPEN,124,33.52562946938284,OPEN,124,33.52562946938284,OPEN,124,1.6630611141157456,STOP,5,33.52562946938284,OPEN,124,33.52562946938284,OPEN,124,33.52562946938284,OPEN,124,33.52562946938284,OPEN,124
BRITANNIA,2013-05-27,332.82,45.949762634457066,265.25753999999995,33.52562946938284,OPEN,124,1.6630611141157456,STOP,5,33.52562946938284,OPEN,124,33.52562946938284,OPEN,124,33.52562946938284,OPEN,124,33.52562946938284,OPEN,124,1.6630611141157456,STOP,5,33.52562946938284,OPEN,124,33.52562946938284,OPEN,124,33.52562946938284,OPEN,124,33.52562946938284,OPEN,124
BRITANNIA,2013-08-13,373.65,30.00133815067577,335.16405,-10.3,STOP,10,-7.892412685668409,STOP,5,21.201659306837957,OPEN,124,21.201659306837957,OPEN,124,21.201659306837957,OPEN,124,21.201659306837957,OPEN,124,-7.892412685668409,STOP,5,-10.3,STOP,10,-10.3,STOP,10,-10.3,STOP,10,-10.3,STOP,10
BAJFINANCE,2014-03-10,17.0,55.88235294117647,14.994,52.94117647058824,OPEN,124,0.5882352941176554,STOP,42,52.94117647058824,OPEN,124,52.94117647058824,OPEN,124,52.94117647058824,OPEN,124,52.94117647058824,OPEN,124,0.5882352941176554,STOP,42,52.94117647058824,OPEN,124,52.94117647058824,OPEN,124,52.94117647058824,OPEN,124,52.94117647058824,OPEN,124
BAJFINANCE,2014-03-10,17.0,55.88235294117647,14.501,52.94117647058824,OPEN,124,0.5882352941176554,STOP,42,52.94117647058824,OPEN,124,52.94117647058824,OPEN,124,52.94117647058824,OPEN,124,52.94117647058824,OPEN,124,0.5882352941176554,STOP,42,52.94117647058824,OPEN,124,52.94117647058824,OPEN,124,52.94117647058824,OPEN,124,52.94117647058824,OPEN,124
BAJFINANCE,2014-03-28,18.0,52.77777777777778,16.002,50.0,OPEN,124,-4.999999999999992,STOP,29,50.0,OPEN,124,50.0,OPEN,124,50.0,OPEN,124,50.0,OPEN,124,-4.999999999999992,STOP,29,50.0,OPEN,124,50.0,OPEN,124,50.0,OPEN,124,50.0,OPEN,124
ULTRACEMCO,2014-05-16,2334.15,23.042649358438826,1951.3494000000003,5.663731979521446,OPEN,124,-1.5230383651436359,STOP,1,4.586251954672996,STOP,49,-1.565880513248942,STOP,103,5.663731979521446,OPEN,124,5.663731979521446,OPEN,124,-1.5230383651436359,STOP,1,4.586251954672996,STOP,49,-1.565880513248942,STOP,103,5.663731979521446,OPEN,124,5.663731979521446,OPEN,124
BAJFINANCE,2014-05-22,20.5,65.85365853658537,16.9945,46.34146341463415,OPEN,124,-3.4146341463414602,STOP,15,46.34146341463415,OPEN,124,46.34146341463415,OPEN,124,46.34146341463415,OPEN,124,46.34146341463415,OPEN,124,-3.4146341463414602,STOP,15,46.34146341463415,OPEN,124,46.34146341463415,OPEN,124,46.34146341463415,OPEN,124,46.34146341463415,OPEN,124
M&M,2014-08-11,654.3,9.5598349381018,568.5867,-13.100000000000001,STOP,119,-1.396148555708372,STOP,40,-6.874140302613475,STOP,42,-12.352132049518561,STOP,118,-7.499617912272649,OPEN,124,-7.499617912272649,OPEN,124,-1.396148555708372,STOP,40,-6.874140302613475,STOP,42,-12.352132049518561,STOP,118,-13.100000000000001,STOP,119,-13.100000000000001,STOP,119
APOLLOHOSP,2014-08-13,1132.35,27.160330286572194,960.2327999999999,15.295624144478303,OPEN,124,-2.7116174327725466,STOP,22,-8.116527575396303,STOP,29,15.295624144478303,OPEN,124,15.295624144478303,OPEN,124,15.295624144478303,OPEN,124,-2.7116174327725466,STOP,22,-8.116527575396303,STOP,29,15.295624144478303,OPEN,124,15.295624144478303,OPEN,124,15.295624144478303,OPEN,124
HEROMOTOCO,2014-09-01,2590.45,19.37501206354109,2238.1488,-5.881217549074482,OPEN,124,-0.7288308981064933,STOP,29,1.468760254009926,STOP,102,-4.499990349167122,STOP,115,-5.881217549074482,OPEN,124,-5.881217549074482,OPEN,124,-0.7288308981064933,STOP,29,1.468760254009926,STOP,102,-4.499990349167122,STOP,115,-5.881217549074482,OPEN,124,-5.881217549074482,OPEN,124
ASIANPAINT,2014-09-08,676.0,36.46449704142012,602.316,23.054733727810653,OPEN,124,-9.340976331360944,STOP,14,15.9948224852071,STOP,101,23.054733727810653,OPEN,124,23.054733727810653,OPEN,124,23.054733727810653,OPEN,124,-9.340976331360944,STOP,14,15.9948224852071,STOP,101,23.054733727810653,OPEN,124,23.054733727810653,OPEN,124,23.054733727810653,OPEN,124
ASIANPAINT,2014-09-08,676.0,36.46449704142012,582.036,23.054733727810653,OPEN,124,-9.340976331360944,STOP,14,15.9948224852071,STOP,101,23.054733727810653,OPEN,124,23.054733727810653,OPEN,124,23.054733727810653,OPEN,124,-9.340976331360944,STOP,14,15.9948224852071,STOP,101,23.054733727810653,OPEN,124,23.054733727810653,OPEN,124,23.054733727810653,OPEN,124
HINDUNILVR,2015-01-09,864.6,13.462873004857734,749.6082,5.331945408281288,OPEN,124,2.1165857043719587,STOP,51,-3.556557945870923,STOP,73,5.331945408281288,OPEN,124,5.331945408281288,OPEN,124,5.331945408281288,OPEN,124,2.1165857043719587,STOP,51,-3.556557945870923,STOP,73,5.331945408281288,OPEN,124,5.331945408281288,OPEN,124,5.331945408281288,OPEN,124
HINDUNILVR,2015-01-09,864.6,13.462873004857734,746.1498,5.331945408281288,OPEN,124,2.1165857043719587,STOP,51,-3.556557945870923,STOP,73,5.331945408281288,OPEN,124,5.331945408281288,OPEN,124,5.331945408281288,OPEN,124,2.1165857043719587,STOP,51,-3.556557945870923,STOP,73,5.331945408281288,OPEN,124,5.331945408281288,OPEN,124,5.331945408281288,OPEN,124
HCLTECH,2015-01-30,447.95,18.13818506529748,362.39154999999994,11.418685121107275,OPEN,124,6.3243665587677285,STOP,41,0.41745730550286,STOP,52,-5.489451947762009,STOP,52,11.418685121107275,OPEN,124,11.418685121107275,OPEN,124,6.3243665587677285,STOP,41,0.41745730550286,STOP,52,-5.489451947762009,STOP,52,11.418685121107275,OPEN,124,11.418685121107275,OPEN,124
BAJFINANCE,2016-02-05,67.0,76.11940298507463,53.532999999999994,49.25373134328358,OPEN,124,-7.985074626865673,STOP,4,-13.097014925373132,STOP,8,49.25373134328358,OPEN,124,49.25373134328358,OPEN,124,49.25373134328358,OPEN,124,-7.985074626865673,STOP,4,-13.097014925373132,STOP,8,49.25373134328358,OPEN,124,49.25373134328358,OPEN,124,49.25373134328358,OPEN,124
BAJAJFINSV,2016-06-16,204.4,70.25440313111545,172.5136,33.708414872798436,OPEN,124,-5.354696673189834,STOP,6,44.71624266144814,STOP,97,36.20352250489238,STOP,97,27.69080234833659,STOP,97,33.708414872798436,OPEN,124,-5.354696673189834,STOP,6,44.71624266144814,STOP,97,36.20352250489238,STOP,97,27.69080234833659,STOP,97,33.708414872798436,OPEN,124
