symbol,system,direction,entry_time,exit_time,entry_price,exit_price,bars_held,gross_ret_pct,net_ret_pct,exit_reason,capital_used,risk_rs,nav_at_entry,nav_after,exit_date
SJVN,SHORT,short,2024-03-18 09:50:00,2024-03-18 09:55:00,126.0,127.008,1,-0.7999999999999965,-0.9999999999999964,SL,375000.0,3000.0,1000000.0,996250.0,2024-03-18
AMBER,SHORT,short,2024-03-18 09:50:00,2024-03-18 09:55:00,3405.25,3371.1974999999998,1,1.0000000000000069,0.8000000000000069,TP,375000.0,3000.0,1000000.0,999250.0,2024-03-18
RAIN,SHORT,short,2024-03-18 09:50:00,2024-03-18 09:55:00,159.7,160.9776,1,-0.8000000000000044,-1.0000000000000044,SL,375000.0,3000.0,1000000.0,995500.0,2024-03-18
KNRCON,SHORT,short,2024-03-18 09:50:00,2024-03-18 10:20:00,238.75,240.66,6,-0.7999999999999986,-0.9999999999999987,SL,375000.0,3000.0,1000000.0,991750.0,2024-03-18
TCIEXP,SHORT,short,2024-03-18 09:50:00,2024-03-18 14:15:00,1010.5,1018.5840000000001,53,-0.8000000000000059,-1.000000000000006,SL,375000.0,3000.0,1000000.0,988000.0,2024-03-18
ALKEM,LONG_MR,long,2024-03-18 12:00:00,2024-03-18 15:25:00,4949.2,4998.692,41,1.0000000000000038,0.8000000000000038,TP,375000.0,3000.0,991750.0,991000.0,2024-03-18
JKCEMENT,LONG_TC,long,2024-03-21 09:55:00,2024-03-21 10:50:00,4065.25,4105.9025,11,1.0000000000000036,0.8000000000000036,TP,375000.0,3000.0,991000.0,994000.0,2024-03-21
PNBHOUSING,LONG_TC,long,2024-03-21 09:55:00,2024-03-21 10:50:00,634.5,640.845,11,1.0000000000000044,0.8000000000000045,TP,375000.0,3000.0,991000.0,997000.0,2024-03-21
WELCORP,LONG_TC,long,2024-03-21 09:55:00,2024-03-21 10:40:00,517.2,522.3720000000001,9,1.0000000000000049,0.8000000000000049,TP,375000.0,3000.0,991000.0,1000000.0,2024-03-21
BANDHANBNK,LONG_TC,long,2024-03-21 09:55:00,2024-03-21 11:55:00,181.65,180.1968,24,-0.8000000000000053,-1.0000000000000053,SL,375000.0,3000.0,991000.0,996250.0,2024-03-21
MGL,LONG_TC,long,2024-03-21 09:55:00,2024-03-21 12:15:00,1301.25,1290.84,28,-0.8000000000000063,-1.0000000000000062,SL,375000.0,3000.0,991000.0,992500.0,2024-03-21
DBL,LONG_TC,long,2024-03-27 10:00:00,2024-03-27 10:05:00,423.7,427.937,1,1.0000000000000056,0.8000000000000056,TP,375000.0,3000.0,992500.0,995500.0,2024-03-27
TIINDIA,SHORT,short,2024-04-04 09:50:00,2024-04-04 14:40:00,3662.95,3626.3205,58,1.0000000000000002,0.8000000000000003,TP,375000.0,3000.0,995500.0,998500.0,2024-04-04
SOBHA,LONG_TC,long,2024-04-08 10:00:00,2024-04-08 11:50:00,1535.85,1523.5631999999998,22,-0.8000000000000056,-1.0000000000000056,SL,375000.0,3000.0,998500.0,994750.0,2024-04-08
JKPAPER,LONG_TC,long,2024-04-08 10:00:00,2024-04-08 10:55:00,356.4,359.964,11,1.000000000000006,0.800000000000006,TP,375000.0,3000.0,998500.0,997750.0,2024-04-08
WHIRLPOOL,LONG_TC,long,2024-04-08 10:10:00,2024-04-08 11:05:00,1390.0,1403.9,11,1.0000000000000067,0.8000000000000067,TP,375000.0,3000.0,998500.0,1000750.0,2024-04-08
INDIANB,LONG_TC,long,2024-04-08 10:25:00,2024-04-08 15:05:00,528.9,524.6687999999999,56,-0.8000000000000109,-1.0000000000000109,SL,375000.0,3000.0,998500.0,997000.0,2024-04-08
APLAPOLLO,LONG_TC,long,2024-04-08 10:35:00,2024-04-08 12:05:00,1578.0,1593.78,18,0.9999999999999983,0.7999999999999983,TP,375000.0,3000.0,998500.0,1000000.0,2024-04-08
CDSL,SHORT,short,2024-04-15 09:50:00,2024-04-15 10:00:00,972.55,980.3303999999999,2,-0.7999999999999986,-0.9999999999999987,SL,375000.0,3000.0,1000000.0,996250.0,2024-04-15
LTTS,SHORT,short,2024-04-15 09:50:00,2024-04-15 09:55:00,5550.0,5594.4,1,-0.7999999999999934,-0.9999999999999933,SL,375000.0,3000.0,1000000.0,992500.0,2024-04-15
SUZLON,SHORT,short,2024-04-15 09:50:00,2024-04-15 09:55:00,40.1,40.4208,1,-0.799999999999996,-0.999999999999996,SL,375000.0,3000.0,1000000.0,988750.0,2024-04-15
ZEEL,SHORT,short,2024-04-15 09:50:00,2024-04-15 10:10:00,139.77,140.88816,4,-0.799999999999992,-0.999999999999992,SL,375000.0,3000.0,1000000.0,985000.0,2024-04-15
NAM-INDIA,SHORT,short,2024-04-23 09:50:00,2024-04-23 12:45:00,565.35,559.6965,35,1.0000000000000013,0.8000000000000014,TP,375000.0,3000.0,985000.0,988000.0,2024-04-23
EDELWEISS,SHORT,short,2024-04-23 09:50:00,2024-04-23 10:25:00,77.75,78.372,7,-0.7999999999999998,-0.9999999999999998,SL,375000.0,3000.0,985000.0,984250.0,2024-04-23
BAYERCROP,SHORT,short,2024-04-23 09:50:00,2024-04-23 14:50:00,5579.55,5573.85,60,0.10215877624539288,-0.09784122375460713,EOD,375000.0,3000.0,985000.0,983883.0954109202,2024-04-23
NATIONALUM,SHORT,short,2024-04-23 09:50:00,2024-04-23 14:50:00,180.35,180.01,60,0.188522317715555,-0.011477682284445012,EOD,375000.0,3000.0,985000.0,983840.0541023535,2024-04-23
RAIN,SHORT,short,2024-04-23 09:50:00,2024-04-23 10:30:00,177.8,179.22240000000002,8,-0.8000000000000057,-1.0000000000000058,SL,375000.0,3000.0,985000.0,980090.0541023535,2024-04-23
WELCORP,LONG_TC,long,2024-04-24 09:55:00,2024-04-24 10:10:00,579.6,574.9632,3,-0.7999999999999989,-0.9999999999999989,SL,375000.0,3000.0,980090.0541023535,976340.0541023535,2024-04-24
BANDHANBNK,LONG_TC,long,2024-04-24 09:55:00,2024-04-24 14:25:00,184.9,183.4208,54,-0.7999999999999955,-0.9999999999999956,SL,375000.0,3000.0,980090.0541023535,972590.0541023535,2024-04-24
GRINDWELL,LONG_TC,long,2024-04-24 10:00:00,2024-04-24 11:50:00,2116.65,2099.7168,22,-0.7999999999999973,-0.9999999999999973,SL,375000.0,3000.0,980090.0541023535,968840.0541023535,2024-04-24
JKPAPER,LONG_TC,long,2024-04-24 10:10:00,2024-04-24 15:10:00,367.5,369.0,60,0.40816326530612246,0.20816326530612245,EOD,375000.0,3000.0,976340.0541023535,969620.6663472515,2024-04-24
CCL,LONG_TC,long,2024-04-30 09:55:00,2024-04-30 14:55:00,593.85,593.0,60,-0.14313378799360488,-0.3431337879936049,EOD,375000.0,3000.0,969620.6663472515,968333.9146422755,2024-04-30
AMBER,LONG_TC,long,2024-04-30 10:05:00,2024-04-30 10:10:00,3822.7,3860.9269999999997,1,0.9999999999999963,0.7999999999999963,TP,375000.0,3000.0,969620.6663472515,971333.9146422755,2024-04-30
AMBER,SHORT,short,2024-05-07 09:50:00,2024-05-07 10:35:00,4042.0,4001.58,9,1.0000000000000018,0.8000000000000018,TP,375000.0,3000.0,971333.9146422755,974333.9146422755,2024-05-07
KNRCON,SHORT,short,2024-05-07 09:50:00,2024-05-07 10:40:00,252.7,250.17299999999997,10,1.000000000000006,0.800000000000006,TP,375000.0,3000.0,971333.9146422755,977333.9146422755,2024-05-07
SUZLON,SHORT,short,2024-05-07 09:50:00,2024-05-07 09:55:00,40.1,40.4208,1,-0.799999999999996,-0.999999999999996,SL,375000.0,3000.0,971333.9146422755,973583.9146422755,2024-05-07
RCF,SHORT,short,2024-05-07 09:50:00,2024-05-07 10:35:00,145.15,143.6985,9,1.0000000000000069,0.8000000000000069,TP,375000.0,3000.0,971333.9146422755,976583.9146422755,2024-05-07
BANDHANBNK,SHORT,short,2024-05-07 09:50:00,2024-05-07 10:25:00,185.55,183.6945,7,1.0000000000000033,0.8000000000000034,TP,375000.0,3000.0,971333.9146422755,979583.9146422755,2024-05-07
DCBBANK,LONG_MR,long,2024-05-07 11:45:00,2024-05-07 12:50:00,133.3,132.23360000000002,13,-0.7999999999999905,-0.9999999999999905,SL,375000.0,3000.0,979583.9146422755,975833.9146422755,2024-05-07
CGCL,LONG_MR,long,2024-05-07 11:45:00,2024-05-07 12:40:00,214.85,213.1312,11,-0.7999999999999942,-0.9999999999999942,SL,375000.0,3000.0,979583.9146422755,972083.9146422755,2024-05-07
ALKEM,LONG_MR,long,2024-05-07 11:50:00,2024-05-07 12:25:00,5045.15,5095.6015,7,1.0000000000000024,0.8000000000000025,TP,375000.0,3000.0,979583.9146422755,975083.9146422755,2024-05-07
BOSCHLTD,LONG_MR,long,2024-05-07 11:50:00,2024-05-07 15:10:00,29370.0,29663.7,40,1.0000000000000024,0.8000000000000025,TP,375000.0,3000.0,979583.9146422755,978083.9146422755,2024-05-07
