symbol,system,direction,entry_time,exit_time,entry_price,exit_price,bars_held,gross_ret_pct,net_ret_pct,exit_reason,capital_used,risk_rs,nav_at_entry,nav_after,exit_date
SJVN,SHORT,short,2024-03-18 09:50:00,2024-03-18 09:55:00,126.0,126.88199999999999,1,-0.6999999999999927,-0.8999999999999928,SL,428571.42857142864,3000.0,1000000.0,996142.8571428572,2024-03-18
AMBER,SHORT,short,2024-03-18 09:50:00,2024-03-18 09:55:00,3405.25,3371.1974999999998,1,1.0000000000000069,0.8000000000000069,TP,428571.42857142864,3000.0,1000000.0,999571.4285714286,2024-03-18
TCIEXP,SHORT,short,2024-03-18 09:50:00,2024-03-18 11:10:00,1010.5,1017.5734999999999,16,-0.6999999999999855,-0.8999999999999855,SL,428571.42857142864,3000.0,1000000.0,995714.2857142858,2024-03-18
RAIN,SHORT,short,2024-03-18 09:50:00,2024-03-18 09:55:00,159.7,160.81789999999998,1,-0.6999999999999948,-0.8999999999999948,SL,428571.42857142864,3000.0,1000000.0,991857.142857143,2024-03-18
KNRCON,SHORT,short,2024-03-18 09:50:00,2024-03-18 10:15:00,238.75,240.42125,5,-0.6999999999999943,-0.8999999999999944,SL,428571.42857142864,3000.0,1000000.0,988000.0000000001,2024-03-18
ALKEM,LONG_MR,long,2024-03-18 12:00:00,2024-03-18 15:25:00,4949.2,4998.692,41,1.0000000000000038,0.8000000000000038,TP,428571.42857142864,3000.0,988000.0000000001,991428.5714285716,2024-03-18
JKCEMENT,LONG_TC,long,2024-03-21 09:55:00,2024-03-21 10:50:00,4065.25,4105.9025,11,1.0000000000000036,0.8000000000000036,TP,428571.42857142864,3000.0,991428.5714285716,994857.1428571431,2024-03-21
PNBHOUSING,LONG_TC,long,2024-03-21 09:55:00,2024-03-21 10:50:00,634.5,640.845,11,1.0000000000000044,0.8000000000000045,TP,428571.42857142864,3000.0,991428.5714285716,998285.7142857146,2024-03-21
WELCORP,LONG_TC,long,2024-03-21 09:55:00,2024-03-21 10:40:00,517.2,522.3720000000001,9,1.0000000000000049,0.8000000000000049,TP,428571.42857142864,3000.0,991428.5714285716,1001714.285714286,2024-03-21
BANDHANBNK,LONG_TC,long,2024-03-21 09:55:00,2024-03-21 10:40:00,181.65,180.37845000000002,9,-0.6999999999999948,-0.8999999999999948,SL,428571.42857142864,3000.0,991428.5714285716,997857.1428571432,2024-03-21
MGL,LONG_TC,long,2024-03-21 09:55:00,2024-03-21 12:10:00,1301.25,1292.14125,27,-0.7000000000000076,-0.9000000000000077,SL,428571.42857142864,3000.0,991428.5714285716,994000.0000000003,2024-03-21
DBL,LONG_TC,long,2024-03-27 10:00:00,2024-03-27 10:05:00,423.7,427.937,1,1.0000000000000056,0.8000000000000056,TP,428571.42857142864,3000.0,994000.0000000003,997428.5714285718,2024-03-27
TIINDIA,SHORT,short,2024-04-04 09:50:00,2024-04-04 14:40:00,3662.95,3626.3205,58,1.0000000000000002,0.8000000000000003,TP,428571.42857142864,3000.0,997428.5714285718,1000857.1428571433,2024-04-04
SOBHA,LONG_TC,long,2024-04-08 10:00:00,2024-04-08 10:00:00,1535.85,1525.0990499999998,0,-0.7000000000000067,-0.9000000000000068,SL,428571.42857142864,3000.0,1000857.1428571433,997000.0000000005,2024-04-08
JKPAPER,LONG_TC,long,2024-04-08 10:00:00,2024-04-08 10:25:00,356.4,353.9052,5,-0.6999999999999995,-0.8999999999999995,SL,428571.42857142864,3000.0,997000.0000000005,993142.8571428576,2024-04-08
WHIRLPOOL,LONG_TC,long,2024-04-08 10:10:00,2024-04-08 11:05:00,1390.0,1403.9,11,1.0000000000000067,0.8000000000000067,TP,428571.42857142864,3000.0,997000.0000000005,996571.4285714291,2024-04-08
INDIANB,LONG_TC,long,2024-04-08 10:25:00,2024-04-08 15:00:00,528.9,525.1976999999999,55,-0.700000000000007,-0.900000000000007,SL,428571.42857142864,3000.0,993142.8571428576,992714.2857142863,2024-04-08
APLAPOLLO,LONG_TC,long,2024-04-08 10:35:00,2024-04-08 12:05:00,1578.0,1593.78,18,0.9999999999999983,0.7999999999999983,TP,428571.42857142864,3000.0,993142.8571428576,996142.8571428577,2024-04-08
CDSL,SHORT,short,2024-04-15 09:50:00,2024-04-15 10:00:00,972.55,979.3578499999999,2,-0.6999999999999914,-0.8999999999999915,SL,428571.42857142864,3000.0,996142.8571428577,992285.7142857149,2024-04-15
LTTS,SHORT,short,2024-04-15 09:50:00,2024-04-15 09:55:00,5550.0,5588.849999999999,1,-0.6999999999999901,-0.8999999999999901,SL,428571.42857142864,3000.0,996142.8571428577,988428.5714285721,2024-04-15
SUZLON,SHORT,short,2024-04-15 09:50:00,2024-04-15 09:55:00,40.1,40.3807,1,-0.6999999999999899,-0.8999999999999899,SL,428571.42857142864,3000.0,996142.8571428577,984571.4285714292,2024-04-15
ZEEL,SHORT,short,2024-04-15 09:50:00,2024-04-15 10:10:00,139.77,140.74839,4,-0.699999999999993,-0.899999999999993,SL,428571.42857142864,3000.0,996142.8571428577,980714.2857142864,2024-04-15
NAM-INDIA,SHORT,short,2024-04-23 09:50:00,2024-04-23 12:45:00,565.35,559.6965,35,1.0000000000000013,0.8000000000000014,TP,428571.42857142864,3000.0,980714.2857142864,984142.8571428579,2024-04-23
EDELWEISS,SHORT,short,2024-04-23 09:50:00,2024-04-23 10:20:00,77.75,78.29424999999999,6,-0.6999999999999885,-0.8999999999999886,SL,428571.42857142864,3000.0,980714.2857142864,980285.714285715,2024-04-23
BAYERCROP,SHORT,short,2024-04-23 09:50:00,2024-04-23 14:50:00,5579.55,5573.85,60,0.10215877624539288,-0.09784122375460713,EOD,428571.42857142864,3000.0,980714.2857142864,979866.3947553381,2024-04-23
NATIONALUM,SHORT,short,2024-04-23 09:50:00,2024-04-23 14:50:00,180.35,180.01,60,0.188522317715555,-0.011477682284445012,EOD,428571.42857142864,3000.0,980714.2857142864,979817.2046884048,2024-04-23
RAIN,SHORT,short,2024-04-23 09:50:00,2024-04-23 10:30:00,177.8,179.0446,8,-0.6999999999999951,-0.899999999999995,SL,428571.42857142864,3000.0,980714.2857142864,975960.061831262,2024-04-23
WELCORP,LONG_TC,long,2024-04-24 09:55:00,2024-04-24 10:10:00,579.6,575.5428,3,-0.6999999999999941,-0.8999999999999941,SL,428571.42857142864,3000.0,975960.061831262,972102.9189741191,2024-04-24
BANDHANBNK,LONG_TC,long,2024-04-24 09:55:00,2024-04-24 14:20:00,184.9,183.6057,53,-0.6999999999999961,-0.8999999999999961,SL,428571.42857142864,3000.0,975960.061831262,968245.7761169763,2024-04-24
GRINDWELL,LONG_TC,long,2024-04-24 10:00:00,2024-04-24 10:20:00,2116.65,2101.83345,4,-0.7000000000000003,-0.9000000000000004,SL,428571.42857142864,3000.0,975960.061831262,964388.6332598334,2024-04-24
JKPAPER,LONG_TC,long,2024-04-24 10:10:00,2024-04-24 15:10:00,367.5,369.0,60,0.40816326530612246,0.20816326530612245,EOD,428571.42857142864,3000.0,972102.9189741191,965280.7615397169,2024-04-24
CCL,LONG_TC,long,2024-04-30 09:55:00,2024-04-30 14:55:00,593.85,593.0,60,-0.14313378799360488,-0.3431337879936049,EOD,428571.42857142864,3000.0,965280.7615397169,963810.1881626014,2024-04-30
AMBER,LONG_TC,long,2024-04-30 10:05:00,2024-04-30 10:10:00,3822.7,3860.9269999999997,1,0.9999999999999963,0.7999999999999963,TP,428571.42857142864,3000.0,965280.7615397169,967238.7595911728,2024-04-30
AMBER,SHORT,short,2024-05-07 09:50:00,2024-05-07 10:35:00,4042.0,4001.58,9,1.0000000000000018,0.8000000000000018,TP,428571.42857142864,3000.0,967238.7595911728,970667.3310197443,2024-05-07
KNRCON,SHORT,short,2024-05-07 09:50:00,2024-05-07 10:40:00,252.7,250.17299999999997,10,1.000000000000006,0.800000000000006,TP,428571.42857142864,3000.0,967238.7595911728,974095.9024483158,2024-05-07
SUZLON,SHORT,short,2024-05-07 09:50:00,2024-05-07 09:55:00,40.1,40.3807,1,-0.6999999999999899,-0.8999999999999899,SL,428571.42857142864,3000.0,967238.7595911728,970238.7595911729,2024-05-07
RCF,SHORT,short,2024-05-07 09:50:00,2024-05-07 10:35:00,145.15,143.6985,9,1.0000000000000069,0.8000000000000069,TP,428571.42857142864,3000.0,967238.7595911728,973667.3310197444,2024-05-07
BANDHANBNK,SHORT,short,2024-05-07 09:50:00,2024-05-07 10:25:00,185.55,183.6945,7,1.0000000000000033,0.8000000000000034,TP,428571.42857142864,3000.0,967238.7595911728,977095.9024483159,2024-05-07
DCBBANK,LONG_MR,long,2024-05-07 11:45:00,2024-05-07 12:40:00,133.3,132.36690000000002,11,-0.699999999999997,-0.899999999999997,SL,428571.42857142864,3000.0,977095.9024483159,973238.759591173,2024-05-07
CGCL,LONG_MR,long,2024-05-07 11:45:00,2024-05-07 12:40:00,214.85,213.34605,11,-0.7000000000000015,-0.9000000000000015,SL,428571.42857142864,3000.0,977095.9024483159,969381.6167340302,2024-05-07
ALKEM,LONG_MR,long,2024-05-07 11:50:00,2024-05-07 12:25:00,5045.15,5095.6015,7,1.0000000000000024,0.8000000000000025,TP,428571.42857142864,3000.0,977095.9024483159,972810.1881626017,2024-05-07
BOSCHLTD,LONG_MR,long,2024-05-07 11:50:00,2024-05-07 15:10:00,29370.0,29663.7,40,1.0000000000000024,0.8000000000000025,TP,428571.42857142864,3000.0,977095.9024483159,976238.7595911731,2024-05-07
