family,params,tp_pct,sl_pct,max_hold_bars,n_stocks,n_trades,win_rate,avg_win,avg_loss,profit_factor,sharpe,max_dd_pct,total_return_pct,trades_per_stock_year,aws,passes_gates
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.3, 'rsi_min': 40, 'rsi_max': 60}",0.5,0.3,12,30,12287,0.4017,0.3411,-0.2528,0.906,-2.444,176.758,-174.96,232.7,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.3, 'rsi_min': 40, 'rsi_max': 60}",0.8,0.4,24,30,12287,0.3917,0.4859,-0.3382,0.925,-1.772,194.303,-188.69,232.7,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.3, 'rsi_min': 40, 'rsi_max': 60}",1.0,0.5,36,30,12287,0.3955,0.584,-0.4159,0.919,-1.761,260.011,-250.64,232.7,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.3, 'rsi_min': 40, 'rsi_max': 60}",1.5,0.7,48,30,12287,0.4106,0.6908,-0.5221,0.922,-1.439,303.213,-296.34,232.7,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.3, 'rsi_min': 40, 'rsi_max': 60}",2.0,1.0,60,30,12287,0.431,0.7613,-0.6272,0.92,-1.33,361.208,-352.7,232.7,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.3, 'rsi_min': 40, 'rsi_max': 65}",0.5,0.3,12,30,12710,0.3994,0.3497,-0.2565,0.907,-2.462,184.989,-182.74,240.7,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.3, 'rsi_min': 40, 'rsi_max': 65}",0.8,0.4,24,30,12710,0.3879,0.4983,-0.3418,0.924,-1.833,206.718,-202.69,240.7,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.3, 'rsi_min': 40, 'rsi_max': 65}",1.0,0.5,36,30,12710,0.3943,0.5954,-0.4219,0.919,-1.817,270.614,-264.48,240.7,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.3, 'rsi_min': 40, 'rsi_max': 65}",1.5,0.7,48,30,12710,0.4092,0.7108,-0.5363,0.918,-1.56,343.34,-330.16,240.7,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.3, 'rsi_min': 40, 'rsi_max': 65}",2.0,1.0,60,30,12710,0.4298,0.7926,-0.6493,0.92,-1.357,386.98,-374.92,240.7,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.3, 'rsi_min': 40, 'rsi_max': 70}",0.5,0.3,12,30,12811,0.4,0.3563,-0.258,0.921,-2.071,158.297,-156.69,242.6,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.3, 'rsi_min': 40, 'rsi_max': 70}",0.8,0.4,24,30,12811,0.3909,0.509,-0.3434,0.951,-1.119,134.643,-130.21,242.6,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.3, 'rsi_min': 40, 'rsi_max': 70}",1.0,0.5,36,30,12811,0.3959,0.6043,-0.4243,0.934,-1.436,225.603,-218.33,242.6,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.3, 'rsi_min': 40, 'rsi_max': 70}",1.5,0.7,48,30,12811,0.4105,0.7247,-0.5411,0.933,-1.26,290.263,-275.04,242.6,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.3, 'rsi_min': 40, 'rsi_max': 70}",2.0,1.0,60,30,12811,0.4311,0.8116,-0.6586,0.934,-1.113,343.524,-317.56,242.6,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.3, 'rsi_min': 45, 'rsi_max': 60}",0.5,0.3,12,30,12286,0.4017,0.3408,-0.2529,0.905,-2.479,179.071,-177.27,232.7,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.3, 'rsi_min': 45, 'rsi_max': 60}",0.8,0.4,24,30,12286,0.3917,0.4857,-0.3381,0.925,-1.78,194.785,-189.42,232.7,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.3, 'rsi_min': 45, 'rsi_max': 60}",1.0,0.5,36,30,12286,0.3954,0.5837,-0.4158,0.918,-1.78,261.764,-253.11,232.7,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.3, 'rsi_min': 45, 'rsi_max': 60}",1.5,0.7,48,30,12286,0.4105,0.6908,-0.5222,0.921,-1.446,304.666,-297.79,232.7,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.3, 'rsi_min': 45, 'rsi_max': 60}",2.0,1.0,60,30,12286,0.431,0.7613,-0.6271,0.919,-1.331,361.451,-352.94,232.7,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.3, 'rsi_min': 45, 'rsi_max': 65}",0.5,0.3,12,30,12709,0.3994,0.3494,-0.2566,0.906,-2.494,187.302,-185.05,240.7,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.3, 'rsi_min': 45, 'rsi_max': 65}",0.8,0.4,24,30,12709,0.3879,0.4981,-0.3418,0.924,-1.84,207.45,-203.42,240.7,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.3, 'rsi_min': 45, 'rsi_max': 65}",1.0,0.5,36,30,12709,0.3941,0.5952,-0.4218,0.918,-1.835,273.086,-266.95,240.7,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.3, 'rsi_min': 45, 'rsi_max': 65}",1.5,0.7,48,30,12709,0.4092,0.7108,-0.5364,0.918,-1.566,344.793,-331.61,240.7,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.3, 'rsi_min': 45, 'rsi_max': 65}",2.0,1.0,60,30,12709,0.4298,0.7927,-0.6492,0.92,-1.358,387.223,-375.16,240.7,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.3, 'rsi_min': 45, 'rsi_max': 70}",0.5,0.3,12,30,12810,0.4,0.3561,-0.2581,0.92,-2.101,160.61,-159.0,242.6,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.3, 'rsi_min': 45, 'rsi_max': 70}",0.8,0.4,24,30,12810,0.3909,0.5088,-0.3434,0.951,-1.126,135.125,-130.95,242.6,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.3, 'rsi_min': 45, 'rsi_max': 70}",1.0,0.5,36,30,12810,0.3958,0.6041,-0.4242,0.933,-1.453,227.647,-220.8,242.6,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.3, 'rsi_min': 45, 'rsi_max': 70}",1.5,0.7,48,30,12810,0.4105,0.7247,-0.5412,0.932,-1.267,291.716,-276.49,242.6,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.3, 'rsi_min': 45, 'rsi_max': 70}",2.0,1.0,60,30,12810,0.4311,0.8116,-0.6586,0.934,-1.114,342.918,-317.8,242.6,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.3, 'rsi_min': 50, 'rsi_max': 60}",0.5,0.3,12,30,11905,0.4032,0.3402,-0.2524,0.911,-2.338,164.042,-160.16,225.5,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.3, 'rsi_min': 50, 'rsi_max': 60}",0.8,0.4,24,30,11905,0.3926,0.4809,-0.3379,0.92,-1.946,203.45,-196.1,225.5,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.3, 'rsi_min': 50, 'rsi_max': 60}",1.0,0.5,36,30,11905,0.3955,0.5782,-0.4142,0.914,-1.899,275.159,-257.44,225.5,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.3, 'rsi_min': 50, 'rsi_max': 60}",1.5,0.7,48,30,11905,0.4116,0.6837,-0.5167,0.926,-1.394,297.438,-269.13,225.5,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.3, 'rsi_min': 50, 'rsi_max': 60}",2.0,1.0,60,30,11905,0.432,0.7499,-0.6177,0.923,-1.274,336.805,-319.69,225.5,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.3, 'rsi_min': 50, 'rsi_max': 65}",0.5,0.3,12,30,12405,0.4006,0.3489,-0.2564,0.91,-2.431,176.497,-172.17,234.9,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.3, 'rsi_min': 50, 'rsi_max': 65}",0.8,0.4,24,30,12405,0.3892,0.4939,-0.3417,0.921,-1.937,209.004,-204.23,234.9,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.3, 'rsi_min': 50, 'rsi_max': 65}",1.0,0.5,36,30,12405,0.395,0.5905,-0.4201,0.918,-1.863,269.737,-259.41,234.9,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.3, 'rsi_min': 50, 'rsi_max': 65}",1.5,0.7,48,30,12405,0.4106,0.7031,-0.5315,0.921,-1.535,323.842,-305.68,234.9,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.3, 'rsi_min': 50, 'rsi_max': 65}",2.0,1.0,60,30,12405,0.4312,0.7813,-0.6409,0.924,-1.306,369.726,-343.11,234.9,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.3, 'rsi_min': 50, 'rsi_max': 70}",0.5,0.3,12,30,12526,0.4016,0.3556,-0.258,0.925,-1.983,147.889,-144.21,237.2,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.3, 'rsi_min': 50, 'rsi_max': 70}",0.8,0.4,24,30,12526,0.3921,0.5051,-0.3431,0.95,-1.176,138.147,-131.23,237.2,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.3, 'rsi_min': 50, 'rsi_max': 70}",1.0,0.5,36,30,12526,0.3968,0.5992,-0.4227,0.932,-1.474,234.234,-215.79,237.2,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.3, 'rsi_min': 50, 'rsi_max': 70}",1.5,0.7,48,30,12526,0.412,0.7171,-0.5366,0.937,-1.214,276.303,-250.73,237.2,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.3, 'rsi_min': 50, 'rsi_max': 70}",2.0,1.0,60,30,12526,0.4326,0.8007,-0.6509,0.938,-1.055,332.769,-286.83,237.2,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.5, 'rsi_min': 40, 'rsi_max': 60}",0.5,0.3,12,30,12715,0.4,0.3447,-0.2565,0.896,-2.855,203.754,-203.87,240.8,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.5, 'rsi_min': 40, 'rsi_max': 60}",0.8,0.4,24,30,12715,0.3888,0.494,-0.3411,0.921,-1.903,208.531,-208.31,240.8,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.5, 'rsi_min': 40, 'rsi_max': 60}",1.0,0.5,36,30,12715,0.3935,0.5908,-0.421,0.91,-1.97,295.131,-291.05,240.8,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.5, 'rsi_min': 40, 'rsi_max': 60}",1.5,0.7,48,30,12715,0.4061,0.7064,-0.5303,0.911,-1.663,363.948,-356.35,240.8,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.5, 'rsi_min': 40, 'rsi_max': 60}",2.0,1.0,60,30,12715,0.4286,0.7852,-0.645,0.913,-1.459,414.119,-406.27,240.8,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.5, 'rsi_min': 40, 'rsi_max': 65}",0.5,0.3,12,30,12916,0.4016,0.3527,-0.2597,0.911,-2.395,177.772,-177.89,244.6,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.5, 'rsi_min': 40, 'rsi_max': 65}",0.8,0.4,24,30,12916,0.3866,0.509,-0.3433,0.934,-1.555,178.777,-178.55,244.6,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.5, 'rsi_min': 40, 'rsi_max': 65}",1.0,0.5,36,30,12916,0.3931,0.6045,-0.425,0.921,-1.737,263.564,-262.37,244.6,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.5, 'rsi_min': 40, 'rsi_max': 65}",1.5,0.7,48,30,12916,0.4054,0.7234,-0.5422,0.91,-1.716,380.621,-375.86,244.6,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.5, 'rsi_min': 40, 'rsi_max': 65}",2.0,1.0,60,30,12916,0.4276,0.8087,-0.6614,0.913,-1.483,428.733,-423.0,244.6,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.5, 'rsi_min': 40, 'rsi_max': 70}",0.5,0.3,12,30,12964,0.4027,0.3589,-0.2616,0.925,-1.978,152.298,-152.01,245.5,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.5, 'rsi_min': 40, 'rsi_max': 70}",0.8,0.4,24,30,12964,0.3882,0.5196,-0.3449,0.956,-0.992,120.605,-120.38,245.5,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.5, 'rsi_min': 40, 'rsi_max': 70}",1.0,0.5,36,30,12964,0.3939,0.6141,-0.4273,0.934,-1.41,225.759,-221.91,245.5,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.5, 'rsi_min': 40, 'rsi_max': 70}",1.5,0.7,48,30,12964,0.4067,0.7382,-0.5466,0.926,-1.394,319.073,-311.47,245.5,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.5, 'rsi_min': 40, 'rsi_max': 70}",2.0,1.0,60,30,12964,0.4295,0.8262,-0.6703,0.928,-1.224,365.922,-356.92,245.5,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.5, 'rsi_min': 45, 'rsi_max': 60}",0.5,0.3,12,30,12714,0.4,0.3447,-0.2565,0.896,-2.86,204.28,-204.39,240.8,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.5, 'rsi_min': 45, 'rsi_max': 60}",0.8,0.4,24,30,12714,0.389,0.4937,-0.3412,0.921,-1.906,208.953,-208.73,240.8,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.5, 'rsi_min': 45, 'rsi_max': 60}",1.0,0.5,36,30,12714,0.3934,0.5906,-0.4211,0.91,-1.988,297.527,-293.44,240.8,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.5, 'rsi_min': 45, 'rsi_max': 60}",1.5,0.7,48,30,12714,0.4062,0.7064,-0.5305,0.911,-1.669,365.255,-357.65,240.8,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.5, 'rsi_min': 45, 'rsi_max': 60}",2.0,1.0,60,30,12714,0.4287,0.7851,-0.645,0.913,-1.459,414.212,-406.37,240.8,0.0,0
ema9_pullback,"{'trend_ema': 21, 'pullback_atr': 0.5, 'rsi_min': 45, 'rsi_max': 65}",0.5,0.3,12,30,12915,0.4015,0.3527,-0.2598,0.911,-2.402,178.298,-178.41,244.6,0.0,0
