symbol,system,direction,entry_time,exit_time,entry_price,exit_price,bars_held,gross_ret_pct,net_ret_pct,exit_reason,capital_used,risk_rs,nav_at_entry,nav_after,exit_date
SJVN,SHORT,short,2024-03-18 09:50:00,2024-03-18 10:15:00,126.0,127.26,5,-1.000000000000004,-1.200000000000004,SL,300000.0,3000.0,1000000.0,996400.0,2024-03-18
AMBER,SHORT,short,2024-03-18 09:50:00,2024-03-18 10:30:00,3405.25,3354.17125,8,1.5000000000000038,1.3000000000000038,TP,300000.0,3000.0,1000000.0,1000300.0,2024-03-18
RAIN,SHORT,short,2024-03-18 09:50:00,2024-03-18 09:55:00,159.7,161.297,1,-1.0000000000000053,-1.2000000000000053,SL,300000.0,3000.0,1000000.0,996700.0,2024-03-18
KNRCON,SHORT,short,2024-03-18 09:50:00,2024-03-18 11:00:00,238.75,241.1375,14,-0.9999999999999951,-1.199999999999995,SL,300000.0,3000.0,1000000.0,993100.0,2024-03-18
TCIEXP,SHORT,short,2024-03-18 09:50:00,2024-03-18 14:35:00,1010.5,1020.605,57,-1.0000000000000018,-1.2000000000000017,SL,300000.0,3000.0,1000000.0,989500.0,2024-03-18
ALKEM,LONG_MR,long,2024-03-18 12:00:00,2024-03-18 15:25:00,4949.2,4985.0,41,0.7233492281580899,0.5233492281580898,EOD,300000.0,3000.0,993100.0,991070.0476844743,2024-03-18
JKCEMENT,LONG_TC,long,2024-03-21 09:55:00,2024-03-21 14:55:00,4065.25,4105.75,60,0.9962486931923006,0.7962486931923005,EOD,300000.0,3000.0,991070.0476844743,993458.7937640512,2024-03-21
PNBHOUSING,LONG_TC,long,2024-03-21 09:55:00,2024-03-21 14:20:00,634.5,644.0174999999999,53,1.4999999999999885,1.2999999999999885,TP,300000.0,3000.0,991070.0476844743,997358.7937640512,2024-03-21
WELCORP,LONG_TC,long,2024-03-21 09:55:00,2024-03-21 11:05:00,517.2,524.958,14,1.4999999999999851,1.2999999999999852,TP,300000.0,3000.0,991070.0476844743,1001258.7937640512,2024-03-21
BANDHANBNK,LONG_TC,long,2024-03-21 09:55:00,2024-03-21 12:05:00,181.65,179.83350000000002,26,-0.9999999999999948,-1.1999999999999948,SL,300000.0,3000.0,991070.0476844743,997658.7937640512,2024-03-21
MGL,LONG_TC,long,2024-03-21 09:55:00,2024-03-21 14:20:00,1301.25,1320.76875,53,1.4999999999999964,1.2999999999999965,TP,300000.0,3000.0,991070.0476844743,1001558.7937640512,2024-03-21
DBL,LONG_TC,long,2024-03-27 10:00:00,2024-03-27 10:05:00,423.7,430.05549999999994,1,1.4999999999999882,1.2999999999999883,TP,300000.0,3000.0,1001558.7937640512,1005458.7937640512,2024-03-27
TIINDIA,SHORT,short,2024-04-04 09:50:00,2024-04-04 14:50:00,3662.95,3608.00575,60,1.5000000000000002,1.3000000000000003,TP,300000.0,3000.0,1005458.7937640512,1009358.7937640512,2024-04-04
SOBHA,LONG_TC,long,2024-04-08 10:00:00,2024-04-08 13:25:00,1535.85,1520.4914999999999,41,-1.0000000000000033,-1.2000000000000033,SL,300000.0,3000.0,1009358.7937640512,1005758.7937640512,2024-04-08
JKPAPER,LONG_TC,long,2024-04-08 10:00:00,2024-04-08 11:50:00,356.4,361.7459999999999,22,1.4999999999999851,1.2999999999999852,TP,300000.0,3000.0,1009358.7937640512,1009658.7937640512,2024-04-08
WHIRLPOOL,LONG_TC,long,2024-04-08 10:10:00,2024-04-08 11:20:00,1390.0,1410.85,14,1.4999999999999936,1.2999999999999936,TP,300000.0,3000.0,1009358.7937640512,1013558.7937640512,2024-04-08
INDIANB,LONG_TC,long,2024-04-08 10:25:00,2024-04-08 15:10:00,528.9,523.611,57,-0.9999999999999976,-1.1999999999999975,SL,300000.0,3000.0,1009358.7937640512,1009958.7937640512,2024-04-08
APLAPOLLO,LONG_TC,long,2024-04-08 10:35:00,2024-04-08 12:05:00,1578.0,1601.6699999999998,18,1.4999999999999902,1.2999999999999903,TP,300000.0,3000.0,1009358.7937640512,1013858.7937640512,2024-04-08
CDSL,SHORT,short,2024-04-15 09:50:00,2024-04-15 10:05:00,972.55,982.2755,3,-1.0000000000000013,-1.2000000000000013,SL,300000.0,3000.0,1013858.7937640512,1010258.7937640512,2024-04-15
LTTS,SHORT,short,2024-04-15 09:50:00,2024-04-15 14:50:00,5550.0,5487.1,60,1.1333333333333269,0.9333333333333269,EOD,300000.0,3000.0,1013858.7937640512,1013058.7937640512,2024-04-15
SUZLON,SHORT,short,2024-04-15 09:50:00,2024-04-15 10:00:00,40.1,40.501000000000005,2,-1.0000000000000084,-1.2000000000000084,SL,300000.0,3000.0,1013858.7937640512,1009458.7937640512,2024-04-15
ZEEL,SHORT,short,2024-04-15 09:50:00,2024-04-15 10:15:00,139.77,141.16770000000002,5,-1.0000000000000104,-1.2000000000000104,SL,300000.0,3000.0,1013858.7937640512,1005858.7937640512,2024-04-15
NAM-INDIA,SHORT,short,2024-04-23 09:50:00,2024-04-23 14:50:00,565.35,559.9,60,0.9640045989210304,0.7640045989210305,EOD,300000.0,3000.0,1005858.7937640512,1008150.8075608143,2024-04-23
EDELWEISS,SHORT,short,2024-04-23 09:50:00,2024-04-23 10:25:00,77.75,78.5275,7,-1.0000000000000044,-1.2000000000000044,SL,300000.0,3000.0,1005858.7937640512,1004550.8075608143,2024-04-23
BAYERCROP,SHORT,short,2024-04-23 09:50:00,2024-04-23 14:50:00,5579.55,5573.85,60,0.10215877624539288,-0.09784122375460713,EOD,300000.0,3000.0,1005858.7937640512,1004257.2838895505,2024-04-23
NATIONALUM,SHORT,short,2024-04-23 09:50:00,2024-04-23 14:50:00,180.35,180.01,60,0.188522317715555,-0.011477682284445012,EOD,300000.0,3000.0,1005858.7937640512,1004222.8508426972,2024-04-23
RAIN,SHORT,short,2024-04-23 09:50:00,2024-04-23 10:30:00,177.8,179.578,8,-0.9999999999999951,-1.199999999999995,SL,300000.0,3000.0,1005858.7937640512,1000622.8508426972,2024-04-23
WELCORP,LONG_TC,long,2024-04-24 09:55:00,2024-04-24 10:10:00,579.6,573.804,3,-1.0000000000000084,-1.2000000000000084,SL,300000.0,3000.0,1000622.8508426972,997022.8508426972,2024-04-24
BANDHANBNK,LONG_TC,long,2024-04-24 09:55:00,2024-04-24 14:55:00,184.9,183.95,60,-0.5137912385073105,-0.7137912385073104,EOD,300000.0,3000.0,1000622.8508426972,994881.4771271753,2024-04-24
GRINDWELL,LONG_TC,long,2024-04-24 10:00:00,2024-04-24 14:30:00,2116.65,2095.4835000000003,54,-0.9999999999999911,-1.199999999999991,SL,300000.0,3000.0,1000622.8508426972,991281.4771271753,2024-04-24
JKPAPER,LONG_TC,long,2024-04-24 10:10:00,2024-04-24 15:10:00,367.5,369.0,60,0.40816326530612246,0.20816326530612245,EOD,300000.0,3000.0,997022.8508426972,991905.9669230937,2024-04-24
CCL,LONG_TC,long,2024-04-30 09:55:00,2024-04-30 14:55:00,593.85,593.0,60,-0.14313378799360488,-0.3431337879936049,EOD,300000.0,3000.0,991905.9669230937,990876.5655591128,2024-04-30
AMBER,LONG_TC,long,2024-04-30 10:05:00,2024-04-30 10:10:00,3822.7,3880.0404999999996,1,1.4999999999999947,1.2999999999999947,TP,300000.0,3000.0,991905.9669230937,994776.5655591128,2024-04-30
AMBER,SHORT,short,2024-05-07 09:50:00,2024-05-07 11:15:00,4042.0,3981.37,17,1.5000000000000027,1.3000000000000027,TP,300000.0,3000.0,994776.5655591128,998676.5655591128,2024-05-07
KNRCON,SHORT,short,2024-05-07 09:50:00,2024-05-07 10:45:00,252.7,248.90949999999998,11,1.5000000000000033,1.3000000000000034,TP,300000.0,3000.0,994776.5655591128,1002576.5655591128,2024-05-07
SUZLON,SHORT,short,2024-05-07 09:50:00,2024-05-07 10:00:00,40.1,40.501000000000005,2,-1.0000000000000084,-1.2000000000000084,SL,300000.0,3000.0,994776.5655591128,998976.5655591128,2024-05-07
RCF,SHORT,short,2024-05-07 09:50:00,2024-05-07 11:15:00,145.15,142.97275,17,1.5000000000000104,1.3000000000000105,TP,300000.0,3000.0,994776.5655591128,1002876.5655591128,2024-05-07
BANDHANBNK,SHORT,short,2024-05-07 09:50:00,2024-05-07 10:40:00,185.55,182.76675,10,1.5000000000000049,1.300000000000005,TP,300000.0,3000.0,994776.5655591128,1006776.5655591128,2024-05-07
DCBBANK,LONG_MR,long,2024-05-07 11:45:00,2024-05-07 13:05:00,133.3,131.967,16,-0.9999999999999988,-1.1999999999999988,SL,300000.0,3000.0,1006776.5655591128,1003176.5655591128,2024-05-07
CGCL,LONG_MR,long,2024-05-07 11:45:00,2024-05-07 12:40:00,214.85,212.70149999999998,11,-1.000000000000006,-1.200000000000006,SL,300000.0,3000.0,1006776.5655591128,999576.5655591128,2024-05-07
ALKEM,LONG_MR,long,2024-05-07 11:50:00,2024-05-07 14:15:00,5045.15,5120.827249999999,29,1.4999999999999947,1.2999999999999947,TP,300000.0,3000.0,1006776.5655591128,1003476.5655591128,2024-05-07
BOSCHLTD,LONG_MR,long,2024-05-07 11:50:00,2024-05-07 15:25:00,29370.0,29527.95,43,0.5377936670071527,0.3377936670071527,EOD,300000.0,3000.0,1006776.5655591128,1004489.9465601343,2024-05-07
BALRAMCHIN,LONG_MR,long,2024-05-07 11:50:00,2024-05-07 15:25:00,377.7,376.75,43,-0.2515223722531079,-0.45152237225310793,EOD,300000.0,3000.0,1006776.5655591128,1003135.3794433749,2024-05-07
AUROPHARMA,LONG_MR,long,2024-05-07 13:20:00,2024-05-07 14:40:00,1106.15,1122.74225,16,1.499999999999993,1.299999999999993,TP,300000.0,3000.0,999576.5655591128,1007035.3794433749,2024-05-07
ASTRAZEN,LONG_TC,long,2024-05-10 10:30:00,2024-05-10 13:30:00,5118.85,5195.63275,36,1.4999999999999882,1.2999999999999883,TP,300000.0,3000.0,1007035.3794433749,1010935.3794433749,2024-05-10
NATIONALUM,SHORT,short,2024-05-13 09:50:00,2024-05-13 11:15:00,166.25,167.9125,17,-0.9999999999999966,-1.1999999999999966,SL,300000.0,3000.0,1010935.3794433749,1007335.3794433749,2024-05-13
ASHOKA,SHORT,short,2024-05-13 09:50:00,2024-05-13 11:20:00,163.45,165.0845,18,-1.0000000000000018,-1.2000000000000017,SL,300000.0,3000.0,1010935.3794433749,1003735.3794433749,2024-05-13
IDEA,SHORT,short,2024-05-13 09:50:00,2024-05-13 11:20:00,12.45,12.574499999999999,18,-0.9999999999999951,-1.199999999999995,SL,300000.0,3000.0,1010935.3794433749,1000135.3794433749,2024-05-13
NAM-INDIA,SHORT,short,2024-05-13 09:50:00,2024-05-13 14:50:00,565.85,564.95,60,0.15905275249624057,-0.04094724750375944,EOD,300000.0,3000.0,1010935.3794433749,1000012.5377008637,2024-05-13
AARTIIND,SHORT,short,2024-05-13 09:50:00,2024-05-13 10:15:00,661.7,651.7745,5,1.5000000000000084,1.3000000000000085,TP,300000.0,3000.0,1010935.3794433749,1003912.5377008637,2024-05-13
PNBHOUSING,LONG_TC,long,2024-05-15 09:55:00,2024-05-15 10:05:00,743.7,736.263,2,-1.0000000000000016,-1.2000000000000015,SL,300000.0,3000.0,1003912.5377008637,1000312.5377008637,2024-05-15
GALAXYSURF,LONG_TC,long,2024-05-15 09:55:00,2024-05-15 13:10:00,2524.0,2561.8599999999997,39,1.4999999999999871,1.2999999999999872,TP,300000.0,3000.0,1003912.5377008637,1004212.5377008637,2024-05-15
INDIANB,LONG_TC,long,2024-05-15 10:05:00,2024-05-15 10:45:00,514.85,522.5727499999999,8,1.4999999999999816,1.2999999999999816,TP,300000.0,3000.0,1000312.5377008637,1008112.5377008637,2024-05-15
BANDHANBNK,SHORT,short,2024-05-16 09:50:00,2024-05-16 12:40:00,182.2,179.46699999999998,34,1.5000000000000024,1.3000000000000025,TP,300000.0,3000.0,1008112.5377008637,1012012.5377008637,2024-05-16
