symbol,system,direction,entry_time,exit_time,entry_price,exit_price,bars_held,gross_ret_pct,net_ret_pct,exit_reason,capital_used,risk_rs,nav_at_entry,nav_after,exit_date
SJVN,SHORT,short,2024-03-18 09:50:00,2024-03-18 10:25:00,126.0,127.63799999999999,7,-1.2999999999999927,-1.4999999999999927,SL,230769.23076923075,3000.0,1000000.0,996538.4615384615,2024-03-18
AMBER,SHORT,short,2024-03-18 09:50:00,2024-03-18 11:00:00,3405.25,3337.145,14,2.0000000000000004,1.8000000000000005,TP,230769.23076923075,3000.0,1000000.0,1000692.3076923076,2024-03-18
TCIEXP,SHORT,short,2024-03-18 09:50:00,2024-03-18 14:35:00,1010.5,1023.6365,57,-1.2999999999999956,-1.4999999999999956,SL,230769.23076923075,3000.0,1000000.0,997230.7692307691,2024-03-18
RAIN,SHORT,short,2024-03-18 09:50:00,2024-03-18 14:50:00,159.7,158.95,60,0.46963055729492803,0.269630557294928,EOD,230769.23076923075,3000.0,1000000.0,997852.9935937574,2024-03-18
KNRCON,SHORT,short,2024-03-18 09:50:00,2024-03-18 14:50:00,238.75,238.45,60,0.12565445026178487,-0.07434554973821514,EOD,230769.23076923075,3000.0,1000000.0,997681.4269405154,2024-03-18
ALKEM,LONG_MR,long,2024-03-18 12:00:00,2024-03-18 15:25:00,4949.2,4985.0,41,0.7233492281580899,0.5233492281580898,EOD,230769.23076923075,3000.0,1000692.3076923076,998889.1559285725,2024-03-18
JKCEMENT,LONG_TC,long,2024-03-21 09:55:00,2024-03-21 14:55:00,4065.25,4105.75,60,0.9962486931923006,0.7962486931923005,EOD,230769.23076923075,3000.0,998889.1559285725,1000726.6529128625,2024-03-21
PNBHOUSING,LONG_TC,long,2024-03-21 09:55:00,2024-03-21 14:55:00,634.5,642.15,60,1.2056737588652446,1.0056737588652447,EOD,230769.23076923075,3000.0,998889.1559285725,1003047.4385102438,2024-03-21
WELCORP,LONG_TC,long,2024-03-21 09:55:00,2024-03-21 11:10:00,517.2,527.5440000000001,15,2.0000000000000098,1.8000000000000098,TP,230769.23076923075,3000.0,998889.1559285725,1007201.2846640899,2024-03-21
BANDHANBNK,LONG_TC,long,2024-03-21 09:55:00,2024-03-21 14:55:00,181.65,180.3,60,-0.7431874483897574,-0.9431874483897573,EOD,230769.23076923075,3000.0,998889.1559285725,1005024.698244729,2024-03-21
MGL,LONG_TC,long,2024-03-21 09:55:00,2024-03-21 14:55:00,1301.25,1321.35,60,1.5446685878962467,1.3446685878962468,EOD,230769.23076923075,3000.0,998889.1559285725,1008127.7796014126,2024-03-21
DBL,LONG_TC,long,2024-03-27 10:00:00,2024-03-27 10:05:00,423.7,432.174,1,1.9999999999999976,1.7999999999999976,TP,230769.23076923075,3000.0,1008127.7796014126,1012281.6257552587,2024-03-27
TIINDIA,SHORT,short,2024-04-04 09:50:00,2024-04-04 14:50:00,3662.95,3599.95,60,1.7199251969041347,1.5199251969041347,EOD,230769.23076923075,3000.0,1012281.6257552587,1015789.1454404221,2024-04-04
SOBHA,LONG_TC,long,2024-04-08 10:00:00,2024-04-08 13:25:00,1535.85,1515.88395,41,-1.2999999999999998,-1.4999999999999998,SL,230769.23076923075,3000.0,1015789.1454404221,1012327.6069788836,2024-04-08
JKPAPER,LONG_TC,long,2024-04-08 10:00:00,2024-04-08 14:40:00,356.4,363.52799999999996,56,1.9999999999999962,1.7999999999999963,TP,230769.23076923075,3000.0,1015789.1454404221,1016481.4531327297,2024-04-08
WHIRLPOOL,LONG_TC,long,2024-04-08 10:10:00,2024-04-08 11:20:00,1390.0,1417.8,14,1.9999999999999967,1.7999999999999967,TP,230769.23076923075,3000.0,1015789.1454404221,1020635.2992865759,2024-04-08
INDIANB,LONG_TC,long,2024-04-08 10:25:00,2024-04-08 15:25:00,528.9,524.6,60,-0.8130081300812922,-1.0130081300812923,EOD,230769.23076923075,3000.0,1015789.1454404221,1018297.5882171575,2024-04-08
