symbol,n_sessions,L_b3_wr,L_b3_n,L_b3_avg_ret,L_b6_wr,L_b6_n,L_b6_avg_ret,S_b3_wr,S_b3_n,S_b3_avg_ret,S_b6_wr,S_b6_n,S_b6_avg_ret,L_b3_aboveVWAP_wr,L_b3_aboveVWAP_n,L_b3_aboveVWAP_avg_ret,S_b3_belowVWAP_wr,S_b3_belowVWAP_n,S_b3_belowVWAP_avg_ret,L_b3_strong_wr,L_b3_strong_n,L_b3_strong_avg_ret,S_b3_weak_wr,S_b3_weak_n,S_b3_weak_avg_ret
NIFTY50,445,0.48314606741573035,445,-2.3282816940350767e-05,0.4786516853932584,445,9.149681061699328e-05,0.5168539325842697,445,2.3282816940350767e-05,0.5213483146067416,445,-9.149681061699328e-05,0.47368421052631576,228,-9.508048798406654e-05,0.5069124423963134,217,-5.215436738207871e-05,0.48598130841121495,107,-6.0599673403802034e-05,0.5308641975308642,81,-4.04898278807144e-05
AARTIIND,442,0.43891402714932126,442,-0.001456455747972478,0.41855203619909503,442,-0.0016712187001929398,0.5610859728506787,442,0.001456455747972478,0.5746606334841629,442,0.0016712187001929398,0.46733668341708545,199,-0.0004663464038994419,0.5843621399176955,243,0.0022672860338594494,0.46296296296296297,108,-8.851602604942654e-06,0.6194690265486725,113,0.0051319501434443785
AAVAS,442,0.4457013574660634,442,0.00036632220350097956,0.4253393665158371,442,0.00011783387914587639,0.5520361990950227,442,-0.00036632220350097956,0.5746606334841629,442,-0.00011783387914587639,0.43842364532019706,203,-0.00022844004698487964,0.5439330543933054,239,-0.0008714968346667933,0.37777777777777777,90,-0.0020416691689174216,0.5135135135135135,111,-0.002313194090431108
ABBOTINDIA,442,0.47737556561085975,442,-3.859423403298946e-06,0.4660633484162896,442,7.582536757882263e-05,0.5180995475113123,442,3.859423403298946e-06,0.5316742081447964,442,-7.582536757882263e-05,0.4519774011299435,177,0.00016108652346269605,0.4981132075471698,265,0.00011403086715907696,0.4507042253521127,71,0.0007150109198314539,0.47115384615384615,104,-0.0009114538809434421
ABCAPITAL,442,0.43665158371040724,442,-0.0005528970479343148,0.4592760180995475,442,-0.0002709286035937372,0.5588235294117647,442,0.0005528970479343148,0.5407239819004525,442,0.0002709286035937372,0.4434782608695652,230,0.00037404812006674857,0.5613207547169812,212,0.0015585451075581095,0.4566929133858268,127,0.001431149424111045,0.6086956521739131,92,0.0016851430945931639
ACC,442,0.4276018099547511,442,-0.0012676345511804573,0.4230769230769231,442,-0.0011626091699863947,0.5678733031674208,442,0.0012676345511804573,0.5723981900452488,442,0.0011626091699863947,0.40487804878048783,205,-0.0022329298359590453,0.5485232067510548,237,0.00043267449472640467,0.42045454545454547,88,-0.00199538748647071,0.5576923076923077,104,6.379356273205395e-05
ADANIGREEN,442,0.38235294117647056,442,-0.0032173702487554167,0.39592760180995473,442,-0.002560339683812603,0.6176470588235294,442,0.0032173702487554167,0.6018099547511312,442,0.002560339683812603,0.3551912568306011,183,-0.0026535812680199187,0.5984555984555985,259,0.0036157230807036646,0.34408602150537637,93,-0.001543198842679662,0.5643564356435643,101,0.003972384054364754
ADANIPOWER,442,0.38461538461538464,442,-0.001750690736313678,0.39592760180995473,442,-0.001400535248163002,0.6063348416289592,442,0.001750690736313678,0.5927601809954751,442,0.001400535248163002,0.4260355029585799,169,0.0004062806150011802,0.63003663003663,273,0.0030859587156990666,0.39705882352941174,68,0.0011334647055743653,0.5480769230769231,104,0.0017895898878463321
ADVENZYMES,442,0.45475113122171945,442,-0.0007041452782560498,0.4321266968325792,442,-0.0008841034667213673,0.5407239819004525,442,0.0007041452782560498,0.5610859728506787,442,0.0008841034667213673,0.43258426966292135,178,-0.0013010255122274216,0.5303030303030303,264,0.00030170330232080674,0.3707865168539326,89,-0.0027592406118988936,0.5384615384615384,104,0.0025462982182266505
AFFLE,442,0.46153846153846156,442,0.0005236412186749418,0.47058823529411764,442,0.0007015528116805338,0.5384615384615384,442,-0.0005236412186749418,0.5294117647058824,442,-0.0007015528116805338,0.5222222222222223,180,0.0026979433936442786,0.5801526717557252,262,0.0009701541687085726,0.41379310344827586,87,0.0001840339815613672,0.6095238095238096,105,0.0028840809760147987
AIAENG,442,0.4841628959276018,442,0.00024198390648609572,0.49321266968325794,442,0.0004965453936107261,0.5113122171945701,442,-0.00024198390648609572,0.504524886877828,442,-0.0004965453936107261,0.4411764705882353,204,-0.0010093351405745033,0.47058823529411764,238,-0.0013145430896808958,0.3493975903614458,83,-0.0017987253140603493,0.3883495145631068,103,-0.0029794439876280826
AJANTPHARM,442,0.4638009049773756,442,0.00012717546517159424,0.4660633484162896,442,9.650797377004167e-05,0.5271493212669683,442,-0.00012717546517159424,0.5339366515837104,442,-9.650797377004167e-05,0.47549019607843135,204,0.0005374140419615436,0.5378151260504201,238,0.00022445760064836233,0.42857142857142855,91,-0.0006694103807971705,0.5304347826086957,115,-0.0012465136160819431
