gap_pct,first_open_eq_low,first_open_eq_high,first_bullish,first_bearish,bar3_above_vwap,bar6_above_vwap,bar9_above_vwap,rsi_at_bar3,rsi_at_bar6,rsi_at_bar9,ema9_above_ema21_bar6,vol_first3,hi_bar,lo_bar,bars,symbol,session,ret_pct,range_pct,direction
0.284,0,0,1,0,-1,-1,-1,37.9,45.5,31.6,0,64161,5,70,75,APOLLOTYRE,2025-05-29,-3.155,3.57,dn
0.658,0,1,0,1,-1,1,-1,42.9,50.9,45.4,0,107930,15,74,75,APOLLOTYRE,2025-05-30,-2.376,3.704,dn
-3.564,0,0,1,0,1,1,1,18.1,26.6,42.1,0,137971,16,0,75,APOLLOTYRE,2025-06-13,3.095,3.787,up
-0.119,0,0,1,0,-1,-1,-1,50.1,47.6,40.9,0,46308,64,8,75,APOLLOTYRE,2025-07-08,2.391,3.804,up
-1.276,0,0,0,1,-1,-1,-1,14.8,23.0,22.1,0,122497,0,73,75,APOLLOTYRE,2025-07-11,-2.297,2.927,dn
0.124,0,0,0,1,-1,-1,-1,31.2,26.7,24.9,0,40629,0,70,75,APOLLOTYRE,2025-08-14,-2.957,3.497,dn
1.228,0,1,0,1,1,1,1,78.7,74.0,76.3,1,148921,73,0,75,APOLLOTYRE,2025-08-18,4.968,8.642,up
0.086,0,1,0,1,-1,-1,-1,20.2,33.9,35.4,0,56102,0,73,75,APOLLOTYRE,2025-08-26,-2.319,2.34,dn
0.214,0,0,1,0,1,1,1,79.0,75.1,72.1,1,497812,64,0,75,APOLLOTYRE,2025-09-02,3.838,5.544,up
1.427,0,0,0,1,-1,-1,-1,61.3,51.0,55.2,1,504415,0,63,75,APOLLOTYRE,2025-09-17,-2.237,3.391,dn
-0.203,0,1,0,1,-1,1,-1,18.5,36.2,35.5,0,71040,0,53,75,APOLLOTYRE,2025-09-26,-2.896,3.953,dn
1.151,0,1,0,1,-1,-1,-1,34.4,38.3,39.2,0,57251,0,73,75,APOLLOTYRE,2025-09-29,-3.321,3.983,dn
0.612,0,1,0,1,1,1,1,62.0,70.0,72.1,1,60658,14,0,75,APOLLOTYRE,2025-10-20,2.331,4.824,up
-0.378,0,0,0,1,-1,-1,-1,51.9,52.5,54.1,1,113701,0,68,75,APOLLOTYRE,2025-10-24,-2.616,3.871,dn
0.305,1,0,1,0,1,1,1,80.1,82.6,82.6,1,151819,30,0,75,APOLLOTYRE,2025-11-04,2.157,3.647,up
0.269,0,0,0,1,-1,-1,-1,35.2,32.1,28.2,0,80582,0,74,75,APOLLOTYRE,2025-11-06,-3.312,3.8,dn
0.188,0,0,1,0,-1,-1,1,35.2,31.1,51.1,0,181618,0,67,75,APOLLOTYRE,2025-11-14,-3.024,4.476,dn
1.381,1,0,1,0,-1,-1,-1,58.7,54.8,47.5,1,353375,0,62,75,APOLLOTYRE,2025-11-17,-2.124,5.019,dn
0.029,0,0,0,1,1,1,1,29.6,35.0,33.9,0,135781,74,1,75,APOLLOTYRE,2025-11-18,2.695,4.932,up
-0.273,0,0,1,0,1,1,1,66.5,69.6,73.3,1,49299,73,0,75,APOLLOTYRE,2025-11-24,3.34,5.167,up
0.396,1,0,1,0,1,-1,-1,62.1,55.4,53.0,1,49484,0,71,75,APOLLOTYRE,2025-12-29,-2.298,3.402,dn
0.473,1,0,1,0,-1,-1,-1,45.1,49.8,45.4,0,65125,0,74,75,APOLLOTYRE,2026-01-09,-2.895,4.212,dn
0.614,1,0,1,0,-1,-1,-1,50.7,49.8,50.8,1,129733,74,5,75,APOLLOTYRE,2026-01-13,2.342,4.693,up
-0.19,0,0,1,0,-1,-1,-1,31.4,32.4,31.6,0,64395,0,64,75,APOLLOTYRE,2026-01-16,-3.063,4.299,dn
2.16,0,0,0,1,-1,-1,-1,56.9,46.0,48.4,1,1469715,0,51,75,APOLLOTYRE,2026-02-05,-3.638,5.667,dn
0.807,0,1,0,1,-1,-1,-1,47.5,49.8,49.1,0,93781,0,67,75,APOLLOTYRE,2026-02-12,-2.549,2.92,dn
-0.061,0,0,1,0,-1,-1,-1,25.5,12.1,25.3,0,46507,0,43,75,APOLLOTYRE,2026-02-16,-2.185,3.084,dn
-5.646,1,0,1,0,1,1,1,26.2,29.1,32.4,0,119783,16,0,75,APOLLOTYRE,2026-03-02,2.835,3.765,up
0.78,0,1,0,1,1,-1,-1,71.4,55.0,51.2,1,64532,3,60,75,APOLLOTYRE,2026-03-11,-2.139,2.777,dn
-0.233,0,1,0,1,-1,-1,-1,19.7,23.4,21.9,0,84931,0,12,75,APOLLOTYRE,2026-03-12,-2.424,3.73,dn
-1.326,1,0,1,0,-1,-1,-1,24.7,18.8,14.7,0,94332,0,44,75,APOLLOTYRE,2026-03-13,-2.942,5.048,dn
0.137,0,0,0,1,1,-1,-1,46.5,45.0,39.8,0,73487,72,16,75,APOLLOTYRE,2026-03-16,2.827,5.53,up
0.559,0,0,1,0,1,1,1,66.7,73.9,69.2,1,9662,74,0,75,ASAHIINDIA,2024-04-01,2.963,3.852,up
-1.263,1,0,1,0,1,-1,1,77.6,60.2,64.5,1,29092,28,0,75,ASAHIINDIA,2024-04-04,3.144,3.604,up
0.096,0,0,1,0,1,1,1,86.2,83.5,78.4,1,443200,3,0,75,ASAHIINDIA,2024-04-05,4.284,7.775,up
-0.009,0,0,0,1,-1,1,-1,50.6,56.5,51.9,1,4326,56,13,75,ASAHIINDIA,2024-04-23,5.277,7.211,up
-0.473,1,0,1,0,1,-1,-1,62.3,43.6,41.6,1,7525,19,9,75,ASAHIINDIA,2024-05-06,6.632,10.115,up
0.953,0,0,0,1,-1,1,1,40.5,59.7,53.4,1,84289,0,73,75,ASAHIINDIA,2024-05-07,-3.854,4.04,dn
0.57,0,0,0,1,-1,-1,-1,42.0,39.9,36.9,0,13681,30,72,75,ASAHIINDIA,2024-05-09,-3.571,6.096,dn
0.896,0,1,0,1,-1,-1,-1,30.8,24.5,24.9,0,11016,0,72,75,ASAHIINDIA,2024-05-13,-3.715,4.823,dn
0.887,0,0,1,0,-1,1,1,57.5,69.7,68.1,1,16202,41,0,75,ASAHIINDIA,2024-06-18,7.585,8.544,up
0.696,1,0,1,0,1,1,1,71.6,71.8,69.6,1,155606,26,0,75,ASAHIINDIA,2024-06-24,4.412,5.596,up
0.783,0,1,0,1,-1,-1,-1,55.1,48.0,49.8,1,17366,2,74,75,ASAHIINDIA,2024-06-26,-3.279,3.767,dn
0.726,0,1,0,1,-1,-1,-1,50.5,37.9,36.6,0,3326,0,35,75,ASAHIINDIA,2024-07-08,-3.141,3.725,dn
-1.286,0,0,0,1,1,1,1,47.0,52.5,54.9,0,11282,53,1,75,ASAHIINDIA,2024-07-22,4.666,8.697,up
-0.932,0,1,0,1,-1,1,1,26.3,41.8,42.3,0,11679,0,74,75,ASAHIINDIA,2024-08-05,-4.545,4.859,dn
-0.443,1,0,1,0,1,1,1,73.3,70.3,71.7,1,15969,11,0,75,ASAHIINDIA,2024-08-06,4.066,5.228,up
0.561,0,1,0,1,-1,-1,-1,31.7,28.2,29.9,0,3248,0,65,75,ASAHIINDIA,2024-08-13,-3.166,3.291,dn
1.062,0,1,0,1,-1,-1,-1,21.2,29.6,28.1,0,4165,0,74,75,ASAHIINDIA,2024-08-28,-3.258,3.545,dn
0.474,0,0,1,0,1,1,1,70.9,63.5,66.9,1,8381,72,0,75,ASAHIINDIA,2024-09-03,3.231,5.684,up
-0.008,0,0,1,0,1,1,-1,71.7,68.8,59.5,1,123331,3,0,75,ASAHIINDIA,2024-09-04,3.808,5.484,up
2.0,0,0,0,1,-1,-1,-1,55.9,56.6,49.6,1,64476,0,73,75,ASAHIINDIA,2024-09-11,-3.249,4.65,dn
0.536,0,0,0,1,1,1,1,62.3,68.9,65.3,1,12121,73,1,75,ASAHIINDIA,2024-09-19,6.563,7.319,up
-0.07,0,0,1,0,-1,-1,1,71.5,65.1,64.7,1,758950,66,0,75,ASAHIINDIA,2024-09-20,6.657,11.867,up
1.422,1,0,1,0,1,1,1,75.3,72.0,68.8,1,1038252,2,0,75,ASAHIINDIA,2024-09-23,5.974,7.254,up
0.217,0,0,0,1,-1,1,1,37.3,48.3,55.3,0,25254,18,72,75,ASAHIINDIA,2024-09-27,-3.33,5.453,dn
0.263,0,0,0,1,-1,-1,1,24.5,35.3,50.5,0,30376,74,3,75,ASAHIINDIA,2024-09-30,4.262,5.567,up
0.82,0,1,0,1,1,-1,-1,46.0,39.2,26.6,0,32825,0,71,75,ASAHIINDIA,2024-10-07,-6.837,7.695,dn
0.66,0,0,1,0,1,1,1,62.9,59.5,60.8,1,19793,59,0,75,ASAHIINDIA,2024-10-08,2.965,4.298,up
-0.436,0,0,1,0,-1,-1,-1,53.0,46.8,44.7,1,6477,74,31,75,ASAHIINDIA,2024-10-16,3.118,4.458,up
-1.194,0,0,0,1,-1,-1,-1,45.9,44.1,36.8,0,20581,0,56,75,ASAHIINDIA,2024-10-17,-4.765,6.04,dn
1.104,0,1,0,1,-1,1,1,18.0,36.6,41.9,0,13272,0,72,75,ASAHIINDIA,2024-10-22,-2.952,4.706,dn
0.168,0,0,0,1,1,-1,1,53.9,45.4,51.8,0,8147,71,27,75,ASAHIINDIA,2024-10-24,3.493,5.226,up
-0.141,0,0,0,1,-1,-1,-1,43.6,35.2,30.6,0,8501,0,19,75,ASAHIINDIA,2024-10-25,-4.514,6.697,dn
-0.58,1,0,1,0,1,1,1,69.6,72.9,70.2,1,5339,41,0,75,ASAHIINDIA,2024-10-30,2.901,3.324,up
0.297,0,0,0,1,1,1,1,81.2,83.2,75.5,1,28886,74,0,75,ASAHIINDIA,2024-10-31,6.215,7.669,up
-1.053,0,0,0,1,-1,-1,-1,14.7,20.9,29.5,0,8957,0,74,75,ASAHIINDIA,2024-11-13,-2.966,4.677,dn
-1.238,1,0,1,0,1,-1,1,57.5,46.5,51.7,1,6312,72,0,75,ASAHIINDIA,2024-12-04,4.665,5.16,up
0.616,0,0,1,0,1,1,1,57.3,58.8,61.4,1,27300,73,0,75,ASAHIINDIA,2024-12-10,5.831,6.497,up
0.264,0,0,0,1,-1,-1,-1,51.6,48.9,47.7,1,42300,0,72,75,ASAHIINDIA,2024-12-11,-3.381,4.247,dn
-1.753,0,0,1,0,1,1,1,43.2,53.7,55.8,0,12083,67,0,75,ASAHIINDIA,2024-12-19,3.155,4.043,up
0.532,0,0,1,0,1,1,-1,86.5,83.2,50.2,1,37583,8,74,75,ASAHIINDIA,2025-01-03,-3.968,10.132,dn
1.212,0,1,0,1,-1,1,1,22.2,38.6,39.2,0,12178,0,66,75,ASAHIINDIA,2025-01-06,-5.553,6.104,dn
1.157,0,1,0,1,-1,-1,-1,22.2,25.2,27.6,0,5377,0,68,75,ASAHIINDIA,2025-01-10,-2.878,3.741,dn
-1.289,0,0,0,1,1,-1,-1,38.9,33.5,38.0,0,6553,0,74,75,ASAHIINDIA,2025-01-13,-3.797,4.758,dn
-0.484,0,1,0,1,-1,-1,-1,16.9,26.0,18.3,0,7867,0,63,75,ASAHIINDIA,2025-01-27,-3.296,5.194,dn
0.0,0,0,0,1,1,1,1,50.8,53.8,60.3,1,3176,49,0,75,ASAHIINDIA,2025-01-29,3.21,8.661,up
5.519,0,0,0,1,-1,-1,-1,75.6,68.2,64.4,1,9691,0,74,75,ASAHIINDIA,2025-02-01,-3.71,4.173,dn
-1.709,0,0,1,0,1,1,1,49.4,65.5,64.1,1,5714,71,0,75,ASAHIINDIA,2025-02-17,4.662,5.427,up
0.204,0,1,0,1,1,-1,1,55.5,52.4,55.3,1,9272,70,0,75,ASAHIINDIA,2025-02-19,2.861,4.3,up
-0.146,0,1,0,1,1,-1,1,65.3,56.7,60.8,1,4552,60,0,75,ASAHIINDIA,2025-02-20,4.326,7.661,up
0.885,0,0,1,0,-1,-1,-1,54.0,53.1,50.6,1,22868,0,62,75,ASAHIINDIA,2025-02-21,-6.381,10.212,dn
-0.763,0,1,0,1,-1,-1,-1,20.7,25.7,25.9,0,22659,1,74,75,ASAHIINDIA,2025-02-28,-5.108,6.731,dn
0.644,0,0,1,0,-1,-1,-1,33.8,31.0,23.7,0,5454,0,74,75,ASAHIINDIA,2025-03-10,-3.903,5.689,dn
-1.664,0,1,0,1,-1,-1,-1,26.3,26.8,28.5,0,24626,72,12,75,ASAHIINDIA,2025-04-07,2.889,8.099,up
0.331,1,0,1,0,1,1,1,90.9,89.5,72.9,1,23280,72,0,75,ASAHIINDIA,2025-04-11,5.949,7.267,up
1.728,0,0,0,1,1,1,1,86.9,84.6,78.4,1,11723,56,1,75,ASAHIINDIA,2025-04-22,5.117,10.84,up
0.954,0,0,1,0,1,1,1,64.0,70.5,58.0,1,30386,9,0,75,ASAHIINDIA,2025-04-28,3.453,5.734,up
4.011,0,0,0,1,1,-1,-1,71.6,63.7,66.1,1,7824,0,74,75,ASAHIINDIA,2025-05-08,-3.77,4.574,dn
1.076,1,0,1,0,1,1,1,87.3,77.4,69.7,1,11427,3,0,75,ASAHIINDIA,2025-05-12,2.905,3.465,up
-0.683,1,0,1,0,-1,1,1,49.7,55.4,53.5,1,4377,0,47,75,ASAHIINDIA,2025-05-22,-2.992,4.209,dn
0.525,0,0,0,1,-1,-1,-1,41.8,42.2,37.2,0,4989,0,66,75,ASAHIINDIA,2025-05-28,-3.39,3.805,dn
0.125,0,0,1,0,1,1,1,62.3,67.2,68.9,1,11678,68,0,75,ASAHIINDIA,2025-05-29,5.679,8.13,up
0.467,0,1,0,1,-1,-1,-1,29.8,26.8,30.2,0,13078,0,74,75,ASAHIINDIA,2025-06-03,-3.453,3.579,dn
0.194,1,0,1,0,1,1,-1,88.8,77.1,66.6,1,937505,7,72,75,ASAHIINDIA,2025-06-19,-4.51,11.521,dn
-0.135,1,0,1,0,-1,-1,-1,40.4,40.8,34.7,0,103949,0,72,75,ASAHIINDIA,2025-06-20,-4.203,6.459,dn
0.897,0,0,1,0,1,1,1,73.9,74.0,67.9,1,31106,56,0,75,ASAHIINDIA,2025-07-01,4.864,9.14,up
0.101,0,1,0,1,1,-1,-1,41.2,34.7,37.6,0,67523,2,64,75,ASAHIINDIA,2025-07-07,-3.46,3.928,dn
0.246,0,0,1,0,1,1,-1,65.4,61.9,55.8,1,29424,68,0,75,ASAHIINDIA,2025-07-11,4.668,6.321,up
0.0,0,0,1,0,1,-1,-1,77.9,50.2,50.7,1,7667,3,74,75,ASAHIINDIA,2025-08-01,-3.278,4.616,dn
0.403,1,0,1,0,-1,-1,-1,49.6,49.0,43.6,0,19002,73,0,75,ASAHIINDIA,2025-08-22,2.887,3.329,up
0.637,0,0,0,1,-1,-1,-1,21.1,24.7,21.7,0,15303,0,71,75,ASAHIINDIA,2025-08-29,-3.623,4.566,dn
0.234,0,0,0,1,1,1,1,52.0,66.6,74.5,1,4895,26,2,75,ASAHIINDIA,2025-09-08,3.328,4.14,up
-0.708,0,1,0,1,1,1,1,43.1,43.2,48.3,0,6201,39,0,75,ASAHIINDIA,2025-09-09,4.916,6.859,up
0.558,0,0,0,1,1,1,1,63.1,63.8,55.8,1,51438,74,1,75,ASAHIINDIA,2025-09-15,3.757,5.549,up
-0.098,0,1,0,1,-1,-1,-1,26.9,25.9,20.7,0,14821,0,72,75,ASAHIINDIA,2025-09-19,-3.826,4.907,dn
-0.102,0,0,1,0,1,1,-1,86.6,72.8,58.4,1,19954,66,0,75,ASAHIINDIA,2025-09-23,3.495,4.332,up
0.219,0,0,1,0,1,-1,-1,82.8,56.7,48.6,1,25413,63,11,75,ASAHIINDIA,2025-10-10,3.347,5.127,up
0.082,0,0,1,0,1,1,1,51.8,57.1,60.3,1,36515,63,0,75,ASAHIINDIA,2025-10-17,2.873,4.197,up
0.431,0,0,1,0,1,1,1,57.1,75.1,74.4,1,23619,74,2,75,ASAHIINDIA,2025-11-04,2.999,3.653,up
0.331,0,0,0,1,1,1,1,43.0,58.7,70.5,0,4596,23,0,75,ASAHIINDIA,2025-11-24,5.676,9.544,up
0.075,0,0,0,1,-1,-1,1,19.0,25.1,49.4,0,12407,0,74,75,ASAHIINDIA,2025-12-03,-3.243,3.881,dn
0.784,0,1,0,1,-1,-1,-1,26.1,34.5,39.3,0,5129,0,42,75,ASAHIINDIA,2025-12-23,-2.983,3.682,dn
0.0,0,1,0,1,-1,1,1,36.6,48.4,57.1,0,18179,73,3,75,ASAHIINDIA,2025-12-30,6.726,12.811,up
-0.194,0,0,0,1,-1,1,1,26.6,44.8,44.4,0,7368,0,74,75,ASAHIINDIA,2026-01-09,-3.575,4.088,dn
-0.011,0,0,0,1,-1,-1,-1,47.4,42.9,45.0,0,10664,0,74,75,ASAHIINDIA,2026-01-20,-3.358,4.684,dn
-0.202,0,1,0,1,1,1,1,29.4,42.4,50.3,0,12703,70,1,75,ASAHIINDIA,2026-01-27,5.42,9.32,up
0.385,0,1,0,1,1,1,1,45.4,57.0,68.3,1,3320,51,2,75,ASAHIINDIA,2026-01-30,4.011,7.929,up
-3.73,0,0,1,0,-1,-1,-1,14.5,20.3,24.0,0,5202,74,18,75,ASAHIINDIA,2026-03-09,3.25,7.475,up
1.562,0,0,0,1,1,1,1,78.4,78.1,77.9,1,13123,74,0,75,ASAHIINDIA,2026-03-10,5.853,7.534,up
0.609,0,0,1,0,-1,-1,-1,40.7,32.0,31.9,0,28574,1,71,75,ASAHIINDIA,2026-03-20,-3.44,5.178,dn
,0,0,1,0,-1,-1,-1,55.5,48.4,48.2,0,195527,1,72,75,ASHOKA,2024-03-18,-3.963,5.64,dn
-1.143,0,0,0,1,-1,1,1,26.7,36.0,42.8,0,581338,57,1,75,ASHOKA,2024-04-01,3.18,5.461,up
-13.544,1,0,1,0,1,1,1,25.7,43.7,47.6,0,687558,17,0,75,ASHOKA,2024-04-15,13.72,15.733,up
-1.534,0,0,1,0,1,-1,-1,58.8,53.5,51.9,1,267119,30,0,75,ASHOKA,2024-04-16,2.996,4.643,up
0.175,0,0,0,1,-1,1,1,34.0,44.1,46.3,0,129580,0,46,75,ASHOKA,2024-05-07,-3.517,5.145,dn
-1.024,0,0,1,0,1,-1,1,57.5,47.3,55.3,0,86543,63,0,75,ASHOKA,2024-05-08,3.318,5.845,up
0.575,0,0,1,0,1,1,1,78.7,73.9,68.9,1,126889,40,0,75,ASHOKA,2024-05-17,3.371,5.029,up
0.212,0,0,1,0,-1,-1,-1,52.8,40.6,38.4,0,749780,1,73,75,ASHOKA,2024-05-24,-3.698,7.264,dn
1.921,0,1,0,1,-1,-1,1,24.3,37.2,43.0,0,900361,0,38,75,ASHOKA,2024-06-04,-12.412,18.09,dn
0.585,0,0,0,1,1,-1,1,81.0,59.6,67.1,1,351314,55,0,75,ASHOKA,2024-06-07,9.788,13.386,up
3.133,1,0,1,0,-1,-1,-1,69.4,60.4,62.0,1,3657138,0,0,75,ASHOKA,2024-06-10,3.36,7.472,up
0.706,0,0,0,1,-1,-1,1,35.7,34.4,44.6,0,490000,0,3,75,ASHOKA,2024-06-19,-3.551,4.227,dn
-0.61,0,1,0,1,1,1,1,40.9,45.5,57.1,0,331964,72,1,75,ASHOKA,2024-06-20,11.364,12.955,up
0.191,0,0,0,1,1,1,1,53.8,50.1,49.4,0,392563,7,65,75,ASHOKA,2024-06-27,-3.175,6.067,dn
-0.148,0,0,0,1,-1,-1,-1,32.5,43.4,44.5,0,107886,0,73,75,ASHOKA,2024-07-18,-3.561,4.604,dn
-0.997,0,1,0,1,1,1,1,62.7,67.7,64.7,1,184490,74,0,75,ASHOKA,2024-07-22,8.428,10.793,up
1.218,0,0,1,0,1,1,1,87.5,78.2,88.3,1,676547,53,0,75,ASHOKA,2024-07-24,7.75,9.905,up
0.763,0,0,1,0,1,1,1,55.7,59.7,60.3,1,314678,7,67,75,ASHOKA,2024-07-29,-3.598,6.322,dn
1.794,1,0,1,0,-1,-1,1,51.5,52.4,60.5,1,251538,0,74,75,ASHOKA,2024-08-06,-5.738,8.566,dn
-1.468,0,0,1,0,1,1,-1,56.3,70.0,49.8,1,182745,33,0,75,ASHOKA,2024-08-12,4.83,5.915,up
0.304,0,1,0,1,-1,-1,-1,42.3,48.5,46.5,0,149119,1,73,75,ASHOKA,2024-08-13,-4.593,7.163,dn
5.064,0,0,0,1,-1,-1,-1,62.7,52.5,53.0,1,1101143,0,73,75,ASHOKA,2024-08-26,-4.473,5.249,dn
0.582,0,0,1,0,1,-1,-1,82.5,65.8,60.8,1,595756,73,0,75,ASHOKA,2024-09-05,14.417,15.293,up
0.392,0,1,0,1,-1,-1,-1,48.6,46.4,42.1,0,224215,1,72,75,ASHOKA,2024-09-11,-3.364,5.527,dn
0.656,1,0,1,0,1,-1,-1,82.5,73.0,68.0,1,334729,2,0,75,ASHOKA,2024-10-01,3.019,4.257,up
1.661,0,0,0,1,-1,-1,-1,29.4,23.5,17.6,0,241001,0,73,75,ASHOKA,2024-10-07,-6.366,7.622,dn
-0.148,0,0,0,1,1,1,1,63.7,65.0,67.3,1,224544,73,1,75,ASHOKA,2024-10-08,6.522,7.391,up
8.984,0,0,1,0,-1,-1,-1,80.9,71.2,68.0,1,4340343,1,71,75,ASHOKA,2024-10-14,-3.558,5.865,dn
0.854,0,0,0,1,-1,-1,-1,38.6,30.4,39.7,0,150488,0,73,75,ASHOKA,2024-10-21,-4.351,5.018,dn
-0.134,0,0,0,1,-1,1,-1,14.5,36.6,33.5,0,125917,0,47,75,ASHOKA,2024-10-22,-3.412,4.345,dn
0.141,0,0,0,1,-1,-1,-1,17.5,12.7,10.6,0,140269,0,20,75,ASHOKA,2024-10-25,-5.127,7.537,dn
1.328,0,0,0,1,-1,-1,1,47.7,49.6,55.9,0,183102,73,1,75,ASHOKA,2024-10-28,5.479,8.927,up
1.303,0,0,0,1,-1,-1,-1,58.7,47.9,53.9,1,378565,1,44,75,ASHOKA,2024-11-14,-3.185,4.472,dn
2.167,0,1,0,1,-1,1,-1,57.0,59.7,56.1,1,141171,72,12,75,ASHOKA,2024-11-29,3.993,5.649,up
0.003,1,0,1,0,1,1,-1,53.8,62.4,46.4,1,301833,7,74,75,ASHOKA,2024-12-20,-4.324,6.909,dn
0.733,0,0,0,1,-1,-1,-1,29.1,22.3,26.8,0,604795,0,8,75,ASHOKA,2024-12-23,-3.2,5.62,dn
0.0,0,0,0,1,-1,-1,-1,24.4,34.7,31.5,0,497964,0,73,75,ASHOKA,2025-01-06,-7.869,10.033,dn
-0.291,0,1,0,1,-1,-1,-1,22.2,22.4,21.9,0,355270,0,74,75,ASHOKA,2025-01-09,-4.692,5.705,dn
1.874,1,0,1,0,1,1,1,78.1,82.0,82.9,1,251751,29,0,75,ASHOKA,2025-01-16,3.5,4.464,up
-0.125,0,0,0,1,-1,-1,-1,23.4,21.5,23.9,0,234373,0,37,75,ASHOKA,2025-01-22,-3.07,4.979,dn
-0.902,0,0,0,1,-1,-1,-1,41.8,40.9,34.4,0,219472,0,72,75,ASHOKA,2025-01-24,-4.088,5.481,dn
0.103,1,0,1,0,1,1,-1,71.4,65.7,61.4,1,182368,69,0,75,ASHOKA,2025-01-29,4.727,5.057,up
-1.749,0,0,0,1,-1,-1,-1,17.0,19.5,18.0,0,286387,0,30,75,ASHOKA,2025-02-03,-4.0,6.66,dn
-0.18,0,0,0,1,-1,-1,-1,36.9,39.0,37.7,0,107215,1,72,75,ASHOKA,2025-02-10,-4.85,5.691,dn
0.674,1,0,1,0,-1,-1,-1,52.5,51.7,46.8,1,528959,0,74,75,ASHOKA,2025-02-11,-3.41,6.569,dn
0.108,0,0,1,0,1,1,1,61.6,56.3,55.0,1,209557,0,74,75,ASHOKA,2025-02-13,-4.736,6.846,dn
1.243,0,1,0,1,-1,-1,-1,22.3,24.7,35.3,0,337828,0,58,75,ASHOKA,2025-02-14,-7.679,9.598,dn
-0.048,0,1,0,1,-1,-1,-1,29.1,32.4,35.3,0,365011,0,61,75,ASHOKA,2025-02-18,-4.6,5.593,dn
-0.152,0,0,1,0,1,1,1,61.1,62.9,61.8,1,538218,30,0,75,ASHOKA,2025-02-19,3.127,6.838,up
0.0,0,0,0,1,-1,-1,-1,14.8,10.8,7.6,0,241830,0,73,75,ASHOKA,2025-02-27,-4.632,5.474,dn
-0.006,0,0,0,1,-1,-1,-1,26.3,28.2,23.1,0,364035,0,32,75,ASHOKA,2025-03-03,-3.902,6.912,dn
2.699,1,0,1,0,1,1,1,86.0,83.2,75.1,1,424580,72,0,75,ASHOKA,2025-03-05,7.256,7.256,up
0.0,0,0,1,0,-1,-1,-1,22.2,31.7,27.9,0,230801,0,74,75,ASHOKA,2025-03-10,-5.64,7.222,dn
0.279,0,0,0,1,-1,-1,-1,32.0,34.4,41.1,0,272166,0,74,75,ASHOKA,2025-03-13,-4.178,4.44,dn
1.244,0,0,0,1,1,1,1,67.0,55.9,53.5,1,250606,0,73,75,ASHOKA,2025-03-17,-3.658,4.427,dn
0.733,1,0,1,0,1,1,1,69.6,63.8,63.6,1,346736,74,0,75,ASHOKA,2025-03-18,4.071,4.142,up
0.637,1,0,1,0,1,-1,-1,78.7,69.0,63.6,1,671017,69,0,75,ASHOKA,2025-03-19,5.65,6.661,up
-0.802,0,0,1,0,1,1,1,81.8,84.7,86.7,1,495565,42,0,75,ASHOKA,2025-03-21,4.582,6.922,up
0.103,0,0,1,0,-1,-1,-1,57.1,53.2,57.8,1,538216,67,0,75,ASHOKA,2025-03-24,3.445,4.145,up
1.05,1,0,1,0,-1,-1,-1,59.2,58.0,50.6,1,544553,0,48,75,ASHOKA,2025-03-25,-4.433,5.862,dn
0.326,0,0,0,1,1,1,1,49.8,51.5,49.3,0,454984,61,1,75,ASHOKA,2025-03-27,4.937,8.164,up
-1.459,0,0,1,0,1,-1,1,58.5,43.7,56.1,1,215824,56,0,75,ASHOKA,2025-04-03,4.776,6.329,up
-0.549,0,0,0,1,-1,-1,-1,48.5,35.2,26.9,0,230640,0,57,75,ASHOKA,2025-04-04,-3.474,5.798,dn
-10.552,0,0,1,0,1,1,-1,29.8,30.1,29.0,0,375402,74,0,75,ASHOKA,2025-04-07,7.553,8.605,up
0.401,0,0,0,1,-1,-1,-1,12.1,10.1,7.4,0,254232,0,25,75,ASHOKA,2025-04-25,-3.923,5.085,dn
0.632,0,0,0,1,1,1,-1,59.7,55.6,49.5,1,154223,0,74,75,ASHOKA,2025-04-30,-3.614,5.131,dn
0.38,0,0,0,1,-1,-1,-1,31.8,26.0,23.2,0,124856,0,73,75,ASHOKA,2025-05-06,-4.602,6.335,dn
2.06,0,0,1,0,-1,-1,1,61.0,61.3,64.1,1,195041,27,74,75,ASHOKA,2025-05-08,-3.186,5.878,dn
-1.781,0,0,1,0,-1,1,-1,21.8,36.9,35.1,0,205456,72,0,75,ASHOKA,2025-05-09,3.363,4.211,up
1.132,0,0,0,1,-1,-1,-1,37.7,40.2,49.1,0,268194,0,63,75,ASHOKA,2025-05-20,-2.968,3.932,dn
4.186,0,0,0,1,-1,-1,-1,67.9,63.8,60.7,1,1639467,0,65,75,ASHOKA,2025-06-06,-3.057,4.803,dn
-0.412,1,0,1,0,-1,-1,1,53.4,53.8,54.9,1,146183,0,60,75,ASHOKA,2025-06-12,-3.678,5.913,dn
0.073,0,0,1,0,1,-1,-1,62.2,40.7,45.3,1,173287,1,74,75,ASHOKA,2025-06-19,-3.123,4.295,dn
-0.81,0,0,1,0,1,1,1,48.6,44.4,55.3,0,102442,74,0,75,ASHOKA,2025-07-29,3.699,4.209,up
0.509,0,0,1,0,1,1,1,64.9,68.6,70.0,1,116825,73,0,75,ASHOKA,2025-09-01,6.456,7.717,up
-0.432,0,0,0,1,1,1,1,63.5,74.3,67.1,1,96480,74,0,75,ASHOKA,2025-09-02,3.371,5.38,up
-0.8,1,0,1,0,1,1,1,75.5,75.3,70.7,1,108398,41,0,75,ASHOKA,2025-10-09,3.784,4.537,up
