symbol,system,direction,entry_time,exit_time,entry_price,exit_price,bars_held,gross_ret_pct,net_ret_pct,exit_reason,capital_used,risk_rs,nav_at_entry,nav_after,exit_date
SJVN,SHORT,short,2024-03-18 09:50:00,2024-03-18 10:15:00,126.0,127.26,5,-1.000000000000004,-1.200000000000004,SL,300000.0,3000.0,1000000.0,996400.0,2024-03-18
AMBER,SHORT,short,2024-03-18 09:50:00,2024-03-18 11:00:00,3405.25,3337.145,14,2.0000000000000004,1.8000000000000005,TP,300000.0,3000.0,1000000.0,1001800.0,2024-03-18
RAIN,SHORT,short,2024-03-18 09:50:00,2024-03-18 09:55:00,159.7,161.297,1,-1.0000000000000053,-1.2000000000000053,SL,300000.0,3000.0,1000000.0,998200.0,2024-03-18
KNRCON,SHORT,short,2024-03-18 09:50:00,2024-03-18 11:00:00,238.75,241.1375,14,-0.9999999999999951,-1.199999999999995,SL,300000.0,3000.0,1000000.0,994600.0,2024-03-18
TCIEXP,SHORT,short,2024-03-18 09:50:00,2024-03-18 14:35:00,1010.5,1020.605,57,-1.0000000000000018,-1.2000000000000017,SL,300000.0,3000.0,1000000.0,991000.0,2024-03-18
ALKEM,LONG_MR,long,2024-03-18 12:00:00,2024-03-18 15:25:00,4949.2,4985.0,41,0.7233492281580899,0.5233492281580898,EOD,300000.0,3000.0,994600.0,992570.0476844743,2024-03-18
JKCEMENT,LONG_TC,long,2024-03-21 09:55:00,2024-03-21 14:55:00,4065.25,4105.75,60,0.9962486931923006,0.7962486931923005,EOD,300000.0,3000.0,992570.0476844743,994958.7937640512,2024-03-21
PNBHOUSING,LONG_TC,long,2024-03-21 09:55:00,2024-03-21 14:55:00,634.5,642.15,60,1.2056737588652446,1.0056737588652447,EOD,300000.0,3000.0,992570.0476844743,997975.8150406469,2024-03-21
WELCORP,LONG_TC,long,2024-03-21 09:55:00,2024-03-21 11:10:00,517.2,527.5440000000001,15,2.0000000000000098,1.8000000000000098,TP,300000.0,3000.0,992570.0476844743,1003375.8150406469,2024-03-21
BANDHANBNK,LONG_TC,long,2024-03-21 09:55:00,2024-03-21 12:05:00,181.65,179.83350000000002,26,-0.9999999999999948,-1.1999999999999948,SL,300000.0,3000.0,992570.0476844743,999775.8150406469,2024-03-21
MGL,LONG_TC,long,2024-03-21 09:55:00,2024-03-21 14:55:00,1301.25,1321.35,60,1.5446685878962467,1.3446685878962468,EOD,300000.0,3000.0,992570.0476844743,1003809.8208043356,2024-03-21
DBL,LONG_TC,long,2024-03-27 10:00:00,2024-03-27 10:05:00,423.7,432.174,1,1.9999999999999976,1.7999999999999976,TP,300000.0,3000.0,1003809.8208043356,1009209.8208043356,2024-03-27
TIINDIA,SHORT,short,2024-04-04 09:50:00,2024-04-04 14:50:00,3662.95,3599.95,60,1.7199251969041347,1.5199251969041347,EOD,300000.0,3000.0,1009209.8208043356,1013769.5963950481,2024-04-04
SOBHA,LONG_TC,long,2024-04-08 10:00:00,2024-04-08 13:25:00,1535.85,1520.4914999999999,41,-1.0000000000000033,-1.2000000000000033,SL,300000.0,3000.0,1013769.5963950481,1010169.5963950481,2024-04-08
JKPAPER,LONG_TC,long,2024-04-08 10:00:00,2024-04-08 14:40:00,356.4,363.52799999999996,56,1.9999999999999962,1.7999999999999963,TP,300000.0,3000.0,1013769.5963950481,1015569.5963950481,2024-04-08
WHIRLPOOL,LONG_TC,long,2024-04-08 10:10:00,2024-04-08 11:20:00,1390.0,1417.8,14,1.9999999999999967,1.7999999999999967,TP,300000.0,3000.0,1013769.5963950481,1020969.5963950481,2024-04-08
INDIANB,LONG_TC,long,2024-04-08 10:25:00,2024-04-08 15:10:00,528.9,523.611,57,-0.9999999999999976,-1.1999999999999975,SL,300000.0,3000.0,1013769.5963950481,1017369.5963950481,2024-04-08
