family,params,tp_pct,sl_pct,max_hold_bars,n_stocks,n_trades,win_rate,avg_win,avg_loss,profit_factor,sharpe,max_dd_pct,total_return_pct,trades_per_stock_year,aws,passes_gates
oversold_bounce_long,"{'entry_bar': 6, 'rsi_max': 20.0, 'dev_atr': 1.5, 'nifty_filter': 'none'}",0.5,1.5,60,5,60,0.5833,0.3959,-0.7281,0.761,-1.749,7.094,-4.35,6.9,0.0,0
oversold_bounce_long,"{'entry_bar': 6, 'rsi_max': 20.0, 'dev_atr': 1.5, 'nifty_filter': 'none'}",1.0,1.5,60,5,60,0.5333,0.4678,-0.7614,0.702,-2.045,10.313,-6.35,6.9,0.0,0
oversold_bounce_long,"{'entry_bar': 6, 'rsi_max': 20.0, 'dev_atr': 1.5, 'nifty_filter': 'none'}",0.7,1.0,36,5,60,0.5333,0.4322,-0.6914,0.714,-2.239,5.168,-5.53,6.9,0.0,0
oversold_bounce_long,"{'entry_bar': 6, 'rsi_max': 20.0, 'dev_atr': 1.5, 'nifty_filter': 'above_vwap_b3'}",0.5,1.5,60,5,21,0.6667,0.3877,-0.727,1.067,0.435,2.045,0.34,2.4,0.3184,0
oversold_bounce_long,"{'entry_bar': 6, 'rsi_max': 20.0, 'dev_atr': 1.5, 'nifty_filter': 'above_vwap_b3'}",1.0,1.5,60,5,21,0.619,0.4045,-0.8236,0.798,-1.14,3.826,-1.33,2.4,0.0,0
oversold_bounce_long,"{'entry_bar': 6, 'rsi_max': 20.0, 'dev_atr': 1.5, 'nifty_filter': 'above_vwap_b3'}",0.7,1.0,36,5,21,0.5238,0.3359,-0.6763,0.546,-3.794,3.175,-3.07,2.4,0.0,0
oversold_bounce_long,"{'entry_bar': 6, 'rsi_max': 20.0, 'dev_atr': 1.5, 'nifty_filter': 'first_bullish'}",0.5,1.5,60,5,25,0.56,0.4058,-0.9291,0.556,-3.981,5.291,-4.54,2.9,0.0,0
oversold_bounce_long,"{'entry_bar': 6, 'rsi_max': 20.0, 'dev_atr': 1.5, 'nifty_filter': 'first_bullish'}",1.0,1.5,60,5,25,0.48,0.385,-0.9103,0.39,-5.098,7.562,-7.21,2.9,0.0,0
oversold_bounce_long,"{'entry_bar': 6, 'rsi_max': 20.0, 'dev_atr': 1.5, 'nifty_filter': 'first_bullish'}",0.7,1.0,36,5,25,0.52,0.4355,-0.8174,0.577,-3.531,5.001,-4.15,2.9,0.0,0
oversold_bounce_long,"{'entry_bar': 6, 'rsi_max': 20.0, 'dev_atr': 1.5, 'nifty_filter': 'both'}",0.5,1.5,60,5,9,0.5556,0.3992,-1.1025,0.453,-5.922,2.46,-2.41,1.0,0.0,0
oversold_bounce_long,"{'entry_bar': 6, 'rsi_max': 20.0, 'dev_atr': 1.5, 'nifty_filter': 'both'}",1.0,1.5,60,5,9,0.4444,0.2999,-1.182,0.203,-7.692,3.944,-4.71,1.0,0.0,0
oversold_bounce_long,"{'entry_bar': 6, 'rsi_max': 20.0, 'dev_atr': 1.5, 'nifty_filter': 'both'}",0.7,1.0,36,5,9,0.4444,0.2624,-0.829,0.253,-7.233,2.502,-3.1,1.0,0.0,0
oversold_bounce_long,"{'entry_bar': 6, 'rsi_max': 20.0, 'dev_atr': 1.5, 'nifty_filter': 'b3_change_pos'}",0.5,1.5,60,5,17,0.4706,0.3995,-0.9356,0.38,-6.805,5.146,-5.22,1.9,0.0,0
oversold_bounce_long,"{'entry_bar': 6, 'rsi_max': 20.0, 'dev_atr': 1.5, 'nifty_filter': 'b3_change_pos'}",1.0,1.5,60,5,17,0.3529,0.4559,-0.9123,0.273,-7.087,7.408,-7.3,1.9,0.0,0
oversold_bounce_long,"{'entry_bar': 6, 'rsi_max': 20.0, 'dev_atr': 1.5, 'nifty_filter': 'b3_change_pos'}",0.7,1.0,36,5,17,0.4706,0.3962,-0.9,0.391,-5.886,4.911,-4.93,1.9,0.0,0
oversold_bounce_long,"{'entry_bar': 6, 'rsi_max': 20.0, 'dev_atr': 1.5, 'nifty_filter': 'b3_change_pos_strong'}",0.5,1.5,60,4,8,0.375,0.5,-1.0355,0.29,-10.682,3.004,-3.68,1.1,0.0,0
oversold_bounce_long,"{'entry_bar': 6, 'rsi_max': 20.0, 'dev_atr': 1.5, 'nifty_filter': 'b3_change_pos_strong'}",1.0,1.5,60,4,8,0.25,0.6762,-1.1129,0.203,-9.719,5.152,-5.32,1.1,0.0,0
oversold_bounce_long,"{'entry_bar': 6, 'rsi_max': 20.0, 'dev_atr': 1.5, 'nifty_filter': 'b3_change_pos_strong'}",0.7,1.0,36,4,8,0.375,0.4691,-0.9627,0.292,-7.792,3.106,-3.41,1.1,0.0,0
oversold_bounce_long,"{'entry_bar': 6, 'rsi_max': 20.0, 'dev_atr': 1.5, 'nifty_filter': 'not_crashing'}",0.5,1.5,60,5,41,0.5854,0.4144,-0.8109,0.721,-2.152,5.762,-3.84,4.7,0.0,0
oversold_bounce_long,"{'entry_bar': 6, 'rsi_max': 20.0, 'dev_atr': 1.5, 'nifty_filter': 'not_crashing'}",1.0,1.5,60,5,41,0.5122,0.452,-0.845,0.562,-3.291,10.546,-7.41,4.7,0.0,0
oversold_bounce_long,"{'entry_bar': 6, 'rsi_max': 20.0, 'dev_atr': 1.5, 'nifty_filter': 'not_crashing'}",0.7,1.0,36,5,41,0.5122,0.4492,-0.7331,0.643,-2.979,5.125,-5.23,4.7,0.0,0
oversold_bounce_long,"{'entry_bar': 6, 'rsi_max': 20.0, 'dev_atr': 1.5, 'nifty_filter': 'bouncing'}",0.5,1.5,60,4,11,0.6364,0.4405,-0.4413,1.747,3.584,1.531,1.32,1.6,2.0717,0
oversold_bounce_long,"{'entry_bar': 6, 'rsi_max': 20.0, 'dev_atr': 1.5, 'nifty_filter': 'bouncing'}",1.0,1.5,60,4,11,0.5455,0.5368,-0.6531,0.986,-0.081,1.707,-0.04,1.6,0.0,0
oversold_bounce_long,"{'entry_bar': 6, 'rsi_max': 20.0, 'dev_atr': 1.5, 'nifty_filter': 'bouncing'}",0.7,1.0,36,4,11,0.7273,0.5275,-0.7926,1.775,3.894,1.378,1.84,1.6,2.4053,0
oversold_bounce_long,"{'entry_bar': 6, 'rsi_max': 20.0, 'dev_atr': 2.0, 'nifty_filter': 'none'}",0.5,1.5,60,5,52,0.6154,0.4121,-0.8219,0.802,-1.385,6.61,-3.25,6.0,0.0,0
oversold_bounce_long,"{'entry_bar': 6, 'rsi_max': 20.0, 'dev_atr': 2.0, 'nifty_filter': 'none'}",1.0,1.5,60,5,52,0.5769,0.4507,-0.8206,0.749,-1.756,8.034,-4.53,6.0,0.0,0
oversold_bounce_long,"{'entry_bar': 6, 'rsi_max': 20.0, 'dev_atr': 2.0, 'nifty_filter': 'none'}",0.7,1.0,36,5,52,0.5192,0.4656,-0.5934,0.847,-1.131,3.425,-2.26,6.0,0.0,0
oversold_bounce_long,"{'entry_bar': 6, 'rsi_max': 20.0, 'dev_atr': 2.0, 'nifty_filter': 'above_vwap_b3'}",0.5,1.5,60,5,19,0.6316,0.3966,-0.727,0.935,-0.402,2.045,-0.33,2.2,0.0,0
oversold_bounce_long,"{'entry_bar': 6, 'rsi_max': 20.0, 'dev_atr': 2.0, 'nifty_filter': 'above_vwap_b3'}",1.0,1.5,60,5,19,0.6316,0.4241,-0.727,1.0,0.001,2.494,0.0,2.2,0.0003,0
oversold_bounce_long,"{'entry_bar': 6, 'rsi_max': 20.0, 'dev_atr': 2.0, 'nifty_filter': 'above_vwap_b3'}",0.7,1.0,36,5,19,0.5263,0.342,-0.612,0.621,-3.396,2.195,-2.09,2.2,0.0,0
oversold_bounce_long,"{'entry_bar': 6, 'rsi_max': 20.0, 'dev_atr': 2.0, 'nifty_filter': 'first_bullish'}",0.5,1.5,60,5,21,0.619,0.4292,-1.0823,0.644,-2.847,3.831,-3.08,2.4,0.0,0
oversold_bounce_long,"{'entry_bar': 6, 'rsi_max': 20.0, 'dev_atr': 2.0, 'nifty_filter': 'first_bullish'}",1.0,1.5,60,5,21,0.5714,0.3531,-0.9748,0.483,-4.321,4.884,-4.54,2.4,0.0,0
oversold_bounce_long,"{'entry_bar': 6, 'rsi_max': 20.0, 'dev_atr': 2.0, 'nifty_filter': 'first_bullish'}",0.7,1.0,36,5,21,0.5714,0.4651,-0.6791,0.913,-0.594,1.704,-0.53,2.4,0.0,0
oversold_bounce_long,"{'entry_bar': 6, 'rsi_max': 20.0, 'dev_atr': 2.0, 'nifty_filter': 'both'}",0.5,1.5,60,5,8,0.5,0.3741,-1.1025,0.339,-6.525,2.46,-2.91,0.9,0.0,0
oversold_bounce_long,"{'entry_bar': 6, 'rsi_max': 20.0, 'dev_atr': 2.0, 'nifty_filter': 'both'}",1.0,1.5,60,5,8,0.5,0.2999,-1.1025,0.272,-7.484,2.444,-3.21,0.9,0.0,0
oversold_bounce_long,"{'entry_bar': 6, 'rsi_max': 20.0, 'dev_atr': 2.0, 'nifty_filter': 'both'}",0.7,1.0,36,5,8,0.5,0.2624,-0.7225,0.363,-6.205,1.247,-1.84,0.9,0.0,0
oversold_bounce_long,"{'entry_bar': 6, 'rsi_max': 20.0, 'dev_atr': 2.0, 'nifty_filter': 'b3_change_pos'}",0.5,1.5,60,5,14,0.5,0.442,-1.0079,0.439,-5.34,3.882,-3.96,1.6,0.0,0
oversold_bounce_long,"{'entry_bar': 6, 'rsi_max': 20.0, 'dev_atr': 2.0, 'nifty_filter': 'b3_change_pos'}",1.0,1.5,60,5,14,0.4286,0.392,-0.8963,0.328,-6.644,4.926,-4.82,1.6,0.0,0
oversold_bounce_long,"{'entry_bar': 6, 'rsi_max': 20.0, 'dev_atr': 2.0, 'nifty_filter': 'b3_change_pos'}",0.7,1.0,36,5,14,0.5,0.4412,-0.6964,0.634,-2.862,1.79,-1.79,1.6,0.0,0
oversold_bounce_long,"{'entry_bar': 6, 'rsi_max': 20.0, 'dev_atr': 2.0, 'nifty_filter': 'b3_change_pos_strong'}",0.5,1.5,60,4,7,0.2857,0.5,-1.0355,0.193,-11.347,3.504,-4.18,1.0,0.0,0
