family,params,tp_pct,sl_pct,max_hold_bars,n_stocks,n_trades,win_rate,avg_win,avg_loss,profit_factor,sharpe,max_dd_pct,total_return_pct,trades_per_stock_year,aws,passes_gates
diamond_long,"{'entry_bar': 3, 'rsi_threshold': 55, 'nifty_filter': 'none'}",0.5,1.5,60,25,3038,0.6866,0.4869,-1.0276,1.038,0.471,26.954,37.35,68.9,0.8974,1
diamond_long,"{'entry_bar': 3, 'rsi_threshold': 55, 'nifty_filter': 'none'}",0.7,1.5,60,25,3038,0.6211,0.6572,-1.0031,1.074,0.945,29.509,85.68,68.9,1.6848,0
diamond_long,"{'entry_bar': 3, 'rsi_threshold': 55, 'nifty_filter': 'none'}",1.0,1.5,60,25,3038,0.5553,0.8618,-0.9682,1.112,1.378,23.19,145.85,68.9,2.2738,0
diamond_long,"{'entry_bar': 3, 'rsi_threshold': 55, 'nifty_filter': 'none'}",0.5,1.0,60,25,3038,0.6498,0.487,-0.8473,1.066,0.887,22.707,59.92,68.9,1.6431,0
diamond_long,"{'entry_bar': 3, 'rsi_threshold': 55, 'nifty_filter': 'none'}",1.5,0.5,60,25,3038,0.3209,1.12,-0.4788,1.105,1.318,26.804,104.15,68.9,1.2497,0
diamond_long,"{'entry_bar': 3, 'rsi_threshold': 55, 'nifty_filter': 'none'}",2.0,0.7,60,25,3038,0.3782,1.1889,-0.6334,1.142,1.708,29.967,169.51,68.9,1.9715,0
diamond_long,"{'entry_bar': 3, 'rsi_threshold': 55, 'nifty_filter': 'none'}",1.0,0.7,48,25,3038,0.4467,0.8435,-0.6313,1.079,1.123,25.45,83.36,68.9,1.4461,0
diamond_long,"{'entry_bar': 3, 'rsi_threshold': 55, 'nifty_filter': 'none'}",5.0,2.0,60,25,3038,0.4911,1.2466,-1.003,1.199,1.96,33.779,309.33,68.9,3.0862,0
diamond_long,"{'entry_bar': 3, 'rsi_threshold': 55, 'nifty_filter': 'above_vwap_b3'}",0.5,1.5,60,25,1597,0.6919,0.4871,-1.0277,1.064,0.82,21.479,32.58,36.2,1.485,1
diamond_long,"{'entry_bar': 3, 'rsi_threshold': 55, 'nifty_filter': 'above_vwap_b3'}",0.7,1.5,60,25,1597,0.6255,0.6581,-0.9993,1.1,1.301,31.439,59.81,36.2,2.2012,0
diamond_long,"{'entry_bar': 3, 'rsi_threshold': 55, 'nifty_filter': 'above_vwap_b3'}",1.0,1.5,60,25,1597,0.5623,0.8591,-0.9611,1.148,1.874,20.124,99.65,36.2,2.9759,0
