date,pnl,nav,cum_return_pct,daily_return_pct
2024-03-18,451.30890052354005,1000451.3089005236,0.045130890052358374,0.045130890052354
2024-03-21,2113.6251032203672,1002564.9340037439,0.2564934003743913,0.2112671635707289
2024-03-27,999.999999999989,1003564.9340037439,0.35649340037440247,0.09974416280514502
2024-04-04,999.9999999999906,1004564.9340037439,0.45649340037439146,0.09964477296057654
2024-04-08,-2426.0162601626653,1002138.9177435812,0.21389177435813256,-0.24149919811491485
2024-04-15,-6271.546111468755,995867.3716321124,-0.41326283678875253,-0.6258160421101883
2024-04-23,-3799.9999999999486,992067.3716321125,-0.793262836788744,-0.3815769155858761
2024-04-24,-6164.60560318099,985902.7660289315,-1.4097233971068546,-0.6213898147904219
2024-04-30,313.7324240127807,986216.4984529443,-1.3783501547055654,0.031821842358394824
2024-05-07,2199.9999999999045,988416.4984529442,-1.1583501547055786,0.22307475117796094
2024-05-10,999.9999999999912,989416.4984529442,-1.0583501547055785,0.10117192515151024
2024-05-13,-3799.999999999952,985616.4984529442,-1.438350154705581,-0.3840647498744611
2024-05-15,1317.6280758369633,986934.1265287813,-1.3065873471218792,0.13368567570704787
2024-05-16,2000.00000000001,988934.1265287813,-1.106587347121879,0.2026477701236614
2024-05-17,-5225.789326178637,983708.3372026025,-1.6291662797397466,-0.5284264326605327
2024-05-23,138.69112615564472,983847.0283287582,-1.6152971671241856,0.014098805602282924
2024-05-31,1999.9999999999616,985847.0283287582,-1.4152971671241854,0.20328363479405154
2024-06-11,-6653.087019931941,979193.9413088262,-2.08060586911738,-0.6748599761172362
2024-06-14,-2491.484985602633,976702.4563232237,-2.329754367677639,-0.25444244296205754
2024-06-18,-854.5609548167213,975847.8953684069,-2.415210463159312,-0.08749450247455079
2024-06-19,-2015.1930746036437,973832.7022938032,-2.6167297706196746,-0.20650688331329117
2024-06-25,-1400.0000000000446,972432.7022938032,-2.7567297706196814,-0.14376185937301453
2024-06-27,2999.9999999999636,975432.7022938032,-2.456729770619681,0.3085046392334888
2024-07-01,-381.2505859191804,975051.451707884,-2.4948548292116013,-0.03908527825883232
2024-07-02,1599.9999999999782,976651.451707884,-2.334854829211608,0.16409390470599727
2024-07-03,4999.999999999971,981651.451707884,-1.8348548292116074,0.5119533679345278
2024-07-04,-2188.134859652693,979463.3168482312,-2.053668315176871,-0.22290344050790747
2024-07-10,5999.999999999987,985463.3168482312,-1.4536683151768703,0.6125803689419532
2024-07-11,1000.0000000000031,986463.3168482312,-1.3536683151768703,0.10147511154431034
2024-07-12,-1400.0000000000691,985063.3168482311,-1.4936683151768881,-0.14192114152537322
2024-07-16,-2397.854756462166,982665.462091769,-1.733453790823103,-0.24342138372731667
2024-07-18,999.9999999999872,983665.462091769,-1.6334537908231028,0.1017640324786951
2024-07-19,6198.322198691896,989863.7842904609,-1.0136215709539154,0.6301250209101716
2024-07-29,-1301.431287579758,988562.3530028812,-1.14376469971188,-0.13147579578463214
2024-08-01,-1400.0000000000448,987162.353002881,-1.2837646997118979,-0.1416197972487391
2024-08-05,599.9999999999598,987762.353002881,-1.2237646997118934,0.06078027572412991
2024-08-06,-5800.0000000000355,981962.353002881,-1.8037646997118961,-0.5871857722019416
2024-08-12,-4131.032721142345,977831.3202817386,-2.216867971826131,-0.4206915579308594
2024-08-13,1798.736603023566,979630.0568847622,-2.0369943115237765,0.18395162495974288
