family,params,tp_pct,sl_pct,max_hold_bars,n_stocks,n_trades,win_rate,avg_win,avg_loss,profit_factor,sharpe,max_dd_pct,total_return_pct,trades_per_stock_year,aws,passes_gates
tod_momentum,"{'start_bar': 3, 'end_bar': 9, 'rsi_min': 55, 'vwap_align': True, 'ema_align': True}",0.5,0.3,12,30,5833,0.3856,0.4035,-0.2792,0.907,-1.924,112.144,-93.01,110.5,0.0,0
tod_momentum,"{'start_bar': 3, 'end_bar': 9, 'rsi_min': 55, 'vwap_align': True, 'ema_align': True}",0.8,0.4,24,30,5833,0.3698,0.576,-0.3629,0.931,-1.346,110.327,-91.82,110.5,0.0,0
tod_momentum,"{'start_bar': 3, 'end_bar': 9, 'rsi_min': 55, 'vwap_align': True, 'ema_align': True}",1.0,0.5,36,30,5833,0.3839,0.6835,-0.4467,0.953,-0.815,116.734,-75.02,110.5,0.0,0
tod_momentum,"{'start_bar': 3, 'end_bar': 9, 'rsi_min': 55, 'vwap_align': True, 'ema_align': True}",1.5,0.7,48,30,5833,0.4068,0.8112,-0.5789,0.961,-0.634,141.338,-78.04,110.5,0.0,0
tod_momentum,"{'start_bar': 3, 'end_bar': 9, 'rsi_min': 55, 'vwap_align': True, 'ema_align': True}",2.0,1.0,60,30,5833,0.4315,0.9067,-0.7183,0.958,-0.616,175.275,-99.85,110.5,0.0,0
tod_momentum,"{'start_bar': 3, 'end_bar': 9, 'rsi_min': 55, 'vwap_align': True, 'ema_align': False}",0.5,0.3,12,30,6156,0.3826,0.4039,-0.2794,0.896,-2.182,123.304,-110.61,116.6,0.0,0
tod_momentum,"{'start_bar': 3, 'end_bar': 9, 'rsi_min': 55, 'vwap_align': True, 'ema_align': False}",0.8,0.4,24,30,6156,0.3686,0.5734,-0.3639,0.92,-1.589,123.847,-113.25,116.6,0.0,0
tod_momentum,"{'start_bar': 3, 'end_bar': 9, 'rsi_min': 55, 'vwap_align': True, 'ema_align': False}",1.0,0.5,36,30,6156,0.3824,0.681,-0.448,0.941,-1.038,136.034,-100.27,116.6,0.0,0
tod_momentum,"{'start_bar': 3, 'end_bar': 9, 'rsi_min': 55, 'vwap_align': True, 'ema_align': False}",1.5,0.7,48,30,6156,0.4048,0.8081,-0.5808,0.946,-0.884,166.401,-114.05,116.6,0.0,0
tod_momentum,"{'start_bar': 3, 'end_bar': 9, 'rsi_min': 55, 'vwap_align': True, 'ema_align': False}",2.0,1.0,60,30,6156,0.429,0.9089,-0.7214,0.947,-0.797,189.611,-135.24,116.6,0.0,0
tod_momentum,"{'start_bar': 3, 'end_bar': 9, 'rsi_min': 60, 'vwap_align': True, 'ema_align': True}",0.5,0.3,12,30,4816,0.3926,0.4073,-0.28,0.941,-1.152,68.84,-48.68,91.2,0.0,0
tod_momentum,"{'start_bar': 3, 'end_bar': 9, 'rsi_min': 60, 'vwap_align': True, 'ema_align': True}",0.8,0.4,24,30,4816,0.3762,0.5847,-0.3641,0.968,-0.569,64.476,-34.49,91.2,0.0,0
tod_momentum,"{'start_bar': 3, 'end_bar': 9, 'rsi_min': 60, 'vwap_align': True, 'ema_align': True}",1.0,0.5,36,30,4816,0.3914,0.6847,-0.4497,0.979,-0.346,81.05,-27.36,91.2,0.0,0
tod_momentum,"{'start_bar': 3, 'end_bar': 9, 'rsi_min': 60, 'vwap_align': True, 'ema_align': True}",1.5,0.7,48,30,4816,0.4055,0.8217,-0.5796,0.967,-0.505,107.632,-54.67,91.2,0.0,0
tod_momentum,"{'start_bar': 3, 'end_bar': 9, 'rsi_min': 60, 'vwap_align': True, 'ema_align': True}",2.0,1.0,60,30,4816,0.4329,0.9188,-0.7218,0.972,-0.386,127.941,-55.45,91.2,0.0,0
tod_momentum,"{'start_bar': 3, 'end_bar': 9, 'rsi_min': 60, 'vwap_align': True, 'ema_align': False}",0.5,0.3,12,30,4866,0.3931,0.4066,-0.28,0.941,-1.15,68.333,-48.84,92.2,0.0,0
tod_momentum,"{'start_bar': 3, 'end_bar': 9, 'rsi_min': 60, 'vwap_align': True, 'ema_align': False}",0.8,0.4,24,30,4866,0.3763,0.5851,-0.364,0.97,-0.548,66.419,-33.25,92.2,0.0,0
tod_momentum,"{'start_bar': 3, 'end_bar': 9, 'rsi_min': 60, 'vwap_align': True, 'ema_align': False}",1.0,0.5,36,30,4866,0.3915,0.6847,-0.4502,0.978,-0.36,80.464,-28.77,92.2,0.0,0
tod_momentum,"{'start_bar': 3, 'end_bar': 9, 'rsi_min': 60, 'vwap_align': True, 'ema_align': False}",1.5,0.7,48,30,4866,0.4055,0.822,-0.5797,0.967,-0.504,105.784,-55.14,92.2,0.0,0
tod_momentum,"{'start_bar': 3, 'end_bar': 9, 'rsi_min': 60, 'vwap_align': True, 'ema_align': False}",2.0,1.0,60,30,4866,0.4328,0.9208,-0.7219,0.973,-0.369,126.687,-53.36,92.2,0.0,0
tod_momentum,"{'start_bar': 3, 'end_bar': 12, 'rsi_min': 55, 'vwap_align': True, 'ema_align': True}",0.5,0.3,12,30,6404,0.3871,0.3995,-0.2772,0.91,-1.925,110.888,-97.56,121.3,0.0,0
tod_momentum,"{'start_bar': 3, 'end_bar': 12, 'rsi_min': 55, 'vwap_align': True, 'ema_align': True}",0.8,0.4,24,30,6404,0.372,0.5698,-0.3612,0.934,-1.331,110.428,-95.47,121.3,0.0,0
tod_momentum,"{'start_bar': 3, 'end_bar': 12, 'rsi_min': 55, 'vwap_align': True, 'ema_align': True}",1.0,0.5,36,30,6404,0.386,0.6767,-0.4443,0.958,-0.767,119.819,-73.97,121.3,0.0,0
tod_momentum,"{'start_bar': 3, 'end_bar': 12, 'rsi_min': 55, 'vwap_align': True, 'ema_align': True}",1.5,0.7,48,30,6404,0.4094,0.8057,-0.5781,0.966,-0.561,135.369,-73.99,121.3,0.0,0
tod_momentum,"{'start_bar': 3, 'end_bar': 12, 'rsi_min': 55, 'vwap_align': True, 'ema_align': True}",2.0,1.0,60,30,6404,0.4336,0.9077,-0.7154,0.971,-0.43,167.407,-74.14,121.3,0.0,0
tod_momentum,"{'start_bar': 3, 'end_bar': 12, 'rsi_min': 55, 'vwap_align': True, 'ema_align': False}",0.5,0.3,12,30,6791,0.3843,0.3994,-0.2779,0.897,-2.251,127.22,-119.22,128.6,0.0,0
tod_momentum,"{'start_bar': 3, 'end_bar': 12, 'rsi_min': 55, 'vwap_align': True, 'ema_align': False}",0.8,0.4,24,30,6791,0.3714,0.5682,-0.3619,0.928,-1.493,123.67,-111.94,128.6,0.0,0
tod_momentum,"{'start_bar': 3, 'end_bar': 12, 'rsi_min': 55, 'vwap_align': True, 'ema_align': False}",1.0,0.5,36,30,6791,0.3857,0.6762,-0.4447,0.955,-0.829,126.649,-84.09,128.6,0.0,0
tod_momentum,"{'start_bar': 3, 'end_bar': 12, 'rsi_min': 55, 'vwap_align': True, 'ema_align': False}",1.5,0.7,48,30,6791,0.4092,0.8038,-0.5773,0.964,-0.597,146.007,-82.55,128.6,0.0,0
tod_momentum,"{'start_bar': 3, 'end_bar': 12, 'rsi_min': 55, 'vwap_align': True, 'ema_align': False}",2.0,1.0,60,30,6791,0.434,0.9065,-0.7184,0.967,-0.499,175.579,-90.12,128.6,0.0,0
tod_momentum,"{'start_bar': 3, 'end_bar': 12, 'rsi_min': 60, 'vwap_align': True, 'ema_align': True}",0.5,0.3,12,30,5309,0.3931,0.4032,-0.2785,0.938,-1.259,70.589,-55.82,100.5,0.0,0
tod_momentum,"{'start_bar': 3, 'end_bar': 12, 'rsi_min': 60, 'vwap_align': True, 'ema_align': True}",0.8,0.4,24,30,5309,0.3788,0.5802,-0.3634,0.974,-0.492,61.469,-31.65,100.5,0.0,0
