tag,family,params,tp_pct,sl_pct,max_hold_bars,n_stocks,n_trades,win_rate,avg_win,avg_loss,profit_factor,sharpe,max_dd_pct,total_return_pct,trades_per_stock_year,aws,passes_gates
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_b3_change_pos'}",0.5,1.5,60,30,506,0.7391,0.4925,-1.1183,1.248,2.662,8.485,36.57,9.6,4.3082,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_b3_change_pos'}",1.0,1.5,60,30,506,0.6107,0.8551,-1.0549,1.271,2.53,9.849,56.42,9.6,3.6272,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_b3_change_pos'}",0.7,1.0,48,30,506,0.6225,0.6607,-0.8688,1.254,2.949,10.478,42.18,9.6,3.6472,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'none'}",0.5,1.5,60,30,1144,0.7622,0.4907,-1.138,1.382,3.526,6.925,118.34,21.7,5.5658,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'none'}",1.0,1.5,60,30,1144,0.6259,0.8827,-1.0607,1.392,3.372,9.995,178.05,21.7,4.6028,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'none'}",0.7,1.0,48,30,1144,0.632,0.6585,-0.8617,1.312,3.178,9.952,113.33,21.7,4.3814,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_gap_up'}",0.5,1.5,60,30,627,0.7703,0.4894,-1.0955,1.498,4.703,5.976,78.63,11.9,5.5775,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_gap_up'}",1.0,1.5,60,30,627,0.6364,0.8953,-1.0186,1.538,4.9,7.337,124.99,11.9,4.7297,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_gap_up'}",0.7,1.0,48,30,627,0.6459,0.6536,-0.8593,1.388,4.571,6.634,73.95,11.9,4.331,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_strong_both'}",0.5,1.5,60,30,280,0.7857,0.4905,-1.0562,1.703,6.51,6.202,44.54,5.3,5.6578,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_strong_both'}",1.0,1.5,60,30,280,0.6643,0.8787,-0.9773,1.779,6.394,9.453,71.57,5.3,4.9974,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_strong_both'}",0.7,1.0,48,30,280,0.6643,0.6478,-0.8685,1.476,6.554,5.782,38.84,5.3,4.1454,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_b3_change_pos'}",0.5,1.5,60,30,373,0.7265,0.4935,-1.0839,1.21,2.166,8.61,23.19,7.1,3.7592,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_b3_change_pos'}",1.0,1.5,60,30,373,0.5952,0.8849,-1.0466,1.243,2.146,8.08,38.41,7.1,3.1354,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_b3_change_pos'}",0.7,1.0,48,30,373,0.622,0.6606,-0.8858,1.227,2.427,8.478,28.35,7.1,3.391,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'none'}",0.5,1.5,60,30,533,0.7692,0.4951,-1.1666,1.414,3.238,8.556,59.48,10.1,5.1251,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'none'}",1.0,1.5,60,30,533,0.6398,0.9099,-1.1136,1.451,3.364,10.388,96.45,10.1,4.3729,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'none'}",0.7,1.0,48,30,533,0.6548,0.6625,-0.905,1.389,3.302,5.833,64.71,10.1,4.2827,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_gap_up'}",0.5,1.5,60,30,287,0.784,0.4931,-1.0978,1.63,5.031,6.158,42.88,5.4,5.4274,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_gap_up'}",1.0,1.5,60,30,287,0.6551,0.9354,-1.0669,1.665,5.5,9.638,70.22,5.4,4.6317,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_gap_up'}",0.7,1.0,48,30,287,0.6725,0.6576,-0.9165,1.473,4.756,4.725,40.76,5.4,4.2075,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_strong_both'}",0.5,1.5,60,30,119,0.8067,0.4889,-0.9992,2.042,7.846,3.243,23.95,2.3,5.9156,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_strong_both'}",1.0,1.5,60,30,119,0.6975,0.9134,-0.9759,2.158,7.88,5.558,40.68,2.3,5.4046,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_strong_both'}",0.7,1.0,48,30,119,0.7059,0.632,-0.9462,1.603,5.935,3.6,19.97,2.3,4.0628,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_b3_change_pos'}",0.5,1.5,60,29,196,0.7296,0.4975,-1.12,1.198,1.619,10.33,11.78,3.8,2.4924,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_b3_change_pos'}",1.0,1.5,60,29,196,0.6122,0.9075,-1.0753,1.333,2.342,10.68,27.18,3.8,3.2328,0
full,trend_pullback_long,"{'bar_max': 15, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_b3_change_pos'}",0.7,1.0,48,29,196,0.6378,0.663,-0.9029,1.293,2.303,6.908,18.76,3.8,3.2667,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'none'}",0.5,1.5,60,30,1720,0.739,0.488,-1.0751,1.285,3.141,11.156,137.56,32.6,5.306,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'none'}",1.0,1.5,60,30,1720,0.6134,0.8675,-1.0164,1.354,3.669,16.18,239.34,32.6,4.6412,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'none'}",0.7,1.0,48,30,1720,0.6116,0.6489,-0.8176,1.25,2.921,11.939,136.5,32.6,4.272,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_gap_up'}",0.5,1.5,60,30,931,0.7562,0.4898,-1.0641,1.428,4.945,12.472,103.3,17.6,5.536,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_gap_up'}",1.0,1.5,60,30,931,0.6327,0.8668,-1.0128,1.474,5.362,14.186,164.18,17.6,4.782,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_gap_up'}",0.7,1.0,48,30,931,0.6369,0.6407,-0.8115,1.385,4.742,15.723,105.62,17.6,4.524,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_strong_both'}",0.5,1.5,60,30,449,0.7506,0.4909,-1.0364,1.425,4.979,10.055,49.35,8.5,4.9009,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_strong_both'}",1.0,1.5,60,30,449,0.6414,0.8617,-0.959,1.607,6.469,13.258,93.78,8.5,4.724,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_strong_both'}",0.7,1.0,48,30,449,0.6281,0.6427,-0.782,1.388,5.115,10.711,50.64,8.5,3.9936,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_b3_change_pos'}",0.5,1.5,60,30,561,0.7273,0.4927,-1.0806,1.216,2.33,8.39,35.71,10.6,4.1994,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_b3_change_pos'}",1.0,1.5,60,30,561,0.6043,0.868,-1.0007,1.325,3.088,10.26,72.1,10.6,3.8008,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 45, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_b3_change_pos'}",0.7,1.0,48,30,561,0.5989,0.6551,-0.8323,1.175,2.037,11.929,32.86,10.6,3.0262,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'none'}",0.5,1.5,60,30,1238,0.7456,0.4863,-1.094,1.303,3.004,8.108,104.28,23.4,5.1875,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'none'}",1.0,1.5,60,30,1238,0.6099,0.8777,-1.0301,1.332,3.166,13.462,165.08,23.4,4.3384,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'none'}",0.7,1.0,48,30,1238,0.605,0.6552,-0.829,1.211,2.188,12.925,85.38,23.4,3.8052,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_gap_up'}",0.5,1.5,60,30,682,0.7639,0.4893,-1.0869,1.457,4.879,10.267,79.96,12.9,5.448,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_gap_up'}",1.0,1.5,60,30,682,0.629,0.8805,-1.0261,1.455,4.789,10.37,118.13,12.9,4.4801,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_gap_up'}",0.7,1.0,48,30,682,0.6364,0.6513,-0.8195,1.391,4.165,13.685,79.43,12.9,4.3322,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_strong_both'}",0.5,1.5,60,30,314,0.7675,0.4924,-1.0739,1.514,5.313,7.5,40.28,5.9,5.0126,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_strong_both'}",1.0,1.5,60,30,314,0.6561,0.8898,-0.9612,1.766,6.934,9.337,79.48,5.9,4.9976,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_strong_both'}",0.7,1.0,48,30,314,0.6497,0.6591,-0.7776,1.572,5.799,7.1,48.92,5.9,4.4061,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_b3_change_pos'}",0.5,1.5,60,30,418,0.7321,0.4907,-1.0802,1.241,2.444,8.741,29.18,7.9,4.1146,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_b3_change_pos'}",1.0,1.5,60,30,418,0.5957,0.8809,-0.9955,1.304,2.804,8.497,51.11,7.9,3.517,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_b3_change_pos'}",0.7,1.0,48,30,418,0.5957,0.6627,-0.844,1.157,1.681,10.035,22.37,7.9,2.3319,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'none'}",0.5,1.5,60,30,572,0.7483,0.4932,-1.1023,1.33,2.654,8.283,52.34,10.8,4.7393,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'none'}",1.0,1.5,60,30,572,0.5997,0.902,-1.0549,1.281,2.388,9.99,67.8,10.8,3.6579,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'none'}",0.7,1.0,48,30,572,0.6084,0.6658,-0.8513,1.215,1.986,10.296,40.99,10.8,3.1079,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_gap_up'}",0.5,1.5,60,30,309,0.7735,0.4925,-1.124,1.496,4.39,6.382,39.02,5.9,4.9781,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_gap_up'}",1.0,1.5,60,30,309,0.6246,0.8987,-1.0892,1.373,3.55,10.876,47.11,5.9,3.6893,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_gap_up'}",0.7,1.0,48,30,309,0.657,0.6632,-0.8452,1.503,4.971,10.669,45.04,5.9,4.2473,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_strong_both'}",0.5,1.5,60,30,131,0.7863,0.4939,-0.9889,1.837,6.652,3.807,23.18,2.5,5.2901,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_strong_both'}",1.0,1.5,60,30,131,0.6641,0.9101,-0.9263,1.943,6.698,5.521,38.42,2.5,4.7249,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_strong_both'}",0.7,1.0,48,30,131,0.6641,0.6655,-0.7663,1.717,7.089,6.787,24.18,2.5,4.1764,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_b3_change_pos'}",0.5,1.5,60,29,221,0.7421,0.4961,-1.0787,1.323,2.528,8.098,19.88,4.3,3.9791,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_b3_change_pos'}",1.0,1.5,60,29,221,0.5792,0.9104,-1.0024,1.25,2.005,11.207,23.3,4.3,2.6136,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_b3_change_pos'}",0.7,1.0,48,29,221,0.5882,0.6732,-0.8582,1.121,1.169,9.283,9.43,4.3,1.3877,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'none'}",0.5,1.5,60,30,1682,0.7444,0.4885,-1.0707,1.328,3.567,11.156,151.17,31.9,5.5086,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'none'}",1.0,1.5,60,30,1682,0.6159,0.867,-1.0092,1.378,3.874,14.68,246.27,31.9,4.7278,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'none'}",0.7,1.0,48,30,1682,0.6171,0.648,-0.8142,1.283,3.251,11.991,148.32,31.9,4.4107,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_gap_up'}",0.5,1.5,60,30,913,0.7601,0.4902,-1.0725,1.448,5.106,12.379,105.32,17.3,5.6297,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_gap_up'}",1.0,1.5,60,30,913,0.6342,0.8645,-1.01,1.484,5.392,15.437,163.18,17.3,4.8114,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_gap_up'}",0.7,1.0,48,30,913,0.6429,0.6384,-0.8091,1.421,5.04,13.177,111.0,17.3,4.6711,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_strong_both'}",0.5,1.5,60,30,437,0.7574,0.4918,-1.0536,1.458,5.109,8.408,51.12,8.3,5.0367,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_strong_both'}",1.0,1.5,60,30,437,0.643,0.861,-0.9553,1.623,6.465,12.65,92.9,8.3,4.7617,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_strong_both'}",0.7,1.0,48,30,437,0.6407,0.639,-0.7819,1.457,5.788,6.643,56.15,8.3,4.2598,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_b3_change_pos'}",0.5,1.5,60,30,545,0.7376,0.4943,-1.0665,1.303,3.138,8.023,46.21,10.3,4.5431,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_b3_change_pos'}",1.0,1.5,60,30,545,0.6092,0.8691,-0.9785,1.384,3.575,10.608,80.1,10.3,3.9862,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_b3_change_pos'}",0.7,1.0,48,30,545,0.6128,0.6549,-0.8328,1.245,2.778,12.589,43.01,10.3,3.6059,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'none'}",0.5,1.5,60,30,1216,0.7484,0.487,-1.0893,1.329,3.219,8.108,109.81,23.0,5.301,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'none'}",1.0,1.5,60,30,1216,0.6127,0.8771,-1.0236,1.355,3.329,13.462,171.29,23.0,4.4241,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'none'}",0.7,1.0,48,30,1216,0.6086,0.6555,-0.8271,1.232,2.361,14.725,91.43,23.0,3.9954,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_gap_up'}",0.5,1.5,60,30,672,0.7649,0.4898,-1.0925,1.458,4.877,10.063,79.12,12.7,5.4479,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_gap_up'}",1.0,1.5,60,30,672,0.6324,0.8781,-1.0247,1.475,4.906,10.37,120.1,12.7,4.5543,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_gap_up'}",0.7,1.0,48,30,672,0.6414,0.6502,-0.817,1.423,4.366,12.385,83.34,12.7,4.4581,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_strong_both'}",0.5,1.5,60,30,308,0.7727,0.4936,-1.0757,1.56,5.588,7.5,42.17,5.8,5.1836,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_strong_both'}",1.0,1.5,60,30,308,0.6656,0.8884,-0.962,1.838,7.377,9.337,83.04,5.8,5.2606,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_strong_both'}",0.7,1.0,48,30,308,0.6623,0.6575,-0.7711,1.673,6.411,4.735,53.93,5.8,4.7634,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_b3_change_pos'}",0.5,1.5,60,30,410,0.739,0.4926,-1.0533,1.324,3.136,6.368,36.56,7.8,4.4182,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_b3_change_pos'}",1.0,1.5,60,30,410,0.6024,0.8821,-0.9722,1.375,3.335,8.505,59.4,7.8,3.7387,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_b3_change_pos'}",0.7,1.0,48,30,410,0.6049,0.6626,-0.8384,1.21,2.168,10.927,28.49,7.8,3.1824,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'none'}",0.5,1.5,60,30,567,0.7478,0.4931,-1.1093,1.318,2.576,8.44,50.44,10.7,4.6881,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'none'}",1.0,1.5,60,30,567,0.5996,0.9011,-1.0527,1.282,2.41,11.392,67.42,10.7,3.657,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'none'}",0.7,1.0,48,30,567,0.6085,0.6655,-0.8529,1.212,1.975,10.529,40.23,10.7,3.0804,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_gap_up'}",0.5,1.5,60,30,306,0.7745,0.4924,-1.1388,1.485,4.297,6.382,38.12,5.8,4.9404,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_gap_up'}",1.0,1.5,60,30,306,0.6275,0.8983,-1.0854,1.394,3.767,12.361,48.73,5.8,3.7562,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_gap_up'}",0.7,1.0,48,30,306,0.6601,0.663,-0.8486,1.518,5.118,10.669,45.68,5.8,4.303,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_strong_both'}",0.5,1.5,60,30,129,0.7907,0.4938,-1.0218,1.826,6.484,3.807,22.78,2.4,5.2704,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_touch', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_strong_both'}",1.0,1.5,60,30,129,0.6744,0.9101,-0.9323,2.022,7.283,5.521,40.02,2.4,4.9787,0
