symbol,system,direction,entry_time,exit_time,entry_price,exit_price,bars_held,gross_ret_pct,net_ret_pct,exit_reason,capital_used,risk_rs,nav_at_entry,nav_after,exit_date
SJVN,SHORT,short,2024-03-18 09:50:00,2024-03-18 10:25:00,126.0,128.52,7,-2.000000000000008,-2.200000000000008,SL,150000.0,3000.0,1000000.0,996700.0,2024-03-18
AMBER,SHORT,short,2024-03-18 09:50:00,2024-03-18 10:30:00,3405.25,3354.17125,8,1.5000000000000038,1.3000000000000038,TP,150000.0,3000.0,1000000.0,998650.0,2024-03-18
RAIN,SHORT,short,2024-03-18 09:50:00,2024-03-18 11:25:00,159.7,157.3045,19,1.4999999999999991,1.2999999999999992,TP,150000.0,3000.0,1000000.0,1000600.0,2024-03-18
TCIEXP,SHORT,short,2024-03-18 09:50:00,2024-03-18 14:50:00,1010.5,1030.71,60,-2.0000000000000036,-2.2000000000000037,SL,150000.0,3000.0,1000000.0,997300.0,2024-03-18
KNRCON,SHORT,short,2024-03-18 09:50:00,2024-03-18 14:50:00,238.75,238.45,60,0.12565445026178487,-0.07434554973821514,EOD,150000.0,3000.0,1000000.0,997188.4816753927,2024-03-18
ALKEM,LONG_MR,long,2024-03-18 12:00:00,2024-03-18 15:25:00,4949.2,4985.0,41,0.7233492281580899,0.5233492281580898,EOD,150000.0,3000.0,1000600.0,997973.5055176299,2024-03-18
JKCEMENT,LONG_TC,long,2024-03-21 09:55:00,2024-03-21 14:55:00,4065.25,4105.75,60,0.9962486931923006,0.7962486931923005,EOD,150000.0,3000.0,997973.5055176299,999167.8785574184,2024-03-21
PNBHOUSING,LONG_TC,long,2024-03-21 09:55:00,2024-03-21 14:20:00,634.5,644.0174999999999,53,1.4999999999999885,1.2999999999999885,TP,150000.0,3000.0,997973.5055176299,1001117.8785574184,2024-03-21
WELCORP,LONG_TC,long,2024-03-21 09:55:00,2024-03-21 11:05:00,517.2,524.958,14,1.4999999999999851,1.2999999999999852,TP,150000.0,3000.0,997973.5055176299,1003067.8785574184,2024-03-21
BANDHANBNK,LONG_TC,long,2024-03-21 09:55:00,2024-03-21 14:55:00,181.65,180.3,60,-0.7431874483897574,-0.9431874483897573,EOD,150000.0,3000.0,997973.5055176299,1001653.0973848337,2024-03-21
MGL,LONG_TC,long,2024-03-21 09:55:00,2024-03-21 14:20:00,1301.25,1320.76875,53,1.4999999999999964,1.2999999999999965,TP,150000.0,3000.0,997973.5055176299,1003603.0973848337,2024-03-21
DBL,LONG_TC,long,2024-03-27 10:00:00,2024-03-27 10:05:00,423.7,430.05549999999994,1,1.4999999999999882,1.2999999999999883,TP,150000.0,3000.0,1003603.0973848337,1005553.0973848337,2024-03-27
TIINDIA,SHORT,short,2024-04-04 09:50:00,2024-04-04 14:50:00,3662.95,3608.00575,60,1.5000000000000002,1.3000000000000003,TP,150000.0,3000.0,1005553.0973848337,1007503.0973848337,2024-04-04
SOBHA,LONG_TC,long,2024-04-08 10:00:00,2024-04-08 14:15:00,1535.85,1505.1329999999998,51,-2.0000000000000067,-2.200000000000007,SL,150000.0,3000.0,1007503.0973848337,1004203.0973848337,2024-04-08
JKPAPER,LONG_TC,long,2024-04-08 10:00:00,2024-04-08 11:50:00,356.4,361.7459999999999,22,1.4999999999999851,1.2999999999999852,TP,150000.0,3000.0,1007503.0973848337,1006153.0973848337,2024-04-08
WHIRLPOOL,LONG_TC,long,2024-04-08 10:10:00,2024-04-08 11:20:00,1390.0,1410.85,14,1.4999999999999936,1.2999999999999936,TP,150000.0,3000.0,1007503.0973848337,1008103.0973848337,2024-04-08
INDIANB,LONG_TC,long,2024-04-08 10:25:00,2024-04-08 15:25:00,528.9,524.6,60,-0.8130081300812922,-1.0130081300812923,EOD,150000.0,3000.0,1007503.0973848337,1006583.5851897118,2024-04-08
APLAPOLLO,LONG_TC,long,2024-04-08 10:35:00,2024-04-08 12:05:00,1578.0,1601.6699999999998,18,1.4999999999999902,1.2999999999999903,TP,150000.0,3000.0,1007503.0973848337,1008533.5851897118,2024-04-08
CDSL,SHORT,short,2024-04-15 09:50:00,2024-04-15 10:20:00,972.55,992.001,6,-2.0000000000000027,-2.200000000000003,SL,150000.0,3000.0,1008533.5851897118,1005233.5851897118,2024-04-15
LTTS,SHORT,short,2024-04-15 09:50:00,2024-04-15 14:50:00,5550.0,5487.1,60,1.1333333333333269,0.9333333333333269,EOD,150000.0,3000.0,1008533.5851897118,1006633.5851897118,2024-04-15
