symbol,system,direction,entry_time,exit_time,entry_price,exit_price,bars_held,gross_ret_pct,net_ret_pct,exit_reason,capital_used,risk_rs,nav_at_entry,nav_after,exit_date
SJVN,SHORT,short,2024-03-18 09:50:00,2024-03-18 10:15:00,126.0,127.13399999999999,5,-0.899999999999989,-1.099999999999989,SL,333333.3333333333,3000.0,1000000.0,996333.3333333334,2024-03-18
AMBER,SHORT,short,2024-03-18 09:50:00,2024-03-18 09:55:00,3405.25,3371.1974999999998,1,1.0000000000000069,0.8000000000000069,TP,333333.3333333333,3000.0,1000000.0,999000.0000000001,2024-03-18
RAIN,SHORT,short,2024-03-18 09:50:00,2024-03-18 09:55:00,159.7,161.13729999999998,1,-0.8999999999999959,-1.0999999999999959,SL,333333.3333333333,3000.0,1000000.0,995333.3333333335,2024-03-18
KNRCON,SHORT,short,2024-03-18 09:50:00,2024-03-18 10:55:00,238.75,240.89874999999998,13,-0.8999999999999909,-1.099999999999991,SL,333333.3333333333,3000.0,1000000.0,991666.6666666669,2024-03-18
TCIEXP,SHORT,short,2024-03-18 09:50:00,2024-03-18 14:15:00,1010.5,1019.5944999999999,53,-0.8999999999999927,-1.0999999999999928,SL,333333.3333333333,3000.0,1000000.0,988000.0000000002,2024-03-18
ALKEM,LONG_MR,long,2024-03-18 12:00:00,2024-03-18 15:25:00,4949.2,4998.692,41,1.0000000000000038,0.8000000000000038,TP,333333.3333333333,3000.0,991666.6666666669,990666.6666666669,2024-03-18
JKCEMENT,LONG_TC,long,2024-03-21 09:55:00,2024-03-21 10:50:00,4065.25,4105.9025,11,1.0000000000000036,0.8000000000000036,TP,333333.3333333333,3000.0,990666.6666666669,993333.3333333335,2024-03-21
PNBHOUSING,LONG_TC,long,2024-03-21 09:55:00,2024-03-21 10:50:00,634.5,640.845,11,1.0000000000000044,0.8000000000000045,TP,333333.3333333333,3000.0,990666.6666666669,996000.0000000001,2024-03-21
WELCORP,LONG_TC,long,2024-03-21 09:55:00,2024-03-21 10:40:00,517.2,522.3720000000001,9,1.0000000000000049,0.8000000000000049,TP,333333.3333333333,3000.0,990666.6666666669,998666.6666666667,2024-03-21
BANDHANBNK,LONG_TC,long,2024-03-21 09:55:00,2024-03-21 12:00:00,181.65,180.01515,25,-0.9000000000000001,-1.1,SL,333333.3333333333,3000.0,990666.6666666669,995000.0000000001,2024-03-21
MGL,LONG_TC,long,2024-03-21 09:55:00,2024-03-21 13:20:00,1301.25,1314.2625,41,1.0000000000000036,0.8000000000000036,TP,333333.3333333333,3000.0,990666.6666666669,997666.6666666667,2024-03-21
DBL,LONG_TC,long,2024-03-27 10:00:00,2024-03-27 10:05:00,423.7,427.937,1,1.0000000000000056,0.8000000000000056,TP,333333.3333333333,3000.0,997666.6666666667,1000333.3333333334,2024-03-27
TIINDIA,SHORT,short,2024-04-04 09:50:00,2024-04-04 14:40:00,3662.95,3626.3205,58,1.0000000000000002,0.8000000000000003,TP,333333.3333333333,3000.0,1000333.3333333334,1003000.0,2024-04-04
SOBHA,LONG_TC,long,2024-04-08 10:00:00,2024-04-08 11:55:00,1535.85,1522.0273499999998,23,-0.9000000000000045,-1.1000000000000045,SL,333333.3333333333,3000.0,1003000.0,999333.3333333334,2024-04-08
JKPAPER,LONG_TC,long,2024-04-08 10:00:00,2024-04-08 10:55:00,356.4,359.964,11,1.000000000000006,0.800000000000006,TP,333333.3333333333,3000.0,1003000.0,1002000.0000000001,2024-04-08
WHIRLPOOL,LONG_TC,long,2024-04-08 10:10:00,2024-04-08 11:05:00,1390.0,1403.9,11,1.0000000000000067,0.8000000000000067,TP,333333.3333333333,3000.0,1003000.0,1004666.6666666669,2024-04-08
INDIANB,LONG_TC,long,2024-04-08 10:25:00,2024-04-08 15:10:00,528.9,524.1399,57,-0.8999999999999935,-1.0999999999999934,SL,333333.3333333333,3000.0,1003000.0,1001000.0000000002,2024-04-08
APLAPOLLO,LONG_TC,long,2024-04-08 10:35:00,2024-04-08 12:05:00,1578.0,1593.78,18,0.9999999999999983,0.7999999999999983,TP,333333.3333333333,3000.0,1003000.0,1003666.6666666669,2024-04-08
CDSL,SHORT,short,2024-04-15 09:50:00,2024-04-15 10:05:00,972.55,981.3029499999999,3,-0.899999999999994,-1.099999999999994,SL,333333.3333333333,3000.0,1003666.6666666669,1000000.0000000002,2024-04-15
LTTS,SHORT,short,2024-04-15 09:50:00,2024-04-15 14:20:00,5550.0,5494.5,54,1.0,0.8,TP,333333.3333333333,3000.0,1003666.6666666669,1002666.6666666669,2024-04-15
SUZLON,SHORT,short,2024-04-15 09:50:00,2024-04-15 09:55:00,40.1,40.460899999999995,1,-0.8999999999999845,-1.0999999999999845,SL,333333.3333333333,3000.0,1003666.6666666669,999000.0000000002,2024-04-15
ZEEL,SHORT,short,2024-04-15 09:50:00,2024-04-15 10:15:00,139.77,141.02793,5,-0.899999999999991,-1.099999999999991,SL,333333.3333333333,3000.0,1003666.6666666669,995333.3333333336,2024-04-15
NAM-INDIA,SHORT,short,2024-04-23 09:50:00,2024-04-23 12:45:00,565.35,559.6965,35,1.0000000000000013,0.8000000000000014,TP,333333.3333333333,3000.0,995333.3333333336,998000.0000000002,2024-04-23
EDELWEISS,SHORT,short,2024-04-23 09:50:00,2024-04-23 10:25:00,77.75,78.44975,7,-0.899999999999993,-1.099999999999993,SL,333333.3333333333,3000.0,995333.3333333336,994333.3333333336,2024-04-23
BAYERCROP,SHORT,short,2024-04-23 09:50:00,2024-04-23 14:50:00,5579.55,5573.85,60,0.10215877624539288,-0.09784122375460713,EOD,333333.3333333333,3000.0,995333.3333333336,994007.1959208183,2024-04-23
NATIONALUM,SHORT,short,2024-04-23 09:50:00,2024-04-23 14:50:00,180.35,180.01,60,0.188522317715555,-0.011477682284445012,EOD,333333.3333333333,3000.0,995333.3333333336,993968.9369798701,2024-04-23
RAIN,SHORT,short,2024-04-23 09:50:00,2024-04-23 10:30:00,177.8,179.40019999999998,8,-0.8999999999999845,-1.0999999999999845,SL,333333.3333333333,3000.0,995333.3333333336,990302.2703132035,2024-04-23
WELCORP,LONG_TC,long,2024-04-24 09:55:00,2024-04-24 10:10:00,579.6,574.3836,3,-0.9000000000000038,-1.1000000000000039,SL,333333.3333333333,3000.0,990302.2703132035,986635.6036465368,2024-04-24
BANDHANBNK,LONG_TC,long,2024-04-24 09:55:00,2024-04-24 14:55:00,184.9,183.95,60,-0.5137912385073105,-0.7137912385073104,EOD,333333.3333333333,3000.0,990302.2703132035,984256.2995181791,2024-04-24
GRINDWELL,LONG_TC,long,2024-04-24 10:00:00,2024-04-24 13:10:00,2116.65,2097.60015,38,-0.8999999999999942,-1.0999999999999943,SL,333333.3333333333,3000.0,990302.2703132035,980589.6328515125,2024-04-24
JKPAPER,LONG_TC,long,2024-04-24 10:10:00,2024-04-24 15:10:00,367.5,369.0,60,0.40816326530612246,0.20816326530612245,EOD,333333.3333333333,3000.0,986635.6036465368,981283.5104025329,2024-04-24
CCL,LONG_TC,long,2024-04-30 09:55:00,2024-04-30 14:55:00,593.85,593.0,60,-0.14313378799360488,-0.3431337879936049,EOD,333333.3333333333,3000.0,981283.5104025329,980139.7311092209,2024-04-30
AMBER,LONG_TC,long,2024-04-30 10:05:00,2024-04-30 10:10:00,3822.7,3860.9269999999997,1,0.9999999999999963,0.7999999999999963,TP,333333.3333333333,3000.0,981283.5104025329,982806.3977758875,2024-04-30
AMBER,SHORT,short,2024-05-07 09:50:00,2024-05-07 10:35:00,4042.0,4001.58,9,1.0000000000000018,0.8000000000000018,TP,333333.3333333333,3000.0,982806.3977758875,985473.0644425541,2024-05-07
KNRCON,SHORT,short,2024-05-07 09:50:00,2024-05-07 10:40:00,252.7,250.17299999999997,10,1.000000000000006,0.800000000000006,TP,333333.3333333333,3000.0,982806.3977758875,988139.7311092209,2024-05-07
SUZLON,SHORT,short,2024-05-07 09:50:00,2024-05-07 10:00:00,40.1,40.460899999999995,2,-0.8999999999999845,-1.0999999999999845,SL,333333.3333333333,3000.0,982806.3977758875,984473.0644425543,2024-05-07
RCF,SHORT,short,2024-05-07 09:50:00,2024-05-07 10:35:00,145.15,143.6985,9,1.0000000000000069,0.8000000000000069,TP,333333.3333333333,3000.0,982806.3977758875,987139.731109221,2024-05-07
BANDHANBNK,SHORT,short,2024-05-07 09:50:00,2024-05-07 10:25:00,185.55,183.6945,7,1.0000000000000033,0.8000000000000034,TP,333333.3333333333,3000.0,982806.3977758875,989806.3977758876,2024-05-07
DCBBANK,LONG_MR,long,2024-05-07 11:45:00,2024-05-07 13:05:00,133.3,132.1003,16,-0.9000000000000054,-1.1000000000000054,SL,333333.3333333333,3000.0,989806.3977758876,986139.731109221,2024-05-07
CGCL,LONG_MR,long,2024-05-07 11:45:00,2024-05-07 12:40:00,214.85,212.91635,11,-0.9000000000000001,-1.1,SL,333333.3333333333,3000.0,989806.3977758876,982473.0644425544,2024-05-07
ALKEM,LONG_MR,long,2024-05-07 11:50:00,2024-05-07 12:25:00,5045.15,5095.6015,7,1.0000000000000024,0.8000000000000025,TP,333333.3333333333,3000.0,989806.3977758876,985139.731109221,2024-05-07
BOSCHLTD,LONG_MR,long,2024-05-07 11:50:00,2024-05-07 15:10:00,29370.0,29663.7,40,1.0000000000000024,0.8000000000000025,TP,333333.3333333333,3000.0,989806.3977758876,987806.3977758876,2024-05-07
BALRAMCHIN,LONG_MR,long,2024-05-07 11:50:00,2024-05-07 15:25:00,377.7,376.75,43,-0.2515223722531079,-0.45152237225310793,EOD,333333.3333333333,3000.0,989806.3977758876,986301.3232017106,2024-05-07
AUROPHARMA,LONG_MR,long,2024-05-07 13:20:00,2024-05-07 14:15:00,1106.15,1117.2115000000001,11,1.000000000000002,0.800000000000002,TP,333333.3333333333,3000.0,985139.731109221,988967.9898683772,2024-05-07
ASTRAZEN,LONG_TC,long,2024-05-10 10:30:00,2024-05-10 12:05:00,5118.85,5170.038500000001,19,1.0000000000000038,0.8000000000000038,TP,333333.3333333333,3000.0,988967.9898683772,991634.6565350438,2024-05-10
NATIONALUM,SHORT,short,2024-05-13 09:50:00,2024-05-13 11:15:00,166.25,167.74624999999997,17,-0.899999999999985,-1.099999999999985,SL,333333.3333333333,3000.0,991634.6565350438,987967.9898683772,2024-05-13
ASHOKA,SHORT,short,2024-05-13 09:50:00,2024-05-13 10:50:00,163.45,164.92104999999998,12,-0.8999999999999946,-1.0999999999999945,SL,333333.3333333333,3000.0,991634.6565350438,984301.3232017106,2024-05-13
IDEA,SHORT,short,2024-05-13 09:50:00,2024-05-13 10:20:00,12.45,12.3255,6,0.9999999999999951,0.7999999999999952,TP,333333.3333333333,3000.0,991634.6565350438,986967.9898683772,2024-05-13
NAM-INDIA,SHORT,short,2024-05-13 09:50:00,2024-05-13 10:40:00,565.85,560.1915,10,1.0000000000000004,0.8000000000000005,TP,333333.3333333333,3000.0,991634.6565350438,989634.6565350438,2024-05-13
AARTIIND,SHORT,short,2024-05-13 09:50:00,2024-05-13 10:00:00,661.7,655.0830000000001,2,0.9999999999999941,0.799999999999994,TP,333333.3333333333,3000.0,991634.6565350438,992301.3232017105,2024-05-13
PNBHOUSING,LONG_TC,long,2024-05-15 09:55:00,2024-05-15 10:05:00,743.7,737.0067,2,-0.9000000000000029,-1.100000000000003,SL,333333.3333333333,3000.0,992301.3232017105,988634.6565350438,2024-05-15
GALAXYSURF,LONG_TC,long,2024-05-15 09:55:00,2024-05-15 13:05:00,2524.0,2549.2400000000002,38,1.0000000000000093,0.8000000000000094,TP,333333.3333333333,3000.0,992301.3232017105,991301.3232017106,2024-05-15
INDIANB,LONG_TC,long,2024-05-15 10:05:00,2024-05-15 10:40:00,514.85,519.9985,7,1.0000000000000024,0.8000000000000025,TP,333333.3333333333,3000.0,988634.6565350438,993967.9898683772,2024-05-15
BANDHANBNK,SHORT,short,2024-05-16 09:50:00,2024-05-16 11:10:00,182.2,180.378,16,1.0000000000000016,0.8000000000000016,TP,333333.3333333333,3000.0,993967.9898683772,996634.6565350438,2024-05-16
RCF,SHORT,short,2024-05-16 09:50:00,2024-05-16 13:10:00,145.0,143.55,40,0.9999999999999922,0.7999999999999923,TP,333333.3333333333,3000.0,993967.9898683772,999301.3232017105,2024-05-16
SUZLON,SHORT,short,2024-05-17 09:50:00,2024-05-17 13:30:00,42.3,42.680699999999995,44,-0.8999999999999939,-1.0999999999999939,SL,333333.3333333333,3000.0,999301.3232017105,995634.6565350438,2024-05-17
NAM-INDIA,SHORT,short,2024-05-17 09:50:00,2024-05-17 10:25:00,576.05,581.2344499999999,7,-0.8999999999999949,-1.099999999999995,SL,333333.3333333333,3000.0,999301.3232017105,991967.9898683772,2024-05-17
NATCOPHARM,SHORT,short,2024-05-17 09:50:00,2024-05-17 14:50:00,993.25,991.3,60,0.19632519506670482,-0.003674804933295195,EOD,333333.3333333333,3000.0,999301.3232017105,991955.7405185995,2024-05-17
CESC,LONG_MR,long,2024-05-23 12:20:00,2024-05-23 15:25:00,137.37,137.74,37,0.26934556307782237,0.06934556307782236,EOD,333333.3333333333,3000.0,991955.7405185995,992186.8923955256,2024-05-23
APLAPOLLO,LONG_MR,long,2024-05-31 11:25:00,2024-05-31 12:05:00,1474.8,1489.548,8,1.0000000000000033,0.8000000000000034,TP,333333.3333333333,3000.0,992186.8923955256,994853.5590621922,2024-05-31
AUROPHARMA,LONG_MR,long,2024-05-31 12:25:00,2024-05-31 13:05:00,1171.75,1183.4675,8,0.9999999999999976,0.7999999999999976,TP,333333.3333333333,3000.0,994853.5590621922,997520.2257288588,2024-05-31
IDEA,SHORT,short,2024-06-11 09:50:00,2024-06-11 12:35:00,15.72,15.861479999999998,33,-0.8999999999999863,-1.0999999999999863,SL,333333.3333333333,3000.0,997520.2257288588,993853.5590621922,2024-06-11
TCIEXP,SHORT,short,2024-06-11 09:50:00,2024-06-11 11:15:00,1086.6,1096.3793999999998,17,-0.8999999999999906,-1.0999999999999905,SL,333333.3333333333,3000.0,997520.2257288588,990186.8923955256,2024-06-11
RCF,SHORT,short,2024-06-11 09:50:00,2024-06-11 14:50:00,164.56,164.11,60,0.2734564900340232,0.07345649003402321,EOD,333333.3333333333,3000.0,997520.2257288588,990431.7473623056,2024-06-11
BAYERCROP,SHORT,short,2024-06-14 09:50:00,2024-06-14 10:05:00,5996.6,6050.569399999999,3,-0.8999999999999839,-1.0999999999999839,SL,333333.3333333333,3000.0,990431.7473623056,986765.080695639,2024-06-14
IDEA,SHORT,short,2024-06-14 09:50:00,2024-06-14 12:45:00,16.18,16.325619999999997,35,-0.8999999999999839,-1.0999999999999839,SL,333333.3333333333,3000.0,990431.7473623056,983098.4140289724,2024-06-14
BANDHANBNK,SHORT,short,2024-06-14 09:50:00,2024-06-14 14:50:00,194.48,194.18,60,0.1542575071986749,-0.04574249280132511,EOD,333333.3333333333,3000.0,990431.7473623056,982945.9390529679,2024-06-14
KNRCON,SHORT,short,2024-06-18 09:50:00,2024-06-18 09:50:00,385.9,382.041,0,0.999999999999995,0.7999999999999949,TP,333333.3333333333,3000.0,982945.9390529679,985612.6057196346,2024-06-18
CDSL,SHORT,short,2024-06-18 09:50:00,2024-06-18 12:10:00,1053.3,1042.767,28,0.9999999999999907,0.7999999999999907,TP,333333.3333333333,3000.0,982945.9390529679,988279.2723863012,2024-06-18
AMBER,SHORT,short,2024-06-18 09:50:00,2024-06-18 09:55:00,3980.75,4016.5767499999997,1,-0.899999999999993,-1.099999999999993,SL,333333.3333333333,3000.0,982945.9390529679,984612.6057196346,2024-06-18
NATIONALUM,SHORT,short,2024-06-18 09:50:00,2024-06-18 10:20:00,186.28,184.4172,6,0.9999999999999962,0.7999999999999963,TP,333333.3333333333,3000.0,982945.9390529679,987279.2723863012,2024-06-18
TCIEXP,SHORT,short,2024-06-18 09:50:00,2024-06-18 10:00:00,1173.0,1183.5569999999998,2,-0.899999999999982,-1.099999999999982,SL,333333.3333333333,3000.0,985612.6057196346,983612.6057196346,2024-06-18
EDELWEISS,SHORT,short,2024-06-18 09:50:00,2024-06-18 14:20:00,69.65,70.27685,54,-0.899999999999986,-1.099999999999986,SL,333333.3333333333,3000.0,985612.6057196346,979945.9390529679,2024-06-18
APLLTD,LONG_MR,long,2024-06-18 12:30:00,2024-06-18 14:05:00,875.5,867.6205,19,-0.9000000000000008,-1.1000000000000008,SL,333333.3333333333,3000.0,983612.6057196346,976279.2723863013,2024-06-18
CDSL,SHORT,short,2024-06-19 09:50:00,2024-06-19 14:50:00,1028.1,1027.15,60,0.09240346269816342,-0.10759653730183659,EOD,333333.3333333333,3000.0,976279.2723863013,975920.6172619618,2024-06-19
