variant,direction,trades,wins,losses,win_rate_pct,avg_win,avg_loss,avg_days_held,profit_factor,net_pnl,cagr_pct,sharpe,max_dd_pct,calmar,final_equity
baseline_55,LONG,610,230,380,37.7,16853.0,-7419.0,32.5,1.37,1056834.0,8.67,0.7,26.64,0.33,1944418.0
55_vol_3x_200sma,LONG,441,183,258,41.5,19002.0,-8048.0,34.0,1.67,1401013.0,11.11,1.02,22.1,0.5,2322898.0
55_vol_3x_adx,LONG,403,162,241,40.2,16909.0,-7267.0,33.1,1.56,988041.0,8.71,0.84,19.02,0.46,1950381.0
55_vol_3x_atr_floor,LONG,469,197,272,42.0,18945.0,-8120.0,35.1,1.69,1523435.0,11.81,1.02,22.11,0.53,2441348.0
55_vol_3x_confluence,LONG,372,145,227,38.98,16211.0,-6890.0,32.5,1.5,786636.0,7.27,0.75,19.11,0.38,1752785.0
