symbol,date,direction,entry_time,entry,stop,target,qty,atr_at_entry,deviation_at_entry,exit_time,exit_price,exit_reason,gross_pnl,net_pnl
BEL,2026-01-09,LONG,2026-01-09T11:35:00,418.60,417.35,419.85,716,1.25,-2.27,2026-01-09T11:55:00,419.85,TARGET,892.44,442.20
BEL,2026-01-12,LONG,2026-01-12T11:35:00,411.10,410.08,412.12,729,1.02,-3.40,2026-01-12T11:55:00,412.12,TARGET,742.02,291.92
BEL,2026-01-13,LONG,2026-01-13T11:50:00,416.80,415.95,417.65,719,0.85,-2.57,2026-01-13T11:55:00,417.65,TARGET,613.72,163.74
BEL,2026-01-14,SHORT,2026-01-14T11:35:00,419.95,420.96,418.94,714,1.01,2.25,2026-01-14T12:10:00,418.94,TARGET,721.65,272.42
BEL,2026-01-19,LONG,2026-01-19T11:55:00,410.95,410.11,411.79,730,0.84,-2.43,2026-01-19T12:15:00,411.79,TARGET,615.29,164.83
BEL,2026-01-20,LONG,2026-01-20T12:40:00,410.70,409.82,411.57,730,0.88,-1.94,2026-01-20T12:50:00,411.57,TARGET,638.75,188.55
BEL,2026-01-21,LONG,2026-01-21T11:35:00,399.00,397.55,400.45,751,1.45,-2.57,2026-01-21T11:45:00,400.45,TARGET,1088.95,638.66
BEL,2026-01-22,SHORT,2026-01-22T12:20:00,413.20,413.99,412.41,726,0.79,1.88,2026-01-22T12:25:00,413.99,STOP,-573.02,-1023.43
BEL,2026-01-23,LONG,2026-01-23T11:35:00,414.30,413.57,415.03,724,0.73,-2.64,2026-01-23T12:05:00,413.57,STOP,-530.07,-979.60
BEL,2026-01-27,LONG,2026-01-27T12:50:00,414.00,413.31,414.69,724,0.69,-1.82,2026-01-27T13:00:00,413.31,STOP,-501.63,-950.86
BEL,2026-01-28,SHORT,2026-01-28T11:35:00,431.90,433.68,430.12,694,1.78,3.19,2026-01-28T11:50:00,433.68,STOP,-1234.33,-1684.86
BEL,2026-01-29,LONG,2026-01-29T11:50:00,440.95,439.15,442.75,680,1.80,-2.80,2026-01-29T12:10:00,442.75,TARGET,1224.00,773.31
BEL,2026-01-30,SHORT,2026-01-30T11:40:00,448.25,449.56,446.94,669,1.31,1.85,2026-01-30T11:45:00,449.56,STOP,-874.48,-1324.95
BEL,2026-02-03,LONG,2026-02-03T11:50:00,440.65,439.50,441.80,680,1.15,-2.02,2026-02-03T12:10:00,439.50,STOP,-784.43,-1233.30
BEL,2026-02-04,LONG,2026-02-04T12:35:00,437.35,436.28,438.42,685,1.07,-2.32,2026-02-04T13:15:00,436.28,STOP,-731.48,-1180.31
BEL,2026-02-05,LONG,2026-02-05T12:25:00,429.90,428.91,430.89,697,0.99,-2.45,2026-02-05T12:35:00,430.89,TARGET,689.53,239.55
BEL,2026-02-06,SHORT,2026-02-06T11:35:00,432.80,433.86,431.74,693,1.06,4.05,2026-02-06T11:40:00,431.74,TARGET,735.07,285.73
BEL,2026-02-10,LONG,2026-02-10T11:40:00,436.25,435.43,437.07,687,0.82,-2.30,2026-02-10T11:45:00,437.07,TARGET,566.77,116.79
BEL,2026-02-11,SHORT,2026-02-11T11:35:00,437.85,438.51,437.19,685,0.66,1.96,2026-02-11T11:40:00,437.19,TARGET,450.14,0.59
BEL,2026-02-12,LONG,2026-02-12T13:10:00,439.10,438.46,439.74,683,0.64,-2.57,2026-02-12T13:15:00,438.46,STOP,-439.07,-888.60
BEL,2026-02-13,LONG,2026-02-13T13:00:00,439.30,438.45,440.15,682,0.85,-4.00,2026-02-13T13:05:00,440.15,TARGET,579.70,129.86
BEL,2026-02-16,SHORT,2026-02-16T12:35:00,436.20,437.16,435.24,687,0.96,2.11,2026-02-16T12:45:00,435.24,TARGET,657.56,208.55
BEL,2026-02-18,LONG,2026-02-18T11:35:00,448.25,447.43,449.07,669,0.82,-2.91,2026-02-18T11:50:00,447.43,STOP,-549.54,-998.94
BEL,2026-02-19,LONG,2026-02-19T11:35:00,442.25,441.45,443.05,678,0.80,-2.47,2026-02-19T11:55:00,441.45,STOP,-539.98,-989.34
BEL,2026-02-20,SHORT,2026-02-20T11:35:00,444.60,445.28,443.92,674,0.68,3.38,2026-02-20T11:45:00,443.92,TARGET,457.36,8.21
BEL,2026-02-23,LONG,2026-02-23T11:35:00,438.40,437.43,439.37,684,0.97,-2.56,2026-02-23T11:45:00,437.43,STOP,-666.90,-1116.20
BEL,2026-02-24,LONG,2026-02-24T12:15:00,432.15,431.56,432.74,694,0.59,-2.58,2026-02-24T12:25:00,432.74,TARGET,411.44,-38.73
BEL,2026-02-26,SHORT,2026-02-26T11:35:00,445.70,446.61,444.79,673,0.91,2.92,2026-02-26T11:40:00,444.79,TARGET,615.31,165.84
BEL,2026-02-27,LONG,2026-02-27T11:35:00,442.90,441.92,443.88,677,0.98,-3.20,2026-02-27T11:45:00,443.88,TARGET,662.49,212.23
BEL,2026-03-02,LONG,2026-03-02T12:20:00,449.15,447.91,450.39,667,1.24,-2.84,2026-03-02T12:35:00,450.39,TARGET,828.99,378.99
BEL,2026-03-04,LONG,2026-03-04T11:35:00,450.35,449.00,451.70,666,1.35,-3.01,2026-03-04T11:50:00,451.70,TARGET,899.10,448.53
BEL,2026-03-06,SHORT,2026-03-06T11:45:00,472.25,473.65,470.85,635,1.40,2.39,2026-03-06T12:40:00,470.85,TARGET,889.00,439.85
BEL,2026-03-09,LONG,2026-03-09T12:25:00,452.80,451.76,453.84,662,1.04,-1.84,2026-03-09T13:05:00,453.84,TARGET,685.64,235.50
BEL,2026-03-10,SHORT,2026-03-10T12:55:00,460.75,461.71,459.79,651,0.96,2.98,2026-03-10T13:00:00,461.71,STOP,-627.75,-1078.14
BEL,2026-03-11,LONG,2026-03-11T11:35:00,460.65,459.76,461.54,651,0.89,-4.57,2026-03-11T12:00:00,461.54,TARGET,576.60,126.34
BEL,2026-03-12,SHORT,2026-03-12T11:55:00,454.60,455.80,453.40,659,1.20,2.50,2026-03-12T12:00:00,453.40,TARGET,788.45,339.67
VEDL,2024-03-18,SHORT,2024-03-18T11:40:00,236.25,237.06,235.44,1269,0.81,1.87,2024-03-18T11:50:00,237.06,STOP,-1033.33,-1483.81
VEDL,2024-03-19,LONG,2024-03-19T11:35:00,237.25,236.43,238.07,1264,0.82,-3.46,2024-03-19T11:40:00,236.43,STOP,-1038.29,-1487.33
VEDL,2024-03-20,SHORT,2024-03-20T13:10:00,235.35,235.88,234.82,1274,0.52,2.32,2024-03-20T13:25:00,235.88,STOP,-668.85,-1119.11
VEDL,2024-03-21,LONG,2024-03-21T12:10:00,239.40,238.87,239.93,1253,0.53,-3.36,2024-03-21T12:15:00,239.93,TARGET,662.30,211.85
VEDL,2024-03-22,LONG,2024-03-22T12:10:00,240.05,239.55,240.55,1249,0.50,-2.15,2024-03-22T12:15:00,239.55,STOP,-620.04,-1069.31
VEDL,2024-03-26,LONG,2024-03-26T12:45:00,239.40,238.93,239.87,1253,0.47,-1.93,2024-03-26T13:10:00,239.87,TARGET,586.22,135.83
VEDL,2024-03-27,SHORT,2024-03-27T11:40:00,239.45,239.91,238.99,1252,0.46,2.85,2024-03-27T12:00:00,239.91,STOP,-581.29,-1031.41
VEDL,2024-03-28,LONG,2024-03-28T12:50:00,240.80,240.25,241.35,1245,0.55,-1.83,2024-03-28T13:05:00,241.35,TARGET,680.30,230.10
VEDL,2024-04-01,SHORT,2024-04-01T11:35:00,250.05,250.71,249.39,1199,0.66,2.74,2024-04-01T11:45:00,250.71,STOP,-792.20,-1242.51
VEDL,2024-04-02,SHORT,2024-04-02T11:45:00,262.90,263.94,261.86,1141,1.04,2.62,2024-04-02T12:10:00,263.94,STOP,-1181.75,-1632.59
VEDL,2024-04-04,SHORT,2024-04-04T12:45:00,275.00,276.18,273.82,1090,1.18,1.96,2024-04-04T13:15:00,276.18,STOP,-1284.64,-1735.23
VEDL,2024-04-05,SHORT,2024-04-05T11:35:00,279.20,280.02,278.38,1074,0.83,2.38,2024-04-05T12:10:00,280.02,STOP,-886.05,-1336.51
VEDL,2024-04-09,SHORT,2024-04-09T11:35:00,297.10,298.51,295.69,1009,1.41,2.17,2024-04-09T11:50:00,295.69,TARGET,1423.41,974.82
VEDL,2024-04-10,SHORT,2024-04-10T11:35:00,323.70,325.29,322.11,926,1.59,1.86,2024-04-10T11:45:00,325.29,STOP,-1471.68,-1922.40
VEDL,2024-04-12,SHORT,2024-04-12T13:30:00,329.05,330.14,327.96,911,1.09,2.36,2024-04-12T13:40:00,330.14,STOP,-989.09,-1439.47
VEDL,2024-04-15,SHORT,2024-04-15T11:55:00,339.50,341.28,337.72,883,1.78,2.33,2024-04-15T12:15:00,341.28,STOP,-1573.63,-2024.48
VEDL,2024-04-18,SHORT,2024-04-18T11:55:00,349.45,350.30,348.60,858,0.85,2.09,2024-04-18T12:05:00,350.30,STOP,-732.36,-1182.66
VEDL,2024-04-23,SHORT,2024-04-23T12:25:00,338.70,339.42,337.98,885,0.72,1.80,2024-04-23T12:35:00,339.42,STOP,-638.46,-1088.57
VEDL,2024-04-25,SHORT,2024-04-25T13:00:00,342.95,343.72,342.18,874,0.78,2.01,2024-04-25T13:25:00,342.18,TARGET,677.35,228.25
VEDL,2024-04-26,SHORT,2024-04-26T11:35:00,359.25,360.75,357.75,835,1.50,3.15,2024-04-26T11:45:00,357.75,TARGET,1249.52,800.49
VEDL,2024-04-29,LONG,2024-04-29T11:35:00,358.25,357.51,358.99,837,0.74,-2.40,2024-04-29T12:10:00,357.51,STOP,-621.77,-1071.09
VEDL,2024-04-30,LONG,2024-04-30T11:35:00,359.40,358.48,360.32,834,0.92,-4.88,2024-04-30T11:45:00,360.32,TARGET,765.49,315.31
VEDL,2024-05-03,LONG,2024-05-03T11:35:00,370.15,368.84,371.46,810,1.31,-2.61,2024-05-03T11:40:00,371.46,TARGET,1061.68,611.15
VEDL,2024-05-07,LONG,2024-05-07T11:35:00,356.05,354.40,357.70,842,1.65,-4.06,2024-05-07T11:40:00,357.70,TARGET,1389.30,938.57
VEDL,2024-05-08,SHORT,2024-05-08T11:35:00,365.70,366.85,364.55,820,1.15,3.06,2024-05-08T11:40:00,364.55,TARGET,945.93,496.83
VEDL,2024-05-09,LONG,2024-05-09T12:25:00,359.75,358.70,360.80,833,1.05,-2.22,2024-05-09T12:35:00,358.70,STOP,-871.68,-1320.53
VEDL,2024-05-13,SHORT,2024-05-13T11:35:00,364.20,365.71,362.69,823,1.51,2.06,2024-05-13T12:05:00,365.71,STOP,-1240.38,-1690.91
VEDL,2024-05-14,SHORT,2024-05-14T12:20:00,379.00,379.85,378.15,791,0.85,2.77,2024-05-14T12:25:00,378.15,TARGET,675.18,226.00
VEDL,2024-05-15,LONG,2024-05-15T13:00:00,395.45,394.38,396.52,758,1.07,-2.30,2024-05-15T13:10:00,394.38,STOP,-812.14,-1261.16
VEDL,2024-05-16,LONG,2024-05-16T11:35:00,390.00,388.44,391.56,769,1.56,-3.78,2024-05-16T12:10:00,391.56,TARGET,1202.94,752.17
VEDL,2024-05-17,SHORT,2024-05-17T11:35:00,396.20,397.53,394.87,757,1.33,2.36,2024-05-17T11:40:00,397.53,STOP,-1005.73,-1456.37
VEDL,2024-05-21,SHORT,2024-05-21T11:35:00,437.20,439.29,435.11,686,2.09,4.23,2024-05-21T11:45:00,435.11,TARGET,1430.80,981.99
VEDL,2024-05-22,LONG,2024-05-22T11:35:00,438.15,436.21,440.09,684,1.94,-4.40,2024-05-22T12:35:00,438.70,TIME_STOP,376.20,-73.62
VEDL,2024-05-23,LONG,2024-05-23T11:50:00,420.05,418.44,421.66,714,1.61,-2.12,2024-05-23T12:10:00,421.66,TARGET,1147.50,696.77
VEDL,2024-05-24,LONG,2024-05-24T12:00:00,428.40,427.47,429.33,700,0.93,-2.07,2024-05-24T12:25:00,427.47,STOP,-652.50,-1101.83
VEDL,2024-05-27,LONG,2024-05-27T12:00:00,424.75,423.79,425.71,706,0.96,-2.16,2024-05-27T12:05:00,425.71,TARGET,678.26,227.95
VEDL,2024-05-28,LONG,2024-05-28T11:35:00,424.45,423.32,425.58,706,1.13,-5.57,2024-05-28T11:50:00,423.32,STOP,-796.77,-1245.67
VEDL,2024-05-29,SHORT,2024-05-29T12:25:00,422.75,424.08,421.42,709,1.33,1.98,2024-05-29T12:30:00,421.42,TARGET,944.49,495.60
VEDL,2024-05-30,LONG,2024-05-30T11:40:00,412.30,410.90,413.70,727,1.40,-2.96,2024-05-30T12:05:00,413.70,TARGET,1020.40,570.02
VEDL,2024-05-31,SHORT,2024-05-31T12:30:00,411.90,413.10,410.70,728,1.20,2.15,2024-05-31T12:40:00,413.10,STOP,-876.20,-1326.65
VEDL,2024-06-04,LONG,2024-06-04T11:40:00,390.05,385.20,394.90,515,4.85,-2.06,2024-06-04T11:50:00,385.20,STOP,-2499.59,-2799.03
VEDL,2024-06-05,SHORT,2024-06-05T11:35:00,398.35,402.05,394.65,675,3.70,3.46,2024-06-05T11:50:00,394.65,TARGET,2497.50,2096.04
VEDL,2024-06-07,LONG,2024-06-07T11:45:00,418.65,417.72,419.58,716,0.93,-1.99,2024-06-07T11:50:00,419.58,TARGET,667.41,217.28
VEDL,2024-06-12,LONG,2024-06-12T12:05:00,413.15,412.25,414.05,726,0.90,-2.12,2024-06-12T12:15:00,414.05,TARGET,655.99,205.58
VEDL,2024-06-13,LONG,2024-06-13T11:35:00,407.45,406.62,408.28,736,0.83,-3.33,2024-06-13T11:50:00,408.28,TARGET,612.46,162.17
VEDL,2024-06-14,SHORT,2024-06-14T11:35:00,415.35,416.16,414.54,722,0.81,2.86,2024-06-14T11:45:00,414.54,TARGET,582.76,133.37
VEDL,2024-06-18,SHORT,2024-06-18T12:50:00,417.70,418.32,417.08,718,0.62,2.42,2024-06-18T13:10:00,417.08,TARGET,446.19,-3.34
VEDL,2024-06-20,SHORT,2024-06-20T11:35:00,438.70,441.60,435.80,683,2.90,3.28,2024-06-20T11:50:00,441.60,STOP,-1980.70,-2431.63
VEDL,2024-06-21,SHORT,2024-06-21T11:35:00,436.30,438.21,434.39,687,1.91,2.30,2024-06-21T12:25:00,434.39,TARGET,1312.66,864.04
VEDL,2024-06-24,SHORT,2024-06-24T11:35:00,432.80,433.89,431.71,693,1.09,1.81,2024-06-24T11:40:00,431.71,TARGET,754.88,305.55
VEDL,2024-06-25,LONG,2024-06-25T11:35:00,423.00,421.90,424.10,709,1.10,-3.16,2024-06-25T12:20:00,421.90,STOP,-782.43,-1231.71
VEDL,2024-06-26,SHORT,2024-06-26T11:35:00,407.05,408.06,406.04,737,1.01,3.10,2024-06-26T11:50:00,408.06,STOP,-747.53,-1198.08
VEDL,2024-06-28,SHORT,2024-06-28T11:55:00,422.15,423.94,420.36,710,1.79,2.65,2024-06-28T12:15:00,420.36,TARGET,1272.93,824.29
VEDL,2024-07-01,SHORT,2024-07-01T12:10:00,427.30,428.06,426.54,702,0.76,2.17,2024-07-01T12:25:00,426.54,TARGET,534.02,84.48
VEDL,2024-07-02,LONG,2024-07-02T11:35:00,427.25,426.18,428.32,702,1.07,-3.47,2024-07-02T11:40:00,426.18,STOP,-749.64,-1198.97
VEDL,2024-07-03,LONG,2024-07-03T11:35:00,423.20,422.20,424.20,708,1.00,-2.47,2024-07-03T12:35:00,424.20,TARGET,708.00,258.03
VEDL,2024-07-04,LONG,2024-07-04T11:35:00,427.80,427.11,428.49,701,0.69,-4.68,2024-07-04T11:45:00,428.49,TARGET,483.19,33.00
VEDL,2024-07-08,LONG,2024-07-08T11:40:00,433.60,432.04,435.16,691,1.56,-2.05,2024-07-08T11:55:00,432.04,STOP,-1080.92,-1529.54
VEDL,2024-07-09,LONG,2024-07-09T11:50:00,427.60,426.95,428.25,701,0.65,-1.85,2024-07-09T12:00:00,428.25,TARGET,455.65,5.69
VEDL,2024-07-10,SHORT,2024-07-10T12:35:00,422.25,423.46,421.04,710,1.21,1.81,2024-07-10T12:45:00,421.04,TARGET,857.07,408.02
VEDL,2024-07-11,LONG,2024-07-11T11:35:00,413.40,412.23,414.57,725,1.17,-2.79,2024-07-11T11:45:00,412.23,STOP,-849.29,-1298.22
VEDL,2024-07-12,LONG,2024-07-12T11:35:00,413.05,412.12,413.98,726,0.92,-2.72,2024-07-12T11:45:00,413.98,TARGET,671.55,221.23
VEDL,2024-07-15,SHORT,2024-07-15T11:35:00,423.85,425.18,422.52,707,1.33,2.88,2024-07-15T11:50:00,425.18,STOP,-941.82,-1392.02
VEDL,2024-07-16,LONG,2024-07-16T12:00:00,425.15,424.31,425.99,705,0.84,-2.62,2024-07-16T12:15:00,424.31,STOP,-591.70,-1040.85
VEDL,2024-07-18,SHORT,2024-07-18T12:15:00,420.70,421.69,419.71,713,0.99,2.40,2024-07-18T13:15:00,420.70,TIME_STOP,-0.00,-449.94
VEDL,2024-07-19,LONG,2024-07-19T11:35:00,408.95,407.62,410.28,733,1.33,-2.35,2024-07-19T11:45:00,407.62,STOP,-976.46,-1425.37
VEDL,2024-07-22,LONG,2024-07-22T12:45:00,407.80,407.01,408.59,735,0.79,-2.21,2024-07-22T12:50:00,408.59,TARGET,580.12,130.09
VEDL,2024-07-23,LONG,2024-07-23T12:20:00,388.90,386.57,391.22,771,2.33,-4.07,2024-07-23T12:25:00,386.57,STOP,-1792.57,-2240.99
VEDL,2024-07-24,LONG,2024-07-24T12:50:00,401.05,399.91,402.19,748,1.14,-1.82,2024-07-24T13:05:00,399.91,STOP,-854.86,-1304.19
VEDL,2024-07-25,LONG,2024-07-25T13:50:00,392.60,391.85,393.35,764,0.75,-1.87,2024-07-25T14:00:00,393.35,TARGET,573.00,122.65
VEDL,2024-07-26,SHORT,2024-07-26T11:35:00,411.10,412.16,410.04,729,1.06,3.40,2024-07-26T12:00:00,410.04,TARGET,773.26,324.30
VEDL,2024-07-30,LONG,2024-07-30T11:35:00,408.35,407.49,409.21,734,0.86,-1.94,2024-07-30T12:35:00,408.20,TIME_STOP,-110.10,-559.61
VEDL,2024-07-31,LONG,2024-07-31T11:50:00,412.10,411.19,413.01,727,0.91,-2.18,2024-07-31T12:25:00,411.19,STOP,-664.69,-1113.58
VEDL,2024-08-01,LONG,2024-08-01T11:45:00,417.00,415.67,418.33,719,1.33,-3.61,2024-08-01T12:05:00,415.67,STOP,-957.81,-1406.83
VEDL,2024-08-05,LONG,2024-08-05T11:35:00,377.35,374.95,379.75,795,2.40,-2.59,2024-08-05T11:40:00,379.75,TARGET,1910.84,1459.42
VEDL,2024-08-07,SHORT,2024-08-07T11:35:00,398.70,400.35,397.05,752,1.65,2.46,2024-08-07T12:35:00,398.00,TIME_STOP,526.40,77.06
VEDL,2024-08-08,LONG,2024-08-08T11:40:00,394.05,393.37,394.73,761,0.68,-1.82,2024-08-08T11:45:00,393.37,STOP,-519.11,-968.53
VEDL,2024-08-09,LONG,2024-08-09T12:20:00,393.00,392.25,393.75,763,0.75,-2.32,2024-08-09T12:35:00,392.25,STOP,-572.25,-1021.61
VEDL,2024-08-12,SHORT,2024-08-12T11:35:00,398.35,399.17,397.53,753,0.82,2.40,2024-08-12T11:45:00,399.17,STOP,-618.54,-1068.94
VEDL,2024-08-13,LONG,2024-08-13T12:20:00,394.40,393.69,395.11,760,0.71,-2.28,2024-08-13T12:30:00,393.69,STOP,-537.43,-986.64
VEDL,2024-08-16,LONG,2024-08-16T11:55:00,391.15,390.38,391.92,766,0.77,-2.37,2024-08-16T12:10:00,390.38,STOP,-590.91,-1039.90
VEDL,2024-08-19,SHORT,2024-08-19T11:40:00,402.05,402.86,401.24,746,0.81,2.57,2024-08-19T11:45:00,402.86,STOP,-602.13,-1052.47
VEDL,2024-08-20,SHORT,2024-08-20T12:10:00,410.70,411.41,409.99,730,0.71,3.65,2024-08-20T12:15:00,411.41,STOP,-521.43,-971.54
VEDL,2024-08-21,SHORT,2024-08-21T12:20:00,417.40,418.10,416.70,718,0.70,2.43,2024-08-21T12:25:00,418.10,STOP,-500.04,-949.95
VEDL,2024-08-23,LONG,2024-08-23T12:10:00,420.10,419.53,420.67,714,0.57,-2.78,2024-08-23T12:20:00,419.53,STOP,-408.00,-857.62
VEDL,2024-08-26,SHORT,2024-08-26T12:20:00,420.35,420.90,419.80,713,0.55,2.05,2024-08-26T12:25:00,420.90,STOP,-392.15,-842.01
VEDL,2024-08-27,SHORT,2024-08-27T11:35:00,431.75,432.62,430.88,694,0.87,2.96,2024-08-27T11:45:00,430.88,TARGET,602.29,153.29
VEDL,2024-08-28,SHORT,2024-08-28T13:05:00,431.60,432.45,430.75,695,0.85,1.91,2024-08-28T13:50:00,430.75,TARGET,588.27,138.77
VEDL,2024-08-29,LONG,2024-08-29T11:35:00,426.15,425.00,427.30,703,1.15,-2.66,2024-08-29T11:45:00,425.00,STOP,-810.96,-1259.73
VEDL,2024-09-02,LONG,2024-09-02T13:05:00,427.35,426.45,428.25,702,0.90,-2.33,2024-09-02T14:05:00,428.10,TIME_STOP,526.50,76.11
VEDL,2024-09-03,LONG,2024-09-03T11:35:00,428.40,427.81,428.99,700,0.59,-2.94,2024-09-03T11:40:00,427.81,STOP,-415.00,-864.51
VEDL,2024-09-04,LONG,2024-09-04T12:05:00,421.90,420.89,422.91,711,1.01,-1.97,2024-09-04T12:20:00,422.91,TARGET,716.08,265.59
VEDL,2024-09-05,SHORT,2024-09-05T11:35:00,432.20,433.26,431.14,694,1.06,2.41,2024-09-05T11:40:00,431.14,TARGET,733.66,284.29
VEDL,2024-09-06,SHORT,2024-09-06T12:30:00,428.80,429.73,427.88,699,0.93,2.20,2024-09-06T12:40:00,427.88,TARGET,646.58,197.46
VEDL,2024-09-09,LONG,2024-09-09T12:05:00,418.40,417.44,419.36,717,0.96,-1.97,2024-09-09T12:25:00,417.44,STOP,-691.39,-1140.86
VEDL,2024-09-10,SHORT,2024-09-10T11:35:00,426.70,427.47,425.93,703,0.77,2.70,2024-09-10T12:15:00,425.93,TARGET,542.31,92.77
VEDL,2024-09-11,LONG,2024-09-11T12:25:00,416.40,415.69,417.11,720,0.71,-2.41,2024-09-11T12:30:00,417.11,TARGET,511.71,61.62
VEDL,2024-09-12,LONG,2024-09-12T12:10:00,414.80,413.95,415.65,723,0.85,-2.13,2024-09-12T12:15:00,415.65,TARGET,617.13,166.82
VEDL,2024-09-13,SHORT,2024-09-13T11:55:00,437.70,438.70,436.70,685,1.00,3.14,2024-09-13T12:10:00,438.70,STOP,-685.00,-1135.25
VEDL,2024-09-16,SHORT,2024-09-16T12:30:00,450.65,451.81,449.49,665,1.16,3.96,2024-09-16T12:35:00,451.81,STOP,-771.87,-1221.98
VEDL,2024-09-17,LONG,2024-09-17T12:05:00,432.55,431.54,433.56,693,1.01,-2.49,2024-09-17T13:00:00,433.56,TARGET,697.95,247.79
VEDL,2024-09-18,LONG,2024-09-18T13:35:00,430.35,429.42,431.28,697,0.93,-2.44,2024-09-18T13:40:00,431.28,TARGET,647.21,196.80
VEDL,2024-09-19,LONG,2024-09-19T11:35:00,423.55,421.65,425.45,708,1.90,-3.47,2024-09-19T11:40:00,421.65,STOP,-1342.67,-1791.47
VEDL,2024-09-20,SHORT,2024-09-20T11:45:00,440.60,441.73,439.48,680,1.12,2.09,2024-09-20T12:30:00,439.48,TARGET,765.00,316.16
VEDL,2024-09-24,SHORT,2024-09-24T13:10:00,452.20,453.04,451.36,663,0.84,2.36,2024-09-24T13:30:00,453.04,STOP,-558.81,-1008.95
VEDL,2024-09-25,LONG,2024-09-25T11:35:00,461.20,460.00,462.40,650,1.20,-2.99,2024-09-25T11:45:00,460.00,STOP,-782.32,-1231.40
VEDL,2024-09-26,SHORT,2024-09-26T11:35:00,475.00,476.58,473.42,631,1.58,5.49,2024-09-26T11:40:00,476.58,STOP,-998.33,-1448.67
VEDL,2024-09-27,LONG,2024-09-27T11:45:00,489.75,488.50,491.00,612,1.25,-2.44,2024-09-27T12:45:00,490.15,TIME_STOP,244.80,-204.97
VEDL,2024-09-30,LONG,2024-09-30T11:40:00,495.65,494.36,496.94,605,1.29,-2.40,2024-09-30T12:40:00,495.75,TIME_STOP,60.50,-389.35
VEDL,2024-10-03,LONG,2024-10-03T11:55:00,495.15,493.85,496.45,605,1.30,-2.26,2024-10-03T12:35:00,496.45,TARGET,786.50,336.56
VEDL,2024-10-04,SHORT,2024-10-04T11:40:00,496.20,497.54,494.86,604,1.34,2.38,2024-10-04T12:35:00,494.86,TARGET,806.77,357.82
VEDL,2024-10-07,LONG,2024-10-07T13:35:00,479.95,477.96,481.94,625,1.99,-2.00,2024-10-07T13:55:00,481.94,TARGET,1243.30,792.42
VEDL,2024-10-08,SHORT,2024-10-08T11:35:00,484.45,486.25,482.65,619,1.80,3.52,2024-10-08T11:45:00,482.65,TARGET,1111.99,663.01
VEDL,2024-10-10,LONG,2024-10-10T11:35:00,473.70,472.80,474.60,633,0.90,-4.22,2024-10-10T11:40:00,474.60,TARGET,567.44,117.24
VEDL,2024-10-11,LONG,2024-10-11T13:10:00,480.35,479.56,481.14,624,0.79,-1.82,2024-10-11T13:15:00,481.14,TARGET,494.74,44.76
VEDL,2024-10-14,LONG,2024-10-14T11:35:00,480.95,479.79,482.11,623,1.16,-2.39,2024-10-14T12:00:00,479.79,STOP,-720.90,-1169.81
VEDL,2024-10-15,LONG,2024-10-15T12:15:00,474.25,473.56,474.94,632,0.69,-3.66,2024-10-15T12:45:00,473.56,STOP,-435.63,-884.89
VEDL,2024-10-16,LONG,2024-10-16T11:35:00,468.85,467.80,469.90,639,1.05,-5.51,2024-10-16T11:40:00,469.90,TARGET,670.95,221.05
VEDL,2024-10-18,SHORT,2024-10-18T11:35:00,459.40,460.93,457.87,653,1.53,4.21,2024-10-18T12:05:00,460.93,STOP,-1000.49,-1451.22
VEDL,2024-10-21,LONG,2024-10-21T11:35:00,461.40,460.19,462.61,650,1.21,-3.47,2024-10-21T11:45:00,460.19,STOP,-786.96,-1236.24
VEDL,2024-10-22,LONG,2024-10-22T12:40:00,453.40,451.73,455.07,661,1.67,-1.81,2024-10-22T13:10:00,451.73,STOP,-1104.81,-1553.53
VEDL,2024-10-23,SHORT,2024-10-23T11:35:00,451.50,453.07,449.93,664,1.58,3.07,2024-10-23T12:25:00,449.93,TARGET,1045.80,596.89
VEDL,2024-10-24,SHORT,2024-10-24T11:35:00,449.85,450.88,448.82,666,1.03,3.88,2024-10-24T11:50:00,450.88,STOP,-685.03,-1134.94
VEDL,2024-10-28,SHORT,2024-10-28T11:35:00,453.40,454.82,451.97,661,1.42,3.61,2024-10-28T12:35:00,452.85,TIME_STOP,363.55,-85.72
VEDL,2024-10-30,LONG,2024-10-30T13:15:00,453.15,452.36,453.94,662,0.79,-2.76,2024-10-30T13:20:00,452.36,STOP,-522.51,-972.09
VEDL,2024-10-31,LONG,2024-10-31T11:35:00,445.85,444.90,446.80,672,0.95,-2.21,2024-10-31T11:45:00,446.80,TARGET,638.40,188.50
VEDL,2024-11-04,LONG,2024-11-04T11:35:00,439.95,438.46,441.44,681,1.49,-1.95,2024-11-04T12:00:00,441.44,TARGET,1014.20,564.03
VEDL,2024-11-05,LONG,2024-11-05T11:50:00,443.10,442.12,444.08,677,0.98,-2.21,2024-11-05T12:00:00,444.08,TARGET,660.08,209.61
VEDL,2024-11-06,SHORT,2024-11-06T11:45:00,449.90,450.81,448.99,666,0.91,1.94,2024-11-06T11:50:00,450.81,STOP,-606.54,-1056.44
VEDL,2024-11-07,LONG,2024-11-07T11:35:00,439.35,437.87,440.83,682,1.48,-4.23,2024-11-07T11:45:00,437.87,STOP,-1008.39,-1457.08
VEDL,2024-11-08,LONG,2024-11-08T11:55:00,444.50,443.23,445.77,674,1.27,-2.55,2024-11-08T12:00:00,443.23,STOP,-856.94,-1305.69
