variant,symbol,date,direction,entry_time,entry,stop,target,qty,atr_at_entry,deviation_at_entry,exit_time,exit_price,exit_reason,gross_pnl,net_pnl
baseline,DRREDDY,2025-05-14,SHORT,2025-05-14T11:35:00,1217.50,1220.45,1214.55,246,2.95,2.29,2025-05-14T11:45:00,1214.55,TARGET,725.70,276.99
baseline,DRREDDY,2025-05-15,SHORT,2025-05-15T12:55:00,1214.00,1216.44,1211.56,247,2.44,2.05,2025-05-15T13:00:00,1216.44,STOP,-601.62,-1051.86
baseline,DRREDDY,2025-05-19,LONG,2025-05-19T11:35:00,1220.10,1217.41,1222.79,245,2.69,-3.60,2025-05-19T11:50:00,1222.79,TARGET,659.75,210.87
baseline,DRREDDY,2025-05-20,SHORT,2025-05-20T12:05:00,1233.00,1234.79,1231.21,243,1.79,2.35,2025-05-20T12:15:00,1231.21,TARGET,433.93,-15.17
baseline,DRREDDY,2025-05-22,SHORT,2025-05-22T11:35:00,1225.60,1227.88,1223.32,244,2.28,2.63,2025-05-22T11:40:00,1223.32,TARGET,555.97,107.82
baseline,DRREDDY,2025-05-23,LONG,2025-05-23T13:40:00,1227.10,1225.61,1228.59,244,1.49,-2.05,2025-05-23T14:10:00,1228.59,TARGET,362.51,-86.88
baseline,DRREDDY,2025-05-26,SHORT,2025-05-26T13:40:00,1241.90,1242.98,1240.82,241,1.08,2.00,2025-05-26T13:55:00,1240.82,TARGET,259.94,-188.82
baseline,DRREDDY,2025-05-28,LONG,2025-05-28T11:35:00,1243.00,1241.30,1244.70,241,1.70,-1.91,2025-05-28T11:45:00,1241.30,STOP,-409.70,-858.74
baseline,DRREDDY,2025-05-30,SHORT,2025-05-30T12:05:00,1251.20,1252.82,1249.58,239,1.62,2.29,2025-05-30T12:10:00,1249.58,TARGET,387.52,-60.74
baseline,DRREDDY,2025-06-02,SHORT,2025-06-02T11:40:00,1247.90,1250.19,1245.61,240,2.29,2.51,2025-06-02T12:15:00,1245.61,TARGET,550.29,101.45
baseline,DRREDDY,2025-06-03,SHORT,2025-06-03T11:55:00,1249.00,1250.48,1247.52,240,1.48,2.15,2025-06-03T12:50:00,1247.52,TARGET,354.86,-94.52
baseline,DRREDDY,2025-06-04,LONG,2025-06-04T11:40:00,1252.20,1250.38,1254.02,239,1.82,-2.38,2025-06-04T11:50:00,1250.38,STOP,-435.32,-883.91
baseline,DRREDDY,2025-06-05,SHORT,2025-06-05T11:45:00,1292.50,1294.99,1290.01,232,2.49,2.10,2025-06-05T11:55:00,1294.99,STOP,-578.34,-1028.57
baseline,DRREDDY,2025-06-09,SHORT,2025-06-09T12:20:00,1320.50,1322.49,1318.51,227,1.99,1.93,2025-06-09T12:25:00,1322.49,STOP,-452.38,-902.35
baseline,DRREDDY,2025-06-10,SHORT,2025-06-10T11:35:00,1336.30,1338.15,1334.45,224,1.85,2.76,2025-06-10T11:50:00,1338.15,STOP,-414.40,-863.71
baseline,DRREDDY,2025-06-11,SHORT,2025-06-11T12:05:00,1350.00,1351.63,1348.37,222,1.63,2.44,2025-06-11T12:10:00,1348.37,TARGET,361.54,-87.74
baseline,DRREDDY,2025-06-12,LONG,2025-06-12T12:35:00,1363.90,1362.53,1365.27,219,1.37,-2.08,2025-06-12T12:55:00,1362.53,STOP,-300.34,-748.16
baseline,DRREDDY,2025-06-16,LONG,2025-06-16T13:55:00,1346.50,1344.92,1348.08,222,1.58,-1.84,2025-06-16T14:05:00,1348.08,TARGET,350.44,-98.20
baseline,DRREDDY,2025-06-19,SHORT,2025-06-19T11:35:00,1326.40,1328.97,1323.83,226,2.57,4.55,2025-06-19T12:10:00,1328.97,STOP,-581.14,-1031.23
baseline,DRREDDY,2025-06-20,LONG,2025-06-20T12:20:00,1321.00,1318.82,1323.18,227,2.18,-2.38,2025-06-20T12:30:00,1318.82,STOP,-494.54,-943.97
baseline,DRREDDY,2025-06-23,SHORT,2025-06-23T11:35:00,1322.40,1325.11,1319.69,226,2.71,3.78,2025-06-23T12:35:00,1320.30,TIME_STOP,474.60,26.66
baseline,DRREDDY,2025-06-24,SHORT,2025-06-24T11:35:00,1342.30,1344.30,1340.30,223,2.00,4.28,2025-06-24T11:55:00,1344.30,STOP,-446.00,-895.33
baseline,DRREDDY,2025-06-25,LONG,2025-06-25T12:15:00,1337.50,1336.24,1338.76,224,1.26,-2.15,2025-06-25T12:20:00,1338.76,TARGET,283.20,-166.41
baseline,DRREDDY,2025-06-26,LONG,2025-06-26T11:35:00,1318.50,1316.01,1320.99,227,2.49,-2.34,2025-06-26T11:50:00,1316.01,STOP,-564.26,-1012.78
baseline,DRREDDY,2025-06-27,LONG,2025-06-27T11:35:00,1305.70,1302.99,1308.41,229,2.71,-2.35,2025-06-27T12:15:00,1308.41,TARGET,619.94,170.96
baseline,DRREDDY,2025-07-01,LONG,2025-07-01T12:35:00,1280.50,1278.88,1282.12,234,1.62,-2.92,2025-07-01T12:45:00,1278.88,STOP,-379.41,-828.59
baseline,DRREDDY,2025-07-02,LONG,2025-07-02T11:35:00,1267.50,1265.29,1269.71,236,2.21,-1.95,2025-07-02T11:40:00,1265.29,STOP,-520.89,-969.19
baseline,DRREDDY,2025-07-03,SHORT,2025-07-03T11:35:00,1284.70,1286.79,1282.61,233,2.09,3.50,2025-07-03T11:50:00,1286.79,STOP,-485.97,-935.34
baseline,DRREDDY,2025-07-04,SHORT,2025-07-04T12:25:00,1297.70,1299.85,1295.55,231,2.15,2.25,2025-07-04T13:25:00,1296.90,TIME_STOP,184.80,-264.71
baseline,DRREDDY,2025-07-07,LONG,2025-07-07T11:50:00,1302.80,1301.44,1304.16,230,1.36,-1.85,2025-07-07T12:10:00,1301.44,STOP,-312.14,-761.37
baseline,DRREDDY,2025-07-09,LONG,2025-07-09T11:40:00,1271.80,1270.19,1273.41,235,1.61,-2.82,2025-07-09T11:50:00,1270.19,STOP,-379.36,-827.38
baseline,DRREDDY,2025-07-10,SHORT,2025-07-10T11:50:00,1262.20,1264.31,1260.09,237,2.11,2.18,2025-07-10T12:00:00,1264.31,STOP,-499.39,-948.48
baseline,DRREDDY,2025-07-11,LONG,2025-07-11T11:35:00,1261.00,1258.87,1263.13,237,2.13,-2.13,2025-07-11T12:00:00,1258.87,STOP,-504.47,-952.38
baseline,DRREDDY,2025-07-14,SHORT,2025-07-14T12:50:00,1258.70,1260.23,1257.17,238,1.53,1.93,2025-07-14T13:05:00,1257.17,TARGET,363.80,-85.28
baseline,DRREDDY,2025-07-15,SHORT,2025-07-15T11:35:00,1254.20,1255.74,1252.66,239,1.54,4.88,2025-07-15T11:40:00,1255.74,STOP,-368.74,-818.65
baseline,DRREDDY,2025-07-17,SHORT,2025-07-17T11:50:00,1264.60,1266.11,1263.09,237,1.51,2.24,2025-07-17T12:00:00,1266.11,STOP,-357.19,-807.03
baseline,DRREDDY,2025-07-18,LONG,2025-07-18T11:35:00,1253.20,1251.37,1255.03,239,1.83,-3.40,2025-07-18T11:40:00,1255.03,TARGET,437.03,-12.57
baseline,DRREDDY,2025-07-21,SHORT,2025-07-21T12:05:00,1256.10,1258.02,1254.18,238,1.92,2.32,2025-07-21T12:30:00,1254.18,TARGET,457.30,9.22
baseline,DRREDDY,2025-07-22,LONG,2025-07-22T11:50:00,1240.20,1237.61,1242.79,241,2.59,-2.41,2025-07-22T11:55:00,1237.61,STOP,-623.16,-1071.02
baseline,DRREDDY,2025-07-23,SHORT,2025-07-23T12:55:00,1241.70,1243.69,1239.71,241,1.99,2.22,2025-07-23T13:20:00,1239.71,TARGET,480.28,31.76
baseline,DRREDDY,2025-07-25,LONG,2025-07-25T12:50:00,1276.70,1274.45,1278.95,234,2.25,-1.89,2025-07-25T13:05:00,1278.95,TARGET,526.50,77.98
baseline,DRREDDY,2025-07-29,SHORT,2025-07-29T13:55:00,1291.00,1292.06,1289.94,232,1.06,1.84,2025-07-29T14:15:00,1292.06,STOP,-246.91,-696.37
baseline,DRREDDY,2025-07-30,SHORT,2025-07-30T11:35:00,1290.60,1292.97,1288.23,232,2.37,1.85,2025-07-30T11:40:00,1292.97,STOP,-550.17,-999.71
baseline,DRREDDY,2025-07-31,SHORT,2025-07-31T11:35:00,1280.80,1283.21,1278.39,234,2.41,3.30,2025-07-31T11:50:00,1283.21,STOP,-564.94,-1014.93
baseline,DRREDDY,2025-08-05,LONG,2025-08-05T11:35:00,1215.90,1213.41,1218.39,246,2.49,-2.03,2025-08-05T11:40:00,1213.41,STOP,-613.24,-1061.45
baseline,DRREDDY,2025-08-06,LONG,2025-08-06T11:35:00,1189.40,1187.36,1191.44,252,2.04,-4.53,2025-08-06T11:50:00,1191.44,TARGET,513.00,63.02
baseline,DRREDDY,2025-08-07,LONG,2025-08-07T12:15:00,1185.10,1182.82,1187.38,253,2.28,-2.01,2025-08-07T12:25:00,1187.38,TARGET,576.48,126.30
baseline,DRREDDY,2025-08-08,SHORT,2025-08-08T12:35:00,1206.00,1207.86,1204.14,248,1.86,2.40,2025-08-08T12:45:00,1207.86,STOP,-462.34,-911.32
baseline,DRREDDY,2025-08-11,SHORT,2025-08-11T11:35:00,1224.90,1226.48,1223.32,244,1.58,1.97,2025-08-11T11:45:00,1223.32,TARGET,385.17,-62.85
baseline,DRREDDY,2025-08-12,SHORT,2025-08-12T11:40:00,1215.60,1217.54,1213.66,246,1.94,1.86,2025-08-12T12:25:00,1217.54,STOP,-476.19,-925.10
baseline,DRREDDY,2025-08-13,SHORT,2025-08-13T11:35:00,1234.30,1235.59,1233.01,243,1.29,4.14,2025-08-13T11:40:00,1235.59,STOP,-312.43,-762.57
baseline,DRREDDY,2025-08-14,LONG,2025-08-14T12:15:00,1252.50,1250.02,1254.98,239,2.48,-2.37,2025-08-14T12:20:00,1254.98,TARGET,592.38,142.91
baseline,DRREDDY,2025-08-18,LONG,2025-08-18T11:35:00,1249.30,1246.37,1252.23,240,2.93,-3.11,2025-08-18T11:45:00,1246.37,STOP,-702.86,-1152.08
baseline,DRREDDY,2025-08-19,LONG,2025-08-19T13:15:00,1248.90,1246.54,1251.26,240,2.36,-3.83,2025-08-19T13:20:00,1246.54,STOP,-567.43,-1016.61
baseline,DRREDDY,2025-08-20,SHORT,2025-08-20T11:35:00,1249.90,1251.55,1248.25,240,1.65,3.33,2025-08-20T11:40:00,1248.25,TARGET,396.00,-53.67
baseline,DRREDDY,2025-08-21,SHORT,2025-08-21T11:35:00,1265.70,1269.02,1262.38,237,3.32,1.96,2025-08-21T12:05:00,1269.02,STOP,-787.18,-1237.73
baseline,DRREDDY,2025-08-22,SHORT,2025-08-22T11:35:00,1280.60,1282.84,1278.36,234,2.24,1.88,2025-08-22T11:45:00,1282.84,STOP,-524.83,-974.71
baseline,DRREDDY,2025-08-26,LONG,2025-08-26T11:45:00,1261.90,1259.77,1264.03,237,2.13,-2.12,2025-08-26T12:40:00,1264.03,TARGET,504.47,55.49
baseline,DRREDDY,2025-08-28,SHORT,2025-08-28T11:40:00,1257.60,1259.56,1255.64,238,1.96,1.94,2025-08-28T11:50:00,1255.64,TARGET,467.50,18.89
baseline,DRREDDY,2025-08-29,SHORT,2025-08-29T11:35:00,1259.60,1261.69,1257.51,238,2.09,3.80,2025-08-29T12:10:00,1257.51,TARGET,496.40,47.10
baseline,DRREDDY,2025-09-01,SHORT,2025-09-01T11:35:00,1274.20,1276.26,1272.14,235,2.06,1.92,2025-09-01T11:50:00,1272.14,TARGET,483.43,34.64
baseline,DRREDDY,2025-09-03,SHORT,2025-09-03T11:45:00,1264.10,1266.84,1261.36,237,2.74,2.24,2025-09-03T11:50:00,1261.36,TARGET,650.06,201.16
baseline,DRREDDY,2025-09-04,SHORT,2025-09-04T11:35:00,1267.50,1269.01,1265.99,236,1.51,2.48,2025-09-04T12:15:00,1265.99,TARGET,357.37,-91.06
baseline,DRREDDY,2025-09-05,LONG,2025-09-05T12:05:00,1260.40,1258.78,1262.02,238,1.62,-2.29,2025-09-05T13:05:00,1260.00,TIME_STOP,-95.20,-545.09
baseline,DRREDDY,2025-09-08,LONG,2025-09-08T11:35:00,1251.30,1249.04,1253.56,239,2.26,-5.57,2025-09-08T11:45:00,1253.56,TARGET,539.46,90.46
baseline,DRREDDY,2025-09-09,SHORT,2025-09-09T11:40:00,1280.40,1282.66,1278.14,234,2.26,2.24,2025-09-09T11:45:00,1278.14,TARGET,528.17,79.15
baseline,DRREDDY,2025-09-11,SHORT,2025-09-11T11:50:00,1294.80,1296.80,1292.80,231,2.00,1.94,2025-09-11T12:20:00,1296.80,STOP,-462.00,-910.99
baseline,DRREDDY,2025-09-12,SHORT,2025-09-12T12:55:00,1317.10,1319.26,1314.94,227,2.16,2.10,2025-09-12T13:15:00,1319.26,STOP,-491.29,-940.13
baseline,DRREDDY,2025-09-15,SHORT,2025-09-15T12:00:00,1300.80,1302.71,1298.89,230,1.91,1.83,2025-09-15T13:00:00,1300.50,TIME_STOP,69.00,-379.72
baseline,DRREDDY,2025-09-16,SHORT,2025-09-16T12:40:00,1309.10,1310.78,1307.42,229,1.68,2.01,2025-09-16T13:05:00,1310.78,STOP,-384.39,-834.36
baseline,DRREDDY,2025-09-17,LONG,2025-09-17T11:45:00,1308.10,1306.49,1309.71,229,1.61,-1.89,2025-09-17T12:00:00,1309.71,TARGET,369.67,-79.94
baseline,DRREDDY,2025-09-19,SHORT,2025-09-19T13:20:00,1320.90,1321.75,1320.05,227,0.85,2.00,2025-09-19T13:30:00,1320.05,TARGET,192.95,-256.67
baseline,DRREDDY,2025-09-22,LONG,2025-09-22T13:20:00,1306.00,1304.19,1307.81,229,1.81,-3.73,2025-09-22T13:25:00,1307.81,TARGET,415.47,-33.45
baseline,DRREDDY,2025-09-23,SHORT,2025-09-23T12:10:00,1308.70,1310.75,1306.65,229,2.05,2.09,2025-09-23T12:25:00,1306.65,TARGET,469.45,20.26
baseline,DRREDDY,2025-09-24,SHORT,2025-09-24T11:45:00,1306.50,1307.82,1305.18,229,1.32,1.94,2025-09-24T12:00:00,1305.18,TARGET,302.61,-145.95
baseline,DRREDDY,2025-09-25,LONG,2025-09-25T11:35:00,1281.30,1278.75,1283.85,234,2.55,-2.68,2025-09-25T11:55:00,1278.75,STOP,-596.70,-1045.99
baseline,DRREDDY,2025-09-29,LONG,2025-09-29T11:40:00,1245.10,1242.01,1248.19,240,3.09,-4.72,2025-09-29T11:45:00,1242.01,STOP,-742.29,-1189.97
baseline,DRREDDY,2025-09-30,LONG,2025-09-30T13:10:00,1232.40,1230.30,1234.50,243,2.10,-2.07,2025-09-30T13:20:00,1230.30,STOP,-510.30,-959.13
baseline,DRREDDY,2025-10-01,SHORT,2025-10-01T12:40:00,1240.00,1242.92,1237.08,241,2.92,2.00,2025-10-01T13:40:00,1239.70,TIME_STOP,72.30,-375.91
baseline,DRREDDY,2025-10-03,LONG,2025-10-03T13:15:00,1247.40,1245.81,1248.99,240,1.59,-1.93,2025-10-03T13:30:00,1245.81,STOP,-380.57,-829.35
baseline,DRREDDY,2025-10-06,SHORT,2025-10-06T11:35:00,1247.30,1249.56,1245.04,240,2.26,2.47,2025-10-06T11:45:00,1245.04,TARGET,541.71,93.09
baseline,DRREDDY,2025-10-07,LONG,2025-10-07T12:40:00,1248.80,1246.92,1250.68,240,1.88,-2.07,2025-10-07T12:45:00,1246.92,STOP,-450.86,-900.09
baseline,DRREDDY,2025-10-08,LONG,2025-10-08T11:35:00,1237.50,1234.96,1240.04,242,2.54,-2.51,2025-10-08T12:00:00,1234.96,STOP,-615.37,-1064.12
baseline,DRREDDY,2025-10-09,SHORT,2025-10-09T11:35:00,1263.00,1265.99,1260.01,237,2.99,2.44,2025-10-09T11:40:00,1260.01,TARGET,707.61,259.15
baseline,DRREDDY,2025-10-10,SHORT,2025-10-10T11:35:00,1263.20,1265.65,1260.75,237,2.45,3.55,2025-10-10T11:55:00,1265.65,STOP,-580.65,-1030.15
baseline,DRREDDY,2025-10-14,LONG,2025-10-14T12:55:00,1240.60,1238.67,1242.53,241,1.93,-2.36,2025-10-14T13:05:00,1242.53,TARGET,464.79,15.96
baseline,DRREDDY,2025-10-15,LONG,2025-10-15T13:00:00,1235.60,1233.74,1237.46,242,1.86,-1.98,2025-10-15T13:20:00,1237.46,TARGET,449.43,0.57
baseline,DRREDDY,2025-10-16,SHORT,2025-10-16T12:50:00,1239.10,1240.44,1237.76,242,1.34,1.86,2025-10-16T13:50:00,1239.80,TIME_STOP,-169.40,-619.32
baseline,DRREDDY,2025-10-17,SHORT,2025-10-17T12:05:00,1249.30,1251.46,1247.14,240,2.16,2.77,2025-10-17T12:40:00,1251.46,STOP,-519.43,-969.57
baseline,DRREDDY,2025-10-23,LONG,2025-10-23T12:05:00,1274.00,1270.91,1277.09,235,3.09,-2.29,2025-10-23T12:15:00,1277.09,TARGET,725.14,275.51
baseline,DRREDDY,2025-10-24,SHORT,2025-10-24T12:45:00,1283.90,1286.41,1281.39,233,2.51,2.02,2025-10-24T12:50:00,1281.39,TARGET,585.83,137.54
baseline,DRREDDY,2025-10-27,SHORT,2025-10-27T12:10:00,1288.60,1291.00,1286.20,232,2.40,3.06,2025-10-27T12:20:00,1286.20,TARGET,556.80,108.78
baseline,DRREDDY,2025-10-29,LONG,2025-10-29T12:30:00,1285.50,1282.99,1288.01,233,2.51,-2.10,2025-10-29T13:20:00,1288.01,TARGET,585.83,136.11
baseline,DRREDDY,2025-10-30,SHORT,2025-10-30T12:10:00,1199.10,1200.91,1197.29,250,1.81,2.94,2025-10-30T12:25:00,1200.91,STOP,-453.57,-903.57
baseline,DRREDDY,2025-10-31,LONG,2025-10-31T11:35:00,1194.90,1193.04,1196.76,251,1.86,-2.34,2025-10-31T12:00:00,1193.04,STOP,-467.94,-917.46
baseline,DRREDDY,2025-11-03,SHORT,2025-11-03T12:40:00,1199.00,1200.84,1197.16,250,1.84,1.96,2025-11-03T13:40:00,1199.70,TIME_STOP,-175.00,-624.76
baseline,DRREDDY,2025-11-04,LONG,2025-11-04T11:35:00,1194.20,1192.83,1195.57,251,1.37,-2.11,2025-11-04T11:40:00,1195.57,TARGET,344.23,-105.65
baseline,DRREDDY,2025-11-06,LONG,2025-11-06T11:55:00,1195.40,1193.86,1196.94,250,1.54,-1.90,2025-11-06T12:00:00,1196.94,TARGET,385.71,-62.85
baseline,DRREDDY,2025-11-07,SHORT,2025-11-07T11:35:00,1211.00,1212.60,1209.40,247,1.60,4.40,2025-11-07T11:50:00,1209.40,TARGET,395.20,-53.18
baseline,DRREDDY,2025-11-10,LONG,2025-11-10T13:05:00,1198.70,1197.84,1199.56,250,0.86,-2.54,2025-11-10T13:15:00,1197.84,STOP,-216.07,-665.42
baseline,DRREDDY,2025-11-11,SHORT,2025-11-11T12:05:00,1208.80,1210.26,1207.34,248,1.46,2.28,2025-11-11T12:20:00,1210.26,STOP,-361.37,-811.32
baseline,DRREDDY,2025-11-12,SHORT,2025-11-12T11:35:00,1228.40,1229.84,1226.96,244,1.44,3.58,2025-11-12T11:45:00,1229.84,STOP,-350.31,-800.17
baseline,DRREDDY,2025-11-18,SHORT,2025-11-18T12:15:00,1239.70,1240.99,1238.41,241,1.29,2.40,2025-11-18T12:25:00,1238.41,TARGET,309.86,-138.06
baseline,DRREDDY,2025-11-19,SHORT,2025-11-19T11:50:00,1246.80,1248.06,1245.54,240,1.26,4.84,2025-11-19T12:00:00,1245.54,TARGET,303.43,-145.19
baseline,DRREDDY,2025-11-20,SHORT,2025-11-20T11:50:00,1246.60,1248.29,1244.91,240,1.69,1.80,2025-11-20T12:15:00,1248.29,STOP,-406.29,-855.37
baseline,DRREDDY,2025-11-24,LONG,2025-11-24T12:15:00,1249.60,1246.94,1252.26,240,2.66,-1.86,2025-11-24T12:30:00,1246.94,STOP,-637.71,-1087.09
baseline,DRREDDY,2025-11-25,SHORT,2025-11-25T12:10:00,1249.70,1251.74,1247.66,240,2.04,3.43,2025-11-25T12:15:00,1247.66,TARGET,488.57,39.05
baseline,DRREDDY,2025-11-26,SHORT,2025-11-26T12:40:00,1245.00,1245.92,1244.08,240,0.92,1.99,2025-11-26T12:45:00,1244.08,TARGET,221.14,-226.89
baseline,DRREDDY,2025-11-27,LONG,2025-11-27T11:35:00,1241.10,1239.10,1243.10,241,2.00,-2.86,2025-11-27T11:40:00,1243.10,TARGET,482.00,32.98
baseline,DRREDDY,2025-11-28,SHORT,2025-11-28T12:50:00,1251.20,1252.43,1249.97,239,1.23,2.22,2025-11-28T13:05:00,1252.43,STOP,-293.63,-742.40
baseline,DRREDDY,2025-12-01,SHORT,2025-12-01T13:15:00,1263.40,1264.69,1262.11,237,1.29,3.56,2025-12-01T13:20:00,1262.11,TARGET,304.71,-144.20
baseline,DRREDDY,2025-12-02,SHORT,2025-12-02T12:05:00,1272.50,1273.46,1271.54,235,0.96,2.74,2025-12-02T12:10:00,1271.54,TARGET,224.93,-223.46
baseline,DRREDDY,2025-12-03,LONG,2025-12-03T12:35:00,1276.00,1273.76,1278.24,235,2.24,-2.33,2025-12-03T13:25:00,1278.24,TARGET,527.07,76.89
baseline,DRREDDY,2025-12-04,LONG,2025-12-04T12:45:00,1267.80,1265.44,1270.16,236,2.36,-2.64,2025-12-04T13:05:00,1270.16,TARGET,556.29,107.07
baseline,DRREDDY,2025-12-05,LONG,2025-12-05T13:55:00,1275.70,1274.58,1276.82,235,1.12,-3.09,2025-12-05T14:00:00,1274.58,STOP,-263.54,-713.02
baseline,DRREDDY,2025-12-08,LONG,2025-12-08T12:05:00,1269.80,1267.94,1271.66,236,1.86,-2.73,2025-12-08T12:30:00,1267.94,STOP,-439.97,-889.15
baseline,DRREDDY,2025-12-10,LONG,2025-12-10T12:35:00,1248.40,1246.30,1250.50,240,2.10,-2.26,2025-12-10T13:05:00,1250.50,TARGET,504.00,54.20
baseline,DRREDDY,2025-12-11,SHORT,2025-12-11T11:35:00,1266.10,1268.65,1263.55,236,2.55,3.95,2025-12-11T11:50:00,1268.65,STOP,-601.80,-1050.45
baseline,DRREDDY,2025-12-12,SHORT,2025-12-12T12:05:00,1276.90,1278.79,1275.01,234,1.89,2.29,2025-12-12T12:20:00,1275.01,TARGET,441.26,-6.60
baseline,DRREDDY,2025-12-16,SHORT,2025-12-16T12:25:00,1280.00,1281.41,1278.59,234,1.41,2.52,2025-12-16T12:45:00,1278.59,TARGET,329.27,-119.76
baseline,DRREDDY,2025-12-17,LONG,2025-12-17T13:15:00,1269.60,1267.65,1271.55,236,1.95,-3.52,2025-12-17T14:15:00,1271.10,TIME_STOP,354.00,-95.70
baseline,DRREDDY,2025-12-18,SHORT,2025-12-18T11:35:00,1279.00,1280.75,1277.25,234,1.75,4.60,2025-12-18T12:10:00,1277.25,TARGET,409.50,-39.12
baseline,DRREDDY,2025-12-19,LONG,2025-12-19T11:35:00,1274.50,1272.12,1276.88,235,2.38,-4.45,2025-12-19T12:15:00,1272.12,STOP,-558.96,-1007.81
baseline,DRREDDY,2025-12-22,SHORT,2025-12-22T13:25:00,1282.20,1283.03,1281.37,233,0.83,2.01,2025-12-22T13:30:00,1281.37,TARGET,193.06,-254.93
baseline,DRREDDY,2025-12-24,LONG,2025-12-24T11:35:00,1260.50,1258.69,1262.31,238,1.81,-2.10,2025-12-24T11:55:00,1262.31,TARGET,430.10,-20.22
baseline,DRREDDY,2025-12-26,LONG,2025-12-26T12:55:00,1263.10,1261.10,1265.10,237,2.00,-2.42,2025-12-26T13:20:00,1265.10,TARGET,474.00,24.61
baseline,DRREDDY,2025-12-29,LONG,2025-12-29T11:35:00,1261.30,1259.85,1262.75,237,1.45,-4.50,2025-12-29T11:45:00,1262.75,TARGET,343.65,-105.00
baseline,DRREDDY,2025-12-30,LONG,2025-12-30T12:00:00,1265.10,1263.76,1266.44,237,1.34,-2.27,2025-12-30T12:25:00,1263.76,STOP,-318.26,-767.76
baseline,DRREDDY,2026-01-01,LONG,2026-01-01T11:50:00,1250.70,1248.99,1252.41,239,1.71,-2.14,2026-01-01T12:00:00,1252.41,TARGET,409.71,-38.97
baseline,DRREDDY,2026-01-02,SHORT,2026-01-02T11:35:00,1251.30,1253.46,1249.14,239,2.16,3.16,2026-01-02T11:55:00,1249.14,TARGET,515.56,67.35
baseline,DRREDDY,2026-01-05,SHORT,2026-01-05T12:10:00,1260.70,1261.86,1259.54,237,1.16,3.91,2026-01-05T12:30:00,1259.54,TARGET,275.94,-172.04
baseline,DRREDDY,2026-01-06,LONG,2026-01-06T12:15:00,1246.00,1243.85,1248.15,240,2.15,-2.44,2026-01-06T12:50:00,1248.15,TARGET,516.00,67.05
baseline,DRREDDY,2026-01-07,LONG,2026-01-07T11:35:00,1248.70,1245.66,1251.74,240,3.04,-3.16,2026-01-07T11:40:00,1245.66,STOP,-728.57,-1177.56
baseline,DRREDDY,2026-01-09,SHORT,2026-01-09T13:00:00,1213.70,1215.54,1211.86,247,1.84,1.83,2026-01-09T13:15:00,1215.54,STOP,-453.42,-903.44
baseline,DRREDDY,2026-01-12,LONG,2026-01-12T11:35:00,1201.40,1199.44,1203.36,249,1.96,-2.39,2026-01-12T11:45:00,1203.36,TARGET,489.11,40.02
baseline,DRREDDY,2026-01-13,LONG,2026-01-13T12:10:00,1194.00,1192.30,1195.70,251,1.70,-3.29,2026-01-13T12:15:00,1195.70,TARGET,426.70,-23.16
baseline,DRREDDY,2026-01-14,LONG,2026-01-14T13:45:00,1180.70,1178.55,1182.85,254,2.15,-2.17,2026-01-14T14:15:00,1182.85,TARGET,546.10,95.84
baseline,DRREDDY,2026-01-19,SHORT,2026-01-19T12:45:00,1173.80,1175.21,1172.39,255,1.41,1.84,2026-01-19T12:50:00,1175.21,STOP,-360.64,-809.89
baseline,DRREDDY,2026-01-20,SHORT,2026-01-20T11:40:00,1186.50,1191.64,1181.36,252,5.14,2.45,2026-01-20T12:40:00,1184.80,TIME_STOP,428.40,-19.78
baseline,DRREDDY,2026-01-21,LONG,2026-01-21T11:35:00,1158.80,1154.07,1163.53,258,4.73,-3.33,2026-01-21T12:00:00,1163.53,TARGET,1219.97,770.60
baseline,DRREDDY,2026-01-22,SHORT,2026-01-22T11:35:00,1221.90,1225.58,1218.22,245,3.68,2.38,2026-01-22T12:00:00,1218.22,TARGET,901.25,452.88
baseline,DRREDDY,2026-01-23,SHORT,2026-01-23T12:35:00,1246.70,1249.08,1244.32,240,2.38,2.77,2026-01-23T13:25:00,1244.32,TARGET,570.86,122.47
baseline,DRREDDY,2026-01-27,LONG,2026-01-27T13:15:00,1238.90,1237.03,1240.77,242,1.87,-1.84,2026-01-27T13:35:00,1237.03,STOP,-452.89,-902.27
baseline,DRREDDY,2026-01-28,LONG,2026-01-28T11:35:00,1223.50,1221.56,1225.44,245,1.94,-3.16,2026-01-28T11:50:00,1225.44,TARGET,474.25,24.26
baseline,DRREDDY,2026-01-30,SHORT,2026-01-30T11:45:00,1221.60,1223.90,1219.30,245,2.30,1.89,2026-01-30T11:50:00,1223.90,STOP,-563.50,-1012.86
baseline,DRREDDY,2026-02-02,LONG,2026-02-02T11:35:00,1174.60,1171.58,1177.62,255,3.02,-3.20,2026-02-02T12:15:00,1177.62,TARGET,770.46,320.60
baseline,DRREDDY,2026-02-03,SHORT,2026-02-03T11:45:00,1236.20,1238.17,1234.23,242,1.97,2.32,2026-02-03T11:55:00,1238.17,STOP,-477.09,-926.18
baseline,DRREDDY,2026-02-06,SHORT,2026-02-06T13:45:00,1235.70,1237.21,1234.19,242,1.51,3.03,2026-02-06T14:00:00,1237.21,STOP,-366.46,-815.29
baseline,DRREDDY,2026-02-10,LONG,2026-02-10T11:35:00,1255.60,1253.70,1257.50,238,1.90,-9.42,2026-02-10T11:50:00,1257.50,TARGET,452.20,3.61
