seg_idx,seg_dir,seg_entry_dt,seg_end_dt,seg_bars,cst_idx,cst_dt,cst_close,cst_atr,continuation_pts,reversal_pts,outcome,mfe_before_cst,mfe_after_cst,mfe_extension_pct
2,1,2024-03-21 11:00:00,2024-04-12 13:30:00,138,205,2024-03-27 14:30:00,22154.4,40.89544144665218,621.2999999999993,61.10000000000218,TREND_CONTINUED,133.04999999999927,715.1500000000015,4.375046974821536
2,1,2024-03-21 11:00:00,2024-04-12 13:30:00,138,213,2024-03-28 12:30:00,22403.8,50.23914390916512,371.90000000000146,139.14999999999782,TREND_CONTINUED,374.2999999999993,715.1500000000015,0.9106331819396283
2,1,2024-03-21 11:00:00,2024-04-12 13:30:00,138,217,2024-03-28 14:30:00,22419.95,52.13018225670599,355.75,155.29999999999927,TREND_CONTINUED,455.4500000000007,715.1500000000015,0.5702052914699755
2,1,2024-03-21 11:00:00,2024-04-12 13:30:00,138,238,2024-04-03 13:00:00,22491.05,47.26441872181931,284.65000000000146,187.25,TREND_CONTINUED,460.5499999999993,715.1500000000015,0.5528172836825591
2,1,2024-03-21 11:00:00,2024-04-12 13:30:00,138,253,2024-04-04 14:30:00,22514.7,60.26353517643115,261.0,72.75,TREND_CONTINUED,519.6500000000015,715.1500000000015,0.3762147599345703
2,1,2024-03-21 11:00:00,2024-04-12 13:30:00,138,274,2024-04-08 13:00:00,22639.8,46.37330850286569,135.90000000000146,95.59999999999854,TREND_CONTINUED,636.75,715.1500000000015,0.12312524538673177
2,1,2024-03-21 11:00:00,2024-04-12 13:30:00,138,280,2024-04-10 10:00:00,22694.35,44.10015388341278,81.35000000000218,150.14999999999782,CST_CORRECT,666.7000000000007,715.1500000000015,0.07267136643167943
2,1,2024-03-21 11:00:00,2024-04-12 13:30:00,138,290,2024-04-10 15:00:00,22735.05,38.51449984791208,-8.599999999998545,190.84999999999854,CST_CORRECT,715.1500000000015,715.1500000000015,0.0
3,-1,2024-04-12 14:30:00,2024-04-22 09:30:00,51,303,2024-04-15 09:30:00,22343.85,54.92480071463563,518.5499999999993,83.60000000000218,TREND_CONTINUED,282.25,720.5,1.5527015057573073
3,-1,2024-04-12 14:30:00,2024-04-22 09:30:00,51,317,2024-04-16 10:30:00,22198.95,52.818639022905614,373.65000000000146,127.54999999999927,TREND_CONTINUED,389.09999999999854,720.5,0.8517090722179458
3,-1,2024-04-12 14:30:00,2024-04-22 09:30:00,51,322,2024-04-16 13:00:00,22100.1,49.43434146787682,274.7999999999993,226.40000000000146,TREND_CONTINUED,466.34999999999854,720.5,0.5449769486437274
3,-1,2024-04-12 14:30:00,2024-04-22 09:30:00,51,343,2024-04-19 11:30:00,21915.35,71.30400987746182,17.099999999998545,357.3500000000022,CST_CORRECT,720.5,720.5,0.0
4,1,2024-04-22 10:30:00,2024-05-02 15:00:00,82,356,2024-04-22 12:00:00,22284.65,67.1086217158839,498.6999999999971,27.150000000001455,TREND_CONTINUED,33.04999999999927,504.2999999999993,14.258698940998801
