seg_idx,seg_dir,seg_entry_dt,seg_end_dt,seg_bars,cst_idx,cst_dt,cst_close,cst_atr,continuation_pts,reversal_pts,outcome,mfe_before_cst,mfe_after_cst,mfe_extension_pct
16,1,2024-09-10 13:30:00,2024-09-27 15:00:00,136,1502,2024-09-26 13:30:00,26095.6,46.80937565270315,181.75,60.94999999999709,TREND_CONTINUED,997.4500000000007,1160.8499999999985,0.163817735224821
16,1,2024-09-10 13:30:00,2024-09-27 15:00:00,136,1505,2024-09-26 15:00:00,26184.65,53.55207917305093,92.69999999999709,33.25,TREND_CONTINUED,1134.4000000000015,1160.8499999999985,0.023316290550067925
16,1,2024-09-10 13:30:00,2024-09-27 15:00:00,136,1509,2024-09-27 11:00:00,26233.7,52.79550145098036,15.700000000000728,82.29999999999927,CST_CORRECT,1160.8499999999985,1160.8499999999985,0.0
17,-1,2024-09-30 10:30:00,2024-10-28 10:00:00,204,1523,2024-09-30 12:00:00,25900.8,54.981192463841246,1826.8999999999978,7.900000000001455,TREND_CONTINUED,57.54999999999927,1865.949999999997,31.423110338836153
17,-1,2024-09-30 10:30:00,2024-10-28 10:00:00,204,1526,2024-09-30 13:30:00,25868.6,53.21032174827013,1794.699999999997,4.400000000001455,TREND_CONTINUED,115.44999999999709,1865.949999999997,15.162407968818052
17,-1,2024-09-30 10:30:00,2024-10-28 10:00:00,204,1532,2024-10-01 10:30:00,25786.9,54.499685991270155,1713.0,51.94999999999709,TREND_CONTINUED,196.39999999999782,1865.949999999997,8.500763747454267
17,-1,2024-09-30 10:30:00,2024-10-28 10:00:00,204,1549,2024-10-03 13:00:00,25313.45,60.760541002336076,1239.5499999999993,171.59999999999854,TREND_CONTINUED,642.3999999999978,1865.949999999997,1.9046544209215495
17,-1,2024-09-30 10:30:00,2024-10-28 10:00:00,204,1565,2024-10-04 15:00:00,25049.1,86.68711822573555,975.1999999999971,184.95000000000073,TREND_CONTINUED,973.0499999999993,1865.949999999997,0.9176301320589882
17,-1,2024-09-30 10:30:00,2024-10-28 10:00:00,204,1570,2024-10-07 11:30:00,24903.95,94.51296806135623,830.0499999999993,330.09999999999854,TREND_CONTINUED,1141.199999999997,1865.949999999997,0.6350771118121292
17,-1,2024-09-30 10:30:00,2024-10-28 10:00:00,204,1575,2024-10-07 14:00:00,24721.9,95.55399818622016,648.0,512.1499999999978,TREND_CONTINUED,1245.5,1865.949999999997,0.49815335206744044
17,-1,2024-09-30 10:30:00,2024-10-28 10:00:00,204,1607,2024-10-11 12:00:00,24961.75,73.18972936695403,887.8499999999985,225.09999999999854,TREND_CONTINUED,1245.5,1865.949999999997,0.49815335206744044
17,-1,2024-09-30 10:30:00,2024-10-28 10:00:00,204,1613,2024-10-11 15:00:00,24975.05,61.937302696539994,901.1499999999978,211.79999999999927,TREND_CONTINUED,1245.5,1865.949999999997,0.49815335206744044
17,-1,2024-09-30 10:30:00,2024-10-28 10:00:00,204,1637,2024-10-15 15:00:00,25065.15,51.28379325504743,991.25,28.25,TREND_CONTINUED,1245.5,1865.949999999997,0.49815335206744044
17,-1,2024-09-30 10:30:00,2024-10-28 10:00:00,204,1644,2024-10-16 12:30:00,24955.85,50.84916133238049,881.9499999999971,104.0,TREND_CONTINUED,1245.5,1865.949999999997,0.49815335206744044
17,-1,2024-09-30 10:30:00,2024-10-28 10:00:00,204,1656,2024-10-17 12:30:00,24793.6,52.86866210156441,719.6999999999971,103.5,TREND_CONTINUED,1245.5,1865.949999999997,0.49815335206744044
17,-1,2024-09-30 10:30:00,2024-10-28 10:00:00,204,1661,2024-10-17 15:00:00,24750.2,49.05874239520658,676.2999999999993,146.89999999999782,TREND_CONTINUED,1245.5,1865.949999999997,0.49815335206744044
17,-1,2024-09-30 10:30:00,2024-10-28 10:00:00,204,1683,2024-10-22 14:00:00,24579.45,72.93527524960989,505.5499999999993,24.799999999999272,TREND_CONTINUED,1378.949999999997,1865.949999999997,0.3531672649479684
17,-1,2024-09-30 10:30:00,2024-10-28 10:00:00,204,1686,2024-10-23 09:30:00,24501.5,75.79130245080225,427.59999999999854,102.75,TREND_CONTINUED,1541.3499999999985,1865.949999999997,0.21059460862231086
17,-1,2024-09-30 10:30:00,2024-10-28 10:00:00,204,1714,2024-10-25 11:30:00,24145.35,61.26978972872629,71.44999999999709,253.10000000000218,CST_CORRECT,1826.7999999999993,1865.949999999997,0.021430917451279743
17,-1,2024-09-30 10:30:00,2024-10-28 10:00:00,204,1720,2024-10-25 14:30:00,24143.65,59.4230413386478,16.900000000001455,254.79999999999927,CST_CORRECT,1865.949999999997,1865.949999999997,0.0
18,1,2024-10-28 12:00:00,2024-10-31 15:00:00,43,1728,2024-10-28 12:30:00,24428.35,70.498999107308,69.85000000000218,287.5,CST_CORRECT,13.44999999999709,19.049999999999272,0.41635687732367244
18,1,2024-10-28 12:00:00,2024-10-31 15:00:00,43,1747,2024-10-30 10:00:00,24406.25,72.51059308442984,91.95000000000073,233.65000000000146,CST_CORRECT,13.44999999999709,19.049999999999272,0.41635687732367244
18,1,2024-10-28 12:00:00,2024-10-31 15:00:00,43,1753,2024-10-30 13:00:00,24385.1,68.47803351166482,24.05000000000291,212.5,CST_CORRECT,19.049999999999272,19.049999999999272,0.0
19,-1,2024-11-04 10:00:00,2024-11-05 14:30:00,22,1774,2024-11-04 11:30:00,23887.45,66.2982993874773,44.70000000000073,330.9500000000007,CST_CORRECT,118.19999999999709,118.19999999999709,0.0
19,-1,2024-11-04 10:00:00,2024-11-05 14:30:00,22,1778,2024-11-04 13:30:00,23914.5,64.62534875898592,71.75,303.90000000000146,CST_CORRECT,118.19999999999709,118.19999999999709,0.0
20,1,2024-11-06 09:30:00,2024-11-08 10:30:00,27,1804,2024-11-06 14:30:00,24464.95,69.74233596397664,35.29999999999927,323.75,CST_CORRECT,181.79999999999927,181.79999999999927,0.0
21,-1,2024-11-08 11:30:00,2024-11-22 11:30:00,73,1824,2024-11-08 12:30:00,24142.8,57.8601015833521,879.6499999999978,91.10000000000218,TREND_CONTINUED,7.849999999998545,850.4499999999971,107.3375796178541
21,-1,2024-11-08 11:30:00,2024-11-22 11:30:00,73,1830,2024-11-12 09:30:00,24229.05,58.58875406274414,965.8999999999978,4.850000000002183,TREND_CONTINUED,8.899999999997817,850.4499999999971,94.556179775304
21,-1,2024-11-08 11:30:00,2024-11-22 11:30:00,73,1838,2024-11-12 13:30:00,23947.25,65.20454613992186,684.0999999999985,45.29999999999927,TREND_CONTINUED,200.89999999999782,850.4499999999971,3.233200597312127
21,-1,2024-11-08 11:30:00,2024-11-22 11:30:00,73,1842,2024-11-13 09:30:00,23793.9,70.9691447102155,530.75,1.4499999999970896,TREND_CONTINUED,404.9499999999971,850.4499999999971,1.1001358192369508
21,-1,2024-11-08 11:30:00,2024-11-22 11:30:00,73,1850,2024-11-13 13:30:00,23698.65,69.41622226519972,435.5,10.149999999997817,TREND_CONTINUED,481.5499999999993,850.4499999999971,0.7660679057211055
21,-1,2024-11-08 11:30:00,2024-11-22 11:30:00,73,1860,2024-11-14 12:30:00,23536.35,69.98284234849537,273.1999999999971,72.60000000000218,TREND_CONTINUED,627.5,850.4499999999971,0.35529880478087184
21,-1,2024-11-08 11:30:00,2024-11-22 11:30:00,73,1865,2024-11-14 15:00:00,23559.6,64.07997500923344,296.4499999999971,49.35000000000218,TREND_CONTINUED,629.4499999999971,850.4499999999971,0.35110016681229805
21,-1,2024-11-08 11:30:00,2024-11-22 11:30:00,73,1869,2024-11-18 11:00:00,23426.35,71.108712683899,163.1999999999971,182.60000000000218,CST_CORRECT,763.1999999999971,850.4499999999971,0.11432127882599624
22,1,2024-11-22 12:30:00,2024-11-28 14:00:00,40,1899,2024-11-22 14:00:00,23850.35,74.51960029752806,501.2000000000007,49.599999999998545,TREND_CONTINUED,223.54999999999927,677.1499999999978,2.0290762692909863
22,1,2024-11-22 12:30:00,2024-11-28 14:00:00,40,1901,2024-11-22 15:00:00,23873.5,78.70349233335862,478.0499999999993,0.1500000000014552,TREND_CONTINUED,281.6999999999971,677.1499999999978,1.40379836705717
22,1,2024-11-22 12:30:00,2024-11-28 14:00:00,40,1906,2024-11-25 11:30:00,24280.35,87.73219897518376,65.40000000000146,407.0,CST_CORRECT,677.1499999999978,677.1499999999978,0.0
23,-1,2024-11-28 15:00:00,2024-12-03 09:30:00,26,1938,2024-11-29 09:30:00,24063.65,87.80773679320319,100.80000000000291,274.3999999999978,CST_CORRECT,73.25,73.25,0.0
24,1,2024-12-03 10:30:00,2024-12-17 09:30:00,95,1965,2024-12-03 11:00:00,24426.15,64.58131263509382,342.75,59.85000000000218,TREND_CONTINUED,29.950000000000728,359.7000000000007,11.01001669449055
24,1,2024-12-03 10:30:00,2024-12-17 09:30:00,95,1972,2024-12-03 14:30:00,24455.6,57.612517151770696,313.3000000000029,89.29999999999927,TREND_CONTINUED,72.14999999999782,359.7000000000007,3.985446985447146
24,1,2024-12-03 10:30:00,2024-12-17 09:30:00,95,1990,2024-12-06 11:30:00,24706.3,74.1762056167925,62.60000000000218,195.64999999999782,CST_CORRECT,341.84999999999854,359.7000000000007,0.052215884159725785
24,1,2024-12-03 10:30:00,2024-12-17 09:30:00,95,1993,2024-12-06 13:00:00,24684.5,68.12100150462575,84.40000000000146,173.84999999999854,CST_CORRECT,341.84999999999854,359.7000000000007,0.052215884159725785
24,1,2024-12-03 10:30:00,2024-12-17 09:30:00,95,2027,2024-12-11 12:00:00,24653.4,51.02762351824752,115.5,140.65000000000146,CST_CORRECT,341.84999999999854,359.7000000000007,0.052215884159725785
25,-1,2024-12-17 10:30:00,2025-01-02 09:30:00,131,2062,2024-12-17 11:30:00,24383.8,59.228570627726626,923.3499999999985,76.25,TREND_CONTINUED,109.80000000000291,1025.2000000000007,8.336976320582638
25,-1,2024-12-17 10:30:00,2025-01-02 09:30:00,131,2064,2024-12-17 12:30:00,24434.55,60.60301190723507,974.0999999999985,1.9500000000007276,TREND_CONTINUED,126.40000000000146,1025.2000000000007,7.110759493670798
25,-1,2024-12-17 10:30:00,2025-01-02 09:30:00,131,2071,2024-12-18 10:00:00,24257.45,64.26972838355924,797.0,56.099999999998545,TREND_CONTINUED,258.8000000000029,1025.2000000000007,2.9613601236475624
25,-1,2024-12-17 10:30:00,2025-01-02 09:30:00,131,2073,2024-12-18 11:00:00,24246.4,64.81188515515565,785.9500000000007,20.849999999998545,TREND_CONTINUED,279.5,1025.2000000000007,2.6679785330948147
25,-1,2024-12-17 10:30:00,2025-01-02 09:30:00,131,2081,2024-12-18 15:00:00,24214.7,59.721156406904335,754.25,-148.90000000000146,TREND_CONTINUED,335.8000000000029,1025.2000000000007,2.0530077427039664
25,-1,2024-12-17 10:30:00,2025-01-02 09:30:00,131,2086,2024-12-19 11:30:00,23965.25,67.56312616952768,504.7999999999993,100.54999999999927,TREND_CONTINUED,603.8000000000029,1025.2000000000007,0.69791321629678
25,-1,2024-12-17 10:30:00,2025-01-02 09:30:00,131,2093,2024-12-19 15:00:00,23961.95,56.874810055490634,501.5,103.84999999999854,TREND_CONTINUED,603.8000000000029,1025.2000000000007,0.69791321629678
25,-1,2024-12-17 10:30:00,2025-01-02 09:30:00,131,2095,2024-12-20 10:00:00,23894.7,69.74245810021817,434.25,99.20000000000073,TREND_CONTINUED,678.3500000000022,1025.2000000000007,0.5113142183238704
25,-1,2024-12-17 10:30:00,2025-01-02 09:30:00,131,2103,2024-12-20 14:00:00,23708.55,72.90386889096074,248.09999999999854,230.29999999999927,TREND_CONTINUED,809.4500000000007,1025.2000000000007,0.2665390079683733
25,-1,2024-12-17 10:30:00,2025-01-02 09:30:00,131,2105,2024-12-20 15:00:00,23631.35,74.34579944758356,170.89999999999782,307.5,CST_CORRECT,948.3000000000029,1025.2000000000007,0.08109248128229209
25,-1,2024-12-17 10:30:00,2025-01-02 09:30:00,131,2164,2024-12-30 14:30:00,23700.75,61.65862068208493,240.29999999999927,167.75,TREND_CONTINUED,948.3000000000029,1025.2000000000007,0.08109248128229209
25,-1,2024-12-17 10:30:00,2025-01-02 09:30:00,131,2169,2024-12-31 11:00:00,23596.15,70.20633273581431,33.35000000000218,272.34999999999854,CST_CORRECT,1025.2000000000007,1025.2000000000007,0.0
26,1,2025-01-02 10:30:00,2025-01-03 15:00:00,22,2194,2025-01-02 11:30:00,23937.4,65.59119730047108,289.2999999999993,10.05000000000291,TREND_CONTINUED,41.400000000001455,293.9500000000007,6.100241545893488
26,1,2025-01-02 10:30:00,2025-01-03 15:00:00,22,2198,2025-01-02 13:30:00,24123.8,67.66611323509963,102.90000000000146,147.79999999999927,CST_CORRECT,219.15000000000146,293.9500000000007,0.34131873146246305
26,1,2025-01-02 10:30:00,2025-01-03 15:00:00,22,2201,2025-01-02 15:00:00,24167.95,66.8249115517543,-18.049999999999272,191.95000000000073,CST_CORRECT,293.9500000000007,293.9500000000007,0.0
27,-1,2025-01-07 10:00:00,2025-01-29 15:00:00,179,2225,2025-01-07 15:00:00,23694.6,65.99524470982661,907.6999999999971,32.900000000001455,TREND_CONTINUED,121.04999999999927,971.9499999999971,7.029326724494035
27,-1,2025-01-07 10:00:00,2025-01-29 15:00:00,179,2229,2025-01-08 11:00:00,23580.75,67.37199316937006,793.8499999999985,146.75,TREND_CONTINUED,223.5,971.9499999999971,3.3487695749440585
27,-1,2025-01-07 10:00:00,2025-01-29 15:00:00,179,2233,2025-01-08 13:00:00,23566.5,64.98026468960556,779.5999999999985,161.0,TREND_CONTINUED,262.6999999999971,971.9499999999971,2.6998477350590324
27,-1,2025-01-07 10:00:00,2025-01-29 15:00:00,179,2249,2025-01-09 15:00:00,23557.2,58.32878280268433,770.2999999999993,39.39999999999782,TREND_CONTINUED,262.6999999999971,971.9499999999971,2.6998477350590324
27,-1,2025-01-07 10:00:00,2025-01-29 15:00:00,179,2272,2025-01-13 14:30:00,23099.35,71.78921538178061,312.4499999999971,321.90000000000146,CST_CORRECT,711.5999999999985,971.9499999999971,0.3658656548622809
27,-1,2025-01-07 10:00:00,2025-01-29 15:00:00,179,2303,2025-01-17 12:00:00,23211.1,64.3399770187236,424.1999999999971,210.15000000000146,TREND_CONTINUED,711.5999999999985,971.9499999999971,0.3658656548622809
27,-1,2025-01-07 10:00:00,2025-01-29 15:00:00,179,2326,2025-01-21 11:30:00,23381.8,73.17088838523496,594.8999999999978,10.850000000002183,TREND_CONTINUED,711.5999999999985,971.9499999999971,0.3658656548622809
27,-1,2025-01-07 10:00:00,2025-01-29 15:00:00,179,2334,2025-01-23 09:30:00,23203.3,99.90728121114783,416.3999999999978,144.0,TREND_CONTINUED,782.0,971.9499999999971,0.24290281329922903
27,-1,2025-01-07 10:00:00,2025-01-29 15:00:00,179,2361,2025-01-27 11:00:00,22894.5,79.48656264018047,107.59999999999854,288.84999999999854,CST_CORRECT,932.0,971.9499999999971,0.04286480686694967
27,-1,2025-01-07 10:00:00,2025-01-29 15:00:00,179,2368,2025-01-27 14:30:00,22825.55,73.55813418899012,11.200000000000728,357.7999999999993,CST_CORRECT,971.9499999999971,971.9499999999971,0.0
28,1,2025-01-31 10:00:00,2025-02-01 15:00:00,23,2397,2025-01-31 11:00:00,23403.45,74.03406124387439,229.0,85.15000000000146,TREND_CONTINUED,58.5,242.25,3.141025641025641
28,1,2025-01-31 10:00:00,2025-02-01 15:00:00,23,2402,2025-01-31 13:30:00,23481.8,68.43252535390238,150.65000000000146,163.5,CST_CORRECT,140.5,242.25,0.7241992882562278
28,1,2025-01-31 10:00:00,2025-02-01 15:00:00,23,2408,2025-02-01 10:30:00,23590.5,66.26360884095195,41.95000000000073,272.2000000000007,CST_CORRECT,211.95000000000073,242.25,0.14295824486906897
28,1,2025-01-31 10:00:00,2025-02-01 15:00:00,23,2410,2025-02-01 11:30:00,23425.8,76.23173137501314,141.54999999999927,107.5,TREND_CONTINUED,242.25,242.25,0.0
29,1,2025-02-04 14:30:00,2025-02-10 09:30:00,27,2443,2025-02-05 10:00:00,23774.35,79.12756048611631,11.950000000000728,371.0,CST_CORRECT,51.20000000000073,51.20000000000073,0.0
30,-1,2025-02-10 12:00:00,2025-02-13 10:30:00,34,2473,2025-02-10 13:00:00,23351.95,55.523809097529856,553.6000000000022,57.95000000000073,TREND_CONTINUED,41.04999999999927,567.25,12.818514007308405
30,-1,2025-02-10 12:00:00,2025-02-13 10:30:00,34,2485,2025-02-11 13:00:00,23043.1,58.114169614175665,244.75,165.90000000000146,TREND_CONTINUED,343.1499999999978,567.25,0.6530671717907726
30,-1,2025-02-10 12:00:00,2025-02-13 10:30:00,34,2492,2025-02-12 10:30:00,22923.05,70.74144001532729,50.849999999998545,285.9500000000007,CST_CORRECT,567.25,567.25,0.0
31,1,2025-02-13 11:30:00,2025-02-14 12:00:00,14,2507,2025-02-13 12:00:00,23195.1,75.58260525334684,11.75,380.0,CST_CORRECT,14.650000000001455,14.650000000001455,0.0
32,-1,2025-02-14 13:00:00,2025-03-05 11:00:00,129,2523,2025-02-14 14:00:00,22860.45,77.20773709104428,868.8500000000022,189.5,TREND_CONTINUED,63.900000000001455,847.1500000000015,12.257433489827577
32,-1,2025-02-14 13:00:00,2025-03-05 11:00:00,129,2578,2025-02-21 11:30:00,22791.6,55.91054449316965,800.0,32.85000000000218,TREND_CONTINUED,105.45000000000073,847.1500000000015,7.033665244191519
32,-1,2025-02-14 13:00:00,2025-03-05 11:00:00,129,2584,2025-02-21 14:30:00,22772.8,52.24067539340938,781.2000000000007,39.900000000001455,TREND_CONTINUED,118.45000000000073,847.1500000000015,6.151962853524663
32,-1,2025-02-14 13:00:00,2025-03-05 11:00:00,129,2590,2025-02-24 11:30:00,22589.5,55.618871309082294,597.9000000000015,35.79999999999927,TREND_CONTINUED,290.40000000000146,847.1500000000015,1.917183195592277
32,-1,2025-02-14 13:00:00,2025-03-05 11:00:00,129,2596,2025-02-24 14:30:00,22571.5,51.796415801307745,579.9000000000015,53.79999999999927,TREND_CONTINUED,319.9500000000007,847.1500000000015,1.647757462103452
32,-1,2025-02-14 13:00:00,2025-03-05 11:00:00,129,2612,2025-02-27 10:30:00,22549.9,41.68626540108252,558.3000000000029,7.349999999998545,TREND_CONTINUED,324.84999999999854,847.1500000000015,1.607818993381577
32,-1,2025-02-14 13:00:00,2025-03-05 11:00:00,129,2617,2025-02-27 13:00:00,22536.6,36.27923231660121,545.0,20.30000000000291,TREND_CONTINUED,324.84999999999854,847.1500000000015,1.607818993381577
32,-1,2025-02-14 13:00:00,2025-03-05 11:00:00,129,2625,2025-02-28 11:00:00,22259.75,46.48024598504493,268.15000000000146,36.599999999998545,TREND_CONTINUED,614.6500000000015,847.1500000000015,0.3782640527129252
32,-1,2025-02-14 13:00:00,2025-03-05 11:00:00,129,2631,2025-02-28 14:00:00,22140.45,50.134509643882154,148.85000000000218,155.89999999999782,CST_CORRECT,733.5999999999985,847.1500000000015,0.15478462377317767
33,1,2025-03-05 12:30:00,2025-03-26 14:00:00,148,2658,2025-03-06 09:30:00,22314.4,53.15112183917172,1555.199999999997,9.30000000000291,TREND_CONTINUED,39.900000000001455,1514.5999999999985,36.95989974937201
33,1,2025-03-05 12:30:00,2025-03-26 14:00:00,148,2669,2025-03-06 15:00:00,22529.2,55.582290137170816,1340.3999999999978,199.65000000000146,TREND_CONTINUED,201.45000000000073,1514.5999999999985,6.518490940680035
33,1,2025-03-05 12:30:00,2025-03-26 14:00:00,148,2671,2025-03-07 10:00:00,22596.25,58.70400465956537,1273.3499999999985,266.7000000000007,TREND_CONTINUED,270.5,1514.5999999999985,4.599260628465799
33,1,2025-03-05 12:30:00,2025-03-26 14:00:00,148,2709,2025-03-13 11:00:00,22471.9,56.56400773713604,1397.699999999997,94.55000000000291,TREND_CONTINUED,321.75,1514.5999999999985,3.707381507381503
33,1,2025-03-05 12:30:00,2025-03-26 14:00:00,148,2734,2025-03-18 11:30:00,22769.9,55.24927489029586,1099.699999999997,72.15000000000146,TREND_CONTINUED,426.40000000000146,1514.5999999999985,2.5520637898686522
33,1,2025-03-05 12:30:00,2025-03-26 14:00:00,148,2742,2025-03-20 09:30:00,23025.7,59.00653359775257,843.8999999999978,51.75,TREND_CONTINUED,716.0999999999985,1514.5999999999985,1.115067727970956
33,1,2025-03-05 12:30:00,2025-03-26 14:00:00,148,2750,2025-03-20 13:30:00,23189.9,54.45791476172025,679.6999999999971,27.650000000001455,TREND_CONTINUED,840.9500000000007,1514.5999999999985,0.8010583268922019
33,1,2025-03-05 12:30:00,2025-03-26 14:00:00,148,2753,2025-03-20 15:00:00,23165.7,52.29808531408732,703.8999999999978,-16.899999999997817,TREND_CONTINUED,861.7000000000007,1514.5999999999985,0.7576882905883686
33,1,2025-03-05 12:30:00,2025-03-26 14:00:00,148,2758,2025-03-21 11:30:00,23345.5,54.338868751061554,524.0999999999985,68.45000000000073,TREND_CONTINUED,1015.8499999999985,1514.5999999999985,0.4909681547472567
33,1,2025-03-05 12:30:00,2025-03-26 14:00:00,148,2762,2025-03-21 13:30:00,23319.2,55.70164437744492,550.3999999999978,2.400000000001455,TREND_CONTINUED,1047.7000000000007,1514.5999999999985,0.44564283668988974
33,1,2025-03-05 12:30:00,2025-03-26 14:00:00,148,2770,2025-03-24 11:30:00,23621.35,59.76489396079138,248.25,120.75,TREND_CONTINUED,1288.0,1514.5999999999985,0.1759316770186324
33,1,2025-03-05 12:30:00,2025-03-26 14:00:00,148,2776,2025-03-24 14:30:00,23671.75,55.006044604613216,197.84999999999854,171.15000000000146,TREND_CONTINUED,1353.75,1514.5999999999985,0.11881809787626854
34,-1,2025-03-28 14:00:00,2025-04-08 09:30:00,52,2819,2025-04-01 12:00:00,23213.9,78.78719747245268,1417.0,136.09999999999854,TREND_CONTINUED,398.7000000000007,1774.8999999999978,3.451718083772246
34,-1,2025-03-28 14:00:00,2025-04-08 09:30:00,52,2824,2025-04-01 14:30:00,23161.3,71.87295940081975,1364.3999999999978,188.70000000000073,TREND_CONTINUED,435.3999999999978,1774.8999999999978,3.076481396417103
34,-1,2025-03-28 14:00:00,2025-04-08 09:30:00,52,2853,2025-04-07 11:00:00,22009.1,108.47390276264761,212.1999999999971,540.9000000000015,CST_CORRECT,1673.5,1774.8999999999978,0.06059157454436679
34,-1,2025-03-28 14:00:00,2025-04-08 09:30:00,52,2857,2025-04-07 13:00:00,21898.1,111.35959781173283,12.899999999997817,651.9000000000015,CST_CORRECT,1774.8999999999978,1774.8999999999978,0.0
35,1,2025-04-08 10:30:00,2025-04-25 09:30:00,119,2870,2025-04-08 13:30:00,22546.4,129.18982653454773,1801.449999999997,193.15000000000146,TREND_CONTINUED,322.7999999999993,1973.449999999997,5.113537794299881
35,1,2025-04-08 10:30:00,2025-04-25 09:30:00,119,2893,2025-04-11 13:00:00,22874.2,92.509937339245,1473.6499999999978,112.20000000000073,TREND_CONTINUED,549.5,1973.449999999997,2.5913557779799765
35,1,2025-04-08 10:30:00,2025-04-25 09:30:00,119,2902,2025-04-15 11:30:00,23312.8,90.85942020095965,1035.0499999999993,39.75,TREND_CONTINUED,956.25,1973.449999999997,1.0637385620915003
35,1,2025-04-08 10:30:00,2025-04-25 09:30:00,119,2906,2025-04-15 13:30:00,23325.75,78.56687276470994,1022.0999999999985,52.70000000000073,TREND_CONTINUED,976.25,1973.449999999997,1.021459667093467
35,1,2025-04-08 10:30:00,2025-04-25 09:30:00,119,2911,2025-04-16 10:00:00,23302.8,71.2090715060846,1045.0499999999993,29.75,TREND_CONTINUED,998.3499999999985,1973.449999999997,0.9767115740972604
35,1,2025-04-08 10:30:00,2025-04-25 09:30:00,119,2922,2025-04-17 09:30:00,23413.1,65.44902655763693,934.75,72.04999999999927,TREND_CONTINUED,1077.7999999999993,1973.449999999997,0.8309983299313402
35,1,2025-04-08 10:30:00,2025-04-25 09:30:00,119,2931,2025-04-17 14:00:00,23834.05,74.67004855240243,513.7999999999993,2.7000000000007276,TREND_CONTINUED,1497.199999999997,1973.449999999997,0.31809377504675457
35,1,2025-04-08 10:30:00,2025-04-25 09:30:00,119,2933,2025-04-17 15:00:00,23837.75,71.3265746507053,510.09999999999854,-93.5,TREND_CONTINUED,1497.949999999997,1973.449999999997,0.3174338262291805
35,1,2025-04-08 10:30:00,2025-04-25 09:30:00,119,2939,2025-04-21 12:00:00,24166.7,72.00397905887736,181.14999999999782,99.70000000000073,TREND_CONTINUED,1808.0499999999993,1973.449999999997,0.09147977102403025
35,1,2025-04-08 10:30:00,2025-04-25 09:30:00,119,2949,2025-04-22 11:00:00,24190.15,61.59074738013198,157.6999999999971,123.15000000000146,TREND_CONTINUED,1868.199999999997,1973.449999999997,0.05633765121507342
35,1,2025-04-08 10:30:00,2025-04-25 09:30:00,119,2970,2025-04-24 09:30:00,24270.75,60.91397471942033,57.099999999998545,203.75,CST_CORRECT,1973.449999999997,1973.449999999997,0.0
36,-1,2025-04-25 10:30:00,2025-04-25 15:00:00,10,2986,2025-04-25 11:30:00,23872.5,64.63274271135887,13.25,278.15000000000146,CST_CORRECT,91.25,91.25,0.0
37,1,2025-05-02 09:30:00,2025-05-08 14:30:00,47,3021,2025-05-02 11:00:00,24387.3,77.2889466130064,139.10000000000218,148.79999999999927,CST_CORRECT,17.150000000001455,17.150000000001455,0.0
38,-1,2025-05-09 09:30:00,2025-05-09 15:00:00,12,3068,2025-05-09 10:30:00,23987.3,66.25472854592647,26.349999999998545,134.0,CST_CORRECT,63.29999999999927,63.29999999999927,0.0
38,-1,2025-05-09 09:30:00,2025-05-09 15:00:00,12,3076,2025-05-09 14:30:00,24016.75,67.23596183863383,28.299999999999272,30.150000000001455,NEUTRAL,63.29999999999927,63.29999999999927,0.0
39,1,2025-05-12 11:00:00,2025-05-20 14:00:00,67,3088,2025-05-12 14:30:00,24921.6,81.5231017904024,194.65000000000146,427.1499999999978,CST_CORRECT,192.90000000000146,382.9500000000007,0.9852255054432236
39,1,2025-05-12 11:00:00,2025-05-20 14:00:00,67,3113,2025-05-15 15:00:00,25035.3,102.61476960527283,34.70000000000073,334.3999999999978,CST_CORRECT,382.9500000000007,382.9500000000007,0.0
41,-1,2025-06-03 12:30:00,2025-06-06 10:00:00,32,3242,2025-06-03 13:30:00,24568.35,73.63121761254453,43.89999999999782,331.5,CST_CORRECT,28.349999999998545,28.349999999998545,0.0
42,1,2025-06-06 11:00:00,2025-06-12 12:30:00,52,3276,2025-06-06 12:30:00,24982.75,63.43851076925699,239.65000000000146,20.400000000001455,TREND_CONTINUED,59.599999999998545,252.5,3.236577181208157
42,1,2025-06-06 11:00:00,2025-06-12 12:30:00,52,3285,2025-06-09 11:00:00,25109.75,55.59684285905283,112.65000000000146,100.40000000000146,TREND_CONTINUED,172.79999999999927,252.5,0.461226851851858
42,1,2025-06-06 11:00:00,2025-06-12 12:30:00,52,3313,2025-06-11 13:00:00,25171.65,38.23012781582937,24.549999999999272,162.3000000000029,CST_CORRECT,252.5,252.5,0.0
43,-1,2025-06-12 13:30:00,2025-06-16 12:30:00,23,3328,2025-06-12 14:30:00,24907.0,49.80998749748871,323.9500000000007,46.04999999999927,TREND_CONTINUED,63.39999999999782,306.25,3.8304416403787154
43,-1,2025-06-12 13:30:00,2025-06-16 12:30:00,23,3332,2025-06-13 10:30:00,24671.55,59.907960929850276,31.799999999999272,281.5,CST_CORRECT,306.25,306.25,0.0
44,1,2025-06-16 13:30:00,2025-07-04 11:00:00,140,3352,2025-06-16 14:30:00,24942.45,52.52290703996476,711.75,209.04999999999927,TREND_CONTINUED,29.19999999999709,716.2999999999993,23.530821917810638
44,1,2025-06-16 13:30:00,2025-07-04 11:00:00,140,3395,2025-06-20 12:00:00,24981.95,51.64366836130195,672.25,17.900000000001455,TREND_CONTINUED,107.09999999999854,716.2999999999993,5.688141923436125
