seg_idx,seg_dir,cst_idx,cst_dt,cst_close,cst_atr,continuation_pts,reversal_pts,outcome
46,1,3201,2020-12-24 09:45:00,13732.6,56.586994219976425,920.1000000000004,105.20000000000073,TREND_CONTINUED
47,-1,3411,2021-01-18 10:45:00,14329.75,54.686552052386226,105.04999999999927,215.79999999999927,CST_CORRECT
48,1,3439,2021-01-20 11:45:00,14606.95,44.815272496911106,146.4499999999989,87.65000000000146,TREND_CONTINUED
49,-1,3469,2021-01-22 13:45:00,14403.1,55.10336752931779,805.25,87.0,TREND_CONTINUED
50,1,3539,2021-02-02 09:45:00,14657.45,104.6355542736932,598.6499999999996,155.70000000000073,TREND_CONTINUED
51,-1,3627,2021-02-10 14:45:00,15107.15,55.986662825438486,39.79999999999927,135.95000000000073,CST_CORRECT
52,1,3660,2021-02-15 11:45:00,15303.8,44.18468450198178,127.5,132.64999999999964,CST_CORRECT
53,-1,3701,2021-02-18 12:45:00,15135.95,45.353166929838856,499.85000000000036,23.399999999999636,TREND_CONTINUED
54,1,3752,2021-02-25 09:45:00,15118.15,74.52682532924122,55.600000000000364,332.14999999999964,CST_CORRECT
55,-1,3772,2021-02-26 13:15:00,14618.5,75.86882380442516,149.95000000000073,287.89999999999964,CST_CORRECT
56,1,3804,2021-03-03 09:45:00,15036.85,70.76709181599455,234.14999999999964,105.70000000000073,TREND_CONTINUED
57,-1,3893,2021-03-12 15:15:00,15023.95,60.02508949468173,673.4500000000007,27.19999999999891,TREND_CONTINUED
58,1,3984,2021-03-23 15:15:00,14807.3,66.64237843777185,-55.149999999999636,271.75,CST_CORRECT
59,-1,4003,2021-03-25 11:45:00,14314.9,63.950422806796375,49.29999999999927,257.7000000000007,CST_CORRECT
60,1,4028,2021-03-30 11:15:00,14774.15,65.09612189149051,108.70000000000073,103.5,TREND_CONTINUED
61,-1,4068,2021-04-05 11:45:00,14537.25,62.80481671717966,9.649999999999636,271.14999999999964,CST_CORRECT
62,1,4096,2021-04-07 12:45:00,14872.1,57.50080648157268,110.35000000000036,95.95000000000073,TREND_CONTINUED
63,-1,4134,2021-04-12 12:15:00,14357.0,68.64746246396832,107.75,239.35000000000036,CST_CORRECT
64,1,4169,2021-04-16 10:15:00,14666.5,63.23165869188522,29.75,81.10000000000036,CST_CORRECT
65,-1,4183,2021-04-19 10:45:00,14307.9,70.77812762042511,153.9499999999989,248.8000000000011,CST_CORRECT
66,1,4251,2021-04-27 12:15:00,14609.55,46.4019112938499,433.60000000000036,21.19999999999891,TREND_CONTINUED
67,-1,4295,2021-04-30 14:45:00,14631.2,53.89118278453843,213.5500000000011,112.09999999999854,TREND_CONTINUED
68,1,4369,2021-05-10 12:45:00,14933.8,41.446239062596696,33.0,203.75,CST_CORRECT
69,-1,4393,2021-05-12 11:45:00,14759.05,39.60955510584843,166.89999999999964,102.95000000000073,TREND_CONTINUED
70,1,4427,2021-05-18 09:15:00,15089.55,47.25691915067135,710.9000000000015,204.39999999999964,TREND_CONTINUED
72,1,4690,2021-06-15 10:45:00,15884.0,36.5253821204014,14.950000000000728,140.35000000000036,CST_CORRECT
74,1,4754,2021-06-22 10:15:00,15874.6,50.577644589053115,40.75,200.3000000000011,CST_CORRECT
75,-1,4848,2021-07-01 11:45:00,15698.2,31.57576977886395,61.900000000001455,39.19999999999891,TREND_CONTINUED
76,1,4873,2021-07-05 11:15:00,15825.0,28.712680690359836,88.95000000000073,54.600000000000364,TREND_CONTINUED
77,-1,4923,2021-07-09 10:15:00,15725.65,36.839957603589276,80.5,116.64999999999964,CST_CORRECT
78,1,4968,2021-07-14 13:15:00,15852.75,29.173219583405864,108.54999999999927,112.60000000000036,CST_CORRECT
79,-1,5011,2021-07-19 15:15:00,15757.9,31.378848535352393,179.29999999999927,12.550000000001091,TREND_CONTINUED
80,1,5029,2021-07-22 11:15:00,15808.95,38.04379113636494,90.54999999999927,106.95000000000073,CST_CORRECT
81,-1,5080,2021-07-28 10:45:00,15587.9,44.49237267629286,13.149999999999636,197.5,CST_CORRECT
82,1,5095,2021-07-29 11:45:00,15785.5,39.6725438465844,915.75,39.649999999999636,TREND_CONTINUED
83,1,5357,2021-08-27 12:45:00,16699.7,33.603111736074545,1092.9500000000007,17.450000000000728,TREND_CONTINUED
84,-1,5558,2021-09-21 09:15:00,17463.75,56.58846983005386,137.25,146.54999999999927,CST_CORRECT
85,1,5588,2021-09-23 11:15:00,17723.1,48.44631092770561,224.35000000000218,48.14999999999782,TREND_CONTINUED
86,-1,5633,2021-09-28 14:15:00,17635.55,52.67112154972533,182.39999999999782,145.5,TREND_CONTINUED
87,1,5700,2021-10-05 15:15:00,17829.3,38.191684521060246,55.20000000000073,160.29999999999927,CST_CORRECT
88,-1,5714,2021-10-07 09:15:00,17817.9,52.80968879937046,37.35000000000218,39.599999999998545,NEUTRAL
89,1,5731,2021-10-08 11:15:00,17921.0,44.962233008921224,681.3499999999985,80.5,TREND_CONTINUED
90,-1,5826,2021-10-20 13:15:00,18285.3,60.880518298139535,670.0,97.40000000000146,TREND_CONTINUED
91,1,5974,2021-11-08 14:45:00,18063.5,59.702834414382735,146.09999999999854,264.0,CST_CORRECT
92,-1,6070,2021-11-18 10:45:00,17764.6,49.995842577350174,980.6499999999978,67.80000000000291,TREND_CONTINUED
93,1,6197,2021-12-03 09:15:00,17421.25,62.11571096943,36.29999999999927,325.90000000000146,CST_CORRECT
94,-1,6217,2021-12-06 12:45:00,17060.15,56.9178214884333,166.5500000000029,114.64999999999782,TREND_CONTINUED
95,1,6234,2021-12-07 14:45:00,17175.55,53.316217874669576,463.2999999999993,5.549999999999272,TREND_CONTINUED
96,-1,6288,2021-12-14 09:15:00,17310.0,57.040770630813725,899.5999999999985,65.70000000000073,TREND_CONTINUED
97,1,6360,2021-12-21 12:45:00,16887.9,69.23726278707711,1056.2999999999993,199.25,TREND_CONTINUED
98,-1,6514,2022-01-06 11:45:00,17677.85,48.53881425405335,21.94999999999709,226.8000000000029,CST_CORRECT
99,1,6539,2022-01-10 11:15:00,17936.5,52.41135694218079,414.09999999999854,35.25,TREND_CONTINUED
100,-1,6627,2022-01-19 09:45:00,18038.1,54.10822224041772,1200.25,27.100000000002183,TREND_CONTINUED
101,1,6725,2022-01-31 13:15:00,17357.85,80.60899241946481,435.90000000000146,112.39999999999782,TREND_CONTINUED
102,-1,6788,2022-02-07 12:15:00,17326.7,62.78926301066762,283.0499999999993,111.70000000000073,TREND_CONTINUED
103,1,6821,2022-02-10 09:15:00,17458.2,62.53723352289876,181.04999999999927,86.75,TREND_CONTINUED
104,-1,6838,2022-02-11 11:15:00,17337.9,61.285641141194546,527.9000000000015,109.39999999999782,TREND_CONTINUED
105,1,6872,2022-02-15 15:15:00,17351.85,74.79444988708832,138.0500000000029,280.84999999999854,CST_CORRECT
106,-1,6953,2022-02-24 10:15:00,16586.2,87.58633029725905,381.8000000000011,104.5,TREND_CONTINUED
107,1,6969,2022-02-25 11:45:00,16654.2,99.83625269254088,160.54999999999927,297.65000000000146,CST_CORRECT
108,-1,7020,2022-03-04 11:15:00,16225.4,83.76693174688064,553.75,230.14999999999964,TREND_CONTINUED
109,1,7064,2022-03-09 13:45:00,16339.7,85.77600367146319,1102.0,10.200000000000728,TREND_CONTINUED
110,-1,7215,2022-03-28 11:15:00,17034.2,57.10239554015381,27.950000000000728,288.0,CST_CORRECT
111,1,7242,2022-03-30 11:45:00,17486.1,50.41891221838868,609.0500000000029,64.5,TREND_CONTINUED
112,-1,7319,2022-04-07 11:15:00,17716.4,52.89378687961224,890.3500000000022,126.0,TREND_CONTINUED
113,1,7423,2022-04-21 11:15:00,17328.5,66.35160645248355,85.84999999999854,178.75,CST_CORRECT
114,-1,7452,2022-04-25 12:45:00,16990.05,63.45037306183287,101.20000000000073,233.35000000000218,CST_CORRECT
115,1,7495,2022-04-28 14:45:00,17224.85,56.2577856996859,152.45000000000073,34.29999999999927,TREND_CONTINUED
116,-1,7511,2022-05-02 09:45:00,16984.95,69.42445973221153,1247.6000000000004,144.29999999999927,TREND_CONTINUED
117,1,7650,2022-05-17 14:15:00,16234.5,72.10341831820145,165.04999999999927,22.700000000000728,TREND_CONTINUED
118,-1,7674,2022-05-19 13:15:00,15849.15,70.54320482342379,72.79999999999927,290.0500000000011,CST_CORRECT
119,1,7684,2022-05-20 11:45:00,16149.8,71.89110143258027,264.5499999999993,70.69999999999891,TREND_CONTINUED
120,-1,7727,2022-05-25 13:45:00,16083.35,60.34886318717525,179.20000000000073,120.04999999999927,TREND_CONTINUED
121,1,7754,2022-05-27 14:15:00,16309.15,60.8036679733488,484.10000000000036,4.399999999999636,TREND_CONTINUED
122,-1,7841,2022-06-07 12:15:00,16413.4,51.26624138751964,1227.8500000000022,100.04999999999927,TREND_CONTINUED
123,1,7974,2022-06-21 13:45:00,15688.95,64.60032301430658,237.54999999999927,320.5,CST_CORRECT
125,1,8101,2022-07-05 12:15:00,15992.3,48.43628336608869,281.35000000000036,206.59999999999854,TREND_CONTINUED
126,-1,8184,2022-07-13 14:45:00,15959.8,41.51568444820011,100.59999999999854,110.70000000000073,CST_CORRECT
127,1,8220,2022-07-18 13:15:00,16216.55,40.16482247875979,535.7000000000007,29.5,TREND_CONTINUED
128,-1,8294,2022-07-26 11:15:00,16513.0,39.88931567641665,73.29999999999927,139.54999999999927,CST_CORRECT
129,1,8323,2022-07-28 12:45:00,16913.5,41.204485448937874,1075.6500000000015,43.650000000001455,TREND_CONTINUED
130,-1,8505,2022-08-19 12:45:00,17810.55,41.93954743603138,463.59999999999854,11.650000000001455,TREND_CONTINUED
131,1,8552,2022-08-25 10:15:00,17686.1,49.26912028438526,40.30000000000291,197.5,CST_CORRECT
132,1,8598,2022-08-30 13:45:00,17662.75,50.19544330924676,114.09999999999854,193.75,CST_CORRECT
133,1,8681,2022-09-09 09:45:00,17894.3,43.43695642884399,201.10000000000218,123.14999999999782,TREND_CONTINUED
134,-1,8738,2022-09-15 12:15:00,17900.65,52.15927076821531,469.65000000000146,61.75,TREND_CONTINUED
135,1,8775,2022-09-20 11:15:00,17868.4,59.81895294314627,50.04999999999927,285.1000000000022,CST_CORRECT
136,-1,8804,2022-09-22 12:45:00,17608.25,55.540981295616035,859.5499999999993,114.40000000000146,TREND_CONTINUED
137,1,8886,2022-09-30 14:45:00,17066.05,67.37195517196585,362.25,210.45000000000073,TREND_CONTINUED
138,-1,8966,2022-10-12 09:15:00,17063.8,59.05505852903374,106.14999999999782,77.85000000000218,TREND_CONTINUED
139,1,8999,2022-10-14 12:45:00,17289.45,56.16437678151026,998.7999999999993,190.5,TREND_CONTINUED
140,-1,9204,2022-11-10 10:15:00,18044.75,40.684224073638624,75.15000000000146,16.549999999999272,TREND_CONTINUED
141,1,9222,2022-11-11 12:45:00,18324.9,43.25910696794858,116.75,61.85000000000218,TREND_CONTINUED
142,-1,9290,2022-11-18 14:15:00,18263.65,37.25832720873777,129.75,63.69999999999709,TREND_CONTINUED
143,1,9336,2022-11-24 11:15:00,18373.8,28.133775123042078,512.7999999999993,7.649999999997817,TREND_CONTINUED
144,-1,9416,2022-12-02 12:15:00,18661.45,34.228104918560106,314.40000000000146,62.39999999999782,TREND_CONTINUED
145,-1,9540,2022-12-16 09:15:00,18382.5,38.672076354424604,606.9500000000007,90.0,TREND_CONTINUED
146,1,9644,2022-12-28 09:15:00,18116.55,51.11450007012637,148.04999999999927,123.64999999999782,TREND_CONTINUED
147,-1,9723,2023-01-05 09:45:00,18063.25,41.43890504335735,267.09999999999854,21.150000000001455,TREND_CONTINUED
148,1,9754,2023-01-09 12:15:00,18098.8,48.700455461515176,24.100000000002183,219.84999999999854,CST_CORRECT
149,-1,9792,2023-01-12 11:45:00,17814.85,48.169600710406186,52.599999999998545,234.8000000000029,CST_CORRECT
150,1,9845,2023-01-18 12:15:00,18158.5,39.56737710264082,42.25,141.29999999999927,CST_CORRECT
151,-1,9907,2023-01-25 10:45:00,17935.3,39.047508716825305,529.0,11.549999999999272,TREND_CONTINUED
152,1,9960,2023-02-01 11:15:00,17799.2,63.43749418024829,172.29999999999927,152.10000000000218,TREND_CONTINUED
153,-1,10016,2023-02-07 13:15:00,17718.25,53.5555248563269,17.75,206.90000000000146,CST_CORRECT
154,1,10091,2023-02-15 11:45:00,17915.2,36.43780079947554,218.79999999999927,10.900000000001455,TREND_CONTINUED
155,-1,10122,2023-02-17 14:15:00,17906.35,38.27667629986621,650.4499999999971,97.60000000000218,TREND_CONTINUED
156,1,10247,2023-03-03 11:45:00,17570.55,40.94410038394977,227.79999999999927,34.64999999999782,TREND_CONTINUED
157,-1,10316,2023-03-13 13:45:00,17190.3,49.907043916472006,359.5499999999993,33.79999999999927,TREND_CONTINUED
158,-1,10437,2023-03-27 09:15:00,17010.85,50.888941757962954,96.64999999999782,115.05000000000291,CST_CORRECT
159,1,10486,2023-03-31 14:15:00,17357.75,44.48773227477928,483.75,44.849999999998545,TREND_CONTINUED
160,-1,10604,2023-04-18 14:45:00,17656.1,36.58939240372034,102.0,64.10000000000218,TREND_CONTINUED
161,1,10658,2023-04-25 09:15:00,17740.4,30.78037510631654,526.6999999999971,28.450000000000728,TREND_CONTINUED
162,-1,10762,2023-05-08 09:15:00,18191.85,41.895378697445224,1.2999999999992724,61.80000000000291,CST_CORRECT
163,1,10778,2023-05-09 10:45:00,18330.55,33.17484102097402,127.70000000000073,135.70000000000073,CST_CORRECT
164,-1,10854,2023-05-17 09:45:00,18268.75,31.500704940997334,207.59999999999854,27.700000000000728,TREND_CONTINUED
165,1,10895,2023-05-22 10:45:00,18296.95,40.11224911135273,122.70000000000073,60.45000000000073,TREND_CONTINUED
166,-1,10940,2023-05-25 13:45:00,18241.1,32.66502993895534,5.049999999999272,95.90000000000146,CST_CORRECT
167,1,10946,2023-05-26 10:15:00,18391.1,33.51433716808923,270.65000000000146,5.549999999999272,TREND_CONTINUED
168,1,11061,2023-06-08 09:15:00,18740.85,25.875737346448865,36.95000000000073,65.84999999999854,CST_CORRECT
169,-1,11075,2023-06-09 09:45:00,18641.2,31.25130067547571,85.5,62.70000000000073,TREND_CONTINUED
170,1,11109,2023-06-13 13:45:00,18694.9,24.90676858782765,184.09999999999854,25.700000000000728,TREND_CONTINUED
171,-1,11168,2023-06-20 10:45:00,18699.55,32.08831726736304,3.5499999999992724,138.79999999999927,CST_CORRECT
172,1,11180,2023-06-21 10:15:00,18829.25,33.164500103610244,56.79999999999927,68.65000000000146,CST_CORRECT
173,1,11248,2023-06-28 11:45:00,18956.6,31.728982433756126,567.0,11.849999999998545,TREND_CONTINUED
174,-1,11335,2023-07-10 09:45:00,19413.15,39.973759827935446,86.05000000000291,101.94999999999709,CST_CORRECT
175,1,11377,2023-07-13 11:15:00,19553.95,38.35298507205003,437.8999999999978,168.15000000000146,TREND_CONTINUED
176,-1,11458,2023-07-21 12:45:00,19791.35,46.757283192376256,175.39999999999782,34.25,TREND_CONTINUED
177,-1,11522,2023-07-28 12:15:00,19604.85,44.9775233994989,307.0,190.75,TREND_CONTINUED
178,1,11597,2023-08-07 10:45:00,19538.2,45.67097802742779,107.29999999999927,72.60000000000218,TREND_CONTINUED
179,-1,11650,2023-08-11 11:15:00,19442.6,39.115818246032966,189.0,50.05000000000291,TREND_CONTINUED
180,1,11727,2023-08-22 10:45:00,19414.95,36.04769181142139,169.5,48.10000000000218,TREND_CONTINUED
181,-1,11763,2023-08-25 09:15:00,19316.75,38.49813084336802,86.09999999999854,127.04999999999927,CST_CORRECT
182,1,11807,2023-08-30 11:45:00,19448.05,29.838959218873573,0.5499999999992724,155.09999999999854,CST_CORRECT
184,1,11850,2023-09-04 13:45:00,19508.05,33.49145393295593,714.4000000000015,16.549999999999272,TREND_CONTINUED
185,-1,11989,2023-09-20 11:45:00,19956.3,34.611739604898254,622.7000000000007,1.6500000000014552,TREND_CONTINUED
186,1,12120,2023-10-05 12:15:00,19531.7,40.69770776762963,144.04999999999927,51.20000000000073,TREND_CONTINUED
187,1,12162,2023-10-10 13:45:00,19696.05,32.90671991168618,153.70000000000073,60.75,TREND_CONTINUED
188,-1,12245,2023-10-19 09:45:00,19575.4,39.76957896245772,737.5500000000029,106.39999999999782,TREND_CONTINUED
189,1,12331,2023-10-30 13:45:00,19119.6,44.42933486816556,755.6500000000015,145.89999999999782,TREND_CONTINUED
190,-1,12512,2023-11-20 12:15:00,19690.65,36.1109357501313,7.650000000001455,138.4499999999971,CST_CORRECT
191,1,12586,2023-11-29 10:15:00,20001.5,28.38782684212332,1036.4000000000015,7.799999999999272,TREND_CONTINUED
192,-1,12721,2023-12-13 12:45:00,20819.65,38.374463348181784,0.3500000000021828,130.34999999999854,CST_CORRECT
193,1,12729,2023-12-14 10:15:00,21141.55,48.31338020438962,451.4500000000007,-1.3500000000021828,TREND_CONTINUED
194,-1,12792,2023-12-21 09:15:00,21065.95,63.239526411958856,29.5,247.09999999999854,CST_CORRECT
195,1,12810,2023-12-22 11:45:00,21362.85,58.65625397868958,471.5,130.39999999999782,TREND_CONTINUED
196,-1,12900,2024-01-03 11:15:00,21574.15,46.81868317179484,125.5,189.79999999999927,CST_CORRECT
197,1,12992,2024-01-12 11:45:00,21827.55,47.13453876431673,296.6000000000022,5.450000000000728,TREND_CONTINUED
198,-1,13035,2024-01-17 13:45:00,21657.1,56.8378445851327,371.5499999999993,63.20000000000073,TREND_CONTINUED
199,-1,13086,2024-01-23 13:15:00,21347.4,65.34318566805231,210.20000000000073,215.1999999999971,CST_CORRECT
200,1,13125,2024-01-29 13:15:00,21698.15,65.63141593372445,428.6499999999978,249.3000000000029,TREND_CONTINUED
201,-1,13233,2024-02-08 15:15:00,21759.7,63.836367822245,229.5,163.54999999999927,TREND_CONTINUED
202,1,13297,2024-02-15 14:45:00,21909.8,62.638877822028086,339.6000000000022,2.2999999999992724,TREND_CONTINUED
203,-1,13355,2024-02-22 11:15:00,21957.4,62.53980844239607,24.80000000000291,295.09999999999854,CST_CORRECT
204,-1,13418,2024-02-29 10:15:00,21909.0,63.58830746240853,26.700000000000728,313.34999999999854,CST_CORRECT
205,1,13436,2024-03-01 12:45:00,22288.35,61.37430605516686,238.25,64.0,TREND_CONTINUED
206,-1,13532,2024-03-13 12:45:00,22109.55,63.85078816402171,399.34999999999854,95.04999999999927,TREND_CONTINUED
207,1,13607,2024-03-21 11:15:00,22029.05,61.835326110810584,746.6500000000015,145.75,TREND_CONTINUED
208,-1,13784,2024-04-12 15:15:00,22519.4,41.33563013281838,741.75,-91.95000000000073,TREND_CONTINUED
209,1,13850,2024-04-23 09:15:00,22398.65,60.00725753624077,396.0499999999993,93.40000000000146,TREND_CONTINUED
210,-1,13947,2024-05-03 12:15:00,22541.85,60.14596789864446,720.7999999999993,46.95000000000073,TREND_CONTINUED
211,1,14041,2024-05-14 13:45:00,22250.85,60.01452043675296,859.9500000000007,196.29999999999927,TREND_CONTINUED
212,-1,14172,2024-05-29 11:45:00,22745.2,50.94154631600566,328.2000000000007,57.20000000000073,TREND_CONTINUED
213,-1,14225,2024-06-04 12:15:00,21794.35,206.05297550161066,102.34999999999854,809.4500000000007,CST_CORRECT
214,1,14249,2024-06-06 11:15:00,22796.55,178.46575336494982,1664.5,151.39999999999782,TREND_CONTINUED
215,1,14589,2024-07-15 12:15:00,24588.15,51.51072634735165,266.6499999999978,83.70000000000073,TREND_CONTINUED
216,-1,14635,2024-07-22 09:15:00,24494.1,60.78772697664181,419.8999999999978,162.75,TREND_CONTINUED
217,1,14696,2024-07-26 13:45:00,24797.8,64.70257644300112,280.5,38.349999999998545,TREND_CONTINUED
218,-1,14755,2024-08-02 10:45:00,24805.05,55.58540430398008,911.3499999999985,30.049999999999272,TREND_CONTINUED
219,1,14829,2024-08-09 15:15:00,24364.4,67.54802466560231,969.25,264.7000000000007,TREND_CONTINUED
220,-1,15068,2024-09-06 11:15:00,24920.05,49.50863296282132,166.89999999999782,122.20000000000073,TREND_CONTINUED
221,1,15099,2024-09-10 13:45:00,25114.0,48.892387093858304,1163.3499999999985,228.84999999999854,TREND_CONTINUED
222,-1,15279,2024-09-30 12:45:00,25877.1,48.664207609061684,1803.199999999997,30.5,TREND_CONTINUED
223,1,15526,2024-10-28 12:45:00,24421.55,69.66020585722447,76.65000000000146,280.7000000000007,CST_CORRECT
224,-1,15577,2024-11-04 11:15:00,23871.9,73.1939911026456,29.150000000001455,357.1499999999978,CST_CORRECT
225,1,15601,2024-11-06 10:15:00,24299.45,80.30204516476924,238.14999999999782,232.79999999999927,TREND_CONTINUED
226,-1,15660,2024-11-12 13:45:00,23944.05,71.93092100453687,593.6499999999978,48.5,TREND_CONTINUED
227,1,15709,2024-11-19 12:15:00,23732.75,72.29962812080859,38.95000000000073,267.9500000000007,CST_CORRECT
228,1,15739,2024-11-22 14:15:00,23853.6,81.28048434456753,500.9500000000007,22.099999999998545,TREND_CONTINUED
229,-1,15790,2024-11-28 13:45:00,23958.9,77.36754424547834,74.70000000000073,342.7999999999993,CST_CORRECT
230,1,15825,2024-12-03 11:45:00,24419.75,61.564388228283825,438.0,124.20000000000073,TREND_CONTINUED
231,-1,15927,2024-12-13 10:45:00,24278.95,56.75347299965308,12.100000000002183,97.25,CST_CORRECT
232,1,15938,2024-12-16 09:45:00,24725.65,75.53885580633319,0.8499999999985448,341.90000000000146,CST_CORRECT
233,-1,15958,2024-12-17 13:15:00,24356.8,70.01956773855375,896.3499999999985,37.650000000001455,TREND_CONTINUED
234,1,16098,2025-01-02 11:45:00,23940.45,63.45821812800583,286.25,60.29999999999927,TREND_CONTINUED
235,-1,16125,2025-01-06 12:15:00,23740.5,81.164274118143,953.5999999999985,54.70000000000073,TREND_CONTINUED
236,1,16355,2025-01-30 10:15:00,23295.65,68.0616744247109,336.7999999999993,155.70000000000073,TREND_CONTINUED
237,-1,16395,2025-02-03 10:45:00,23322.65,84.16791987421773,69.55000000000291,389.9499999999971,CST_CORRECT
238,1,16419,2025-02-05 09:45:00,23746.4,77.21650508920133,39.89999999999782,303.2000000000007,CST_CORRECT
239,-1,16461,2025-02-10 11:15:00,23388.6,66.61429974999244,590.25,21.30000000000291,TREND_CONTINUED
241,-1,16524,2025-02-17 10:15:00,22916.15,85.17283082529642,951.5500000000029,133.79999999999927,TREND_CONTINUED
242,1,16671,2025-03-05 12:15:00,22372.3,54.926187820101894,1497.2999999999993,126.45000000000073,TREND_CONTINUED
243,-1,16858,2025-03-26 14:45:00,23501.45,64.89507391231183,1757.7999999999993,147.75,TREND_CONTINUED
244,1,16960,2025-04-08 13:45:00,22598.4,136.8304721092769,1767.0499999999993,245.15000000000146,TREND_CONTINUED
