atr_period,multiplier,label,n_trades,raw_n_flips,filter_rate,trades_per_month,avg_entry_lag_bars,avg_trend_bars,avg_trend_cal_days,median_trend_cal_days,pct_in_market,pct_bars_long,pct_bars_short,dominant_direction_pct,mean_mae_pts,mean_mfe_pts,mfe_mae_ratio,weekly_alignment_pct,total_bars,calendar_days_span,passed_gates,score
50,5.0,NIFTY50_30min_p50_m5.0,305,327,0.06727828746177367,4.008392702936097,2.6176470588235294,61.80327868852459,6.719433060109289,5.104166666666667,0.9252896131945808,0.572648733555861,0.3526408796387198,0.572648733555861,128.8301639344263,387.3003278688524,3.0062860749442626,0.5245901639344263,20372,2316,1,0.774495097657768
30,5.0,NIFTY50_30min_p30_m5.0,298,315,0.053968253968254,3.9163968048359243,2.7759197324414715,63.718120805369125,6.8944700782997765,5.114583333333334,0.9320636167288435,0.5608187708619674,0.3712448458668761,0.5608187708619674,131.96476510067123,393.9291946308723,2.9851088988061147,0.5268456375838926,20372,2316,1,0.7509092818260806
14,5.0,NIFTY50_30min_p14_m5.0,299,319,0.06269592476489028,3.929539075993092,2.87,63.38795986622073,6.848836399108138,5.083333333333333,0.9303455723542117,0.5248380129589633,0.4055075593952484,0.5248380129589633,131.4214046822743,389.16839464882923,2.9612253467362235,0.5250836120401338,20372,2316,1,0.6529803945512969
21,5.0,NIFTY50_30min_p21_m5.0,302,325,0.0707692307692308,3.9689658894645943,2.8085808580858087,62.341059602649004,6.713403697571743,5.020833333333334,0.9241606126055371,0.5398586294914589,0.38430198311407815,0.5398586294914589,131.5352649006624,386.4908940397349,2.9383062734668086,0.5132450331125827,20372,2316,1,0.6524007126412434
14,4.0,NIFTY50_30min_p14_m4.0,401,437,0.08237986270022879,5.27005073402418,2.5771144278606966,46.45635910224439,4.949761014131338,3.9791666666666665,0.914441390143334,0.5231690555664638,0.3912723345768702,0.5231690555664638,105.38291770573578,331.4897755610971,3.1455740909236067,0.3940149625935162,20372,2316,1,0.6027972847667047
21,4.0,NIFTY50_30min_p21_m4.0,400,435,0.08045977011494254,5.256908462867012,2.4763092269326683,46.7775,4.98171875,3.9791666666666665,0.9184665226781857,0.5401040644021206,0.3783624582760652,0.5401040644021206,107.96300000000006,332.77999999999986,3.0823522873577027,0.3925,20372,2316,1,0.5867406367782285
50,3.0,NIFTY50_30min_p50_m3.0,571,640,0.10781249999999998,7.50423683074266,2.5034965034965033,31.642732049036777,3.2782399299474605,2.1666666666666665,0.8869035931670921,0.5336245827606518,0.3532790104064402,0.5336245827606518,84.29290718038533,274.0509632224168,3.2511746526425123,0.2381786339754816,20372,2316,1,0.5357393483152677
30,4.0,NIFTY50_30min_p30_m4.0,402,438,0.0821917808219178,5.283193005181348,2.764267990074442,46.18407960199005,4.919413349917082,3.90625,0.9113489102689967,0.5453563714902808,0.3659925387787159,0.5453563714902808,109.9480099502488,331.53059701492526,3.015339678862237,0.3756218905472637,20372,2316,1,0.535610744094993
50,3.5,NIFTY50_30min_p50_m3.5,482,530,0.09056603773584904,6.33457469775475,2.6563146997929605,38.1058091286307,4.012232019363762,3.072916666666667,0.9015806008246613,0.5494796779893972,0.35210092283526406,0.5494796779893972,97.34605809128631,299.8629668049792,3.080381195546537,0.2925311203319502,20372,2316,1,0.5016792806851086
30,3.0,NIFTY50_30min_p30_m3.0,572,628,0.08917197452229297,7.517379101899828,2.6910994764397906,31.673076923076923,3.2498178904428907,2.1458333333333335,0.8893088552915767,0.5283231886903593,0.36098566660121734,0.5283231886903593,84.21538461538469,271.45751748251746,3.223372056332411,0.2395104895104895,20372,2316,1,0.499220435388434
10,5.0,NIFTY50_30min_p10_m5.0,307,331,0.07250755287009059,4.034677245250432,2.8733766233766236,61.534201954397396,6.6596430510314875,5.020833333333333,0.9273021794620067,0.503043392892205,0.4242587865698017,0.503043392892205,132.20602605863206,375.8755700325731,2.8431046695698727,0.5146579804560261,20372,2316,1,0.48811305560239376
50,4.0,NIFTY50_30min_p50_m4.0,417,448,0.0691964285714286,5.48032707253886,2.736842105263158,44.78896882494005,4.743655075939248,3.2291666666666665,0.9167975652856862,0.5591498134694679,0.35764775181621833,0.5591498134694679,109.71378896882497,321.5707434052757,2.9309966087913493,0.3501199040767386,20372,2316,1,0.4728735425474644
30,3.5,NIFTY50_30min_p30_m3.5,489,538,0.09107806691449816,6.426570595854923,2.5918367346938775,37.52965235173824,3.9890081799591,3.0833333333333335,0.9008442960926762,0.5391223247594737,0.36172197133320244,0.5391223247594737,96.41196319018408,293.9869120654396,3.049278350296792,0.294478527607362,20372,2316,1,0.4499660368304348
10,4.0,NIFTY50_30min_p10_m4.0,417,465,0.10322580645161294,5.48032707253886,2.626794258373206,44.23021582733813,4.667965627498002,3.875,0.9053602984488514,0.5068230905163951,0.39853720793245634,0.5068230905163951,105.32697841726623,316.419664268585,3.0041654001983065,0.37410071942446044,20372,2316,1,0.42249374790906147
7,4.0,NIFTY50_30min_p7_m4.0,417,465,0.10322580645161294,5.48032707253886,2.901913875598086,43.94244604316547,4.656274980015987,3.8125,0.8994698605929707,0.4938641272334577,0.40560573335951305,0.4938641272334577,103.83213429256598,314.07625899280566,3.0248464132292465,0.37410071942446044,20372,2316,1,0.4126492855072206
21,3.0,NIFTY50_30min_p21_m3.0,580,634,0.08517350157728709,7.622517271157168,2.729776247848537,31.141379310344828,3.218570402298851,2.1458333333333335,0.8866090712742981,0.5176713135676418,0.3689377577066562,0.5176713135676418,84.75500000000007,266.66310344827576,3.146281675986969,0.2396551724137931,20372,2316,1,0.4080078911106845
14,3.0,NIFTY50_30min_p14_m3.0,578,636,0.0911949685534591,7.596232728842833,2.5768566493955096,31.401384083044984,3.2359429065743943,2.15625,0.8909287257019438,0.5056940899273513,0.3852346357745926,0.5056940899273513,84.62240484429071,266.48918685121095,3.149156388802278,0.2370242214532872,20372,2316,1,0.3875922200336105
21,3.5,NIFTY50_30min_p21_m3.5,493,540,0.08703703703703702,6.479139680483593,2.736842105263158,36.94117647058823,3.894523326572008,3.0833333333333335,0.8939721185941488,0.5204692715491852,0.37350284704496367,0.5204692715491852,95.56156186612579,288.9307302231237,3.023503640803746,0.2961460446247465,20372,2316,1,0.38220740167056855
10,3.0,NIFTY50_30min_p10_m3.0,580,634,0.08517350157728709,7.622517271157168,2.5697074010327023,31.410344827586208,3.2194683908045976,2.125,0.8942666404869428,0.4900353426271353,0.4042312978598076,0.4900353426271353,83.29974137931039,263.9087068965517,3.168181587681377,0.23793103448275862,20372,2316,1,0.36996421419997183
7,5.0,NIFTY50_30min_p7_m5.0,324,349,0.07163323782234954,4.2580958549222805,2.793846153846154,58.25925925925926,6.298257458847737,5.020833333333333,0.9265658747300216,0.4864029059493422,0.44016296878067934,0.4864029059493422,128.79799382716064,357.78395061728384,2.777868971293209,0.5092592592592593,20372,2316,1,0.3595364759643558
14,3.5,NIFTY50_30min_p14_m3.5,496,550,0.09818181818181815,6.518566493955095,2.676056338028169,36.818548387096776,3.860971102150538,3.0625,0.8964264677007657,0.5093265266051443,0.38709994109562146,0.5093265266051443,96.3198588709678,284.29022177419347,2.951522407804136,0.29838709677419356,20372,2316,1,0.2952184605831133
10,3.5,NIFTY50_30min_p10_m3.5,506,558,0.09318996415770608,6.64998920552677,2.741617357001972,35.976284584980235,3.756587615283267,2.9791666666666665,0.8935794227370901,0.49455134498331044,0.3990280777537797,0.49455134498331044,93.87361660079061,278.64110671936754,2.9682579281495456,0.2924901185770751,20372,2316,1,0.26858304979340947
7,3.0,NIFTY50_30min_p7_m3.0,593,650,0.08769230769230774,7.793366796200346,2.707070707070707,30.522765598650928,3.1300590219224285,2.125,0.8884743765953269,0.4750147260946397,0.4134596505006872,0.4750147260946397,83.9883642495785,258.5913996627318,3.078895534794626,0.23440134907251264,20372,2316,1,0.2544035073851202
7,3.5,NIFTY50_30min_p7_m3.5,510,556,0.08273381294964033,6.702558290155441,2.649706457925636,35.8921568627451,3.7453839869281045,2.9583333333333335,0.8985372079324563,0.48399764382485766,0.4145395641075987,0.48399764382485766,95.35029411764714,275.2900980392156,2.887144718185675,0.28823529411764703,20372,2316,1,0.1762769469926912
