symbol,trigger_date,entry_date,entry_i,x_bars,depth_pct,tv20_cr,ext_pct,rs252,entry_open,prev_ath
ANDHRSUGAR,2021-12-29,2021-12-30,4211,970,82.18,4.02,-1.4497878359264527,140.35089111328125,139.35,141.4
SANGAMIND,2021-12-29,2021-12-30,4211,1158,89.6,2.53,4.969809568044603,363.357177734375,339.0,322.95
RAMASTEEL,2021-12-30,2021-12-31,4212,976,94.2,2.2,12.401055408970961,603.389892578125,4.26,3.79
APTECHT-BE,2022-01-04,2022-01-05,4215,3483,90.53,5.04,-1.0003031221582415,180.09243774414062,293.94,296.91
BALRAMCHIN,2022-01-04,2022-01-05,4215,63,23.41,27.71,8.058561425843402,151.50088500976562,424.4,392.75
DWARKESH,2022-01-04,2022-01-05,4215,120,21.84,5.64,9.90099009900991,182.55247497558594,88.8,80.8
HGS,2022-01-04,2022-01-05,4215,98,23.8,5.78,5.223902005221026,211.55496215820312,1834.0,1742.95
TRIGYN,2022-01-06,2022-01-07,4217,976,89.72,12.08,9.89282769991755,118.53520965576172,199.95,181.95
20MICRONS,2022-01-10,2022-01-11,4219,2264,75.72,2.89,14.704087858450276,124.62313079833984,94.0,81.95
FILATEX,2022-01-10,2022-01-11,4219,61,26.79,9.8,6.778242677824253,140.35687255859375,63.8,59.75
GREAVESCOT,2022-01-10,2022-01-11,4219,122,26.75,18.04,20.520803849419767,118.23866271972656,212.9,176.65
LGBBROSLTD,2022-01-10,2022-01-11,4219,915,76.84,14.56,0.16824717038850245,112.64610290527344,654.9,653.8
PRECAM,2022-01-10,2022-01-11,4219,1291,87.14,6.4,2.8677771676124397,283.3450012207031,168.59,163.89
SPAL,2022-01-10,2022-01-11,4219,1125,87.7,3.03,6.749785038693035,202.5300750732422,496.6,465.2
SUNTECK,2022-01-10,2022-01-11,4219,834,71.81,30.47,10.237203495630464,61.49376678466797,573.95,520.65
ABREL,2022-01-11,2022-01-12,4220,60,20.4,50.58,3.879914818469854,133.60693359375,1000.0,962.65
PRSMJOHNSN,2022-01-11,2022-01-12,4220,985,81.47,2.56,2.5899764547594906,68.94619750976562,152.5,148.65
CHAMBLFERT,2022-01-12,2022-01-13,4221,65,25.69,67.81,4.499942455978823,85.18064880371094,454.0,434.45
DEEPAKFERT,2022-01-12,2022-01-13,4221,110,27.62,9.87,0.6066838046272505,205.94338989257812,489.2,486.25
AVADHSUGAR,2022-01-14,2022-01-17,4223,1036,85.42,11.8,-0.5788284373370312,183.9366912841797,571.97,575.3
COSMOFIRST,2022-01-14,2022-01-17,4223,63,20.36,5.72,6.198214694438087,282.1958923339844,1159.95,1092.25
KOTHARIPET,2022-01-14,2022-01-17,4223,3419,93.76,3.28,15.574783683559934,294.4444580078125,93.5,80.9
PRAJIND,2022-01-14,2022-01-17,4223,152,23.86,19.57,6.601405622489964,223.29042053222656,424.7,398.4
VIDHIING,2022-01-14,2022-01-17,4223,70,23.18,2.47,6.50085504476412,244.27926635742188,423.49,397.64
CENTENKA,2022-01-17,2022-01-18,4224,115,24.29,3.36,10.567668434492239,152.86624145507812,562.9,509.1
FACT,2022-01-18,2022-01-19,4225,144,27.67,4.87,0.7817811012916343,70.60184478759766,148.25,147.1
AGI,2022-01-19,2022-01-20,4226,123,28.99,3.12,18.221258134490228,171.45278930664062,327.0,276.6
DHAMPURSUG,2022-01-19,2022-01-20,4226,136,29.67,32.26,1.9255455712451797,128.29750061035156,397.0,389.5
GAEL,2022-01-19,2022-01-20,4226,118,21.9,3.85,1.597114889232354,46.59686279296875,98.6,97.05
KELLTONTEC,2022-01-19,2022-01-20,4226,1446,94.04,23.44,9.55302366345312,62.13017654418945,25.0,22.82
BDL,2022-01-20,2022-01-21,4227,359,37.6,6.12,-0.13054830287206887,32.452606201171875,229.5,229.8
GANECOS,2022-01-20,2022-01-21,4227,219,29.47,3.5,1.4413610632537432,45.72277069091797,659.45,650.08
RUPA,2022-01-20,2022-01-21,4227,1138,79.42,56.33,1.7456456927663622,91.0033950805664,518.74,509.84
RESPONIND,2022-01-24,2022-01-25,4229,275,48.75,5.7,0.9631231973630028,8.591842651367188,196.03,194.16
SHARDACROP,2022-01-25,2022-01-27,4230,1161,80.87,8.2,-1.3198354698294779,94.74559783935547,494.21,500.82
PSPPROJECT,2022-01-27,2022-01-28,4231,929,51.8,4.97,5.6957007459728315,43.88525390625,586.59,554.98
AAVAS,2022-02-01,2022-02-02,4234,142,20.04,24.29,6.42053765067836,75.21381378173828,3165.0,2974.05
AUBANK,2022-02-02,2022-02-03,4235,111,27.48,203.92,2.5961609178495326,63.82830047607422,697.5,679.85
CCL,2022-02-02,2022-02-03,4235,130,25.97,20.63,5.408205553253209,109.57272338867188,508.7,482.6
EVERESTIND-BE,2022-02-02,2022-02-03,4235,1005,79.47,4.78,13.500404203718674,153.51133728027344,702.0,618.5
HBLENGINE,2022-02-02,2022-02-03,4235,1015,86.29,11.49,7.392473118279574,121.3592300415039,79.9,74.4
AAKASH,2022-02-03,2022-02-04,4236,103,38.4,2.11,7.3997944501541735,245.38375854492188,31.35,29.19
AMBIKCO,2022-02-03,2022-02-04,4236,63,22.99,3.51,8.681599856354083,132.95326232910156,2421.1,2227.7
GNFC,2022-02-09,2022-02-10,4240,1006,89.57,81.53,0.28281135435215266,185.27154541015625,478.7,477.35
HINDALCO,2022-02-10,2022-02-11,4241,80,23.96,357.21,0.9119380987472558,108.99369812011719,547.75,542.8
VADILALIND,2022-02-28,2022-03-02,4253,144,31.14,4.78,10.22144578703028,61.49847412109375,1362.8,1236.42
MAWANASUG,2022-03-08,2022-03-09,4258,1085,88.43,9.32,6.699346405228757,262.6607360839844,143.66,134.64
GHCL,2022-03-11,2022-03-14,4261,108,25.0,9.18,6.640092310919976,94.6984634399414,508.3,476.65
MAITHANALL,2022-03-11,2022-03-14,4261,151,24.86,17.59,9.115472247867661,112.10095977783203,1288.25,1180.63
DALMIASUG,2022-03-14,2022-03-15,4262,176,26.6,4.85,4.134446850190754,195.17999267578125,505.0,484.95
JKPAPER,2022-03-16,2022-03-17,4264,150,31.03,16.96,10.331314570716078,100.71942901611328,309.7,280.7
UGARSUGAR,2022-03-16,2022-03-17,4264,1390,87.19,5.27,1.5979689366786287,273.83074951171875,68.03,66.96
ANGELONE,2022-03-21,2022-03-22,4266,106,38.06,57.96,0.18326206475260953,396.9788513183594,164.0,163.7
EASEMYTRIP,2022-03-21,2022-03-22,4266,125,29.74,26.77,3.008248423095594,-1000000000.0,21.23,20.61
SPIC,2022-03-21,2022-03-22,4266,167,33.08,4.97,7.460437076111526,125.67782592773438,71.3,66.35
CENTURYPLY,2022-03-22,2022-03-23,4267,85,21.59,13.92,1.9123733409447619,124.80621337890625,714.1,700.7
NDL,2022-03-23,2022-03-24,4268,1100,92.67,2.52,-0.1666666666666594,467.924560546875,5.99,6.0
INDHOTEL,2022-03-25,2022-03-28,4270,111,22.92,128.08,2.7250390886754516,101.81736755371094,229.95,223.85
INTELLECT,2022-03-25,2022-03-28,4270,167,30.91,33.52,1.3414562708687239,45.3745231628418,865.0,853.55
ADANIPOWER,2022-03-29,2022-03-30,4272,199,52.27,336.35,14.935064935064934,79.32817077636719,35.4,30.8
SUMICHEM,2022-03-31,2022-04-01,4274,164,21.66,10.69,0.9276852576282524,63.150238037109375,451.5,447.35
GSFC,2022-04-01,2022-04-04,4275,1041,80.93,57.89,6.824391455538992,115.00127410888672,172.03,161.04
GUJALKALI,2022-04-01,2022-04-04,4275,1041,79.32,38.89,4.232272473478504,182.10462951660156,933.4,895.5
SOLARINDS,2022-04-01,2022-04-04,4275,90,22.81,6.26,0.9995107290137639,123.0894775390625,2890.0,2861.4
ORIENTHOT,2022-04-05,2022-04-06,4277,1037,77.58,5.52,1.2039127163280705,206.16441345214844,67.25,66.45
PERSISTENT,2022-04-05,2022-04-06,4277,64,23.01,135.22,-0.11010521164668274,155.67982482910156,2449.5,2452.2
SWANCORP,2022-04-05,2022-04-06,4277,1037,58.05,2.23,11.363238894718442,80.90332794189453,254.71,228.72
TATAPOWER,2022-04-05,2022-04-06,4277,116,20.6,516.5,7.248348231636204,164.09268188476562,275.95,257.3
MINDACORP,2022-04-06,2022-04-07,4278,1056,75.63,21.96,2.4846136311830413,120.69651794433594,224.8,219.35
THOMASCOOK,2022-04-06,2022-04-07,4278,119,30.61,5.13,1.536570374923163,71.1812744140625,82.6,81.35
UFLEX,2022-04-06,2022-04-07,4278,121,24.19,15.9,5.96026490066226,78.54781341552734,680.0,641.75
BLS,2022-04-07,2022-04-08,4279,138,38.63,8.39,8.378016085790897,237.6529998779297,80.85,74.6
KMSUGAR,2022-04-07,2022-04-08,4279,189,37.1,2.01,10.88709677419355,233.1950225830078,41.25,37.2
TEJASNET,2022-04-07,2022-04-08,4279,127,32.57,11.01,2.5951237532323645,225.89474487304688,555.45,541.4
VAISHALI,2022-04-07,2022-04-08,4279,313,57.05,2.15,9.042553191489366,132.64096069335938,8.2,7.52
CRISIL,2022-04-11,2022-04-12,4281,99,23.34,14.97,3.4589480199843647,97.32146453857422,3510.0,3392.65
ESTER,2022-04-11,2022-04-12,4281,168,23.96,2.67,15.289806795469696,56.633544921875,173.05,150.1
GPIL,2022-04-11,2022-04-12,4281,175,45.77,23.42,8.906426155580593,145.2442169189453,96.6,88.7
IMFA,2022-04-11,2022-04-12,4281,71,34.26,5.07,6.2721577388179295,106.8245620727539,437.65,411.82
JSWSTEEL,2022-04-11,2022-04-12,4281,169,25.4,401.06,0.805764821487065,42.78538131713867,769.4,763.25
GRSE,2022-04-12,2022-04-13,4282,104,25.18,5.94,12.903225806451601,69.23700714111328,308.0,272.8
MAZDOCK,2022-04-12,2022-04-13,4282,106,27.37,6.71,5.384615384615388,54.221378326416016,164.4,156.0
SATIA,2022-04-12,2022-04-13,4282,396,43.8,12.09,3.1424265259984985,65.92314147949219,136.87,132.7
CREDITACC,2022-04-13,2022-04-18,4283,532,68.32,22.9,3.7212585720048486,68.56189727783203,1028.5,991.6
MAGADSUGAR,2022-04-13,2022-04-18,4283,194,36.25,2.39,2.2163853146027757,246.80032348632812,346.35,338.84
PANAMAPET,2022-04-13,2022-04-18,4283,64,33.34,3.9,3.651919171743412,106.70442199707031,311.36,300.39
GENUSPOWER,2022-04-18,2022-04-19,4284,3521,93.05,7.73,15.29754204398448,101.21090698242188,106.95,92.76
JTLIND,2022-04-18,2022-04-19,4284,61,21.27,2.13,4.5957577620657775,-1000000000.0,68.05,65.06
SUNFLAG,2022-04-18,2022-04-19,4284,1020,77.11,2.88,7.526881720430101,41.468536376953125,105.0,97.65
USHAMART,2022-04-19,2022-04-20,4285,3521,95.39,18.21,4.3686006825938595,305.3619384765625,152.9,146.5
KSB,2022-04-20,2022-04-21,4286,109,29.0,3.97,3.7607778389286306,54.41093444824219,282.8,272.55
MANALIPETC,2022-04-20,2022-04-21,4286,133,34.19,9.36,7.116654438738079,96.41378021240234,146.0,136.3
OPTIEMUS,2022-04-20,2022-04-21,4286,99,40.79,7.52,8.439206081942952,250.11402893066406,425.06,391.98
VINATIORGA,2022-04-20,2022-04-21,4286,131,21.04,8.38,2.6474686483975773,34.05280303955078,2210.0,2153.0
BORORENEW,2022-04-22,2022-04-25,4288,86,28.87,28.4,9.319864388016331,239.26710510253906,790.0,722.65
EIDPARRY,2022-04-22,2022-04-25,4288,65,23.42,16.07,-0.26094520150768963,62.63512420654297,516.0,517.35
KOTHARIPET,2022-04-22,2022-04-25,4288,62,33.72,3.12,0.6451612903225712,360.6653747558594,117.0,116.25
ADANIPORTS,2022-04-26,2022-04-27,4290,220,26.37,522.94,4.034828135670376,26.24053955078125,914.05,878.6
PPL,2022-04-26,2022-04-27,4290,207,32.45,2.01,4.725668596636345,60.119747161865234,189.92,181.35
ANDREWYU,2022-04-27,2022-04-28,4291,178,31.76,2.5,1.7452006980802848,-1000000000.0,29.15,28.65
MOL,2022-05-02,2022-05-04,4294,163,41.56,14.28,3.319867792875497,-1000000000.0,140.67,136.15
RUPA,2022-05-02,2022-05-04,4294,67,25.54,30.04,5.434244121794141,93.30130767822266,553.34,524.82
COROMANDEL,2022-05-17,2022-05-18,4304,220,22.79,45.67,2.2488836283423908,24.201309204101562,950.25,929.35
PHOENIXLTD,2022-05-24,2022-05-25,4309,129,20.19,24.28,1.7838030681412764,55.840919494628906,570.6,560.6
M&M,2022-05-30,2022-05-31,4313,925,72.66,281.51,1.4331452965391067,23.06317138671875,997.95,983.85
AIAENG,2022-05-31,2022-06-01,4314,334,29.4,9.65,4.20560747663552,19.9005126953125,2285.75,2193.5
PGEL,2022-05-31,2022-06-01,4314,96,30.04,3.09,6.3981042654028375,114.7878646850586,89.8,84.4
ORIENTBELL,2022-06-01,2022-06-02,4315,62,36.1,2.11,2.564102564102577,131.997802734375,648.0,631.8
TDPOWERSYS,2022-06-01,2022-06-02,4315,88,28.72,3.13,4.680851063829783,137.62376403808594,49.2,47.0
BLUEDART,2022-06-02,2022-06-03,4316,1631,75.49,16.3,0.71624484914663,26.22345733642578,7748.0,7692.9
MAHLIFE,2022-06-02,2022-06-03,4316,3962,93.44,7.35,8.027491408934706,144.88262939453125,392.95,363.75
APARINDS,2022-06-17,2022-06-20,4327,1249,72.44,7.91,6.944678935224258,67.31560516357422,950.15,888.45
TVSMOTOR,2022-06-24,2022-06-27,4332,1116,67.78,117.51,3.2864148780332503,29.509521484375,810.85,785.05
JAMNAAUTO,2022-06-30,2022-07-01,4336,112,21.77,12.17,0.3696098562628425,45.85075378417969,122.2,121.75
AUTOAXLES,2022-07-04,2022-07-05,4338,1096,79.72,3.38,11.323405450969371,48.5325927734375,1981.0,1779.5
MONTECARLO,2022-07-04,2022-07-05,4338,119,36.33,2.81,5.530149450756672,132.29383850097656,671.52,636.33
FIEMIND,2022-07-05,2022-07-06,4339,1414,83.94,21.73,1.6972165648336812,101.98845672607422,749.0,736.5
TIINDIA,2022-07-06,2022-07-07,4340,125,26.0,22.03,0.992354817477592,67.23094940185547,1994.7,1975.1
TARSONS,2022-07-07,2022-07-08,4341,153,27.32,4.34,4.715858192929279,-1000000000.0,853.34,814.91
ATGL,2022-07-11,2022-07-12,4343,62,25.36,107.64,0.9380059578592226,195.8656005859375,2687.0,2662.03
MAHSEAMLES,2022-07-11,2022-07-12,4343,3699,82.8,9.99,-0.059979007347421565,124.03845977783203,333.25,333.45
FLUOROCHEM,2022-07-14,2022-07-15,4346,109,30.46,16.33,0.9001667797555957,163.69998168945312,3182.25,3153.86
PSPPROJECT,2022-07-18,2022-07-19,4348,114,25.05,10.28,5.7513464555467575,38.85504150390625,653.85,618.29
INSECTICID,2022-07-19,2022-07-20,4349,1184,76.7,4.89,1.5228025879753693,28.234588623046875,643.35,633.7
CUMMINSIND,2022-07-21,2022-07-22,4351,1713,75.91,51.31,2.7857022990434688,42.37900924682617,1225.0,1191.8
PRICOLLTD,2022-07-21,2022-07-22,4351,67,33.06,11.95,3.1907671418873074,49.55535125732422,152.0,147.3
ELECON,2022-07-25,2022-07-26,4353,3602,94.88,35.65,11.477374887623615,158.20794677734375,186.0,166.85
CRAFTSMAN,2022-07-26,2022-07-27,4354,183,30.26,9.71,0.6910700378017998,30.478918075561523,2650.34,2632.15
PITTIENG,2022-07-27,2022-07-28,4355,71,29.08,4.46,7.336476134354752,125.88753509521484,364.3,339.4
WSTCSTPAPR,2022-07-28,2022-07-29,4356,926,73.45,8.43,1.9872515935507984,63.44758224487305,408.0,400.05
DEEPAKFERT,2022-07-29,2022-08-01,4357,69,24.69,19.94,5.031667839549603,68.62396240234375,746.25,710.5
KENNAMET,2022-07-29,2022-08-01,4357,90,23.05,2.26,8.005940326717976,80.45191955566406,2400.0,2222.1
PVRINOX,2022-07-29,2022-08-01,4357,607,64.7,87.02,4.451353240305589,57.75824737548828,2167.0,2074.65
SBILIFE,2022-07-29,2022-08-01,4357,133,20.4,110.15,0.9355953259055028,17.124366760253906,1300.0,1287.95
SKFINDIA,2022-07-29,2022-08-01,4357,156,24.79,17.67,4.976155919552139,46.483848571777344,2025.2,1929.2
ASTERDM,2022-08-01,2022-08-02,4358,220,30.77,11.11,1.4111610006414477,51.05094909667969,237.15,233.85
JKPAPER,2022-08-02,2022-08-03,4359,69,26.1,28.61,6.616154782843986,49.505126953125,394.0,369.55
RAMASTEEL,2022-08-02,2022-08-03,4359,140,33.55,4.92,1.983471074380172,169.4323272705078,6.17,6.05
WESTLIFE,2022-08-02,2022-08-03,4359,172,31.17,2.83,-0.04993009786300462,7.105469703674316,600.54,600.84
ELGIEQUIP,2022-08-03,2022-08-04,4360,122,38.45,13.74,5.653161228636305,98.70159912109375,442.0,418.35
GRINDWELL,2022-08-03,2022-08-04,4360,79,23.84,7.48,2.134613420488196,58.33400344848633,2000.0,1958.2
FCL,2022-08-04,2022-08-05,4361,75,30.58,12.7,2.841677943166432,120.1557846069336,22.8,22.17
CHOLAFIN,2022-08-05,2022-08-08,4362,72,20.29,112.57,1.4201570680628217,49.26932907104492,774.85,764.0
ORIENTHOT,2022-08-05,2022-08-08,4362,84,22.86,4.31,10.029498525073732,93.7665786743164,74.6,67.8
TATAELXSI,2022-08-05,2022-08-08,4362,91,24.57,211.51,3.161972220685083,115.43197631835938,9321.2,9035.5
BDL,2022-08-08,2022-08-10,4363,79,25.39,56.33,1.2510230328539818,108.64734649658203,433.0,427.65
MOLDTKPAC,2022-08-08,2022-08-10,4363,139,21.89,4.82,8.28229415545827,77.8971176147461,892.82,824.53
SESHAPAPER,2022-08-08,2022-08-10,4363,968,67.2,3.81,1.2024443130297602,26.250314712524414,256.7,253.65
ICICIBANK,2022-08-10,2022-08-11,4364,198,22.33,907.23,2.180111678745389,20.827102661132812,860.05,841.7
APLAPOLLO,2022-08-11,2022-08-12,4365,164,28.21,30.84,0.7526434870942511,24.559093475341797,1091.0,1082.85
DEVYANI,2022-08-11,2022-08-12,4365,165,25.25,37.64,6.75039246467819,-1000000000.0,204.0,191.1
HOMEFIRST,2022-08-11,2022-08-12,4365,170,28.1,5.89,0.3742769649540678,53.23038101196289,885.0,881.7
POWERMECH,2022-08-11,2022-08-12,4365,204,25.49,2.85,2.332571175689635,34.06690216064453,554.97,542.32
TRENT,2022-08-11,2022-08-12,4365,87,23.9,58.6,1.4078144997365039,45.771480560302734,1347.0,1328.3
HARIOMPIPE,2022-08-12,2022-08-16,4366,82,25.0,3.27,5.547523648229991,-1000000000.0,255.52,242.09
LGBBROSLTD,2022-08-12,2022-08-16,4366,130,28.71,7.36,1.178427838624696,49.80375671386719,729.8,721.3
SHOPERSTOP,2022-08-12,2022-08-16,4366,975,79.91,15.59,2.5107948184871276,157.8320770263672,641.0,625.3
TATACHEM,2022-08-12,2022-08-16,4366,207,29.04,78.89,1.7523258964863286,32.2108039855957,1126.5,1107.1
EICHERMOT,2022-08-16,2022-08-17,4367,1221,61.41,214.34,1.6067190067555304,22.078371047973633,3339.0,3286.2
NRL,2022-08-16,2022-08-17,4367,135,51.34,2.41,0.5043306654972213,-1000000000.0,91.67,91.21
VISHNU,2022-08-16,2022-08-17,4367,96,24.43,2.84,8.227296496426707,207.6811065673828,372.54,344.22
LMW,2022-08-17,2022-08-18,4368,128,29.23,5.65,-0.44389515863479945,42.83552169799805,11640.05,11691.95
NAVA,2022-08-17,2022-08-18,4368,3114,85.14,20.34,18.950177935943046,151.29933166503906,133.7,112.4
VERANDA,2022-08-17,2022-08-18,4368,74,35.25,5.78,1.4084507042253502,-1000000000.0,288.0,284.0
ASTRAMICRO,2022-08-19,2022-08-22,4370,190,38.09,14.89,8.132214060860443,85.58125305175781,309.15,285.9
ASAHIINDIA,2022-08-24,2022-08-25,4373,137,35.0,12.73,6.286672254819781,81.82349395751953,634.0,596.5
INGERRAND,2022-08-24,2022-08-25,4373,87,24.48,2.68,3.6371825910703315,93.050537109375,1840.7,1776.1
UFLEX,2022-08-24,2022-08-25,4373,92,25.71,9.8,6.021689497716909,51.38603591918945,743.0,700.8
SBCL,2022-08-25,2022-08-26,4374,91,33.57,2.17,7.755740002155886,276.4087219238281,399.86,371.08
DATAPATTNS,2022-08-26,2022-08-29,4375,91,30.47,13.04,4.090381746864824,-1000000000.0,942.07,905.05
MAZDOCK,2022-08-26,2022-08-29,4375,91,29.13,9.76,4.135224871717469,59.11949920654297,172.5,165.65
ESCORTS,2022-08-29,2022-08-30,4376,164,24.31,69.14,1.7890352830238099,49.91513442993164,1943.0,1908.85
TEJASNET,2022-08-29,2022-08-30,4376,96,30.09,26.57,9.977807209077572,68.7326431274414,614.49,558.74
GESHIP,2022-08-30,2022-09-01,4377,3618,74.05,24.65,1.6994394519085354,68.33629608154297,571.5,561.95
NELCO,2022-08-30,2022-09-01,4377,215,45.6,5.39,7.280491615456719,110.33272552490234,1030.0,960.1
NHPC,2022-08-30,2022-09-01,4377,3208,59.05,31.8,3.401360544217691,45.454551696777344,38.0,36.75
OBEROIRLTY,2022-09-01,2022-09-02,4378,205,28.76,52.45,0.04828585224530002,55.61397171020508,1036.0,1035.5
PIDILITIND,2022-09-01,2022-09-02,4378,157,27.26,108.89,2.954016298020945,26.611591339111328,1415.0,1374.4
SOTL,2022-09-01,2022-09-02,4378,264,46.25,8.18,10.107587768969427,22.27541160583496,388.9,353.2
SPECIALITY,2022-09-01,2022-09-02,4378,2507,89.61,5.01,1.8280750322180461,221.58084106445312,213.34,209.51
ACE,2022-09-02,2022-09-05,4379,242,36.27,10.1,5.319913731128678,32.15514373779297,293.0,278.2
NDTV,2022-09-02,2022-09-05,4379,3615,95.83,45.36,8.606814250256978,568.5029296875,433.2,398.87
ROHLTD,2022-09-02,2022-09-05,4379,4090,92.24,3.8,14.498703543647352,263.2302551269531,264.95,231.4
SJS,2022-09-02,2022-09-05,4379,197,33.87,4.64,5.233816104949218,-1000000000.0,539.86,513.01
BRIGADE,2022-09-05,2022-09-06,4380,115,25.38,7.81,2.2394406123027455,71.76940155029297,541.0,529.15
SALZERELEC,2022-09-05,2022-09-06,4380,161,40.54,2.72,1.2604873349122858,67.49199676513672,252.25,249.11
TRITURBINE,2022-09-05,2022-09-06,4380,202,31.68,6.34,5.781391147244808,88.16110229492188,234.2,221.4
AMBUJACEM,2022-09-07,2022-09-08,4382,248,36.31,444.41,2.8199320498301317,6.500589847564697,453.95,441.5
GRSE,2022-09-07,2022-09-08,4382,94,33.66,12.85,12.60028315243038,83.36393737792969,357.9,317.85
AGI,2022-09-08,2022-09-09,4383,98,48.19,6.3,1.9728557436686556,61.12474060058594,364.4,357.35
BAJAJHLDNG,2022-09-08,2022-09-09,4383,104,28.37,21.3,4.918347896427178,48.7304801940918,6550.0,6242.95
ASHOKLEY,2022-09-09,2022-09-12,4384,1075,81.63,186.11,0.6226650062266526,39.792396545410156,80.8,80.3
ASTRAL,2022-09-09,2022-09-12,4384,163,35.32,66.31,3.9650052171121386,23.51580810546875,1942.95,1868.85
CONCOR,2022-09-09,2022-09-12,4384,248,24.84,86.95,1.3544207958273713,3.497767448425293,602.4,594.35
ADANIPORTS,2022-09-12,2022-09-13,4385,95,27.09,632.59,4.013194062671799,24.933433532714844,946.0,909.5
UNICHEMLAB,2022-09-12,2022-09-13,4385,1131,78.52,2.84,4.235387254255185,40.024959564208984,395.0,378.95
ACC,2022-09-13,2022-09-14,4386,207,24.18,126.06,-0.8514940026050133,3.595733642578125,2550.05,2571.95
JBCHEPHARM,2022-09-13,2022-09-14,4386,238,26.5,10.86,-0.47005926834253753,10.267210006713867,974.0,978.6
MAHSCOOTER,2022-09-13,2022-09-14,4386,708,62.54,3.42,2.7666134169049394,13.095617294311523,5049.9,4913.95
SRF,2022-09-13,2022-09-14,4386,106,25.29,120.89,1.5377056340078576,39.14917755126953,2789.85,2747.6
BHARATGEAR-BE,2022-09-14,2022-09-15,4387,1156,89.84,4.09,16.227461858529836,75.44503021240234,167.6,144.2
CCL,2022-09-14,2022-09-15,4387,152,36.65,14.8,2.4799059008037583,27.85309600830078,522.75,510.1
KALYANKJIL,2022-09-14,2022-09-15,4387,314,35.28,19.18,9.042056074766357,37.19319152832031,93.34,85.6
LTFOODS,2022-09-14,2022-09-15,4387,1158,86.47,20.67,0.9628610729023324,65.05659484863281,110.1,109.05
MHRIL,2022-09-14,2022-09-15,4387,1283,71.32,12.89,2.7409067402172083,23.274410247802734,298.0,290.05
HBLENGINE,2022-09-15,2022-09-16,4388,70,22.42,52.96,4.545454545454541,111.04293060302734,103.5,99.0
FAIRCHEMOR,2022-09-19,2022-09-20,4390,236,44.94,6.27,-2.162576546304207,19.778955459594727,2131.31,2178.42
FORTIS,2022-09-19,2022-09-20,4390,176,26.96,21.43,3.6995153473344145,15.756261825561523,320.95,309.5
WONDERLA,2022-09-19,2022-09-20,4390,1150,73.95,10.85,6.715176198872519,83.06486511230469,429.71,402.67
RHIM,2022-09-21,2022-09-22,4392,108,29.49,15.0,4.325020704886362,80.82780456542969,680.22,652.02
ITC,2022-09-22,2022-09-23,4393,1293,57.01,375.8,1.4514767932489514,49.29965591430664,300.55,296.25
TITAN,2022-09-22,2022-09-23,4393,126,28.63,220.9,0.9160446041839521,30.6356201171875,2737.6,2712.75
GOCOLORS,2022-09-29,2022-09-30,4398,207,33.19,6.31,2.6842287162551326,-1000000000.0,1337.0,1302.05
KIMS,2022-09-30,2022-10-03,4399,185,25.05,18.82,0.6843598731430589,22.740161895751953,301.6,299.55
SAPPHIRE,2022-09-30,2022-10-03,4399,125,37.0,13.63,0.43852251644460605,-1000000000.0,297.75,296.45
RITES,2022-10-03,2022-10-04,4400,666,37.01,9.05,4.199634814363962,23.697721481323242,171.2,164.3
CHALET,2022-10-04,2022-10-06,4401,715,73.06,7.85,0.1475915738628819,56.50713348388672,373.2,372.65
LEMONTREE,2022-10-04,2022-10-06,4401,884,83.62,73.12,4.664391353811137,99.34353637695312,92.0,87.9
ESTER,2022-10-06,2022-10-07,4402,114,36.43,3.73,2.1919665555618195,26.154815673828125,180.89,177.01
JTLIND,2022-10-06,2022-10-07,4402,118,36.88,5.68,3.8852361028093085,-1000000000.0,69.52,66.92
PRAJIND,2022-10-06,2022-10-07,4402,166,28.92,32.39,2.0431457596164826,25.786781311035156,447.0,438.05
KKCL,2022-10-07,2022-10-10,4403,1782,72.98,6.56,1.196042187669888,150.900146484375,465.35,459.85
FAIRCHEMOR-BE,2022-10-10,2022-10-11,4404,250,44.94,7.73,4.04495384203718,12.244939804077148,2333.0,2242.3
BLUESTARCO,2022-10-11,2022-10-12,4405,118,24.85,8.14,0.5582753585845479,32.221092224121094,585.4,582.15
LIBERTSHOE,2022-10-11,2022-10-12,4405,2027,79.87,20.19,13.619595691308838,107.36334228515625,385.0,338.85
FEDERALBNK,2022-10-14,2022-10-17,4408,1236,70.46,178.37,4.389086595492286,52.27804183959961,132.0,126.45
GRAUWEIL,2022-10-14,2022-10-17,4408,101,31.34,3.11,1.1194029850746245,21.568620681762695,40.65,40.2
POLYCAB,2022-10-18,2022-10-19,4410,123,24.19,55.38,1.7165348591420937,7.613861560821533,2791.0,2743.9
POONAWALLA,2022-10-19,2022-10-20,4411,127,34.94,134.53,-0.15028554253080362,106.13629913330078,332.2,332.7
GANECOS,2022-10-20,2022-10-21,4412,131,29.25,3.41,2.3726393666039236,64.32608032226562,788.73,770.45
AXISBANK,2022-10-21,2022-10-24,4413,247,25.98,830.62,8.389539699443848,10.709465026855469,916.0,845.1
NESTLEIND,2022-10-24,2022-10-25,4414,278,21.32,102.54,1.6816581931951458,7.786035537719727,1040.0,1022.8
SATIA,2022-10-24,2022-10-25,4414,130,27.18,3.83,0.28365850283658123,55.48871612548828,144.95,144.54
CMSINFO,2022-10-25,2022-10-27,4415,191,30.56,8.85,7.851225697379549,-1000000000.0,318.97,295.75
