symbol,trigger_date,entry_date,entry_i,x_bars,depth_pct,tv20_cr,ext_pct,rs252,entry_open,prev_ath
KOTAKBANK,2014-04-10,2014-04-11,2309,214,24.87,64.58,-0.6249999999999978,27.460325241088867,79.5,80.0
SAMMAANCAP,2014-04-10,2014-04-11,2309,176,34.84,6.4,6.570004531037599,-1000000000.0,164.64,154.49
UPL,2014-04-15,2014-04-16,2311,859,50.38,20.14,1.8005041411595313,84.53004455566406,141.35,138.85
JKTYRE,2014-04-21,2014-04-22,2314,1003,71.84,12.07,4.566100884532642,121.07667541503906,43.74,41.83
AMBUJACEM,2014-04-23,2014-04-25,2316,382,30.74,32.7,0.8711600183402224,16.947341918945312,220.0,218.1
FINCABLES,2014-04-29,2014-04-30,2319,1558,86.35,5.38,5.554231227651973,163.3695068359375,132.84,125.85
WELSPUNLIV,2014-04-29,2014-04-30,2319,2128,90.7,2.18,2.1521906225979937,94.77613067626953,13.29,13.01
CUB,2014-05-08,2014-05-09,2325,308,40.06,3.02,2.366412213740454,19.551063537597656,53.64,52.4
AXISBANK,2014-05-09,2014-05-12,2326,882,50.73,185.34,4.044059795436672,11.594438552856445,330.6,317.75
INDUSINDBK,2014-05-13,2014-05-14,2328,236,36.28,74.1,0.8689902710871777,8.323192596435547,533.95,529.35
ONGC,2014-05-13,2014-05-14,2328,895,33.2,149.06,2.605297438124188,16.38655662536621,236.3,230.3
LICHSGFIN,2014-05-14,2014-05-15,2329,336,48.67,83.02,1.665221162185615,22.860122680664062,293.05,288.25
TITAN,2014-05-15,2014-05-16,2330,358,34.38,22.36,4.2669233237087045,10.4384183883667,325.0,311.7
ICICIBANK,2014-05-16,2014-05-19,2331,1562,81.68,449.27,3.2041700203135015,25.74099349975586,269.27,260.91
SADBHAV,2014-05-16,2014-05-19,2331,925,66.49,3.41,0.940438871473348,42.35032653808594,161.0,159.5
FEDERALBNK,2014-05-19,2014-05-20,2332,341,57.64,33.57,7.734806629834257,28.66741371154785,58.5,54.3
LT,2014-05-19,2014-05-20,2332,1603,75.06,355.21,2.1148488751759897,50.70729064941406,1022.67,1001.49
RAMCOCEM,2014-05-19,2014-05-20,2332,289,47.79,3.46,4.048429814604604,8.121622085571289,275.0,264.3
SRF,2014-05-19,2014-05-20,2332,869,70.59,5.93,1.148765077541647,148.5795440673828,88.05,87.05
BHARATFORG,2014-05-20,2014-05-21,2333,2022,84.5,27.64,-0.330816863177541,105.76756286621094,235.0,235.78
JKLAKSHMI,2014-05-20,2014-05-21,2333,339,68.24,2.18,1.4784151389710232,69.80567932128906,171.6,169.1
PFS,2014-05-20,2014-05-21,2333,771,56.7,3.47,6.639247943595761,56.51786422729492,18.15,17.02
VGUARD,2014-05-20,2014-05-21,2333,187,27.35,2.56,4.1417165668662825,10.741615295410156,41.74,40.08
BAJAJELEC,2014-05-22,2014-05-23,2335,895,59.42,4.02,10.863573725310061,109.80391693115234,241.35,217.7
BAJAJHLDNG,2014-05-23,2014-05-26,2336,1982,82.3,3.32,1.997661517028626,33.32238006591797,1230.0,1205.91
GREAVESCOT,2014-05-23,2014-05-26,2336,836,46.14,2.5,2.7027027027026973,45.909725189208984,104.5,101.75
HINDZINC,2014-05-23,2014-05-26,2336,770,36.18,15.61,7.965766951942066,32.43132781982422,164.0,151.9
REDINGTON,2014-05-23,2014-05-26,2336,693,52.19,2.52,0.5096839959225274,24.619281768798828,49.3,49.05
HATHWAY,2014-05-30,2014-06-02,2341,356,24.34,2.59,7.837927598804373,21.404815673828125,64.94,60.22
CARERATING,2014-06-02,2014-06-03,2342,341,52.05,5.95,0.676666666666681,34.937931060791016,906.09,900.0
MFSL,2014-06-02,2014-06-03,2342,1649,66.92,5.76,8.172706245181205,34.49950408935547,140.3,129.7
RAIN,2014-06-02,2014-06-03,2342,1505,78.53,2.54,0.9165366614664494,28.014612197875977,51.75,51.28
EPL,2014-06-03,2014-06-04,2343,2014,88.54,2.48,2.7470187393526357,126.29840087890625,48.25,46.96
GICHSGFIN,2014-06-03,2014-06-04,2343,882,57.0,5.33,4.013746595772272,45.16305923461914,160.41,154.22
VTL,2014-06-03,2014-06-04,2343,1991,89.41,2.66,0.867410161090465,63.76517868041992,81.4,80.7
PVRINOX,2014-06-04,2014-06-05,2344,101,27.87,8.25,1.2141626194579258,92.38124084472656,646.05,638.3
HEIDELBERG,2014-06-05,2014-06-06,2345,1822,82.45,2.37,1.484315225707733,42.0120849609375,66.32,65.35
JKCEMENT,2014-06-05,2014-06-06,2345,355,57.67,2.47,0.6928086462518968,59.81061553955078,363.35,360.85
PRESTIGE,2014-06-06,2014-06-09,2346,889,72.27,6.13,7.916666666666661,36.732269287109375,233.1,216.0
ACC,2014-06-09,2014-06-10,2347,407,37.89,56.58,1.1181202229565201,23.189472198486328,1514.8,1498.05
CENTURYPLY,2014-06-09,2014-06-10,2347,1591,69.46,5.89,1.282404853833441,47.100425720214844,73.45,72.52
GRASIM,2014-06-09,2014-06-10,2347,404,37.96,28.98,5.73846926332402,32.601261138916016,737.05,697.05
SUNDRMFAST,2014-06-09,2014-06-10,2347,1838,85.46,2.22,1.7837837837837878,185.67164611816406,94.15,92.5
COALINDIA,2014-06-10,2014-06-11,2348,746,41.12,312.21,1.8296529968454323,29.348350524902344,403.5,396.25
PRSMJOHNSN,2014-06-10,2014-06-11,2348,1586,81.4,5.74,0.38486209108401503,74.164794921875,78.25,77.95
TECHM,2014-06-10,2014-06-11,2348,1835,94.79,161.56,1.7218831734960638,127.85680389404297,466.7,458.8
THERMAX,2014-06-10,2014-06-11,2348,1631,83.46,7.05,1.3432346838484266,59.486473083496094,928.0,915.7
TTKPRESTIG,2014-06-10,2014-06-11,2348,424,30.47,2.9,4.4652447445143295,18.857431411743164,340.4,325.85
SONATSOFTW,2014-06-12,2014-06-13,2350,1835,81.77,3.22,0.3759398496240518,171.7171630859375,26.7,26.6
NATCOPHARM,2014-06-13,2014-06-16,2351,65,21.21,3.83,2.835451774314146,107.0648422241211,178.8,173.87
KNRCON,2014-06-18,2014-06-19,2354,915,77.31,2.24,7.231920199501252,181.29031372070312,21.5,20.05
COLPAL,2014-06-19,2014-06-20,2355,363,23.3,13.4,1.461297938867978,20.21295928955078,795.0,783.55
NAHARSPING,2014-06-19,2014-06-20,2355,1788,86.25,2.03,11.774572291177442,124.73497009277344,166.6,149.05
KPRMILL,2014-06-20,2014-06-23,2356,903,68.18,2.75,3.3057851239669533,102.0242919921875,25.0,24.2
BAJAJ-AUTO,2014-06-24,2014-06-25,2358,363,24.44,59.85,0.6712962962962976,21.446598052978516,2174.5,2160.0
PETRONET,2014-06-24,2014-06-25,2358,698,43.15,31.44,1.6597510373444146,41.297210693359375,85.75,84.35
SOUTHBANK,2014-06-27,2014-06-30,2361,364,36.25,18.65,3.1872509960159334,50.0,25.9,25.1
CESC,2014-06-30,2014-07-01,2362,1598,75.11,21.56,1.4774900052146656,111.77542114257812,58.38,57.53
GUJENERGY,2014-07-01,2014-07-02,2363,697,64.38,3.53,10.95890410958904,151.89874267578125,101.25,91.25
GUJGASLTD,2014-07-01,2014-07-02,2363,697,64.38,3.53,10.95890410958904,151.89874267578125,101.25,91.25
ADANIPORTS,2014-07-02,2014-07-03,2364,1602,80.27,79.87,3.9810317794179317,83.5250244140625,271.9,261.49
BAJAJFINSV,2014-07-02,2014-07-03,2364,430,40.83,3.39,-0.10482180293501786,52.142860412597656,95.3,95.4
CASTROLIND,2014-07-02,2014-07-03,2364,255,20.61,12.04,-0.2655517260862217,12.90322494506836,176.52,176.99
EMAMILTD,2014-07-02,2014-07-03,2364,239,22.73,7.65,3.632183908045983,21.175945281982422,270.48,261.0
BANCOINDIA,2014-07-03,2014-07-04,2365,976,75.53,2.16,1.989683124539443,307.1641540527344,69.2,67.85
BEL,2014-07-07,2014-07-08,2367,1067,59.15,20.97,3.125000000000022,80.00000762939453,23.1,22.4
PERSISTENT,2014-07-09,2014-07-10,2369,83,23.38,5.37,0.6471389645776426,145.59068298339844,295.5,293.6
COFORGE,2014-07-11,2014-07-14,2371,93,30.16,3.27,1.0582010582010692,80.95238494873047,95.5,94.5
BSOFT,2014-07-16,2014-07-17,2374,118,22.57,8.54,1.964542405366565,49.25689697265625,106.4,104.35
APOLLOHOSP,2014-07-17,2014-07-18,2375,289,23.06,16.88,4.0791447861965535,12.227212905883789,1109.9,1066.4
LIBERTSHOE,2014-07-21,2014-07-22,2377,2180,89.32,11.77,4.967299906571165,311.4390869140625,337.05,321.1
JUSTDIAL,2014-08-04,2014-08-05,2386,100,42.41,41.71,4.644832230149865,167.65184020996094,1826.0,1744.95
OFSS,2014-08-04,2014-08-05,2386,388,31.54,5.05,0.7018209408194309,19.484878540039062,2654.5,2636.0
MARKSANS,2014-08-14,2014-08-18,2394,2332,96.51,7.93,12.707039337474102,526.6187133789062,43.55,38.64
GLENMARK,2014-08-18,2014-08-19,2395,1523,82.98,46.41,2.2391212505280977,28.1038875579834,726.0,710.1
HINDUNILVR,2014-08-18,2014-08-19,2395,262,25.1,60.86,0.04173622704508606,20.79999542236328,719.1,718.8
NESTLEIND,2014-08-20,2014-08-21,2397,192,20.78,13.2,0.6245662734212454,13.602506637573242,290.0,288.2
GODREJCP,2014-08-21,2014-08-22,2398,267,27.87,8.44,1.0065314107216006,7.825422286987305,320.12,316.93
MTEDUCARE-BE,2014-08-21,2014-08-22,2398,403,48.38,2.38,1.5278283012004623,45.08670425415039,139.55,137.45
JYOTHYLAB,2014-08-22,2014-08-25,2399,136,20.81,2.43,3.1841255191509044,35.71427917480469,111.8,108.35
MANGLMCEM,2014-08-22,2014-08-25,2399,1875,82.7,3.59,4.889243663939324,167.45379638671875,262.8,250.55
DRREDDY,2014-08-27,2014-08-28,2402,120,21.04,82.36,0.9152132619582032,42.81700897216797,584.4,579.1
TVTODAY,2014-08-27,2014-08-28,2402,1645,78.18,10.18,12.438455558434836,180.57852172851562,216.95,192.95
PCJEWELLER,2014-09-01,2014-09-02,2404,408,62.93,6.38,0.340136054421758,103.39364624023438,8.85,8.82
BAJAJCON,2014-09-03,2014-09-04,2406,307,27.36,2.92,1.324266284896214,13.942790031433105,283.1,279.4
JUBLFOOD,2014-09-03,2014-09-04,2406,448,31.9,35.04,0.1456664238892902,29.295766830444336,137.5,137.3
PENIND,2014-09-05,2014-09-08,2408,905,59.65,3.06,7.468879668049788,129.21347045898438,51.8,48.2
HERITGFOOD,2014-09-08,2014-09-09,2409,74,25.71,2.67,0.943920044419766,69.54886627197266,90.9,90.05
OIL,2014-09-08,2014-09-09,2409,985,35.74,28.69,3.3796296296296324,52.10490417480469,223.3,216.0
VOLTAS,2014-09-08,2014-09-09,2409,1667,87.57,70.94,0.5201958384333016,293.006591796875,262.8,261.44
ASHOKLEY,2014-09-09,2014-09-10,2410,948,80.45,34.55,0.8498583569405138,371.0526428222656,17.8,17.65
RAIN,2014-09-11,2014-09-12,2412,70,26.07,3.13,1.2369172216936342,43.59673309326172,53.2,52.55
APARINDS,2014-09-15,2014-09-16,2414,1648,82.98,6.7,5.607846043627562,384.2623291015625,427.49,404.79
EXIDEIND,2014-09-15,2014-09-16,2414,972,43.84,31.77,0.6183249016301184,44.480384826660156,179.0,177.9
GSFC,2014-09-15,2014-09-16,2414,703,56.02,3.66,7.739494939167768,111.55321502685547,105.38,97.81
NECLIFE,2014-09-15,2014-09-16,2414,1157,76.01,5.98,2.6128266033254244,265.10638427734375,43.2,42.1
TATAELXSI,2014-09-19,2014-09-22,2418,134,26.52,17.84,0.6670709520921747,285.0655212402344,332.0,329.8
ITC,2014-09-24,2014-09-25,2421,287,20.74,195.28,0.4408352668213489,9.796953201293945,216.45,215.5
INFY,2014-10-01,2014-10-07,2426,140,23.68,304.87,-1.632601933234512,27.832866668701172,471.17,478.99
WIPRO,2014-10-01,2014-10-07,2426,145,20.06,56.19,1.7993702204228468,29.492294311523438,113.15,111.15
APOLLOTYRE,2014-10-08,2014-10-09,2428,61,23.28,124.2,2.5000000000000133,222.47190856933594,217.3,212.0
KSL,2014-10-21,2014-10-22,2436,1038,79.2,3.53,3.5162668419322918,238.87081909179688,157.5,152.15
BEL,2014-11-10,2014-11-11,2447,80,23.53,12.06,0.8714596949890963,113.42591857910156,23.15,22.95
M&MFIN,2014-11-12,2014-11-13,2449,214,30.59,29.32,2.619372442019108,14.90931510925293,188.05,183.25
BANKBARODA,2014-11-17,2014-11-18,2452,991,59.38,91.54,1.5201484077089544,60.86672592163086,197.01,194.06
GUJENERGY,2014-11-26,2014-11-27,2459,95,20.47,2.52,16.279069767441868,113.7931137084961,125.0,107.5
GUJGASLTD,2014-11-26,2014-11-27,2459,95,20.47,2.52,16.279069767441868,113.7931137084961,125.0,107.5
GLAXO,2014-12-02,2014-12-03,2463,180,22.16,3.82,3.2406831179210283,31.404315948486328,1576.0,1526.53
IGL,2014-12-03,2014-12-04,2464,797,56.71,17.11,3.803131991051445,70.8955307006836,46.4,44.7
NILKAMAL,2014-12-04,2014-12-05,2465,1041,77.34,2.47,0.8724357462862598,199.40435791015625,427.8,424.1
BSOFT,2014-12-05,2014-12-08,2466,92,21.19,8.58,0.9483167377904111,28.208232879638672,106.45,105.45
KARURVYSYA,2014-12-19,2014-12-22,2476,483,47.17,6.46,2.180685358255441,66.46092224121094,82.0,80.25
MARKSANS,2015-01-02,2015-01-05,2485,72,22.54,8.46,3.645833333333348,305.8479309082031,69.65,67.2
GSPL,2015-01-06,2015-01-07,2487,1038,60.76,10.14,3.200000000000003,112.20736694335938,129.0,125.0
GODREJCP,2015-01-16,2015-01-19,2495,85,22.99,8.63,2.9674398344767594,35.430885314941406,378.22,367.32
SURYAROSNI,2015-01-16,2015-01-19,2495,1043,64.78,2.22,7.308970099667755,62.72966766357422,32.3,30.1
KAJARIACER,2015-01-20,2015-01-21,2497,87,20.19,11.31,3.208713570797772,137.34092712402344,350.6,339.7
MUTHOOTFIN,2015-01-21,2015-01-22,2498,500,67.51,7.41,1.6905071521456483,80.37239074707031,234.6,230.7
PCJEWELLER,2015-01-22,2015-01-23,2499,79,33.39,3.56,0.5537974683544222,230.64935302734375,12.71,12.64
TEXRAIL,2015-01-22,2015-01-23,2499,132,47.98,8.4,1.4733660748016852,242.93055725097656,134.3,132.35
WONDERLA,2015-01-22,2015-01-23,2499,98,20.83,9.66,1.7203366146011367,-1000000000.0,327.57,322.03
SIEMENS,2015-01-23,2015-01-27,2500,1768,81.89,26.41,2.802828780899236,79.41743469238281,792.25,770.65
UBL,2015-01-23,2015-01-27,2500,526,40.0,15.78,4.631989207015441,33.68245315551758,1047.0,1000.65
JYOTHYLAB,2015-01-27,2015-01-28,2501,90,21.31,3.66,1.1374670550700516,39.95943069458008,145.82,144.18
PGHL,2015-01-28,2015-01-29,2502,1052,43.87,2.79,0.8214676889375605,65.07650756835938,920.5,913.0
UPL,2015-02-02,2015-02-03,2505,95,21.59,35.01,2.83515593357635,82.0383071899414,253.9,246.9
TAKE,2015-02-18,2015-02-19,2516,1752,88.48,17.7,4.523084134052047,305.6047058105469,133.8,128.01
HBLENGINE,2015-02-19,2015-02-20,2517,1768,86.73,4.51,5.143094151804228,340.7895202636719,50.7,48.22
OBEROIRLTY,2015-02-27,2015-03-02,2523,517,50.59,26.97,2.005368703615984,73.85364532470703,323.0,316.65
GRANULES,2015-03-17,2015-03-18,2534,116,22.49,5.87,3.281687109963416,250.71823120117188,95.99,92.94
