label,axis,slots,slot_pct,select,idle,cost_bps,rot_score,rot_margin,rot_max_per_day,rot_entrant,trim_mult,trim_when,min_fill_frac,rot_sell_only,hard_stop,hard_stop_pct,seeds,cagr_med,cagr_min,cagr_max,maxdd_med,maxdd_worst,calmar_med,calmar_min,cagr_med,maxdd_med,calmar_med,sharpe_med,trades_med,trades_per_yr_med,win_rate_med,avg_win_med,avg_loss_med,expectancy_med,max_loss_streak_med,invested_pct_med,w1_cagr_med,w1_dd_med,w2_cagr_med,w2_dd_med,days_signal_med,days_bind_med,days_full_med,turned_away_med,cash_refused_med,entries_taken_med,swaps_med,swap_attempts_med,swaps_per_yr_med,trims_med,trims_per_yr_med,trim_notional_med,partial_fills_med,tax_paid_med,tax_st_med,tax_lt_med,turnover_x_med,pos_rs_med_med,cap_pct_med_med,cap_pct_p95_med,cap_over1pct_med,profit_total_med,top10_share_med,top10_share_all_med,mult_all_med,mult_drop10_med,med_seed,secs
CTRL_sel_rs,CTRL,16,0.0625,rs,0.052,25.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,30,20.9,20.9,20.9,-32.64,-32.64,0.64,0.64,20.9,-32.64,0.64,1.191,693.0,32.0,49.5,36.52,-11.73,12.152,14.0,72.9,19.33,-32.64,22.4,-32.51,1880.0,465.0,41.0,987.0,1939.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8703106.0,7661758.0,1041347.0,2.536,570582.0,0.443,5.78,34.5,67022114.0,36.4,36.4,7.528595720956197e+20,6942268636266496.0,16,2.7
CTRL_sel_age,CTRL,16,0.0625,age,0.052,25.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,30,21.77,21.77,21.77,-36.77,-36.77,0.592,0.592,21.77,-36.77,0.592,1.216,681.0,31.4,49.8,37.81,-11.83,12.882,13.0,72.81,19.54,-32.58,23.96,-36.77,1880.0,481.0,53.0,978.0,1960.0,681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9174593.0,8038172.0,1136422.0,2.427,552616.0,0.448,4.758,33.9,77721130.0,39.2,39.2,7.905443145500701e+21,5.943931083476173e+16,16,2.5
CTRL_sel_ext,CTRL,16,0.0625,ext,0.052,25.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,30,20.8,20.8,20.8,-35.94,-35.94,0.579,0.579,20.8,-35.94,0.579,1.188,693.0,32.0,48.8,36.91,-11.52,12.1,14.0,72.85,19.54,-32.58,21.98,-35.94,1880.0,471.0,53.0,956.0,1970.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8669292.0,7635297.0,1033995.0,2.55,567806.0,0.44,5.666,34.8,65880955.0,36.1,36.1,7.18958233319379e+20,6629666957819904.0,16,2.4
A_null_p002,A_null,16,0.0625,random,0.052,25.0,rand,0.02,1,tv,0.0,month,0.0,0,0,0.92,30,20.58,18.47,21.66,-35.225,-38.27,0.577,0.526,20.58,-35.225,0.577,1.166,742.5,34.25,48.4,35.185,-11.47,11.198,14.0,72.815,18.58,-33.235,22.605,-35.225,1880.0,511.0,48.5,1071.0,1861.5,742.5,57.5,2866.0,2.65,0.0,0.0,0.0,0.0,8019284.0,6929149.0,799988.5,2.775,542484.5,0.44,4.848,33.35,63425293.5,40.15,40.15,1.5427547596097113e+20,1501081137840128.0,9,4.7
A_null_p003,A_null,16,0.0625,random,0.052,25.0,rand,0.03,1,tv,0.0,month,0.0,0,0,0.92,30,20.385,18.48,23.07,-35.745,-39.68,0.569,0.493,20.385,-35.745,0.569,1.156,772.0,35.6,48.6,34.255,-11.525,10.743,14.5,72.8,18.57,-33.225,22.09,-35.665,1880.0,542.0,58.0,1134.0,1803.0,772.0,86.0,2833.0,3.965,0.0,0.0,0.0,0.0,8042595.0,7343455.0,714481.0,2.893,550790.5,0.448,4.964,33.5,60943029.5,40.2,40.2,1.2753528280471464e+20,892657379311616.0,29,5.4
CTRL_sellonly_unre_m010,CTRL,16,0.0625,random,0.052,25.0,unreal,10.0,1,tv,0.0,month,0.0,1,0,0.92,30,21.81,20.97,23.19,-36.27,-37.7,0.603,0.563,21.81,-36.27,0.603,1.216,731.5,33.75,47.5,36.955,-10.665,11.938,15.0,72.92,20.63,-33.08,23.02,-36.27,1880.0,416.0,21.0,831.5,2061.0,731.5,84.0,2828.0,3.87,0.0,0.0,0.0,0.0,10114527.0,8741089.0,1132525.0,2.662,621322.0,0.475,6.165,36.8,78660019.5,39.95,39.95,9.605667972523468e+21,7.800544084308787e+16,12,6.5
CTRL_hardstop08,CTRL,16,0.0625,random,0.052,25.0,,0.0,1,tv,0.0,month,0.0,0,1,0.92,30,19.805,19.08,20.74,-30.19,-30.19,0.657,0.632,19.805,-30.19,0.657,1.18,857.0,39.5,39.5,36.82,-8.93,9.088,15.0,68.595,19.99,-30.19,19.605,-26.95,1880.0,375.0,3.0,762.0,1998.0,857.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6560869.0,5104943.0,1504512.5,3.135,638045.5,0.451,4.855,34.5,53547932.5,44.6,44.6,5.005233665601438e+18,35470191886336.0,1,2.9
CTRL_hardstop10,CTRL,16,0.0625,random,0.052,25.0,,0.0,1,tv,0.0,month,0.0,0,1,0.9,30,20.62,19.82,21.06,-30.46,-30.46,0.677,0.65,20.62,-30.46,0.677,1.183,792.0,36.5,42.55,37.785,-9.995,10.291,12.0,70.34,19.42,-30.46,21.86,-29.9,1880.0,365.5,1.0,760.5,2068.0,792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7685773.0,6458354.0,1290737.5,2.898,632492.0,0.463,5.039,34.3,62811612.0,46.35,46.35,3.3974630022324945e+19,233802777493504.0,15,2.9
CTRL_hardstop15,CTRL,16,0.0625,random,0.052,25.0,,0.0,1,tv,0.0,month,0.0,0,1,0.85,30,19.935,19.3,20.7,-33.735,-37.15,0.585,0.522,19.935,-33.735,0.585,1.131,710.0,32.7,47.4,36.755,-11.405,11.325,14.0,72.07,18.59,-32.04,21.155,-33.735,1880.0,441.5,12.0,891.0,2016.5,710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6655093.5,5535903.0,1101237.0,2.517,545086.5,0.415,4.552,31.3,55220689.0,42.45,42.45,1.8972238064019046e+19,156130273656832.0,24,3.3
