label,axis,slots,slot_pct,select,idle,cost_bps,rot_score,rot_margin,rot_max_per_day,rot_entrant,trim_mult,trim_when,min_fill_frac,rot_sell_only,hard_stop,hard_stop_pct,seeds,cagr_med,cagr_min,cagr_max,maxdd_med,maxdd_worst,calmar_med,calmar_min,cagr_med,maxdd_med,calmar_med,sharpe_med,trades_med,trades_per_yr_med,win_rate_med,avg_win_med,avg_loss_med,expectancy_med,max_loss_streak_med,invested_pct_med,w1_cagr_med,w1_dd_med,w2_cagr_med,w2_dd_med,days_signal_med,days_bind_med,days_full_med,turned_away_med,cash_refused_med,entries_taken_med,swaps_med,swap_attempts_med,swaps_per_yr_med,trims_med,trims_per_yr_med,trim_notional_med,partial_fills_med,tax_paid_med,tax_st_med,tax_lt_med,turnover_x_med,pos_rs_med_med,cap_pct_med_med,cap_pct_p95_med,cap_over1pct_med,profit_total_med,top10_share_med,top10_share_all_med,mult_all_med,mult_drop10_med,med_seed,secs
X_plat_rs_m035,X,16,0.0625,random,0.052,25.0,rs,35.0,1,tv,0.0,month,0.0,0,0,0.92,30,22.96,22.45,23.74,-41.31,-41.31,0.556,0.543,22.96,-41.31,0.556,1.146,1134.5,52.3,47.45,29.57,-10.25,8.634,16.0,72.76,19.35,-32.87,26.515,-41.31,1880.0,490.5,22.0,1015.0,1943.0,1134.5,473.0,2384.5,21.81,0.0,0.0,0.0,0.0,13039165.0,11398644.0,1631527.5,4.934,708878.0,0.655,9.058,42.2,98292892.5,45.8,45.8,4.159016412768939e+21,7378787905830912.0,23,6.6
X_trimM_k125,X,16,0.0625,random,0.052,25.0,,0.0,1,tv,1.25,month,0.0,0,0,0.92,30,19.625,18.29,20.68,-33.15,-35.89,0.595,0.532,19.625,-33.15,0.595,1.157,735.0,33.9,48.5,36.455,-11.9,11.501,14.0,72.335,16.98,-33.01,22.25,-31.065,1880.0,946.5,438.0,1962.0,919.0,735.0,0.0,0.0,0.0,172.0,7.93,54041924.0,0.0,6284978.5,5536553.0,756737.0,2.631,432190.5,0.328,3.269,25.0,30489242.0,44.4,25.65,2.743723163131765e+20,2152709549457408.0,17,3.4
X_trimM_k175,X,16,0.0625,random,0.052,25.0,,0.0,1,tv,1.75,month,0.0,0,0,0.92,30,21.055,19.74,22.05,-34.09,-37.77,0.613,0.541,21.055,-34.09,0.613,1.203,703.5,32.45,48.9,36.895,-11.69,12.099,14.0,72.735,19.13,-33.83,22.975,-34.09,1880.0,586.0,83.5,1205.5,1710.5,703.5,0.0,0.0,0.0,26.0,1.2,25767156.0,0.0,8643994.5,7605582.0,1024610.5,2.546,538830.0,0.425,4.407,32.8,54792226.0,40.0,31.6,6.309665519560934e+20,4480261177737216.0,22,3.4
X_trimM_k250,X,16,0.0625,random,0.052,25.0,,0.0,1,tv,2.5,month,0.0,0,0,0.92,30,21.135,20.27,22.13,-32.64,-36.78,0.646,0.551,21.135,-32.64,0.646,1.201,689.5,31.8,49.1,36.885,-11.57,12.309,14.0,72.93,19.215,-32.615,22.985,-31.735,1880.0,494.0,65.0,1014.0,1917.0,689.5,0.0,0.0,0.0,3.0,0.14,2134001.0,0.0,8761511.5,7752248.0,1015283.0,2.488,570004.5,0.426,4.936,33.45,68008917.0,37.2,36.3,1.5515047083279248e+21,1.4176632629624832e+16,1,3.4
C_none000_k150d_f025,C,16,0.0625,random,0.052,25.0,,0.0,1,tv,1.5,demand,0.25,0,0,0.92,30,22.05,20.96,23.76,-35.595,-38.74,0.617,0.573,22.05,-35.595,0.617,1.224,756.5,34.9,48.95,37.74,-11.73,12.523,14.0,74.45,19.36,-35.12,24.61,-33.865,1880.0,1310.0,1188.5,2796.0,67.5,756.5,0.0,0.0,0.0,57.5,2.65,49682870.0,129.5,9830337.5,8368694.5,1432371.5,2.615,537021.0,0.431,4.858,32.55,58082943.5,39.95,28.6,1.1569213315798998e+23,6.581200377893356e+17,7,3.1
C_none000_k200d_f025,C,16,0.0625,random,0.052,25.0,,0.0,1,tv,2.0,demand,0.25,0,0,0.92,30,21.95,20.58,23.06,-35.51,-39.51,0.611,0.521,21.95,-35.51,0.611,1.212,748.5,34.5,49.1,37.345,-11.75,12.315,14.0,74.35,18.88,-34.97,24.735,-34.915,1880.0,1200.0,986.5,2570.0,298.0,748.5,0.0,0.0,0.0,12.0,0.55,13514600.0,158.5,9445598.5,7966110.0,1253958.5,2.53,525472.5,0.416,4.809,32.25,67922492.5,36.05,32.8,5.127908423554955e+22,3.32391161169707e+17,25,3.3
C_unre010_k150d_f000,C,16,0.0625,random,0.052,25.0,unreal,10.0,1,tv,1.5,demand,0.0,0,0,0.92,30,22.755,21.53,23.87,-34.36,-38.28,0.641,0.582,22.755,-34.36,0.641,1.284,801.0,36.9,46.7,37.58,-10.885,11.727,15.0,73.51,21.06,-33.775,24.11,-34.095,1880.0,824.0,246.0,1679.5,1246.5,801.0,105.5,2856.5,4.865,85.5,3.945,77649932.0,0.0,12033675.0,10525115.5,1298500.5,2.956,652381.5,0.469,6.501,36.2,55358762.0,47.05,28.75,7.126234616392704e+22,3.323863679862047e+17,11,7.7
C_unre010_k000m_f025,C,16,0.0625,random,0.052,25.0,unreal,10.0,1,tv,0.0,month,0.25,0,0,0.92,30,21.875,20.66,23.46,-35.2,-37.41,0.631,0.559,21.875,-35.2,0.631,1.227,812.0,37.4,47.1,37.225,-10.88,11.65,15.0,74.8,19.78,-33.14,23.935,-35.2,1880.0,1110.0,831.0,2423.0,481.0,812.0,100.0,2837.5,4.61,0.0,0.0,0.0,153.0,9631800.0,7933703.0,1793237.0,2.765,573788.5,0.414,5.434,32.9,79812276.0,42.8,42.8,1.5905745609952707e+23,7.593594950621594e+17,9,6.7
C_unre010_k150d_f025,C,16,0.0625,random,0.052,25.0,unreal,10.0,1,tv,1.5,demand,0.25,0,0,0.92,30,22.545,21.66,23.61,-36.0,-38.09,0.625,0.57,22.545,-36.0,0.625,1.256,831.0,38.35,47.05,37.505,-10.925,11.876,15.0,74.93,20.8,-35.3,24.525,-35.91,1880.0,1321.5,1204.0,2818.5,75.0,831.0,106.0,2824.5,4.89,58.0,2.67,53190266.0,119.0,11129614.5,9489739.0,1516743.5,2.907,602516.5,0.464,5.723,35.1,62698053.5,41.45,29.7,9.793462537557276e+23,3.27075297327317e+18,3,7.8
X_max3_unre_m010,X,16,0.0625,random,0.052,25.0,unreal,10.0,3,tv,0.0,month,0.0,0,0,0.92,30,22.345,20.61,23.97,-37.29,-37.29,0.599,0.553,22.345,-37.29,0.599,1.252,746.0,34.4,47.55,37.805,-10.735,12.355,15.0,73.19,20.485,-31.79,24.255,-37.29,1880.0,521.0,84.0,1019.5,1945.5,746.0,94.0,2965.0,4.33,0.0,0.0,0.0,0.0,10121235.5,8605039.5,1549354.0,2.74,619555.0,0.476,6.276,35.65,86937054.0,42.25,42.25,4.967222691010152e+22,2.4655543230529536e+17,28,7.1
X_entrs_unre_m010,X,16,0.0625,random,0.052,25.0,unreal,10.0,1,rs,0.0,month,0.0,0,0,0.92,30,22.725,21.34,23.48,-31.78,-31.78,0.715,0.671,22.725,-31.78,0.715,1.265,744.0,34.3,47.2,38.705,-10.88,12.578,15.0,73.31,20.36,-31.78,25.185,-31.015,1880.0,513.5,84.0,1008.0,1965.0,744.0,97.0,2911.5,4.47,0.0,0.0,0.0,0.0,10896547.0,9282851.0,1546183.0,2.777,661245.0,0.5,7.168,37.35,92971606.5,42.95,42.95,8.213752370231082e+22,3.3016901381023334e+17,17,7.1
X_entage_unre_m010,X,16,0.0625,random,0.052,25.0,unreal,10.0,1,age,0.0,month,0.0,0,0,0.92,30,22.835,21.57,23.63,-37.285,-37.35,0.611,0.577,22.835,-37.285,0.611,1.264,745.0,34.35,47.05,39.115,-10.905,12.552,15.0,73.38,20.28,-31.77,25.395,-37.285,1880.0,500.5,84.0,976.0,1994.0,745.0,95.0,2913.5,4.38,0.0,0.0,0.0,0.0,11256086.5,9569127.5,1844788.0,2.757,600101.5,0.477,6.77,36.55,94992637.0,45.35,45.35,6.064696327364776e+22,2.3590684257891123e+17,27,7.4
X_entrs_unre_m005,X,16,0.0625,random,0.052,25.0,unreal,5.0,1,rs,0.0,month,0.0,0,0,0.92,30,20.235,19.22,21.23,-33.36,-35.19,0.607,0.56,20.235,-33.36,0.607,1.125,868.0,40.05,40.3,36.665,-9.01,9.426,16.0,72.885,19.78,-32.55,20.805,-33.36,1880.0,447.0,21.0,886.0,2094.5,868.0,226.0,2815.0,10.425,0.0,0.0,0.0,0.0,8621584.5,7725253.5,949746.5,3.312,676658.5,0.494,5.756,37.1,60005786.5,47.95,47.95,3.6679755181607354e+19,299549398663168.0,21,7.0
X_entrs_unre_m007,X,16,0.0625,random,0.052,25.0,unreal,7.5,1,rs,0.0,month,0.0,0,0,0.92,30,21.82,21.02,22.7,-32.13,-32.13,0.679,0.654,21.82,-32.13,0.679,1.207,779.0,35.9,45.55,37.195,-10.155,11.332,16.0,73.115,21.52,-32.13,21.99,-31.72,1880.0,470.5,36.0,931.5,2054.0,779.0,142.0,2876.0,6.55,0.0,0.0,0.0,0.0,9862355.5,8340075.5,1658815.5,2.898,742919.0,0.543,6.312,39.9,79006810.0,41.7,41.7,1.3967840497845695e+22,1.0010916361443738e+17,30,7.1
X_entrs_unre_m012,X,16,0.0625,random,0.052,25.0,unreal,12.5,1,rs,0.0,month,0.0,0,0,0.92,30,21.485,20.05,22.43,-33.26,-36.21,0.638,0.554,21.485,-33.26,0.638,1.222,712.0,32.8,47.95,38.01,-11.3,12.464,16.0,73.14,18.84,-31.78,24.18,-33.26,1880.0,520.5,93.0,1030.5,1932.5,712.0,54.5,2930.0,2.515,0.0,0.0,0.0,0.0,9201543.5,7844657.5,1231614.5,2.569,551528.0,0.421,5.546,32.9,74519733.5,38.6,38.6,5.410505387670277e+21,2.549115703525376e+16,5,6.8
X_entrs_unre_m015,X,16,0.0625,random,0.052,25.0,unreal,15.0,1,rs,0.0,month,0.0,0,0,0.92,30,20.33,19.3,21.25,-35.06,-37.23,0.575,0.519,20.33,-35.06,0.575,1.151,700.0,32.3,47.95,36.63,-11.265,11.778,16.0,72.99,18.2,-32.965,22.14,-35.06,1880.0,481.5,41.0,982.5,1959.0,700.0,22.0,2929.0,1.01,0.0,0.0,0.0,0.0,7210368.5,6314698.5,862423.0,2.481,519596.0,0.394,4.232,29.8,59861720.0,37.9,37.9,2.2407922069553965e+20,1741458847563776.0,5,6.7
X_entrs_unre_m020,X,16,0.0625,random,0.052,25.0,unreal,20.0,1,rs,0.0,month,0.0,0,0,0.92,30,20.935,20.02,21.43,-35.16,-36.92,0.599,0.542,20.935,-35.16,0.599,1.189,683.5,31.5,49.2,36.935,-11.48,12.36,14.0,72.885,18.98,-32.61,22.89,-35.16,1880.0,470.0,41.0,976.5,1963.5,683.5,5.0,2937.0,0.23,0.0,0.0,0.0,0.0,8449389.0,7483863.0,966258.5,2.428,537658.0,0.407,4.681,32.35,67279164.5,35.35,35.35,1.3388895588135312e+21,1.2047953422188544e+16,11,6.7
X_max2_unre_m010,X,16,0.0625,random,0.052,25.0,unreal,10.0,2,tv,0.0,month,0.0,0,0,0.92,30,22.345,20.61,23.97,-37.29,-37.29,0.599,0.553,22.345,-37.29,0.599,1.252,746.0,34.4,47.55,37.805,-10.735,12.355,15.0,73.19,20.485,-31.79,24.255,-37.29,1880.0,521.0,84.0,1019.5,1945.5,746.0,94.0,2964.0,4.33,0.0,0.0,0.0,0.0,10121235.5,8605039.5,1549354.0,2.74,619555.0,0.476,6.276,35.65,86937054.0,42.25,42.25,4.967222691010152e+22,2.4655543230529536e+17,28,6.7
