label,axis,slots,slot_pct,select,idle,cost_bps,rot_score,rot_margin,rot_max_per_day,rot_entrant,trim_mult,trim_when,min_fill_frac,rot_sell_only,hard_stop,hard_stop_pct,seeds,seedbase,cagr_med,cagr_min,cagr_max,maxdd_med,maxdd_worst,calmar_med,calmar_min,cagr_med,maxdd_med,calmar_med,sharpe_med,trades_med,trades_per_yr_med,win_rate_med,avg_win_med,avg_loss_med,expectancy_med,max_loss_streak_med,invested_pct_med,w1_cagr_med,w1_dd_med,w2_cagr_med,w2_dd_med,days_signal_med,days_bind_med,days_full_med,turned_away_med,cash_refused_med,entries_taken_med,swaps_med,swap_attempts_med,swaps_per_yr_med,trims_med,trims_per_yr_med,trim_notional_med,partial_fills_med,tax_paid_med,tax_st_med,tax_lt_med,turnover_x_med,pos_rs_med_med,cap_pct_med_med,cap_pct_p95_med,cap_over1pct_med,profit_total_med,top10_share_med,top10_share_all_med,mult_all_med,mult_drop10_med,med_seed,secs
X_entrs_unre_m075,SEL_PLAT,16,0.0625,random,0.052,25.0,unreal,7.5,1,rs,0.0,month,0.0,0,0,0.92,30,1000,21.93,21.11,22.67,-32.13,-32.13,0.683,0.657,21.93,-32.13,0.683,1.211,777.0,35.8,45.5,37.34,-10.125,11.404,16.0,73.125,21.52,-32.13,22.22,-31.73,1880.0,467.0,36.0,918.5,2066.0,777.0,141.0,2880.0,6.5,0.0,0.0,0.0,0.0,10215680.5,8537041.5,1654691.5,2.869,742712.0,0.543,6.457,40.0,80618622.0,42.4,42.4,2.1109001957433347e+22,1.8469513001015706e+17,1013,5.8
X_entrs_unre_m125,SEL_PLAT,16,0.0625,random,0.052,25.0,unreal,12.5,1,rs,0.0,month,0.0,0,0,0.92,30,1000,21.71,20.99,23.0,-33.26,-36.21,0.645,0.591,21.71,-33.26,0.645,1.226,710.0,32.7,48.0,38.335,-11.275,12.539,16.0,73.185,18.84,-31.78,24.65,-33.26,1880.0,517.5,93.0,1024.0,1940.0,710.0,53.0,2933.0,2.44,0.0,0.0,0.0,0.0,9087650.5,7644215.0,1253113.5,2.557,549505.5,0.421,5.44,32.85,76882079.5,39.7,39.7,6.67984846108186e+21,2.857120478475059e+16,1019,5.3
