label,axis,slots,slot_pct,select,idle,cost_bps,rot_score,rot_margin,rot_max_per_day,rot_entrant,trim_mult,trim_when,min_fill_frac,rot_sell_only,hard_stop,hard_stop_pct,seed,cagr,maxdd,calmar,sharpe,trades,trades_per_yr,win_rate,avg_win,avg_loss,expectancy,max_loss_streak,invested_pct,w1_cagr,w1_dd,w2_cagr,w2_dd,days_signal,days_bind,days_full,turned_away,cash_refused,entries_taken,swaps,swap_attempts,swaps_per_yr,trims,trims_per_yr,trim_notional,partial_fills,tax_paid,tax_st,tax_lt,turnover_x,pos_rs_med,cap_pct_med,cap_pct_p95,cap_over1pct,profit_total,top10_share,top10_share_all,mult_all,mult_drop10
BASE_rand_b40,BASE,16,0.0625,random,0.052,40.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,1001,20.15,-37.53,0.537,1.146,687,31.7,48.2,37.28,-11.75,11.871,14,72.73,18.56,-32.75,21.68,-37.53,1880,456,41,946,1986,687,0,0,0.0,0,0.0,0.0,0,7.700553e+06,6.803226e+06,897327.0,2.472,507363.0,0.413,4.196,31.7,58459082.0,36.1,36.1,6.942415813628815e+19,659670066790400.0
BASE_rand_b40,BASE,16,0.0625,random,0.052,40.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,1002,19.71,-33.13,0.595,1.133,690,31.8,48.6,36.38,-11.75,11.614,14,72.82,18.6,-32.74,20.72,-33.13,1880,463,41,941,1988,690,0,0,0.0,0,0.0,0.0,0,7.386052e+06,6.441393e+06,944659.0,2.511,538532.0,0.429,4.735,33.0,53973524.0,37.9,37.9,2.8179708963712926e+19,267764417691648.0
BASE_rand_b40,BASE,16,0.0625,random,0.052,40.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,1003,19.9,-33.15,0.6,1.144,680,31.4,48.5,36.9,-11.71,11.88,14,72.87,18.74,-32.69,20.97,-33.15,1880,479,41,995,1944,680,0,0,0.0,0,0.0,0.0,0,7.035344e+06,6.111179e+06,924165.0,2.403,540647.0,0.39,4.578,31.5,55427428.0,36.5,36.5,6.298401506719485e+19,598476714934272.0
BASE_rand_b40,BASE,16,0.0625,random,0.052,40.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,1004,20.65,-35.48,0.582,1.176,689,31.8,48.5,37.4,-11.72,12.088,14,72.91,18.74,-32.69,22.51,-35.48,1880,471,41,963,1967,689,0,0,0.0,0,0.0,0.0,0,8.242406e+06,7.320955e+06,921450.0,2.475,514290.0,0.408,4.371,31.6,63958866.0,35.2,35.2,2.9887171356811854e+20,2839889552867328.0
BASE_rand_b40,BASE,16,0.0625,random,0.052,40.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,1005,20.34,-32.75,0.621,1.162,679,31.3,48.5,37.38,-11.68,12.094,14,72.92,18.56,-32.75,22.05,-32.73,1880,453,41,931,2009,679,0,0,0.0,0,0.0,0.0,0,7.174208e+06,6.272104e+06,902104.0,2.392,516407.0,0.405,4.388,31.8,59783629.0,39.9,39.9,9.804747166329707e+19,759648114180096.0
BASE_rand_b40,BASE,16,0.0625,random,0.052,40.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,1006,20.96,-36.56,0.573,1.185,683,31.5,48.9,37.54,-11.7,12.379,14,72.74,18.53,-32.75,23.37,-36.56,1880,458,41,940,1996,683,0,0,0.0,0,0.0,0.0,0,7.954066e+06,7.055639e+06,898427.0,2.422,505065.0,0.399,4.32,31.6,66996079.0,39.4,39.4,5.4871094359007796e+20,4251279157100544.0
BASE_rand_b40,BASE,16,0.0625,random,0.052,40.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,1007,20.44,-36.56,0.559,1.168,683,31.5,48.3,37.66,-11.7,12.145,14,72.89,18.56,-32.75,22.27,-36.56,1880,467,41,958,1978,683,0,0,0.0,0,0.0,0.0,0,7.330315e+06,6.420614e+06,909701.0,2.435,507278.0,0.415,4.26,31.6,61020426.0,40.5,40.5,1.3908688390752462e+20,1077611925078016.0
BASE_rand_b40,BASE,16,0.0625,random,0.052,40.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,1008,20.35,-32.75,0.621,1.166,687,31.7,48.0,37.78,-11.83,12.003,14,72.94,18.56,-32.75,22.08,-32.73,1880,475,41,1006,1926,687,0,0,0.0,0,0.0,0.0,0,7.156718e+06,6.210831e+06,945888.0,2.466,519951.0,0.419,4.444,32.8,59898614.0,41.2,41.2,6.953378824167044e+19,538731706580992.0
BASE_rand_b40,BASE,16,0.0625,random,0.052,40.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,1009,19.74,-35.48,0.556,1.135,690,31.8,47.8,37.13,-11.77,11.616,14,72.96,18.78,-32.69,20.6,-35.48,1880,470,41,963,1966,690,0,0,0.0,0,0.0,0.0,0,6.808733e+06,5.894615e+06,914118.0,2.478,517786.0,0.422,4.454,32.3,53756009.0,37.3,37.3,1.946040143554229e+19,184913491918848.0
BASE_rand_b40,BASE,16,0.0625,random,0.052,40.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,1010,19.94,-33.16,0.601,1.143,688,31.7,49.0,36.27,-11.83,11.732,14,72.95,18.78,-32.69,21.02,-33.16,1880,463,41,973,1958,688,0,0,0.0,0,0.0,0.0,0,7.036364e+06,6.112643e+06,923721.0,2.488,531023.0,0.413,4.552,32.6,55828159.0,35.9,35.9,5.4865612633836356e+19,521334606004224.0
BASE_rand_b40,BASE,16,0.0625,random,0.052,40.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,1011,19.14,-37.53,0.51,1.103,698,32.2,47.1,37.07,-11.85,11.207,14,72.66,18.56,-32.75,19.61,-37.53,1880,461,41,947,1974,698,0,0,0.0,0,0.0,0.0,0,6.55211e+06,5.661483e+06,890627.0,2.533,509384.0,0.409,4.302,30.2,48392777.0,39.4,39.4,2.695644620271911e+18,25614090240000.0
BASE_rand_b40,BASE,16,0.0625,random,0.052,40.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,1012,20.26,-36.53,0.555,1.158,688,31.7,48.3,37.32,-11.72,11.945,14,72.71,18.56,-32.74,21.9,-36.53,1880,460,41,941,1990,688,0,0,0.0,0,0.0,0.0,0,7.1307e+06,6.259464e+06,871236.0,2.455,507322.0,0.371,3.939,30.1,58998756.0,39.9,39.9,8.397962500618217e+19,650654259347456.0
BASE_rand_b40,BASE,16,0.0625,random,0.052,40.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,1013,19.67,-35.48,0.554,1.138,698,32.2,48.1,36.51,-11.84,11.434,14,73.0,18.77,-32.69,20.48,-35.48,1880,473,53,968,1953,698,0,0,0.0,0,0.0,0.0,0,7.048664e+06,6.125304e+06,923359.0,2.534,519246.0,0.405,4.375,31.5,53402037.0,37.9,37.9,1.499337816198139e+19,142467554869248.0
BASE_rand_b40,BASE,16,0.0625,random,0.052,40.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,1014,20.32,-35.48,0.573,1.164,685,31.6,48.2,37.38,-11.64,11.975,14,72.94,18.8,-32.69,21.76,-35.48,1880,472,53,951,1983,685,0,0,0.0,0,0.0,0.0,0,7.642324e+06,6.717892e+06,924432.0,2.446,517081.0,0.414,4.361,32.3,59999866.0,36.0,36.0,1.16029764433248e+20,1102517500903424.0
