label,axis,slots,slot_pct,select,idle,cost_bps,rot_score,rot_margin,rot_max_per_day,rot_entrant,trim_mult,trim_when,min_fill_frac,rot_sell_only,hard_stop,hard_stop_pct,seeds,seedbase,cagr_med,cagr_min,cagr_max,maxdd_med,maxdd_worst,calmar_med,calmar_min,cagr_med,maxdd_med,calmar_med,sharpe_med,trades_med,trades_per_yr_med,win_rate_med,avg_win_med,avg_loss_med,expectancy_med,max_loss_streak_med,invested_pct_med,w1_cagr_med,w1_dd_med,w2_cagr_med,w2_dd_med,days_signal_med,days_bind_med,days_full_med,turned_away_med,cash_refused_med,entries_taken_med,swaps_med,swap_attempts_med,swaps_per_yr_med,trims_med,trims_per_yr_med,trim_notional_med,partial_fills_med,tax_paid_med,tax_st_med,tax_lt_med,turnover_x_med,pos_rs_med_med,cap_pct_med_med,cap_pct_p95_med,cap_over1pct_med,profit_total_med,top10_share_med,top10_share_all_med,mult_all_med,mult_drop10_med,med_seed,secs
BASE_rand,BASE,16,0.0625,random,0.052,25.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,30,0,20.975,20.01,21.72,-34.045,-36.92,0.613,0.556,20.975,-34.045,0.613,1.192,689.0,31.8,49.1,37.18,-11.595,12.268,14.0,72.91,19.025,-32.615,22.85,-33.98,1880.0,472.0,41.0,978.5,1953.0,689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8466719.5,7461325.0,1001508.0,2.479,548749.0,0.429,4.772,33.1,67504935.5,36.8,36.8,8.850774110402416e+20,8141952323158016.0,16,2.9
A_unre_m010,SEL,16,0.0625,random,0.052,25.0,unreal,10.0,1,tv,0.0,month,0.0,0,0,0.92,30,0,22.685,21.7,23.56,-33.52,-36.73,0.673,0.599,22.685,-33.52,0.673,1.261,743.0,34.3,47.9,37.94,-10.705,12.581,15.0,73.16,20.485,-31.79,24.835,-33.52,1880.0,526.5,84.0,1022.0,1947.5,743.0,92.0,2913.0,4.24,0.0,0.0,0.0,0.0,11018798.5,9205629.5,1589300.5,2.74,634063.0,0.484,6.469,35.7,91965776.0,42.1,42.1,1.1272966532310567e+23,4.409683467294474e+17,10,6.4
X_entrs_unre_m010,SEL,16,0.0625,random,0.052,25.0,unreal,10.0,1,rs,0.0,month,0.0,0,0,0.92,30,0,22.725,21.34,23.48,-31.78,-31.78,0.715,0.671,22.725,-31.78,0.715,1.265,744.0,34.3,47.2,38.705,-10.88,12.578,15.0,73.31,20.36,-31.78,25.185,-31.015,1880.0,513.5,84.0,1008.0,1965.0,744.0,97.0,2911.5,4.47,0.0,0.0,0.0,0.0,10896547.0,9282851.0,1546183.0,2.777,661245.0,0.5,7.168,37.35,92971606.5,42.95,42.95,8.213752370231082e+22,3.3016901381023334e+17,17,6.1
X_entage_unre_m010,SEL,16,0.0625,random,0.052,25.0,unreal,10.0,1,age,0.0,month,0.0,0,0,0.92,30,0,22.835,21.57,23.63,-37.285,-37.35,0.611,0.577,22.835,-37.285,0.611,1.264,745.0,34.35,47.05,39.115,-10.905,12.552,15.0,73.38,20.28,-31.77,25.395,-37.285,1880.0,500.5,84.0,976.0,1994.0,745.0,95.0,2913.5,4.38,0.0,0.0,0.0,0.0,11256086.5,9569127.5,1844788.0,2.757,600101.5,0.477,6.77,36.55,94992637.0,45.35,45.35,6.064696327364776e+22,2.3590684257891123e+17,27,6.2
A_null_p003,NULL,16,0.0625,random,0.052,25.0,rand,0.03,1,tv,0.0,month,0.0,0,0,0.92,30,0,20.385,18.48,23.07,-35.745,-39.68,0.569,0.493,20.385,-35.745,0.569,1.156,772.0,35.6,48.6,34.255,-11.525,10.743,14.5,72.8,18.57,-33.225,22.09,-35.665,1880.0,542.0,58.0,1134.0,1803.0,772.0,86.0,2833.0,3.965,0.0,0.0,0.0,0.0,8042595.0,7343455.0,714481.0,2.893,550790.5,0.448,4.964,33.5,60943029.5,40.2,40.2,1.2753528280471464e+20,892657379311616.0,29,4.7
