label,axis,slots,slot_pct,select,idle,cost_bps,rot_score,rot_margin,rot_max_per_day,rot_entrant,trim_mult,trim_when,min_fill_frac,rot_sell_only,hard_stop,hard_stop_pct,seed,cagr,maxdd,calmar,sharpe,trades,trades_per_yr,win_rate,avg_win,avg_loss,expectancy,max_loss_streak,invested_pct,w1_cagr,w1_dd,w2_cagr,w2_dd,days_signal,days_bind,days_full,turned_away,cash_refused,entries_taken,swaps,swap_attempts,swaps_per_yr,trims,trims_per_yr,trim_notional,partial_fills,tax_paid,tax_st,tax_lt,turnover_x,pos_rs_med,cap_pct_med,cap_pct_p95,cap_over1pct,profit_total,top10_share,top10_share_all,mult_all,mult_drop10
BASE_rand,BASE,16,0.0625,random,0.052,25.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,1001,20.84,-36.92,0.564,1.181,690,31.8,48.7,37.28,-11.63,12.187,14,72.74,18.95,-32.65,22.68,-36.92,1880,463,41,983,1946,690,0,0,0.0,0,0.0,0.0,0,8.507397e+06,7.544011e+06,963387.0,2.504,531813.0,0.425,4.933,33.0,66180516.0,35.5,35.5,6.171519008366228e+20,5690896628580352.0
BASE_rand,BASE,16,0.0625,random,0.052,25.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,1002,20.95,-32.64,0.642,1.193,686,31.6,48.7,37.64,-11.62,12.361,14,72.88,18.99,-32.64,22.87,-32.51,1880,461,41,936,1997,686,0,0,0.0,0,0.0,0.0,0,8.15323e+06,7.135378e+06,1.017851e+06,2.481,566788.0,0.432,5.145,33.5,67087883.0,40.6,40.6,6.601339038365259e+20,4963408088662016.0
BASE_rand,BASE,16,0.0625,random,0.052,25.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,1003,21.42,-35.93,0.596,1.209,690,31.8,49.3,37.61,-11.76,12.569,14,72.82,19.12,-32.59,23.69,-35.93,1880,472,41,996,1933,690,0,0,0.0,0,0.0,0.0,0,8.766165e+06,7.78883e+06,977335.0,2.491,544739.0,0.419,4.917,33.0,73049229.0,39.7,39.7,2.788882779696804e+21,2.0969011739099136e+16
BASE_rand,BASE,16,0.0625,random,0.052,25.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,1004,21.16,-35.44,0.597,1.197,692,31.9,48.7,37.6,-11.62,12.35,14,72.98,19.12,-32.59,23.16,-35.44,1880,467,41,991,1936,692,0,0,0.0,0,0.0,0.0,0,8.325464e+06,7.329172e+06,996292.0,2.495,548862.0,0.43,4.699,32.5,69638517.0,40.3,40.3,9.967720650079595e+20,7494510162477056.0
BASE_rand,BASE,16,0.0625,random,0.052,25.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,1005,21.38,-32.65,0.655,1.217,682,31.4,49.4,37.18,-11.44,12.582,14,72.91,18.95,-32.65,23.79,-32.51,1880,462,41,938,1999,682,0,0,0.0,0,0.0,0.0,0,8.7391e+06,7.711014e+06,1.028086e+06,2.44,546940.0,0.437,4.731,33.9,72579130.0,40.1,40.1,2.5351730576388407e+21,1.9061457849155584e+16
BASE_rand,BASE,16,0.0625,random,0.052,25.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,1006,21.22,-32.65,0.65,1.2,683,31.5,49.2,37.58,-11.68,12.553,14,72.83,18.9,-32.65,23.51,-32.51,1880,463,41,935,2001,683,0,0,0.0,0,0.0,0.0,0,8.415161e+06,7.439038e+06,976123.0,2.43,559453.0,0.401,4.852,32.2,70398726.0,39.3,39.3,1.8562986202216635e+21,1.3957114703642624e+16
BASE_rand,BASE,16,0.0625,random,0.052,25.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,1007,20.92,-32.65,0.641,1.189,687,31.7,48.9,37.32,-11.65,12.3,14,72.94,18.95,-32.65,22.84,-32.51,1880,476,41,1009,1923,687,0,0,0.0,0,0.0,0.0,0,8.535365e+06,7.520405e+06,1.014959e+06,2.5,563748.0,0.434,4.92,33.6,67062000.0,35.8,35.8,9.701329213683422e+20,8945813971533824.0
BASE_rand,BASE,16,0.0625,random,0.052,25.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,1008,20.43,-32.65,0.626,1.169,691,31.9,49.1,36.42,-11.61,11.954,14,72.91,18.95,-32.65,21.83,-32.51,1880,481,41,1008,1920,691,0,0,0.0,0,0.0,0.0,0,7.798749e+06,6.801928e+06,996822.0,2.503,549570.0,0.423,4.683,33.0,61186650.0,36.9,36.9,2.2323344116708226e+20,2058483872563200.0
BASE_rand,BASE,16,0.0625,random,0.052,25.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,1009,20.97,-36.93,0.568,1.183,688,31.7,49.0,37.12,-11.58,12.276,14,72.72,19.06,-32.59,22.82,-36.93,1880,464,41,943,1988,688,0,0,0.0,0,0.0,0.0,0,8.764953e+06,7.796116e+06,968836.0,2.481,538092.0,0.435,4.542,33.7,67826940.0,35.5,35.5,9.975038999474072e+20,9198200745361408.0
BASE_rand,BASE,16,0.0625,random,0.052,25.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,1010,20.57,-35.93,0.573,1.171,685,31.6,49.2,36.59,-11.56,12.124,14,72.86,19.06,-32.59,22.01,-35.93,1880,479,41,975,1959,685,0,0,0.0,0,0.0,0.0,0,8.033482e+06,7.08132e+06,952161.0,2.447,540072.0,0.412,4.676,33.3,62937461.0,35.7,35.7,4.8112978684426794e+20,4436604043132928.0
BASE_rand,BASE,16,0.0625,random,0.052,25.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,1011,20.12,-36.92,0.545,1.147,698,32.2,48.0,37.17,-11.77,11.719,14,72.69,18.95,-32.65,21.21,-36.92,1880,472,41,969,1952,698,0,0,0.0,0,0.0,0.0,0,7.19049e+06,6.234292e+06,956197.0,2.534,533156.0,0.423,4.845,32.2,57595096.0,37.7,37.7,5.448495731025379e+19,502417992974336.0
BASE_rand,BASE,16,0.0625,random,0.052,25.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,1012,20.86,-32.64,0.639,1.19,685,31.6,49.5,36.6,-11.57,12.267,14,72.92,18.94,-32.64,22.71,-32.51,1880,469,41,957,1977,685,0,0,0.0,0,0.0,0.0,0,8.432372e+06,7.459476e+06,972896.0,2.469,548227.0,0.42,4.712,33.3,66346201.0,34.5,34.5,1.1128321495738551e+21,1.0261663638880256e+16
BASE_rand,BASE,16,0.0625,random,0.052,25.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,1013,20.89,-35.44,0.589,1.19,693,32.0,48.9,36.88,-11.53,12.155,14,72.96,19.16,-32.58,22.55,-35.44,1880,485,53,1030,1896,693,0,0,0.0,0,0.0,0.0,0,8.583813e+06,7.59042e+06,993392.0,2.513,550950.0,0.426,4.634,32.9,66804695.0,35.7,35.7,8.635912649836383e+20,7963347181895680.0
BASE_rand,BASE,16,0.0625,random,0.052,25.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,1014,20.9,-32.58,0.641,1.194,688,31.7,49.6,36.76,-11.76,12.288,14,72.86,19.1,-32.58,22.64,-32.07,1880,479,53,984,1947,688,0,0,0.0,0,0.0,0.0,0,8.546195e+06,7.542122e+06,1.004074e+06,2.478,558581.0,0.426,5.263,33.0,66840888.0,35.6,35.6,1.0147585974947472e+21,9357299218907136.0
BASE_rand,BASE,16,0.0625,random,0.052,25.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,1015,21.17,-35.44,0.597,1.197,689,31.8,48.5,37.77,-11.48,12.394,14,72.95,18.95,-32.65,23.36,-35.44,1880,466,41,964,1966,689,0,0,0.0,0,0.0,0.0,0,8.41322e+06,7.432196e+06,981024.0,2.478,539432.0,0.426,4.627,33.2,69803607.0,39.9,39.9,1.07876347392396e+21,8111015136854016.0
BASE_rand,BASE,16,0.0625,random,0.052,25.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,1016,21.18,-37.69,0.562,1.201,692,31.9,48.7,37.69,-11.67,12.365,14,72.88,19.16,-32.58,23.15,-37.69,1880,474,53,974,1953,692,0,0,0.0,0,0.0,0.0,0,8.348703e+06,7.387669e+06,961034.0,2.487,541260.0,0.43,4.719,33.2,69874973.0,39.6,39.6,9.683732805514355e+20,7280991768936448.0
BASE_rand,BASE,16,0.0625,random,0.052,25.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,1017,20.78,-32.58,0.638,1.188,687,31.7,48.9,36.96,-11.49,12.206,14,72.88,19.1,-32.58,22.39,-32.07,1880,473,53,952,1980,687,0,0,0.0,0,0.0,0.0,0,7.686988e+06,6.700376e+06,986611.0,2.458,558534.0,0.426,4.325,32.6,64722602.0,40.2,40.2,5.1818230835352856e+20,3896102541590528.0
BASE_rand,BASE,16,0.0625,random,0.052,25.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,1018,20.97,-36.93,0.568,1.186,689,31.8,48.3,37.86,-11.61,12.298,14,72.78,19.06,-32.59,22.81,-36.93,1880,465,41,975,1955,689,0,0,0.0,0,0.0,0.0,0,8.020448e+06,7.061552e+06,958896.0,2.458,538183.0,0.434,4.572,33.1,67146430.0,40.3,40.3,4.9683355726993215e+20,3735588071014400.0
BASE_rand,BASE,16,0.0625,random,0.052,25.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,1019,20.97,-32.64,0.642,1.19,691,31.9,48.8,37.27,-11.58,12.244,14,72.88,18.99,-32.64,22.9,-32.52,1880,482,41,1014,1914,691,0,0,0.0,0,0.0,0.0,0,8.418855e+06,7.418544e+06,1.000311e+06,2.523,552802.0,0.439,5.13,33.7,67511201.0,36.7,36.7,8.644040239788904e+20,7970844584181760.0
BASE_rand,BASE,16,0.0625,random,0.052,25.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,1020,19.42,-36.0,0.539,1.124,694,32.0,48.1,36.43,-11.71,11.457,14,72.76,18.9,-32.65,19.82,-36.0,1880,463,41,943,1982,694,0,0,0.0,0,0.0,0.0,0,6.946964e+06,6.027355e+06,919609.0,2.487,526568.0,0.398,4.477,31.7,51053387.0,37.2,37.2,1.5027137567000625e+19,138568454373376.0
