label,start,end,entry,cadence,rank,slots,buffer,state,k,tv_floor,mask,mask_missing,exits,index_gate,gate_action,fill,cost_bps,tax,cash_yield,max_position_pct,n_paths,path_kind,cagr_gross,cagr_net,cagr_net_tax,cagr_net_tax_min,cagr_net_tax_max,cagr_net_tax_worstpath,maxdd,maxdd_worst,calmar,sharpe,trades_per_yr,win_rate,avg_win_pct,avg_loss_pct,expectancy_net_pct,max_losing_streak,turnover_x_nav_yr,avg_pct_invested,capacity_ratio,n_trades,final_x,yearly,retain,keep_n,tax_paid,tax_pct_nav_yr,avg_hold_days,pct_trades_ltcg,sells_rank,sells_state,sells_other,pct_sells_rank
PROOF_incumbent_y050,2018-08-01,2026-09-10,rebalance,monthly,rs,15,1.5,near,0.9,2.0,/home/arun/quantifyd/research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,26.8,24.59,21.19,17.44,23.26,17.44,-37.07,-43.08,0.58,0.77,61.4,46.3,27.87,-10.77,7.264,17,4.22,91.2,0.0069,498,4.75,"{""2018"": [-12.23, -18.73], ""2019"": [24.26, -16.2], ""2020"": [39.84, -33.38], ""2021"": [87.22, -13.98], ""2022"": [-19.06, -33.19], ""2023"": [59.36, -28.02], ""2024"": [35.95, -14.04], ""2025"": [-16.09, -34.91], ""2026"": [14.57, -34.42]}",strict,23,6886671.0,3.312,81.0,0.7,70,411,0,14.4
PROOF_incumbent_y052,2018-08-01,2026-09-10,rebalance,monthly,rs,15,1.5,near,0.9,2.0,/home/arun/quantifyd/research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,none,block_new,next_open,25.0,True,0.052,0.3,12,offset,26.99,24.63,21.39,17.03,23.18,17.03,-36.9,-43.0,0.58,0.77,61.6,46.0,27.83,-10.77,7.194,17,4.21,91.3,0.0071,499,4.82,"{""2018"": [-12.21, -18.73], ""2019"": [24.29, -16.18], ""2020"": [39.9, -33.39], ""2021"": [86.86, -13.88], ""2022"": [-19.04, -32.95], ""2023"": [58.86, -27.94], ""2024"": [36.03, -14.05], ""2025"": [-16.79, -34.93], ""2026"": [15.7, -34.43]}",strict,23,7033260.0,3.341,81.0,0.7,71,411,0,14.5
