label,axis,slots,slot_pct,select,idle,cost_bps,rot_score,rot_margin,rot_max_per_day,rot_entrant,trim_mult,trim_when,min_fill_frac,rot_sell_only,hard_stop,hard_stop_pct,seeds,seedbase,cagr_med,cagr_min,cagr_max,maxdd_med,maxdd_worst,calmar_med,calmar_min,cagr_med,maxdd_med,calmar_med,sharpe_med,trades_med,trades_per_yr_med,win_rate_med,avg_win_med,avg_loss_med,expectancy_med,max_loss_streak_med,invested_pct_med,w1_cagr_med,w1_dd_med,w2_cagr_med,w2_dd_med,days_signal_med,days_bind_med,days_full_med,turned_away_med,cash_refused_med,entries_taken_med,swaps_med,swap_attempts_med,swaps_per_yr_med,trims_med,trims_per_yr_med,trim_notional_med,partial_fills_med,tax_paid_med,tax_st_med,tax_lt_med,turnover_x_med,pos_rs_med_med,cap_pct_med_med,cap_pct_p95_med,cap_over1pct_med,profit_total_med,top10_share_med,top10_share_all_med,mult_all_med,mult_drop10_med,med_seed,secs
BASE_rand_b40,BASE,16,0.0625,random,0.052,40.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,30,1000,20.3,19.14,20.96,-34.32,-37.55,0.589,0.51,20.3,-34.32,0.589,1.159,687.5,31.7,48.3,37.245,-11.74,11.934,14.0,72.865,18.74,-32.69,21.81,-34.32,1880.0,466.5,41.0,959.0,1974.5,687.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7305521.5,6384834.0,923540.0,2.469,518633.5,0.414,4.449,31.9,59391597.0,37.9,37.9,7.723391666061364e+19,664725780168704.0,1023,2.9
A_unre_m010_b40,SEL,16,0.0625,random,0.052,40.0,unreal,10.0,1,tv,0.0,month,0.0,0,0,0.92,30,1000,21.715,20.74,22.73,-34.1,-36.78,0.631,0.593,21.715,-34.1,0.631,1.227,741.0,34.2,47.25,37.66,-10.87,12.171,15.0,73.18,20.03,-31.89,23.38,-34.1,1880.0,525.5,84.0,1029.0,1942.0,741.0,94.0,2911.0,4.33,0.0,0.0,0.0,0.0,9408431.0,7960610.0,1305265.0,2.694,592298.0,0.443,5.599,34.4,77087172.5,40.1,40.1,9.75843570138341e+21,4.554602578758861e+16,1028,6.1
X_entrs_unre_m010_b40,SEL,16,0.0625,random,0.052,40.0,unreal,10.0,1,rs,0.0,month,0.0,0,0,0.92,30,1000,21.87,20.75,23.18,-31.88,-33.39,0.684,0.651,21.87,-31.88,0.684,1.231,744.5,34.35,46.75,38.725,-11.005,12.207,15.0,73.275,19.85,-31.88,24.125,-31.28,1880.0,508.5,84.0,993.5,1978.5,744.5,95.0,2915.0,4.38,0.0,0.0,0.0,0.0,9946245.0,8758197.0,1218345.0,2.778,618547.5,0.466,6.61,36.6,80051211.5,43.6,43.6,8.516308584207468e+21,4.833715538205082e+16,1001,6.4
X_entage_unre_m010_b40,SEL,16,0.0625,random,0.052,40.0,unreal,10.0,1,age,0.0,month,0.0,0,0,0.92,30,1000,21.65,19.83,22.69,-37.89,-38.46,0.569,0.523,21.65,-37.89,0.569,1.216,748.5,34.5,46.4,38.445,-11.04,11.991,15.0,73.245,19.82,-31.88,23.505,-37.89,1880.0,506.0,84.0,999.5,1967.0,748.5,97.0,2912.0,4.47,0.0,0.0,0.0,0.0,9516316.5,8128189.5,1405918.0,2.756,569189.0,0.454,6.123,34.65,76730210.0,45.25,45.25,3.405068658413356e+21,1.4896864285425664e+16,1011,6.3
