underlying,timeframe,atr_period,multiplier,label,n_trades,raw_n_flips,filter_rate,trades_per_month,avg_entry_lag_bars,avg_trend_bars,avg_trend_cal_days,median_trend_cal_days,pct_in_market,pct_bars_long,pct_bars_short,dominant_direction_pct,mean_mae_pts,mean_mfe_pts,mfe_mae_ratio,weekly_alignment_pct,total_bars,calendar_days_span,passed_gates,score
NIFTY50,30min,50,5.0,NIFTY50_30min_p50_m5.0,77,83,0.07228915662650603,3.108338859416446,2.8846153846153846,65.28571428571429,8.479437229437229,6.041666666666667,0.9245907669670774,0.5401876034577893,0.3844031635092882,0.5401876034577893,149.14281655844172,494.9915330762987,3.3189096498143167,0.5974025974025974,5437,754,1,0.6259551858289145
NIFTY50,60min,50,4.0,NIFTY50_60min_p50_m4.0,69,76,0.09210526315789469,2.876969178082192,2.4285714285714284,45.18840579710145,9.033816425120774,6.041666666666667,0.9066589124745565,0.5370747310264612,0.36958418144809535,0.5370747310264612,169.28993999094203,535.2688235960145,3.1618466143035695,0.5942028985507246,3439,730,1,0.6165163631943482
NIFTY50,30min,30,5.0,NIFTY50_30min_p30_m5.0,78,83,0.06024096385542166,3.148706896551724,3.848101265822785,63.93589743589744,8.321314102564104,6.104166666666666,0.917233768622402,0.5206915578443995,0.39654221077800256,0.5206915578443995,139.7352263621796,486.1814352964744,3.479304739066592,0.6666666666666666,5437,754,1,0.6069840172611598
NIFTY50,30min,7,5.0,NIFTY50_30min_p7_m5.0,80,85,0.05882352941176472,3.2294429708222814,3.7037037037037037,62.6125,8.234114583333334,6.166666666666666,0.9212801177119735,0.4382931763840353,0.4829869413279382,0.4829869413279382,120.73749023437526,476.3112499999999,3.9450153309911107,0.625,5437,754,1,0.6003732412386165
NIFTY50,60min,10,5.0,NIFTY50_60min_p10_m5.0,52,58,0.10344827586206895,2.168150684931507,2.3773584905660377,60.26923076923077,12.386217948717947,9.9375,0.9113114277406222,0.43937191043908114,0.47193951730154116,0.47193951730154116,189.94535006009616,588.46826171875,3.098092485720585,0.8269230769230769,3439,730,1,0.5920084305726416
NIFTY50,30min,21,5.0,NIFTY50_30min_p21_m5.0,74,79,0.06329113924050633,2.9872347480106103,4.093333333333334,67.08108108108108,8.782657657657657,6.0625,0.9130034945742137,0.48703329041750965,0.42597020415670406,0.48703329041750965,142.20062816722975,514.5581239442569,3.6185362229140785,0.6216216216216216,5437,754,1,0.5777434171194985
NIFTY50,60min,7,3.5,NIFTY50_60min_p7_m3.5,75,84,0.1071428571428571,3.1271404109589045,2.1973684210526314,42.12,8.61888888888889,6.875,0.9185809828438499,0.4858970630997383,0.43268391974411163,0.4858970630997383,141.439375,520.7280208333333,3.681634062886189,0.5866666666666667,3439,730,1,0.5762746523656628
NIFTY50,60min,21,3.5,NIFTY50_60min_p21_m3.5,82,88,0.06818181818181823,3.419006849315069,2.9879518072289155,37.707317073170735,7.514227642276424,5.541666666666667,0.8990985751671998,0.533876126781041,0.36522244838615875,0.533876126781041,147.6774247332317,481.4433355564024,3.260101105000267,0.5365853658536586,3439,730,1,0.5707498377614082
NIFTY50,60min,30,3.5,NIFTY50_60min_p30_m3.5,82,94,0.12765957446808507,3.419006849315069,2.433734939759036,37.23170731707317,7.454776422764227,5.541666666666667,0.8877580692061646,0.5399825530677522,0.34777551613841234,0.5399825530677522,154.1372665777439,480.4603658536585,3.1170941104714833,0.5487804878048781,3439,730,1,0.5587548204354913
NIFTY50,30min,10,5.0,NIFTY50_30min_p10_m5.0,77,81,0.04938271604938271,3.108338859416446,3.782051282051282,65.24675324675324,8.582521645021645,6.1875,0.9240389920912268,0.4550303476181718,0.469008644473055,0.469008644473055,129.59285714285727,490.10519480519486,3.781884323029665,0.6493506493506493,5437,754,1,0.5579398307574193
NIFTY50,60min,10,4.0,NIFTY50_60min_p10_m4.0,69,74,0.06756756756756754,2.876969178082192,2.742857142857143,45.492753623188406,9.304347826086957,6.166666666666667,0.9127653387612679,0.48037220122128527,0.43239313753998254,0.48037220122128527,151.14574841485506,521.2274682971015,3.448508964118991,0.6231884057971014,3439,730,1,0.5533223946924591
NIFTY50,30min,50,4.0,NIFTY50_30min_p50_m4.0,105,121,0.1322314049586777,4.238643899204244,2.952830188679245,46.285714285714285,6.077182539682539,4.854166666666667,0.8938752988780577,0.5186683832996137,0.375206915578444,0.5186683832996137,115.6538058035716,411.0100148809522,3.553795848093565,0.47619047619047616,5437,754,1,0.5333875639087425
BANKNIFTY,60min,21,5.0,BANKNIFTY_60min_p21_m5.0,47,54,0.12962962962962965,1.9596746575342467,3.8333333333333335,62.42553191489362,12.741134751773048,11.0,0.8531549869148009,0.4710671706891538,0.38208781622564697,0.4710671706891538,530.2965425531914,1349.4299368351064,2.5446704410669465,0.7872340425531915,3439,730,1,0.5273365106941713
NIFTY50,30min,14,5.0,NIFTY50_30min_p14_m5.0,75,81,0.07407407407407407,3.0276027851458887,4.355263157894737,66.04,8.565555555555557,6.083333333333333,0.910980320029428,0.45760529703880815,0.4533750229906198,0.45760529703880815,136.3939791666667,504.88798958333336,3.701688246563913,0.6133333333333333,5437,754,1,0.5245810308523258
BANKNIFTY,60min,21,4.0,BANKNIFTY_60min_p21_m4.0,64,68,0.05882352941176472,2.668493150684932,3.046153846153846,48.9375,9.934244791666666,7.541666666666667,0.910729863332364,0.4972375690607735,0.41349229427159057,0.4972375690607735,460.58587646484375,1313.4654541015625,2.851727595693696,0.65625,3439,730,1,0.5157760120096607
NIFTY50,60min,10,3.0,NIFTY50_60min_p10_m3.0,97,110,0.11818181818181817,4.044434931506849,1.7244897959183674,32.134020618556704,6.5021477663230245,4.958333333333333,0.9063681302704274,0.5132305902878744,0.3931375399825531,0.5132305902878744,130.86861710695877,441.3310043492268,3.3723211424212383,0.4948453608247423,3439,730,1,0.5068591220712384
NIFTY50,60min,50,3.5,NIFTY50_60min_p50_m3.5,87,96,0.09375,3.627482876712329,2.022727272727273,35.47126436781609,7.064176245210729,4.875,0.8973538819424252,0.53416690898517,0.363186972957255,0.53416690898517,155.28461745689654,459.80805495689657,2.9610663469904144,0.4942528735632184,3439,730,1,0.506526778608591
NIFTY50,60min,7,4.0,NIFTY50_60min_p7_m4.0,68,74,0.08108108108108103,2.83527397260274,2.3043478260869565,46.35294117647059,9.409926470588237,7.020833333333334,0.9165455074149462,0.4611805757487642,0.455364931666182,0.4611805757487642,156.6705824908088,525.9772231158088,3.357217511760165,0.6323529411764706,3439,730,1,0.5037546395466943
BANKNIFTY,30min,50,3.0,BANKNIFTY_30min_p50_m3.0,145,159,0.08805031446540879,5.853365384615385,2.815068493150685,33.3448275862069,4.224137931034483,3.0625,0.8892771749126357,0.5381644289130035,0.35111274599963216,0.5381644289130035,234.33867456896556,828.4230549568965,3.535152942554912,0.30344827586206896,5437,754,1,0.5037143901724186
BANKNIFTY,60min,30,4.0,BANKNIFTY_60min_p30_m4.0,66,70,0.05714285714285716,2.7518835616438357,2.283582089552239,48.45454545454545,9.886994949494948,7.9375,0.9299214888048851,0.5071241640011631,0.422797324803722,0.5071241640011631,478.06516335227275,1270.8892637310605,2.6584017434346663,0.6818181818181818,3439,730,1,0.49935763512612774
BANKNIFTY,30min,30,3.0,BANKNIFTY_30min_p30_m3.0,148,163,0.09202453987730064,5.974469496021221,2.8053691275167787,32.75,4.097550675675675,3.052083333333333,0.8914842744160383,0.542210778002575,0.3492734964134633,0.542210778002575,234.31795819256757,807.5192303631757,3.4462541266237,0.30405405405405406,5437,754,1,0.4934371770343169
NIFTY50,30min,50,3.0,NIFTY50_30min_p50_m3.0,154,167,0.07784431137724546,6.216677718832892,2.458064516129032,31.545454545454547,4.039231601731602,2.916666666666667,0.893507448960824,0.5142541842928086,0.37925326466801546,0.5142541842928086,87.90877384334436,332.42857142857133,3.7815175538788353,0.3116883116883117,5437,754,1,0.48681728025156973
BANKNIFTY,60min,30,3.5,BANKNIFTY_60min_p30_m3.5,77,84,0.08333333333333337,3.2105308219178084,1.7820512820512822,41.0,8.152056277056278,6.083333333333333,0.9179994184355917,0.5251526606571678,0.392846757778424,0.5251526606571678,434.0409902597403,1167.8369013798701,2.6906143142863286,0.5454545454545454,3439,730,1,0.48253967357361793
BANKNIFTY,60min,50,3.5,BANKNIFTY_60min_p50_m3.5,77,84,0.08333333333333337,3.2105308219178084,2.1153846153846154,40.41558441558441,8.002705627705627,6.125,0.9049142192497819,0.5123582436754871,0.39255597557429484,0.5123582436754871,410.809862012987,1160.3583603896104,2.8245630586953334,0.5324675324675324,3439,730,1,0.4747134587904105
BANKNIFTY,60min,50,4.0,BANKNIFTY_60min_p50_m4.0,69,74,0.06756756756756754,2.876969178082192,2.1285714285714286,45.53623188405797,9.26268115942029,7.041666666666667,0.9136376853736551,0.5135213724920035,0.40011631288165167,0.5135213724920035,479.46688179347825,1214.7723052536232,2.5335895999942384,0.6231884057971014,3439,730,1,0.47217155858833015
BANKNIFTY,30min,50,3.5,BANKNIFTY_30min_p50_m3.5,116,131,0.1145038167938931,4.6826923076923075,2.700854700854701,41.956896551724135,5.2975933908045985,3.5625,0.8951627735883759,0.5315431304027957,0.36361964318558027,0.5315431304027957,298.44269935344846,944.6400794719826,3.1652309857753855,0.3706896551724138,5437,754,1,0.47081442788784883
NIFTY50,30min,21,3.0,NIFTY50_30min_p21_m3.0,152,169,0.10059171597633132,6.135941644562334,2.9411764705882355,31.519736842105264,3.9765625,3.0208333333333335,0.8811844767334928,0.50708111090675,0.3741033658267427,0.50708111090675,86.05229749177634,323.3368523848684,3.7574458998699987,0.3223684210526316,5437,754,1,0.4676828623410457
NIFTY50,30min,30,4.0,NIFTY50_30min_p30_m4.0,106,123,0.1382113821138211,4.279011936339523,2.878504672897196,45.84905660377358,6.029088050314466,4.8125,0.8938752988780577,0.5059775611550488,0.387897737723009,0.5059775611550488,121.12783018867944,400.6651053950471,3.3077873579584116,0.4716981132075472,5437,754,1,0.4658426503833025
NIFTY50,30min,30,3.5,NIFTY50_30min_p30_m3.5,130,143,0.09090909090909094,5.247844827586207,2.8702290076335877,37.5,4.864583333333334,4.010416666666666,0.896634173257311,0.5295199558580099,0.3671142173993011,0.5295199558580099,108.98078425480786,356.78460937499983,3.2738304446479494,0.3769230769230769,5437,754,1,0.46577855649520483
NIFTY50,60min,7,3.0,NIFTY50_60min_p7_m3.0,99,114,0.13157894736842102,4.127825342465754,2.19,31.151515151515152,6.289983164983165,4.875,0.8967723175341669,0.4873509741203838,0.40942134341378306,0.4873509741203838,123.77274700126263,431.1318852588384,3.4832537509605435,0.494949494949495,3439,730,1,0.4653312738920847
NIFTY50,60min,50,3.0,NIFTY50_60min_p50_m3.0,105,124,0.15322580645161288,4.377996575342466,1.5754716981132075,29.21904761904762,5.830952380952381,4.083333333333333,0.8921198022681012,0.5271881360860715,0.36493166618202966,0.5271881360860715,132.55,405.86432291666665,3.061971504463724,0.4095238095238095,3439,730,1,0.4629112572187925
BANKNIFTY,60min,21,3.5,BANKNIFTY_60min_p21_m3.5,79,84,0.059523809523809534,3.2939212328767127,1.55,40.51898734177215,8.04746835443038,5.166666666666667,0.9307938354172725,0.5274789182902007,0.40331491712707185,0.5274789182902007,441.45816851265823,1134.7310126582279,2.570415712277597,0.5063291139240507,3439,730,1,0.46252994523363344
BANKNIFTY,30min,50,5.0,BANKNIFTY_30min_p50_m5.0,79,85,0.07058823529411762,3.1890749336870026,3.35,63.139240506329116,8.171677215189874,6.0,0.917417693581019,0.510391760161854,0.407025933419165,0.510391760161854,416.8272844145573,1143.6316257911385,2.7436582693894263,0.5443037974683544,5437,754,1,0.46224356810520006
NIFTY50,60min,30,3.0,NIFTY50_60min_p30_m3.0,102,118,0.13559322033898302,4.25291095890411,2.0097087378640777,29.941176470588236,6.072303921568627,4.166666666666666,0.8880488514102937,0.5289328293108462,0.35911602209944754,0.5289328293108462,139.29656862745097,415.5407666973039,2.983137135335105,0.43137254901960786,3439,730,1,0.4617210861793718
BANKNIFTY,30min,14,3.5,BANKNIFTY_30min_p14_m3.5,123,139,0.1151079136690647,4.965268567639257,2.4516129032258065,39.886178861788615,5.009654471544716,3.1666666666666665,0.9023358469744345,0.5401876034577893,0.3621482435166452,0.5401876034577893,289.59240345528474,885.9287919207317,3.0592266280131404,0.36585365853658536,5437,754,1,0.4602276267993771
NIFTY50,30min,50,3.5,NIFTY50_30min_p50_m3.5,130,145,0.10344827586206895,5.247844827586207,2.9236641221374047,37.12307692307692,4.8009615384615385,3.979166666666667,0.8876218502850837,0.523082582306419,0.3645392679786647,0.523082582306419,108.07269230769259,357.7565384615383,3.3103324329422046,0.36923076923076925,5437,754,1,0.45711075716458094
BANKNIFTY,30min,30,3.5,BANKNIFTY_30min_p30_m3.5,121,137,0.11678832116788318,4.884532493368701,2.8442622950819674,40.03305785123967,5.100723140495868,3.2291666666666665,0.8909324995401876,0.5343020047820489,0.3566304947581387,0.5343020047820489,292.0624483471077,900.6887913223138,3.0838911212983855,0.36363636363636365,5437,754,1,0.45552414646753825
NIFTY50,30min,30,3.0,NIFTY50_30min_p30_m3.0,157,173,0.09248554913294793,6.337781830238727,2.5949367088607596,30.78343949044586,3.888269639065817,2.9791666666666665,0.8889093249954019,0.5173809085892955,0.3715284164061063,0.5173809085892955,89.81117635350327,321.20477209394903,3.5764454395927725,0.2929936305732484,5437,754,1,0.45549313465377095
BANKNIFTY,60min,14,4.0,BANKNIFTY_60min_p14_m4.0,66,70,0.05714285714285716,2.7518835616438357,3.253731343283582,47.31818181818182,9.649621212121213,7.125,0.9081128234952021,0.47920907240476884,0.42890375109043327,0.47920907240476884,455.3158143939394,1262.1567234848485,2.772046749935266,0.6666666666666666,3439,730,1,0.4554294669951481
BANKNIFTY,30min,14,2.5,BANKNIFTY_30min_p14_m2.5,169,189,0.10582010582010581,6.822198275862069,2.7470588235294118,28.189349112426036,3.460182445759368,2.875,0.8762185028508369,0.516645208754828,0.35957329409600886,0.516645208754828,206.63905325443764,755.9295996671598,3.658212655167234,0.2603550295857988,5437,754,1,0.4533027153684934
NIFTY50,60min,21,3.0,NIFTY50_60min_p21_m3.0,106,120,0.1166666666666667,4.4196917808219185,1.7009345794392523,29.31132075471698,5.925314465408805,4.125,0.9034603082291364,0.5263157894736842,0.3771445187554522,0.5263157894736842,135.96937647405662,407.9108932783019,3.0000203270486616,0.42452830188679247,3439,730,1,0.4524460646221936
NIFTY50,60min,30,2.5,NIFTY50_60min_p30_m2.5,128,148,0.1351351351351351,5.336986301369864,1.751937984496124,23.6328125,4.787760416666666,3.8125,0.8796161674905496,0.5292236115149753,0.3503925559755743,0.5292236115149753,111.93206787109375,358.53636169433594,3.2031603499655104,0.359375,3439,730,1,0.45082183023042605
BANKNIFTY,30min,21,3.0,BANKNIFTY_30min_p21_m3.0,151,165,0.08484848484848484,6.095573607427056,3.25,31.70198675496689,3.9445364238410594,3.0,0.8804487768990252,0.5282324811476917,0.35221629575133345,0.5282324811476917,234.69080608443707,786.7277628311258,3.3521882512435397,0.2847682119205298,5437,754,1,0.44502637572573084
NIFTY50,30min,21,4.0,NIFTY50_30min_p21_m4.0,106,123,0.1382113821138211,4.279011936339523,2.9906542056074765,45.735849056603776,5.9748427672955975,4.916666666666666,0.8916681993746551,0.4916314143829318,0.4000367849917234,0.4916314143829318,120.92924528301921,401.88632443985824,3.323317891377685,0.49056603773584906,5437,754,1,0.437872563465251
BANKNIFTY,30min,21,2.5,BANKNIFTY_30min_p21_m2.5,168,191,0.12041884816753923,6.781830238726791,2.668639053254438,28.297619047619047,3.4826388888888893,2.8541666666666665,0.874379253264668,0.5102078352032371,0.36417141806143094,0.5102078352032371,208.99642857142848,757.8431780133928,3.626105877471421,0.25595238095238093,5437,754,1,0.4358262604609097
NIFTY50,60min,14,3.0,NIFTY50_60min_p14_m3.0,104,118,0.11864406779661019,4.336301369863014,1.6761904761904762,29.990384615384617,6.0749198717948705,4.1875,0.9069496946786857,0.5117766792672288,0.39517301541145683,0.5117766792672288,134.9404296875,408.3808405949519,3.0263786882900496,0.46153846153846156,3439,730,1,0.43207981450957755
BANKNIFTY,60min,10,4.0,BANKNIFTY_60min_p10_m4.0,66,70,0.05714285714285716,2.7518835616438357,2.4776119402985075,48.06060606060606,9.741161616161618,7.479166666666667,0.9223611514975284,0.46496074440244256,0.4574004070950858,0.46496074440244256,448.62494081439394,1252.5543915719697,2.791985637932197,0.6515151515151515,3439,730,1,0.43166700920900286
BANKNIFTY,15min,50,5.0,BANKNIFTY_15min_p50_m5.0,134,139,0.03597122302158273,5.409316976127321,4.703703703703703,78.32835820895522,4.918765547263681,3.234375,0.9265536723163842,0.543167372881356,0.3833862994350282,0.543167372881356,313.64854244403,900.9167618936564,2.8723766891230595,0.35074626865671643,11328,754,1,0.42783498086264815
BANKNIFTY,30min,21,3.5,BANKNIFTY_30min_p21_m3.5,123,135,0.0888888888888889,4.965268567639257,2.725806451612903,39.8130081300813,5.03658536585366,3.1666666666666665,0.9006805223468825,0.5381644289130035,0.36251609343387897,0.5381644289130035,309.1069804369921,888.4194677337397,2.8741488350659674,0.34959349593495936,5437,754,1,0.426812516132923
BANKNIFTY,30min,10,2.5,BANKNIFTY_30min_p10_m2.5,173,191,0.09424083769633507,6.983670424403183,2.8620689655172415,27.358381502890172,3.3340558766859343,2.7916666666666665,0.8705168291337134,0.5124149347066397,0.35810189442707374,0.5124149347066397,204.35694996387267,727.285833634393,3.5588994343621128,0.24855491329479767,5437,754,1,0.4245048566003125
BANKNIFTY,30min,10,3.5,BANKNIFTY_30min_p10_m3.5,121,135,0.10370370370370374,4.884532493368701,2.6639344262295084,40.35537190082645,5.068181818181819,3.1458333333333335,0.898105572926246,0.5199558580099319,0.37814971491631416,0.5199558580099319,293.19882489669436,902.1892303719006,3.077056092191972,0.36363636363636365,5437,754,1,0.42443168467486203
NIFTY50,30min,21,3.5,NIFTY50_30min_p21_m3.5,130,145,0.10344827586206895,5.247844827586207,2.801526717557252,36.92307692307692,4.787179487179486,4.020833333333333,0.8828398013610447,0.5111274599963215,0.3717123413647232,0.5111274599963215,107.61577524038483,350.5723137019229,3.2576294034851134,0.3769230769230769,5437,754,1,0.4239080437271267
BANKNIFTY,60min,21,2.0,BANKNIFTY_60min_p21_m2.0,148,166,0.10843373493975905,6.170890410958904,1.7852348993288591,20.283783783783782,3.9555180180180187,3.0416666666666665,0.8729281767955801,0.528351264902588,0.34457691189299217,0.528351264902588,256.9834248310811,822.4705183699324,3.2004808049801428,0.25675675675675674,3439,730,1,0.4202547209211237
BANKNIFTY,30min,14,3.0,BANKNIFTY_30min_p14_m3.0,154,165,0.06666666666666665,6.216677718832892,3.109677419354839,31.357142857142858,3.93952922077922,2.9791666666666665,0.8881736251609343,0.5311752804855618,0.35699834467537245,0.5311752804855618,243.56920150162344,771.0856838474026,3.165776621566266,0.2857142857142857,5437,754,1,0.419595554248622
BANKNIFTY,60min,30,2.0,BANKNIFTY_60min_p30_m2.0,148,170,0.12941176470588234,6.170890410958904,1.7986577181208054,20.04054054054054,3.929054054054054,3.0416666666666665,0.8624600174469322,0.5236987496365223,0.33876126781041,0.5236987496365223,254.99086782094594,822.3283361486486,3.2249324972927496,0.25675675675675674,3439,730,1,0.41411975338857065
NIFTY50,30min,14,3.0,NIFTY50_30min_p14_m3.0,151,167,0.09580838323353291,6.095573607427056,2.8026315789473686,31.986754966887418,4.001793598233996,3.0,0.8883575501195512,0.5076328857826007,0.3807246643369505,0.5076328857826007,92.91821709437097,316.4976717715231,3.4061961332090243,0.31125827814569534,5437,754,1,0.4130419582536245
NIFTY50,30min,30,2.5,NIFTY50_30min_p30_m2.5,184,207,0.11111111111111116,7.427718832891247,2.091891891891892,26.331521739130434,3.2820425724637676,2.0833333333333335,0.8911164244988045,0.516645208754828,0.37447121574397646,0.516645208754828,84.27423785665785,291.3029530400814,3.4566073861808033,0.25,5437,754,1,0.41220462767775473
BANKNIFTY,60min,10,2.5,BANKNIFTY_60min_p10_m2.5,128,138,0.07246376811594202,5.336986301369864,1.9147286821705427,24.15625,4.7451171875,3.145833333333333,0.8990985751671998,0.539400988659494,0.3596975865077057,0.539400988659494,308.43792724609375,875.8994750976562,2.8397917302783626,0.34375,3439,730,1,0.41190912000284485
NIFTY50,60min,21,2.5,NIFTY50_60min_p21_m2.5,129,148,0.1283783783783784,5.378681506849316,1.8692307692307693,23.426356589147286,4.7063953488372094,3.7916666666666665,0.8787438208781623,0.5170107589415528,0.3617330619366095,0.5170107589415528,113.98649467054264,356.4004511870155,3.1266901593660426,0.3488372093023256,3439,730,1,0.41117890186123196
BANKNIFTY,60min,50,2.5,BANKNIFTY_60min_p50_m2.5,125,132,0.05303030303030298,5.211900684931507,2.0238095238095237,24.032,4.73,3.75,0.8735097412038383,0.5321314335562664,0.341378307647572,0.5321314335562664,310.6653125,903.7081875,2.908944613827783,0.32,3439,730,1,0.40960994227746067
BANKNIFTY,60min,14,5.0,BANKNIFTY_60min_p14_m5.0,49,54,0.09259259259259256,2.0430650684931506,3.3,61.55102040816327,12.468537414965986,11.0,0.8769991276533876,0.47252108170979934,0.40447804594358827,0.47252108170979934,647.9066485969388,1211.6918845663265,1.8701643009687916,0.8163265306122449,3439,730,1,0.407327060083473
NIFTY50,30min,10,3.0,NIFTY50_30min_p10_m3.0,151,165,0.08484848484848484,6.095573607427056,2.789473684210526,31.86092715231788,3.9793046357615895,2.9791666666666665,0.8848629759058304,0.49549383851388634,0.38936913739194406,0.49549383851388634,90.5063224337749,318.29832108857613,3.5168628282458467,0.32450331125827814,5437,754,1,0.4056591228198811
BANKNIFTY,30min,30,2.5,BANKNIFTY_30min_p30_m2.5,168,189,0.11111111111111116,6.781830238726791,2.6568047337278107,28.321428571428573,3.478670634920635,2.8541666666666665,0.8751149530991356,0.5028508368585617,0.3722641162405739,0.5028508368585617,214.80062779017857,758.2172851562498,3.5298653125766988,0.25,5437,754,1,0.4051879239251985
NIFTY50,60min,50,2.5,NIFTY50_60min_p50_m2.5,132,150,0.12,5.5037671232876715,1.6616541353383458,22.848484848484848,4.561868686868687,3.520833333333333,0.8769991276533876,0.5178831055539401,0.35911602209944754,0.5178831055539401,112.80723248106061,347.20725319602275,3.077881138998033,0.3409090909090909,3439,730,1,0.40021324810648873
NIFTY50,30min,50,2.5,NIFTY50_30min_p50_m2.5,189,211,0.10426540284360186,7.629559018567639,2.0789473684210527,25.47089947089947,3.191247795414463,2.0208333333333335,0.8854147507816811,0.5171969836306787,0.3682177671510024,0.5171969836306787,82.70029761904786,280.5600177744708,3.392491029075222,0.24338624338624337,5437,754,1,0.3995773530817487
NIFTY50,60min,14,2.0,NIFTY50_60min_p14_m2.0,160,178,0.101123595505618,6.671232876712329,1.8944099378881987,18.74375,3.6614583333333335,3.0,0.8720558301831928,0.4954928758359988,0.37656295434719395,0.4954928758359988,91.05596923828125,323.5243408203125,3.55302725924198,0.26875,3439,730,1,0.3989799290855208
BANKNIFTY,60min,30,2.5,BANKNIFTY_60min_p30_m2.5,126,136,0.07352941176470584,5.253595890410959,2.3070866141732282,23.61904761904762,4.626653439153438,3.125,0.8653678394882233,0.525734225065426,0.3396336144227973,0.525734225065426,301.70284598214283,887.3307911706349,2.9410753096546998,0.3253968253968254,3439,730,1,0.3988460441110549
