underlying,timeframe,atr_period,multiplier,label,n_trades,raw_n_flips,filter_rate,trades_per_month,avg_entry_lag_bars,avg_trend_bars,avg_trend_cal_days,median_trend_cal_days,pct_in_market,pct_bars_long,pct_bars_short,dominant_direction_pct,mean_mae_pts,mean_mfe_pts,mfe_mae_ratio,weekly_alignment_pct,total_bars,calendar_days_span,passed_gates
NIFTY50,15min,50,1.5,NIFTY50_15min_p50_m1.5,610,720,0.1527777777777778,24.624502652519894,1.751227495908347,15.862295081967213,0.7599214480874318,0.13541666666666666,0.8541666666666666,0.4668079096045198,0.3873587570621469,0.4668079096045198,45.634529969262196,134.8871209016394,2.9558126487222416,0.011475409836065573,11328,754,0
NIFTY50,15min,50,2.0,NIFTY50_15min_p50_m2.0,442,511,0.13502935420743645,17.842672413793103,1.8036117381489842,22.570135746606336,1.2088282428355959,0.21875,0.8806497175141242,0.487111581920904,0.3935381355932203,0.487111581920904,54.50565964366514,171.15611389988686,3.1401530596791756,0.04751131221719457,11328,754,0
NIFTY50,15min,50,2.5,NIFTY50_15min_p50_m2.5,348,387,0.10077519379844957,14.048076923076923,2.1060171919770774,28.9683908045977,1.586416427203065,0.9166666666666666,0.8899187853107344,0.4987641242937853,0.3911546610169492,0.4987641242937853,64.59812432650871,194.61406811242804,3.012689147578942,0.08333333333333333,11328,754,0
NIFTY50,15min,50,3.0,NIFTY50_15min_p50_m3.0,278,307,0.09446254071661242,11.222314323607428,2.0931899641577063,37.16546762589928,2.1580485611510793,1.0625,0.9120762711864406,0.5180084745762712,0.3940677966101695,0.5180084745762712,75.60521863758999,226.4962117805754,2.9957748401770283,0.13309352517985612,11328,754,0
NIFTY50,15min,50,3.5,NIFTY50_15min_p50_m3.5,234,253,0.07509881422924902,9.446120689655173,2.051063829787234,45.02991452991453,2.6482371794871793,1.8020833333333335,0.93017302259887,0.518802966101695,0.4113700564971751,0.518802966101695,83.68804086538474,253.940573250534,3.034371107563704,0.17094017094017094,11328,754,0
NIFTY50,15min,50,4.0,NIFTY50_15min_p50_m4.0,191,209,0.0861244019138756,7.710295092838196,3.3229166666666665,54.18324607329843,3.3866710296684124,2.1041666666666665,0.91357697740113,0.4973516949152542,0.4162252824858757,0.4973516949152542,90.00684309554984,292.7756237729056,3.2528151605328457,0.24083769633507854,11328,754,1
NIFTY50,15min,50,5.0,NIFTY50_15min_p50_m5.0,158,169,0.0650887573964497,6.378149867374005,3.930817610062893,65.43037974683544,3.9930775316455698,3.005208333333333,0.9126059322033898,0.4998234463276836,0.4127824858757062,0.4998234463276836,110.68736896756357,316.9841574367086,2.863778951414044,0.2848101265822785,11328,754,1
NIFTY50,30min,7,1.5,NIFTY50_30min_p7_m1.5,300,359,0.1643454038997214,12.110411140583555,1.9435215946843853,15.153333333333334,1.6030555555555557,0.9270833333333333,0.8361228618723561,0.4561338973698731,0.379988964502483,0.4561338973698731,61.09868619791672,207.64532552083324,3.3985235762387527,0.09333333333333334,5437,754,0
NIFTY50,30min,7,2.0,NIFTY50_30min_p7_m2.0,238,273,0.1282051282051282,9.607592838196286,2.0460251046025104,19.600840336134453,2.2447478991596634,1.1354166666666665,0.8580099319477653,0.47195144381092513,0.3860584881368402,0.47195144381092513,74.71997603729017,229.7785582983192,3.075195824255145,0.15126050420168066,5437,754,0
NIFTY50,30min,7,2.5,NIFTY50_30min_p7_m2.5,189,215,0.1209302325581395,7.629559018567639,2.7421052631578946,24.75132275132275,3.0029761904761907,2.0,0.8604009564097848,0.4620194960456134,0.39838146036417144,0.4620194960456134,82.82727141203723,268.6304191468253,3.2432605175471885,0.2328042328042328,5437,754,1
NIFTY50,30min,7,3.0,NIFTY50_30min_p7_m3.0,151,167,0.09580838323353291,6.095573607427056,3.2039473684210527,31.417218543046356,3.8972130242825607,2.9375,0.8725400036784992,0.4759977929004966,0.39654221077800256,0.4759977929004966,91.54239962748359,314.6099260140727,3.4367673044875917,0.32450331125827814,5437,754,1
NIFTY50,30min,7,3.5,NIFTY50_30min_p7_m3.5,129,147,0.12244897959183676,5.2074767904509285,3.0846153846153848,36.736434108527135,4.73514211886305,4.0625,0.8716203788854148,0.46680154496965237,0.40481883391576234,0.46680154496965237,98.53838723352722,342.38797541182157,3.4746659147200423,0.40310077519379844,5437,754,1
NIFTY50,30min,7,4.0,NIFTY50_30min_p7_m4.0,113,125,0.09599999999999997,4.561588196286472,4.105263157894737,42.15929203539823,5.461836283185842,4.791666666666667,0.8762185028508369,0.45411072282508735,0.4221077800257495,0.45411072282508735,110.21417311946927,371.8570554480087,3.3739495105128214,0.46017699115044247,5437,754,1
NIFTY50,30min,7,5.0,NIFTY50_30min_p7_m5.0,80,85,0.05882352941176472,3.2294429708222814,3.7037037037037037,62.6125,8.234114583333334,6.166666666666666,0.9212801177119735,0.4382931763840353,0.4829869413279382,0.4829869413279382,120.73749023437526,476.3112499999999,3.9450153309911107,0.625,5437,754,1
NIFTY50,30min,10,1.5,NIFTY50_30min_p10_m1.5,301,355,0.15211267605633805,12.150779177718833,1.9503311258278146,15.255813953488373,1.6241002214839424,0.9166666666666666,0.8445834099687327,0.46551407025933417,0.37906933970939855,0.46551407025933417,60.81880061254158,209.8862009447674,3.45100855049559,0.10299003322259136,5437,754,0
NIFTY50,30min,10,2.0,NIFTY50_30min_p10_m2.0,240,273,0.1208791208791209,9.688328912466844,2.2863070539419086,19.275,2.2120659722222222,1.1041666666666667,0.8508368585617069,0.4802280669486849,0.3706087916130219,0.4802280669486849,75.31189615885431,232.1720670572915,3.082807350482509,0.14583333333333334,5437,754,0
NIFTY50,30min,10,2.5,NIFTY50_30min_p10_m2.5,188,209,0.1004784688995215,7.589190981432361,2.7936507936507935,25.143617021276597,3.132203014184397,2.0208333333333335,0.8694132793820122,0.469008644473055,0.40040463490895717,0.469008644473055,81.89258228058536,281.78003864694136,3.440849351672529,0.23404255319148937,5437,754,1
NIFTY50,30min,10,3.0,NIFTY50_30min_p10_m3.0,151,165,0.08484848484848484,6.095573607427056,2.789473684210526,31.86092715231788,3.9793046357615895,2.9791666666666665,0.8848629759058304,0.49549383851388634,0.38936913739194406,0.49549383851388634,90.5063224337749,318.29832108857613,3.5168628282458467,0.32450331125827814,5437,754,1
NIFTY50,30min,10,3.5,NIFTY50_30min_p10_m3.5,129,145,0.1103448275862069,5.2074767904509285,3.076923076923077,37.04651162790697,4.778423772609819,4.0625,0.8789773772300902,0.47268714364539266,0.40629023358469746,0.47268714364539266,102.35854530038773,346.48953488372086,3.3850572403788193,0.3953488372093023,5437,754,1
NIFTY50,30min,10,4.0,NIFTY50_30min_p10_m4.0,111,123,0.09756097560975607,4.480852122015915,3.9017857142857144,43.126126126126124,5.5491741741741745,4.791666666666667,0.8804487768990252,0.4699282692661394,0.4105205076328858,0.4699282692661394,114.01440737612643,380.9315174549547,3.3410822914536173,0.4594594594594595,5437,754,1
NIFTY50,30min,10,5.0,NIFTY50_30min_p10_m5.0,77,81,0.04938271604938271,3.108338859416446,3.782051282051282,65.24675324675324,8.582521645021645,6.1875,0.9240389920912268,0.4550303476181718,0.469008644473055,0.469008644473055,129.59285714285727,490.10519480519486,3.781884323029665,0.6493506493506493,5437,754,1
NIFTY50,30min,14,1.5,NIFTY50_30min_p14_m1.5,301,351,0.14245014245014243,12.150779177718833,1.9503311258278146,15.272425249169435,1.6535160575858252,0.9375,0.8455030347618172,0.47213536876954204,0.37336766599227517,0.47213536876954204,60.06464389534889,213.5197596553156,3.554832690381596,0.10963455149501661,5437,754,0
NIFTY50,30min,14,2.0,NIFTY50_30min_p14_m2.0,241,273,0.11721611721611724,9.728696949602123,2.0950413223140494,19.398340248962654,2.2576071922544947,1.1041666666666667,0.8598491815339342,0.4932867390104837,0.36656244252345044,0.4932867390104837,72.098562305498,233.84375972510364,3.2433900517218976,0.14937759336099585,5437,754,0
