symbol,mode,ipo_short_window,base_qualify_date,rim_date,rim_level,trough_date,trough_close,depth_pct,base_len_bars,trough_pos,fit_r2,fit_curvature,vertex_frac,flat_frac,r2_ge_060,r2_ge_080,vol_ratio,obv_gain,obv_slope_norm,obv_filter_pass,tv20_cr_at_q,tv20_cr_at_breakout,breakout_date,breakout_close,breakout_day_move_pct,days_q_to_breakout,fill_a_nextopen_date,fill_a_nextopen,fill_b_buystop,gap_pct_a_vs_rim,pattern_quality,info_fwd60_pct,info_fwd120_pct,info_fwd250_pct,info_st73_exit_date,info_st73_exit_close,info_st73_ret_pct,info_st73_bars_held,info_st73_still_open,info_mfe_250_pct,info_mae_250_pct
MRF,L180,0,2009-06-18,2008-09-22,3280.45,2009-03-12,1529.7,53.37,180,0.642,0.879,9.385e-05,0.482,0.6,1,1,2.472,0.2842,0.1824,1,2.08,2.08,2009-06-18,3369.95,-2.43,0,2009-06-19,3496.0,3496.0,6.57,0.6073,47.24,67.68,124.72,2009-10-30,5289.85,51.31,91,0,127.37,-11.33
MRF,L250,0,2009-08-06,2008-08-20,3678.35,2009-03-12,1529.7,58.41,250,0.602,0.863,6.315e-05,0.487,0.472,1,1,2.627,0.4067,0.3646,1,2.14,2.14,2009-08-06,4628.7,-0.45,0,2009-08-07,4595.0,4595.0,24.92,0.5398,30.23,26.51,60.28,2009-10-30,5289.85,15.12,56,0,74.97,-10.21
MRF,L250,0,2016-10-21,2015-10-23,42631.1,2016-05-24,31164.45,26.9,250,0.59,0.707,2.145e-05,0.48,0.404,1,0,1.686,0.2706,0.2707,1,117.46,117.46,2016-10-21,50438.25,1.34,0,2016-10-24,50603.0,50603.0,18.7,0.2967,6.08,23.7,24.81,2016-10-27,46403.6,-8.3,4,0,46.53,-8.7
MRF,VAR,0,2016-09-15,2015-10-05,42877.75,2016-05-24,31164.45,27.32,234,0.665,0.701,1.266e-05,0.613,0.436,1,0,1.208,0.2434,0.1391,1,38.28,52.71,2016-09-19,43101.65,6.4,2,2016-09-20,43350.0,43350.0,1.1,0.2144,20.31,31.11,46.01,2016-10-27,46403.6,7.04,26,0,71.04,-1.04
MRPL,L120,0,2020-12-15,2020-06-29,38.2,2020-10-15,25.35,33.64,120,0.647,0.711,6.877e-05,0.63,0.442,1,0,1.135,0.5377,0.4223,0,7.47,9.21,2021-01-05,39.5,8.82,14,2021-01-06,39.85,39.85,4.32,0.334,-2.01,27.98,12.8,2021-01-27,35.05,-12.05,15,0,45.04,-15.18
MRPL,L250,0,2009-07-15,2008-08-04,75.2,2008-10-27,33.1,55.98,250,0.313,0.702,4.899e-05,0.466,0.476,1,0,0.518,0.1585,0.1495,0,32.09,32.09,2009-07-15,76.25,4.02,0,2009-07-16,78.0,78.0,3.72,0.1497,9.94,5.38,3.08,2009-07-16,75.95,-2.63,1,0,20.13,-17.5
MRPL,L250,0,2023-07-05,2022-07-01,81.55,2023-02-27,49.85,38.87,250,0.659,0.761,2.283e-05,0.542,0.54,1,0,1.397,0.5503,0.4758,1,38.41,38.41,2023-07-05,88.8,12.05,0,2023-07-06,88.45,88.45,8.46,0.4933,8.08,50.59,147.46,2024-03-12,210.0,137.42,172,0,227.02,-9.27
MSPL,L120,0,2022-01-21,2021-08-03,12.6,2021-11-29,8.8,30.16,120,0.672,0.706,1.190e-04,0.431,0.708,1,0,6.937,0.2594,0.4009,1,4.67,4.67,2022-01-21,14.55,-3.0,0,2022-01-24,14.35,14.35,13.89,0.4431,4.88,-32.06,-34.15,2022-02-11,13.1,-8.71,14,0,11.5,-41.46
MSTCLTD,L180,0,2021-11-17,2021-03-08,281.12,2021-08-23,205.74,26.81,180,0.67,0.702,4.213e-05,0.389,0.439,1,0,1.863,0.3194,0.4603,1,24.99,24.99,2021-11-17,301.76,-2.88,0,2021-11-18,304.21,304.21,8.21,0.2578,-9.05,-19.7,-17.37,2021-11-18,292.91,-3.71,1,0,8.33,-37.12
MTEDUCARE-BE,L120,0,2012-10-12,2012-04-24,111.9,2012-08-16,83.2,25.65,120,0.681,0.707,6.051e-05,0.47,0.4,1,0,8.252,0.396,0.4402,1,2.93,5.25,2012-11-23,125.3,15.22,28,2012-11-26,126.6,126.6,13.14,0.2857,-15.48,-19.94,-24.01,2013-01-24,118.6,-6.32,42,0,12.72,-45.89
MTNL,L120,0,2012-08-07,2012-02-17,34.25,2012-05-23,21.3,37.81,120,0.546,0.777,9.438e-05,0.581,0.517,1,0,0.654,0.6111,0.5077,0,7.85,9.75,2012-08-22,34.95,4.64,9,2012-08-23,35.05,35.05,2.34,0.5914,-26.96,-35.38,-69.47,2012-09-27,32.65,-6.85,25,0,29.53,-72.18
MTNL,L120,0,2016-06-10,2015-12-29,22.6,2016-02-12,15.45,31.64,120,0.336,0.728,6.177e-05,0.572,0.408,1,0,0.741,0.3248,0.2228,0,2.27,2.75,2016-06-15,22.65,6.84,3,2016-06-16,22.5,22.6,-0.44,0.2567,-5.33,-12.44,-5.11,2016-08-04,20.1,-10.67,35,0,22.0,-30.67
MTNL,L180,0,2023-09-11,2023-01-18,27.25,2023-03-28,17.1,37.25,180,0.374,0.755,3.549e-05,0.554,0.589,1,0,0.699,0.192,0.1481,0,14.35,18.17,2023-09-15,27.7,7.99,4,2023-09-18,28.2,28.2,3.49,0.4767,12.41,37.59,87.7,2024-03-12,36.5,29.43,121,0,261.45,-10.46
MTNL,L250,0,2023-11-20,2022-12-16,29.25,2023-03-28,17.1,41.54,250,0.361,0.708,2.691e-05,0.458,0.476,1,0,1.054,0.2681,0.2729,0,11.67,9.36,2023-12-01,30.7,6.97,8,2023-12-04,31.7,31.7,8.38,0.3162,42.43,17.35,55.36,2024-03-12,36.5,15.14,70,0,221.55,-6.78
MUFTI,L120,0,2025-07-03,2025-01-08,167.03,2025-03-04,115.61,30.78,120,0.328,0.709,8.894e-05,0.437,0.45,1,0,1.134,0.3132,0.4115,0,2.05,1.97,2025-07-08,167.33,2.93,3,2025-07-09,165.86,167.03,-0.7,0.2591,-31.53,-39.17,-48.89,2025-08-01,128.88,-22.3,18,0,4.19,-61.98
MUNJALAU,L180,0,2024-09-16,2024-01-15,113.85,2024-03-13,74.9,34.21,180,0.302,0.724,4.385e-05,0.451,0.444,1,0,0.543,0.5248,0.3287,0,16.83,16.83,2024-09-16,130.05,-1.97,0,2024-09-17,131.0,131.0,15.06,0.298,-17.56,-44.89,-30.73,2024-11-14,113.26,-13.54,42,0,11.22,-53.8
MUTHOOTCAP,L180,0,2022-11-09,2022-02-16,311.55,2022-06-20,165.25,46.96,180,0.464,0.738,6.908e-05,0.536,0.444,1,0,2.756,0.5729,0.6979,1,2.27,2.27,2022-11-09,318.0,-0.06,0,2022-11-10,318.0,318.0,2.07,0.5276,-17.94,-5.55,21.49,2022-12-21,278.9,-12.3,30,0,44.65,-25.46
MUTHOOTFIN,L180,0,2012-10-04,2012-02-02,182.95,2012-05-04,116.15,36.51,180,0.413,0.7,4.172e-05,0.554,0.589,1,0,0.39,0.5022,0.4654,0,4.48,5.13,2012-10-08,185.1,2.55,2,2012-10-09,185.1,185.1,1.18,0.5076,23.34,-2.78,-46.73,2012-12-13,185.1,0.0,45,0,32.9,-60.78
MUTHOOTFIN,L250,0,2012-12-03,2012-02-02,182.95,2012-05-04,116.15,36.51,250,0.422,0.701,2.861e-05,0.475,0.424,1,0,0.561,0.3403,0.4171,0,3.62,3.62,2012-12-03,201.75,-1.27,0,2012-12-04,202.5,202.5,10.69,0.3545,5.78,-28.79,-46.99,2012-12-13,185.1,-8.59,8,0,21.48,-64.15
NACLIND,L120,0,2021-06-16,2021-01-01,45.59,2021-04-26,36.11,20.79,120,0.697,0.804,1.294e-04,0.405,0.417,1,1,4.902,0.5861,0.6734,1,3.24,3.24,2021-06-16,76.65,-0.13,0,2021-06-17,76.75,76.75,68.35,0.3904,-8.78,-4.76,-4.79,2021-08-11,63.91,-16.73,39,0,34.55,-33.69
NACLIND,L120,0,2025-01-17,2024-07-29,69.06,2024-11-25,49.85,27.82,120,0.681,0.825,7.933e-05,0.493,0.508,1,1,2.157,0.4452,0.54,1,2.35,2.15,2025-01-31,70.51,4.26,10,2025-02-01,69.75,69.75,1.0,0.499,148.86,320.43,95.17,2025-02-01,68.87,-1.26,1,0,386.67,-22.92
NAHARPOLY,L120,0,2025-06-06,2024-12-17,309.6,2025-03-03,180.78,41.61,120,0.471,0.808,1.453e-04,0.507,0.592,1,1,0.789,0.6723,0.5323,0,2.03,2.03,2025-06-06,355.95,-3.45,0,2025-06-09,355.1,355.1,14.7,0.6752,-16.6,-26.92,-31.65,2025-07-25,318.55,-10.29,35,0,9.81,-43.68
NAHARSPING,L120,0,2014-06-19,2014-01-08,127.4,2014-02-17,92.2,27.63,120,0.319,0.811,9.353e-05,0.442,0.458,1,1,1.466,0.5357,0.3956,1,2.03,2.03,2014-06-19,159.0,12.01,0,2014-06-20,166.6,166.6,30.77,0.4147,-35.38,-37.97,-32.11,2014-08-08,134.8,-19.09,35,0,6.33,-52.43
NAM-INDIA,L120,0,2025-06-06,2024-12-16,784.25,2025-02-28,513.3,34.55,120,0.462,0.864,1.143e-04,0.503,0.442,1,1,1.116,0.3043,0.3109,0,53.85,53.85,2025-06-06,790.5,5.97,0,2025-06-09,802.0,802.0,2.26,0.5926,-1.47,9.18,29.88,2025-08-29,784.75,-2.15,58,0,42.69,-10.97
NAM-INDIA,VAR,0,2025-06-06,2024-12-10,805.9,2025-02-28,513.3,36.31,122,0.471,0.868,1.124e-04,0.51,0.443,1,1,1.106,0.3043,0.3109,0,53.85,53.85,2025-06-09,806.45,2.02,1,2025-06-10,809.0,809.0,0.38,0.6172,0.88,6.03,34.62,2025-08-29,784.75,-3.0,57,0,41.46,-11.74
NATCOPHARM,L250,0,2020-01-24,2019-01-31,692.4,2019-07-22,502.65,27.4,250,0.498,0.725,1.312e-05,0.505,0.508,1,0,0.631,0.2021,0.1308,0,9.82,9.88,2020-02-07,700.85,8.84,11,2020-02-10,711.05,711.05,2.69,0.4474,-14.05,10.46,26.68,2020-02-26,623.5,-12.31,12,0,40.07,-43.39
NATCOPHARM,L250,0,2023-07-17,2022-08-02,751.6,2023-03-16,523.9,30.3,250,0.675,0.789,1.543e-05,0.518,0.524,1,0,1.812,0.4566,0.4232,1,33.01,35.85,2023-07-20,752.95,5.36,3,2023-07-21,780.0,780.0,3.78,0.474,7.66,9.24,68.98,2023-09-11,813.3,4.27,36,0,69.87,-7.15
NATCOPHARM,VAR,0,2016-07-04,2016-01-06,614.75,2016-03-29,393.1,36.06,122,0.455,0.714,7.272e-05,0.5,0.418,1,0,0.776,0.5207,0.3217,0,11.61,14.09,2016-07-28,626.65,2.14,17,2016-07-29,630.0,630.0,2.48,0.4274,-8.92,-2.81,52.86,2016-09-22,631.8,0.29,37,0,73.02,-20.63
NATCOPHARM,VAR,0,2023-07-17,2022-08-02,751.6,2023-03-16,523.9,30.3,236,0.655,0.833,1.761e-05,0.502,0.555,1,1,1.812,0.4566,0.4232,1,33.01,35.85,2023-07-20,752.95,5.36,3,2023-07-21,780.0,780.0,3.78,0.5718,7.66,9.24,68.98,2023-09-11,813.3,4.27,36,0,69.87,-7.15
NATHBIOGEN,L250,0,2021-06-09,2020-08-07,379.71,2020-09-24,239.74,36.86,250,0.301,0.705,2.331e-05,0.469,0.46,1,0,1.426,0.3199,0.2754,1,2.92,2.92,2021-06-09,391.37,-1.9,0,2021-06-10,395.13,395.13,4.06,0.2889,-18.57,-37.18,-55.64,2021-07-20,349.45,-11.56,29,0,7.65,-57.44
NAUKRI,L120,0,2026-07-27,2026-02-01,1254.7,2026-05-18,925.95,26.2,120,0.597,0.738,6.666e-05,0.506,0.667,1,0,0.86,0.2581,0.2872,0,181.69,189.19,2026-08-03,1264.0,3.19,5,2026-08-04,1274.5,1274.5,1.58,0.4324,-0.56,-0.56,-0.56,,,-0.56,28,1,9.14,-4.07
NAVA,L120,0,2006-03-23,2005-09-27,18.15,2005-12-26,10.5,42.15,120,0.504,0.826,1.185e-04,0.578,0.633,1,1,2.234,0.4002,0.2293,1,2.4,2.4,2006-03-23,18.45,9.82,0,2006-03-24,18.8,18.8,3.58,0.7607,18.88,48.67,23.94,2006-05-18,32.95,75.27,36,0,127.39,-11.7
NAVA,L180,0,2006-04-28,2005-08-30,20.8,2005-12-26,10.5,49.52,180,0.542,0.717,8.357e-05,0.532,0.489,1,0,2.598,0.3708,0.3869,1,3.86,3.86,2006-04-28,28.2,5.03,0,2006-05-02,31.1,31.1,49.52,0.4844,-33.76,8.68,-9.81,2006-05-18,32.95,5.95,13,0,37.46,-41.8
NAVA,L180,0,2009-06-03,2008-09-02,62.8,2008-12-03,24.85,60.43,180,0.352,0.902,1.229e-04,0.484,0.644,1,1,1.283,0.2427,0.176,1,2.05,2.05,2009-06-03,71.05,-3.46,0,2009-06-04,72.1,72.1,14.81,0.5191,43.41,30.65,50.76,2009-10-29,89.3,23.86,101,0,60.33,-11.17
NAVA,L250,0,2009-06-04,2008-05-22,73.6,2008-12-03,24.85,66.24,250,0.53,0.703,5.570e-05,0.59,0.476,1,0,1.201,0.2585,0.179,1,2.2,2.2,2009-06-04,75.0,5.56,0,2009-06-05,76.2,76.2,3.53,0.2991,28.54,21.92,43.7,2009-10-29,89.3,17.19,100,0,51.71,-15.94
NAVA,VAR,0,2006-04-04,2005-08-30,20.8,2005-12-26,10.5,49.52,147,0.541,0.847,1.058e-04,0.574,0.599,1,1,2.514,0.3609,0.3236,1,3.41,3.41,2006-04-19,21.45,4.89,8,2006-04-20,22.55,22.55,8.41,0.7108,11.97,33.26,20.62,2006-05-18,32.95,46.12,20,0,89.58,-19.73
NAVKARCORP,L120,0,2020-12-29,2020-08-21,31.0,2020-10-12,24.1,22.26,120,0.546,0.719,8.615e-05,0.391,0.433,1,0,1.208,0.5623,0.6123,1,4.62,4.62,2020-12-29,40.85,-1.09,0,2020-12-30,41.45,41.45,33.71,0.3732,-15.92,-2.05,2.41,2021-03-19,37.7,-9.05,56,0,32.09,-26.9
NAVNETEDUL,L250,0,2009-07-17,2008-08-07,28.86,2008-10-27,14.42,50.03,250,0.305,0.862,4.824e-05,0.492,0.444,1,1,2.265,0.4842,0.2736,1,2.08,2.08,2009-07-17,33.7,1.32,0,2009-07-20,34.0,34.0,17.81,0.4714,24.85,51.03,53.09,2010-05-25,47.1,38.53,207,0,79.41,-5.29
NAVNETEDUL,L250,0,2022-09-19,2021-10-12,119.75,2022-02-28,82.7,30.94,250,0.45,0.703,2.429e-05,0.454,0.428,1,0,1.056,0.3839,0.3713,0,10.94,10.94,2022-09-19,137.65,-1.36,0,2022-09-20,139.3,139.3,16.33,0.3668,-3.95,-31.01,10.52,2022-09-26,128.8,-7.54,5,0,19.24,-36.5
NAZARA,L120,0,2024-07-08,2024-01-16,242.01,2024-05-13,151.77,37.29,120,0.681,0.799,1.149e-04,0.536,0.483,1,0,2.267,0.569,0.6356,1,50.33,34.97,2024-08-02,245.35,3.37,18,2024-08-05,238.73,242.01,-1.36,0.5197,-3.87,3.75,43.47,2024-10-07,226.15,-5.27,44,0,50.38,-12.6
NAZARA,L180,0,2023-06-21,2022-10-06,184.88,2023-03-20,121.47,34.3,180,0.654,0.729,2.986e-05,0.559,0.411,1,0,1.395,0.6222,0.6637,1,15.59,15.86,2023-08-29,189.76,4.73,47,2023-08-30,192.21,192.21,3.96,0.3407,3.87,0.99,20.2,2024-02-05,209.11,8.79,105,0,34.61,-23.06
NAZARA,VAR,0,2024-07-02,2024-01-16,242.01,2024-05-13,151.77,37.29,111,0.691,0.837,1.310e-04,0.543,0.523,1,1,2.276,0.5919,0.6533,1,60.92,34.97,2024-08-02,245.35,3.37,22,2024-08-05,238.73,242.01,-1.36,0.588,-3.87,3.75,43.47,2024-10-07,226.15,-5.27,44,0,50.38,-12.6
NBCC,VAR,0,2015-07-17,2015-03-05,47.15,2015-06-09,31.48,33.23,92,0.692,0.743,1.551e-04,0.544,0.467,1,0,1.493,0.5764,0.6526,1,67.68,48.7,2015-08-03,47.17,3.22,11,2015-08-04,47.21,47.21,0.13,0.3647,-12.24,-7.96,14.36,2015-08-13,44.33,-6.1,8,0,25.59,-23.62
NDL,L120,0,2006-10-31,2006-05-29,2.22,2006-07-24,1.55,30.18,120,0.437,0.797,9.925e-05,0.467,0.467,1,0,5.227,-0.2048,-0.0497,0,2.54,2.54,2006-10-31,2.23,5.19,0,2006-11-01,2.34,2.34,5.41,0.5146,-33.76,-63.25,-61.54,2006-11-02,2.02,-13.68,2,0,0.0,-68.38
NDL,L250,0,2008-01-07,2007-01-25,1.55,2007-08-22,0.74,52.26,250,0.618,0.7,5.058e-05,0.46,0.644,1,0,2.387,0.2825,0.1193,1,3.53,3.53,2008-01-07,3.08,-4.94,0,2008-01-08,2.94,2.94,89.68,0.4191,-64.63,-77.89,-87.07,2008-01-11,2.54,-13.61,4,0,0.0,-90.48
NDTV,L120,0,2022-08-29,2022-03-24,208.76,2022-05-12,119.34,42.83,120,0.37,0.711,1.556e-04,0.403,0.417,1,0,2.447,0.4164,0.3553,1,43.43,43.43,2022-08-29,356.44,4.99,0,2022-08-30,371.48,371.48,77.95,0.3702,-17.61,-55.28,-54.21,2022-09-08,371.48,0.0,7,0,22.44,-63.98
NECLIFE,L120,0,2026-01-01,2025-07-11,19.88,2025-10-21,13.1,34.1,120,0.588,0.704,1.046e-04,0.448,0.533,1,0,2.944,0.6885,0.9514,1,3.6,3.6,2026-01-01,20.38,5.0,0,2026-01-02,20.8,20.8,4.63,0.5548,-53.08,-44.33,-42.79,2026-01-02,20.12,-3.27,1,0,0.48,-55.29
NECLIFE,L180,0,2023-09-07,2022-12-23,27.5,2023-03-28,14.65,46.73,180,0.385,0.907,6.168e-05,0.458,0.461,1,1,1.13,0.4342,0.4558,0,2.08,2.08,2023-09-07,28.05,2.37,0,2023-09-08,28.2,28.2,2.55,0.5725,2.66,32.09,88.05,2023-10-04,23.75,-15.78,17,0,100.35,-23.76
NELCAST,L180,0,2023-09-15,2023-01-16,128.15,2023-03-28,86.95,32.15,180,0.352,0.705,4.142e-05,0.454,0.489,1,0,0.722,0.2853,0.278,0,4.88,4.88,2023-09-15,129.8,-0.76,0,2023-09-18,129.7,129.7,1.21,0.3064,34.16,5.9,1.65,2023-09-21,122.15,-5.82,3,0,49.81,-10.18
NEOGEN,L120,0,2023-04-11,2022-10-18,1539.12,2023-02-06,1167.96,24.12,120,0.647,0.766,5.010e-05,0.565,0.608,1,0,0.957,0.7106,0.1471,0,2.76,2.76,2023-04-11,1614.4,14.84,0,2023-04-12,1608.97,1608.97,4.54,0.4515,0.21,10.4,-15.16,2023-10-23,1558.91,-3.11,133,0,15.36,-27.03
NEOGEN,L180,0,2023-05-23,2022-09-13,1579.02,2023-02-06,1167.96,26.03,180,0.609,0.711,3.311e-05,0.51,0.456,1,0,1.477,0.0409,0.0257,1,6.2,6.75,2023-05-31,1602.44,1.99,6,2023-06-01,1606.18,1606.18,1.72,0.2635,-3.38,-4.92,-5.89,2023-10-23,1558.91,-2.94,99,0,15.56,-26.91
NESTLEIND,VAR,0,2014-08-13,2013-11-08,288.2,2014-05-20,228.3,20.78,189,0.681,0.704,1.337e-05,0.576,0.439,1,0,0.776,0.4126,0.2326,0,11.22,13.2,2014-08-20,289.8,0.56,4,2014-08-21,290.0,290.0,0.62,0.1885,8.69,21.41,4.41,2014-09-22,301.2,3.86,22,0,29.38,-5.17
NETWEB,L180,0,2026-06-16,2025-10-08,4360.1,2026-01-02,3024.1,30.64,180,0.391,0.718,3.967e-05,0.45,0.539,1,0,1.398,0.3243,0.2781,1,927.3,927.3,2026-06-16,4884.4,5.9,0,2026-06-17,4899.8,4899.8,12.38,0.4221,-0.03,2.39,2.39,2026-07-07,4244.0,-13.38,14,0,18.64,-16.02
NETWEB,L250,0,2025-10-07,2024-12-17,2961.2,2025-02-18,1340.6,54.73,250,0.378,0.702,4.866e-05,0.511,0.408,1,0,1.422,0.6374,0.4765,1,947.3,947.3,2025-10-07,4348.2,3.23,0,2025-10-08,4318.1,4318.1,45.82,0.2538,-29.97,-26.94,16.19,2025-11-06,3300.8,-23.56,20,0,34.62,-32.38
NETWORK18,L120,0,2014-12-08,2014-06-10,66.35,2014-09-25,45.7,31.12,120,0.622,0.787,7.387e-05,0.53,0.567,1,0,1.316,0.4316,0.3426,1,4.43,6.85,2014-12-11,69.3,13.79,3,2014-12-12,67.95,67.95,2.41,0.5348,-24.87,-27.01,-24.21,2015-01-29,57.25,-15.75,33,0,2.58,-32.3
NETWORK18,L120,0,2025-07-09,2025-01-15,57.16,2025-03-17,40.53,29.09,120,0.353,0.788,8.550e-05,0.453,0.4,1,0,1.106,0.39,0.3783,0,23.72,24.96,2025-07-16,63.14,13.34,5,2025-07-17,62.0,62.0,8.47,0.3415,-16.74,-31.05,-53.61,2025-08-28,52.75,-14.92,29,0,1.05,-55.84
NETWORK18,VAR,0,2017-04-25,2016-09-28,48.65,2016-12-27,30.7,36.9,141,0.429,0.751,4.998e-05,0.56,0.468,1,0,1.761,0.4242,0.252,1,4.82,6.38,2017-04-27,48.75,6.09,2,2017-04-28,49.05,49.05,0.82,0.5158,12.33,1.12,5.91,2017-09-22,47.35,-3.47,102,0,30.68,-10.7
NFL,L120,0,2021-01-11,2020-07-29,44.0,2020-11-02,29.95,31.93,120,0.597,0.754,7.016e-05,0.508,0.425,1,0,1.295,0.7167,0.5249,1,4.12,4.12,2021-01-11,45.0,9.36,0,2021-01-12,47.45,47.45,7.84,0.4204,23.71,35.83,19.6,2021-02-22,37.95,-20.02,29,0,55.32,-21.18
NFL,L180,0,2024-01-19,2023-05-05,83.75,2023-08-14,65.7,21.55,180,0.397,0.703,3.128e-05,0.39,0.567,1,0,1.728,0.5147,0.4023,1,133.49,133.49,2024-01-19,113.75,1.56,0,2024-01-20,114.75,114.75,37.01,0.4302,-15.34,33.92,-6.19,2024-02-12,97.95,-14.64,15,0,48.1,-27.93
NFL,L250,0,2024-03-06,2023-04-12,86.05,2023-08-14,65.7,23.65,250,0.434,0.739,2.057e-05,0.357,0.508,1,0,1.54,0.4293,0.5233,1,36.57,36.57,2024-03-06,99.3,-2.98,0,2024-03-07,99.7,99.7,15.86,0.4501,2.51,37.85,-19.98,2024-03-07,101.2,1.5,1,0,70.46,-26.08
NH,VAR,0,2021-06-22,2021-02-05,505.4,2021-03-25,383.2,24.18,92,0.363,0.762,9.770e-05,0.475,0.424,1,0,1.114,0.5713,0.6472,0,24.17,14.7,2021-07-13,522.95,3.66,15,2021-07-14,522.0,522.0,3.28,0.3332,-3.28,25.23,20.7,2021-08-24,474.0,-9.2,28,0,48.85,-10.29
NHPC,L250,0,2013-01-04,2012-02-15,22.35,2012-09-13,17.4,22.15,250,0.699,0.735,1.628e-05,0.44,0.432,1,0,2.776,0.1945,0.1645,1,29.84,29.84,2013-01-04,25.15,0.2,0,2013-01-07,24.95,24.95,11.63,0.2552,-17.23,-26.05,-23.85,2013-02-28,27.05,8.42,39,0,17.84,-40.68
NIACL,L180,0,2022-12-14,2022-04-07,123.85,2022-07-01,78.6,36.54,180,0.374,0.74,4.024e-05,0.555,0.511,1,0,1.287,0.5773,0.3297,1,9.16,10.57,2022-12-15,125.05,2.12,1,2022-12-16,125.0,125.0,0.93,0.4739,-19.24,-5.36,80.36,2022-12-23,107.65,-13.88,6,0,109.52,-24.32
NIITLTD,L120,0,2015-07-24,2015-02-20,20.35,2015-03-26,15.3,24.82,120,0.311,0.72,9.382e-05,0.441,0.425,1,0,1.157,0.572,0.2832,0,7.16,7.16,2015-07-24,27.75,-2.8,0,2015-07-27,27.95,27.95,37.35,0.2369,50.27,16.28,28.26,2015-09-07,28.3,1.25,31,0,64.94,-0.54
NIITLTD,L180,0,2009-07-06,2008-10-03,19.7,2009-03-09,6.25,68.27,180,0.57,0.83,1.244e-04,0.422,0.456,1,1,7.28,0.3169,0.4045,1,38.37,38.37,2009-07-06,25.35,-16.47,0,2009-07-07,25.7,25.7,30.46,0.4956,17.7,15.37,12.45,2009-07-10,22.25,-13.42,4,0,32.3,-23.74
NIITLTD,L180,0,2015-08-06,2014-12-04,24.3,2015-03-26,15.3,37.04,180,0.492,0.703,6.356e-05,0.497,0.478,1,0,1.042,0.6162,0.448,0,29.06,29.06,2015-08-06,33.1,-3.64,0,2015-08-07,33.3,33.3,37.04,0.5097,17.72,3.6,7.96,2015-09-07,28.3,-15.02,22,0,38.44,-16.52
NIITMTS,L180,0,2025-12-17,2025-03-28,410.95,2025-08-01,311.94,24.09,180,0.48,0.748,2.448e-05,0.519,0.633,1,0,0.772,0.1436,0.0609,0,4.96,4.96,2025-12-17,412.25,3.18,0,2025-12-18,410.2,410.95,-0.18,0.486,-29.5,-46.0,-45.15,2026-01-23,370.35,-9.71,25,0,8.22,-50.44
NILKAMAL,L120,0,2018-01-02,2017-07-13,1980.0,2017-09-06,1524.05,23.03,120,0.328,0.816,6.361e-05,0.503,0.592,1,1,1.185,0.3552,0.3079,0,9.3,10.51,2018-01-04,2072.15,4.88,2,2018-01-05,2075.0,2075.0,4.8,0.4608,-21.9,-23.17,-32.28,2018-01-30,1825.65,-12.02,17,0,2.84,-33.2
NITINSPIN,L180,0,2026-02-23,2025-06-10,402.8,2025-11-07,305.35,24.19,180,0.587,0.781,1.719e-05,0.669,0.561,1,0,0.699,0.8809,0.1436,0,3.26,4.46,2026-04-13,403.75,1.94,31,2026-04-15,416.0,416.0,3.28,0.5146,30.58,56.73,56.73,,,56.73,104,1,59.98,-3.87
NITINSPIN,L250,0,2026-05-07,2025-05-14,409.0,2025-11-07,305.35,25.34,250,0.514,0.707,1.802e-05,0.51,0.424,1,0,1.001,0.7513,1.0117,0,8.55,8.55,2026-05-07,493.0,-2.25,0,2026-05-08,486.0,486.0,18.83,0.3914,17.77,34.16,34.16,,,34.16,88,1,36.93,-3.32
NITINSPIN,VAR,0,2026-04-08,2025-05-14,409.0,2025-11-07,305.35,25.34,225,0.545,0.741,1.568e-05,0.583,0.471,1,0,0.901,0.7559,0.9223,0,3.72,5.16,2026-04-15,409.8,1.5,4,2026-04-16,411.0,411.0,0.49,0.4414,37.06,58.64,58.64,,,58.64,103,1,61.92,-2.7
NMDC,L180,0,2009-05-25,2008-08-20,44.51,2008-12-02,14.37,67.72,180,0.38,0.806,9.623e-05,0.534,0.678,1,1,1.436,0.3888,0.2574,1,2.94,4.32,2009-05-26,44.82,5.01,1,2009-05-27,46.29,46.29,4.0,0.4563,-0.82,18.32,-25.43,2009-06-18,46.37,0.17,17,0,60.1,-28.47
NMDC,L180,0,2023-09-15,2023-01-13,39.46,2023-05-25,30.83,21.87,180,0.559,0.707,2.986e-05,0.496,0.517,1,0,1.243,0.3157,0.2489,1,195.33,195.33,2023-09-15,46.44,-0.21,0,2023-09-18,46.44,46.44,17.69,0.3786,29.11,58.76,47.33,2024-03-13,66.19,42.53,122,0,98.66,-6.4
NMDC,L250,0,2009-07-16,2008-08-04,46.29,2008-12-02,14.37,68.96,250,0.402,0.701,6.780e-05,0.48,0.5,1,0,1.822,0.4223,0.4364,1,3.7,3.72,2009-07-17,49.88,9.15,1,2009-07-20,51.34,51.34,10.91,0.3123,-14.76,6.76,-36.79,2009-07-20,48.01,-6.49,1,0,44.35,-37.94
NMDC,VAR,0,2023-08-31,2023-01-13,39.46,2023-05-25,30.83,21.87,156,0.561,0.868,2.705e-05,0.553,0.596,1,1,1.172,0.2656,0.1719,0,110.83,116.13,2023-09-01,40.19,6.35,1,2023-09-04,41.03,41.03,3.98,0.6087,38.0,79.99,67.02,2024-03-13,66.19,61.32,132,0,124.86,-0.07
