symbol,mode,ipo_short_window,left_rim_date,left_rim_level,trough_date,trough_close,depth_pct,base_len_bars,trough_pos,fit_r2,fit_curvature,vertex_frac,flat_frac,r2_ge_060,r2_ge_080,vol_ratio,obv_gain,obv_slope_norm,obv_filter_pass,base_qualify_date,tv20_cr_at_q,trigger_date,trigger_close,trigger_level,trigger_N,vol_multiple,volx_ge_2,volx_ge_5,fired_n40,fired_n60,fired_n100,days_q_to_trigger,trigger_day_move_pct,tv20_cr_at_trigger,entry_date,entry_open,dist_to_left_rim_pct,pattern_quality,info_fwd60_pct,info_fwd120_pct,info_fwd250_pct,info_st73_exit_date,info_st73_exit_close,info_st73_ret_pct,info_st73_bars_held,info_st73_still_open,info_mfe_250_pct,info_mae_250_pct
TALBROAUTO,L120,0,2021-08-03,69.15,2021-10-22,53.1,23.21,120,0.605,0.711,9.026e-05,0.436,0.533,1,0,1.062,0.5272,0.7156,0,2021-12-30,3.55,2022-01-04,87.65,82.95,60,9.71,1,1,1,1,1,3,11.94,2.76,2022-01-05,91.4,-26.75,0.3861,3.12,1.37,19.86,2022-02-10,98.9,8.21,26,0,43.98,-19.09
TANLA,L120,0,2024-01-16,1207.8,2024-03-13,804.5,33.39,120,0.445,0.716,4.178e-05,0.692,0.467,1,0,0.853,0.2974,0.2815,0,2024-06-21,33.69,2024-07-15,998.0,985.0,60,42.25,1,1,1,1,0,16,4.74,28.44,2024-07-16,1008.0,17.37,0.405,-14.57,-30.64,-34.78,2024-08-06,891.2,-11.59,15,0,2.68,-59.39
TANLA,L120,0,2025-01-02,752.45,2025-03-17,422.95,43.79,120,0.613,0.809,8.002e-05,0.687,0.475,1,1,1.494,0.6042,0.4602,1,2025-05-27,44.14,2025-06-12,679.2,629.15,60,33.56,1,1,1,1,1,12,9.08,32.75,2025-06-13,664.0,9.73,0.5166,-0.51,-15.99,-20.34,2025-07-28,614.15,-7.51,32,0,15.36,-44.89
TANLA,L180,0,2017-04-13,53.35,2017-08-11,30.3,43.21,180,0.464,0.8,3.862e-05,0.638,0.761,1,0,0.994,0.1911,0.1114,0,2018-01-02,2.62,2018-01-09,46.0,41.95,60,8.43,1,1,1,1,1,5,14.57,5.07,2018-01-10,46.3,13.78,0.5874,-20.19,-24.19,-34.77,2018-01-25,34.9,-24.62,12,0,0.32,-43.09
TANLA,L180,0,2024-09-26,907.7,2025-03-17,422.95,53.4,180,0.654,0.779,4.178e-05,0.693,0.444,1,0,1.761,0.6265,0.5322,1,2025-06-18,35.1,2025-09-10,696.65,678.6,60,10.29,1,1,1,1,1,58,3.09,26.65,2025-09-11,699.8,23.25,0.3713,-23.71,-36.97,-28.05,2025-09-30,656.75,-6.15,14,0,9.46,-47.71
TANLA,L250,0,2017-01-24,64.85,2017-08-11,30.3,53.28,250,0.566,0.86,2.361e-05,0.699,0.636,1,1,1.07,0.2116,0.1888,0,2018-01-18,5.89,2018-07-10,38.3,38.2,60,6.07,1,1,1,1,0,117,4.93,0.38,2018-07-11,40.0,40.94,0.5766,-22.5,-22.75,69.13,2018-09-05,38.3,-4.25,39,0,91.0,-30.0
TANLA,VAR,0,2017-01-24,64.85,2017-08-11,30.3,53.28,243,0.562,0.852,2.441e-05,0.697,0.646,1,1,1.052,0.2413,0.1792,0,2018-01-16,6.17,2018-07-10,38.3,38.2,60,6.07,1,1,1,1,0,119,4.93,0.38,2018-07-11,40.0,40.94,0.5767,-22.5,-22.75,69.13,2018-09-05,38.3,-4.25,39,0,91.0,-30.0
TARC,L120,0,2024-12-03,229.51,2025-03-17,103.6,54.86,120,0.697,0.83,1.211e-04,0.637,0.467,1,1,0.858,0.3075,0.3162,0,2025-05-14,5.53,2025-05-23,169.64,164.31,60,4.9,1,0,1,1,0,7,5.46,5.97,2025-05-26,170.5,26.09,0.3216,-5.4,-17.26,-23.89,2025-07-29,182.78,7.2,47,0,20.88,-36.01
TARC,VAR,0,2022-01-11,59.15,2022-03-29,35.15,40.57,90,0.584,0.826,1.370e-04,0.632,0.722,1,1,0.993,0.2491,0.3213,0,2022-05-24,3.22,2022-08-24,40.95,40.85,60,3.37,1,0,1,1,0,64,3.93,2.09,2022-08-25,41.2,30.77,0.5984,1.33,-4.73,120.63,2022-11-21,41.2,0.0,59,0,129.98,-18.57
TARC,VAR,0,2024-10-04,266.1,2025-03-17,103.6,61.07,161,0.7,0.835,6.968e-05,0.677,0.497,1,1,0.941,0.3456,0.2776,0,2025-05-30,6.28,2025-06-05,173.93,170.98,60,3.31,1,0,1,1,0,4,4.57,6.75,2025-06-06,174.8,34.64,0.32,-11.09,-20.78,-30.65,2025-07-29,182.78,4.57,38,0,17.91,-37.59
TARIL,L120,0,2017-07-11,19.07,2017-10-27,14.74,22.71,120,0.647,0.731,6.145e-05,0.503,0.567,1,0,1.179,0.6125,0.5346,0,2017-12-27,2.42,2018-01-04,21.77,21.34,60,3.53,1,0,1,1,1,6,6.09,2.42,2018-01-05,21.99,-14.16,0.3995,-34.56,-54.43,-68.39,2018-01-30,17.79,-19.1,17,0,1.36,-72.62
TARIL,L120,0,2020-12-15,11.52,2021-03-30,8.12,29.51,120,0.647,0.718,1.006e-04,0.452,0.517,1,0,1.841,0.523,0.5457,1,2021-06-02,2.2,2021-06-21,15.42,14.72,60,6.96,1,1,1,1,1,13,11.98,2.11,2021-06-22,15.69,-33.85,0.416,-6.05,-4.14,-13.83,2021-08-10,14.34,-8.6,35,0,48.44,-24.79
TARIL,L120,0,2025-10-03,497.05,2026-02-02,229.58,53.81,120,0.697,0.785,1.227e-04,0.653,0.758,1,0,1.229,0.4666,0.4503,1,2026-03-25,94.24,2026-04-27,342.65,333.3,60,4.16,1,0,1,1,1,19,5.94,156.02,2026-04-28,344.0,31.06,0.4109,-14.75,-15.67,-15.67,2026-07-22,307.0,-10.76,59,0,8.14,-17.44
TARIL,L180,0,2025-09-23,536.25,2026-02-02,229.58,57.19,180,0.654,0.786,5.457e-05,0.698,0.633,1,0,2.43,0.3513,0.3021,1,2026-05-07,173.98,2026-06-19,357.55,342.65,60,21.71,1,1,1,1,1,30,10.07,61.16,2026-06-22,360.65,33.32,0.4733,-19.56,-19.56,-19.56,2026-07-22,307.0,-14.88,22,0,1.21,-21.25
TARIL,VAR,0,2025-08-04,558.9,2026-02-02,229.58,58.92,195,0.634,0.781,4.628e-05,0.7,0.662,1,0,1.931,0.3218,0.2789,1,2026-05-20,99.46,2026-06-19,357.55,342.65,60,21.71,1,1,1,1,1,21,10.07,61.16,2026-06-22,360.65,36.03,0.4458,-19.56,-19.56,-19.56,2026-07-22,307.0,-14.88,22,0,1.21,-21.25
TARSONS,L250,0,2025-07-17,386.45,2026-03-30,166.46,56.93,250,0.699,0.875,3.168e-05,0.622,0.572,1,1,1.336,0.7391,0.7001,1,2026-07-21,3.39,2026-08-14,360.3,328.05,60,78.38,1,1,1,1,1,18,15.22,4.48,2026-08-17,355.1,6.77,0.5051,-10.17,-10.17,-10.17,,,-10.17,19,1,2.79,-12.32
TARSONS,VAR,0,2025-07-17,386.45,2026-03-30,166.46,56.93,247,0.699,0.875,3.190e-05,0.623,0.579,1,1,1.319,0.703,0.7661,1,2026-07-20,3.39,2026-08-14,360.3,328.05,60,78.38,1,1,1,1,1,19,15.22,4.48,2026-08-17,355.1,6.77,0.5095,-10.17,-10.17,-10.17,,,-10.17,19,1,2.79,-12.32
TASTYBITE,L120,0,2022-11-28,11913.82,2023-03-27,8006.11,32.8,120,0.697,0.818,5.513e-05,0.662,0.475,1,1,3.24,0.393,0.3278,1,2023-05-23,2.04,2023-05-26,11711.82,11213.73,60,4.29,1,0,1,1,1,3,6.92,2.68,2023-05-29,11594.14,1.7,0.5075,51.17,39.66,-13.92,2023-09-12,15829.6,36.53,75,0,70.64,-14.21
TASTYBITE,L250,0,2025-07-29,11709.94,2026-03-23,6453.5,44.89,250,0.699,0.889,1.819e-05,0.655,0.512,1,1,2.493,0.4275,0.4005,1,2026-07-15,2.8,2026-08-14,10005.0,9524.5,60,67.28,1,1,1,1,1,22,10.06,3.34,2026-08-17,9910.5,14.56,0.587,3.93,3.93,3.93,,,3.93,19,1,6.39,-3.13
TASTYBITE,VAR,0,2025-07-29,11709.94,2026-03-23,6453.5,44.89,230,0.699,0.868,1.867e-05,0.66,0.557,1,1,2.324,0.4235,0.3597,1,2026-07-07,2.02,2026-08-14,10005.0,9524.5,60,67.28,1,1,1,1,1,28,10.06,3.34,2026-08-17,9910.5,14.56,0.5895,3.93,3.93,3.93,,,3.93,19,1,6.39,-3.13
TATACHEM,L120,0,2013-05-21,310.4,2013-09-04,233.8,24.68,120,0.622,0.835,3.931e-05,0.694,0.467,1,1,1.369,0.2277,0.2472,1,2013-11-12,9.91,2014-03-04,284.3,273.2,60,21.79,1,1,1,1,1,77,7.91,4.35,2014-03-05,286.45,8.41,0.4331,9.69,37.28,49.36,2014-09-25,369.35,28.94,138,0,67.15,-5.71
TATACHEM,L120,0,2018-12-20,712.95,2019-02-18,551.2,22.69,120,0.412,0.701,4.167e-05,0.651,0.517,1,0,1.597,0.2665,0.2602,1,2019-06-04,38.17,2019-10-31,622.65,618.55,60,3.97,1,0,1,1,0,99,2.03,24.27,2019-11-01,626.85,12.67,0.3549,18.8,-55.61,-47.99,2020-02-28,709.3,13.15,84,0,23.58,-68.57
TATACHEM,L120,0,2022-10-27,1188.15,2022-12-23,891.7,24.95,120,0.429,0.766,2.975e-05,0.699,0.458,1,0,0.607,0.2608,0.2231,0,2023-04-03,58.58,2023-07-28,1051.05,1012.8,60,5.97,1,1,1,1,1,79,5.78,90.4,2023-07-31,1060.3,11.54,0.3833,-11.28,-0.79,4.1,2023-08-16,990.7,-6.56,12,0,27.23,-12.01
TATACHEM,L120,0,2024-12-11,1125.65,2025-02-28,777.35,30.94,120,0.496,0.908,4.879e-05,0.692,0.583,1,1,0.948,0.1863,0.156,0,2025-06-02,63.64,2025-07-23,972.1,962.65,60,4.46,1,0,1,1,1,37,0.98,42.68,2025-07-24,975.85,13.64,0.7437,-7.45,-22.63,-30.41,2025-09-26,930.8,-4.62,45,0,5.21,-40.53
TATACHEM,L180,0,2008-09-02,327.4,2009-03-09,98.8,69.82,180,0.698,0.712,8.023e-05,0.561,0.717,1,0,1.651,0.3215,0.1802,1,2009-06-03,12.39,2009-06-11,258.3,240.0,60,3.0,1,0,1,1,1,6,7.87,25.94,2009-06-12,260.95,21.11,0.2634,-8.11,20.73,18.01,2009-07-08,200.9,-23.01,19,0,35.05,-28.4
TATACHEM,L180,0,2013-05-07,327.3,2013-09-04,233.8,28.57,180,0.542,0.819,2.475e-05,0.629,0.4,1,1,0.931,0.2237,0.3277,0,2014-01-06,5.39,2014-03-04,284.3,273.2,60,21.79,1,1,1,1,1,40,7.91,4.35,2014-03-05,286.45,13.14,0.4419,9.69,37.28,49.36,2014-09-25,369.35,28.94,138,0,67.15,-5.71
TATACHEM,L180,0,2022-10-10,1199.65,2022-12-23,891.7,25.67,180,0.33,0.704,1.328e-05,0.673,0.561,1,0,0.58,0.1504,0.098,0,2023-06-20,95.29,2023-07-28,1051.05,1012.8,60,5.97,1,1,1,1,1,27,5.78,90.4,2023-07-31,1060.3,12.39,0.2782,-11.28,-0.79,4.1,2023-08-16,990.7,-6.56,12,0,27.23,-12.01
TATACHEM,L180,0,2024-10-21,1189.0,2025-02-28,777.35,34.62,180,0.531,0.795,2.350e-05,0.693,0.439,1,0,0.94,0.225,0.2378,0,2025-07-04,59.32,2025-07-23,972.1,962.65,60,4.46,1,0,1,1,1,13,0.98,42.68,2025-07-24,975.85,18.24,0.4939,-7.45,-22.63,-30.41,2025-09-26,930.8,-4.62,45,0,5.21,-40.53
TATACHEM,L250,0,2008-09-02,327.4,2009-03-09,98.8,69.82,250,0.546,0.7,5.035e-05,0.495,0.516,1,0,1.676,0.213,0.1444,1,2009-08-25,18.92,2009-12-02,301.8,290.45,60,4.7,1,0,1,1,1,65,3.91,5.77,2009-12-03,306.45,7.82,0.3271,-0.7,1.99,19.32,2010-01-27,288.0,-6.02,36,0,44.02,-11.7
TATACHEM,L250,0,2013-02-27,329.65,2013-09-04,233.8,29.08,250,0.526,0.757,1.020e-05,0.696,0.404,1,0,0.926,0.1879,0.2366,0,2014-02-25,5.16,2014-03-04,284.3,273.2,60,21.79,1,1,1,1,1,4,7.91,4.35,2014-03-05,286.45,13.76,0.383,9.69,37.28,49.36,2014-09-25,369.35,28.94,138,0,67.15,-5.71
TATACHEM,L250,0,2022-10-10,1199.65,2022-12-23,891.7,25.67,250,0.325,0.702,8.168e-06,0.626,0.456,1,0,0.571,0.1427,0.0954,0,2023-08-29,71.58,2023-12-26,1094.25,1045.3,60,8.47,1,1,1,1,0,80,7.06,93.75,2023-12-27,1100.0,8.79,0.1824,-6.25,4.91,-4.88,2024-01-23,1003.95,-8.73,20,0,22.64,-15.18
TATACHEM,VAR,0,2013-02-27,329.65,2013-09-04,233.8,29.08,246,0.522,0.752,1.055e-05,0.691,0.411,1,0,0.93,0.1834,0.2379,0,2014-02-24,5.47,2014-03-04,284.3,273.2,60,21.79,1,1,1,1,1,5,7.91,4.35,2014-03-05,286.45,13.76,0.3849,9.69,37.28,49.36,2014-09-25,369.35,28.94,138,0,67.15,-5.71
TATACHEM,VAR,0,2015-07-22,515.5,2015-09-29,367.75,28.66,90,0.528,0.807,1.064e-04,0.583,0.622,1,1,0.711,0.0675,-0.0322,0,2015-12-02,13.04,2016-04-13,399.9,374.3,60,4.45,1,0,1,1,0,90,7.24,8.94,2016-04-18,400.15,22.42,0.5611,11.8,34.14,58.94,2016-09-29,505.75,26.39,114,0,60.0,-2.14
TATACHEM,VAR,0,2022-10-10,1199.65,2022-12-23,891.7,25.67,107,0.491,0.823,4.399e-05,0.675,0.402,1,1,0.665,0.2615,0.2795,0,2023-03-13,62.51,2023-07-28,1051.05,1012.8,60,5.97,1,1,1,1,1,93,5.78,90.4,2023-07-31,1060.3,12.39,0.4715,-11.28,-0.79,4.1,2023-08-16,990.7,-6.56,12,0,27.23,-12.01
TATACHEM,VAR,0,2024-10-21,1189.0,2025-02-28,777.35,34.62,172,0.532,0.817,2.600e-05,0.695,0.459,1,1,0.967,0.2283,0.2346,0,2025-06-30,69.12,2025-07-23,972.1,962.65,60,4.46,1,0,1,1,1,17,0.98,42.68,2025-07-24,975.85,18.24,0.5366,-7.45,-22.63,-30.41,2025-09-26,930.8,-4.62,45,0,5.21,-40.53
TATACONSUM,L120,0,2010-11-10,130.3,2011-02-24,86.35,33.73,120,0.655,0.804,4.378e-05,0.694,0.425,1,1,1.339,0.457,0.506,1,2011-04-28,10.92,2011-08-04,109.65,107.2,60,9.07,1,1,1,1,1,70,3.1,10.5,2011-08-05,106.75,15.85,0.4257,-15.83,1.78,21.45,2011-08-17,94.2,-11.76,8,0,23.28,-26.0
TATACONSUM,L120,0,2011-08-04,109.65,2011-11-23,79.95,27.09,120,0.697,0.741,4.391e-05,0.617,0.558,1,0,0.63,0.2194,0.1395,0,2012-01-13,6.13,2012-01-16,97.3,94.25,60,4.27,1,0,1,1,1,1,4.62,6.26,2012-01-17,98.7,11.26,0.3149,18.59,15.81,53.09,2012-05-11,107.1,8.51,78,0,81.61,-8.76
TATACONSUM,L120,0,2024-09-12,1222.75,2024-12-20,889.45,27.26,120,0.689,0.857,4.869e-05,0.697,0.533,1,1,1.105,0.1932,0.1954,0,2025-02-11,161.67,2025-04-24,1161.3,1150.1,60,3.64,1,0,1,1,1,46,0.97,171.76,2025-04-25,1160.2,5.03,0.4426,-5.54,-3.96,-1.08,2025-06-13,1078.4,-7.05,35,0,5.23,-13.19
TATACONSUM,L180,0,2024-07-23,1241.45,2024-12-20,889.45,28.35,180,0.581,0.748,2.016e-05,0.693,0.506,1,0,1.138,0.2532,0.1384,0,2025-04-09,196.38,2025-04-24,1161.3,1150.1,60,3.64,1,0,1,1,1,8,0.97,171.76,2025-04-25,1160.2,6.46,0.4169,-5.54,-3.96,-1.08,2025-06-13,1078.4,-7.05,35,0,5.23,-13.19
TATACONSUM,L250,0,2008-05-21,93.75,2008-11-24,44.65,52.37,250,0.578,0.772,1.800e-05,0.697,0.416,1,0,0.965,0.1122,-0.0588,0,2009-05-08,6.97,2009-06-03,77.8,71.9,60,4.9,1,0,1,1,1,18,9.04,12.24,2009-06-04,77.05,17.01,0.3051,24.72,15.31,35.3,2009-10-26,84.0,9.02,98,0,45.94,-10.9
TATACONSUM,VAR,0,2008-05-21,93.75,2008-11-24,44.65,52.37,229,0.557,0.716,1.876e-05,0.694,0.454,1,0,0.958,0.0892,-0.0887,0,2009-05-04,6.36,2009-06-03,77.8,71.9,60,4.9,1,0,1,1,1,22,9.04,12.24,2009-06-04,77.05,17.01,0.2855,24.72,15.31,35.3,2009-10-26,84.0,9.02,98,0,45.94,-10.9
TATACONSUM,VAR,0,2010-10-11,132.6,2011-05-26,84.7,36.12,224,0.7,0.744,1.469e-05,0.673,0.504,1,0,1.614,0.2195,0.2259,1,2011-08-30,18.13,2012-01-04,94.25,93.4,60,3.2,1,0,1,1,0,83,0.91,4.91,2012-01-05,93.85,28.92,0.356,21.42,21.84,72.35,2012-05-11,107.1,14.12,86,0,91.0,-9.48
TATACONSUM,VAR,0,2018-07-03,277.55,2019-02-11,177.55,36.03,220,0.68,0.721,1.083e-05,0.699,0.414,1,0,1.067,0.3583,0.2656,0,2019-05-28,53.85,2019-06-04,250.35,241.95,60,3.59,1,0,1,1,1,5,3.47,76.17,2019-06-06,249.9,9.8,0.2723,10.08,25.21,48.54,2019-07-19,245.8,-1.64,32,0,61.26,-15.53
TATACONSUM,VAR,0,2024-07-23,1241.45,2024-12-20,889.45,28.35,180,0.581,0.748,2.016e-05,0.693,0.506,1,0,1.138,0.2532,0.1384,0,2025-04-09,196.38,2025-04-24,1161.3,1150.1,60,3.64,1,0,1,1,1,8,0.97,171.76,2025-04-25,1160.2,6.46,0.4169,-5.54,-3.96,-1.08,2025-06-13,1078.4,-7.05,35,0,5.23,-13.19
TATAELXSI,L120,0,2019-07-03,921.25,2019-08-05,604.5,34.38,120,0.429,0.703,9.383e-05,0.575,0.508,1,0,1.768,0.2181,0.2209,1,2019-11-19,58.81,2019-12-05,862.4,829.5,60,10.33,1,1,1,1,1,12,6.9,41.34,2019-12-06,862.45,6.39,0.4355,2.35,-4.97,96.12,2020-02-27,930.4,7.88,59,0,98.85,-42.03
TATAELXSI,L180,0,2008-09-04,83.9,2009-03-09,38.28,54.37,180,0.698,0.853,8.228e-05,0.533,0.694,1,1,31.84,0.3415,0.4786,1,2009-06-03,2.79,2009-08-05,84.55,80.23,60,9.64,1,1,1,1,1,45,6.98,1.42,2009-08-06,84.4,-0.77,0.5517,-7.07,66.86,52.58,2009-10-27,81.33,-3.64,54,0,105.81,-13.74
TATAELXSI,L180,0,2022-08-24,9861.0,2022-12-23,5837.6,40.8,180,0.475,0.903,2.865e-05,0.698,0.744,1,1,0.57,0.3083,0.1707,0,2023-05-15,75.82,2023-05-25,7261.0,7198.35,60,3.64,1,0,1,1,1,8,3.25,108.02,2023-05-26,7300.0,26.37,0.7606,-3.88,15.88,0.27,2023-07-21,7310.85,0.15,40,0,26.03,-4.22
TATAELXSI,L250,0,2008-08-04,85.48,2009-03-09,38.28,55.22,250,0.578,0.799,5.017e-05,0.49,0.504,1,0,21.159,0.2951,0.2898,1,2009-08-13,2.23,2009-09-07,90.45,87.33,60,5.75,1,1,1,1,1,17,10.74,2.29,2009-09-08,91.5,-5.81,0.5295,41.48,60.91,37.46,2009-10-27,81.33,-11.11,31,0,89.84,-20.44
TATAELXSI,L250,0,2022-08-17,10684.9,2022-12-23,5837.6,45.37,250,0.458,0.709,1.925e-05,0.611,0.612,1,0,0.545,0.3142,0.3057,0,2023-07-12,91.37,2023-10-18,7608.9,7477.05,60,7.32,1,1,1,1,0,67,2.2,52.92,2023-10-19,7608.9,28.79,0.4838,14.56,1.9,-2.62,2024-01-18,8310.7,9.22,63,0,20.91,-15.74
TATAELXSI,VAR,0,2006-05-02,127.48,2006-07-24,74.48,41.58,90,0.663,0.808,1.962e-04,0.54,0.5,1,1,1.238,0.4431,0.4487,1,2006-09-05,2.08,2006-10-27,117.43,116.68,60,4.58,1,0,1,1,1,35,3.71,0.84,2006-10-30,118.0,7.88,0.4762,29.31,36.36,22.8,2006-12-12,112.2,-4.92,32,0,54.58,-6.74
TATAELXSI,VAR,0,2008-08-04,85.48,2009-03-09,38.28,55.22,249,0.577,0.797,5.035e-05,0.488,0.506,1,0,21.246,0.2951,0.2898,1,2009-08-13,2.23,2009-09-07,90.45,87.33,60,5.75,1,1,1,1,1,17,10.74,2.29,2009-09-08,91.5,-5.81,0.5312,41.48,60.91,37.46,2009-10-27,81.33,-11.11,31,0,89.84,-20.44
TATAELXSI,VAR,0,2022-08-17,10684.9,2022-12-23,5837.6,45.37,184,0.481,0.913,2.970e-05,0.694,0.772,1,1,0.56,0.3157,0.175,0,2023-05-16,86.44,2023-05-25,7261.0,7198.35,60,3.64,1,0,1,1,1,7,3.25,108.02,2023-05-26,7300.0,32.04,0.7524,-3.88,15.88,0.27,2023-07-21,7310.85,0.15,40,0,26.03,-4.22
TATAELXSI,VAR,0,2022-08-18,10614.15,2022-12-23,5837.6,45.0,250,0.349,0.752,2.107e-05,0.553,0.688,1,0,0.573,0.2361,0.276,0,2023-08-21,59.31,2023-10-18,7608.9,7477.05,60,7.32,1,1,1,1,0,40,2.2,52.92,2023-10-19,7608.9,28.31,0.4138,14.56,1.9,-2.62,2024-01-18,8310.7,9.22,63,0,20.91,-15.74
TATAMOTORS,L120,0,2000-07-11,26.6,2000-10-24,13.7,48.5,120,0.697,0.798,8.216e-05,0.686,0.458,1,0,1.916,0.5379,0.4943,1,2000-12-13,15.1,2001-01-03,20.35,20.0,60,4.02,1,0,1,1,0,14,8.53,17.48,2001-01-04,20.4,23.5,0.3986,-36.03,-38.97,-2.21,2001-01-17,17.4,-14.71,10,0,12.01,-43.63
TATAMOTORS,L120,0,2005-02-14,97.4,2005-04-05,77.86,20.06,120,0.412,0.702,2.824e-05,0.67,0.567,1,0,0.715,0.0861,0.0016,0,2005-07-13,55.92,2005-08-02,100.95,96.0,60,4.23,1,0,1,1,1,13,5.16,59.41,2005-08-03,100.97,-3.64,0.3153,-12.41,31.08,42.22,2005-10-19,96.52,-4.41,53,0,89.33,-16.32
TATAMOTORS,L120,0,2008-09-24,76.68,2008-11-20,24.97,67.44,120,0.311,0.727,1.483e-04,0.644,0.842,1,0,1.174,0.0715,0.0261,0,2009-03-26,78.74,2009-07-28,81.99,77.01,60,3.56,1,0,1,1,1,82,10.75,127.61,2009-07-29,80.54,-6.92,0.2161,34.73,88.85,106.82,2009-10-23,104.74,30.05,58,0,116.87,-8.55
TATAMOTORS,L120,0,2012-04-19,315.86,2012-07-26,202.92,35.76,120,0.664,0.717,6.132e-05,0.63,0.5,1,0,0.912,0.2097,0.1897,0,2012-09-25,218.88,2012-11-08,280.94,277.57,60,3.23,1,0,1,1,1,30,5.42,207.34,2012-11-09,280.99,11.06,0.3212,1.12,5.07,28.94,2013-01-24,290.34,3.33,52,0,41.18,-11.34
TATAMOTORS,L120,0,2020-01-15,200.35,2020-04-03,65.3,67.41,120,0.555,0.79,1.698e-04,0.699,0.558,1,0,1.379,0.3389,0.3245,1,2020-06-24,890.21,2020-08-26,137.9,131.15,60,3.39,1,0,1,1,1,45,8.5,728.73,2020-08-27,140.1,31.17,0.4718,19.88,134.98,103.96,2020-09-22,133.1,-5.0,19,0,157.49,-12.81
TATAMOTORS,L180,0,2000-06-13,27.6,2000-10-24,13.7,50.36,180,0.637,0.749,3.753e-05,0.694,0.406,1,0,2.747,0.2082,0.2443,1,2001-01-24,19.19,2001-02-16,21.7,21.2,60,4.38,1,0,1,1,1,16,3.83,27.24,2001-02-19,21.95,21.38,0.3288,-24.6,-31.44,24.6,2001-03-05,18.4,-16.17,11,0,39.86,-47.61
TATAMOTORS,L180,0,2018-09-07,277.4,2019-02-08,150.7,45.67,180,0.698,0.797,5.004e-05,0.586,0.639,1,0,1.572,0.2318,0.2825,1,2019-05-03,744.68,2019-10-29,172.45,147.7,60,4.21,1,0,1,1,0,119,16.76,555.05,2019-10-30,175.0,37.83,0.4439,7.66,-56.77,-22.49,2020-01-28,176.1,0.63,63,0,15.26,-63.71
TATAMOTORS,L180,0,2020-01-15,200.35,2020-04-03,65.3,67.41,180,0.441,0.701,9.110e-05,0.6,0.522,1,0,1.223,0.306,0.2845,1,2020-08-28,830.59,2020-11-18,173.5,158.0,60,3.18,1,0,1,1,1,57,9.81,810.12,2020-11-19,171.4,13.4,0.3166,94.49,93.96,185.09,2020-12-21,164.55,-4.0,22,0,213.13,-8.58
TATAMOTORS,VAR,0,2012-04-19,315.86,2012-07-26,202.92,35.76,100,0.697,0.85,7.960e-05,0.679,0.6,1,1,0.874,0.2184,0.1107,0,2012-09-10,209.93,2012-11-08,280.94,277.57,60,3.23,1,0,1,1,1,40,5.42,207.34,2012-11-09,280.99,11.06,0.5159,1.12,5.07,28.94,2013-01-24,290.34,3.33,52,0,41.18,-11.34
TATAMOTORS,VAR,0,2018-06-08,309.95,2019-02-08,150.7,51.38,237,0.699,0.783,2.462e-05,0.675,0.582,1,0,1.81,0.1294,0.1339,1,2019-05-28,494.7,2019-10-29,172.45,147.7,60,4.21,1,0,1,1,0,102,16.76,555.05,2019-10-30,175.0,44.36,0.3842,7.66,-56.77,-22.49,2020-01-28,176.1,0.63,63,0,15.26,-63.71
TATAMOTORS,VAR,0,2020-01-15,200.35,2020-04-03,65.3,67.41,98,0.567,0.846,2.628e-04,0.697,0.582,1,1,1.105,0.4435,0.3982,0,2020-06-09,615.12,2020-08-26,137.9,131.15,60,3.39,1,0,1,1,1,56,8.5,728.73,2020-08-27,140.1,31.17,0.5519,19.88,134.98,103.96,2020-09-22,133.1,-5.0,19,0,157.49,-12.81
TATAPOWER,L120,0,2020-01-17,61.55,2020-05-11,27.3,55.65,120,0.697,0.797,1.401e-04,0.632,0.4,1,0,4.117,0.392,0.3596,1,2020-07-01,137.82,2020-07-02,49.8,46.35,60,3.4,1,0,1,1,0,1,8.03,137.82,2020-07-03,50.45,19.09,0.3383,0.0,36.87,140.54,2020-07-16,46.7,-7.43,10,0,163.03,-8.92
TATAPOWER,VAR,0,2022-04-06,289.8,2022-06-20,194.9,32.75,90,0.562,0.785,8.364e-05,0.621,0.4,1,0,0.626,0.4482,0.4016,0,2022-08-16,354.7,2022-09-06,247.35,237.95,60,4.11,1,0,1,1,0,14,4.61,355.57,2022-09-07,246.95,14.65,0.4512,-8.79,-19.11,6.78,2022-09-23,224.5,-9.09,13,0,7.86,-26.16
TATASTEEL,L120,0,2005-03-15,34.74,2005-06-13,25.07,27.84,120,0.689,0.75,4.207e-05,0.683,0.567,1,0,0.926,0.3335,0.3244,0,2005-08-04,131.52,2006-01-27,30.64,29.85,60,3.78,1,0,1,1,0,118,10.02,79.18,2006-01-30,30.2,11.8,0.3684,69.7,25.4,19.07,2006-05-18,43.53,44.14,73,0,101.42,-4.21
TATASTEEL,L120,0,2020-01-15,45.54,2020-04-03,21.25,53.34,120,0.529,0.832,1.168e-04,0.696,0.608,1,1,1.07,0.2039,0.2408,0,2020-06-29,398.6,2020-08-14,37.38,37.18,60,4.08,1,0,1,1,1,34,1.47,397.73,2020-08-17,37.33,17.92,0.5783,5.36,62.31,288.35,2020-09-17,35.42,-5.12,24,0,292.26,-19.77
