symbol,entry_date,exit_date,entry_px,exit_px,shares,pnl,ret_pct,bars,reason
VOLTAS,2006-11-03,2006-11-06,100.68000030517578,110.87000274658203,693,6695.1562,9.571934,1,ST_14_4
TITAN,2006-10-18,2006-11-21,41.5,37.09000015258789,1647,-7586.871,-11.072266,23,ST_14_4
DIVISLAB,2006-09-04,2006-12-12,95.55999755859375,135.0,699,27165.656,40.567898,69,ST_14_4
SIEMENS,2006-11-23,2006-12-13,507.1000061035156,386.29998779296875,140,-17224.695,-24.20168,14,ST_14_4
HEIDELBERG,2006-09-29,2007-02-12,54.459999084472656,54.75,1243,21.09375,0.031077862,90,ST_14_4
KEI,2007-01-19,2007-02-13,107.4000015258789,90.05000305175781,670,-11955.227,-16.572739,15,ST_14_4
SUBEXLTD,2007-01-05,2007-02-23,710.0,649.0,98,-6310.957,-9.047455,32,ST_14_4
PRSMJOHNSN,2007-01-17,2007-02-26,43.599998474121094,36.349998474121094,1661,-12374.242,-17.044258,25,ST_14_4
SCI,2006-10-27,2007-02-27,67.19000244140625,67.58000183105469,1028,54.5625,0.07879734,82,ST_14_4
CUMMINSIND,2006-11-01,2007-03-01,193.5,179.7899932861328,360,-5271.5703,-7.548702,81,ST_14_4
GVPIL,2006-10-27,2007-03-06,397.1099853515625,421.92999267578125,173,3939.6172,5.720222,87,ST_14_4
THERMAX,2006-11-17,2007-03-06,360.0,396.0,194,6617.336,9.451365,72,ST_14_4
NDTV,2007-02-20,2007-03-08,270.32000732421875,220.6699981689453,257,-13075.52,-18.774277,12,ST_14_4
GAIL,2007-04-09,2007-04-10,29.530000686645508,29.350000381469727,2292,-749.9375,-1.1052549,1,ST_14_4
UPL,2006-11-16,2007-05-21,99.1500015258789,92.69999694824219,713,-4940.828,-6.9716096,123,ST_14_4
UPL,2007-06-18,2007-06-19,101.05000305175781,96.69999694824219,699,-3386.2266,-4.7820926,1,ST_14_4
IFCI,2007-06-08,2007-07-24,50.0,50.0,1417,-354.2578,-0.4987657,32,ST_14_4
TATAELXSI,2006-10-30,2007-07-30,118.0,143.1300048828125,586,14343.617,20.691633,186,ST_14_4
JSWSTEEL,2007-01-29,2007-08-10,44.40999984741211,61.11000061035156,1613,26511.586,36.91783,133,ST_14_4
GVKPIL-BE,2007-05-11,2007-08-22,36.0,49.0,1933,24718.234,35.432243,72,ST_14_4
JINDALSAW,2007-02-23,2007-08-23,43.099998474121094,52.599998474121094,1574,14576.414,21.433067,124,ST_14_4
RELINFRA-BE,2007-07-13,2007-10-22,673.0,1250.0,114,65229.938,84.809135,69,ST_14_4
HEIDELBERG,2007-09-27,2007-11-06,63.79999923706055,47.58000183105469,1246,-20557.066,-25.79515,27,ST_14_4
PRSMJOHNSN,2007-12-14,2007-12-17,64.9000015258789,71.5,1456,9113.102,9.62001,1,ST_14_4
BIRLACORPN,2007-10-15,2008-01-14,367.0,299.79998779296875,234,-16114.891,-18.71807,63,ST_14_4
JKLAKSHMI,2007-09-28,2008-01-17,92.75,86.69999694824219,863,-5608.3203,-6.9891396,76,ST_14_4
SHREECEM,2007-12-17,2008-01-17,1498.5999755859375,1308.7900390625,61,-12006.539,-13.101405,21,ST_14_4
GESHIP,2007-10-04,2008-01-21,399.45001220703125,450.0,208,10072.68,12.0930195,75,ST_14_4
INDIACEM,2007-12-17,2008-01-21,330.0,250.0,279,-22724.555,-24.62027,23,ST_14_4
GPIL,2007-04-27,2008-01-22,6.25,11.199999809265137,11094,54431.312,78.30621,186,ST_14_4
PETRONET,2007-07-23,2008-01-22,30.450000762939453,34.54999923706055,2530,9961.867,12.898779,127,ST_14_4
IGL,2007-11-02,2008-01-22,13.399999618530273,12.199999809265137,6246,-7894.9453,-9.409314,55,ST_14_4
NOIDATOLL,2007-12-28,2008-01-22,68.0,58.349998474121094,1367,-13623.367,-14.619165,17,ST_14_4
BOMDYEING,2008-01-03,2008-01-22,183.60000610351562,138.0,527,-24454.914,-25.211483,13,ST_14_4
KEC,2007-02-21,2008-01-23,114.98999786376953,110.19999694824219,605,-3238.5547,-4.643565,232,ST_14_4
GSFC,2007-12-27,2008-01-23,60.54999923706055,43.369998931884766,1526,-26613.133,-28.730482,19,ST_14_4
BLUEDART,2008-01-01,2008-01-23,734.3900146484375,716.9000244140625,131,-2766.4844,-2.8684378,16,ST_14_4
ACE,2007-09-25,2008-01-25,72.0,96.87999725341797,1102,26952.484,33.88444,85,ST_14_4
DHANBANK,2009-07-20,2009-10-28,87.0,113.62000274658203,904,23611.078,29.946339,68,ST_14_4
DHANBANK,2009-08-31,2009-10-28,107.12000274658203,113.62000274658203,786,4675.242,5.5389404,38,ST_14_4
NAVA,2009-08-19,2009-11-04,93.25,84.0,850,-8239.164,-10.36886,50,ST_14_4
HCLTECH,2009-09-18,2009-11-04,85.19999694824219,71.44999694824219,1028,-14537.594,-16.556763,28,ST_14_4
GICHSGFIN,2009-09-23,2009-11-04,91.13999938964844,79.23999786376953,968,-11931.516,-13.490462,26,ST_14_4
JISLJALEQS,2009-07-06,2010-01-28,142.0,155.0,548,6717.1016,8.610498,139,ST_14_4
JAYSREETEA,2009-08-13,2010-01-28,104.69999694824219,167.27999877929688,761,47105.938,58.973907,111,ST_14_4
JAYSREETEA,2009-08-24,2010-01-28,107.1500015258789,167.27999877929688,764,45415.15,55.338932,104,ST_14_4
TORNTPOWER,2009-09-11,2010-01-28,264.70001220703125,277.5,327,3742.336,4.3127775,90,ST_14_4
HDFCBANK,2009-09-25,2010-01-28,80.19999694824219,80.5,1140,-116.0,-0.12655854,81,ST_14_4
UBL,2009-12-07,2010-01-28,184.10000610351562,153.8000030517578,501,-15603.523,-16.875113,34,ST_14_4
TATACONSUM,2009-08-24,2010-01-29,92.8499984741211,88.4000015258789,882,-4324.5547,-5.2675247,105,ST_14_4
DRREDDY,2009-09-17,2010-02-11,166.1999969482422,218.0,526,26741.578,30.513073,97,ST_14_4
TATAELXSI,2010-03-25,2010-05-10,171.0,140.6999969482422,552,-17155.75,-18.129677,30,ST_14_4
APOLLOTYRE,2010-02-18,2010-05-21,59.20000076293945,63.0,1554,5430.4375,5.8881283,62,ST_14_4
CENTRALBK,2009-11-10,2010-07-02,134.44000244140625,120.79000091552734,680,-9715.898,-10.601348,160,ST_14_4
AIAENG,2009-12-01,2010-07-30,380.8800048828125,352.04998779296875,247,-7573.6016,-8.030319,165,ST_14_4
JUBLPHARMA,2009-12-04,2010-08-23,340.1199951171875,328.239990234375,275,-3726.5,-3.9742172,178,ST_14_4
LUPIN,2009-06-26,2010-09-01,180.0,360.95001220703125,434,77945.38,99.52765,295,ST_14_4
BPCL,2010-08-24,2010-10-18,51.29999923706055,45.400001525878906,2057,-12633.578,-11.942363,38,ST_14_4
HATHWAY,2010-09-06,2010-10-19,44.599998474121094,37.599998474121094,2359,-16997.773,-16.11554,30,ST_14_4
JKTYRE,2010-09-07,2010-10-29,40.0,34.0,2630,-16266.555,-15.423942,37,ST_14_4
ASTEC,2010-10-05,2010-11-16,88.30000305175781,72.69999694824219,1197,-19155.0,-18.07769,30,ST_14_4
KRBL,2010-10-12,2010-11-19,42.0,40.04999923706055,2501,-5389.9766,-5.1184597,27,ST_14_4
TITAN,2010-02-02,2010-11-22,85.75,184.89999389648438,1067,105071.086,114.55138,203,ST_14_4
UPL,2010-10-14,2010-11-22,123.4000015258789,118.94999694824219,842,-4257.0625,-4.0869417,26,ST_14_4
NFL,2010-10-15,2010-11-23,131.39999389648438,108.9000015258789,783,-18087.883,-17.536634,26,ST_14_4
DELTACORP,2010-10-26,2010-11-29,89.3499984741211,99.75,1169,11604.953,11.082816,23,ST_14_4
RALLIS,2009-09-07,2010-11-30,58.470001220703125,130.1999969482422,1447,103110.77,121.56763,306,ST_14_4
ULTRACEMCO,2010-11-30,2011-01-07,1156.050048828125,1009.0,87,-13264.258,-13.155359,27,ST_14_4
EXIDEIND,2009-07-20,2011-01-11,81.19999694824219,151.0,968,67004.48,85.033104,370,ST_14_4
HINDUNILVR,2010-09-27,2011-01-27,318.0,282.0,334,-12525.008,-11.763054,85,ST_14_4
AMBUJACEM,2011-03-31,2011-05-06,151.0,137.10000610351562,669,-9780.945,-9.658134,23,ST_14_4
AMBUJACEM,2011-05-02,2011-05-06,156.8000030517578,137.10000610351562,637,-13016.9375,-12.999868,4,ST_14_4
FEDERALBNK,2011-06-08,2011-08-02,44.70000076293945,42.0,2214,-6457.6953,-6.5089045,39,ST_14_4
INDUSINDBK,2011-07-05,2011-08-10,282.54998779296875,261.54998779296875,352,-7870.8125,-7.8940034,26,ST_14_4
J&KBANK,2011-06-17,2011-08-19,83.58999633789062,79.11000061035156,1184,-5785.9062,-5.8315096,44,ST_14_4
EMAMILTD,2011-07-13,2011-09-06,174.5399932861328,149.2899932861328,566,-14749.719,-14.893198,36,ST_14_4
ANDHRAPAP,2011-07-19,2011-09-23,75.75,60.849998474121094,1309,-19951.133,-20.070625,45,ST_14_4
CHAMBLFERT,2011-08-09,2011-09-29,97.1500015258789,93.55000305175781,1000,-4076.7578,-4.185891,34,ST_14_4
POONAWALLA,2011-07-07,2011-10-03,80.0,69.5,1246,-13548.695,-13.558292,59,ST_14_4
TIMKEN,2011-11-09,2011-11-23,243.75,193.25,395,-20379.047,-21.113379,9,ST_14_4
APOLLOHOSP,2011-11-02,2011-12-16,522.9500122070312,493.8500061035156,183,-5790.492,-6.03559,29,ST_14_4
HAVELLS,2011-11-08,2011-12-21,83.33999633789062,74.30000305175781,1161,-10952.984,-11.291779,29,ST_14_4
TATACONSUM,2012-04-20,2012-05-15,124.44999694824219,101.75,785,-18263.43,-18.648046,17,ST_14_4
BRITANNIA,2011-10-31,2012-05-17,234.77000427246094,263.45001220703125,409,11220.695,11.656534,137,ST_14_4
UBL,2012-05-03,2012-05-23,558.2000122070312,472.45001220703125,173,-15280.516,-15.784019,14,ST_14_4
APOLLOTYRE,2012-04-10,2012-06-06,84.80000305175781,79.0,1147,-7122.3047,-7.304269,41,ST_14_4
MRF,2012-04-10,2012-06-29,11000.0,9990.0,8,-8499.805,-9.634781,58,ST_14_4
UBL,2012-07-04,2012-07-24,560.0,478.70001220703125,168,-14094.656,-14.944201,14,ST_14_4
MUTHOOTFIN,2012-11-13,2012-12-14,209.10000610351562,184.9499969482422,462,-11612.4375,-11.990654,21,ST_14_4
RUSHIL,2013-01-03,2013-01-18,23.639999389648438,19.360000610351562,4256,-18673.203,-18.513363,11,ST_14_4
MTEDUCARE-BE,2012-11-08,2013-01-29,107.9000015258789,113.44999694824219,883,4412.008,4.619229,55,ST_14_4
LTF,2012-11-08,2013-02-08,47.66999816894531,63.75,1999,31587.094,33.064915,63,ST_14_4
MARUTI,2013-01-28,2013-02-18,1621.0,1476.0,60,-9164.555,-9.399241,15,ST_14_4
AXISBANK,2013-01-30,2013-02-27,295.5,273.7200012207031,328,-7610.6016,-7.832551,20,ST_14_4
TORNTPHARM,2012-07-25,2013-03-01,165.85000610351562,168.8000030517578,566,1196.1719,1.2710929,150,ST_14_4
MUTHOOTFIN,2013-01-04,2013-03-20,231.5,189.64999389648438,435,-18662.758,-18.486351,53,ST_14_4
BATAINDIA,2013-10-24,2013-10-25,452.0,450.8999938964844,213,-715.10156,-0.7409096,1,ST_14_4
UBL,2013-10-25,2013-11-11,957.9500122070312,778.7999877929688,100,-18349.195,-19.106882,11,ST_14_4
MARUTI,2013-10-30,2014-01-29,1641.0,1615.199951171875,58,-1968.5625,-2.0631373,63,ST_14_4
TTKHLTCARE,2013-05-27,2014-02-12,590.760009765625,441.8599853515625,162,-24540.023,-25.577873,180,ST_14_4
OFSS,2013-12-19,2014-03-11,2554.0,2289.0,38,-10530.086,-10.822886,56,ST_14_4
INFY,2013-10-14,2014-03-14,407.0,417.5,236,1991.5391,2.0682216,105,ST_14_4
MRF,2013-12-13,2014-04-28,19450.0,20399.0,4,3397.5,4.3560743,90,ST_14_4
BAJAJELEC,2014-04-28,2014-06-02,202.85000610351562,198.0,468,-2738.8047,-2.877766,24,ST_14_4
PFIZER,2014-06-17,2014-06-18,1275.0,1272.0,79,-740.03906,-0.73288083,1,ST_14_4
APOLLOTYRE,2014-04-21,2014-07-11,174.10000610351562,177.39999389648438,553,1338.9375,1.3872385,57,ST_14_4
DCMSHRIRAM,2014-06-12,2014-07-14,135.89999389648438,141.5,740,3630.8125,3.6013722,22,ST_14_4
TVSMOTOR,2014-03-24,2014-07-28,99.5999984741211,145.0,965,43220.9,44.856228,85,ST_14_4
SOUTHBANK,2014-06-30,2014-08-04,25.899999618530273,24.799999237060547,4081,-5006.375,-4.7246814,24,ST_14_4
BALMLAWRIE,2014-08-07,2014-08-08,94.37000274658203,90.75,1092,-4458.4297,-4.3155966,1,ST_14_4
PRSMJOHNSN,2014-08-07,2014-09-05,76.55000305175781,73.5,1346,-4610.2266,-4.463214,19,ST_14_4
NESTLEIND,2014-08-08,2014-09-24,270.29998779296875,300.0,375,10602.844,10.434235,31,ST_14_4
OIL,2014-08-20,2014-10-07,201.25,198.0,535,-2272.7578,-2.1056175,30,ST_14_4
PVRINOX,2014-08-08,2014-10-13,652.4500122070312,627.2999877929688,155,-4394.1562,-4.3342295,41,ST_14_4
INFY,2014-10-13,2014-12-09,486.1700134277344,495.69000244140625,228,1610.8828,1.4496326,37,ST_14_4
SPARC,2014-02-21,2014-12-18,164.72999572753906,178.5800018310547,586,7613.1484,7.8670025,198,ST_14_4
INSECTICID,2014-08-18,2015-02-10,228.4499969482422,344.45001220703125,461,52815.727,50.024963,116,ST_14_4
COALINDIA,2015-03-02,2015-03-03,377.5,357.1000061035156,405,-9005.797,-5.875784,1,ST_14_4
WHEELS,2014-06-25,2015-03-23,355.95001220703125,617.2000122070312,286,74021.695,72.53032,179,ST_14_4
CUMMINSIND,2014-08-06,2015-03-27,669.75,847.0,154,26712.547,25.834347,154,ST_14_4
HINDUNILVR,2015-01-08,2015-03-30,803.9000244140625,857.9500122070312,174,8681.781,6.19117,54,ST_14_4
TRENT,2014-09-04,2015-04-21,119.55000305175781,132.1999969482422,936,11251.289,10.029804,149,ST_14_4
TEXRAIL,2015-01-23,2015-04-27,134.3000030517578,120.44999694824219,1079,-15631.352,-10.760057,60,ST_14_4
CENTURYPLY,2014-09-11,2015-04-28,105.8499984741211,205.1999969482422,1090,107443.88,92.89235,149,ST_14_4
GLAXO,2014-11-10,2015-04-28,1381.1800537109375,1481.1800537109375,86,7984.586,6.70532,114,ST_14_4
NAUKRI,2015-04-17,2015-04-30,177.5,156.0,853,-19050.703,-12.551027,9,ST_14_4
REDINGTON,2014-05-21,2015-05-07,46.099998474121094,57.400001525878906,2134,23562.031,23.890924,233,ST_14_4
BAJAJCON,2014-08-19,2015-05-08,259.45001220703125,418.0,410,64311.094,60.306465,172,ST_14_4
BAJAJCON,2014-09-10,2015-05-08,295.0,418.0,388,47032.39,40.988205,157,ST_14_4
WHIRLPOOL,2014-07-02,2015-05-11,330.04998779296875,689.6500244140625,321,114613.3,107.91104,205,ST_14_4
BAJAJFINSV,2014-05-23,2015-08-25,90.19999694824219,171.8000030517578,1114,90172.73,89.51567,309,ST_14_4
NBCC,2015-08-06,2015-08-25,53.25,40.97999954223633,2759,-34502.883,-23.426086,13,ST_14_4
SADBHAV,2015-08-11,2015-08-27,352.5,304.3900146484375,416,-20696.922,-14.078903,12,ST_14_4
BAYERCROP,2014-07-28,2015-10-26,1954.0,3595.0,51,82983.5,83.06396,303,ST_14_4
TAKE,2015-11-23,2015-12-31,198.0,163.10000610351562,760,-27210.086,-18.037098,26,ST_14_4
GRANULES,2015-09-22,2016-01-12,132.5,136.0500030517578,1072,3085.8906,2.1671295,74,ST_14_4
CAPLIPOINT,2015-11-26,2016-01-12,293.79998779296875,251.60000610351562,514,-22391.633,-14.790625,32,ST_14_4
INTELLECT,2015-10-05,2016-01-15,185.5,237.89999389648438,769,39481.61,27.608335,70,ST_14_4
SADBHAV,2015-11-30,2016-01-15,347.5,299.8999938964844,431,-21213.18,-14.12828,33,ST_14_4
TNPL,2015-10-19,2016-01-18,204.0,228.25,713,16519.75,11.329198,61,ST_14_4
MTEDUCARE-BE,2015-10-16,2016-01-19,145.19000244140625,144.39999389648438,1000,-1513.9844,-1.0401607,63,ST_14_4
WONDERLA,2015-12-23,2016-01-19,404.739990234375,341.3800048828125,379,-24720.39,-16.07517,18,ST_14_4
BEL,2015-12-28,2016-01-19,40.150001525878906,37.54999923706055,3842,-10735.547,-6.942195,16,ST_14_4
SONATSOFTW,2015-11-23,2016-01-20,63.75,58.150001525878906,2363,-13952.922,-9.23925,40,ST_14_4
SECURKLOUD,2015-11-02,2016-01-21,689.8499755859375,744.3599853515625,212,10795.984,7.363558,55,ST_14_4
TVSMOTOR,2016-02-01,2016-02-02,293.5,300.0,484,2427.8594,1.7048478,1,ST_14_4
PETRONET,2015-11-05,2016-02-18,93.80000305175781,110.0,1558,24445.781,16.685879,71,ST_14_4
PETRONET,2016-01-01,2016-02-18,118.3499984741211,110.0,1318,-11757.719,-7.5189114,33,ST_14_4
CEATLTD,2016-04-29,2016-05-18,1152.699951171875,998.9500122070312,120,-19095.5,-13.770479,13,ST_14_4
M&MFIN,2016-07-04,2016-07-27,200.64999389648438,176.10000610351562,710,-18099.227,-12.67296,16,ST_14_4
COFFEEDAY-BE,2016-06-01,2016-09-26,265.5,229.5,521,-19400.75,-13.990456,79,ST_14_4
COFFEEDAY,2016-06-01,2016-09-26,265.5,229.5,521,-19400.75,-13.990456,79,ST_14_4
NATCOPHARM,2016-06-27,2016-09-30,564.0,576.6500244140625,246,2410.3906,1.7329574,65,ST_14_4
TITAN,2016-07-01,2016-10-17,413.79998779296875,385.25,342,-10447.297,-7.3638144,70,ST_14_4
INDHOTEL,2016-06-20,2016-10-28,129.4499969482422,112.5,1076,-18889.062,-13.527316,88,ST_14_4
HAVELLS,2016-04-01,2016-11-04,319.0,394.5,433,31919.125,23.050903,145,ST_14_4
BAYERCROP,2016-05-13,2016-11-08,4097.7998046875,4050.0,33,-2249.5938,-1.6594172,120,ST_14_4
GHCL,2016-07-25,2016-11-09,204.9499969482422,225.0,705,13377.453,9.235323,71,ST_14_4
MARUTI,2016-07-29,2016-11-10,4751.0,5505.5,30,21865.766,15.302908,68,ST_14_4
UPL,2016-07-28,2016-11-15,391.8500061035156,413.75,372,7397.5938,5.0622463,71,ST_14_4
BODALCHEM,2016-06-07,2016-11-16,90.20999908447266,119.29000091552734,1530,43691.062,31.576359,108,ST_14_4
FIEMIND,2016-06-30,2016-11-16,463.5,620.5,302,46595.562,33.204998,91,ST_14_4
BAJAJHLDNG,2016-06-21,2016-11-18,1577.949951171875,1936.0,88,30735.328,22.078907,100,ST_14_4
ASTEC,2016-07-26,2016-11-22,387.8999938964844,485.20001220703125,370,35193.375,24.459923,78,ST_14_4
JBCHEPHARM,2016-10-25,2016-11-22,199.6999969482422,163.89999389648438,811,-29771.031,-18.336248,18,ST_14_4
HINDPETRO,2016-05-30,2016-12-27,109.30000305175781,150.89999389648438,1274,52169.656,37.371803,143,ST_14_4
TIMETECHNO,2016-12-07,2016-12-27,47.900001525878906,43.29999923706055,3236,-15623.422,-10.054207,14,ST_14_4
SWANCORP,2016-11-07,2017-02-13,116.44000244140625,153.22000122070312,1361,49140.047,30.930782,68,ST_14_4
DALMIASUG,2017-03-06,2017-03-07,184.4499969482422,188.89999389648438,850,2989.125,1.9017935,1,ST_14_4
CARBORUNIV,2017-03-16,2017-03-17,270.1000061035156,268.8500061035156,600,-1558.4375,-0.9592414,1,ST_14_4
CARERATING,2017-03-30,2017-05-22,1572.25,1478.0,106,-10798.828,-6.463456,34,ST_14_4
AKZOINDIA,2017-03-24,2017-05-24,1720.0,1780.0999755859375,95,4878.2188,2.978003,40,ST_14_4
JSWDULUX,2017-03-24,2017-05-24,1720.0,1780.0999755859375,95,4878.2188,2.978003,40,ST_14_4
MRF,2017-01-12,2017-05-25,55530.1015625,62660.0,2,13668.844,12.276899,89,ST_14_4
GUJENERGY,2017-03-22,2017-05-30,144.5,147.5,1110,2519.6875,1.5670061,46,ST_14_4
GUJGASLTD,2017-03-22,2017-05-30,144.5,147.5,1110,2519.6875,1.5670061,46,ST_14_4
DWARKESH,2017-03-06,2017-06-07,42.97999954223633,41.79999923706055,3650,-5080.625,-3.23053,63,ST_14_4
TCS,2017-06-07,2017-06-14,1348.5,1227.5,129,-16439.781,-9.426946,5,ST_14_4
GICHSGFIN,2017-03-17,2017-07-26,317.29998779296875,505.67999267578125,509,94838.16,58.574806,89,ST_14_4
