Index,symbol,mode,ipo_short_window,left_rim_date,left_rim_level,trough_date,trough_close,depth_pct,base_len_bars,trough_pos,fit_r2,fit_curvature,vertex_frac,flat_frac,r2_ge_060,r2_ge_080,vol_ratio,obv_gain,obv_slope_norm,obv_filter_pass,base_qualify_date,tv20_cr_at_q,trigger_date,trigger_close,trigger_level,trigger_N,vol_multiple,volx_ge_2,volx_ge_5,fired_n40,fired_n60,fired_n100,days_q_to_trigger,trigger_day_move_pct,tv20_cr_at_trigger,entry_date,entry_open,dist_to_left_rim_pct,pattern_quality,info_fwd60_pct,info_fwd120_pct,info_fwd250_pct,info_st73_exit_date,info_st73_exit_close,info_st73_ret_pct,info_st73_bars_held,info_st73_still_open,info_mfe_250_pct,info_mae_250_pct,ath_prev,dist_to_ath_pct,hist_bars,split_cut
3350,LINDEINDIA,L120,0,2020-02-20,779.8,2020-03-23,413.5,46.97,120,0.395,0.704,0.0001048,0.596,0.4,1,0,0.617,0.6215,0.5042,0,2020-07-09,4.47,2020-07-10,694.05,671.15,60,4.09,1,0,1,1,0,1,6.18,5.81,2020-07-13,702.25,11.0,0.2934,15.9,38.53,149.41,2020-09-09,684.25,-2.56,43.0,0,195.34,-11.56,791.15,-12.27,3828,False
3356,LMW,L180,0,2007-01-29,3864.7,2007-05-09,2568.1,33.55,180,0.492,0.854,2.941e-05,0.623,0.706,1,1,1.186,0.4425,0.2674,0,2007-09-14,2.2,2007-10-31,3262.45,3199.5,60,8.81,1,1,1,1,1,32,6.3,2.42,2007-11-01,3350.0,15.58,0.7508,-29.21,-48.87,-77.56,2008-01-10,3020.15,-9.85,49.0,0,22.39,-84.92,3864.7,-15.58,703,False
3355,LMW,L120,0,2022-12-13,13957.6,2023-03-28,9962.6,28.62,120,0.697,0.851,4.131e-05,0.675,0.533,1,1,1.877,0.2987,0.2723,1,2023-05-24,9.26,2023-07-03,13460.75,13154.0,60,4.44,1,0,1,1,1,27,6.25,7.89,2023-07-04,13460.75,3.56,0.4957,9.11,-1.94,23.07,2023-08-17,12897.75,-4.18,32.0,0,32.19,-5.49,13957.6,-3.56,4568,False
3357,LMW,L180,0,2008-09-02,1102.85,2009-03-09,419.5,61.96,180,0.698,0.809,8.308e-05,0.565,0.639,1,1,2.569,0.4559,0.4453,1,2009-06-03,2.03,2009-06-04,1199.95,936.65,60,11.83,1,1,1,1,1,1,28.11,2.36,2009-06-05,1245.0,-8.8,0.4552,-12.38,31.94,42.7,2009-07-08,832.35,-33.14,24.0,0,82.71,-39.76,3881.95,-69.09,1090,False
3358,LMW,L250,0,2008-06-20,1330.9,2009-03-09,419.5,68.48,250,0.699,0.754,5.116e-05,0.579,0.556,1,0,3.225,0.3658,0.4101,1,2009-07-02,2.36,2009-09-04,1169.25,1110.35,60,3.91,1,0,1,1,0,46,7.09,1.34,2009-09-07,1190.95,12.15,0.3695,44.32,59.58,106.33,2010-02-05,1833.6,53.96,100.0,0,113.28,-0.49,3881.95,-69.88,1156,False
3362,LMW,VAR,0,2025-05-14,17998.0,2025-09-08,14066.0,21.85,140,0.583,0.721,2.082e-05,0.662,0.4,1,0,0.777,0.0193,0.0034,0,2025-12-02,2.98,2026-05-27,15997.0,15524.0,60,3.7,1,0,1,1,0,118,4.71,3.15,2026-05-29,16145.0,11.12,0.2026,22.94,8.09,8.09,2026-09-10,17451.0,8.09,74.0,0,24.81,-4.61,18421.3,-13.16,5287,False
3364,LOVABLE,L250,0,2012-12-07,371.76,2013-02-28,219.25,41.02,250,0.345,0.754,1.641e-05,0.65,0.588,1,0,0.384,0.4353,0.2683,0,2013-10-29,2.17,2014-02-13,334.79,316.82,60,21.27,1,1,1,1,1,74,8.13,3.7,2014-02-14,324.71,9.94,0.4761,-3.11,9.94,4.76,2014-04-29,297.85,-8.27,47.0,0,36.34,-9.96,588.22,-43.08,713,False
3363,LOVABLE,L180,0,2012-02-10,431.99,2012-05-24,290.98,32.64,180,0.441,0.702,2.063e-05,0.625,0.594,1,0,0.491,0.2849,0.1828,0,2012-10-17,5.77,2012-12-07,371.76,363.65,60,8.63,1,1,1,1,1,32,2.62,6.04,2012-12-10,374.09,13.94,0.4721,-37.79,-30.21,-30.5,2013-01-23,323.63,-13.49,32.0,0,0.51,-43.71,588.22,-36.8,418,False
3365,LT,L120,0,2015-10-16,1069.97,2016-02-12,702.43,34.35,120,0.681,0.864,4.649e-05,0.697,0.525,1,1,0.912,0.0967,0.0474,0,2016-04-11,214.34,2016-05-26,982.77,885.17,60,9.36,1,1,1,1,1,30,14.13,186.66,2016-05-27,982.67,8.15,0.4712,1.26,-9.8,19.45,2016-08-01,995.8,1.34,46.0,0,24.42,-12.14,1250.93,-21.44,3293,False
3368,LT,L180,0,2020-01-30,1370.2,2020-03-24,707.9,48.34,180,0.413,0.707,3.514e-05,0.698,0.406,1,0,1.59,0.1409,0.0882,1,2020-08-26,352.82,2021-02-02,1520.2,1448.85,60,3.6,1,0,1,1,1,110,4.92,559.53,2021-02-03,1530.0,-10.95,0.2687,-12.58,4.31,27.32,2021-03-18,1428.1,-6.66,31.0,0,35.85,-14.64,1596.0,-4.75,4452,False
3371,LT,VAR,0,2024-12-09,3947.3,2025-04-09,3054.15,22.63,121,0.7,0.791,4.339e-05,0.552,0.413,1,0,1.088,0.2837,0.2894,0,2025-06-04,720.05,2025-09-26,3729.5,3693.7,60,4.64,1,0,1,1,1,80,2.34,464.9,2025-09-29,3738.0,5.52,0.2423,8.44,-10.58,5.27,2026-01-13,3887.4,4.0,73.0,0,18.78,-12.04,3947.3,-5.52,5606,False
3378,LTF,L180,0,2024-10-01,185.15,2025-01-13,128.82,30.42,180,0.547,0.702,3.141e-05,0.543,0.55,1,0,0.683,0.2546,0.183,0,2025-05-15,94.53,2025-06-05,183.36,177.2,60,3.48,1,0,1,1,1,15,4.65,81.36,2025-06-06,185.1,0.97,0.4382,20.25,66.53,40.65,2026-01-12,296.15,59.99,151.0,0,77.98,-2.43,187.1,-2.0,3398,False
3373,LTF,L120,0,2020-02-07,114.2,2020-03-23,42.15,63.09,120,0.403,0.784,0.000148,0.698,0.642,1,0,2.004,0.1249,0.1285,1,2020-07-08,119.59,2020-11-27,76.65,69.1,60,5.76,1,1,1,1,1,101,10.93,106.21,2020-12-01,76.12,32.88,0.4298,28.46,10.31,-1.72,2021-01-28,81.36,6.88,41.0,0,41.36,-9.81,181.04,-57.66,2284,False
3374,LTF,L120,0,2024-10-01,185.15,2025-01-13,128.82,30.42,120,0.681,0.747,4.153e-05,0.696,0.75,1,0,0.573,0.3202,0.1657,0,2025-03-06,49.63,2025-04-21,168.56,161.11,60,4.12,1,0,1,1,1,26,4.62,59.87,2025-04-22,169.1,8.96,0.3974,21.5,51.41,72.75,2025-05-08,160.95,-4.82,12.0,0,94.83,-7.92,187.1,-9.91,3366,False
3381,LTF,VAR,0,2013-01-04,77.01,2013-03-22,58.32,24.27,90,0.618,0.73,5.769e-05,0.673,0.456,1,0,1.467,0.356,0.1544,1,2013-05-16,10.65,2013-10-09,63.05,62.64,60,5.54,1,1,1,1,0,100,5.52,9.07,2013-10-10,63.55,18.13,0.3294,-5.52,-9.35,-14.37,2013-11-26,61.57,-3.12,31.0,0,14.6,-19.09,77.01,-18.13,529,False
3380,LTF,L250,0,2024-07-01,187.1,2025-01-13,128.82,31.15,250,0.57,0.704,1.955e-05,0.531,0.404,1,0,0.702,0.2465,0.1944,0,2025-06-20,108.04,2025-06-24,200.06,194.77,60,3.06,1,0,1,1,1,2,3.5,113.56,2025-06-25,204.0,-6.93,0.2989,21.26,47.45,51.96,2026-01-12,296.15,45.17,138.0,0,61.5,-4.71,194.77,2.72,3411,False
3376,LTF,L180,0,2017-10-24,181.04,2018-03-20,131.48,27.38,180,0.698,0.747,1.582e-05,0.694,0.5,1,0,0.712,0.1787,0.195,0,2018-06-07,47.55,2018-07-25,157.71,156.34,60,3.93,1,0,1,1,1,34,2.99,52.35,2018-07-26,159.08,12.89,0.2658,-36.59,-25.87,-48.27,2018-09-04,145.68,-8.42,27.0,0,2.53,-49.82,181.04,-12.89,1708,False
3375,LTF,L180,0,2012-02-21,42.89,2012-05-14,33.42,22.08,180,0.369,0.71,2.405e-05,0.489,0.444,1,0,0.469,0.4216,0.174,0,2012-10-25,9.25,2012-11-07,48.36,45.91,60,5.34,1,1,1,1,1,8,6.47,10.55,2012-11-08,47.67,-12.75,0.2592,35.79,36.82,32.26,2013-01-30,65.87,38.18,56.0,0,66.25,-8.85,45.91,5.34,302,False
3382,LTFOODS,VAR,0,2019-03-13,40.65,2019-08-05,18.2,55.23,213,0.458,0.721,3.511e-05,0.641,0.61,1,0,1.207,0.2877,0.1431,1,2020-01-24,2.62,2020-02-13,29.15,28.85,60,4.48,1,0,1,1,1,15,3.0,2.59,2020-02-14,29.35,28.29,0.4443,-27.94,109.2,74.45,2020-02-28,23.9,-18.57,10.0,0,115.67,-55.71,109.05,-73.27,3242,False
3385,LTIM,VAR,0,2022-01-04,7201.88,2022-05-25,3641.73,49.43,198,0.482,0.767,2.906e-05,0.7,0.626,1,0,0.854,0.2167,0.1955,0,2022-10-20,135.25,2022-11-11,4852.91,4759.89,60,3.12,1,0,1,1,1,14,4.02,113.19,2022-11-14,4889.37,32.62,0.5347,-7.06,-8.18,10.06,2022-11-21,4573.57,-6.46,6.0,0,11.13,-19.13,7201.88,-32.62,1558,False
3386,LTIM,VAR,0,2023-12-29,6138.55,2024-05-13,4479.42,27.03,126,0.696,0.845,4.439e-05,0.631,0.516,1,1,0.94,0.3491,0.3922,0,2024-07-08,188.93,2024-07-12,5482.67,5385.61,60,3.71,1,0,1,1,1,4,3.05,162.34,2024-07-15,5521.38,10.68,0.4318,14.76,2.47,-3.9,2024-08-08,5252.1,-4.88,18.0,0,21.0,-32.02,7201.88,-23.87,1965,False
3389,LTTS,L120,0,2025-02-05,5615.45,2025-04-07,4083.6,27.28,120,0.454,0.826,3.956e-05,0.698,0.658,1,1,0.791,0.024,0.0111,0,2025-07-11,43.9,2025-11-19,4440.0,4392.4,60,17.93,1,1,1,1,1,88,8.97,27.05,2025-11-20,4400.0,20.93,0.5488,-20.24,-19.33,-23.41,2026-01-14,4243.8,-3.55,39.0,0,7.41,-31.59,5916.3,-24.95,2266,False
3388,LTTS,L120,0,2022-04-04,5194.25,2022-07-05,2955.25,43.11,120,0.697,0.843,7.904e-05,0.695,0.592,1,1,1.106,0.4682,0.5634,0,2022-08-26,116.04,2022-12-01,4159.75,3890.5,60,9.94,1,1,1,1,1,65,9.04,79.52,2022-12-02,4145.0,19.92,0.5392,-10.54,-6.71,12.79,2022-12-23,3702.6,-10.67,16.0,0,17.22,-22.42,5916.3,-29.69,1530,False
3391,LTTS,L250,0,2022-01-04,5916.3,2022-07-05,2955.25,50.05,250,0.578,0.778,1.909e-05,0.694,0.576,1,0,0.937,0.3501,0.2556,0,2022-12-07,91.35,2023-04-28,3775.25,3757.2,60,3.42,1,0,1,1,0,96,1.19,84.43,2023-05-02,3780.0,36.19,0.5072,5.14,14.11,22.32,2023-10-18,4353.6,15.17,118.0,0,55.38,-2.91,5916.3,-36.19,1630,False
3387,LTTS,L120,0,2020-02-20,1743.0,2020-03-23,1018.25,41.58,120,0.395,0.71,7.903e-05,0.663,0.408,1,0,1.228,0.2469,0.212,1,2020-07-09,11.67,2020-10-13,1809.95,1673.05,60,11.77,1,1,1,1,1,67,9.83,24.76,2020-10-14,1792.9,-3.84,0.3003,33.5,58.44,168.67,2021-04-22,2551.7,42.32,129.0,0,178.88,-10.48,1774.6,1.99,1000,False
3393,LUMAXTECH,L120,0,2021-07-30,167.95,2021-10-29,129.8,22.72,120,0.555,0.777,6.571e-05,0.464,0.425,1,0,1.569,0.597,0.4876,1,2022-01-14,2.07,2022-01-17,198.75,188.0,60,13.92,1,1,1,1,1,1,5.72,2.07,2022-01-18,200.35,-18.34,0.4487,-11.43,2.25,17.19,2022-02-24,159.25,-20.51,27.0,0,55.4,-29.15,213.55,-6.93,3691,False
3396,LUMAXTECH,VAR,0,2021-07-19,179.55,2021-10-29,129.8,27.71,101,0.7,0.764,7.883e-05,0.567,0.624,1,0,1.562,0.5371,0.6221,1,2021-12-14,2.22,2022-01-04,165.85,161.8,60,13.12,1,1,1,1,1,15,2.5,1.58,2022-01-05,165.9,7.63,0.446,4.76,6.57,42.41,2022-02-24,159.25,-4.01,36.0,0,87.67,-14.44,213.55,-22.34,3682,False
3395,LUMAXTECH,L180,0,2025-01-02,672.9,2025-04-07,475.0,29.41,180,0.654,0.701,5.388e-05,0.339,0.411,1,0,1.523,0.6522,0.9095,1,2025-07-08,21.42,2025-09-24,1258.4,1240.9,60,9.64,1,1,1,1,1,54,6.97,14.7,2025-09-25,1260.0,-87.01,0.2847,25.78,25.02,54.56,2026-01-19,1479.3,17.4,78.0,0,70.53,-11.11,1240.9,1.41,4606,False
3394,LUMAXTECH,L180,0,2023-08-08,441.8,2023-10-26,344.15,22.1,180,0.419,0.701,1.848e-05,0.346,0.433,1,0,1.105,0.346,0.355,0,2024-03-26,10.4,2024-06-07,506.15,495.5,60,5.31,1,1,1,1,1,49,3.7,6.84,2024-06-10,508.2,-14.57,0.2798,1.63,3.87,97.28,2024-08-14,520.7,2.46,46.0,0,107.56,-11.65,495.5,2.15,4283,False
3399,LUPIN,L180,0,2022-01-19,959.45,2022-05-25,590.25,38.48,180,0.492,0.796,2.416e-05,0.693,0.572,1,0,0.72,0.2815,0.2137,0,2022-10-04,59.59,2022-11-11,747.0,742.25,60,4.4,1,0,1,1,1,25,3.84,56.13,2022-11-14,749.0,22.14,0.6509,-0.51,-0.46,56.64,2023-02-13,675.15,-9.86,65.0,0,65.35,-16.15,2108.85,-64.58,4410,False
3397,LUPIN,L120,0,2008-10-03,154.04,2008-11-20,107.04,30.51,120,0.462,0.72,4.473e-05,0.7,0.475,1,0,0.583,0.1584,0.0838,0,2009-02-26,4.51,2009-05-19,164.07,162.93,60,5.51,1,1,1,1,1,50,0.7,7.19,2009-05-20,167.0,-6.51,0.3886,19.11,60.72,116.5,2010-08-12,362.35,116.98,307.0,0,124.19,-8.04,162.93,0.7,1078,False
3398,LUPIN,L120,0,2022-04-04,790.55,2022-05-25,590.25,25.34,120,0.412,0.704,4.465e-05,0.648,0.475,1,0,0.78,0.2213,0.2355,0,2022-09-05,74.77,2022-10-03,722.1,695.45,60,9.48,1,1,1,1,1,20,6.21,49.56,2022-10-04,725.0,8.66,0.2999,1.54,-9.14,59.32,2023-02-13,675.15,-6.88,91.0,0,63.41,-13.38,2108.85,-65.76,4384,False
3402,LUXIND,VAR,0,2020-02-14,1635.7,2020-05-18,853.05,47.85,90,0.663,0.922,0.0002413,0.582,0.678,1,1,0.968,0.5046,0.5065,0,2020-06-30,5.12,2020-07-07,1267.65,1192.95,60,7.46,1,1,1,1,0,5,6.26,4.97,2020-07-08,1266.0,22.5,0.6416,13.02,26.33,197.81,2021-09-21,3797.35,199.95,302.0,0,206.12,-12.73,2074.85,-38.9,1132,False
3401,LUXIND,L120,0,2020-02-14,1635.7,2020-05-18,853.05,47.85,120,0.697,0.742,0.0001059,0.656,0.508,1,0,0.938,0.5461,0.5061,0,2020-07-08,4.97,2020-08-13,1430.9,1289.85,60,4.39,1,0,1,1,1,26,10.94,4.88,2020-08-14,1434.0,12.52,0.3314,-1.19,15.12,190.33,2021-09-21,3797.35,164.81,275.0,0,203.35,-12.86,2074.85,-31.04,1159,False
3409,LXCHEM,VAR,0,2022-09-14,381.16,2023-03-29,219.9,42.31,241,0.562,0.827,1.182e-05,0.698,0.544,1,1,1.266,0.4022,0.1113,1,2023-09-01,10.79,2023-09-04,302.84,302.24,60,3.63,1,0,1,1,1,1,2.17,10.79,2023-09-05,305.33,20.55,0.6241,-8.56,-16.69,1.47,2023-09-21,284.87,-6.7,12.0,0,6.34,-28.29,592.56,-48.89,605,False
3407,LXCHEM,L250,0,2024-09-10,318.05,2025-04-09,165.5,47.96,250,0.59,0.851,1.852e-05,0.698,0.576,1,1,0.846,0.3985,0.3146,0,2025-09-08,11.22,2025-09-09,231.51,226.26,60,22.51,1,1,1,1,1,1,8.66,11.84,2025-09-10,230.0,27.21,0.6049,-24.93,-49.22,-25.77,2025-10-31,195.9,-14.83,36.0,0,4.78,-53.22,592.56,-60.93,1099,False
3406,LXCHEM,L250,0,2022-09-14,381.16,2023-03-29,219.9,42.31,250,0.57,0.823,1.149e-05,0.696,0.524,1,1,1.238,0.4267,0.1371,1,2023-09-05,13.95,2023-09-06,315.18,311.35,60,3.88,1,0,1,1,1,1,1.23,19.11,2023-09-07,316.27,17.31,0.5991,-10.05,-20.11,-4.88,2023-09-21,284.87,-9.93,10.0,0,2.66,-30.77,592.56,-46.81,607,False
3404,LXCHEM,L120,0,2024-12-10,274.21,2025-04-09,165.5,39.64,120,0.697,0.886,6.593e-05,0.688,0.55,1,1,1.236,0.4096,0.3589,1,2025-06-04,15.8,2025-08-18,219.57,211.48,60,28.26,1,1,1,1,1,52,20.0,9.28,2025-08-19,223.8,19.93,0.5821,-15.97,-32.99,-22.62,2025-10-31,195.9,-12.47,51.0,0,7.69,-51.92,592.56,-62.95,1084,False
3403,LXCHEM,L120,0,2022-04-08,465.85,2022-07-15,274.78,41.02,120,0.672,0.779,6.727e-05,0.685,0.517,1,0,2.335,0.4895,0.2521,1,2022-09-13,33.71,2022-09-14,381.16,372.67,60,5.91,1,1,1,1,0,1,2.28,33.71,2022-09-15,383.1,18.18,0.5129,-21.57,-31.72,-23.34,2022-09-26,331.89,-13.37,8.0,0,2.62,-42.83,592.56,-35.68,364,False
3408,LXCHEM,VAR,1,2021-09-15,592.56,2021-12-20,387.48,34.61,94,0.699,0.796,9.363e-05,0.673,0.649,1,0,0.451,0.2391,0.2764,0,2022-01-28,23.86,2022-02-03,479.72,472.78,60,4.9,1,0,1,1,0,4,1.47,24.1,2022-02-04,487.44,19.04,0.4473,-19.54,-40.43,-45.14,2022-02-21,411.6,-15.56,12.0,0,0.4,-47.3,592.56,-19.04,213,False
3411,M&M,L120,0,2008-09-08,148.48,2008-12-03,60.78,59.07,120,0.487,0.855,0.0001224,0.699,0.675,1,1,1.395,0.1522,0.0801,1,2009-03-05,28.63,2009-03-16,93.44,86.17,60,3.56,1,0,1,1,0,5,8.44,30.2,2009-03-17,94.38,37.07,0.5944,105.22,121.92,186.2,2009-08-10,189.95,101.26,99.0,0,217.47,-8.38,246.46,-62.09,1519,False
3412,M&M,L120,0,2016-09-08,746.05,2016-12-02,572.78,23.22,120,0.555,0.797,3.542e-05,0.689,0.483,1,0,0.879,0.0795,0.0623,0,2017-02-16,114.13,2017-03-01,674.38,659.93,60,3.28,1,0,1,1,0,8,2.79,117.34,2017-03-02,677.45,9.61,0.4109,0.46,1.5,6.27,2017-08-31,672.4,-0.75,124.0,0,18.47,-9.66,748.93,-9.95,3482,False
3414,M&M,VAR,0,2021-02-08,928.4,2021-05-04,741.15,20.17,94,0.602,0.717,4.175e-05,0.665,0.404,1,0,0.829,0.0157,-0.004,0,2021-06-25,239.95,2021-10-13,935.35,895.6,60,5.18,1,1,1,1,1,75,5.08,308.1,2021-10-14,938.5,-0.75,0.1705,-10.29,-11.1,31.06,2021-11-26,853.75,-9.03,29.0,0,42.57,-28.49,983.85,-4.93,4624,False
3418,M&MFIN,VAR,0,2016-10-03,217.2,2016-12-26,138.7,36.14,90,0.629,0.856,0.0001316,0.648,0.6,1,1,0.921,0.3323,0.2727,0,2017-02-10,53.03,2017-03-17,174.4,168.55,60,5.8,1,1,1,1,0,23,6.37,51.04,2017-03-20,175.6,19.71,0.6166,12.07,45.24,43.94,2017-05-19,176.65,0.6,42.0,0,65.38,-7.8,217.2,-19.71,2713,False
3419,M&MFIN,VAR,0,2020-02-07,224.4,2020-05-22,67.8,69.79,99,0.694,0.884,0.0003008,0.663,0.727,1,1,2.98,0.4973,0.5064,1,2020-07-06,207.35,2020-07-07,112.15,101.05,60,3.63,1,0,1,1,0,1,12.32,219.55,2020-07-08,111.55,50.02,0.5748,0.72,40.61,31.78,2020-09-21,113.55,1.79,54.0,0,85.52,-9.41,299.7,-62.58,3526,False
3417,M&MFIN,L120,0,2020-02-07,224.4,2020-05-22,67.8,69.79,120,0.689,0.811,0.0001843,0.697,0.658,1,1,3.861,0.3646,0.4083,1,2020-07-15,218.49,2020-07-20,126.95,114.75,60,9.87,1,1,1,1,0,3,11.02,218.49,2020-07-21,128.85,43.43,0.4667,-11.02,39.39,10.94,2020-09-21,113.55,-11.87,45.0,0,60.61,-21.58,299.7,-57.64,3535,False
3415,M&MFIN,L120,0,2015-07-07,163.65,2015-11-02,123.15,24.75,120,0.689,0.849,3.269e-05,0.692,0.608,1,1,0.692,0.0719,0.0286,0,2015-12-28,15.16,2016-04-25,166.3,155.3,60,9.77,1,1,1,1,1,78,8.23,37.21,2016-04-26,164.9,-1.62,0.4273,9.28,23.2,12.92,2016-07-15,180.2,9.28,58.0,0,38.51,-17.98,187.0,-11.07,2490,False
3421,MADRASFERT,VAR,0,2022-12-20,93.05,2023-02-27,54.3,41.64,90,0.539,0.828,0.0001635,0.55,0.6,1,1,1.12,0.5437,0.6061,0,2023-05-03,10.13,2023-05-04,78.3,74.85,60,4.57,1,0,1,1,0,1,4.61,12.01,2023-05-05,78.6,15.85,0.6959,1.21,-4.52,10.5,2023-08-14,71.45,-9.1,71.0,0,58.21,-16.03,93.05,-15.85,2059,False
3422,MADRASFERT,VAR,0,2024-01-25,119.45,2024-03-13,79.1,33.78,90,0.371,0.714,8.582e-05,0.634,0.556,1,0,0.572,0.4213,0.4013,0,2024-06-06,2.3,2024-06-10,100.56,95.8,60,17.35,1,1,1,1,0,2,8.65,2.58,2024-06-11,101.6,15.81,0.4286,6.36,0.69,-6.62,2024-08-06,104.55,2.9,39.0,0,31.89,-34.55,119.45,-15.81,2333,False
3420,MADRASFERT,L120,0,2024-01-25,119.45,2024-03-13,79.1,33.78,120,0.462,0.707,5.322e-05,0.657,0.417,1,0,0.336,0.5816,0.354,0,2024-06-19,5.1,2024-06-20,128.73,107.62,60,54.65,1,1,1,1,1,1,19.62,7.03,2024-06-21,126.4,-7.77,0.412,-17.49,-20.07,-28.58,2024-08-06,104.55,-17.29,32.0,0,6.01,-47.39,119.45,7.77,2340,False
3423,MAHABANK,L120,0,2020-01-20,14.35,2020-03-25,8.4,41.46,120,0.513,0.759,7.218e-05,0.684,0.492,1,0,1.533,0.2299,0.1614,1,2020-06-23,3.14,2020-07-08,11.55,11.5,60,6.21,1,1,1,1,0,11,5.96,3.56,2020-07-09,11.8,19.51,0.5329,-5.51,12.71,113.56,2020-09-09,12.35,4.66,45.0,0,171.19,-13.14,94.25,-87.75,3826,False
3427,MAHABANK,VAR,0,2020-01-20,14.35,2020-03-25,8.4,41.46,134,0.346,0.8,8.865e-05,0.522,0.44,1,0,4.833,0.3595,0.2795,1,2020-08-03,4.07,2020-08-21,14.2,12.4,60,12.67,1,1,1,1,1,14,14.98,3.13,2020-08-24,14.4,1.05,0.4973,-21.53,10.76,25.35,2020-09-09,12.35,-14.24,13.0,0,122.22,-26.74,94.25,-84.93,3858,False
3424,MAHABANK,L180,0,2008-09-10,36.25,2009-03-09,18.9,47.86,180,0.698,0.727,5.988e-05,0.542,0.606,1,0,4.36,0.5377,0.4964,1,2009-06-03,5.7,2009-09-15,43.9,42.95,60,5.88,1,1,1,1,0,74,2.57,1.4,2009-09-16,44.55,-21.1,0.4723,9.54,11.45,52.64,2009-10-28,43.95,-1.35,26.0,0,67.0,-8.42,94.25,-53.42,1163,False
3426,MAHABANK,L250,0,2024-07-29,68.09,2025-04-07,43.62,35.94,250,0.699,0.754,1.437e-05,0.59,0.404,1,0,1.071,0.1678,0.1362,0,2025-07-25,56.36,2025-10-15,59.3,57.58,60,9.33,1,1,1,1,1,55,7.6,58.97,2025-10-16,59.7,12.91,0.2472,6.82,17.49,41.11,2026-02-01,60.43,1.22,73.0,0,58.29,-7.02,94.25,-37.08,5137,False
3429,MAHASTEEL-BE,L120,0,2017-03-01,143.4,2017-06-27,60.1,58.09,120,0.664,0.827,8.991e-05,0.657,0.617,1,1,1.183,0.6447,0.4438,0,2017-08-23,2.06,2017-12-27,80.4,75.2,60,10.61,1,1,1,1,0,85,7.06,0.19,2017-12-28,78.3,43.93,0.4742,-21.14,1.09,-5.04,2018-02-01,84.4,7.79,25.0,0,46.81,-22.48,490.1,-83.6,367,False
3430,MAHASTEEL-BE,L250,0,2017-02-13,178.3,2017-06-27,60.1,66.29,250,0.398,0.787,3.608e-05,0.61,0.78,1,0,0.585,0.4024,0.41,0,2018-02-01,2.05,2018-05-08,90.1,85.05,60,62.14,1,1,1,1,0,63,19.97,0.06,2018-05-09,92.9,49.47,0.4329,-11.14,-21.15,74.49,2018-05-22,67.9,-26.91,10.0,0,109.9,-32.19,490.1,-81.62,455,False
3432,MAHLIFE,L120,0,2006-12-07,270.65,2007-03-07,145.8,46.13,120,0.496,0.872,8.216e-05,0.7,0.642,1,1,1.012,0.1821,0.194,0,2007-06-05,19.99,2007-11-15,189.3,181.0,60,3.45,1,0,1,1,1,115,9.68,7.35,2007-11-16,189.5,30.06,0.687,-13.25,-8.1,-75.22,2008-01-21,187.1,-1.27,45.0,0,35.22,-77.63,363.75,-47.96,714,False
3442,MAHLIFE,VAR,0,2018-01-15,164.9,2018-03-23,126.9,23.04,90,0.517,0.903,0.0001081,0.5,0.478,1,1,1.507,0.446,0.4765,1,2018-05-28,2.39,2018-06-18,175.0,174.45,60,3.76,1,0,1,1,1,15,0.32,1.83,2018-06-19,175.85,-6.12,0.6693,-22.46,-32.61,-31.13,2018-07-19,166.85,-5.12,23.0,0,16.41,-38.33,363.75,-51.89,3322,False
3443,MAHLIFE,VAR,0,2022-09-12,495.9,2023-03-28,301.3,39.24,196,0.697,0.833,3.229e-05,0.529,0.638,1,1,1.043,0.5564,0.7171,0,2023-06-26,8.62,2023-07-28,469.0,453.1,60,4.35,1,0,1,1,1,23,4.33,5.86,2023-07-31,475.15,5.42,0.5538,-3.31,8.09,17.76,2023-09-27,488.35,2.78,41.0,0,31.25,-8.16,495.9,-5.42,4587,False
3434,MAHLIFE,L120,0,2024-12-10,471.15,2025-04-09,261.85,44.42,120,0.697,0.888,7.746e-05,0.68,0.533,1,1,1.901,0.3007,0.2852,1,2025-06-04,13.7,2025-07-18,382.95,369.4,60,5.5,1,1,1,1,1,32,3.68,7.07,2025-07-21,382.55,18.72,0.5527,0.0,-2.98,-2.07,2025-07-29,352.65,-7.82,7.0,0,11.63,-25.03,616.1,-37.84,5077,False
3436,MAHLIFE,L180,0,2020-01-31,128.6,2020-05-06,53.45,58.44,180,0.536,0.765,6.596e-05,0.684,0.578,1,0,1.536,0.338,0.3763,1,2020-09-01,2.05,2020-12-01,98.4,89.15,60,8.92,1,1,1,1,1,63,11.06,1.18,2020-12-02,99.15,23.48,0.5083,57.74,61.12,130.11,2021-04-13,151.8,53.1,90.0,0,176.85,-4.24,363.75,-72.95,3928,False
3433,MAHLIFE,L120,0,2016-10-21,134.85,2017-02-16,104.8,22.28,120,0.697,0.753,5.689e-05,0.529,0.675,1,0,7.83,0.3768,0.5436,1,2017-04-12,5.65,2017-05-03,143.35,136.75,60,5.57,1,1,1,1,1,13,4.83,3.61,2017-05-04,142.75,-6.3,0.4496,-7.99,-1.23,0.11,2017-08-10,125.3,-12.22,70.0,0,20.81,-14.92,363.75,-60.59,3042,False
