Symbol,Trough_Date,Trough_Close,Depth_%,Shelf_Start_Date,Shelf_High,Shelf_Range_%,ATH_Before_Breakout,DistToATH_%,Breakout_Close_Date,Breakout_Close,VolMultiple,Entry_Date,Entry_Price_NextOpen,History_Bars,Pattern_Score,Info_Fwd250_%,Info_ST73_Ret_%
CENTURYPLY,22-Dec-2016,155.1,40.93,08-Mar-2017,249.85,3.22,262.55,-2.0,30-Mar-2017,257.3,3.55,31-Mar-2017,258.0,2715,0.82,35.37,-6.57
TRACXN,28-Mar-2023,61.4,38.66,12-Jun-2023,87.1,9.18,100.1,-9.74,04-Jul-2023,90.35,4.45,05-Jul-2023,90.7,173,0.81,6.78,-9.81
UBL,23-Jan-2009,70.0,60.06,13-Nov-2009,161.9,10.28,193.95,-5.54,04-Dec-2009,183.2,21.32,07-Dec-2009,184.1,328,0.77,118.41,-14.23
RBZJEWEL,05-Jun-2024,123.1,46.97,13-Dec-2024,217.42,10.69,232.15,-1.66,06-Jan-2025,228.29,3.74,07-Jan-2025,235.01,251,0.74,-34.02,-15.23
SAPPHIRE,08-Jun-2022,186.75,37.0,14-Sep-2022,297.75,5.31,297.75,0.86,06-Oct-2022,300.3,3.37,07-Oct-2022,300.0,219,0.73,-6.23,-10.23
JAYSREETEA,25-Feb-2009,34.23,59.2,22-Jul-2009,101.92,10.68,106.08,-2.93,12-Aug-2009,102.97,6.1,13-Aug-2009,104.7,1139,0.73,55.64,65.33
DIXON,22-Feb-2023,2644.2,39.7,05-Sep-2023,5178.9,7.15,5753.45,-8.14,27-Sep-2023,5285.35,4.04,28-Sep-2023,5325.0,1491,0.73,159.21,-4.15
RICOAUTO,27-Mar-2023,63.4,32.16,30-May-2023,91.4,10.83,106.8,-6.6,20-Jun-2023,99.75,10.43,21-Jun-2023,100.95,4560,0.73,40.0,-5.89
SIGACHI,29-Mar-2023,22.03,35.77,11-Dec-2023,53.34,5.51,62.17,-4.58,02-Jan-2024,59.32,11.42,03-Jan-2024,59.86,528,0.73,-18.83,17.56
AGI,20-Jun-2022,185.15,48.19,25-Jan-2023,346.7,11.83,395.1,-7.9,16-Feb-2023,363.9,5.05,17-Feb-2023,365.0,870,0.72,119.63,-11.71
AIAENG,28-Jan-2009,106.41,67.03,09-Nov-2009,351.31,11.78,351.31,6.73,30-Nov-2009,374.94,5.09,01-Dec-2009,380.88,975,0.72,8.22,-15.7
EVERESTIND-BE,20-Jun-2022,508.95,34.05,14-Sep-2022,707.1,8.37,771.7,3.34,06-Oct-2022,797.5,27.23,07-Oct-2022,801.5,4377,0.71,38.96,-1.68
BAYERCROP,05-Aug-2019,2985.9,32.39,04-May-2020,4645.15,5.05,4987.1,0.03,26-May-2020,4988.75,13.13,27-May-2020,5050.0,2558,0.71,4.15,9.23
IPL,28-Mar-2023,198.6,38.02,07-Nov-2023,306.89,10.65,349.3,-9.42,30-Nov-2023,316.38,6.15,01-Dec-2023,316.92,596,0.7,-39.8,8.7
USHAMART,30-Jun-2005,15.06,33.27,10-Mar-2006,38.65,6.11,42.66,-5.98,03-Apr-2006,40.11,6.15,04-Apr-2006,40.3,310,0.7,-5.16,-6.15
SARLAPOLY,03-Mar-2025,70.25,45.04,13-Jun-2025,117.95,7.56,127.83,-6.11,04-Jul-2025,120.02,4.98,07-Jul-2025,119.0,4174,0.7,-13.66,-8.77
HEIDELBERG,30-Apr-2007,36.3,44.45,05-Sep-2007,57.17,7.21,65.35,-8.97,26-Sep-2007,59.49,4.29,27-Sep-2007,63.8,679,0.7,-62.98,-20.94
MADRASFERT,27-Feb-2023,54.3,41.64,25-Sep-2023,81.65,10.04,93.05,-8.44,17-Oct-2023,85.2,14.8,18-Oct-2023,85.5,2173,0.7,14.11,12.28
MANYAVAR,20-Mar-2024,873.92,39.01,02-Sep-2024,1278.66,5.46,1432.87,-6.36,23-Sep-2024,1341.69,4.82,24-Sep-2024,1341.69,639,0.69,-47.6,-4.2
THERMAX,23-Mar-2020,677.75,37.83,13-Jan-2021,1028.55,7.27,1335.6,-9.65,04-Feb-2021,1206.75,29.55,05-Feb-2021,1207.0,3973,0.69,61.86,12.74
ACC,28-Mar-2023,1613.95,39.52,05-Jan-2024,2467.65,10.52,2747.7,-9.27,29-Jan-2024,2492.9,4.9,30-Jan-2024,2508.0,4710,0.69,-20.18,-4.74
DYNAMATECH,17-Mar-2025,5738.9,34.31,13-Oct-2025,8180.0,6.12,8937.7,-5.23,04-Nov-2025,8470.0,6.57,06-Nov-2025,8538.0,4604,0.69,34.69,-0.7
BAYERCROP,13-Feb-2025,4369.05,30.72,09-Jun-2025,6114.0,11.89,6956.5,-9.52,30-Jun-2025,6294.5,4.7,01-Jul-2025,6270.0,3826,0.68,-33.44,-9.45
INSECTICID,12-Nov-2013,92.75,47.03,23-Jul-2014,204.35,5.99,204.35,10.18,14-Aug-2014,225.15,10.98,18-Aug-2014,228.45,1782,0.68,12.26,59.4
TTKPRESTIG,21-May-2018,476.25,34.07,21-Nov-2018,641.2,11.18,722.4,-8.04,13-Dec-2018,664.3,4.64,14-Dec-2018,660.1,3440,0.68,-12.29,-1.75
COFORGE,29-Aug-2016,78.0,31.28,19-Jun-2017,116.5,4.72,124.5,-5.62,11-Jul-2017,117.5,5.46,12-Jul-2017,117.0,3090,0.68,94.44,-10.68
EIDPARRY,28-Mar-2023,439.15,33.66,04-Jan-2024,591.7,5.04,662.0,-6.83,25-Jan-2024,616.8,3.16,29-Jan-2024,623.9,4709,0.67,26.84,-6.76
JKLAKSHMI,22-Dec-2016,335.75,34.11,09-Mar-2017,450.75,9.0,509.55,-9.54,31-Mar-2017,460.95,4.12,03-Apr-2017,465.0,2661,0.67,-5.48,0.98
THOMASCOOK,20-Jun-2022,55.0,37.89,21-Nov-2022,78.3,7.09,88.55,-5.99,12-Dec-2022,83.25,20.82,13-Dec-2022,84.25,751,0.67,75.37,-15.73
VSTTILLERS,04-Mar-2025,3157.81,39.88,21-Jul-2025,4764.01,7.14,5252.28,-8.85,11-Aug-2025,4787.62,18.22,12-Aug-2025,4905.77,3482,0.66,-8.82,13.54
INDIACEM,27-Feb-2025,246.65,35.17,13-May-2025,337.45,6.02,380.45,-7.56,03-Jun-2025,351.7,6.08,04-Jun-2025,347.55,5044,0.66,6.98,-11.91
BRITANNIA,20-Dec-2024,4698.1,27.12,12-Aug-2025,5908.0,10.25,6446.05,-5.63,04-Sep-2025,6083.0,3.52,05-Sep-2025,6066.0,5570,0.66,-16.52,-3.79
MONARCH,31-Mar-2023,95.57,52.11,13-Sep-2023,171.02,6.27,199.55,-2.95,06-Oct-2023,193.67,7.48,09-Oct-2023,192.15,433,0.66,134.84,13.43
GESHIP,28-Feb-2025,810.7,41.59,11-Feb-2026,1354.6,4.98,1454.05,-4.45,05-Mar-2026,1389.4,3.85,06-Mar-2026,1395.6,5220,0.66,0.67,1.67
JKCEMENT,26-Dec-2016,638.95,33.99,08-Mar-2017,900.8,4.97,968.0,-6.03,30-Mar-2017,909.6,4.45,31-Mar-2017,909.6,2724,0.66,8.36,12.14
SRM,04-Jun-2024,155.35,34.53,30-Aug-2024,268.65,6.38,294.4,-4.3,20-Sep-2024,281.75,4.04,23-Sep-2024,285.0,115,0.66,96.05,17.21
UBL,05-Oct-2011,354.9,41.53,10-Apr-2012,539.2,8.31,613.85,-9.28,02-May-2012,556.9,3.2,03-May-2012,558.2,924,0.66,37.59,-13.54
SUNFLAG,20-Jun-2022,75.85,40.77,18-Jan-2023,141.1,10.91,141.1,4.85,09-Feb-2023,147.95,3.0,10-Feb-2023,147.4,4286,0.66,36.6,-0.37
IIFL,24-Apr-2026,419.35,36.95,31-Jul-2026,636.1,4.86,665.15,2.38,21-Aug-2026,681.0,8.03,24-Aug-2026,684.75,5255,0.65,-10.48,-11.62
ASIANPAINT,21-Dec-2016,865.55,28.86,30-Jun-2017,1155.85,4.58,1216.6,-4.97,21-Jul-2017,1156.1,3.32,24-Jul-2017,1151.6,3561,0.65,27.45,0.36
OFSS,16-May-2013,1804.5,31.54,27-Nov-2013,2479.0,5.91,2636.0,-2.92,18-Dec-2013,2559.0,4.85,19-Dec-2013,2554.0,2216,0.65,18.44,-7.05
JSWDULUX,18-May-2020,1766.6,28.72,12-Nov-2020,2176.2,9.08,2478.25,-9.12,04-Dec-2020,2252.25,3.68,07-Dec-2020,2270.0,4393,0.65,-8.12,-1.85
AKZOINDIA,18-May-2020,1766.6,28.72,12-Nov-2020,2176.2,9.08,2478.25,-9.12,04-Dec-2020,2252.25,3.68,07-Dec-2020,2270.0,3930,0.65,-8.12,-1.85
NAM-INDIA,28-Feb-2025,513.3,36.31,16-May-2025,748.95,3.89,805.9,-1.91,06-Jun-2025,790.5,4.28,09-Jun-2025,802.0,1878,0.65,29.88,-2.15
SONATSOFTW,27-Sep-2017,54.5,34.81,02-Apr-2018,129.8,9.01,129.8,3.51,23-Apr-2018,134.35,3.06,24-Apr-2018,135.3,3282,0.64,-8.17,-12.38
MUTHOOTFIN,04-May-2012,116.15,36.51,19-Oct-2012,190.35,4.62,194.2,7.85,12-Nov-2012,209.45,9.66,13-Nov-2012,209.1,376,0.64,-48.45,-11.48
IIFLCAPS,13-Mar-2025,192.69,47.88,08-Jul-2025,332.8,10.81,369.72,-9.38,29-Jul-2025,335.03,15.07,30-Jul-2025,328.94,169,0.64,1.95,-16.19
CONFIPET,28-Mar-2023,56.15,34.39,28-Jul-2023,79.05,10.26,90.73,-5.73,21-Aug-2023,85.53,11.84,22-Aug-2023,86.67,700,0.64,3.87,-5.23
COROMANDEL,09-Mar-2009,40.98,56.86,04-Sep-2009,100.95,11.37,112.58,-7.96,29-Sep-2009,103.62,4.2,30-Sep-2009,104.0,1171,0.64,198.44,187.67
ZOTA,31-Mar-2021,136.79,24.21,09-Aug-2021,349.02,9.76,367.39,3.76,31-Aug-2021,381.22,3.49,01-Sep-2021,397.22,1063,0.64,-33.68,-9.45
FOSECOIND,02-Feb-2026,4347.0,33.12,05-Aug-2026,5655.0,5.46,6499.5,-6.49,26-Aug-2026,6077.5,5.7,27-Aug-2026,5982.0,5284,0.64,3.08,3.08
KEC,24-Jul-2006,43.11,56.64,25-Jan-2007,109.24,11.7,109.24,4.9,20-Feb-2007,114.59,3.7,21-Feb-2007,114.99,233,0.64,21.16,26.27
NILKAMAL,06-Sep-2017,1524.05,25.39,13-Dec-2017,1975.65,9.77,2260.3,-8.32,04-Jan-2018,2072.15,4.05,05-Jan-2018,2075.0,3206,0.64,-32.28,-12.02
BORORENEW,24-Sep-2020,67.85,52.2,23-Jun-2021,277.35,5.01,309.05,-6.83,14-Jul-2021,287.95,4.59,15-Jul-2021,297.0,773,0.63,111.08,-0.71
SUBEXLTD,03-Aug-2006,390.1,38.11,12-Dec-2006,663.25,7.41,666.35,5.93,04-Jan-2007,705.85,5.49,05-Jan-2007,710.0,498,0.63,-49.32,-9.94
SPCENET,23-May-2023,14.95,51.3,15-Nov-2023,25.7,6.23,30.7,-9.77,07-Dec-2023,27.7,5.36,08-Dec-2023,28.25,1012,0.63,-19.47,8.5
PTC,03-May-2005,41.6,25.71,10-Nov-2005,55.4,9.39,58.95,5.43,02-Dec-2005,62.15,18.05,05-Dec-2005,62.0,228,0.63,-17.18,-9.44
JBMA,28-Sep-2022,182.2,37.88,15-Feb-2023,296.9,11.38,326.25,-4.14,09-Mar-2023,312.75,4.59,10-Mar-2023,318.5,4297,0.63,181.4,18.08
SWANCORP,27-Mar-2023,202.3,44.35,10-Nov-2023,433.54,4.26,433.54,3.38,05-Dec-2023,448.18,8.91,06-Dec-2023,459.58,2838,0.63,69.77,18.76
GICHSGFIN,09-Mar-2009,29.03,46.18,31-Aug-2009,84.76,10.5,99.9,-8.96,22-Sep-2009,90.95,8.62,23-Sep-2009,91.14,1167,0.63,52.39,-15.34
IOLCP,23-Jan-2026,68.15,42.41,05-Aug-2026,172.37,8.96,173.78,7.04,26-Aug-2026,186.01,6.77,27-Aug-2026,187.7,3769,0.63,12.95,12.95
KMEW,07-Apr-2025,657.65,43.82,21-Aug-2025,972.85,10.89,1189.7,-8.33,12-Sep-2025,1090.55,29.9,15-Sep-2025,1127.05,205,0.62,158.37,37.7
INNOVACAP,19-Jan-2026,642.85,31.02,14-Aug-2026,1125.4,9.23,1236.34,-4.93,04-Sep-2026,1175.4,4.71,07-Sep-2026,1198.9,660,0.62,-2.83,-2.83
RAMCOIND,17-Mar-2025,223.62,29.8,14-Aug-2025,314.4,7.87,360.2,-5.72,08-Sep-2025,339.6,12.09,09-Sep-2025,345.0,5107,0.62,-6.71,-3.32
SHAKTIPUMP,23-Dec-2022,63.64,33.22,08-Aug-2023,120.74,8.12,143.13,-0.15,30-Aug-2023,142.92,25.68,31-Aug-2023,150.17,2916,0.62,382.33,7.66
ESTER,23-Nov-2023,81.77,37.94,21-Aug-2024,154.82,11.75,180.25,-7.22,11-Sep-2024,167.23,10.18,12-Sep-2024,168.82,3255,0.62,-32.35,-18.33
IITL,10-May-2024,142.65,48.83,01-Oct-2024,305.0,4.92,305.0,0.66,23-Oct-2024,307.0,4.16,24-Oct-2024,313.1,2758,0.62,-38.89,9.98
JINDWORLD,05-Sep-2022,40.74,45.69,09-Nov-2022,70.37,11.03,75.02,-4.43,30-Nov-2022,71.7,4.38,01-Dec-2022,71.7,2928,0.62,-7.75,5.13
TECHNOE,19-May-2020,174.05,43.33,04-Feb-2021,288.0,7.55,307.15,2.73,25-Feb-2021,315.55,4.5,26-Feb-2021,301.9,544,0.62,-20.93,-1.95
M&MFIN,26-Dec-2016,138.7,36.14,04-Jul-2017,209.25,5.93,218.85,2.9,25-Jul-2017,225.2,10.43,26-Jul-2017,225.25,2801,0.62,28.92,2.71
WONDERLA,08-Jun-2015,234.36,28.82,01-Dec-2015,375.75,8.75,379.6,5.0,22-Dec-2015,398.59,5.79,23-Dec-2015,404.74,396,0.62,-17.83,-14.17
LICI,29-Mar-2023,259.8,28.14,26-Dec-2023,419.55,9.02,428.15,1.86,16-Jan-2024,436.1,4.34,17-Jan-2024,430.9,415,0.61,-3.07,3.16
KENNAMET,28-Feb-2023,2000.95,29.54,09-Jun-2023,2748.1,9.27,2839.75,-2.41,03-Jul-2023,2771.3,4.38,04-Jul-2023,2800.0,959,0.61,79.27,-7.39
ZEEMEDIA,23-Feb-2016,17.35,32.09,09-Aug-2016,24.35,5.95,27.8,-9.17,31-Aug-2016,25.25,4.27,01-Sep-2016,25.4,2377,0.61,40.55,-5.12
SHRIPISTON,12-Oct-2023,973.69,35.15,03-Jan-2024,1589.93,4.76,1589.93,1.73,25-Jan-2024,1617.46,3.29,29-Jan-2024,1641.92,1868,0.61,20.86,-12.82
GRANULES,28-Mar-2023,270.95,28.44,03-Nov-2023,372.85,5.93,428.0,-9.53,24-Nov-2023,387.2,8.89,28-Nov-2023,388.5,4551,0.61,50.23,10.39
FINCABLES,19-May-2022,348.0,42.0,24-Jan-2023,597.8,10.39,743.7,-9.69,15-Feb-2023,671.6,30.89,16-Feb-2023,675.0,4477,0.61,47.19,17.88
AUBANK,20-Dec-2024,537.6,28.56,19-May-2025,749.55,8.39,801.7,-3.7,09-Jun-2025,772.0,3.75,10-Jun-2025,772.5,1959,0.61,31.46,-2.54
ASAHIINDIA,28-Mar-2023,440.0,31.69,28-Aug-2023,600.5,8.25,686.5,-9.19,18-Sep-2023,623.4,5.73,20-Sep-2023,630.0,4620,0.61,23.42,-9.79
INDIACEM,04-Apr-2007,151.35,39.41,23-Nov-2007,308.85,8.4,311.7,5.6,14-Dec-2007,329.15,4.92,17-Dec-2007,330.0,735,0.61,-71.32,-20.88
TMB,10-Apr-2023,378.5,23.57,24-Jul-2023,436.03,4.67,495.24,-8.91,14-Aug-2023,451.09,5.77,16-Aug-2023,453.98,226,0.61,-2.52,13.24
PRICOLLTD,28-Feb-2025,397.85,30.93,18-Aug-2025,500.2,11.46,576.05,-9.82,09-Sep-2025,519.5,3.83,10-Sep-2025,523.0,2123,0.61,41.43,16.73
BOROLTD,13-Oct-2020,111.88,34.95,04-May-2021,196.31,11.83,202.65,0.99,26-May-2021,204.66,6.15,27-May-2021,206.24,210,0.61,16.29,-16.75
BIRLACORPN,28-Mar-2007,182.6,50.27,20-Sep-2007,351.1,10.3,389.1,-7.58,12-Oct-2007,359.6,3.42,15-Oct-2007,367.0,690,0.61,-72.55,-16.93
SIEMENS,23-Mar-2020,758.8,38.7,05-Nov-2020,1087.55,6.85,1282.45,-9.91,26-Nov-2020,1155.4,21.03,27-Nov-2020,1161.75,3926,0.61,44.14,13.42
CIEINDIA,23-Mar-2022,166.95,44.06,24-Nov-2022,293.1,2.95,336.65,-6.48,15-Dec-2022,314.85,19.31,16-Dec-2022,315.0,3770,0.6,50.44,14.35
CARTRADE,30-Apr-2026,1623.4,44.71,06-Jul-2026,2897.8,8.21,3268.0,-8.81,27-Jul-2026,2980.0,9.4,28-Jul-2026,2960.0,1216,0.6,2.5,2.5
ABSLAMC,13-Mar-2025,591.2,33.08,19-Jun-2025,817.3,10.04,883.5,-3.76,10-Jul-2025,850.3,4.84,11-Jul-2025,853.95,930,0.6,29.33,-4.39
EXPLEOSOL,30-Sep-2021,876.65,24.91,03-Mar-2022,1328.85,10.33,1596.6,-9.66,25-Mar-2022,1442.35,9.59,28-Mar-2022,1441.9,3063,0.6,-25.97,-13.16
ABBOTINDIA,08-Feb-2022,15562.6,32.87,30-Nov-2022,20898.7,4.02,23184.5,-7.06,21-Dec-2022,21548.5,3.6,22-Dec-2022,21550.0,3200,0.6,4.19,-2.62
HEROMOTOCO,17-Mar-2025,3493.1,42.16,24-Oct-2025,5646.5,6.21,6039.0,-3.98,17-Nov-2025,5798.5,4.08,18-Nov-2025,5820.0,5621,0.6,-9.79,2.16
TI,03-Mar-2025,218.44,51.78,23-Sep-2025,474.5,6.74,526.21,-9.43,15-Oct-2025,476.6,3.46,16-Oct-2025,478.9,3760,0.6,11.91,-0.86
THYROCARE,03-Mar-2025,221.0,36.11,23-Jul-2025,451.0,10.91,482.7,-4.97,13-Aug-2025,458.7,3.02,14-Aug-2025,458.7,2296,0.6,26.99,-11.07
HIRECT,17-Mar-2025,416.2,46.39,07-Jul-2025,694.9,6.23,776.4,-8.11,28-Jul-2025,713.4,4.9,29-Jul-2025,722.4,4575,0.59,85.41,14.41
BTML,26-Sep-2023,12.53,38.55,21-Dec-2023,20.37,7.51,20.39,3.43,12-Jan-2024,21.09,3.1,16-Jan-2024,19.44,555,0.59,-37.96,-3.29
VAISHALI,14-Jul-2023,11.68,36.35,26-Dec-2023,18.95,6.75,18.95,4.7,16-Jan-2024,19.84,16.85,17-Jan-2024,19.38,1230,0.59,-22.86,-16.46
JKLAKSHMI,12-May-2022,377.25,41.74,07-Nov-2022,684.2,7.86,736.3,-6.75,29-Nov-2022,686.6,3.19,30-Nov-2022,691.7,4061,0.59,17.64,10.08
CHENNPETRO,23-Dec-2022,189.1,39.87,13-Jun-2023,401.4,7.32,470.65,-9.23,05-Jul-2023,427.2,9.97,06-Jul-2023,429.05,4570,0.59,126.08,-7.35
GAYAPROJ,28-Mar-2016,100.42,33.06,14-Jul-2016,135.96,8.69,151.79,-8.31,04-Aug-2016,139.18,7.62,05-Aug-2016,140.0,1218,0.59,13.89,-8.62
JINDALSAW,29-Jun-2006,20.35,53.27,31-Jan-2007,42.1,7.36,43.55,-1.03,22-Feb-2007,43.1,3.04,23-Feb-2007,43.1,530,0.59,66.59,27.61
SWANCORP,08-Jul-2022,182.44,44.51,09-Dec-2022,297.59,8.95,328.78,-7.01,30-Dec-2022,305.73,5.65,02-Jan-2023,305.78,2610,0.59,83.15,1.75
FCL,27-Mar-2023,21.31,44.91,02-Nov-2023,32.81,10.61,38.68,-7.96,24-Nov-2023,35.6,23.07,28-Nov-2023,36.13,1989,0.59,-1.41,-10.46
JKTYRE,05-Jul-2010,31.67,24.29,16-Aug-2010,37.14,11.93,41.83,-4.83,06-Sep-2010,39.81,22.55,07-Sep-2010,40.0,1364,0.59,-57.7,-14.38
RAMASTEEL,29-Mar-2023,8.85,38.41,23-Jun-2023,12.82,10.92,14.37,-9.05,17-Jul-2023,13.07,6.43,18-Jul-2023,13.2,1948,0.59,-22.65,-10.83
IMFA,06-May-2025,566.01,41.55,13-Aug-2025,899.93,11.77,968.44,0.39,05-Sep-2025,972.21,5.54,08-Sep-2025,986.26,3727,0.59,29.63,31.16
ESABINDIA,04-Apr-2025,4330.65,30.28,19-Nov-2025,5839.5,4.9,6634.5,-7.15,10-Dec-2025,6160.0,7.08,11-Dec-2025,6174.5,5174,0.59,-5.81,-8.12
UGROCAP,23-Dec-2022,139.37,30.7,08-May-2023,208.74,11.76,219.32,4.76,29-May-2023,229.76,3.32,30-May-2023,231.23,444,0.59,18.48,16.33
UBL,11-Apr-2023,1369.55,23.21,17-Aug-2023,1581.55,4.21,1783.55,-6.8,07-Sep-2023,1662.35,11.68,08-Sep-2023,1675.0,3728,0.59,24.24,-8.05
ADANIGREEN,02-Aug-2021,876.15,35.62,14-Oct-2021,1206.55,4.92,1360.95,-9.92,08-Nov-2021,1226.0,6.22,09-Nov-2021,1215.0,836,0.59,79.09,78.73
BLISSGVS-BE,18-May-2020,93.05,40.22,08-Dec-2020,188.9,8.71,215.65,-4.75,30-Dec-2020,205.4,5.22,31-Dec-2020,204.8,2575,0.58,-49.37,-13.43
BLISSGVS,18-May-2020,90.43,37.6,08-Dec-2020,184.19,8.71,206.55,-3.04,30-Dec-2020,200.27,5.22,31-Dec-2020,199.69,2570,0.58,-49.14,-13.43
SBCL,20-Jun-2022,246.5,33.57,06-Sep-2022,414.2,10.2,423.06,-1.73,27-Sep-2022,415.76,4.07,28-Sep-2022,407.45,313,0.58,28.69,-3.74
EMAMILTD,27-Nov-2015,455.9,31.47,12-Aug-2016,593.75,5.25,665.25,-8.15,06-Sep-2016,611.0,3.64,07-Sep-2016,613.65,2487,0.58,-7.21,-10.35
KEC,12-May-2022,349.1,33.52,17-Nov-2022,434.4,5.04,526.35,-8.86,08-Dec-2022,479.7,20.53,09-Dec-2022,478.0,4134,0.58,30.92,-6.01
BALRAMCHIN,21-Jan-2026,397.8,36.13,30-Jun-2026,604.45,9.71,680.55,-9.21,21-Jul-2026,617.85,8.6,22-Jul-2026,615.9,5324,0.58,12.99,12.99
APTUS,03-Mar-2023,226.76,33.98,27-Dec-2023,336.48,8.16,371.97,-5.68,18-Jan-2024,350.84,9.85,19-Jan-2024,352.77,595,0.58,-21.21,-9.21
NFL,29-Mar-2010,95.9,34.0,23-Sep-2010,125.8,8.27,145.3,-9.57,14-Oct-2010,131.4,44.28,15-Oct-2010,131.4,935,0.58,-45.93,-16.48
JAYNECOIND,28-Mar-2023,20.6,39.14,16-Oct-2023,37.65,10.76,41.45,-5.79,07-Nov-2023,39.05,5.86,08-Nov-2023,39.15,1165,0.58,11.67,-2.94
GUJALKALI,20-Jun-2022,636.75,36.47,26-Sep-2022,886.8,9.27,1002.3,-9.91,18-Oct-2022,903.0,8.44,19-Oct-2022,906.1,4394,0.58,-15.54,-1.73
PRSMJOHNSN,14-Feb-2014,22.9,49.95,15-Jul-2014,75.45,7.16,78.3,-2.62,06-Aug-2014,76.25,3.56,07-Aug-2014,76.55,2372,0.58,27.37,-1.37
VPRPL,13-Mar-2024,144.65,35.63,02-Jul-2024,212.39,7.43,224.7,-0.64,24-Jul-2024,223.27,4.28,25-Jul-2024,221.82,213,0.58,-26.41,19.58
GOKULAGRO,17-Mar-2025,101.25,45.9,07-Aug-2025,166.55,11.37,187.15,-8.62,01-Sep-2025,171.02,3.09,02-Sep-2025,171.38,2335,0.58,34.89,2.35
CRISIL,03-Jun-2024,4043.95,22.58,27-Sep-2024,4788.7,10.42,5223.55,-6.26,21-Oct-2024,4896.6,12.44,22-Oct-2024,4886.05,4892,0.58,1.39,9.36
CCL,04-Apr-2025,550.8,32.51,11-Jul-2025,888.6,5.36,897.6,-0.39,01-Aug-2025,894.1,5.22,04-Aug-2025,906.35,5085,0.58,24.68,-7.71
JBMA,28-Sep-2022,182.2,37.88,10-Mar-2023,322.0,10.67,326.25,7.91,03-Apr-2023,352.05,5.62,05-Apr-2023,353.8,4313,0.57,150.51,6.3
JKCEMENT,25-Oct-2018,668.95,34.1,28-Aug-2019,1063.55,7.74,1153.15,-5.81,20-Sep-2019,1086.15,5.3,23-Sep-2019,1099.6,3333,0.57,36.77,22.03
EMAMILTD,15-Mar-2024,423.05,26.13,09-May-2024,544.8,6.12,668.2,-8.43,30-May-2024,611.85,23.67,31-May-2024,606.7,4399,0.57,-4.87,23.94
TEXRAIL,27-Aug-2014,68.85,47.98,01-Jan-2015,125.85,10.13,132.35,0.79,22-Jan-2015,133.4,5.35,23-Jan-2015,134.3,958,0.57,-4.02,-5.92
INSECTICID,12-Feb-2025,557.65,38.54,26-May-2025,875.4,9.62,1011.25,-9.94,16-Jun-2025,910.75,3.76,17-Jun-2025,919.9,4457,0.57,-25.15,-1.48
EVEREADY,07-Apr-2025,275.6,34.25,28-Jul-2025,422.65,5.47,481.7,-9.05,19-Aug-2025,438.1,6.56,20-Aug-2025,439.0,5069,0.57,-20.16,-7.47
VSTTILLERS,13-Mar-2024,2999.88,26.49,16-May-2024,3619.29,10.99,4080.99,-9.19,07-Jun-2024,3706.09,3.96,10-Jun-2024,3728.16,3190,0.57,0.77,-0.5
RALLIS,07-Apr-2025,202.06,39.97,20-Jun-2025,330.65,7.7,368.05,-6.66,11-Jul-2025,343.55,4.56,14-Jul-2025,355.85,5072,0.57,-34.26,-4.27
WINDMACHIN,11-Aug-2017,52.35,25.21,16-Apr-2018,125.45,9.37,137.15,0.26,08-May-2018,137.5,6.99,09-May-2018,137.0,3063,0.57,-54.56,-16.72
BAJAJFINSV,21-Aug-2013,56.45,33.63,30-Apr-2014,88.05,7.89,95.4,-6.92,22-May-2014,88.8,7.95,23-May-2014,90.2,1476,0.57,66.91,12.03
TECHNOE,20-Dec-2021,223.7,35.64,09-Nov-2022,310.85,7.99,347.55,-9.32,30-Nov-2022,315.15,4.69,01-Dec-2022,315.15,979,0.57,131.29,3.13
NAVA,03-Dec-2008,24.85,63.02,28-Jul-2009,91.1,11.58,91.1,2.36,18-Aug-2009,93.25,4.54,19-Aug-2009,93.25,1140,0.57,-5.47,-4.24
CROMPTON,19-Mar-2018,219.75,22.34,17-Jul-2018,258.0,12.0,282.95,-7.9,07-Aug-2018,260.6,4.52,08-Aug-2018,262.55,555,0.57,-11.81,-10.95
JKLAKSHMI,05-Apr-2007,49.12,45.81,06-Sep-2007,87.58,10.08,90.65,2.32,27-Sep-2007,92.75,3.18,28-Sep-2007,92.75,319,0.57,-67.58,-2.88
MINDACORP,22-Nov-2016,87.7,36.47,18-Aug-2017,114.15,6.53,138.05,-1.81,11-Sep-2017,135.55,68.32,12-Sep-2017,138.0,942,0.57,4.82,35.29
AMBUJACEM,21-Nov-2016,193.6,30.35,13-Apr-2017,249.5,4.05,285.45,-8.65,08-May-2017,260.75,8.77,09-May-2017,259.0,3045,0.57,-15.04,-9.15
GICHSGFIN,20-Dec-2016,250.21,25.94,21-Feb-2017,312.29,6.92,337.83,-6.75,16-Mar-2017,315.01,3.42,17-Mar-2017,317.3,3011,0.57,14.27,69.47
CENTURYPLY,27-Mar-2024,626.1,23.81,05-Jun-2024,724.15,10.23,821.8,-9.02,27-Jun-2024,747.65,3.95,28-Jun-2024,756.0,4507,0.57,0.53,-9.31
BAJAJHLDNG,17-Jun-2022,4471.7,28.37,08-Aug-2022,5531.0,3.91,6242.95,-8.16,01-Sep-2022,5733.45,3.07,02-Sep-2022,5788.0,4362,0.57,24.86,10.09
