cell,exit,hard_stop,time_stop,shelf_S,vol_K,ath,obv_filter,market_gate,n_events,seeds,cagr_med,cagr_min,cagr_max,maxdd_med,maxdd_worst,calmar_med,sharpe_med,trades,win_rate,avg_win,avg_loss,expectancy,max_loss_streak,trades_per_yr,final_med
ST_7_3|h0|t0|s15|k5|a0.95|o0|g0,ST_7_3,0,0,15,5,0.95,0,0,477,10,8.99,8.99,9.01,-26.93,-26.93,0.334,0.879,408,42.4,27.6,-10.4,5.713,11,18.8,6467736.0
ST_7_3|h0|t0|s15|k5|a0.95|o1|g1,ST_7_3,0,0,15,5,0.95,1,1,179,10,7.78,7.78,7.78,-11.42,-11.42,0.681,1.446,162,44.4,31.9,-11.17,7.973,8,7.5,5076276.0
ST_7_3|h0|t0|s15|k5|a1.00|o1|g0,ST_7_3,0,0,15,5,1.0,1,0,129,10,6.97,6.97,6.97,-11.54,-11.54,0.604,1.529,129,41.9,32.09,-11.41,6.8,8,5.9,4314513.0
ST_7_3|h0|t0|s20|k2|a0.90|o0|g1,ST_7_3,0,0,20,2,0.9,0,1,881,10,9.15,9.08,9.2,-18.29,-19.29,0.498,0.893,514,39.5,25.19,-8.51,4.823,20,23.7,6677907.0
ST_7_3|h0|t0|s20|k2|a0.95|o0|g0,ST_7_3,0,0,20,2,0.95,0,0,652,10,9.92,9.91,9.92,-21.97,-21.97,0.452,0.937,497,40.0,28.8,-9.27,5.975,14,22.9,7779573.0
ST_7_3|h0|t0|s20|k2|a0.95|o1|g1,ST_7_3,0,0,20,2,0.95,1,1,228,10,8.84,8.84,8.84,-14.05,-14.05,0.629,1.357,198,42.4,35.11,-9.75,9.281,12,9.1,6277282.0
ST_7_3|h0|t0|s20|k2|a1.00|o1|g0,ST_7_3,0,0,20,2,1.0,1,0,164,10,7.17,7.17,7.17,-10.32,-10.32,0.694,1.415,164,40.2,31.14,-10.32,6.367,11,7.6,4487792.0
ST_7_3|h0|t0|s20|k3|a0.90|o0|g1,ST_7_3,0,0,20,3,0.9,0,1,772,10,9.0,8.9,9.01,-24.59,-25.34,0.364,0.874,479,39.2,26.73,-8.99,4.998,15,22.1,6478224.0
ST_7_3|h0|t0|s20|k3|a0.95|o0|g0,ST_7_3,0,0,20,3,0.95,0,0,568,10,10.28,10.23,10.44,-27.5,-28.29,0.374,0.964,450,40.2,31.11,-9.49,6.839,11,20.8,8351772.0
ST_7_3|h0|t0|s20|k3|a0.95|o1|g1,ST_7_3,0,0,20,3,0.95,1,1,197,10,8.25,8.25,8.25,-13.68,-13.68,0.603,1.417,176,42.0,34.92,-10.38,8.67,10,8.1,5582758.0
ST_7_3|h0|t0|s20|k3|a1.00|o1|g0,ST_7_3,0,0,20,3,1.0,1,0,141,10,6.91,6.91,6.91,-10.0,-10.0,0.692,1.495,141,40.4,31.37,-10.62,6.355,10,6.5,4263298.0
ST_7_3|h0|t0|s20|k5|a0.90|o0|g1,ST_7_3,0,0,20,5,0.9,0,1,541,10,9.45,9.44,9.45,-19.97,-19.97,0.473,1.0,387,40.8,29.57,-9.48,6.464,13,17.8,7082164.0
ST_7_3|h0|t0|s20|k5|a0.95|o0|g0,ST_7_3,0,0,20,5,0.95,0,0,403,10,9.07,9.07,9.07,-27.49,-27.49,0.33,1.05,355,42.0,29.27,-9.91,6.537,11,16.4,6575779.0
ST_7_3|h0|t0|s20|k5|a0.95|o1|g1,ST_7_3,0,0,20,5,0.95,1,1,150,10,8.46,8.46,8.46,-9.65,-9.65,0.876,1.66,138,47.1,35.66,-10.55,11.214,6,6.4,5821606.0
ST_7_3|h0|t0|s20|k5|a1.00|o1|g0,ST_7_3,0,0,20,5,1.0,1,0,103,10,7.23,7.23,7.23,-8.73,-8.73,0.828,1.753,103,44.7,34.0,-10.75,9.236,6,4.7,4546704.0
ST_7_3|h0|t120|s15|k2|a0.90|o0|g1,ST_7_3,0,120,15,2,0.9,0,1,1020,10,10.34,10.3,10.48,-20.67,-21.09,0.498,0.984,574,42.2,24.44,-8.8,5.233,13,26.5,8459909.0
ST_7_3|h0|t120|s15|k2|a0.95|o0|g0,ST_7_3,0,120,15,2,0.95,0,0,759,10,10.02,10.0,10.02,-29.07,-29.66,0.345,0.833,548,40.7,25.75,-9.04,5.116,12,25.3,7937340.0
ST_7_3|h0|t120|s15|k2|a0.95|o1|g1,ST_7_3,0,120,15,2,0.95,1,1,279,10,7.71,7.71,7.71,-15.52,-15.52,0.497,1.183,236,41.1,27.75,-9.67,5.711,13,10.9,5007375.0
ST_7_3|h0|t120|s15|k2|a1.00|o1|g0,ST_7_3,0,120,15,2,1.0,1,0,204,10,6.89,6.89,6.89,-16.17,-16.17,0.426,1.202,204,39.7,27.69,-10.3,4.784,15,9.4,4244203.0
ST_7_3|h0|t120|s15|k3|a0.90|o0|g1,ST_7_3,0,120,15,3,0.9,0,1,889,10,10.01,9.94,10.06,-20.62,-20.62,0.485,0.915,527,41.7,25.76,-9.2,5.393,19,24.3,7919078.0
ST_7_3|h0|t120|s15|k3|a0.95|o0|g0,ST_7_3,0,120,15,3,0.95,0,0,664,10,10.55,10.55,10.55,-19.74,-19.91,0.535,0.969,506,42.7,26.22,-9.18,5.931,9,23.3,8813320.0
ST_7_3|h0|t120|s15|k3|a0.95|o1|g1,ST_7_3,0,120,15,3,0.95,1,1,238,10,7.4,7.4,7.4,-16.58,-16.58,0.446,1.217,212,41.5,27.85,-10.19,5.599,11,9.8,4702920.0
ST_7_3|h0|t120|s15|k3|a1.00|o1|g0,ST_7_3,0,120,15,3,1.0,1,0,176,10,6.45,6.45,6.45,-14.96,-14.96,0.431,1.236,176,40.3,26.41,-10.82,4.197,13,8.1,3877275.0
ST_7_3|h0|t120|s15|k5|a0.90|o0|g1,ST_7_3,0,120,15,5,0.9,0,1,628,10,8.68,8.66,8.71,-18.83,-18.83,0.461,0.929,439,39.9,27.38,-10.02,4.896,14,20.2,6075136.0
ST_7_3|h0|t120|s15|k5|a0.95|o0|g0,ST_7_3,0,120,15,5,0.95,0,0,477,10,8.68,8.68,8.73,-28.48,-28.48,0.305,0.866,416,42.8,25.6,-10.35,5.032,11,19.2,6077357.0
ST_7_3|h0|t120|s15|k5|a0.95|o1|g1,ST_7_3,0,120,15,5,0.95,1,1,179,10,7.44,7.44,7.44,-11.15,-11.15,0.667,1.472,162,44.4,29.44,-11.17,6.881,8,7.5,4741222.0
ST_7_3|h0|t120|s15|k5|a1.00|o1|g0,ST_7_3,0,120,15,5,1.0,1,0,129,10,6.72,6.72,6.72,-11.24,-11.24,0.597,1.527,129,41.9,29.84,-11.41,5.858,8,5.9,4095878.0
ST_7_3|h0|t120|s20|k2|a0.90|o0|g1,ST_7_3,0,120,20,2,0.9,0,1,881,10,9.57,9.51,9.64,-21.16,-21.25,0.453,0.983,526,39.8,25.58,-8.49,5.049,20,24.3,7264162.0
ST_7_3|h0|t120|s20|k2|a0.95|o0|g0,ST_7_3,0,120,20,2,0.95,0,0,652,10,9.85,9.85,9.85,-23.18,-23.2,0.425,0.957,510,40.8,26.94,-9.22,5.526,14,23.5,7674022.0
ST_7_3|h0|t120|s20|k2|a0.95|o1|g1,ST_7_3,0,120,20,2,0.95,1,1,228,10,8.22,8.22,8.22,-14.07,-14.07,0.584,1.346,202,41.6,32.06,-9.91,7.544,11,9.3,5543783.0
ST_7_3|h0|t120|s20|k2|a1.00|o1|g0,ST_7_3,0,120,20,2,1.0,1,0,164,10,6.9,6.9,6.9,-8.95,-8.95,0.77,1.427,164,40.2,29.08,-10.32,5.538,11,7.6,4247646.0
ST_7_3|h0|t120|s20|k3|a0.90|o0|g1,ST_7_3,0,120,20,3,0.9,0,1,772,10,9.04,8.93,9.06,-25.39,-25.4,0.356,0.893,490,39.3,26.26,-8.97,4.881,17,22.6,6529058.0
ST_7_3|h0|t120|s20|k3|a0.95|o0|g0,ST_7_3,0,120,20,3,0.95,0,0,568,10,9.81,9.77,9.99,-28.46,-29.6,0.343,0.95,463,40.6,28.38,-9.4,5.927,11,21.3,7607428.0
ST_7_3|h0|t120|s20|k3|a0.95|o1|g1,ST_7_3,0,120,20,3,0.95,1,1,197,10,7.83,7.83,7.83,-12.4,-12.4,0.631,1.444,177,41.8,32.06,-10.34,7.387,9,8.2,5129376.0
ST_7_3|h0|t120|s20|k3|a1.00|o1|g0,ST_7_3,0,120,20,3,1.0,1,0,141,10,6.64,6.64,6.64,-9.19,-9.19,0.722,1.519,141,40.4,28.93,-10.62,5.371,10,6.5,4033951.0
ST_7_3|h0|t120|s20|k5|a0.90|o0|g1,ST_7_3,0,120,20,5,0.9,0,1,541,10,9.49,9.49,9.49,-20.08,-20.08,0.473,1.072,395,41.3,28.54,-9.51,6.195,11,18.2,7149351.0
ST_7_3|h0|t120|s20|k5|a0.95|o0|g0,ST_7_3,0,120,20,5,0.95,0,0,403,10,8.55,8.55,8.55,-28.01,-28.01,0.305,1.02,365,42.2,26.62,-9.85,5.537,10,16.8,5931693.0
ST_7_3|h0|t120|s20|k5|a0.95|o1|g1,ST_7_3,0,120,20,5,0.95,1,1,150,10,8.04,8.04,8.04,-9.32,-9.32,0.863,1.706,138,47.1,32.2,-10.55,9.587,6,6.4,5349697.0
ST_7_3|h0|t120|s20|k5|a1.00|o1|g0,ST_7_3,0,120,20,5,1.0,1,0,103,10,6.98,6.98,6.98,-8.44,-8.44,0.827,1.771,103,44.7,31.29,-10.75,8.024,6,4.7,4318533.0
ST_7_3|h1|t0|s15|k2|a0.90|o0|g1,ST_7_3,1,0,15,2,0.9,0,1,1020,10,10.32,10.23,10.37,-16.56,-16.61,0.622,0.992,609,38.5,24.53,-7.5,4.833,14,28.1,8404676.0
ST_7_3|h1|t0|s15|k2|a0.95|o0|g0,ST_7_3,1,0,15,2,0.95,0,0,759,10,10.45,10.45,10.45,-29.26,-29.26,0.357,0.877,580,37.1,27.24,-7.94,5.1,19,26.7,8629354.0
ST_7_3|h1|t0|s15|k2|a0.95|o1|g1,ST_7_3,1,0,15,2,0.95,1,1,279,10,7.96,7.96,7.96,-14.89,-14.89,0.535,1.279,241,36.5,29.96,-7.95,5.892,15,11.1,5267644.0
ST_7_3|h1|t0|s15|k2|a1.00|o1|g0,ST_7_3,1,0,15,2,1.0,1,0,204,10,7.27,7.27,7.27,-13.76,-13.76,0.528,1.336,204,36.8,29.14,-8.39,5.405,15,9.4,4584298.0
ST_7_3|h1|t0|s15|k3|a0.90|o0|g1,ST_7_3,1,0,15,3,0.9,0,1,889,10,9.22,9.13,9.29,-18.37,-18.37,0.502,0.88,568,35.8,25.64,-7.62,4.253,19,26.2,6772642.0
ST_7_3|h1|t0|s15|k3|a0.95|o0|g0,ST_7_3,1,0,15,3,0.95,0,0,664,10,9.55,9.55,9.57,-18.01,-18.22,0.53,0.905,537,36.7,26.68,-8.02,4.707,13,24.8,7238637.0
ST_7_3|h1|t0|s15|k3|a0.95|o1|g1,ST_7_3,1,0,15,3,0.95,1,1,238,10,7.31,7.31,7.31,-12.61,-12.61,0.58,1.308,212,36.3,28.91,-8.22,5.266,12,9.8,4620822.0
ST_7_3|h1|t0|s15|k3|a1.00|o1|g0,ST_7_3,1,0,15,3,1.0,1,0,176,10,6.45,6.45,6.45,-9.54,-9.54,0.676,1.343,176,34.7,28.3,-8.83,4.041,14,8.1,3875880.0
ST_7_3|h1|t0|s15|k5|a0.90|o0|g1,ST_7_3,1,0,15,5,0.9,0,1,628,10,9.04,9.01,9.06,-14.44,-14.44,0.626,0.983,462,36.5,27.36,-8.1,4.815,16,21.3,6537298.0
ST_7_3|h1|t0|s15|k5|a0.95|o0|g0,ST_7_3,1,0,15,5,0.95,0,0,477,10,9.28,9.25,9.3,-24.38,-24.83,0.381,0.951,426,38.1,28.22,-8.57,5.467,15,19.6,6852123.0
ST_7_3|h1|t0|s15|k5|a0.95|o1|g1,ST_7_3,1,0,15,5,0.95,1,1,179,10,7.67,7.67,7.67,-9.3,-9.3,0.825,1.583,162,40.1,31.37,-8.9,7.261,9,7.5,4966528.0
ST_7_3|h1|t0|s15|k5|a1.00|o1|g0,ST_7_3,1,0,15,5,1.0,1,0,129,10,7.06,7.06,7.06,-9.08,-9.08,0.777,1.697,129,37.2,33.8,-9.2,6.801,9,5.9,4387494.0
ST_7_3|h1|t0|s20|k2|a0.90|o0|g1,ST_7_3,1,0,20,2,0.9,0,1,881,10,8.59,8.49,8.62,-20.89,-20.97,0.411,0.942,559,35.5,24.53,-7.41,3.913,20,25.8,5970986.0
ST_7_3|h1|t0|s20|k2|a0.95|o0|g0,ST_7_3,1,0,20,2,0.95,0,0,652,10,9.62,9.62,9.62,-19.69,-19.69,0.488,1.018,523,35.2,29.21,-7.78,5.232,14,24.1,7323762.0
ST_7_3|h1|t0|s20|k2|a0.95|o1|g1,ST_7_3,1,0,20,2,0.95,1,1,228,10,8.18,8.18,8.18,-11.13,-11.13,0.735,1.428,202,36.6,33.96,-8.03,7.356,16,9.3,5503418.0
ST_7_3|h1|t0|s20|k2|a1.00|o1|g0,ST_7_3,1,0,20,2,1.0,1,0,164,10,6.94,6.94,6.94,-7.47,-7.47,0.929,1.514,164,36.0,30.81,-8.63,5.554,12,7.6,4282691.0
ST_7_3|h1|t0|s20|k3|a0.90|o0|g1,ST_7_3,1,0,20,3,0.9,0,1,772,10,8.53,8.43,8.53,-21.34,-22.1,0.4,0.881,515,34.6,26.68,-7.72,4.169,16,23.7,5905966.0
ST_7_3|h1|t0|s20|k3|a0.95|o0|g0,ST_7_3,1,0,20,3,0.95,0,0,568,10,8.88,8.86,9.04,-24.94,-25.3,0.356,0.958,483,33.5,30.57,-7.96,4.883,14,22.3,6334036.0
ST_7_3|h1|t0|s20|k3|a0.95|o1|g1,ST_7_3,1,0,20,3,0.95,1,1,197,10,7.52,7.52,7.52,-7.77,-7.77,0.968,1.502,177,36.2,33.15,-8.53,6.538,17,8.2,4818654.0
ST_7_3|h1|t0|s20|k3|a1.00|o1|g0,ST_7_3,1,0,20,3,1.0,1,0,141,10,6.46,6.46,6.46,-6.47,-6.47,0.998,1.584,141,34.0,31.54,-9.0,4.797,11,6.5,3887898.0
ST_7_3|h1|t0|s20|k5|a0.90|o0|g1,ST_7_3,1,0,20,5,0.9,0,1,541,10,9.77,9.77,9.77,-21.07,-21.08,0.464,1.119,401,38.7,28.86,-7.98,6.262,13,18.5,7556593.0
ST_7_3|h1|t0|s20|k5|a0.95|o0|g0,ST_7_3,1,0,20,5,0.95,0,0,403,10,9.43,9.43,9.43,-18.89,-18.89,0.499,1.126,368,38.9,29.71,-8.35,6.439,12,17.0,7065702.0
ST_7_3|h1|t0|s20|k5|a0.95|o1|g1,ST_7_3,1,0,20,5,0.95,1,1,150,10,8.08,8.08,8.08,-7.25,-7.25,1.115,1.754,138,43.5,33.63,-8.85,9.619,7,6.4,5398816.0
ST_7_3|h1|t0|s20|k5|a1.00|o1|g0,ST_7_3,1,0,20,5,1.0,1,0,103,10,7.11,7.11,7.11,-6.63,-6.63,1.073,1.862,103,41.7,33.16,-9.23,8.47,6,4.7,4438428.0
ST_7_3|h1|t120|s15|k2|a0.90|o0|g1,ST_7_3,1,120,15,2,0.9,0,1,1020,10,10.16,10.11,10.21,-15.59,-15.61,0.652,1.002,614,38.5,23.9,-7.48,4.608,15,28.3,8158193.0
ST_7_3|h1|t120|s15|k2|a0.95|o0|g0,ST_7_3,1,120,15,2,0.95,0,0,759,10,9.45,9.45,9.5,-28.43,-28.43,0.333,0.829,586,36.3,25.46,-7.93,4.207,19,27.0,7094229.0
ST_7_3|h1|t120|s15|k2|a0.95|o1|g1,ST_7_3,1,120,15,2,0.95,1,1,279,10,7.39,7.39,7.39,-14.52,-14.52,0.509,1.25,241,36.5,26.83,-7.95,4.751,15,11.1,4694548.0
ST_7_3|h1|t120|s15|k2|a1.00|o1|g0,ST_7_3,1,120,15,2,1.0,1,0,204,10,7.01,7.01,7.01,-13.52,-13.52,0.519,1.339,204,36.8,27.4,-8.39,4.765,15,9.4,4349654.0
ST_7_3|h1|t120|s15|k3|a0.90|o0|g1,ST_7_3,1,120,15,3,0.9,0,1,889,10,9.13,9.11,9.19,-18.37,-18.37,0.497,0.889,573,36.0,25.07,-7.66,4.126,22,26.4,6647891.0
ST_7_3|h1|t120|s15|k3|a0.95|o0|g0,ST_7_3,1,120,15,3,0.95,0,0,664,10,9.13,9.13,9.16,-21.39,-21.39,0.427,0.886,545,36.5,25.49,-8.05,4.2,13,25.1,6650106.0
ST_7_3|h1|t120|s15|k3|a0.95|o1|g1,ST_7_3,1,120,15,3,0.95,1,1,238,10,6.98,6.98,6.98,-12.21,-12.21,0.572,1.318,212,36.3,26.77,-8.22,4.488,12,9.8,4321014.0
ST_7_3|h1|t120|s15|k3|a1.00|o1|g0,ST_7_3,1,120,15,3,1.0,1,0,176,10,6.25,6.25,6.25,-9.15,-9.15,0.683,1.36,176,34.7,26.74,-8.83,3.501,14,8.1,3727206.0
ST_7_3|h1|t120|s15|k5|a0.90|o0|g1,ST_7_3,1,120,15,5,0.9,0,1,628,10,8.79,8.76,8.8,-16.98,-16.98,0.518,0.992,467,36.1,26.74,-8.07,4.472,17,21.6,6218765.0
ST_7_3|h1|t120|s15|k5|a0.95|o0|g0,ST_7_3,1,120,15,5,0.95,0,0,477,10,8.75,8.73,8.78,-24.82,-25.26,0.352,0.925,433,37.8,26.6,-8.57,4.715,11,20.0,6168148.0
ST_7_3|h1|t120|s15|k5|a0.95|o1|g1,ST_7_3,1,120,15,5,0.95,1,1,179,10,7.39,7.39,7.39,-8.93,-8.93,0.827,1.61,162,40.1,29.18,-8.9,6.379,9,7.5,4690633.0
ST_7_3|h1|t120|s15|k5|a1.00|o1|g0,ST_7_3,1,120,15,5,1.0,1,0,129,10,6.76,6.76,6.76,-8.77,-8.77,0.771,1.692,129,37.2,30.9,-9.2,5.719,9,5.9,4132126.0
ST_7_3|h1|t120|s20|k2|a0.90|o0|g1,ST_7_3,1,120,20,2,0.9,0,1,881,10,8.68,8.65,8.8,-22.69,-22.78,0.383,0.97,564,35.2,24.93,-7.44,3.942,20,26.0,6087354.0
ST_7_3|h1|t120|s20|k2|a0.95|o0|g0,ST_7_3,1,120,20,2,0.95,0,0,652,10,9.04,9.04,9.05,-19.02,-19.02,0.475,1.006,532,35.0,27.2,-7.78,4.45,13,24.5,6535332.0
ST_7_3|h1|t120|s20|k2|a0.95|o1|g1,ST_7_3,1,120,20,2,0.95,1,1,228,10,7.72,7.72,7.72,-10.7,-10.7,0.722,1.439,202,36.6,30.81,-8.03,6.2,16,9.3,5017383.0
ST_7_3|h1|t120|s20|k2|a1.00|o1|g0,ST_7_3,1,120,20,2,1.0,1,0,164,10,6.63,6.63,6.63,-7.11,-7.11,0.932,1.518,164,36.0,28.25,-8.63,4.636,12,7.6,4026738.0
ST_7_3|h1|t120|s20|k3|a0.90|o0|g1,ST_7_3,1,120,20,3,0.9,0,1,772,10,8.27,8.15,8.29,-22.98,-24.1,0.361,0.881,522,34.4,25.94,-7.76,3.839,17,24.1,5605094.0
ST_7_3|h1|t120|s20|k3|a0.95|o0|g0,ST_7_3,1,120,20,3,0.95,0,0,568,10,8.5,8.49,8.65,-23.88,-24.1,0.356,0.956,489,33.9,28.3,-7.96,4.258,14,22.5,5861572.0
ST_7_3|h1|t120|s20|k3|a0.95|o1|g1,ST_7_3,1,120,20,3,0.95,1,1,197,10,7.14,7.14,7.14,-7.82,-7.82,0.913,1.531,177,36.2,30.19,-8.53,5.468,15,8.2,4464350.0
ST_7_3|h1|t120|s20|k3|a1.00|o1|g0,ST_7_3,1,120,20,3,1.0,1,0,141,10,6.15,6.15,6.15,-6.45,-6.45,0.955,1.599,141,34.0,28.34,-9.0,3.709,11,6.5,3651192.0
ST_7_3|h1|t120|s20|k5|a0.90|o0|g1,ST_7_3,1,120,20,5,0.9,0,1,541,10,9.29,9.29,9.34,-19.52,-19.68,0.476,1.108,412,38.1,27.54,-8.01,5.539,11,19.0,6872736.0
ST_7_3|h1|t120|s20|k5|a0.95|o0|g0,ST_7_3,1,120,20,5,0.95,0,0,403,10,8.86,8.86,8.86,-19.88,-19.88,0.446,1.1,375,38.9,27.07,-8.34,5.448,11,17.3,6305050.0
ST_7_3|h1|t120|s20|k5|a0.95|o1|g1,ST_7_3,1,120,20,5,0.95,1,1,150,10,7.72,7.72,7.72,-7.25,-7.25,1.064,1.797,138,43.5,30.51,-8.85,8.262,7,6.4,5013378.0
ST_7_3|h1|t120|s20|k5|a1.00|o1|g0,ST_7_3,1,120,20,5,1.0,1,0,103,10,6.82,6.82,6.82,-6.35,-6.35,1.074,1.865,103,41.7,29.92,-9.23,7.114,6,4.7,4182997.0
ST_10_3|h0|t0|s15|k2|a0.90|o0|g1,ST_10_3,0,0,15,2,0.9,0,1,1020,10,10.9,10.84,11.09,-21.75,-21.77,0.505,1.047,567,41.1,26.05,-8.36,5.781,12,26.1,9433722.0
ST_10_3|h0|t0|s15|k2|a0.95|o0|g0,ST_10_3,0,0,15,2,0.95,0,0,759,10,10.4,10.4,10.4,-17.51,-17.51,0.594,0.995,553,39.1,27.94,-8.82,5.538,11,25.5,8551417.0
ST_10_3|h0|t0|s15|k2|a0.95|o1|g1,ST_10_3,0,0,15,2,0.95,1,1,279,10,8.61,8.61,8.61,-15.41,-15.41,0.559,1.257,236,39.0,33.18,-9.06,7.409,13,10.9,5995401.0
ST_10_3|h0|t0|s15|k2|a1.00|o1|g0,ST_10_3,0,0,15,2,1.0,1,0,204,10,7.46,7.46,7.46,-15.98,-15.98,0.467,1.271,202,38.6,31.87,-10.07,6.127,15,9.3,4761520.0
ST_10_3|h0|t0|s15|k3|a0.90|o0|g1,ST_10_3,0,0,15,3,0.9,0,1,889,10,10.14,10.05,10.2,-19.43,-19.66,0.519,0.991,520,41.3,26.35,-8.87,5.657,16,24.0,8125617.0
ST_10_3|h0|t0|s15|k3|a0.95|o0|g0,ST_10_3,0,0,15,3,0.95,0,0,664,10,11.35,11.35,11.42,-21.75,-21.75,0.522,1.092,504,41.3,29.26,-9.02,6.78,10,23.2,10296098.0
ST_10_3|h0|t0|s15|k3|a0.95|o1|g1,ST_10_3,0,0,15,3,0.95,1,1,238,10,7.89,7.89,7.89,-16.21,-16.21,0.487,1.252,210,39.5,31.62,-9.6,6.689,11,9.7,5189584.0
ST_10_3|h0|t0|s15|k3|a1.00|o1|g0,ST_10_3,0,0,15,3,1.0,1,0,176,10,6.81,6.81,6.81,-14.78,-14.78,0.461,1.26,176,39.2,29.63,-10.59,5.182,13,8.1,4175759.0
ST_10_3|h0|t0|s15|k5|a0.90|o0|g1,ST_10_3,0,0,15,5,0.9,0,1,628,10,9.38,9.3,9.38,-16.34,-16.34,0.574,1.027,433,40.0,28.57,-9.49,5.718,12,20.0,6985170.0
ST_10_3|h0|t0|s15|k5|a0.95|o0|g0,ST_10_3,0,0,15,5,0.95,0,0,477,10,9.4,9.4,9.4,-16.75,-16.75,0.561,1.049,413,41.2,28.27,-9.74,5.903,11,19.0,7013656.0
ST_10_3|h0|t0|s15|k5|a0.95|o1|g1,ST_10_3,0,0,15,5,0.95,1,1,179,10,7.73,7.73,7.73,-10.89,-10.89,0.71,1.475,162,43.2,31.62,-10.52,7.689,12,7.5,5028877.0
ST_10_3|h0|t0|s15|k5|a1.00|o1|g0,ST_10_3,0,0,15,5,1.0,1,0,129,10,7.22,7.22,7.22,-11.89,-11.89,0.607,1.569,129,41.9,33.27,-11.0,7.533,8,5.9,4537094.0
ST_10_3|h0|t0|s20|k2|a0.90|o0|g1,ST_10_3,0,0,20,2,0.9,0,1,881,10,9.35,9.25,9.56,-23.32,-23.67,0.402,1.015,518,38.5,25.94,-8.14,4.972,20,23.9,6950180.0
ST_10_3|h0|t0|s20|k2|a0.95|o0|g0,ST_10_3,0,0,20,2,0.95,0,0,652,10,10.11,10.11,10.11,-20.14,-20.14,0.502,1.041,506,37.9,30.53,-8.94,6.039,13,23.3,8073376.0
ST_10_3|h0|t0|s20|k2|a0.95|o1|g1,ST_10_3,0,0,20,2,0.95,1,1,228,10,8.87,8.87,8.87,-14.36,-14.36,0.618,1.385,199,39.7,37.52,-9.42,9.217,12,9.2,6315762.0
ST_10_3|h0|t0|s20|k2|a1.00|o1|g0,ST_10_3,0,0,20,2,1.0,1,0,164,10,7.52,7.52,7.52,-9.72,-9.72,0.773,1.458,164,39.0,34.54,-10.1,7.317,11,7.6,4817778.0
ST_10_3|h0|t0|s20|k3|a0.90|o0|g1,ST_10_3,0,0,20,3,0.9,0,1,772,10,8.91,8.87,8.97,-25.38,-25.38,0.351,0.959,485,37.7,27.39,-8.72,4.913,15,22.4,6363430.0
ST_10_3|h0|t0|s20|k3|a0.95|o0|g0,ST_10_3,0,0,20,3,0.95,0,0,568,10,10.52,10.52,10.65,-24.98,-24.98,0.421,1.087,458,38.4,32.7,-9.18,6.911,11,21.1,8759996.0
ST_10_3|h0|t0|s20|k3|a0.95|o1|g1,ST_10_3,0,0,20,3,0.95,1,1,197,10,8.27,8.27,8.27,-12.75,-12.75,0.649,1.455,175,40.0,36.84,-10.06,8.701,10,8.1,5600574.0
ST_10_3|h0|t0|s20|k3|a1.00|o1|g0,ST_10_3,0,0,20,3,1.0,1,0,141,10,7.16,7.16,7.16,-10.18,-10.18,0.703,1.522,141,39.7,34.11,-10.57,7.175,10,6.5,4480775.0
ST_10_3|h0|t0|s20|k5|a0.90|o0|g1,ST_10_3,0,0,20,5,0.9,0,1,541,10,9.86,9.85,9.86,-22.12,-22.12,0.446,1.115,389,40.9,29.93,-9.13,6.835,12,17.9,7687789.0
ST_10_3|h0|t0|s20|k5|a0.95|o0|g0,ST_10_3,0,0,20,5,0.95,0,0,403,10,9.82,9.82,9.82,-22.92,-22.92,0.428,1.19,353,41.9,30.69,-9.49,7.358,11,16.3,7624709.0
ST_10_3|h0|t0|s20|k5|a0.95|o1|g1,ST_10_3,0,0,20,5,0.95,1,1,150,10,8.46,8.46,8.46,-9.41,-9.41,0.899,1.693,138,46.4,35.52,-10.13,11.04,7,6.4,5823411.0
ST_10_3|h0|t0|s20|k5|a1.00|o1|g0,ST_10_3,0,0,20,5,1.0,1,0,103,10,7.52,7.52,7.52,-9.36,-9.36,0.803,1.781,103,45.6,35.35,-10.62,10.352,6,4.7,4816477.0
ST_10_3|h0|t120|s15|k2|a0.90|o0|g1,ST_10_3,0,120,15,2,0.9,0,1,1020,10,10.53,10.53,10.58,-20.09,-21.11,0.524,1.045,579,41.1,24.82,-8.3,5.314,10,26.7,8776070.0
ST_10_3|h0|t120|s15|k2|a0.95|o0|g0,ST_10_3,0,120,15,2,0.95,0,0,759,10,9.76,9.76,9.76,-18.47,-18.47,0.529,0.966,563,38.9,26.35,-8.86,4.833,10,26.0,7536456.0
ST_10_3|h0|t120|s15|k2|a0.95|o1|g1,ST_10_3,0,120,15,2,0.95,1,1,279,10,7.75,7.75,7.75,-15.55,-15.55,0.498,1.197,239,38.5,29.64,-9.27,5.705,13,11.0,5048916.0
ST_10_3|h0|t120|s15|k2|a1.00|o1|g0,ST_10_3,0,120,15,2,1.0,1,0,204,10,7.17,7.17,7.17,-15.65,-15.65,0.458,1.272,203,38.4,30.02,-10.0,5.377,15,9.4,4485957.0
ST_10_3|h0|t120|s15|k3|a0.90|o0|g1,ST_10_3,0,120,15,3,0.9,0,1,889,10,10.44,10.37,10.52,-21.01,-21.98,0.495,1.03,529,41.6,26.02,-8.79,5.72,18,24.4,8609710.0
ST_10_3|h0|t120|s15|k3|a0.95|o0|g0,ST_10_3,0,120,15,3,0.95,0,0,664,10,10.94,10.93,11.0,-21.28,-21.28,0.514,1.092,510,41.0,28.07,-8.98,6.2,10,23.5,9501392.0
