symbol,mode,ipo_short_window,series_hash,split_cut,hist_bars,left_rim_date,left_rim_level,trough_date,trough_close,depth_pct,base_len_bars,trough_pos,fit_r2,fit_curvature,vertex_frac,flat_frac,vol_ratio,obv_gain,obv_filter_pass,base_qualify_date,tv20_cr_at_q,shelf_start_date,shelf_high,shelf_low,shelf_range_pct,shelf_S,shelf_ok_s20,shelf_ok_s30,ath_before_breakout,dist_to_ath_pct,ath_ge_095,ath_new_high,trigger_date,trigger_close,vol_multiple,volx_ge_5,volx_ge_9,days_q_to_trigger,trigger_day_move_pct,tv20_cr_at_trigger,entry_date,entry_open,pattern_quality,info_fwd60_pct,info_fwd120_pct,info_fwd250_pct,info_st73_exit_date,info_st73_ret_pct,info_st73_bars_held,info_st73_still_open,info_mfe_250_pct,info_mae_250_pct
ABREL,L180,0,12998d025a92,1,927,2022-09-12,937.55,2023-02-24,606.4,35.32,180,0.682,0.746,2.264e-05,0.697,0.467,1.894,0.4616,1,2023-05-24,17.8,2023-06-06,878.3,783.05,10.84,20,1,1,1009.85,-8.05,0,0,2023-07-05,928.55,6.12,1,0,29,5.72,17.04,2023-07-06,928.0,0.4036,20.37,31.69,139.97,2023-10-23,14.42,75,0,160.78,-4.72
ABREL,VAR,0,12998d025a92,1,927,2022-09-12,937.55,2023-02-24,606.4,35.32,171,0.676,0.751,2.460e-05,0.695,0.491,2.074,0.4512,1,2023-05-22,20.99,2023-06-06,878.3,783.05,10.84,20,1,1,1009.85,-8.05,0,0,2023-07-05,928.55,6.12,1,0,31,5.72,17.04,2023-07-06,928.0,0.4422,20.37,31.69,139.97,2023-10-23,14.42,75,0,160.78,-4.72
ABSLAMC,L120,0,83fc23c016cb,0,930,2024-11-27,883.5,2025-03-13,591.2,33.08,120,0.639,0.878,5.627e-05,0.697,0.583,0.88,0.2335,0,2025-05-21,24.8,2025-06-12,817.3,735.25,10.04,20,1,1,883.5,-3.76,1,0,2025-07-10,850.3,4.84,0,0,36,4.05,18.09,2025-07-11,853.95,0.5948,-3.89,-2.38,29.33,2025-09-17,-4.39,47,0,39.94,-17.09
ABSLAMC,VAR,0,83fc23c016cb,0,930,2024-11-27,883.5,2025-03-13,591.2,33.08,119,0.636,0.882,5.811e-05,0.691,0.588,0.869,0.2335,0,2025-05-21,24.8,2025-06-12,817.3,735.25,10.04,20,1,1,883.5,-3.76,1,0,2025-07-10,850.3,4.84,0,0,36,4.05,18.09,2025-07-11,853.95,0.6028,-3.89,-2.38,29.33,2025-09-17,-4.39,47,0,39.94,-17.09
ACC,L120,0,b1f27164dea2,0,3036,2016-08-31,1709.8,2016-11-21,1272.25,25.59,120,0.479,0.771,4.288e-05,0.693,0.45,0.929,0.2454,0,2017-02-16,47.12,2017-03-23,1511.35,1396.45,7.6,20,1,1,1762.8,-8.84,0,0,2017-04-24,1607.0,6.83,1,0,43,7.46,46.41,2017-04-25,1610.05,0.4341,7.74,11.16,-4.02,2017-06-30,-2.61,47,0,16.14,-6.9
ACC,L180,0,b1f27164dea2,0,3036,2016-08-05,1721.05,2016-11-21,1272.25,26.08,180,0.458,0.704,1.768e-05,0.695,0.417,0.873,0.196,0,2017-04-11,37.76,2017-03-23,1511.35,1396.45,7.6,20,1,1,1762.8,-8.84,0,0,2017-04-24,1607.0,6.83,1,0,8,7.46,46.41,2017-04-25,1610.05,0.2972,7.74,11.16,-4.02,2017-06-30,-2.61,47,0,16.14,-6.9
ACC,L180,0,b1f27164dea2,0,4710,2022-12-14,2668.6,2023-03-28,1613.95,39.52,180,0.531,0.836,3.138e-05,0.7,0.667,1.056,0.3321,0,2023-08-01,94.45,2023-12-29,2467.65,2207.95,10.52,20,1,0,2747.7,-9.27,0,0,2024-01-29,2492.9,4.9,0,0,122,1.02,77.92,2024-01-30,2508.0,0.6899,1.0,4.44,-20.18,2024-03-13,-4.74,32,0,13.4,-26.69
ACC,L250,0,b1f27164dea2,0,4710,2022-12-14,2668.6,2023-03-28,1613.95,39.52,250,0.446,0.706,1.862e-05,0.611,0.516,0.93,0.2912,0,2023-10-19,45.25,2023-12-29,2467.65,2207.95,10.52,20,1,0,2747.7,-9.27,0,0,2024-01-29,2492.9,4.9,0,0,68,1.02,77.92,2024-01-30,2508.0,0.4457,1.0,4.44,-20.18,2024-03-13,-4.74,32,0,13.4,-26.69
ACC,VAR,0,b1f27164dea2,0,3036,2016-08-05,1721.05,2016-11-21,1272.25,26.08,149,0.466,0.733,2.644e-05,0.698,0.443,0.891,0.1523,0,2017-03-15,36.38,2017-03-23,1511.35,1396.45,7.6,20,1,1,1762.8,-8.84,0,0,2017-04-24,1607.0,6.83,1,0,26,7.46,46.41,2017-04-25,1610.05,0.3536,7.74,11.16,-4.02,2017-06-30,-2.61,47,0,16.14,-6.9
ACC,VAR,0,b1f27164dea2,0,4710,2022-12-14,2668.6,2023-03-28,1613.95,39.52,193,0.375,0.805,3.441e-05,0.558,0.663,1.042,0.3235,0,2023-09-22,106.96,2023-12-29,2467.65,2207.95,10.52,20,1,0,2747.7,-9.27,0,0,2024-01-29,2492.9,4.9,0,0,86,1.02,77.92,2024-01-30,2508.0,0.5556,1.0,4.44,-20.18,2024-03-13,-4.74,32,0,13.4,-26.69
ACCELYA,L120,0,603b8dcd6d46,0,4817,2023-10-12,1611.9,2023-12-13,1235.6,23.35,120,0.58,0.704,8.182e-05,0.42,0.425,1.718,0.5544,1,2024-02-23,7.78,2024-06-06,1679.1,1524.4,9.21,20,1,0,1936.1,-9.93,0,0,2024-07-05,1743.8,11.83,1,1,89,6.18,2.52,2024-07-08,1769.4,0.3466,0.29,-21.85,-23.75,2024-08-14,-10.46,27,0,5.33,-35.18
ACE,VAR,1,a2cc13ddd3af,0,246,2006-12-05,78.68,2007-03-07,34.15,56.6,157,0.391,0.719,7.819e-05,0.55,0.42,0.252,0.3095,0,2007-07-24,2.08,2007-08-27,69.32,62.48,9.87,20,1,0,78.68,-9.23,0,0,2007-09-24,71.42,3.95,0,0,43,5.85,1.42,2007-09-25,72.0,0.2279,55.46,0.07,-26.6,2008-01-21,36.01,82,0,84.22,-27.78
ACMESOLAR,L120,1,7f8628ee174f,0,158,2024-12-03,280.38,2025-01-28,173.53,38.11,119,0.432,0.719,5.195e-05,0.699,0.42,0.582,0.0826,0,2025-05-12,12.71,2025-06-09,253.53,243.19,4.08,20,1,0,280.38,-9.27,0,0,2025-07-07,254.39,6.25,1,0,40,2.02,13.16,2025-07-08,255.77,0.3343,12.62,-8.45,50.37,2025-09-26,4.28,57,0,55.86,-23.47
ACMESOLAR,L180,1,7f8628ee174f,0,158,2024-12-03,280.38,2025-01-28,173.53,38.11,119,0.432,0.719,5.195e-05,0.699,0.42,0.582,0.0826,0,2025-05-12,12.71,2025-06-09,253.53,243.19,4.08,20,1,0,280.38,-9.27,0,0,2025-07-07,254.39,6.25,1,0,40,2.02,13.16,2025-07-08,255.77,0.3343,12.62,-8.45,50.37,2025-09-26,4.28,57,0,55.86,-23.47
ACMESOLAR,L180,0,7f8628ee174f,0,377,2025-09-12,318.52,2026-01-23,198.78,37.59,180,0.609,0.71,4.027e-05,0.541,0.417,0.985,0.4051,0,2026-05-12,38.71,2026-04-29,305.6,275.6,9.82,20,1,1,318.52,-2.64,1,0,2026-05-29,310.1,3.81,0,0,12,1.47,36.49,2026-06-01,314.0,0.3476,30.3,27.96,27.96,,27.96,74,1,37.1,-5.76
ACMESOLAR,L250,1,7f8628ee174f,0,158,2024-12-03,280.38,2025-01-28,173.53,38.11,119,0.432,0.719,5.195e-05,0.699,0.42,0.582,0.0826,0,2025-05-12,12.71,2025-06-09,253.53,243.19,4.08,20,1,0,280.38,-9.27,0,0,2025-07-07,254.39,6.25,1,0,40,2.02,13.16,2025-07-08,255.77,0.3343,12.62,-8.45,50.37,2025-09-26,4.28,57,0,55.86,-23.47
ACMESOLAR,VAR,1,7f8628ee174f,0,158,2024-12-03,280.38,2025-01-28,173.53,38.11,96,0.411,0.808,8.396e-05,0.699,0.51,1.224,0.1098,1,2025-04-24,18.43,2025-06-09,253.53,243.19,4.08,20,1,0,280.38,-9.27,0,0,2025-07-07,254.39,6.25,1,0,51,2.02,13.16,2025-07-08,255.77,0.5112,12.62,-8.45,50.37,2025-09-26,4.28,57,0,55.86,-23.47
ACMESOLAR,VAR,0,7f8628ee174f,0,377,2025-09-12,318.52,2026-01-23,198.78,37.59,130,0.698,0.831,4.617e-05,0.682,0.577,0.717,0.4464,0,2026-03-23,13.79,2026-04-29,305.6,275.6,9.82,20,1,1,318.52,-2.64,1,0,2026-05-29,310.1,3.81,0,0,43,1.47,36.49,2026-06-01,314.0,0.546,30.3,27.96,27.96,,27.96,74,1,37.1,-5.76
ADANIENSOL,L120,0,277958e9e086,0,1340,2020-01-17,340.75,2020-03-12,163.85,51.91,120,0.395,0.779,1.144e-04,0.688,0.567,2.0,0.5672,1,2020-06-30,42.48,2020-12-08,441.2,395.75,10.3,20,1,0,441.2,2.96,1,1,2021-01-06,454.25,3.23,0,0,133,3.72,21.43,2021-01-07,457.0,0.5425,143.03,109.23,298.18,2021-01-18,-11.14,8,0,347.48,-13.1
ADANIENSOL,VAR,0,277958e9e086,0,1340,2020-01-02,356.65,2020-03-12,163.85,54.06,122,0.405,0.779,1.081e-04,0.698,0.557,1.996,0.5672,1,2020-06-30,42.48,2020-12-08,441.2,395.75,10.3,20,1,0,441.2,2.96,1,1,2021-01-06,454.25,3.23,0,0,133,3.72,21.43,2021-01-07,457.0,0.5318,143.03,109.23,298.18,2021-01-18,-11.14,8,0,347.48,-13.1
ADANIENT,L120,0,d0a7c0690915,1,801,2018-03-05,194.8,2018-07-02,101.8,47.74,120,0.697,0.778,1.557e-04,0.477,0.467,2.377,0.5565,1,2018-08-23,286.6,2018-07-27,206.8,184.3,10.88,20,1,0,212.8,4.65,1,1,2018-08-28,222.7,2.7,0,0,3,8.42,263.95,2018-08-29,224.6,0.4089,-28.76,-43.01,-39.18,2018-09-06,-29.34,7,0,2.14,-51.2
ADANIENT,L120,0,d0a7c0690915,1,1336,2020-02-20,250.8,2020-03-23,117.2,53.27,120,0.395,0.706,1.082e-04,0.679,0.658,0.912,0.403,0,2020-07-09,59.65,2020-10-01,320.0,297.6,7.0,20,1,0,320.0,2.91,1,1,2020-10-30,329.3,3.43,0,0,80,3.26,130.84,2020-11-02,328.8,0.3884,51.22,249.45,338.14,2021-06-17,303.28,155,0,406.33,-1.79
ADANIENT,L180,0,d0a7c0690915,1,1336,2020-02-20,250.8,2020-03-23,117.2,53.27,180,0.318,0.712,8.999e-05,0.492,0.483,1.094,0.3735,0,2020-09-17,200.4,2020-10-01,320.0,297.6,7.0,20,1,0,320.0,2.91,1,1,2020-10-30,329.3,3.43,0,0,30,3.26,130.84,2020-11-02,328.8,0.2366,51.22,249.45,338.14,2021-06-17,303.28,155,0,406.33,-1.79
ADANIGREEN,VAR,0,7e78d02464c6,0,836,2021-05-24,1360.95,2021-08-02,876.15,35.62,90,0.551,0.816,1.604e-04,0.558,0.411,2.696,0.3211,1,2021-09-29,139.61,2021-10-07,1208.35,1147.15,5.06,20,1,1,1360.95,-9.92,0,0,2021-11-08,1226.0,6.22,1,0,26,2.13,32.11,2021-11-09,1215.0,0.5855,57.72,119.86,79.09,2022-05-13,78.73,127,0,151.03,-0.98
ADANIPORTS,L180,0,c9fc5f0743d3,0,4398,2024-09-03,1479.55,2025-03-03,1053.05,28.83,180,0.698,0.799,3.049e-05,0.588,0.406,1.006,0.3041,0,2025-05-26,401.07,2025-08-22,1427.8,1312.8,8.05,20,1,1,1590.15,-9.18,0,0,2025-09-22,1444.2,3.71,0,0,83,1.15,206.69,2025-09-23,1453.0,0.2839,2.94,-6.02,21.56,2025-12-29,0.1,66,0,30.15,-11.08
ADANIPORTS,L250,0,c9fc5f0743d3,0,2299,2015-08-31,355.45,2016-05-19,171.55,51.74,250,0.699,0.806,2.229e-05,0.633,0.476,1.4,0.2367,1,2016-09-06,130.67,2017-03-01,325.75,293.85,9.79,20,1,1,368.55,-7.94,0,0,2017-03-30,339.3,3.43,0,0,139,5.7,108.37,2017-03-31,342.0,0.3233,6.58,17.31,9.93,2017-04-12,-4.21,8,0,32.27,-7.13
ADANIPORTS,VAR,0,c9fc5f0743d3,0,2299,2015-08-31,355.45,2016-05-19,171.55,51.74,250,0.699,0.806,2.229e-05,0.633,0.476,1.4,0.2367,1,2016-09-06,130.67,2017-03-01,325.75,293.85,9.79,20,1,1,368.55,-7.94,0,0,2017-03-30,339.3,3.43,0,0,139,5.7,108.37,2017-03-31,342.0,0.3233,6.58,17.31,9.93,2017-04-12,-4.21,8,0,32.27,-7.13
ADANIPORTS,VAR,0,c9fc5f0743d3,0,3645,2022-04-26,909.5,2022-06-20,663.15,27.09,90,0.427,0.797,1.118e-04,0.467,0.489,0.6,0.234,0,2022-09-02,530.8,2022-08-10,885.05,788.35,10.93,20,1,0,909.5,-0.29,1,0,2022-09-09,906.85,2.78,0,0,5,2.46,559.29,2022-09-12,914.7,0.4514,-3.06,-31.9,-6.12,2022-09-26,-5.61,11,0,8.0,-56.81
ADANIPORTS,VAR,0,c9fc5f0743d3,0,4398,2024-08-01,1590.15,2025-03-03,1053.05,33.78,211,0.7,0.784,2.432e-05,0.591,0.436,1.026,0.3135,0,2025-06-06,327.65,2025-08-22,1427.8,1312.8,8.05,20,1,1,1590.15,-9.18,0,0,2025-09-22,1444.2,3.71,0,0,74,1.15,206.69,2025-09-23,1453.0,0.3223,2.94,-6.02,21.56,2025-12-29,0.1,66,0,30.15,-11.08
ADANIPOWER,L120,0,20990b692e0c,0,3523,2022-11-16,69.05,2023-02-27,27.85,59.67,120,0.605,0.721,1.125e-04,0.697,0.442,4.03,0.2646,1,2023-05-11,144.2,2023-10-30,80.2,71.6,10.72,20,1,0,86.5,3.18,1,1,2023-11-28,89.25,5.38,1,0,137,12.33,505.14,2023-11-29,91.35,0.3246,23.1,55.72,21.46,2024-03-19,13.46,78,0,96.11,-8.7
ADANIPOWER,L120,0,20990b692e0c,0,4140,2025-10-24,167.72,2026-02-01,132.85,20.79,120,0.563,0.701,6.019e-05,0.459,0.425,1.753,0.5713,1,2026-04-21,835.51,2026-04-27,233.38,209.63,10.18,20,1,0,233.38,4.78,1,1,2026-05-26,244.53,2.08,0,0,24,4.78,977.33,2026-05-27,247.6,0.3461,-17.87,-15.45,-15.45,2026-06-10,-10.91,10,0,2.67,-20.03
ADOR,L180,0,1257dd324c75,0,4571,2022-09-21,1011.7,2022-12-23,776.1,23.29,180,0.458,0.738,2.995e-05,0.439,0.439,1.174,0.3407,0,2023-05-18,4.2,2023-06-09,1212.5,1090.0,10.1,20,1,1,1233.65,1.42,1,1,2023-07-10,1251.15,3.27,0,0,36,4.13,3.4,2023-07-11,1251.0,0.3778,-11.28,20.9,13.61,2023-08-03,-13.96,18,0,41.49,-18.31
AEGISLOG,L250,0,5f0bdccc140a,0,4431,2021-07-09,374.6,2022-02-28,168.8,54.94,250,0.699,0.857,1.934e-05,0.682,0.692,1.015,0.3551,0,2022-06-20,11.44,2022-11-15,339.1,314.85,7.15,20,1,0,380.75,-4.82,1,0,2022-12-13,362.4,3.8,0,0,120,6.87,17.92,2022-12-14,362.5,0.4563,5.42,-5.26,2.01,2023-05-15,0.51,102,0,13.24,-22.76
AEGISLOG,VAR,0,5f0bdccc140a,0,4431,2021-07-09,374.6,2022-02-28,168.8,54.94,231,0.691,0.786,1.867e-05,0.669,0.732,0.975,0.3705,0,2022-06-14,10.98,2022-11-15,339.1,314.85,7.15,20,1,0,380.75,-4.82,1,0,2022-12-13,362.4,3.8,0,0,124,6.87,17.92,2022-12-14,362.5,0.3813,5.42,-5.26,2.01,2023-05-15,0.51,102,0,13.24,-22.76
AEROPLANE,L120,1,34b3c5315dc4,0,107,2026-04-02,180.0,2026-06-11,117.45,34.75,90,0.517,0.813,1.547e-04,0.327,0.589,1.289,0.4623,1,2026-08-12,10.92,2026-08-10,194.29,171.41,11.78,20,1,0,201.39,-1.67,1,0,2026-09-07,198.03,2.8,0,0,18,1.92,6.88,2026-09-08,197.0,0.7095,5.19,5.19,5.19,,5.19,3,1,6.31,-1.85
AEROPLANE,L180,1,34b3c5315dc4,0,107,2026-04-02,180.0,2026-06-11,117.45,34.75,90,0.517,0.813,1.547e-04,0.327,0.589,1.289,0.4623,1,2026-08-12,10.92,2026-08-10,194.29,171.41,11.78,20,1,0,201.39,-1.67,1,0,2026-09-07,198.03,2.8,0,0,18,1.92,6.88,2026-09-08,197.0,0.7095,5.19,5.19,5.19,,5.19,3,1,6.31,-1.85
AEROPLANE,L250,1,34b3c5315dc4,0,107,2026-04-02,180.0,2026-06-11,117.45,34.75,90,0.517,0.813,1.547e-04,0.327,0.589,1.289,0.4623,1,2026-08-12,10.92,2026-08-10,194.29,171.41,11.78,20,1,0,201.39,-1.67,1,0,2026-09-07,198.03,2.8,0,0,18,1.92,6.88,2026-09-08,197.0,0.7095,5.19,5.19,5.19,,5.19,3,1,6.31,-1.85
AETHER,L250,0,f87aa934ff78,0,563,2023-08-01,1093.25,2023-11-30,779.75,28.68,250,0.386,0.824,9.486e-06,0.695,0.54,1.131,0.2666,0,2024-07-12,6.49,2024-08-12,974.5,874.2,10.29,20,1,1,1165.95,-9.14,0,0,2024-09-10,1059.35,31.04,1,1,40,8.71,6.07,2024-09-11,1035.1,0.5081,-16.63,-13.44,-28.9,2024-10-21,-16.67,28,0,1.47,-29.96
AETHER,L250,0,f87aa934ff78,0,969,2025-03-11,932.95,2025-09-17,730.8,21.67,250,0.582,0.709,1.486e-05,0.425,0.512,1.405,0.4236,1,2026-02-17,20.14,2026-04-01,1190.2,1084.8,8.86,20,1,0,1224.65,2.23,1,1,2026-05-04,1252.0,4.71,0,0,48,6.84,31.36,2026-05-05,1256.0,0.3815,18.69,33.36,33.36,2026-05-22,-16.3,14,0,36.7,-18.5
AETHER,VAR,0,f87aa934ff78,0,563,2023-08-01,1093.25,2023-11-30,779.75,28.68,230,0.358,0.789,1.002e-05,0.697,0.587,1.266,0.2794,1,2024-07-04,6.62,2024-08-12,974.5,874.2,10.29,20,1,1,1165.95,-9.14,0,0,2024-09-10,1059.35,31.04,1,1,46,8.71,6.07,2024-09-11,1035.1,0.4807,-16.63,-13.44,-28.9,2024-10-21,-16.67,28,0,1.47,-29.96
AFFLE,L120,0,0d1caa01b0d6,0,1229,2024-01-01,1320.1,2024-03-19,1013.6,23.22,120,0.513,0.727,4.848e-05,0.575,0.417,1.093,0.3941,0,2024-06-14,31.84,2024-06-26,1425.75,1333.95,6.44,20,1,0,1486.45,-3.54,1,0,2024-07-25,1433.85,2.18,0,0,27,2.2,53.61,2024-07-26,1433.8,0.3819,4.45,11.76,25.65,2024-10-22,2.86,61,0,45.07,-13.1
AFFLE,L120,0,0d1caa01b0d6,0,1463,2024-12-16,1852.45,2025-02-28,1400.25,24.41,120,0.529,0.715,5.060e-05,0.573,0.4,0.693,0.2604,0,2025-05-27,25.81,2025-06-05,1998.3,1789.0,10.47,20,1,0,1998.3,2.33,1,1,2025-07-03,2044.8,2.63,0,0,27,3.86,64.16,2025-07-04,2040.0,0.3118,-4.1,-12.65,-28.14,2025-07-25,-11.69,16,0,7.15,-38.66
AFFLE,VAR,0,0d1caa01b0d6,0,1229,2024-01-01,1320.1,2024-03-19,1013.6,23.22,95,0.585,0.871,5.713e-05,0.685,0.505,1.004,0.3875,0,2024-05-18,17.22,2024-06-26,1425.75,1333.95,6.44,20,1,0,1486.45,-3.54,1,0,2024-07-25,1433.85,2.18,0,0,46,2.2,53.61,2024-07-26,1433.8,0.5503,4.45,11.76,25.65,2024-10-22,2.86,61,0,45.07,-13.1
AFFLE,VAR,0,0d1caa01b0d6,0,1427,2024-12-16,1852.45,2025-02-28,1400.25,24.41,90,0.596,0.718,7.250e-05,0.625,0.489,0.784,0.2652,0,2025-04-28,32.87,2025-04-11,1620.3,1501.55,7.33,20,1,0,1852.45,-9.34,0,0,2025-05-14,1679.5,2.79,0,0,11,5.58,25.86,2025-05-15,1694.4,0.3242,15.1,8.17,-14.06,2025-07-25,6.33,52,0,29.01,-26.15
AGARIND,L120,0,f0024cdefd38,0,2496,2024-02-01,1131.16,2024-03-13,786.48,30.47,120,0.353,0.7,9.782e-05,0.477,0.4,1.053,0.2882,0,2024-07-09,9.63,2024-06-18,1235.63,1144.73,7.36,20,1,0,1235.63,1.21,1,1,2024-07-16,1250.54,2.42,0,0,5,3.22,7.98,2024-07-18,1257.3,0.2214,-10.38,2.51,-26.28,2024-10-03,-11.54,54,0,9.37,-33.64
AGARIND,VAR,0,f0024cdefd38,0,2144,2022-04-28,708.23,2022-06-20,414.31,41.5,90,0.404,0.833,2.327e-04,0.484,0.411,0.677,0.2544,0,2022-09-06,5.4,2023-01-06,635.93,570.98,10.21,20,1,1,744.75,-9.9,0,0,2023-02-06,670.99,3.99,0,0,105,5.51,2.19,2023-02-07,674.36,0.4501,-7.72,20.87,52.98,2023-02-28,-11.21,16,0,70.25,-21.89
AGARIND,VAR,0,f0024cdefd38,0,2496,2024-02-01,1131.16,2024-03-13,786.48,30.47,90,0.315,0.772,1.365e-04,0.542,0.533,1.256,0.3602,1,2024-06-14,6.28,2024-06-18,1235.63,1144.73,7.36,20,1,0,1235.63,1.21,1,1,2024-07-16,1250.54,2.42,0,0,21,3.22,7.98,2024-07-18,1257.3,0.4052,-10.38,2.51,-26.28,2024-10-03,-11.54,54,0,9.37,-33.64
AGI,L120,0,53220914a444,1,870,2022-04-19,357.35,2022-06-20,185.15,48.19,120,0.513,0.711,1.488e-04,0.519,0.408,0.999,0.5138,0,2022-09-13,6.86,2023-01-18,346.7,305.7,11.83,20,1,1,395.1,-7.9,0,0,2023-02-16,363.9,5.05,1,0,108,9.56,5.88,2023-02-17,365.0,0.3938,64.3,85.93,119.63,2023-03-27,-11.71,26,0,198.36,-16.44
AGI,VAR,0,53220914a444,1,870,2022-04-19,357.35,2022-06-20,185.15,48.19,90,0.483,0.896,2.685e-04,0.528,0.544,0.944,0.5126,0,2022-08-25,5.98,2023-01-18,346.7,305.7,11.83,20,1,1,395.1,-7.9,0,0,2023-02-16,363.9,5.05,1,0,120,9.56,5.88,2023-02-17,365.0,0.7241,64.3,85.93,119.63,2023-03-27,-11.71,26,0,198.36,-16.44
