symbol,trigger_date,trigger_close,ath_before,dist_to_ath_pct,vol_multiple,entry_date,entry_open
DECCANCE,2021-06-23,606.45,647.6,-6.35,3.93,2021-06-24,610.4
DECCANCE,2025-03-07,880.4,898.55,-2.02,3.78,2025-03-10,910.0
DECCANCE,2025-07-16,1075.0,923.65,16.39,15.18,2025-07-17,1023.4
DEEDEV,2026-08-05,665.9,738.75,-9.86,5.03,2026-08-06,650.0
DEEPAKFERT,2005-05-10,67.75,67.95,-0.29,3.61,2005-05-11,67.95
DEEPAKFERT,2005-08-25,78.7,84.45,-6.81,3.0,2005-08-26,80.0
DEEPAKFERT,2006-01-02,100.1,102.3,-2.15,5.95,2006-01-03,101.15
DEEPAKFERT,2007-09-04,114.05,112.2,1.65,4.78,2007-09-05,114.65
DEEPAKFERT,2007-12-14,171.5,165.7,3.5,4.97,2007-12-17,170.0
DEEPAKFERT,2010-08-27,161.55,171.5,-5.8,3.8,2010-08-30,163.0
DEEPAKFERT,2011-01-06,179.2,199.0,-9.95,8.9,2011-01-07,177.0
DEEPAKFERT,2014-07-17,182.0,199.0,-8.54,6.84,2014-07-18,182.8
DEEPAKFERT,2016-09-08,240.05,225.3,6.55,3.42,2016-09-09,240.0
DEEPAKFERT,2017-01-19,266.7,281.15,-5.14,4.71,2017-01-20,266.0
DEEPAKFERT,2017-04-20,284.1,281.15,1.05,5.5,2017-04-21,287.9
DEEPAKFERT,2017-07-20,299.45,299.5,-0.02,6.5,2017-07-21,302.4
DEEPAKFERT,2017-10-24,458.95,447.25,2.62,3.76,2017-10-25,463.1
DEEPAKFERT,2021-06-14,448.1,481.55,-6.95,8.04,2021-06-15,449.0
DEEPAKFERT,2021-10-18,440.7,486.25,-9.37,5.13,2021-10-19,450.0
DEEPAKFERT,2022-01-12,486.45,486.25,0.04,7.59,2022-01-13,489.2
DEEPAKFERT,2022-08-02,783.55,746.25,5.0,4.55,2022-08-03,800.0
DEEPAKFERT,2024-10-01,1110.4,1092.25,1.66,3.81,2024-10-03,1098.85
DEEPAKFERT,2025-01-29,1296.55,1423.85,-8.94,10.8,2025-01-30,1285.0
DEEPAKFERT,2025-05-28,1444.7,1423.85,1.46,5.0,2025-05-29,1456.0
DEEPAKFERT,2025-09-24,1580.3,1743.5,-9.36,4.99,2025-09-25,1582.0
DEEPAKFERT,2026-07-16,1591.3,1743.5,-8.73,5.65,2026-07-17,1609.0
DEEPAKNTR,2017-07-06,179.4,176.95,1.38,7.59,2017-07-07,179.8
DEEPAKNTR,2017-10-05,207.35,196.05,5.76,5.42,2017-10-06,209.0
DEEPAKNTR,2018-01-08,275.3,242.8,13.39,11.49,2018-01-09,280.0
DEEPAKNTR,2018-04-24,270.95,291.45,-7.03,8.2,2018-04-25,272.95
DEEPAKNTR,2018-08-07,266.15,291.45,-8.68,4.54,2018-08-08,265.0
DEEPAKNTR,2019-04-05,280.7,298.75,-6.04,3.01,2019-04-08,281.8
DEEPAKNTR,2019-11-05,359.8,349.35,2.99,5.86,2019-11-06,363.5
DEEPAKNTR,2020-02-03,409.4,402.05,1.83,3.2,2020-02-04,420.0
DEEPAKNTR,2020-07-06,516.05,552.8,-6.65,3.38,2020-07-07,519.85
DEEPAKNTR,2020-11-27,865.1,857.3,0.91,4.02,2020-12-01,872.7
DEEPAKNTR,2021-03-01,1563.75,1395.9,12.02,3.55,2021-03-02,1585.0
DEEPAKNTR,2021-06-08,1825.65,1904.1,-4.12,3.94,2021-06-09,1841.8
DEEPAKNTR,2021-10-05,2670.55,2591.95,3.03,5.15,2021-10-06,2696.95
DEEPAKNTR,2024-07-02,2686.7,2925.9,-8.18,6.47,2024-07-03,2719.95
DEEPAKNTR,2024-09-27,2896.5,3102.6,-6.64,3.77,2024-09-30,2899.0
DEEPINDS,2022-04-08,122.14,116.7,4.66,6.79,2022-04-11,123.94
DEEPINDS,2022-10-03,137.2,135.71,1.1,5.72,2022-10-04,139.6
DEEPINDS,2023-07-07,192.79,180.35,6.9,11.31,2023-07-10,194.85
DEEPINDS,2023-10-04,282.88,279.13,1.34,4.05,2023-10-05,283.27
DEEPINDS,2024-03-22,286.38,289.14,-0.95,12.38,2024-03-26,287.37
DEEPINDS,2024-07-08,301.38,315.39,-4.44,7.96,2024-07-09,308.33
DEEPINDS,2024-10-10,485.77,474.03,2.48,3.08,2024-10-11,489.3
DEEPINDS,2025-01-31,559.37,610.2,-8.33,3.46,2025-02-01,576.88
DEEPINDS,2026-07-31,596.9,610.2,-2.18,10.71,2026-08-03,613.0
DELHIVERY,2022-07-07,595.3,570.45,4.36,8.71,2022-07-08,604.0
DELTACORP,2010-10-25,87.1,92.34,-5.67,3.31,2010-10-26,89.35
DELTACORP,2014-01-06,124.1,134.5,-7.73,4.04,2014-01-07,124.55
DELTACORP,2016-08-09,126.7,134.5,-5.8,10.92,2016-08-10,127.0
DELTACORP,2017-03-07,171.15,185.75,-7.86,5.92,2017-03-08,170.5
DELTACORP,2017-09-21,206.15,214.0,-3.67,3.14,2017-09-22,203.5
DELTACORP,2017-12-19,304.45,280.8,8.42,7.84,2017-12-20,309.5
DEN,2013-01-21,226.4,239.9,-5.63,12.36,2013-01-22,228.35
DENORA,2018-02-14,548.55,518.9,5.71,19.42,2018-02-15,558.0
DENORA,2023-05-05,1097.85,1148.5,-4.41,4.89,2023-05-08,1152.0
DENTA,2025-04-21,325.79,354.23,-8.03,6.05,2025-04-22,326.59
DENTA,2025-07-18,342.12,354.23,-3.42,75.05,2025-07-21,342.47
DEVIT,2024-11-22,64.1,67.31,-4.77,6.46,2024-11-25,65.55
DEVYANI,2021-10-19,119.4,126.9,-5.91,9.79,2021-10-20,121.7
DEVYANI,2022-07-29,178.95,191.1,-6.36,8.36,2022-08-01,179.0
DEVYANI,2023-06-13,192.85,212.0,-9.03,4.39,2023-06-14,192.85
DEVYANI,2023-09-07,224.5,215.55,4.15,9.47,2023-09-08,226.0
DEVYANI,2024-09-20,209.88,224.7,-6.6,8.74,2024-09-23,209.88
DHAMPURSUG,2005-02-04,161.25,157.65,2.28,4.28,2005-02-07,163.25
DHAMPURSUG,2005-08-04,152.55,165.35,-7.74,4.43,2005-08-05,153.4
DHAMPURSUG,2005-12-13,184.75,189.4,-2.46,16.94,2005-12-14,184.0
DHAMPURSUG,2006-03-29,250.65,247.5,1.27,4.4,2006-03-30,253.1
DHAMPURSUG,2017-04-21,243.7,266.8,-8.66,6.46,2017-04-24,243.3
DHAMPURSUG,2017-07-25,241.5,266.8,-9.48,3.84,2017-07-26,242.95
DHAMPURSUG,2017-10-25,316.3,305.75,3.45,4.03,2017-10-26,318.7
DHAMPURSUG,2021-05-10,331.3,317.35,4.4,3.79,2021-05-11,329.9
DHAMPURSUG,2022-01-13,352.4,389.5,-9.53,5.96,2022-01-14,356.0
DHANBANK,2009-09-10,117.67,110.98,6.03,6.37,2009-09-11,119.54
DHANBANK,2010-06-03,132.32,141.61,-6.56,8.19,2010-06-04,133.09
DHANBANK,2010-09-13,152.77,156.42,-2.33,3.22,2010-09-14,153.38
DHANUKA,2020-07-20,796.78,855.55,-6.87,5.5,2020-07-21,801.31
DHANUKA,2020-12-28,786.36,857.32,-8.28,15.21,2020-12-29,792.82
DHANUKA,2021-05-03,782.4,857.32,-8.74,16.75,2021-05-04,798.08
DHANUKA,2023-11-21,901.95,978.22,-7.8,5.14,2023-11-22,912.72
DHANUKA,2024-04-18,1259.49,1265.27,-0.46,3.67,2024-04-19,1265.76
DHANUKA,2024-07-23,1667.12,1781.84,-6.44,9.89,2024-07-24,1678.26
DHANUKA,2025-05-22,1676.91,1844.67,-9.09,3.59,2025-05-23,1688.1
DHARMAJ,2023-10-16,240.85,266.3,-9.56,3.29,2023-10-17,242.0
DHARMAJ,2024-06-20,271.12,281.7,-3.76,3.6,2024-06-21,272.24
DHARMAJ,2024-10-11,346.15,374.95,-7.68,3.5,2024-10-14,350.9
DHRUV,2024-02-28,110.71,100.65,10.0,4.01,2024-02-29,116.24
DIACABS,2026-05-08,172.85,184.46,-6.29,6.22,2026-05-11,172.5
DIACABS-BE,2026-05-08,172.85,184.45,-6.29,6.22,2026-05-11,172.5
DIAMONDYD,2024-01-18,1359.47,1405.77,-3.29,8.64,2024-01-19,1392.87
DIAMONDYD,2025-04-16,1267.96,1405.77,-9.8,6.0,2025-04-17,1279.16
DIFFNKG,2026-08-06,443.9,487.35,-8.92,12.3,2026-08-07,453.9
DIGISPICE,2010-04-20,54.7,52.95,3.31,4.04,2010-04-21,55.55
DIGISPICE,2010-08-30,85.95,83.35,3.12,3.86,2010-08-31,85.5
DIGITIDE,2025-07-16,249.44,237.72,4.93,7.27,2025-07-17,252.4
DISHTV,2007-05-28,134.15,125.2,7.15,4.32,2007-05-29,135.7
DIVGIITTS,2023-05-02,706.71,666.23,6.08,4.67,2023-05-03,703.89
DIVGIITTS,2023-08-11,883.48,948.67,-6.87,6.75,2023-08-14,893.11
DIVGIITTS,2023-11-21,1121.15,1114.15,0.63,3.91,2023-11-22,1121.35
DIVGIITTS,2026-07-03,1021.5,1121.15,-8.89,6.59,2026-07-06,1022.0
DIVISLAB,2005-07-26,65.19,67.03,-2.75,3.44,2005-07-27,66.0
DIVISLAB,2006-01-27,84.86,82.83,2.45,4.64,2006-01-30,84.75
DIVISLAB,2006-08-09,91.26,99.02,-7.84,5.34,2006-08-10,91.55
DIVISLAB,2006-11-14,149.64,143.55,4.24,3.71,2006-11-15,150.75
DIVISLAB,2007-05-22,199.13,196.81,1.18,3.97,2007-05-23,200.25
DIVISLAB,2007-10-01,334.15,351.9,-5.04,4.99,2007-10-03,338.75
DIVISLAB,2012-05-14,440.93,473.38,-6.85,4.45,2012-05-15,442.0
DIVISLAB,2012-08-23,592.05,588.35,0.63,3.26,2012-08-24,594.02
DIVISLAB,2012-11-29,590.35,603.25,-2.14,4.03,2012-11-30,590.12
DIVISLAB,2013-11-11,550.65,603.25,-8.72,8.97,2013-11-12,559.5
DIVISLAB,2014-11-07,875.8,937.75,-6.61,3.65,2014-11-10,876.0
DIVISLAB,2015-02-25,872.88,937.75,-6.92,3.39,2015-02-26,874.25
DIVISLAB,2015-08-10,1031.38,998.4,3.3,5.25,2015-08-11,1040.97
DIVISLAB,2016-08-16,1261.9,1219.95,3.44,4.55,2016-08-17,1261.0
DIVISLAB,2018-08-20,1246.7,1347.85,-7.5,4.26,2018-08-21,1258.0
DIVISLAB,2019-02-04,1609.45,1562.25,3.02,5.94,2019-02-05,1615.8
DIVISLAB,2019-11-15,1747.7,1765.65,-1.02,7.25,2019-11-18,1750.5
DIVISLAB,2020-07-23,2397.45,2480.05,-3.33,3.07,2020-07-24,2390.0
DIVISLAB,2020-11-09,3423.75,3344.4,2.37,5.9,2020-11-10,3423.6
DIVISLAB,2021-04-30,4062.35,3910.85,3.87,3.41,2021-05-03,4061.8
DIVISLAB,2021-10-04,5220.7,5212.1,0.17,7.85,2021-10-05,5250.5
DIVISLAB,2024-09-10,5426.45,5372.15,1.01,3.83,2024-09-11,5405.0
DIVISLAB,2024-12-30,6045.0,6256.5,-3.38,4.3,2024-12-31,6029.4
DIVISLAB,2025-04-24,6215.5,6256.5,-0.66,4.2,2025-04-25,6240.0
DIVISLAB,2025-10-10,6474.5,6983.5,-7.29,4.4,2025-10-13,6465.5
DIVISLAB,2026-02-11,6386.5,6983.5,-8.55,3.51,2026-02-12,6448.0
DIVISLAB,2026-07-14,7200.0,6983.5,3.1,3.18,2026-07-15,7260.0
DIXON,2017-11-16,552.7,580.75,-4.83,13.02,2017-11-17,554.8
DIXON,2020-01-07,847.0,878.85,-3.62,4.66,2020-01-08,839.8
DIXON,2020-04-30,914.3,952.7,-4.03,3.62,2020-05-04,900.0
DIXON,2020-09-08,1920.95,1784.0,7.68,4.42,2020-09-09,1917.0
DIXON,2021-03-18,4240.3,4177.45,1.5,3.17,2021-03-19,4233.8
DIXON,2021-06-18,4427.15,4324.25,2.38,3.21,2021-06-21,4425.1
DIXON,2021-09-23,4396.3,4646.3,-5.38,4.02,2021-09-24,4434.0
DIXON,2023-09-27,5285.35,5753.45,-8.14,4.04,2023-09-28,5325.0
DIXON,2024-02-01,6124.4,6566.75,-6.74,4.26,2024-02-02,6189.95
DIXON,2024-05-16,8259.85,8580.15,-3.73,5.85,2024-05-17,8310.0
DIXON,2024-09-16,13990.3,13393.45,4.46,3.54,2024-09-17,13999.0
DLF,2007-09-19,713.15,672.4,6.06,4.26,2007-09-20,710.05
DLINKINDIA,2015-07-16,230.1,232.2,-0.9,4.07,2015-07-17,235.5
DLINKINDIA,2022-10-24,228.2,232.2,-1.72,10.35,2022-10-25,231.7
DLINKINDIA,2023-05-02,268.6,290.6,-7.57,4.33,2023-05-03,268.75
DLINKINDIA,2023-08-01,304.2,307.7,-1.14,3.17,2023-08-02,306.05
DLINKINDIA,2023-12-06,315.05,337.35,-6.61,8.43,2023-12-07,316.3
DLINKINDIA,2024-04-23,307.8,337.35,-8.76,9.93,2024-04-24,311.6
DLINKINDIA,2024-09-03,628.4,616.4,1.95,11.35,2024-09-04,625.8
DMART,2017-07-06,880.3,846.05,4.05,5.04,2017-07-07,882.8
DMART,2017-10-10,1184.65,1116.75,6.08,4.89,2017-10-11,1201.0
DMART,2018-01-05,1243.4,1268.65,-1.99,3.16,2018-01-08,1250.0
DMART,2018-05-10,1456.45,1506.8,-3.34,3.09,2018-05-11,1458.0
DMART,2018-08-29,1603.1,1669.7,-3.99,3.01,2018-08-30,1602.0
DMART,2018-12-21,1648.1,1669.7,-1.29,7.44,2018-12-24,1612.25
DMART,2019-09-20,1761.2,1669.7,5.48,4.33,2019-09-23,1784.75
DMART,2020-01-09,1880.55,1994.65,-5.72,3.42,2020-01-10,1886.0
DMART,2020-05-28,2308.45,2544.15,-9.26,3.16,2020-05-29,2330.0
DMART,2020-08-26,2410.1,2544.15,-5.27,3.39,2020-08-27,2440.0
DMART,2020-12-08,2652.1,2544.15,4.24,4.68,2020-12-09,2652.0
DMART,2021-03-05,3286.1,3190.25,3.0,3.48,2021-03-08,3309.0
DMART,2021-08-26,3847.8,3789.7,1.53,3.02,2021-08-27,3887.0
DMART,2024-06-05,4862.25,5323.75,-8.67,5.08,2024-06-06,4861.95
DMART,2024-09-05,5308.15,5323.75,-0.29,4.14,2024-09-06,5293.0
DODLA,2021-09-17,633.88,621.04,2.07,23.62,2021-09-20,629.3
DODLA,2023-06-28,587.52,633.88,-7.31,4.21,2023-06-30,589.66
DODLA,2023-11-15,809.79,835.19,-3.04,14.07,2023-11-16,810.53
DODLA,2024-04-23,993.86,1029.12,-3.43,15.6,2024-04-24,996.65
DODLA,2024-07-22,1240.38,1208.4,2.65,14.41,2024-07-23,1245.06
DODLA,2024-11-08,1204.04,1313.39,-8.33,6.17,2024-11-11,1203.14
DODLA,2025-05-29,1264.6,1313.39,-3.71,4.58,2025-05-30,1280.68
DODLA,2025-08-26,1392.1,1462.6,-4.82,3.63,2025-08-28,1380.0
DOLATALGO,2021-06-02,73.23,80.07,-8.54,3.59,2021-06-03,75.36
DOLATALGO,2024-04-26,110.73,121.71,-9.02,7.64,2024-04-29,115.61
DOLATALGO,2024-08-01,143.98,154.19,-6.62,3.13,2024-08-02,139.53
DOLLAR,2017-06-06,388.61,377.5,2.94,5.51,2017-06-07,398.48
DOLLAR,2021-10-14,441.21,472.5,-6.62,4.32,2021-10-18,447.28
DOLLAR,2022-01-11,533.44,520.31,2.52,11.7,2022-01-12,538.2
DOLLAR,2024-05-02,575.6,639.08,-9.93,4.94,2024-05-03,575.6
DOMS,2024-02-09,1556.7,1521.3,2.33,3.01,2024-02-12,1572.85
DOMS,2024-05-27,1849.7,1839.75,0.54,8.93,2024-05-28,1859.2
DOMS,2024-08-23,2612.1,2494.0,4.74,5.3,2024-08-26,2615.75
DOMS,2024-11-21,2840.6,2924.4,-2.87,3.3,2024-11-22,2843.45
DOMS,2025-03-10,2766.6,3069.0,-9.85,6.11,2025-03-11,2729.8
DPABHUSHAN,2024-04-26,1133.45,1122.1,1.01,9.92,2024-04-29,1143.9
DPABHUSHAN,2024-09-03,1353.7,1391.8,-2.74,17.67,2024-09-04,1340.0
DPABHUSHAN,2025-02-03,1718.15,1854.9,-7.37,3.16,2025-02-04,1738.15
DPABHUSHAN,2025-07-21,1673.5,1854.9,-9.78,6.54,2025-07-22,1679.9
DPWIRES,2023-06-05,406.46,412.65,-1.5,5.59,2023-06-06,408.73
DPWIRES,2023-09-27,595.53,597.59,-0.34,13.09,2023-09-28,606.16
DPWIRES-BE,2023-06-05,407.25,414.3,-1.7,5.59,2023-06-06,409.5
DPWIRES-BE,2023-09-27,595.55,598.7,-0.53,13.09,2023-09-28,606.15
DREAMFOLKS,2022-10-27,429.85,462.4,-7.04,3.05,2022-10-28,432.95
DREAMFOLKS,2023-02-20,427.4,462.4,-7.57,7.2,2023-02-21,426.0
DREAMFOLKS,2023-05-23,538.55,509.85,5.63,10.37,2023-05-24,544.8
DREDGECORP,2007-11-13,1120.3,1058.05,5.88,3.12,2007-11-14,1174.4
DRREDDY,2005-07-26,80.3,86.6,-7.27,4.77,2005-07-27,81.0
DRREDDY,2005-12-14,94.7,96.5,-1.87,4.21,2005-12-15,94.8
DRREDDY,2006-05-02,168.15,150.9,11.43,4.89,2006-05-03,170.0
DRREDDY,2009-09-10,164.2,168.4,-2.49,4.8,2009-09-11,164.4
DRREDDY,2010-01-06,241.55,244.45,-1.19,3.3,2010-01-07,238.0
DRREDDY,2010-06-10,299.45,293.35,2.08,3.21,2010-06-11,300.45
DRREDDY,2012-02-03,334.15,368.45,-9.31,5.59,2012-02-06,338.0
DRREDDY,2012-11-29,361.7,368.45,-1.83,3.33,2012-11-30,360.6
DRREDDY,2013-04-25,398.5,389.05,2.43,4.58,2013-04-26,398.0
DRREDDY,2014-02-28,579.1,566.65,2.2,3.76,2014-03-03,575.6
DRREDDY,2014-08-28,589.6,584.55,0.86,4.02,2014-09-01,590.2
DRREDDY,2015-01-29,672.65,725.7,-7.31,4.31,2015-01-30,674.0
DRREDDY,2015-05-12,693.8,759.5,-8.65,4.66,2015-05-13,699.4
DRREDDY,2015-10-23,837.7,869.5,-3.66,4.54,2015-10-26,850.2
DRREDDY,2020-07-29,860.45,869.5,-1.04,6.81,2020-07-30,878.8
DRREDDY,2021-04-12,999.4,1083.35,-7.75,4.26,2021-04-13,1028.95
DRREDDY,2023-06-28,1021.55,1115.15,-8.39,3.49,2023-06-30,1023.2
DRREDDY,2024-01-24,1180.4,1190.65,-0.86,3.58,2024-01-25,1180.4
DRREDDY,2024-04-25,1243.75,1289.9,-3.58,3.15,2024-04-26,1245.0
DRREDDY,2024-12-19,1325.6,1412.5,-6.15,3.84,2024-12-20,1326.0
DRREDDY,2025-12-03,1280.7,1412.5,-9.33,4.65,2025-12-04,1280.6
DRREDDY,2026-04-23,1331.0,1412.5,-5.77,7.86,2026-04-24,1293.0
DSSL,2023-01-27,533.45,510.35,4.53,8.14,2023-01-30,549.0
DSSL,2023-07-18,565.9,541.1,4.58,4.63,2023-07-19,570.0
DSSL,2023-10-27,727.1,764.3,-4.87,6.82,2023-10-30,748.0
DSSL,2024-02-13,766.3,800.0,-4.21,4.74,2024-02-14,750.05
DSSL,2024-05-22,1333.4,1440.95,-7.46,3.99,2024-05-23,1433.95
DSSL,2024-08-19,1575.0,1440.95,9.3,15.06,2024-08-20,1614.35
DSSL,2024-12-02,1443.85,1593.55,-9.39,18.38,2024-12-03,1446.5
DSSL,2026-05-19,1547.8,1597.1,-3.09,6.76,2026-05-20,1556.1
DVL,2021-06-03,209.05,208.81,0.11,6.08,2021-06-04,212.0
DVL,2023-11-15,335.95,337.6,-0.49,4.53,2023-11-16,336.8
DVL,2024-09-11,501.65,537.1,-6.6,14.03,2024-09-12,504.7
DWARKESH,2005-02-04,18.57,17.08,8.72,3.42,2005-02-07,18.7
DWARKESH,2005-08-03,19.13,18.69,2.35,3.31,2005-08-04,19.98
DWARKESH,2005-12-23,22.76,22.7,0.26,7.05,2005-12-26,22.21
DWARKESH,2016-06-14,26.34,28.8,-8.54,4.9,2016-06-15,26.4
DWARKESH,2017-01-02,34.82,36.08,-3.49,10.53,2017-01-03,35.1
DWARKESH,2017-04-12,46.36,45.95,0.89,4.7,2017-04-13,46.54
DWARKESH,2017-07-20,43.75,48.52,-9.83,3.63,2017-07-21,44.1
DWARKESH,2021-06-28,79.15,78.8,0.44,4.01,2021-06-29,80.0
DWARKESH,2021-10-04,76.7,80.8,-5.07,10.81,2021-10-05,76.8
DWARKESH,2022-01-04,87.45,80.8,8.23,31.1,2022-01-05,88.8
DWARKESH,2022-04-06,138.8,131.2,5.79,3.4,2022-04-07,142.55
DYCL,2023-06-09,128.71,123.75,4.01,13.69,2023-06-12,130.53
DYCL,2024-05-14,291.58,298.95,-2.47,46.41,2024-05-15,298.4
DYCL,2024-08-26,295.04,321.54,-8.24,3.02,2024-08-27,297.29
DYCL,2024-12-16,526.04,489.46,7.47,8.6,2024-12-17,523.74
DYCL,2025-08-20,480.0,529.84,-9.41,27.27,2025-08-21,515.15
DYCL,2026-08-28,487.6,529.84,-7.97,6.39,2026-08-31,493.0
DYNAMATECH,2015-03-30,3986.15,3843.6,3.71,3.31,2015-03-31,4000.0
DYNAMATECH,2023-06-15,3622.15,3986.15,-9.13,3.45,2023-06-16,3648.0
DYNAMATECH,2023-09-18,4126.35,4330.3,-4.71,13.38,2023-09-20,4150.0
DYNAMATECH,2023-12-19,4493.85,4670.6,-3.78,3.6,2023-12-20,4521.05
DYNAMATECH,2024-03-27,7374.25,7552.2,-2.36,3.82,2024-03-28,7315.0
DYNAMATECH,2024-09-27,8088.4,8937.7,-9.5,20.76,2024-09-30,8136.85
DYNAMATECH,2025-11-04,8470.0,8937.7,-5.23,6.57,2025-11-06,8538.0
DYNAMATECH,2026-02-09,9374.0,9852.0,-4.85,4.85,2026-02-10,9410.0
DYNPRO,2020-08-04,205.38,221.9,-7.44,3.28,2020-08-05,206.92
DYNPRO,2021-01-07,276.84,272.46,1.61,4.9,2021-01-08,278.93
DYNPRO,2021-04-22,478.84,524.02,-8.62,4.78,2021-04-23,475.65
DYNPRO,2021-07-30,566.12,567.02,-0.16,9.46,2021-08-02,570.65
DYNPRO,2021-12-23,654.36,724.67,-9.7,4.37,2021-12-24,653.11
E2E-BE,2023-07-21,26.4,25.3,4.35,18.13,2023-07-24,25.7
E2E-BE,2024-06-04,143.9,137.0,5.04,7.89,2024-06-05,151.0
E2E-BE,2024-09-26,337.9,334.9,0.9,3.12,2024-09-27,335.1
E2E-BE,2026-07-24,516.7,539.1,-4.16,5.1,2026-07-27,534.0
EASEMYTRIP,2021-05-18,7.15,6.59,8.5,6.49,2021-05-19,7.37
EASEMYTRIP,2021-09-08,15.87,15.65,1.41,3.28,2021-09-09,15.87
EASEMYTRIP,2022-03-17,19.65,20.61,-4.66,5.18,2022-03-21,19.96
EASEMYTRIP,2022-08-04,25.85,28.71,-9.96,5.45,2022-08-05,26.25
EASEMYTRIP,2022-11-21,28.58,28.71,-0.45,10.58,2022-11-22,29.7
EBGNG,2026-02-23,374.35,390.75,-4.2,3.01,2026-02-24,361.5
EBGNG,2026-06-11,418.55,453.25,-7.66,5.02,2026-06-12,432.0
EBGNG,2026-09-08,665.15,674.85,-1.44,3.84,2026-09-09,672.2
ECLERX,2011-06-03,207.5,206.4,0.53,49.96,2011-06-06,207.5
ECLERX,2013-10-25,245.0,261.9,-6.45,15.28,2013-10-28,245.3
ECLERX,2014-02-26,335.1,334.8,0.09,3.37,2014-02-28,335.4
ECLERX,2014-07-31,322.9,335.1,-3.64,7.89,2014-08-01,324.5
ECLERX,2014-11-13,322.6,352.0,-8.35,4.82,2014-11-14,322.5
ECLERX,2015-03-02,347.5,352.0,-1.28,4.19,2015-03-03,350.6
ECLERX,2015-08-12,424.9,423.2,0.4,4.82,2015-08-13,424.9
ECLERX,2015-12-11,448.8,472.0,-4.92,3.18,2015-12-14,449.6
ECLERX,2016-06-09,507.7,494.6,2.65,18.01,2016-06-10,502.0
ECLERX,2016-10-04,498.5,542.9,-8.18,18.25,2016-10-05,500.2
ECLERX,2017-12-26,510.8,557.0,-8.29,30.13,2017-12-27,516.6
ECLERX,2021-06-11,537.7,557.0,-3.46,6.08,2021-06-14,576.7
ECLERX,2021-09-14,746.0,776.6,-3.94,5.44,2021-09-15,758.3
ECLERX,2022-01-03,929.1,870.7,6.71,13.71,2022-01-04,935.0
ECLERX,2023-06-19,890.0,970.8,-8.32,7.01,2023-06-20,891.0
ECLERX,2023-09-15,925.5,970.8,-4.67,13.62,2023-09-18,927.2
ECLERX,2024-01-12,1354.5,1338.4,1.2,8.25,2024-01-15,1378.0
ECLERX,2024-08-19,1349.4,1399.0,-3.55,6.4,2024-08-20,1361.5
ECLERX,2025-05-30,1771.0,1917.4,-7.64,4.7,2025-06-02,1763.0
ECLERX,2025-08-25,2119.4,2057.2,3.02,12.88,2025-08-26,2124.4
ECLERX,2025-12-03,2455.7,2397.4,2.43,3.79,2025-12-04,2452.5
EDELWEISS,2017-05-04,112.8,122.45,-7.88,3.51,2017-05-05,113.05
EDELWEISS,2017-08-02,145.15,142.45,1.9,6.1,2017-08-03,145.8
EDELWEISS,2018-01-17,185.2,203.5,-8.99,4.44,2018-01-18,188.6
EDELWEISS,2018-05-03,200.1,203.5,-1.67,3.66,2018-05-04,200.15
EFCIL,2025-09-22,323.9,344.85,-6.08,6.74,2025-09-23,327.5
EICHERMOT,2014-09-03,1110.2,1035.9,7.17,4.17,2014-09-04,1117.0
EICHERMOT,2015-01-27,1608.9,1549.05,3.86,3.92,2015-01-28,1616.7
EICHERMOT,2015-05-11,1687.15,1694.75,-0.45,4.4,2015-05-12,1695.0
EICHERMOT,2016-07-28,2110.0,2134.85,-1.16,5.12,2016-07-29,2159.9
EICHERMOT,2017-05-08,2691.95,2642.25,1.88,3.96,2017-05-09,2698.5
EICHERMOT,2017-08-01,3150.5,3008.1,4.73,3.77,2017-08-02,3175.0
EICHERMOT,2018-05-31,3078.05,3286.2,-6.33,3.01,2018-06-01,3065.0
EICHERMOT,2022-08-11,3176.45,3286.2,-3.34,3.36,2022-08-12,3178.0
EICHERMOT,2023-05-12,3626.35,3850.45,-5.82,7.32,2023-05-15,3630.0
EICHERMOT,2023-09-26,3472.15,3850.45,-9.82,4.71,2023-09-27,3490.0
EICHERMOT,2024-03-20,3873.6,4180.35,-7.34,5.31,2024-03-21,3881.35
EICHERMOT,2024-09-20,4963.15,5012.5,-0.98,3.61,2024-09-23,4990.0
EICHERMOT,2025-01-02,5308.1,5062.6,4.85,8.28,2025-01-03,5325.0
EICHERMOT,2025-05-15,5466.0,5810.5,-5.93,4.01,2025-05-16,5504.0
EICHERMOT,2025-08-18,5912.0,5810.5,1.75,3.87,2025-08-19,5918.0
EICHERMOT,2026-02-11,7771.0,7582.5,2.49,5.77,2026-02-12,7779.5
EICHERMOT,2026-05-25,7414.0,8190.0,-9.47,3.14,2026-05-26,7415.0
EIDPARRY,2005-07-15,75.28,72.92,3.24,3.8,2005-07-18,76.5
EIDPARRY,2006-01-17,115.03,114.88,0.13,3.43,2006-01-18,116.5
EIDPARRY,2006-05-15,162.12,158.97,1.98,3.99,2006-05-16,167.85
EIDPARRY,2009-08-10,166.45,163.85,1.59,5.41,2009-08-11,163.0
EIDPARRY,2010-01-15,200.47,198.18,1.16,4.02,2010-01-18,196.05
EIDPARRY,2010-10-15,230.65,229.12,0.67,6.46,2010-10-18,232.47
EIDPARRY,2011-07-28,273.1,281.65,-3.04,3.92,2011-07-29,273.6
EIDPARRY,2016-07-29,259.7,281.65,-7.79,3.5,2016-08-01,260.8
EIDPARRY,2016-11-08,261.7,281.65,-7.08,3.61,2016-11-09,235.0
