,OA v3 (gated),TN incumbent,NIFTYBEES,OA v2,IPO (honest)
2016-01-01,1.0,1.0,1.0,1.0,1.0
2016-01-04,0.9997888526447738,1.0002011833867093,0.9819876,0.9875784385303678,0.9663341742460176
2016-01-05,0.9989487637003568,1.0004024072481736,0.98136646,0.9948093529951018,0.9714052492432902
2016-01-06,1.000477800587137,1.000603671592536,0.9751553,0.9931821863251094,0.956291991209209
2016-01-07,0.9840896279893634,1.0008049764279408,0.9552795,0.9675780071624678,0.9548904190171155
2016-01-08,0.9928477427547642,1.0010063217625338,0.9571429,0.9807146269518664,0.9680563233400072
2016-01-11,0.997220955768692,1.0012077076044634,0.95217395,0.9802167198197997,0.9669832702703519
2016-01-12,0.9891341620794102,1.0014091339618787,0.9465838,0.9723453560751273,0.9741999263014444
2016-01-13,0.9712904603774924,1.0016106008429306,0.95155275,0.9462117241686925,0.9609885347154461
2016-01-14,0.959261811844329,1.0018121082557723,0.9465838,0.9259122697463792,0.9401836582707989
2016-01-15,0.9412480296351377,1.0020136562085575,0.9378882,0.8946980336666506,0.9270041048201291
2016-01-18,0.932040929833446,1.0022152447094426,0.926087,0.8694412964043284,0.927195391381441
2016-01-19,0.9321048115969278,1.0024168737665848,0.9341614,0.8772765661002346,0.9273867174145829
2016-01-20,0.9304448858522896,1.0026185433881438,0.91925466,0.8691796879126606,0.9275780829277003
2016-01-21,0.9302973077274556,1.00282025358228,0.9167702,0.8730226770398419,0.9277694879289392
2016-01-22,0.9351570097484072,1.003022004357156,0.93540376,0.8836371884907523,0.9279609324264483
2016-01-25,0.9366167267959497,1.003223795720937,0.936646,0.8884185495239694,0.9281524164283773
2016-01-27,0.934893856887098,1.0034256276817872,0.9347826,0.8888637828206414,0.9283439399428783
2016-01-28,0.9325357947272668,1.0036275002478752,0.9322982,0.8890708834297211,0.9285355029781045
2016-01-29,0.9315958202074645,1.0038294134273698,0.9465838,0.8916184483432538,0.9287271055422109
