,nav
2005-07-05,1023985.875
2005-07-06,1041425.75
2005-07-07,1006257.0
2005-07-08,1028283.75
2005-07-11,1032845.1875
2005-07-12,1039493.375
2005-07-13,1036205.6875
2005-07-14,1029297.25
2005-07-15,1051647.75
2005-07-18,1065535.875
2005-07-19,1077679.0
2005-07-20,1084053.25
2005-07-21,1067870.25
2005-07-22,1081055.375
2005-07-25,1081476.75
2005-07-26,1075199.75
2005-07-27,1081825.375
2005-07-29,1070070.875
2005-08-01,1075540.625
2005-08-02,1106091.75
2005-08-03,1103998.0
2005-08-04,1101644.0
2005-08-05,1113885.0
2005-08-08,1095049.0
2005-08-09,1085424.375
2005-08-10,1119712.375
2005-08-11,1122634.75
2005-08-12,1119740.5
2005-08-16,1125710.75
2005-08-17,1131975.125
2005-08-18,1116057.125
2005-08-19,1128848.25
2005-08-22,1116785.125
2005-08-23,1092596.875
2005-08-24,1083710.5
2005-08-25,1090195.75
2005-08-26,1112167.25
2005-08-29,1111000.25
2005-08-30,1116313.625
2005-08-31,1122983.75
2005-09-01,1122169.25
2005-09-02,1131403.625
2005-09-05,1131098.0
2005-09-06,1135750.75
2005-09-08,1144798.0
2005-09-09,1137694.75
2005-09-12,1149990.625
2005-09-13,1157757.5
2005-09-14,1147277.875
2005-09-15,1165710.875
2005-09-16,1164815.5
2005-09-19,1167399.125
2005-09-20,1154806.75
2005-09-21,1129252.0
2005-09-22,1069768.5
2005-09-23,1071696.0
2005-09-26,1105186.375
2005-09-27,1111698.5
2005-09-28,1115201.25
2005-09-29,1111351.375
2005-09-30,1117511.0
2005-10-03,1135222.625
2005-10-04,1146960.25
2005-10-05,1142055.5
2005-10-06,1122562.0
2005-10-07,1120177.0
2005-10-10,1108201.125
2005-10-11,1109530.0
2005-10-13,1096910.375
2005-10-14,1076352.25
2005-10-17,1070203.25
2005-10-18,1066595.75
2005-10-19,1051128.0
2005-10-20,1046287.875
2005-10-21,1058132.5
2005-10-24,1039098.375
2005-10-25,1040059.8125
2005-10-26,1038564.375
2005-10-27,1026916.0625
2005-10-28,1023657.4375
2005-10-31,1029989.125
2005-11-01,1032882.625
2005-11-02,1033048.5
2005-11-07,1041705.25
2005-11-08,1045684.1875
2005-11-09,1045732.0625
2005-11-10,1048523.625
2005-11-11,1060449.25
2005-11-14,1063112.125
2005-11-16,1069384.75
2005-11-17,1074675.5
2005-11-18,1065759.375
2005-11-21,1066454.5
2005-11-22,1064575.25
2005-11-23,1072718.5
2005-11-24,1079510.75
2005-11-25,1088079.0
2005-11-26,1088498.625
2005-11-28,1099029.25
2005-11-29,1098696.0
2005-11-30,1082646.25
2005-12-01,1102741.375
2005-12-02,1100210.75
2005-12-05,1091812.0
2005-12-06,1089050.0
2005-12-07,1094509.75
2005-12-08,1120394.125
2005-12-09,1120223.625
2005-12-12,1125152.25
2005-12-13,1127100.375
2005-12-14,1130217.125
2005-12-15,1112529.625
2005-12-16,1125101.625
2005-12-19,1137345.75
2005-12-20,1131010.25
2005-12-21,1131593.75
2005-12-22,1134010.625
2005-12-23,1124523.75
2005-12-26,1094736.25
2005-12-27,1118244.875
2005-12-28,1123588.375
2005-12-29,1128674.25
2005-12-30,1141387.375
2006-01-02,1144734.75
2006-01-03,1161310.375
2006-01-04,1175787.5
2006-01-05,1168262.0
2006-01-06,1167207.75
2006-01-09,1169371.25
2006-01-10,1156687.5
2006-01-12,1160833.75
2006-01-13,1167291.75
2006-01-16,1157462.0
2006-01-17,1156223.125
2006-01-18,1144630.375
2006-01-19,1163804.25
2006-01-20,1167314.375
2006-01-23,1154018.375
2006-01-24,1155537.375
2006-01-25,1149791.25
2006-01-27,1175919.25
2006-01-30,1170999.0
2006-01-31,1179914.125
2006-02-01,1175168.0
2006-02-02,1189918.75
2006-02-03,1184408.0
2006-02-06,1202626.75
2006-02-07,1213933.125
2006-02-08,1230399.5
2006-02-10,1239276.375
2006-02-13,1263125.25
2006-02-14,1256788.75
2006-02-15,1269771.375
2006-02-16,1284835.5
2006-02-17,1257430.75
2006-02-20,1273979.0
2006-02-21,1277753.125
2006-02-22,1283234.625
2006-02-23,1282086.625
2006-02-24,1273250.875
2006-02-27,1273052.375
2006-02-28,1274104.5
2006-03-01,1303935.625
2006-03-02,1310554.5
2006-03-03,1313434.75
2006-03-06,1353548.5
2006-03-07,1361494.875
2006-03-08,1324481.5
2006-03-09,1336431.625
2006-03-10,1355557.5
2006-03-13,1352276.625
2006-03-14,1344618.125
2006-03-16,1363579.125
2006-03-17,1374967.625
2006-03-20,1387001.5
2006-03-21,1370676.75
2006-03-22,1368280.75
2006-03-23,1385997.5
2006-03-24,1411533.0
2006-03-27,1422374.75
2006-03-28,1421127.5
2006-03-29,1429362.625
2006-03-30,1424071.875
2006-03-31,1442445.75
2006-04-03,1491040.375
2006-04-04,1499799.25
2006-04-05,1538757.875
2006-04-07,1519008.5
2006-04-10,1534302.375
2006-04-12,1491995.875
2006-04-13,1450011.5
2006-04-17,1497234.25
2006-04-18,1525831.375
2006-04-19,1546994.5
2006-04-20,1567137.5
2006-04-21,1563630.375
2006-04-24,1559221.25
2006-04-25,1524935.875
2006-04-26,1560396.875
2006-04-27,1549449.75
2006-04-28,1554664.75
2006-04-29,1556526.25
2006-05-02,1606802.75
2006-05-03,1612081.0
2006-05-04,1620454.25
2006-05-05,1633408.5
2006-05-08,1653721.625
2006-05-09,1681624.375
2006-05-10,1702589.25
2006-05-11,1666938.875
2006-05-12,1637989.5
2006-05-15,1570497.375
2006-05-16,1571757.625
2006-05-17,1630697.625
2006-05-18,1502874.25
2006-05-19,1463542.5
2006-05-22,1432211.625
2006-05-23,1428766.375
2006-05-24,1418976.75
2006-05-25,1415024.0
2006-05-26,1420182.25
2006-05-29,1420823.875
2006-05-30,1421480.5
2006-05-31,1410656.5
2006-06-01,1407438.375
2006-06-02,1405640.0
2006-06-05,1401487.375
2006-06-06,1396131.625
2006-06-07,1383519.125
2006-06-08,1379187.625
2006-06-09,1379465.125
2006-06-12,1379742.75
2006-06-13,1380020.375
2006-06-14,1380298.125
2006-06-15,1380575.875
2006-06-16,1380853.625
2006-06-19,1381131.5
2006-06-20,1381409.375
2006-06-21,1381687.375
2006-06-22,1381965.375
2006-06-23,1382243.5
2006-06-25,1382521.625
2006-06-26,1382799.875
2006-06-27,1383078.125
2006-06-28,1383356.375
2006-06-29,1383634.75
2006-06-30,1383913.125
2006-07-03,1384191.625
2006-07-04,1384470.125
2006-07-05,1384748.75
2006-07-06,1385027.375
2006-07-07,1385306.125
2006-07-10,1385584.875
2006-07-11,1385863.75
2006-07-12,1386142.625
2006-07-13,1382929.625
2006-07-14,1381552.0
2006-07-17,1379664.875
2006-07-18,1381127.25
2006-07-19,1380152.625
2006-07-20,1382551.375
2006-07-21,1380553.875
2006-07-24,1381270.0
2006-07-25,1381504.25
2006-07-26,1383528.0
2006-07-27,1384382.5
2006-07-28,1383254.25
2006-07-31,1384768.5
2006-08-01,1385149.25
2006-08-02,1385838.125
2006-08-03,1386412.375
2006-08-04,1387054.0
2006-08-07,1386968.75
2006-08-08,1387756.625
2006-08-09,1388900.0
2006-08-10,1389486.5
2006-08-11,1391408.125
2006-08-14,1392326.375
2006-08-16,1392431.125
2006-08-17,1387520.375
2006-08-18,1388506.875
2006-08-21,1391434.25
2006-08-22,1388634.125
2006-08-23,1385488.75
2006-08-24,1386356.5
2006-08-25,1387006.25
2006-08-28,1385428.625
2006-08-29,1386749.5
2006-08-30,1386277.375
2006-08-31,1372994.5
2006-09-01,1379908.875
2006-09-04,1387495.875
2006-09-05,1390571.5
2006-09-06,1388569.25
2006-09-07,1380088.75
2006-09-08,1376309.5
2006-09-11,1352463.375
2006-09-12,1366775.5
2006-09-13,1383896.75
2006-09-14,1383926.75
2006-09-15,1389067.25
2006-09-18,1387152.375
2006-09-19,1366886.0
2006-09-20,1378135.625
2006-09-21,1374058.25
2006-09-22,1377611.75
2006-09-25,1370887.875
2006-09-26,1385601.75
2006-09-27,1385555.5
2006-09-28,1383506.75
2006-09-29,1400702.5
2006-10-03,1392478.125
2006-10-04,1378127.625
2006-10-05,1398427.375
2006-10-06,1399163.0
2006-10-09,1405785.75
2006-10-10,1403777.125
2006-10-11,1396314.25
2006-10-12,1421271.0
2006-10-13,1427986.25
2006-10-16,1437067.25
2006-10-17,1437212.375
2006-10-18,1441414.875
2006-10-19,1429343.625
2006-10-20,1429831.25
2006-10-21,1359420.25
2006-10-23,1431502.875
2006-10-26,1452514.875
2006-10-27,1475595.5
2006-10-30,1480308.5
2006-10-31,1488367.5
2006-11-01,1500572.25
2006-11-02,1507047.375
2006-11-03,1508476.75
2006-11-06,1512023.625
2006-11-07,1508324.0
2006-11-08,1499919.25
2006-11-09,1502836.25
2006-11-10,1520397.0
2006-11-13,1540002.0
2006-11-14,1542716.75
2006-11-15,1554151.5
2006-11-16,1554581.25
2006-11-17,1544557.25
2006-11-20,1544551.0
2006-11-21,1574429.0
2006-11-22,1586775.75
2006-11-23,1588418.75
2006-11-24,1594867.25
2006-11-27,1585557.75
2006-11-28,1574828.5
2006-11-29,1589176.5
2006-11-30,1599233.875
2006-12-01,1638481.25
2006-12-04,1638999.75
2006-12-05,1635062.75
2006-12-06,1615833.75
2006-12-07,1614414.125
2006-12-08,1623970.125
2006-12-11,1566698.75
2006-12-12,1498980.875
2006-12-13,1512375.125
2006-12-14,1532148.25
2006-12-15,1547881.5
2006-12-18,1548845.5
2006-12-19,1533494.375
2006-12-20,1528718.625
2006-12-21,1526043.75
2006-12-22,1534934.25
2006-12-26,1547309.5
2006-12-27,1554604.625
2006-12-28,1569074.875
2006-12-29,1573363.25
2007-01-02,1594932.5
2007-01-03,1611753.75
2007-01-04,1606707.125
2007-01-05,1609673.625
2007-01-08,1623635.0
2007-01-09,1631932.875
2007-01-10,1630647.75
2007-01-11,1669752.0
2007-01-12,1723994.375
2007-01-15,1745580.75
2007-01-16,1753294.125
2007-01-17,1753641.375
2007-01-18,1741925.375
2007-01-19,1730491.625
2007-01-22,1751954.875
2007-01-23,1752967.0
2007-01-24,1761195.625
2007-01-25,1795165.375
2007-01-29,1801896.375
2007-01-31,1792333.75
2007-02-01,1815837.875
2007-02-02,1833943.25
2007-02-05,1875449.25
2007-02-06,1881692.875
2007-02-07,1878959.5
2007-02-08,1888276.375
2007-02-09,1853806.5
2007-02-12,1801604.25
2007-02-13,1809037.125
2007-02-14,1826856.125
2007-02-15,1879768.0
2007-02-19,1892351.125
2007-02-20,1876521.75
2007-02-21,1892328.625
2007-02-22,1880226.0
2007-02-23,1835615.25
2007-02-26,1828474.0
2007-02-27,1823125.875
2007-02-28,1774730.0
2007-03-01,1793556.25
2007-03-02,1792328.0
2007-03-05,1718225.75
2007-03-06,1741250.75
2007-03-07,1727450.75
2007-03-08,1771782.125
2007-03-09,1764275.75
2007-03-12,1776875.5
2007-03-13,1810706.25
2007-03-14,1784743.25
2007-03-15,1789470.375
2007-03-16,1784944.75
2007-03-19,1791799.625
2007-03-20,1791891.125
2007-03-21,1793638.75
2007-03-22,1808843.875
2007-03-23,1810616.75
2007-03-26,1808295.75
2007-03-28,1798381.25
2007-03-29,1811653.25
2007-03-30,1838046.75
2007-04-02,1709099.0
2007-04-03,1723377.375
2007-04-04,1749708.625
2007-04-05,1759573.375
2007-04-09,1784705.0
2007-04-10,1828100.125
2007-04-11,1822359.75
2007-04-12,1823478.0
2007-04-13,1837183.0
2007-04-16,1855613.125
2007-04-17,1840728.5
2007-04-18,1853411.75
2007-04-19,1851862.25
2007-04-20,1862046.5
2007-04-23,1864565.625
2007-04-24,1865061.5
2007-04-25,1893484.0
2007-04-26,1902577.75
2007-04-27,1889111.625
2007-04-30,1898931.5
2007-05-03,1897915.25
2007-05-04,1862112.75
2007-05-07,1856377.25
2007-05-08,1846770.5
2007-05-09,1860600.75
2007-05-10,1851236.5
2007-05-11,1853652.375
2007-05-14,1897214.5
2007-05-15,1887089.875
2007-05-16,1904414.25
2007-05-17,1920584.125
2007-05-18,1942962.625
2007-05-21,1969442.0
2007-05-22,1976488.0
2007-05-23,1955592.0
2007-05-24,1943685.625
2007-05-25,1933372.25
2007-05-28,1949849.125
2007-05-29,1975792.0
2007-05-30,1935381.875
2007-05-31,1935725.0
2007-06-01,1966398.625
2007-06-04,1941068.625
2007-06-05,1959219.75
2007-06-06,1920259.625
2007-06-07,1928962.0
2007-06-08,1918522.5
2007-06-11,1907524.625
2007-06-12,1888436.0
2007-06-13,1886658.0
2007-06-14,1924803.25
2007-06-15,1937831.25
2007-06-18,1925634.5
2007-06-19,1964860.625
2007-06-20,1990388.0
2007-06-21,1992461.75
2007-06-22,1980666.375
2007-06-25,1964133.875
2007-06-26,1985459.0
2007-06-27,1983564.375
2007-06-28,1976080.625
2007-06-29,2008951.375
2007-07-02,2024903.25
2007-07-03,2035549.625
2007-07-04,2024055.125
2007-07-05,2013088.375
2007-07-06,2010139.0
2007-07-09,2044002.125
2007-07-10,2035621.0
2007-07-11,2057129.875
2007-07-12,2091589.625
2007-07-13,2092277.0
2007-07-16,2077656.5
2007-07-17,2071067.625
2007-07-18,2063162.0
2007-07-19,2075758.25
2007-07-20,2064869.625
2007-07-23,2074983.875
2007-07-24,2077709.375
2007-07-25,2056949.375
2007-07-26,2059270.375
2007-07-27,2021298.0
2007-07-30,2038270.125
2007-07-31,2056032.0
2007-08-01,1991732.5
2007-08-02,2021661.25
2007-08-03,2036336.5
2007-08-06,2012210.125
2007-08-07,2012942.0
2007-08-08,2034544.25
2007-08-09,2009973.0
2007-08-10,1985683.25
2007-08-13,1997962.5
2007-08-14,1992161.5
2007-08-16,1931195.25
2007-08-17,1939280.75
2007-08-20,1946212.375
2007-08-21,1917084.0
2007-08-22,1916091.125
2007-08-23,1887260.375
2007-08-24,1908259.5
2007-08-27,1916363.25
2007-08-28,1921496.0
2007-08-29,1920601.75
2007-08-30,1925590.375
2007-08-31,1952376.25
2007-09-03,1965309.625
2007-09-04,1972760.75
2007-09-05,1968386.25
2007-09-06,1978050.0
2007-09-07,1960834.75
2007-09-10,1973698.75
2007-09-11,1964616.75
2007-09-12,1977037.25
2007-09-13,1982373.0
2007-09-14,1940986.75
2007-09-17,1950732.875
2007-09-18,1963347.375
2007-09-19,1984400.0
2007-09-20,1992272.5
2007-09-21,2019915.625
2007-09-24,2034539.25
2007-09-25,2031828.125
2007-09-26,2045679.75
2007-09-27,2043529.625
2007-09-28,2124037.75
2007-10-01,2146152.0
2007-10-03,2144082.0
2007-10-04,2151499.0
2007-10-05,2104968.0
2007-10-08,2004930.75
2007-10-09,2062753.75
2007-10-10,2075941.25
2007-10-11,2103838.75
2007-10-12,2097823.75
2007-10-15,2197321.75
2007-10-16,2229237.75
2007-10-17,2169796.0
2007-10-18,2079474.125
2007-10-19,1998061.0
2007-10-22,2023450.625
2007-10-23,2117963.75
2007-10-24,2143484.5
2007-10-25,2178976.75
2007-10-26,2254114.75
2007-10-29,2329562.0
2007-10-30,2341220.5
2007-10-31,2368372.25
2007-11-01,2289207.75
2007-11-02,2319594.75
2007-11-05,2323831.75
2007-11-06,2315097.0
2007-11-07,2330544.0
2007-11-08,2299283.5
2007-11-09,2308612.5
2007-11-12,2328135.0
2007-11-13,2367264.0
2007-11-14,2429229.25
2007-11-15,2503949.5
2007-11-16,2554117.5
2007-11-19,2649583.5
2007-11-20,2595077.0
2007-11-21,2419285.5
2007-11-22,2404961.0
2007-11-23,2484313.5
2007-11-26,2561560.25
2007-11-27,2534494.0
2007-11-28,2545375.0
2007-11-29,2537627.75
2007-11-30,2616144.75
2007-12-03,2652997.25
2007-12-04,2701082.5
2007-12-05,2794129.0
2007-12-06,2805853.5
2007-12-07,2770304.0
2007-12-10,2800118.75
2007-12-11,2786529.25
2007-12-12,2814197.75
2007-12-13,2813038.75
2007-12-14,2832018.5
2007-12-17,2699418.0
2007-12-18,2700689.0
2007-12-19,2726507.25
2007-12-20,2720211.75
2007-12-24,2777164.0
2007-12-26,2855477.0
2007-12-27,2853464.25
2007-12-28,2878760.0
2007-12-31,2937293.25
2008-01-01,2967138.5
2008-01-02,3017625.25
2008-01-03,2996785.75
2008-01-04,2986346.25
2008-01-07,2956439.75
2008-01-08,2870307.5
2008-01-09,2880178.0
2008-01-10,2783222.75
2008-01-11,2791663.75
2008-01-14,2838938.0
2008-01-15,2774996.75
2008-01-16,2753527.25
2008-01-17,2796243.5
2008-01-18,2656099.75
2008-01-21,2436364.75
2008-01-22,2316862.5
2008-01-23,2303961.5
2008-01-24,2301036.0
2008-01-25,2310883.25
2008-01-28,2303478.0
2008-01-29,2292496.5
2008-01-30,2281357.75
2008-01-31,2273473.75
2008-02-01,2273931.25
2008-02-04,2274388.75
2008-02-05,2274846.5
2008-02-06,2275304.25
2008-02-07,2275762.0
2008-02-08,2276220.0
2008-02-11,2276678.0
2008-02-12,2277136.25
2008-02-13,2277594.5
2008-02-14,2278052.75
2008-02-15,2278511.25
2008-02-18,2278969.75
2008-02-19,2279428.25
2008-02-20,2279887.0
2008-02-21,2280345.75
2008-02-22,2280804.5
2008-02-25,2281263.5
2008-02-26,2281722.5
2008-02-27,2282181.75
2008-02-28,2282641.0
2008-02-29,2283100.25
2008-03-03,2283559.75
2008-03-04,2284019.25
2008-03-05,2284478.75
2008-03-07,2284938.5
2008-03-10,2285398.25
2008-03-11,2285858.25
2008-03-12,2286318.25
2008-03-13,2286778.25
2008-03-14,2287238.5
2008-03-17,2287698.75
2008-03-18,2288159.0
2008-03-19,2288619.5
2008-03-24,2289080.0
2008-03-25,2289540.5
2008-03-26,2290001.25
2008-03-27,2290462.0
2008-03-28,2290923.0
2008-03-31,2291384.0
2008-04-01,2143621.5
2008-04-02,2144052.75
2008-04-03,2144484.25
2008-04-04,2144915.75
2008-04-07,2145347.25
2008-04-08,2145779.0
2008-04-09,2146210.75
2008-04-10,2146642.5
2008-04-11,2147074.5
2008-04-15,2147506.5
2008-04-16,2147938.75
2008-04-17,2148371.0
2008-04-21,2148803.25
2008-04-22,2149235.75
2008-04-23,2149668.25
2008-04-24,2150100.75
2008-04-25,2150533.5
2008-04-28,2150966.25
2008-04-29,2157427.75
2008-04-30,2164635.5
2008-05-02,2171271.25
2008-05-05,2169257.5
2008-05-06,2152523.5
2008-05-07,2152187.5
2008-05-08,2148998.25
2008-05-09,2138430.0
2008-05-12,2138759.5
2008-05-13,2141331.75
2008-05-14,2148558.25
2008-05-15,2155657.25
2008-05-16,2163738.0
2008-05-20,2158495.75
2008-05-21,2155732.25
2008-05-22,2148105.0
2008-05-23,2148915.25
2008-05-26,2140744.75
2008-05-27,2136502.5
2008-05-28,2152178.0
2008-05-29,2153587.5
2008-05-30,2154069.25
2008-06-02,2122273.0
2008-06-03,2117664.25
2008-06-04,2094986.0
2008-06-05,2097335.0
2008-06-06,2100452.5
2008-06-09,2105415.5
2008-06-10,2104028.0
2008-06-11,2102629.5
2008-06-12,2099778.75
2008-06-13,2110276.25
2008-06-16,2108777.75
2008-06-17,2106005.5
2008-06-18,2101593.25
2008-06-19,2098511.0
2008-06-20,2085660.5
2008-06-23,2080250.625
2008-06-24,2076211.375
2008-06-25,2076506.625
2008-06-26,2077228.0
2008-06-27,2077789.875
2008-06-30,2081067.375
2008-07-01,2075814.375
2008-07-02,2080497.75
2008-07-03,2075617.625
2008-07-04,2077447.125
2008-07-07,2075677.0
2008-07-08,2075664.125
2008-07-09,2080231.0
2008-07-10,2080708.125
2008-07-11,2082665.875
2008-07-14,2086008.0
2008-07-15,2079030.5
2008-07-16,2077761.375
2008-07-17,2081934.5
2008-07-18,2086959.75
2008-07-21,2091505.875
2008-07-22,2091877.25
2008-07-23,2095017.75
2008-07-24,2092556.375
2008-07-25,2097550.0
2008-07-28,2096633.125
2008-07-29,2092840.625
2008-07-30,2095214.625
2008-07-31,2092242.5
2008-08-01,2089046.75
2008-08-04,2095030.25
2008-08-05,2098392.0
2008-08-06,2098930.75
2008-08-07,2095353.25
2008-08-08,2089767.75
2008-08-11,2089905.625
2008-08-12,2088860.25
2008-08-13,2095288.0
2008-08-14,2100557.5
2008-08-18,2093733.5
2008-08-19,2099358.5
2008-08-20,2100164.25
2008-08-21,2095414.0
2008-08-22,2100667.5
2008-08-25,2097066.25
2008-08-26,2099045.75
2008-08-27,2096559.25
2008-08-28,2095250.625
2008-08-29,2094681.75
2008-09-01,2099089.25
2008-09-02,2103688.5
2008-09-04,2107114.25
2008-09-05,2106656.25
2008-09-08,2107216.5
2008-09-09,2103894.0
2008-09-10,2110895.75
2008-09-11,2103161.75
2008-09-12,2107402.25
2008-09-15,2091462.875
2008-09-16,2089580.375
2008-09-17,2083186.875
2008-09-18,2078323.125
2008-09-19,2076990.75
2008-09-22,2076897.875
2008-09-23,2077025.25
2008-09-24,2071461.875
2008-09-25,2075549.875
2008-09-26,2074483.625
2008-09-29,2069284.75
2008-09-30,2076337.5
2008-10-01,2083940.75
2008-10-03,2082194.125
2008-10-06,2077378.25
2008-10-07,2079486.5
2008-10-08,2068830.625
2008-10-10,2032708.125
2008-10-13,2036326.0
2008-10-14,2036735.75
2008-10-15,2037145.625
2008-10-16,2037555.5
2008-10-17,2037965.5
2008-10-20,2038375.625
2008-10-21,2038785.75
2008-10-22,2039196.0
2008-10-23,2039606.375
2008-10-24,2040016.75
2008-10-27,2040427.25
2008-10-28,2040837.875
2008-10-29,2041248.5
2008-10-31,2041659.25
2008-11-03,2042070.125
2008-11-04,2042481.0
2008-11-05,2042892.0
2008-11-06,2043303.125
2008-11-07,2043714.25
2008-11-10,2044125.5
2008-11-11,2044536.875
2008-11-12,2044948.25
2008-11-14,2045359.75
2008-11-17,2045771.375
2008-11-18,2046183.0
2008-11-19,2046594.75
2008-11-20,2047006.625
2008-11-21,2047418.5
2008-11-24,2047830.5
2008-11-25,2048242.625
2008-11-26,2048654.75
2008-11-28,2049067.0
2008-12-01,2049479.375
2008-12-02,2049891.75
2008-12-03,2050304.25
2008-12-04,2050716.875
2008-12-05,2051129.5
2008-12-08,2051542.25
2008-12-10,2051955.125
2008-12-11,2052368.0
2008-12-12,2052781.0
2008-12-15,2053194.125
2008-12-16,2053607.25
2008-12-17,2054020.5
2008-12-18,2054433.875
2008-12-19,2054847.25
2008-12-22,2055260.75
2008-12-23,2055674.375
2008-12-24,2056088.0
2008-12-26,2056501.75
2008-12-29,2056915.625
2008-12-30,2057329.5
2008-12-31,2057743.5
2009-01-01,2058157.625
2009-01-02,2058571.75
2009-01-05,2058986.0
2009-01-06,2059400.375
2009-01-07,2059814.75
2009-01-09,2060229.25
2009-01-12,2060643.875
2009-01-13,2061058.5
2009-01-14,2061473.25
2009-01-15,2061888.125
2009-01-16,2062303.0
2009-01-19,2062718.0
2009-01-20,2063133.125
2009-01-21,2063548.25
2009-01-22,2063963.5
2009-01-23,2064378.875
2009-01-27,2064794.25
2009-01-28,2065209.75
2009-01-29,2065625.375
2009-01-30,2066041.0
2009-02-02,2066456.75
2009-02-03,2066872.625
2009-02-04,2067288.5
2009-02-05,2067704.5
2009-02-06,2068120.625
2009-02-09,2068536.75
2009-02-10,2068953.0
2009-02-11,2069369.375
2009-02-12,2069785.75
2009-02-13,2070202.25
2009-02-16,2070962.75
2009-02-17,2073006.875
2009-02-18,2071426.125
2009-02-19,2071578.5
2009-02-20,2069854.625
2009-02-24,2067423.375
2009-02-25,2067329.5
2009-02-26,2072554.25
2009-02-27,2073351.0
2009-03-02,2069520.875
2009-03-03,2069634.0
2009-03-04,2074302.625
2009-03-05,2075950.25
2009-03-06,2075117.5
2009-03-09,2076590.5
2009-03-12,2082404.125
2009-03-13,2081412.75
2009-03-16,2082289.625
2009-03-17,2084088.875
2009-03-18,2088233.375
2009-03-19,2087544.25
2009-03-20,2088985.875
2009-03-23,2089887.125
2009-03-24,2091384.5
2009-03-25,2092262.0
2009-03-26,2095826.625
2009-03-27,2105393.5
2009-03-30,2099060.5
2009-03-31,2103134.25
2009-04-01,2098654.0
2009-04-02,2098386.0
2009-04-06,2107033.25
2009-04-08,2105609.0
2009-04-09,2098239.25
2009-04-13,2097210.75
2009-04-15,2105215.0
2009-04-16,2111826.5
2009-04-17,2118507.75
2009-04-20,2117633.25
