,Open Alpha - Base Age,True North,IPO Base - First Base,NIFTYBEES (index)
2006-04-03,1.0,1.0,1.0,1.0
2006-04-04,1.0058743379098638,1.0002011833867093,1.0002063492063489,1.0111587982832615
2006-04-05,1.0320028221905124,1.0004024072481736,1.000412740992693,1.0100143061516451
2006-04-07,1.0187574565175674,1.000603671592536,1.0006191753678182,1.0045779685264662
2006-04-10,1.0290146401971174,1.0008049764279408,1.0008256523405132,1.0022889842632332
2006-04-12,1.0006408277173582,1.001006321762534,1.0010321719195676,0.9799713876967096
2006-04-13,0.9724830556650754,1.0012077076044636,1.001238734113773,0.9719599427753932
2006-04-17,1.004154062561854,1.001409133961879,1.0014453389319231,0.98140200286123
2006-04-18,1.0233333721764577,1.001610600842931,1.001651986382814,1.0228898426323318
2006-04-19,1.037526901308759,1.0018121082557723,1.001858676475242,1.0185979971387695
2006-04-20,1.051036260503677,1.0020136562085575,1.035469100091176,1.0303290414878397
2006-04-21,1.0486841276850065,1.0022152447094426,1.0730785919046555,1.0286123032904149
2006-04-24,1.045727048135769,1.0024168737665848,1.0733000208204455,1.027181688125894
2006-04-25,1.0227327848181174,1.0026185433881438,1.0735214954279162,1.000286123032904
2006-04-26,1.0465155076702735,1.00282025358228,1.0676553432115035,1.0243204577968523
2006-04-27,1.0391735703333989,1.0030220043571565,1.072937093304729,1.019456366237482
2006-04-28,1.042671128204694,1.003223795720937,1.0647060637188188,1.0103004291845494
2006-04-29,1.0439195853432206,1.0032374853765973,1.0737796124878942,1.0014306151645207
2006-05-02,1.077638658845841,1.0044430294454303,1.0681684867436225,1.0414878397711014
2006-05-03,1.0811786367622673,1.0051341373310727,1.073381373419118,1.0515021459227467
2006-05-04,1.0867943465313608,1.010764209191117,1.0803178201161565,1.0515021459227467
2006-05-05,1.095482407711461,1.013307486320738,1.088770989759261,1.0629470672389123
2006-05-08,1.1091058650910106,1.0202752557267551,1.0784719596520136,1.065808297567954
2006-05-09,1.127819476384065,1.0203491397455862,1.0738262705892212,1.0801144492131616
2006-05-10,1.1418800446634452,1.022480946178511,1.0766262225990137,1.090128755364807
2006-05-11,1.117970313178139,1.0153522973619507,1.0865274985927404,1.072961373390558
2006-05-12,1.0985547591224685,1.0101786766313348,1.0864319783681469,1.061516452074392
2006-05-15,1.053289636774591,1.0047993028021351,1.0851645459307098,1.0185979971387695
2006-05-16,1.054134851982127,1.0077029591345619,1.0933422619028936,1.015736766809728
2006-05-17,1.0936642979905893,1.0130761152867167,1.1045535471783525,1.052646638054363
2006-05-18,1.007936656309525,1.0032723915336637,1.0750199031632128,1.028898426323319
2006-05-19,0.9815579272962344,1.0000283977925974,1.0654106179335536,0.935050071530758
2006-05-22,0.9605451663238831,1.0002295868924709,1.0410455504516332,0.8987124463519313
2006-05-23,0.9582345313754499,1.0004308164682487,1.0412603693747418,0.9218884120171672
2006-05-24,0.9516688976312931,1.0006320865280742,1.0414752326255652,0.9184549356223176
2006-05-25,0.9490178963128346,1.000833397080092,1.0416901402132497,0.915593705293276
2006-05-26,0.9524773935112253,1.0010347481324484,1.0419050921469444,0.9296137339055792
2006-05-29,0.9529077138504717,1.0012361396932914,1.0421200884357997,0.927038626609442
2006-05-30,0.9533480942794724,1.0014375717707706,1.042335129088969,0.931330472103004
2006-05-31,0.9460887335126656,1.0016390443730372,1.0425502141156062,0.8832618025751072
2006-06-01,0.943930425089931,1.0018405575082445,1.0427653435248683,0.8675250357653791
2006-06-02,0.9427243041624543,1.0020421111845468,1.042980517325913,0.896137339055794
2006-06-05,0.9399392521480178,1.0022437054101,1.0431957355279007,0.8898426323319026
2006-06-06,0.9363472971011935,1.0024453401930626,1.0434109981399935,0.8706723891273247
2006-06-07,0.9278884382993318,1.0026470155415936,1.0436263051713557,0.8260371959942775
2006-06-08,0.9249834197145734,1.0028487314638541,1.0438416566311528,0.7965665236051501
2006-06-09,0.9251695313750307,1.0030504879680073,1.0440570525285529,0.8291845493562231
2006-06-12,0.9253557268695691,1.0032522850622172,1.0442724928727254,0.8143061516452074
2006-06-13,0.9255419223641077,1.0034541227546498,1.044487977672842,0.7748211731044348
2006-06-14,0.9257282016927275,1.003656001053473,1.0447035069380755,0.7639484978540771
2006-06-15,0.9259144810213472,1.003857919966856,1.0449190806776025,0.8045779685264663
2006-06-16,0.926100760349967,1.0040598795029698,1.0451346989005994,0.8371959942775393
2006-06-19,0.9262871235126682,1.004261879669987,1.0453503616162454,0.8446351931330471
2006-06-20,0.9264734866753692,1.0044639204760824,1.0455660688337216,0.8297567954220314
2006-06-21,0.9266599336721516,1.0046660019294307,1.045781820562211,0.8497854077253219
2006-06-22,0.9268463806689339,1.0048681240382105,1.0459976168108982,0.8698140200286122
2006-06-23,0.9270329114997976,1.0050702868106007,1.0462134575889703,0.8818311874105865
2006-06-25,0.9272194423306612,1.005272490254782,1.0464293429056155,0.8881258941344777
2006-06-26,0.9274060569956062,1.0054747343789372,1.0466452727700244,0.8695278969957081
2006-06-27,0.9275926716605511,1.00567701919125,1.0468612471913896,0.8626609442060085
2006-06-28,0.927779286325496,1.0058793446999066,1.0470772661789052,0.8669527896995708
2006-06-29,0.9279659848245223,1.0060817109130942,1.0472933297417673,0.8721030042918454
2006-06-30,0.9281526833235485,1.0062841178390018,1.0475094378891743,0.9024320457796852
2006-07-03,0.928339465656656,1.0064865654858202,1.047725590630326,0.9127324749642344
2006-07-04,0.9285262479897636,1.0066890538617421,1.047941787974424,0.9141630901287552
2006-07-05,0.9287131141569523,1.0068915829749612,1.0481580299306725,0.9256080114449212
2006-07-06,0.9288999803241411,1.0070941528336732,1.0483743165082773,0.9236051502145922
2006-07-07,0.9290869303254112,1.0072967634460754,1.0485906477164453,0.894420600858369
2006-07-10,0.9292738803266813,1.0074994148203669,1.048807023564387,0.9092989985693848
2006-07-11,0.9294609141620327,1.007702106964748,1.0490234440613129,0.9070100143061516
2006-07-12,0.929647947997384,1.007904839887421,1.0492399092164366,0.9227467811158796
2006-07-13,0.9274930767719821,1.0081076135965903,1.0494564190389732,0.9241773962804004
2006-07-14,0.9265691413621177,1.0083104281004613,1.0496729735381398,0.9070100143061516
2006-07-17,0.9253034982369274,1.0085132834072408,1.0498895727231556,0.8841201716738196
2006-07-18,0.9262842731539044,1.008716179525138,1.0501062166032409,0.8755364806866952
2006-07-19,0.9256306188221094,1.0089191164623634,1.0503229051876195,0.8572246065808297
2006-07-20,0.9272393948420076,1.009122094227129,1.0505396384855152,0.8806866952789699
2006-07-21,0.9258997262230407,1.0093251128276488,1.0507564165061551,0.855793991416309
2006-07-24,0.9263800116747342,1.0095281722721379,1.0509732392587674,0.8738197424892703
2006-07-25,0.926537116743066,1.0097312725688143,1.0511901067525826,0.8812589413447782
2006-07-26,0.9278943905191032,1.0099344137258959,1.0514070189968328,0.9015736766809728
2006-07-27,0.9284674802987813,1.0101375957516034,1.0516239760007529,0.9170243204577968
2006-07-28,0.9277107938810846,1.0103408186541591,1.0518409777735782,0.915593705293276
2006-07-31,0.9287263599417956,1.0105440824417866,1.0520580243245472,0.9213161659513592
2006-08-01,0.928981718553396,1.010747387122711,1.0522751156628998,0.9104434907010014
2006-08-02,0.9294437281753688,1.0109507327051603,1.0524922517978776,0.9253218884120172
2006-08-03,0.9298288619448014,1.0111541191973619,1.0527094327387247,0.9278969957081544
2006-08-04,0.9302591822840478,1.011357546607547,1.0502262343240296,0.9247496423462088
2006-08-07,0.9302020074406101,1.0115610149439476,1.050366552793491,0.9207439198855508
2006-08-08,0.9307304136549622,1.011764524214797,1.0562601753331444,0.934763948497854
2006-08-09,0.9314972439964947,1.0119680744283308,1.0710023768177086,0.9513590844062946
2006-08-10,0.9318905935058935,1.012171665592786,1.0667202569818575,0.950214592274678
2006-08-11,0.9331793748375191,1.0123752977164011,1.0616416416298218,0.9556509298998568
2006-08-14,0.9337952199986537,1.0125789708074164,1.0614873777012144,0.9650929899856936
2006-08-16,0.9338654729587722,1.0127826848740737,1.069371498564473,0.980543633762518
2006-08-17,0.9305719672413297,1.0129864399246173,1.081962767239681,0.9779685264663804
2006-08-18,0.931233585810847,1.013190235967292,1.073969180692683,0.98140200286123
