final,x,cagr,dd,calmar,n,n_closed,tpy,win,mean,median,avg_win,avg_loss,hold,invested_pct,yearly,max_loss_streak
15153460.0,15.15346,14.05391315888389,-42.46655096678585,0.3309407719472157,687,683,33.23533112582781,39.737991266375545,2.6633131714761724,-2.4063144592936236,15.178862427001638,-5.589693946297867,18.21834061135371,31.94099611727046,"{2006: 54.6, 2007: 54.16, 2008: 1.07, 2009: 1.61, 2010: 12.45, 2011: 13.71, 2012: 0.83, 2013: 5.29, 2014: 5.21, 2015: 5.63, 2016: 53.2, 2017: 34.08, 2018: -6.89, 2019: 9.47, 2020: 69.12, 2021: 4.16, 2022: -8.66, 2023: 19.63, 2024: 15.95, 2025: -32.61, 2026: 30.31}",18
15419756.0,15.419756,14.150074603269868,-44.359092142833525,0.31898927412011735,686,682,33.186953642384104,39.795918367346935,2.6900498547169778,-2.310757571156402,15.190795636220342,-5.573154983903891,18.192419825072886,31.78839239384973,"{2006: 54.6, 2007: 54.16, 2008: 1.07, 2009: 1.61, 2010: 12.45, 2011: 13.71, 2012: 0.83, 2013: 5.29, 2014: 5.21, 2015: 5.63, 2016: 53.2, 2017: 30.46, 2018: -5.84, 2019: 9.47, 2020: 69.12, 2021: 4.37, 2022: -8.66, 2023: 30.31, 2024: 0.65, 2025: -33.45, 2026: 44.02}",18
19916012.0,19.916012,15.571870318758485,-36.27820367876184,0.42923487768702956,687,682,33.23533112582781,39.88355167394469,2.8633177188818326,-2.1748796680063243,15.387857948534439,-5.445941416529339,18.264919941775837,31.995002973626878,"{2006: 54.6, 2007: 54.16, 2008: 1.07, 2009: 1.61, 2010: 12.45, 2011: 13.71, 2012: 0.83, 2013: 5.29, 2014: 5.21, 2015: 5.63, 2016: 53.2, 2017: 35.22, 2018: -8.69, 2019: 9.47, 2020: 65.66, 2021: 7.03, 2022: -8.66, 2023: 20.88, 2024: 3.26, 2025: -20.38, 2026: 61.83}",18
17905048.0,17.905048,14.978278254605225,-43.68558277882536,0.34286547876534856,689,685,33.33208609271523,40.05805515239477,2.787765682523276,-2.3158834791718874,15.26534126197467,-5.55075940204957,18.04644412191582,31.655201252539054,"{2006: 54.6, 2007: 60.04, 2008: 0.59, 2009: 1.62, 2010: 12.45, 2011: 13.72, 2012: 0.83, 2013: 5.29, 2014: 5.21, 2015: 5.63, 2016: 44.62, 2017: 34.77, 2018: -6.86, 2019: 9.47, 2020: 69.11, 2021: -1.5, 2022: -6.98, 2023: 33.41, 2024: 3.22, 2025: -29.03, 2026: 55.92}",16
20825276.0,20.825276,15.821744761831757,-33.468079495285075,0.4727413404184336,676,672,32.70317880794702,40.976331360946745,2.932580279775101,-2.1555706969275725,15.105172301914946,-5.518066312036269,18.4896449704142,31.833913459286865,"{2006: 54.6, 2007: 54.16, 2008: 1.07, 2009: 1.61, 2010: 12.45, 2011: 13.71, 2012: 0.83, 2013: 5.29, 2014: 5.21, 2015: 5.63, 2016: 53.2, 2017: 35.81, 2018: -7.11, 2019: 9.47, 2020: 69.54, 2021: 3.2, 2022: -8.66, 2023: 31.25, 2024: 0.98, 2025: -24.32, 2026: 66.27}",18
14731808.0,14.731808,13.898311984192468,-41.91006252815276,0.3316223156397437,692,688,33.477218543046355,39.45086705202312,2.615451991192587,-2.406823945217984,15.236689334907192,-5.607931767361322,18.001445086705203,31.725343801353457,"{2006: 54.6, 2007: 54.16, 2008: 1.07, 2009: 1.61, 2010: 12.45, 2011: 13.71, 2012: 0.83, 2013: 5.29, 2014: 5.21, 2015: 5.63, 2016: 53.2, 2017: 30.46, 2018: -5.84, 2019: 9.47, 2020: 69.12, 2021: -0.77, 2022: -8.28, 2023: 21.77, 2024: -1.72, 2025: -27.18, 2026: 44.37}",17
20999376.0,20.999376,15.868402080333798,-38.15399486911014,0.41590407858394446,691,687,33.42884105960265,40.08683068017366,2.895630327584114,-2.2879725733756517,15.499110606722697,-5.537133047588321,18.021707670043416,31.685792749337548,"{2006: 54.6, 2007: 60.04, 2008: 0.59, 2009: 1.62, 2010: 12.45, 2011: 13.72, 2012: 0.83, 2013: 5.29, 2014: 5.21, 2015: 5.63, 2016: 50.06, 2017: 33.73, 2018: -8.46, 2019: 9.47, 2020: 65.66, 2021: -1.4, 2022: -8.66, 2023: 23.46, 2024: 16.7, 2025: -24.73, 2026: 69.14}",18
13136166.0,13.136166,13.268382188557704,-41.17351458835632,0.3222552731097175,689,685,33.33208609271523,38.75181422351234,2.5335841515472657,-2.4073334311423444,15.295151045142225,-5.540677366438173,18.081277213352685,31.744937189766148,"{2006: 54.6, 2007: 60.04, 2008: 0.59, 2009: 1.62, 2010: 12.45, 2011: 13.72, 2012: 0.83, 2013: 5.29, 2014: 5.21, 2015: 5.63, 2016: 50.06, 2017: 35.55, 2018: -8.69, 2019: 9.47, 2020: 69.54, 2021: -5.34, 2022: -8.66, 2023: 17.41, 2024: -2.46, 2025: -27.66, 2026: 39.41}",18
16485684.0,16.485684,14.519797745119757,-42.523892970821365,0.3414503407550859,687,682,33.23533112582781,40.02911208151383,2.7194342750640046,-2.305631663140917,15.226993660135491,-5.629058032932741,18.103347889374092,31.67735164927658,"{2006: 54.6, 2007: 60.04, 2008: 0.59, 2009: 1.62, 2010: 12.45, 2011: 13.72, 2012: 0.83, 2013: 5.29, 2014: 5.21, 2015: 5.63, 2016: 44.62, 2017: 36.61, 2018: -7.08, 2019: 9.47, 2020: 69.54, 2021: -0.17, 2022: -4.73, 2023: 16.66, 2024: 5.68, 2025: -30.72, 2026: 56.1}",17
13886947.0,13.886947,13.573351152684099,-40.26253035469401,0.33712116533931774,693,688,33.525596026490064,38.81673881673882,2.561732540378279,-2.4063144592936236,15.244083910238984,-5.48438189002863,17.926406926406926,31.657597823314564,"{2006: 54.6, 2007: 60.04, 2008: 0.59, 2009: 1.62, 2010: 12.45, 2011: 13.72, 2012: 0.83, 2013: 5.29, 2014: 5.21, 2015: 5.63, 2016: 45.27, 2017: 31.26, 2018: -5.83, 2019: 9.47, 2020: 69.54, 2021: 2.68, 2022: -8.66, 2023: 30.73, 2024: -1.47, 2025: -33.06, 2026: 35.03}",18
