label,exit_strategy,exit_params,entry_filters,vol_multiplier,ath_lookback,vol_avg_period,total_trades,winners,losers,win_rate,avg_return_pct,avg_winner_pct,avg_loser_pct,max_return_pct,max_loss_pct,profit_factor,expectancy,total_pnl,final_capital,total_return_pct,avg_hold_days,median_return_pct,exit_breakdown
D_BRK7_LG_FIX_T15_SL7,fixed_target,"T=15%,SL=7%",BRK>7%+LG,2.5,10,30,31,16,15,51.6,5.58,19.67,-9.44,27.87,-14.53,2.21,5.58,893464,10893464,8.93,10.3,15.46,stop_loss=15; target_hit=16
D_BRK7_LG_FIX_T20_SL10,fixed_target,"T=20%,SL=10%",BRK>7%+LG,2.5,10,30,31,17,14,54.8,9.59,27.44,-12.09,43.92,-14.53,2.68,9.59,1580115,11580115,15.8,19.7,20.82,stop_loss=14; target_hit=17
D_RSI7p55_LG_BRK2_TGTBE20_BE3,target_with_breakeven,"Hybrid=target_with_breakeven,T=20%,Trail=10%,SL=7%",RSI7>55+LG+BRK>2%+TgtBE,2.5,10,30,75,13,62,17.3,3.09,26.02,-1.72,31.99,-12.75,3.18,3.09,1213748,11213748,12.14,4.3,0.0,hybrid_breakeven=51; hybrid_sl=11; hybrid_target=13
D_RSI7p55_LG_BRK2_TGTBE20_BE5,target_with_breakeven,"Hybrid=target_with_breakeven,T=20%,Trail=10%,SL=7%",RSI7>55+LG+BRK>2%+TgtBE,2.5,10,30,75,14,61,18.7,2.68,25.8,-2.63,31.99,-13.63,2.24,2.68,1040151,11040151,10.4,8.4,0.0,hybrid_breakeven=44; hybrid_sl=17; hybrid_target=14
D_RSI7p55_LG_BRK3_TGTBE20_BE3,target_with_breakeven,"Hybrid=target_with_breakeven,T=20%,Trail=10%,SL=7%",RSI7>55+LG+BRK>3%+TgtBE,2.5,10,30,60,13,47,21.7,4.28,26.02,-1.73,31.99,-12.75,4.14,4.28,1355986,11355986,13.56,4.2,0.0,hybrid_breakeven=39; hybrid_sl=8; hybrid_target=13
D_RSI7p55_LG_BRK3_TGTBE20_BE5,target_with_breakeven,"Hybrid=target_with_breakeven,T=20%,Trail=10%,SL=7%",RSI7>55+LG+BRK>3%+TgtBE,2.5,10,30,60,14,46,23.3,3.89,25.8,-2.78,31.99,-13.63,2.8,3.89,1221896,11221896,12.22,7.2,0.0,hybrid_breakeven=33; hybrid_sl=13; hybrid_target=14
D_RSI7p60_LG_BRK2_TGTBE20_BE3,target_with_breakeven,"Hybrid=target_with_breakeven,T=20%,Trail=10%,SL=7%",RSI7>60+LG+BRK>2%+TgtBE,2.5,10,30,75,13,62,17.3,3.09,26.02,-1.72,31.99,-12.75,3.18,3.09,1213748,11213748,12.14,4.3,0.0,hybrid_breakeven=51; hybrid_sl=11; hybrid_target=13
D_RSI7p60_LG_BRK2_TGTBE20_BE5,target_with_breakeven,"Hybrid=target_with_breakeven,T=20%,Trail=10%,SL=7%",RSI7>60+LG+BRK>2%+TgtBE,2.5,10,30,75,14,61,18.7,2.68,25.8,-2.63,31.99,-13.63,2.24,2.68,1040151,11040151,10.4,8.4,0.0,hybrid_breakeven=44; hybrid_sl=17; hybrid_target=14
D_RSI7p60_LG_BRK3_TGTBE20_BE3,target_with_breakeven,"Hybrid=target_with_breakeven,T=20%,Trail=10%,SL=7%",RSI7>60+LG+BRK>3%+TgtBE,2.5,10,30,60,13,47,21.7,4.28,26.02,-1.73,31.99,-12.75,4.14,4.28,1355986,11355986,13.56,4.2,0.0,hybrid_breakeven=39; hybrid_sl=8; hybrid_target=13
D_RSI7p60_LG_BRK3_TGTBE20_BE5,target_with_breakeven,"Hybrid=target_with_breakeven,T=20%,Trail=10%,SL=7%",RSI7>60+LG+BRK>3%+TgtBE,2.5,10,30,60,14,46,23.3,3.89,25.8,-2.78,31.99,-13.63,2.8,3.89,1221896,11221896,12.22,7.2,0.0,hybrid_breakeven=33; hybrid_sl=13; hybrid_target=14
D_ABVAVG_LG_FIX_T30_SL15,fixed_target,"T=30%,SL=15%",AbvAvg+LG,2.5,10,30,99,53,46,53.5,10.43,33.72,-16.41,49.96,-25.81,2.28,10.43,6599208,16599208,65.99,65.6,30.03,end_of_data=5; stop_loss=43; target_hit=51
D_ABVAVG_LG_FIX_T15_SL7,fixed_target,"T=15%,SL=7%",AbvAvg+LG,2.5,10,30,99,44,55,44.4,3.02,18.06,-9.02,27.87,-14.53,1.59,3.02,1581601,11581601,15.82,20.1,-7.38,end_of_data=1; stop_loss=55; target_hit=43
D_ABVAVG_LG_FIX_T20_SL10,fixed_target,"T=20%,SL=10%",AbvAvg+LG,2.5,10,30,99,49,50,49.5,6.23,24.76,-11.94,43.92,-21.83,1.96,6.23,3543393,13543393,35.43,32.3,-5.88,end_of_data=3; stop_loss=49; target_hit=47
D_CONSEC2_LG_FIX_T30_SL15,fixed_target,"T=30%,SL=15%",Consec2+LG,2.5,10,30,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10000000,0.0,0.0,0,
D_CONSEC2_LG_FIX_T15_SL7,fixed_target,"T=15%,SL=7%",Consec2+LG,2.5,10,30,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10000000,0.0,0.0,0,
D_CONSEC2_LG_FIX_T20_SL10,fixed_target,"T=20%,SL=10%",Consec2+LG,2.5,10,30,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10000000,0.0,0.0,0,
D_GAPUP_LG_FIX_T30_SL15,fixed_target,"T=30%,SL=15%",GapUp+LG,2.5,10,30,83,46,37,55.4,11.63,34.35,-16.61,49.96,-25.81,2.5,11.63,6070114,16070114,60.7,65.6,30.18,end_of_data=3; stop_loss=35; target_hit=45
D_GAPUP_LG_FIX_T15_SL7,fixed_target,"T=15%,SL=7%",GapUp+LG,2.5,10,30,83,38,45,45.8,3.6,18.45,-8.94,27.87,-14.53,1.73,3.6,1587355,11587355,15.87,21.2,-7.23,stop_loss=45; target_hit=38
D_GAPUP_LG_FIX_T20_SL10,fixed_target,"T=20%,SL=10%",GapUp+LG,2.5,10,30,83,43,40,51.8,7.59,25.61,-11.78,43.92,-17.52,2.26,7.59,3639559,13639559,36.4,34.2,20.3,end_of_data=2; stop_loss=39; target_hit=42
