label,exit_strategy,exit_params,entry_filters,vol_multiplier,ath_lookback,vol_avg_period,total_trades,winners,losers,win_rate,avg_return_pct,avg_winner_pct,avg_loser_pct,max_return_pct,max_loss_pct,profit_factor,expectancy,total_pnl,final_capital,total_return_pct,avg_hold_days,median_return_pct,exit_breakdown
A_RSI50_FIX_T30_SL15,fixed_target,"T=30%,SL=15%",RSI>50,2.5,10,30,233,125,108,53.6,10.08,32.99,-16.44,49.96,-30.03,2.22,10.08,21669587,31669587,216.7,82.6,30.08,end_of_data=12; stop_loss=102; target_hit=119
A_RSI55_FIX_T30_SL15,fixed_target,"T=30%,SL=15%",RSI>55,2.5,10,30,233,125,108,53.6,10.08,32.99,-16.44,49.96,-30.03,2.22,10.08,21669587,31669587,216.7,82.6,30.08,end_of_data=12; stop_loss=102; target_hit=119
A_RSI60_FIX_T30_SL15,fixed_target,"T=30%,SL=15%",RSI>60,2.5,10,30,233,125,108,53.6,10.08,32.99,-16.44,49.96,-30.03,2.22,10.08,21669587,31669587,216.7,82.6,30.08,end_of_data=12; stop_loss=102; target_hit=119
A_RSI50_FIX_T15_SL7,fixed_target,"T=15%,SL=7%",RSI>50,2.5,10,30,233,113,120,48.5,4.18,17.87,-8.71,27.87,-14.53,1.92,4.18,6177942,16177941,61.78,27.0,-7.04,end_of_data=5; stop_loss=119; target_hit=109
A_RSI55_FIX_T15_SL7,fixed_target,"T=15%,SL=7%",RSI>55,2.5,10,30,233,113,120,48.5,4.18,17.87,-8.71,27.87,-14.53,1.92,4.18,6177942,16177941,61.78,27.0,-7.04,end_of_data=5; stop_loss=119; target_hit=109
A_RSI60_FIX_T15_SL7,fixed_target,"T=15%,SL=7%",RSI>60,2.5,10,30,233,113,120,48.5,4.18,17.87,-8.71,27.87,-14.53,1.92,4.18,6177942,16177941,61.78,27.0,-7.04,end_of_data=5; stop_loss=119; target_hit=109
A_RSI50_FIX_T20_SL10,fixed_target,"T=20%,SL=10%",RSI>50,2.5,10,30,233,116,117,49.8,5.89,23.56,-11.63,43.92,-21.83,1.94,5.89,9649129,19649129,96.49,40.6,-1.38,end_of_data=8; stop_loss=114; target_hit=111
A_RSI55_FIX_T20_SL10,fixed_target,"T=20%,SL=10%",RSI>55,2.5,10,30,233,116,117,49.8,5.89,23.56,-11.63,43.92,-21.83,1.94,5.89,9649129,19649129,96.49,40.6,-1.38,end_of_data=8; stop_loss=114; target_hit=111
A_RSI60_FIX_T20_SL10,fixed_target,"T=20%,SL=10%",RSI>60,2.5,10,30,233,116,117,49.8,5.89,23.56,-11.63,43.92,-21.83,1.94,5.89,9649129,19649129,96.49,40.6,-1.38,end_of_data=8; stop_loss=114; target_hit=111
A_RSI7p50_FIX_T30_SL15,fixed_target,"T=30%,SL=15%",RSI(7)>50,2.5,10,30,233,125,108,53.6,10.08,32.99,-16.44,49.96,-30.03,2.22,10.08,21669587,31669587,216.7,82.6,30.08,end_of_data=12; stop_loss=102; target_hit=119
A_RSI10p50_FIX_T30_SL15,fixed_target,"T=30%,SL=15%",RSI(10)>50,2.5,10,30,192,100,92,52.1,9.24,32.71,-16.26,49.96,-30.03,2.11,9.24,13871169,23871169,138.71,83.7,6.63,end_of_data=12; stop_loss=86; target_hit=94
A_RSI7p55_FIX_T30_SL15,fixed_target,"T=30%,SL=15%",RSI(7)>55,2.5,10,30,226,120,106,53.1,9.83,32.98,-16.38,49.96,-30.03,2.18,9.83,19749342,29749342,197.49,84.1,30.02,end_of_data=12; stop_loss=100; target_hit=114
A_RSI10p55_FIX_T30_SL15,fixed_target,"T=30%,SL=15%",RSI(10)>55,2.5,10,30,191,100,91,52.4,9.39,32.71,-16.24,49.96,-30.03,2.15,9.39,14091958,24091958,140.92,84.1,6.94,end_of_data=12; stop_loss=85; target_hit=94
A_RSI7p60_FIX_T30_SL15,fixed_target,"T=30%,SL=15%",RSI(7)>60,2.5,10,30,226,120,106,53.1,9.83,32.98,-16.38,49.96,-30.03,2.18,9.83,19749342,29749342,197.49,84.1,30.02,end_of_data=12; stop_loss=100; target_hit=114
A_RSI10p60_FIX_T30_SL15,fixed_target,"T=30%,SL=15%",RSI(10)>60,2.5,10,30,191,100,91,52.4,9.39,32.71,-16.24,49.96,-30.03,2.15,9.39,14091958,24091958,140.92,84.1,6.94,end_of_data=12; stop_loss=85; target_hit=94
A_RSI7p65_FIX_T30_SL15,fixed_target,"T=30%,SL=15%",RSI(7)>65,2.5,10,30,226,120,106,53.1,9.83,32.98,-16.38,49.96,-30.03,2.18,9.83,19749342,29749342,197.49,84.1,30.02,end_of_data=12; stop_loss=100; target_hit=114
A_RSI10p65_FIX_T30_SL15,fixed_target,"T=30%,SL=15%",RSI(10)>65,2.5,10,30,191,100,91,52.4,9.39,32.71,-16.24,49.96,-30.03,2.15,9.39,14091958,24091958,140.92,84.1,6.94,end_of_data=12; stop_loss=85; target_hit=94
A_RSI7p50_FIX_T15_SL7,fixed_target,"T=15%,SL=7%",RSI(7)>50,2.5,10,30,233,113,120,48.5,4.18,17.87,-8.71,27.87,-14.53,1.92,4.18,6177942,16177941,61.78,27.0,-7.04,end_of_data=5; stop_loss=119; target_hit=109
A_RSI10p50_FIX_T15_SL7,fixed_target,"T=15%,SL=7%",RSI(10)>50,2.5,10,30,192,92,100,47.9,3.97,17.69,-8.66,27.87,-14.53,1.86,3.97,4566948,14566948,45.67,26.3,-7.04,end_of_data=5; stop_loss=99; target_hit=88
A_RSI7p55_FIX_T15_SL7,fixed_target,"T=15%,SL=7%",RSI(7)>55,2.5,10,30,226,108,118,47.8,4.0,17.88,-8.71,27.87,-14.53,1.87,4.0,5624751,15624751,56.25,27.7,-7.05,end_of_data=5; stop_loss=117; target_hit=104
A_RSI10p55_FIX_T15_SL7,fixed_target,"T=15%,SL=7%",RSI(10)>55,2.5,10,30,191,92,99,48.2,4.04,17.69,-8.65,27.87,-14.53,1.88,4.04,4636977,14636977,46.37,26.5,-7.04,end_of_data=5; stop_loss=98; target_hit=88
A_RSI7p60_FIX_T15_SL7,fixed_target,"T=15%,SL=7%",RSI(7)>60,2.5,10,30,226,108,118,47.8,4.0,17.88,-8.71,27.87,-14.53,1.87,4.0,5624751,15624751,56.25,27.7,-7.05,end_of_data=5; stop_loss=117; target_hit=104
A_RSI10p60_FIX_T15_SL7,fixed_target,"T=15%,SL=7%",RSI(10)>60,2.5,10,30,191,92,99,48.2,4.04,17.69,-8.65,27.87,-14.53,1.88,4.04,4636977,14636977,46.37,26.5,-7.04,end_of_data=5; stop_loss=98; target_hit=88
A_RSI7p65_FIX_T15_SL7,fixed_target,"T=15%,SL=7%",RSI(7)>65,2.5,10,30,226,108,118,47.8,4.0,17.88,-8.71,27.87,-14.53,1.87,4.0,5624751,15624751,56.25,27.7,-7.05,end_of_data=5; stop_loss=117; target_hit=104
A_RSI10p65_FIX_T15_SL7,fixed_target,"T=15%,SL=7%",RSI(10)>65,2.5,10,30,191,92,99,48.2,4.04,17.69,-8.65,27.87,-14.53,1.88,4.04,4636977,14636977,46.37,26.5,-7.04,end_of_data=5; stop_loss=98; target_hit=88
A_RSI7p50_FIX_T20_SL10,fixed_target,"T=20%,SL=10%",RSI(7)>50,2.5,10,30,233,116,117,49.8,5.89,23.56,-11.63,43.92,-21.83,1.94,5.89,9649129,19649129,96.49,40.6,-1.38,end_of_data=8; stop_loss=114; target_hit=111
A_RSI10p50_FIX_T20_SL10,fixed_target,"T=20%,SL=10%",RSI(10)>50,2.5,10,30,192,92,100,47.9,4.94,22.97,-11.65,43.61,-21.83,1.76,4.94,5937600,15937600,59.38,40.6,-10.02,end_of_data=8; stop_loss=97; target_hit=87
A_RSI7p55_FIX_T20_SL10,fixed_target,"T=20%,SL=10%",RSI(7)>55,2.5,10,30,226,111,115,49.1,5.66,23.57,-11.62,43.92,-21.83,1.9,5.66,8770870,18770870,87.71,41.3,-7.69,end_of_data=8; stop_loss=112; target_hit=106
A_RSI10p55_FIX_T20_SL10,fixed_target,"T=20%,SL=10%",RSI(10)>55,2.5,10,30,191,92,99,48.2,5.04,22.97,-11.62,43.61,-21.83,1.79,5.04,6050080,16050081,60.5,40.8,-10.0,end_of_data=8; stop_loss=96; target_hit=87
A_RSI7p60_FIX_T20_SL10,fixed_target,"T=20%,SL=10%",RSI(7)>60,2.5,10,30,226,111,115,49.1,5.66,23.57,-11.62,43.92,-21.83,1.9,5.66,8770870,18770870,87.71,41.3,-7.69,end_of_data=8; stop_loss=112; target_hit=106
A_RSI10p60_FIX_T20_SL10,fixed_target,"T=20%,SL=10%",RSI(10)>60,2.5,10,30,191,92,99,48.2,5.04,22.97,-11.62,43.61,-21.83,1.79,5.04,6050080,16050081,60.5,40.8,-10.0,end_of_data=8; stop_loss=96; target_hit=87
A_RSI7p65_FIX_T20_SL10,fixed_target,"T=20%,SL=10%",RSI(7)>65,2.5,10,30,226,111,115,49.1,5.66,23.57,-11.62,43.92,-21.83,1.9,5.66,8770870,18770870,87.71,41.3,-7.69,end_of_data=8; stop_loss=112; target_hit=106
A_RSI10p65_FIX_T20_SL10,fixed_target,"T=20%,SL=10%",RSI(10)>65,2.5,10,30,191,92,99,48.2,5.04,22.97,-11.62,43.61,-21.83,1.79,5.04,6050080,16050081,60.5,40.8,-10.0,end_of_data=8; stop_loss=96; target_hit=87
A_RSI7p50_TRAIL_8PCT,trailing_sl,Trail=8%,RSI(7)>50,2.5,10,30,233,107,126,45.9,4.33,14.3,-4.13,654.88,-8.0,2.81,4.33,5806704,15806704,58.07,10.5,-0.68,end_of_data=1; trailing_sl=232
A_RSI10p50_TRAIL_8PCT,trailing_sl,Trail=8%,RSI(10)>50,2.5,10,30,192,84,108,43.8,0.67,6.78,-4.08,27.19,-8.0,1.29,0.67,657251,10657251,6.57,8.1,-1.02,end_of_data=1; trailing_sl=191
A_RSI7p55_TRAIL_8PCT,trailing_sl,Trail=8%,RSI(7)>55,2.5,10,30,226,102,124,45.1,0.87,6.94,-4.13,27.19,-8.0,1.38,0.87,1016551,11016551,10.17,8.3,-0.8,end_of_data=1; trailing_sl=225
A_RSI10p55_TRAIL_8PCT,trailing_sl,Trail=8%,RSI(10)>55,2.5,10,30,191,84,107,44.0,0.7,6.78,-4.08,27.19,-8.0,1.3,0.7,675465,10675465,6.75,8.1,-0.94,end_of_data=1; trailing_sl=190
A_RSI7p60_TRAIL_8PCT,trailing_sl,Trail=8%,RSI(7)>60,2.5,10,30,226,102,124,45.1,0.87,6.94,-4.13,27.19,-8.0,1.38,0.87,1016551,11016551,10.17,8.3,-0.8,end_of_data=1; trailing_sl=225
A_RSI10p60_TRAIL_8PCT,trailing_sl,Trail=8%,RSI(10)>60,2.5,10,30,191,84,107,44.0,0.7,6.78,-4.08,27.19,-8.0,1.3,0.7,675465,10675465,6.75,8.1,-0.94,end_of_data=1; trailing_sl=190
A_RSI7p65_TRAIL_8PCT,trailing_sl,Trail=8%,RSI(7)>65,2.5,10,30,226,102,124,45.1,0.87,6.94,-4.13,27.19,-8.0,1.38,0.87,1016551,11016551,10.17,8.3,-0.8,end_of_data=1; trailing_sl=225
A_RSI10p65_TRAIL_8PCT,trailing_sl,Trail=8%,RSI(10)>65,2.5,10,30,191,84,107,44.0,0.7,6.78,-4.08,27.19,-8.0,1.3,0.7,675465,10675465,6.75,8.1,-0.94,end_of_data=1; trailing_sl=190
A_EMA5_FIX_T30_SL15,fixed_target,"T=30%,SL=15%",Close>EMA5,2.5,10,30,233,125,108,53.6,10.08,32.99,-16.44,49.96,-30.03,2.22,10.08,21669587,31669587,216.7,82.6,30.08,end_of_data=12; stop_loss=102; target_hit=119
A_EMA7_FIX_T30_SL15,fixed_target,"T=30%,SL=15%",Close>EMA7,2.5,10,30,233,125,108,53.6,10.08,32.99,-16.44,49.96,-30.03,2.22,10.08,21669587,31669587,216.7,82.6,30.08,end_of_data=12; stop_loss=102; target_hit=119
A_EMA5_FIX_T15_SL7,fixed_target,"T=15%,SL=7%",Close>EMA5,2.5,10,30,233,113,120,48.5,4.18,17.87,-8.71,27.87,-14.53,1.92,4.18,6177942,16177941,61.78,27.0,-7.04,end_of_data=5; stop_loss=119; target_hit=109
A_EMA7_FIX_T15_SL7,fixed_target,"T=15%,SL=7%",Close>EMA7,2.5,10,30,233,113,120,48.5,4.18,17.87,-8.71,27.87,-14.53,1.92,4.18,6177942,16177941,61.78,27.0,-7.04,end_of_data=5; stop_loss=119; target_hit=109
A_EMA5_FIX_T20_SL10,fixed_target,"T=20%,SL=10%",Close>EMA5,2.5,10,30,233,116,117,49.8,5.89,23.56,-11.63,43.92,-21.83,1.94,5.89,9649129,19649129,96.49,40.6,-1.38,end_of_data=8; stop_loss=114; target_hit=111
A_EMA7_FIX_T20_SL10,fixed_target,"T=20%,SL=10%",Close>EMA7,2.5,10,30,233,116,117,49.8,5.89,23.56,-11.63,43.92,-21.83,1.94,5.89,9649129,19649129,96.49,40.6,-1.38,end_of_data=8; stop_loss=114; target_hit=111
A_EMA5_TRAIL_8PCT,trailing_sl,Trail=8%,Close>EMA5,2.5,10,30,233,107,126,45.9,4.33,14.3,-4.13,654.88,-8.0,2.81,4.33,5806704,15806704,58.07,10.5,-0.68,end_of_data=1; trailing_sl=232
A_EMA7_TRAIL_8PCT,trailing_sl,Trail=8%,Close>EMA7,2.5,10,30,233,107,126,45.9,4.33,14.3,-4.13,654.88,-8.0,2.81,4.33,5806704,15806704,58.07,10.5,-0.68,end_of_data=1; trailing_sl=232
A_ADX7p15_FIX_T30_SL15,fixed_target,"T=30%,SL=15%",ADX(7)>15,2.5,10,30,232,125,107,53.9,10.19,32.99,-16.45,49.96,-30.03,2.24,10.19,21916322,31916322,219.16,82.9,30.09,end_of_data=12; stop_loss=101; target_hit=119
A_ADX7p20_FIX_T30_SL15,fixed_target,"T=30%,SL=15%",ADX(7)>20,2.5,10,30,232,125,107,53.9,10.19,32.99,-16.45,49.96,-30.03,2.24,10.19,21916322,31916322,219.16,82.9,30.09,end_of_data=12; stop_loss=101; target_hit=119
A_ADX7p25_FIX_T30_SL15,fixed_target,"T=30%,SL=15%",ADX(7)>25,2.5,10,30,232,125,107,53.9,10.19,32.99,-16.45,49.96,-30.03,2.24,10.19,21916322,31916322,219.16,82.9,30.09,end_of_data=12; stop_loss=101; target_hit=119
A_ADX7p15_FIX_T15_SL7,fixed_target,"T=15%,SL=7%",ADX(7)>15,2.5,10,30,232,113,119,48.7,4.23,17.87,-8.72,27.87,-14.53,1.94,4.23,6238685,16238685,62.39,27.1,-7.03,end_of_data=5; stop_loss=118; target_hit=109
A_ADX7p20_FIX_T15_SL7,fixed_target,"T=15%,SL=7%",ADX(7)>20,2.5,10,30,232,113,119,48.7,4.23,17.87,-8.72,27.87,-14.53,1.94,4.23,6238685,16238685,62.39,27.1,-7.03,end_of_data=5; stop_loss=118; target_hit=109
A_ADX7p25_FIX_T15_SL7,fixed_target,"T=15%,SL=7%",ADX(7)>25,2.5,10,30,232,113,119,48.7,4.23,17.87,-8.72,27.87,-14.53,1.94,4.23,6238685,16238685,62.39,27.1,-7.03,end_of_data=5; stop_loss=118; target_hit=109
A_ADX7p15_FIX_T20_SL10,fixed_target,"T=20%,SL=10%",ADX(7)>15,2.5,10,30,232,116,116,50.0,5.97,23.56,-11.63,43.92,-21.83,1.96,5.97,9769918,19769918,97.7,40.7,0.68,end_of_data=8; stop_loss=113; target_hit=111
A_ADX7p20_FIX_T20_SL10,fixed_target,"T=20%,SL=10%",ADX(7)>20,2.5,10,30,232,116,116,50.0,5.97,23.56,-11.63,43.92,-21.83,1.96,5.97,9769918,19769918,97.7,40.7,0.68,end_of_data=8; stop_loss=113; target_hit=111
A_ADX7p25_FIX_T20_SL10,fixed_target,"T=20%,SL=10%",ADX(7)>25,2.5,10,30,232,116,116,50.0,5.97,23.56,-11.63,43.92,-21.83,1.96,5.97,9769918,19769918,97.7,40.7,0.68,end_of_data=8; stop_loss=113; target_hit=111
A_ADX7p15_TRAIL_8PCT,trailing_sl,Trail=8%,ADX(7)>15,2.5,10,30,232,106,126,45.7,4.33,14.39,-4.13,654.88,-8.0,2.8,4.33,5770287,15770287,57.7,10.5,-0.7,end_of_data=1; trailing_sl=231
A_ADX7p20_TRAIL_8PCT,trailing_sl,Trail=8%,ADX(7)>20,2.5,10,30,232,106,126,45.7,4.33,14.39,-4.13,654.88,-8.0,2.8,4.33,5770287,15770287,57.7,10.5,-0.7,end_of_data=1; trailing_sl=231
A_ADX7p25_TRAIL_8PCT,trailing_sl,Trail=8%,ADX(7)>25,2.5,10,30,232,106,126,45.7,4.33,14.39,-4.13,654.88,-8.0,2.8,4.33,5770287,15770287,57.7,10.5,-0.7,end_of_data=1; trailing_sl=231
A_BRK1PCT_FIX_T30_SL15,fixed_target,"T=30%,SL=15%",Breakout>1%,2.5,10,30,204,108,96,52.9,10.05,33.57,-16.41,49.96,-30.03,2.2,10.05,17349054,27349054,173.49,74.4,30.09,end_of_data=9; stop_loss=90; target_hit=105
A_BRK2PCT_FIX_T30_SL15,fixed_target,"T=30%,SL=15%",Breakout>2%,2.5,10,30,167,87,80,52.1,9.33,33.17,-16.6,49.96,-30.03,2.06,9.33,11459207,21459208,114.59,65.1,30.01,end_of_data=7; stop_loss=76; target_hit=84
A_BRK3PCT_FIX_T30_SL15,fixed_target,"T=30%,SL=15%",Breakout>3%,2.5,10,30,131,72,59,55.0,10.88,33.55,-16.79,49.96,-30.03,2.3,10.88,10136178,20136178,101.36,60.3,30.18,end_of_data=4; stop_loss=57; target_hit=70
A_BRK5PCT_FIX_T30_SL15,fixed_target,"T=30%,SL=15%",Breakout>5%,2.5,10,30,95,51,44,53.7,10.14,33.33,-16.75,43.92,-25.81,2.19,10.14,6044476,16044476,60.44,58.1,30.13,end_of_data=2; stop_loss=43; target_hit=50
A_BRK1PCT_FIX_T15_SL7,fixed_target,"T=15%,SL=7%",Breakout>1%,2.5,10,30,204,94,110,46.1,3.61,18.03,-8.72,27.87,-14.53,1.76,3.61,4378657,14378657,43.79,23.7,-7.07,end_of_data=3; stop_loss=109; target_hit=92
A_BRK2PCT_FIX_T15_SL7,fixed_target,"T=15%,SL=7%",Breakout>2%,2.5,10,30,167,79,88,47.3,3.78,17.79,-8.8,27.87,-14.53,1.79,3.78,3652959,13652959,36.53,20.5,-7.07,end_of_data=3; stop_loss=87; target_hit=77
A_BRK3PCT_FIX_T15_SL7,fixed_target,"T=15%,SL=7%",Breakout>3%,2.5,10,30,131,64,67,48.9,4.3,18.08,-8.86,27.87,-14.53,1.93,4.3,3206539,13206539,32.07,19.7,-7.04,end_of_data=2; stop_loss=66; target_hit=63
A_BRK5PCT_FIX_T15_SL7,fixed_target,"T=15%,SL=7%",Breakout>5%,2.5,10,30,95,45,50,47.4,4.09,18.44,-8.81,27.87,-14.53,1.88,4.09,2116329,12116329,21.16,18.1,-7.07,end_of_data=1; stop_loss=49; target_hit=45
A_BRK1PCT_FIX_T20_SL10,fixed_target,"T=20%,SL=10%",Breakout>1%,2.5,10,30,204,96,108,47.1,5.06,23.89,-11.68,43.92,-21.83,1.76,5.06,6600369,16600369,66.0,36.5,-10.08,end_of_data=6; stop_loss=105; target_hit=93
A_BRK2PCT_FIX_T20_SL10,fixed_target,"T=20%,SL=10%",Breakout>2%,2.5,10,30,167,78,89,46.7,4.96,24.1,-11.82,43.92,-21.83,1.73,4.96,5013000,15013000,50.13,34.4,-10.11,end_of_data=5; stop_loss=87; target_hit=75
A_BRK3PCT_FIX_T20_SL10,fixed_target,"T=20%,SL=10%",Breakout>3%,2.5,10,30,131,67,64,51.1,6.73,24.38,-11.74,43.92,-17.52,2.12,6.73,5442922,15442923,54.43,32.4,6.33,end_of_data=4; stop_loss=62; target_hit=65
A_BRK5PCT_FIX_T20_SL10,fixed_target,"T=20%,SL=10%",Breakout>5%,2.5,10,30,95,48,47,50.5,6.9,25.18,-11.76,43.92,-17.52,2.16,6.9,3813431,13813431,38.13,30.5,2.74,end_of_data=2; stop_loss=46; target_hit=47
A_BRK1PCT_TRAIL_8PCT,trailing_sl,Trail=8%,Breakout>1%,2.5,10,30,204,92,112,45.1,4.66,15.31,-4.1,654.88,-8.0,2.89,4.66,5348954,15348955,53.49,9.6,-0.8,trailing_sl=204
A_BRK2PCT_TRAIL_8PCT,trailing_sl,Trail=8%,Breakout>2%,2.5,10,30,167,76,91,45.5,5.59,16.98,-3.93,654.88,-8.0,3.43,5.59,5224453,15224453,52.24,8.6,-0.66,trailing_sl=167
A_BRK3PCT_TRAIL_8PCT,trailing_sl,Trail=8%,Breakout>3%,2.5,10,30,131,60,71,45.8,7.04,19.95,-3.87,654.88,-8.0,4.18,7.04,5143488,15143487,51.43,8.5,-0.28,trailing_sl=131
A_BRK5PCT_TRAIL_8PCT,trailing_sl,Trail=8%,Breakout>5%,2.5,10,30,95,48,47,50.5,2.23,8.17,-3.83,41.48,-8.0,2.19,2.23,1110157,11110157,11.1,4.4,0.05,trailing_sl=95
A_LISTGAIN_FIX_T30_SL15,fixed_target,"T=30%,SL=15%",ListingGain,2.5,10,30,99,53,46,53.5,10.43,33.72,-16.41,49.96,-25.81,2.28,10.43,6599208,16599208,65.99,65.6,30.03,end_of_data=5; stop_loss=43; target_hit=51
A_LISTGAIN_FIX_T15_SL7,fixed_target,"T=15%,SL=7%",ListingGain,2.5,10,30,99,44,55,44.4,3.02,18.06,-9.02,27.87,-14.53,1.59,3.02,1581601,11581601,15.82,20.1,-7.38,end_of_data=1; stop_loss=55; target_hit=43
A_LISTGAIN_FIX_T20_SL10,fixed_target,"T=20%,SL=10%",ListingGain,2.5,10,30,99,49,50,49.5,6.23,24.76,-11.94,43.92,-21.83,1.96,6.23,3543393,13543393,35.43,32.3,-5.88,end_of_data=3; stop_loss=49; target_hit=47
A_LISTGAIN_TRAIL_8PCT,trailing_sl,Trail=8%,ListingGain,2.5,10,30,99,41,58,41.4,0.45,6.66,-3.94,35.21,-8.0,1.19,0.45,220925,10220925,2.21,5.6,-1.09,trailing_sl=99
A_GAPUP_FIX_T30_SL15,fixed_target,"T=30%,SL=15%",GapUp,2.5,10,30,201,105,96,52.2,9.54,33.38,-16.54,49.96,-30.03,2.13,9.54,15595815,25595815,155.96,81.6,30.01,end_of_data=9; stop_loss=91; target_hit=101
A_GAPUP_FIX_T15_SL7,fixed_target,"T=15%,SL=7%",GapUp,2.5,10,30,201,99,102,49.3,4.55,18.19,-8.69,27.87,-14.53,2.04,4.55,5714330,15714330,57.14,26.8,-7.01,end_of_data=3; stop_loss=101; target_hit=97
A_GAPUP_FIX_T20_SL10,fixed_target,"T=20%,SL=10%",GapUp,2.5,10,30,201,101,100,50.2,6.38,24.16,-11.58,43.92,-17.52,2.06,6.38,8807619,18807619,88.08,40.2,2.74,end_of_data=6; stop_loss=97; target_hit=98
A_GAPUP_TRAIL_8PCT,trailing_sl,Trail=8%,GapUp,2.5,10,30,201,99,102,49.3,5.25,14.9,-4.12,654.88,-8.0,3.35,5.25,6176020,16176020,61.76,10.1,-0.06,end_of_data=1; trailing_sl=200
A_ABVAVG_FIX_T30_SL15,fixed_target,"T=30%,SL=15%",AboveAvgPrice,2.5,10,30,233,125,108,53.6,10.08,32.99,-16.44,49.96,-30.03,2.22,10.08,21669587,31669587,216.7,82.6,30.08,end_of_data=12; stop_loss=102; target_hit=119
A_ABVAVG_FIX_T15_SL7,fixed_target,"T=15%,SL=7%",AboveAvgPrice,2.5,10,30,233,113,120,48.5,4.18,17.87,-8.71,27.87,-14.53,1.92,4.18,6177942,16177941,61.78,27.0,-7.04,end_of_data=5; stop_loss=119; target_hit=109
A_ABVAVG_FIX_T20_SL10,fixed_target,"T=20%,SL=10%",AboveAvgPrice,2.5,10,30,233,116,117,49.8,5.89,23.56,-11.63,43.92,-21.83,1.94,5.89,9649129,19649129,96.49,40.6,-1.38,end_of_data=8; stop_loss=114; target_hit=111
A_ABVAVG_TRAIL_8PCT,trailing_sl,Trail=8%,AboveAvgPrice,2.5,10,30,233,107,126,45.9,4.33,14.3,-4.13,654.88,-8.0,2.81,4.33,5806704,15806704,58.07,10.5,-0.68,end_of_data=1; trailing_sl=232
A_CONSEC2_FIX_T30_SL15,fixed_target,"T=30%,SL=15%",ConsecClose=2,2.5,10,30,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10000000,0.0,0.0,0,
A_CONSEC2_FIX_T15_SL7,fixed_target,"T=15%,SL=7%",ConsecClose=2,2.5,10,30,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10000000,0.0,0.0,0,
A_CONSEC2_FIX_T20_SL10,fixed_target,"T=20%,SL=10%",ConsecClose=2,2.5,10,30,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10000000,0.0,0.0,0,
A_CONSEC2_TRAIL_8PCT,trailing_sl,Trail=8%,ConsecClose=2,2.5,10,30,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10000000,0.0,0.0,0,
A_MFI7p50_FIX_T30_SL15,fixed_target,"T=30%,SL=15%",MFI(7)>50,2.5,10,30,232,125,107,53.9,10.19,32.99,-16.44,49.96,-30.03,2.25,10.19,21924092,31924092,219.24,82.5,30.09,end_of_data=12; stop_loss=101; target_hit=119
A_MFI7p60_FIX_T30_SL15,fixed_target,"T=30%,SL=15%",MFI(7)>60,2.5,10,30,208,108,100,51.9,9.3,32.91,-16.19,49.96,-30.03,2.14,9.3,15825217,25825217,158.25,80.9,6.63,end_of_data=12; stop_loss=94; target_hit=102
A_MFI7p50_FIX_T15_SL7,fixed_target,"T=15%,SL=7%",MFI(7)>50,2.5,10,30,232,113,119,48.7,4.26,17.87,-8.66,27.87,-14.53,1.96,4.26,6296046,16296046,62.96,26.8,-7.03,end_of_data=5; stop_loss=118; target_hit=109
A_MFI7p60_FIX_T15_SL7,fixed_target,"T=15%,SL=7%",MFI(7)>60,2.5,10,30,208,99,109,47.6,3.88,17.72,-8.69,27.87,-14.53,1.84,3.88,4895338,14895338,48.95,27.6,-7.07,end_of_data=5; stop_loss=108; target_hit=95
A_MFI7p50_FIX_T20_SL10,fixed_target,"T=20%,SL=10%",MFI(7)>50,2.5,10,30,232,116,116,50.0,5.98,23.56,-11.61,43.92,-21.83,1.97,5.98,9792575,19792575,97.93,40.4,0.68,end_of_data=8; stop_loss=113; target_hit=111
A_MFI7p60_FIX_T20_SL10,fixed_target,"T=20%,SL=10%",MFI(7)>60,2.5,10,30,208,100,108,48.1,5.16,23.28,-11.62,43.61,-21.83,1.81,5.16,6941925,16941925,69.42,40.8,-10.02,end_of_data=8; stop_loss=105; target_hit=95
A_MFI7p50_TRAIL_8PCT,trailing_sl,Trail=8%,MFI(7)>50,2.5,10,30,232,107,125,46.1,4.38,14.3,-4.1,654.88,-8.0,2.86,4.38,5870185,15870185,58.7,10.2,-0.67,end_of_data=1; trailing_sl=231
A_MFI7p60_TRAIL_8PCT,trailing_sl,Trail=8%,MFI(7)>60,2.5,10,30,208,93,115,44.7,0.81,6.77,-4.0,25.92,-8.0,1.36,0.81,869231,10869231,8.69,8.3,-0.8,end_of_data=1; trailing_sl=207
B_HYBRID_T15_TR8_SL5,target_or_trail,"Hybrid=target_or_trail,T=15%,Trail=8%,SL=5%",Hybrid:Target+Trail,2.5,10,30,233,106,127,45.5,1.69,9.15,-4.54,25.7,-14.49,1.68,1.69,2147598,12147598,21.48,7.8,-0.71,end_of_data=1; hybrid_sl=47; hybrid_target=36; hybrid_trail=149
