label,exit_strategy,exit_params,vol_multiplier,ath_lookback,vol_avg_period,total_trades,winners,losers,win_rate,avg_return_pct,avg_winner_pct,avg_loser_pct,max_return_pct,max_loss_pct,profit_factor,expectancy,total_pnl,final_capital,total_return_pct,avg_hold_days,median_return_pct,exit_breakdown
FIX_T25_SL10_V1.5_ATH10_VA30,fixed_target,"T=25%,SL=10%",1.5,10,30,51,25,26,49.0,7.88,28.46,-11.9,43.61,-18.13,2.27,7.88,2189684,12189684,21.9,64.5,-10.11,stop_loss=26; target_hit=25
FIX_T25_SL10_V2.0_ATH3_VA15,fixed_target,"T=25%,SL=10%",2.0,3,15,34,19,15,55.9,10.84,28.12,-11.05,43.61,-14.53,3.15,10.84,1997638,11997638,19.98,76.8,25.18,stop_loss=15; target_hit=19
FIX_T25_SL10_V2.0_ATH3_VA20,fixed_target,"T=25%,SL=10%",2.0,3,20,32,17,15,53.1,9.82,28.27,-11.09,43.61,-14.53,2.81,9.82,1678937,11678937,16.79,83.0,25.04,stop_loss=15; target_hit=17
FIX_T25_SL10_V2.0_ATH3_VA30,fixed_target,"T=25%,SL=10%",2.0,3,30,29,15,14,51.7,9.33,28.37,-11.08,43.61,-14.53,2.68,9.33,1427890,11427890,14.28,70.7,25.01,stop_loss=14; target_hit=15
FIX_T25_SL10_V2.0_ATH5_VA15,fixed_target,"T=25%,SL=10%",2.0,5,15,38,21,17,55.3,10.41,27.91,-11.21,43.61,-14.53,3.01,10.41,2157920,12157920,21.58,80.0,25.18,stop_loss=17; target_hit=21
FIX_T25_SL10_V2.0_ATH5_VA20,fixed_target,"T=25%,SL=10%",2.0,5,20,35,19,16,54.3,10.07,28.03,-11.25,43.61,-14.53,2.88,10.07,1901873,11901873,19.02,83.6,25.07,stop_loss=16; target_hit=19
FIX_T25_SL10_V2.0_ATH5_VA30,fixed_target,"T=25%,SL=10%",2.0,5,30,33,17,16,51.5,9.01,28.08,-11.25,43.61,-14.53,2.6,9.01,1580561,11580561,15.81,75.1,25.01,stop_loss=16; target_hit=17
FIX_T25_SL10_V2.0_ATH7_VA15,fixed_target,"T=25%,SL=10%",2.0,7,15,41,23,18,56.1,10.63,28.04,-11.61,43.61,-18.32,3.02,10.63,2403657,12403657,24.04,83.6,25.29,stop_loss=18; target_hit=23
FIX_T25_SL10_V2.0_ATH7_VA20,fixed_target,"T=25%,SL=10%",2.0,7,20,37,21,16,56.8,11.12,28.16,-11.25,43.61,-14.53,3.19,11.12,2254675,12254675,22.55,88.5,25.29,stop_loss=16; target_hit=21
FIX_T25_SL10_V2.0_ATH7_VA30,fixed_target,"T=25%,SL=10%",2.0,7,30,34,18,16,52.9,9.53,28.0,-11.25,43.61,-14.53,2.75,9.53,1735227,11735227,17.35,82.1,25.04,stop_loss=16; target_hit=18
FIX_T25_SL10_V2.0_ATH10_VA15,fixed_target,"T=25%,SL=10%",2.0,10,15,49,26,23,53.1,9.54,28.57,-11.98,43.61,-18.32,2.66,9.54,2592223,12592223,25.92,73.4,25.07,stop_loss=23; target_hit=26
FIX_T25_SL10_V2.0_ATH10_VA20,fixed_target,"T=25%,SL=10%",2.0,10,20,45,24,21,53.3,9.84,28.72,-11.74,43.61,-17.52,2.74,9.84,2440977,12440977,24.41,76.6,25.07,stop_loss=21; target_hit=24
FIX_T25_SL10_V2.0_ATH10_VA30,fixed_target,"T=25%,SL=10%",2.0,10,30,42,21,21,50.0,8.46,28.66,-11.74,43.61,-17.52,2.41,8.46,1913632,11913632,19.14,70.6,7.45,stop_loss=21; target_hit=21
FIX_T25_SL10_V2.5_ATH3_VA15,fixed_target,"T=25%,SL=10%",2.5,3,15,27,15,12,55.6,10.93,28.56,-11.1,43.61,-14.53,3.11,10.93,1569655,11569655,15.7,56.7,25.07,stop_loss=12; target_hit=15
FIX_T25_SL10_V2.5_ATH3_VA20,fixed_target,"T=25%,SL=10%",2.5,3,20,25,14,11,56.0,11.1,28.59,-11.15,43.61,-14.53,3.14,11.1,1470227,11470227,14.7,58.5,25.07,stop_loss=11; target_hit=14
FIX_T25_SL10_V2.5_ATH3_VA30,fixed_target,"T=25%,SL=10%",2.5,3,30,23,13,10,56.5,11.42,28.86,-11.24,43.61,-14.53,3.22,11.42,1386435,11386435,13.86,56.3,25.89,stop_loss=10; target_hit=13
FIX_T25_SL10_V2.5_ATH5_VA15,fixed_target,"T=25%,SL=10%",2.5,5,15,31,17,14,54.8,10.39,28.25,-11.3,43.61,-14.53,2.94,10.39,1724220,11724220,17.24,63.2,25.07,stop_loss=14; target_hit=17
FIX_T25_SL10_V2.5_ATH5_VA20,fixed_target,"T=25%,SL=10%",2.5,5,20,29,16,13,55.2,10.5,28.26,-11.35,43.61,-14.53,2.96,10.5,1623464,11623464,16.23,65.2,25.07,stop_loss=13; target_hit=16
FIX_T25_SL10_V2.5_ATH5_VA30,fixed_target,"T=25%,SL=10%",2.5,5,30,25,15,10,60.0,12.56,28.47,-11.3,43.61,-14.53,3.65,12.56,1680637,11680637,16.81,60.7,25.89,stop_loss=10; target_hit=15
FIX_T25_SL10_V2.5_ATH7_VA15,fixed_target,"T=25%,SL=10%",2.5,7,15,33,19,14,57.6,11.54,28.37,-11.3,43.61,-14.53,3.29,11.54,2071755,12071755,20.72,70.0,25.48,stop_loss=14; target_hit=19
FIX_T25_SL10_V2.5_ATH7_VA20,fixed_target,"T=25%,SL=10%",2.5,7,20,31,18,13,58.1,11.72,28.38,-11.35,43.61,-14.53,3.33,11.72,1968013,11968013,19.68,72.3,25.48,stop_loss=13; target_hit=18
FIX_T25_SL10_V2.5_ATH7_VA30,fixed_target,"T=25%,SL=10%",2.5,7,30,26,16,10,61.5,13.11,28.36,-11.3,43.61,-14.53,3.89,13.11,1836639,11836639,18.37,70.5,25.91,stop_loss=10; target_hit=16
FIX_T25_SL10_V2.5_ATH10_VA15,fixed_target,"T=25%,SL=10%",2.5,10,15,38,20,18,52.6,9.42,28.56,-11.84,43.61,-17.52,2.62,9.42,1931171,11931171,19.31,63.9,25.04,stop_loss=18; target_hit=20
FIX_T25_SL10_V2.5_ATH10_VA20,fixed_target,"T=25%,SL=10%",2.5,10,20,36,19,17,52.8,9.46,28.58,-11.91,43.61,-17.52,2.61,9.46,1828637,11828637,18.29,65.6,25.04,stop_loss=17; target_hit=19
FIX_T25_SL10_V2.5_ATH10_VA30,fixed_target,"T=25%,SL=10%",2.5,10,30,31,17,14,54.8,10.25,28.58,-12.0,43.61,-17.52,2.84,10.25,1698793,11698793,16.99,63.0,25.48,stop_loss=14; target_hit=17
FIX_T15_SL7_V1.0_ATH3_VA15,fixed_target,"T=15%,SL=7%",1.0,3,15,48,27,21,56.2,6.4,17.98,-8.49,27.11,-14.53,2.67,6.4,1644574,11644574,16.45,28.5,15.33,stop_loss=21; target_hit=27
FIX_T15_SL7_V1.0_ATH3_VA20,fixed_target,"T=15%,SL=7%",1.0,3,20,47,26,21,55.3,6.22,18.07,-8.46,27.11,-14.53,2.61,6.22,1558630,11558630,15.59,29.3,15.16,stop_loss=21; target_hit=26
FIX_T15_SL7_V1.0_ATH3_VA30,fixed_target,"T=15%,SL=7%",1.0,3,30,46,25,21,54.3,6.02,18.19,-8.46,27.11,-14.53,2.53,6.02,1471689,11471689,14.72,28.6,15.29,stop_loss=21; target_hit=25
FIX_T15_SL7_V1.0_ATH5_VA15,fixed_target,"T=15%,SL=7%",1.0,5,15,52,29,23,55.8,6.28,17.89,-8.37,27.11,-14.53,2.64,6.28,1756405,11756405,17.56,29.0,15.31,stop_loss=23; target_hit=29
FIX_T15_SL7_V1.0_ATH5_VA20,fixed_target,"T=15%,SL=7%",1.0,5,20,51,28,23,54.9,6.11,17.97,-8.34,27.11,-14.53,2.58,6.11,1669636,11669636,16.7,29.6,15.16,stop_loss=23; target_hit=28
FIX_T15_SL7_V1.0_ATH5_VA30,fixed_target,"T=15%,SL=7%",1.0,5,30,49,27,22,55.1,6.19,18.08,-8.39,27.11,-14.53,2.61,6.19,1623238,11623238,16.23,29.5,15.46,stop_loss=22; target_hit=27
FIX_T15_SL7_V1.0_ATH7_VA15,fixed_target,"T=15%,SL=7%",1.0,7,15,57,32,25,56.1,6.34,17.81,-8.33,27.11,-14.53,2.68,6.34,1963421,11963421,19.63,32.5,15.46,stop_loss=25; target_hit=32
FIX_T15_SL7_V1.0_ATH7_VA20,fixed_target,"T=15%,SL=7%",1.0,7,20,56,31,25,55.4,6.19,17.88,-8.3,27.11,-14.53,2.63,6.19,1875124,11875124,18.75,33.2,15.31,stop_loss=25; target_hit=31
FIX_T15_SL7_V1.0_ATH7_VA30,fixed_target,"T=15%,SL=7%",1.0,7,30,54,30,24,55.6,6.27,17.97,-8.35,27.11,-14.53,2.66,6.27,1827909,11827909,18.28,33.2,15.48,stop_loss=24; target_hit=30
FIX_T15_SL7_V1.0_ATH10_VA15,fixed_target,"T=15%,SL=7%",1.0,10,15,67,36,31,53.7,5.43,17.8,-8.94,27.11,-18.13,2.25,5.43,1972647,11972647,19.73,29.6,15.16,stop_loss=31; target_hit=36
FIX_T15_SL7_V1.0_ATH10_VA20,fixed_target,"T=15%,SL=7%",1.0,10,20,66,35,31,53.0,5.28,17.87,-8.92,27.11,-18.13,2.21,5.28,1884283,11884283,18.84,30.1,15.12,stop_loss=31; target_hit=35
FIX_T15_SL7_V1.0_ATH10_VA30,fixed_target,"T=15%,SL=7%",1.0,10,30,64,34,30,53.1,5.32,17.95,-8.98,27.11,-18.13,2.22,5.32,1837031,11837031,18.37,30.0,15.28,stop_loss=30; target_hit=34
FIX_T15_SL7_V1.25_ATH3_VA15,fixed_target,"T=15%,SL=7%",1.25,3,15,46,27,19,58.7,7.07,17.98,-8.44,27.11,-14.53,2.97,7.07,1749765,11749765,17.5,29.0,15.57,stop_loss=19; target_hit=27
FIX_T15_SL7_V1.25_ATH3_VA20,fixed_target,"T=15%,SL=7%",1.25,3,20,44,26,18,59.1,7.21,18.07,-8.47,27.11,-14.53,3.03,7.21,1705327,11705327,17.05,29.3,15.74,stop_loss=18; target_hit=26
FIX_T15_SL7_V1.25_ATH3_VA30,fixed_target,"T=15%,SL=7%",1.25,3,30,40,22,18,55.0,6.17,18.14,-8.47,27.11,-14.53,2.59,6.17,1299870,11299870,13.0,29.4,15.29,stop_loss=18; target_hit=22
FIX_T15_SL7_V1.25_ATH5_VA15,fixed_target,"T=15%,SL=7%",1.25,5,15,50,29,21,58.0,6.89,17.89,-8.31,27.11,-14.53,2.9,6.89,1862607,11862607,18.63,29.4,15.48,stop_loss=21; target_hit=29
FIX_T15_SL7_V1.25_ATH5_VA20,fixed_target,"T=15%,SL=7%",1.25,5,20,48,28,20,58.3,7.01,17.97,-8.33,27.11,-14.53,2.96,7.01,1817742,11817742,18.18,29.7,15.48,stop_loss=20; target_hit=28
FIX_T15_SL7_V1.25_ATH5_VA30,fixed_target,"T=15%,SL=7%",1.25,5,30,43,24,19,55.8,6.35,18.02,-8.39,27.11,-14.53,2.68,6.35,1449149,11449149,14.49,30.3,15.46,stop_loss=19; target_hit=24
FIX_T15_SL7_V1.25_ATH7_VA15,fixed_target,"T=15%,SL=7%",1.25,7,15,54,31,23,57.4,6.69,17.79,-8.27,27.11,-14.53,2.83,6.69,1961792,11961792,19.62,33.0,15.48,stop_loss=23; target_hit=31
FIX_T15_SL7_V1.25_ATH7_VA20,fixed_target,"T=15%,SL=7%",1.25,7,20,52,30,22,57.7,6.8,17.86,-8.29,27.11,-14.53,2.88,6.8,1916552,11916552,19.17,33.4,15.48,stop_loss=22; target_hit=30
FIX_T15_SL7_V1.25_ATH7_VA30,fixed_target,"T=15%,SL=7%",1.25,7,30,47,26,21,55.3,6.17,17.89,-8.34,27.11,-14.53,2.62,6.17,1544877,11544877,15.45,34.4,15.46,stop_loss=21; target_hit=26
FIX_T15_SL7_V1.25_ATH10_VA15,fixed_target,"T=15%,SL=7%",1.25,10,15,62,35,27,56.5,6.21,17.79,-8.79,27.11,-18.13,2.56,6.21,2103970,12103970,21.04,29.9,15.48,stop_loss=27; target_hit=35
FIX_T15_SL7_V1.25_ATH10_VA20,fixed_target,"T=15%,SL=7%",1.25,10,20,60,34,26,56.7,6.29,17.85,-8.82,27.11,-18.13,2.59,6.29,2058192,12058192,20.58,30.1,15.48,stop_loss=26; target_hit=34
FIX_T15_SL7_V1.25_ATH10_VA30,fixed_target,"T=15%,SL=7%",1.25,10,30,55,30,25,54.5,5.71,17.87,-8.89,27.11,-18.13,2.38,5.71,1682100,11682100,16.82,30.7,15.46,stop_loss=25; target_hit=30
FIX_T15_SL7_V1.5_ATH3_VA15,fixed_target,"T=15%,SL=7%",1.5,3,15,43,25,18,58.1,6.94,18.03,-8.47,27.11,-14.53,2.91,6.94,1595090,11595090,15.95,29.9,15.5,stop_loss=18; target_hit=25
FIX_T15_SL7_V1.5_ATH3_VA20,fixed_target,"T=15%,SL=7%",1.5,3,20,41,23,18,56.1,6.51,18.23,-8.47,27.11,-14.53,2.71,6.51,1413925,11413925,14.14,30.1,15.16,stop_loss=18; target_hit=23
FIX_T15_SL7_V1.5_ATH3_VA30,fixed_target,"T=15%,SL=7%",1.5,3,30,36,19,17,52.8,5.69,18.42,-8.53,27.11,-14.53,2.39,5.69,1067750,11067750,10.68,27.6,15.09,stop_loss=17; target_hit=19
FIX_T15_SL7_V1.5_ATH5_VA15,fixed_target,"T=15%,SL=7%",1.5,5,15,46,27,19,58.7,7.06,17.94,-8.39,27.11,-14.53,2.98,7.06,1748269,11748269,17.48,30.8,15.48,stop_loss=19; target_hit=27
FIX_T15_SL7_V1.5_ATH5_VA20,fixed_target,"T=15%,SL=7%",1.5,5,20,44,25,19,56.8,6.66,18.11,-8.39,27.11,-14.53,2.79,6.66,1564711,11564711,15.65,31.0,15.31,stop_loss=19; target_hit=25
FIX_T15_SL7_V1.5_ATH5_VA30,fixed_target,"T=15%,SL=7%",1.5,5,30,40,21,19,52.5,5.6,18.26,-8.39,27.11,-14.53,2.38,5.6,1172918,11172918,11.73,30.3,15.09,stop_loss=19; target_hit=21
FIX_T15_SL7_V1.5_ATH7_VA15,fixed_target,"T=15%,SL=7%",1.5,7,15,49,29,20,59.2,7.12,17.82,-8.41,27.11,-14.53,3.01,7.12,1888228,11888228,18.88,34.7,15.5,stop_loss=20; target_hit=29
FIX_T15_SL7_V1.5_ATH7_VA20,fixed_target,"T=15%,SL=7%",1.5,7,20,46,27,19,58.7,7.08,17.97,-8.39,27.11,-14.53,2.99,7.08,1753769,11753769,17.54,35.7,15.48,stop_loss=19; target_hit=27
FIX_T15_SL7_V1.5_ATH7_VA30,fixed_target,"T=15%,SL=7%",1.5,7,30,42,23,19,54.8,6.11,18.09,-8.39,27.11,-14.53,2.58,6.11,1355571,11355571,13.56,35.5,15.28,stop_loss=19; target_hit=23
FIX_T15_SL7_V1.5_ATH10_VA15,fixed_target,"T=15%,SL=7%",1.5,10,15,58,33,25,56.9,6.31,17.82,-8.89,27.11,-18.13,2.59,6.31,1987306,11987306,19.87,31.0,15.48,stop_loss=25; target_hit=33
FIX_T15_SL7_V1.5_ATH10_VA20,fixed_target,"T=15%,SL=7%",1.5,10,20,55,31,24,56.4,6.23,17.95,-8.89,27.11,-18.13,2.56,6.23,1851726,11851726,18.52,31.6,15.46,stop_loss=24; target_hit=31
FIX_T15_SL7_V1.5_ATH10_VA30,fixed_target,"T=15%,SL=7%",1.5,10,30,51,27,24,52.9,5.37,18.04,-8.89,27.11,-18.13,2.25,5.37,1450209,11450209,14.5,31.2,15.09,stop_loss=24; target_hit=27
FIX_T15_SL7_V2.0_ATH3_VA15,fixed_target,"T=15%,SL=7%",2.0,3,15,34,20,14,58.8,7.13,18.16,-8.64,27.11,-14.53,2.96,7.13,1276670,11276670,12.77,29.5,15.33,stop_loss=14; target_hit=20
FIX_T15_SL7_V2.0_ATH3_VA20,fixed_target,"T=15%,SL=7%",2.0,3,20,32,19,13,59.4,7.32,18.28,-8.7,27.11,-14.53,3.02,7.32,1231763,11231763,12.32,32.4,15.33,stop_loss=13; target_hit=19
FIX_T15_SL7_V2.0_ATH3_VA30,fixed_target,"T=15%,SL=7%",2.0,3,30,29,17,12,58.6,7.22,18.54,-8.81,27.11,-14.53,2.93,7.22,1094267,11094267,10.94,27.7,15.5,stop_loss=12; target_hit=17
FIX_T15_SL7_V2.0_ATH5_VA15,fixed_target,"T=15%,SL=7%",2.0,5,15,38,22,16,57.9,6.88,18.03,-8.46,27.11,-14.53,2.89,6.88,1383823,11383823,13.84,32.2,15.31,stop_loss=16; target_hit=22
FIX_T15_SL7_V2.0_ATH5_VA20,fixed_target,"T=15%,SL=7%",2.0,5,20,35,21,14,60.0,7.45,18.13,-8.58,27.11,-14.53,3.11,7.45,1380142,11380142,13.8,33.4,15.46,stop_loss=14; target_hit=21
FIX_T15_SL7_V2.0_ATH5_VA30,fixed_target,"T=15%,SL=7%",2.0,5,30,33,19,14,57.6,6.93,18.35,-8.58,27.11,-14.53,2.86,6.93,1199687,11199687,12.0,31.0,15.46,stop_loss=14; target_hit=19
FIX_T15_SL7_V2.0_ATH7_VA15,fixed_target,"T=15%,SL=7%",2.0,7,15,41,24,17,58.5,6.96,17.89,-8.48,27.11,-14.53,2.93,6.96,1519440,11519440,15.19,36.7,15.46,stop_loss=17; target_hit=24
FIX_T15_SL7_V2.0_ATH7_VA20,fixed_target,"T=15%,SL=7%",2.0,7,20,37,23,14,62.2,7.92,17.97,-8.58,27.11,-14.53,3.37,7.92,1566182,11566183,15.66,39.1,15.5,stop_loss=14; target_hit=23
FIX_T15_SL7_V2.0_ATH7_VA30,fixed_target,"T=15%,SL=7%",2.0,7,30,34,20,14,58.8,7.2,18.26,-8.58,27.11,-14.53,3.0,7.2,1291770,11291770,12.92,37.7,15.48,stop_loss=14; target_hit=20
FIX_T15_SL7_V2.0_ATH10_VA15,fixed_target,"T=15%,SL=7%",2.0,10,15,49,28,21,57.1,6.54,17.87,-8.57,27.11,-14.53,2.75,6.54,1721716,11721716,17.22,32.7,15.46,stop_loss=21; target_hit=28
FIX_T15_SL7_V2.0_ATH10_VA20,fixed_target,"T=15%,SL=7%",2.0,10,20,45,27,18,60.0,7.3,17.94,-8.67,27.11,-14.53,3.06,7.3,1769279,11769279,17.69,34.2,15.5,stop_loss=18; target_hit=27
FIX_T15_SL7_V2.0_ATH10_VA30,fixed_target,"T=15%,SL=7%",2.0,10,30,42,24,18,57.1,6.67,18.18,-8.67,27.11,-14.53,2.77,6.67,1490048,11490048,14.9,32.8,15.48,stop_loss=18; target_hit=24
FIX_T15_SL7_V2.5_ATH3_VA15,fixed_target,"T=15%,SL=7%",2.5,3,15,27,18,9,66.7,9.24,18.4,-9.07,27.11,-14.53,3.98,9.24,1318995,11318995,13.19,26.3,16.15,stop_loss=9; target_hit=18
FIX_T15_SL7_V2.5_ATH3_VA20,fixed_target,"T=15%,SL=7%",2.5,3,20,25,17,8,68.0,9.66,18.54,-9.22,27.11,-14.53,4.17,9.66,1273828,11273828,12.74,26.7,16.34,stop_loss=8; target_hit=17
FIX_T15_SL7_V2.5_ATH3_VA30,fixed_target,"T=15%,SL=7%",2.5,3,30,23,16,7,69.6,10.08,18.63,-9.46,27.11,-14.53,4.41,10.08,1219970,11219970,12.2,23.3,16.34,stop_loss=7; target_hit=16
FIX_T15_SL7_V2.5_ATH5_VA15,fixed_target,"T=15%,SL=7%",2.5,5,15,31,20,11,64.5,8.67,18.23,-8.73,27.11,-14.53,3.73,8.67,1426551,11426551,14.27,30.0,15.98,stop_loss=11; target_hit=20
FIX_T15_SL7_V2.5_ATH5_VA20,fixed_target,"T=15%,SL=7%",2.5,5,20,29,19,10,65.5,8.99,18.35,-8.81,27.11,-14.53,3.87,8.99,1380955,11380955,13.81,30.6,16.15,stop_loss=10; target_hit=19
FIX_T15_SL7_V2.5_ATH5_VA30,fixed_target,"T=15%,SL=7%",2.5,5,30,25,18,7,72.0,10.67,18.41,-9.25,27.11,-14.53,5.01,10.67,1416691,11416691,14.17,24.9,16.34,stop_loss=7; target_hit=18
FIX_T15_SL7_V2.5_ATH7_VA15,fixed_target,"T=15%,SL=7%",2.5,7,15,33,22,11,66.7,9.13,18.06,-8.73,27.11,-14.53,4.06,9.13,1613350,11613350,16.13,36.6,16.12,stop_loss=11; target_hit=22
FIX_T15_SL7_V2.5_ATH7_VA20,fixed_target,"T=15%,SL=7%",2.5,7,20,31,21,10,67.7,9.46,18.15,-8.81,27.11,-14.53,4.23,9.46,1567008,11567008,15.67,37.6,16.15,stop_loss=10; target_hit=21
FIX_T15_SL7_V2.5_ATH7_VA30,fixed_target,"T=15%,SL=7%",2.5,7,30,26,19,7,73.1,10.89,18.31,-9.25,27.11,-14.53,5.27,10.89,1510558,11510558,15.11,33.9,16.39,stop_loss=7; target_hit=19
FIX_T15_SL7_V2.5_ATH10_VA15,fixed_target,"T=15%,SL=7%",2.5,10,15,38,24,14,63.2,8.12,18.04,-8.89,27.11,-14.53,3.44,8.12,1654866,11654866,16.55,33.3,15.87,stop_loss=14; target_hit=24
FIX_T15_SL7_V2.5_ATH10_VA20,fixed_target,"T=15%,SL=7%",2.5,10,20,36,23,13,63.9,8.35,18.13,-8.96,27.11,-14.53,3.52,8.35,1608358,11608358,16.08,34.0,15.94,stop_loss=13; target_hit=23
FIX_T15_SL7_V2.5_ATH10_VA30,fixed_target,"T=15%,SL=7%",2.5,10,30,31,21,10,67.7,9.37,18.27,-9.32,27.11,-14.53,4.07,9.37,1551706,11551706,15.52,30.3,16.15,stop_loss=10; target_hit=21
FIX_T60_SL20_V1.0_ATH3_VA15,fixed_target,"T=60%,SL=20%",1.0,3,15,48,23,25,47.9,18.68,61.87,-21.05,69.63,-28.78,2.58,18.68,5465453,15465453,54.65,277.7,-8.89,end_of_data=3; stop_loss=23; target_hit=22
FIX_T60_SL20_V1.0_ATH3_VA20,fixed_target,"T=60%,SL=20%",1.0,3,20,47,22,25,46.8,18.55,63.54,-21.04,69.63,-28.78,2.56,18.55,5273976,15273976,52.74,276.5,-11.71,end_of_data=2; stop_loss=23; target_hit=22
FIX_T60_SL20_V1.0_ATH3_VA30,fixed_target,"T=60%,SL=20%",1.0,3,30,46,22,24,47.8,19.21,63.54,-21.43,69.63,-28.78,2.6,19.21,5363960,15363960,53.64,256.3,-13.07,end_of_data=1; stop_loss=23; target_hit=22
FIX_T60_SL20_V1.0_ATH5_VA15,fixed_target,"T=60%,SL=20%",1.0,5,15,52,26,26,50.0,20.98,62.92,-20.96,79.75,-28.78,2.88,20.98,7008997,17008997,70.09,281.9,9.55,end_of_data=3; stop_loss=24; target_hit=25
FIX_T60_SL20_V1.0_ATH5_VA20,fixed_target,"T=60%,SL=20%",1.0,5,20,51,25,26,49.0,20.9,64.43,-20.96,79.75,-28.78,2.86,20.9,6798409,16798409,67.98,280.9,-6.08,end_of_data=2; stop_loss=24; target_hit=25
FIX_T60_SL20_V1.0_ATH5_VA30,fixed_target,"T=60%,SL=20%",1.0,5,30,49,24,25,49.0,20.36,63.79,-21.33,73.06,-28.78,2.74,20.36,6249403,16249403,62.49,265.6,-6.08,end_of_data=1; stop_loss=24; target_hit=24
FIX_T60_SL20_V1.0_ATH7_VA15,fixed_target,"T=60%,SL=20%",1.0,7,15,57,29,28,50.9,21.61,62.79,-21.03,79.75,-28.78,3.02,21.61,8223780,18223780,82.24,288.3,25.17,end_of_data=3; stop_loss=26; target_hit=28
FIX_T60_SL20_V1.0_ATH7_VA20,fixed_target,"T=60%,SL=20%",1.0,7,20,56,28,28,50.0,21.55,64.13,-21.03,79.75,-28.78,3.01,21.55,7998152,17998152,79.98,287.5,27.01,end_of_data=2; stop_loss=26; target_hit=28
FIX_T60_SL20_V1.0_ATH7_VA30,fixed_target,"T=60%,SL=20%",1.0,7,30,54,27,27,50.0,21.09,63.55,-21.37,73.06,-28.78,2.9,21.09,7409935,17409935,74.1,273.8,27.01,end_of_data=1; stop_loss=26; target_hit=27
FIX_T60_SL20_V1.0_ATH10_VA15,fixed_target,"T=60%,SL=20%",1.0,10,15,67,32,35,47.8,18.65,62.5,-21.43,79.75,-32.38,2.6,18.65,8352008,18352008,83.52,272.1,-11.71,end_of_data=4; stop_loss=33; target_hit=30
FIX_T60_SL20_V1.0_ATH10_VA20,fixed_target,"T=60%,SL=20%",1.0,10,20,66,31,35,47.0,18.55,63.7,-21.43,79.75,-32.38,2.59,18.55,8124792,18124792,81.25,271.2,-15.86,end_of_data=3; stop_loss=33; target_hit=30
FIX_T60_SL20_V1.0_ATH10_VA30,fixed_target,"T=60%,SL=20%",1.0,10,30,64,30,34,46.9,18.07,63.17,-21.72,73.06,-32.38,2.5,18.07,7532437,17532437,75.32,259.2,-20.02,end_of_data=2; stop_loss=33; target_hit=29
FIX_T60_SL20_V1.25_ATH3_VA15,fixed_target,"T=60%,SL=20%",1.25,3,15,46,23,23,50.0,20.56,61.87,-20.74,69.63,-25.81,2.84,20.56,5851958,15851958,58.52,284.3,9.55,end_of_data=3; stop_loss=21; target_hit=22
FIX_T60_SL20_V1.25_ATH3_VA20,fixed_target,"T=60%,SL=20%",1.25,3,20,44,22,22,50.0,21.39,63.54,-20.76,69.63,-25.81,2.93,21.39,5815877,15815877,58.16,284.3,27.09,end_of_data=2; stop_loss=20; target_hit=22
FIX_T60_SL20_V1.25_ATH3_VA30,fixed_target,"T=60%,SL=20%",1.25,3,30,40,19,21,47.5,18.94,63.3,-21.19,68.16,-25.81,2.59,18.94,4451974,14451974,44.52,274.0,-13.07,end_of_data=1; stop_loss=20; target_hit=19
FIX_T60_SL20_V1.25_ATH5_VA15,fixed_target,"T=60%,SL=20%",1.25,5,15,50,26,24,52.0,22.8,62.92,-20.66,79.75,-25.81,3.16,22.8,7434078,17434078,74.34,288.2,42.64,end_of_data=3; stop_loss=22; target_hit=25
FIX_T60_SL20_V1.25_ATH5_VA20,fixed_target,"T=60%,SL=20%",1.25,5,20,48,25,23,52.1,23.65,64.43,-20.68,79.75,-25.81,3.26,23.65,7394396,17394396,73.94,288.3,60.18,end_of_data=2; stop_loss=21; target_hit=25
FIX_T60_SL20_V1.25_ATH5_VA30,fixed_target,"T=60%,SL=20%",1.25,5,30,43,21,22,48.8,20.28,63.61,-21.08,73.06,-25.81,2.76,20.28,5284858,15284858,52.85,283.3,-6.08,end_of_data=1; stop_loss=21; target_hit=21
FIX_T60_SL20_V1.25_ATH7_VA15,fixed_target,"T=60%,SL=20%",1.25,7,15,54,28,26,51.9,22.58,62.83,-20.76,79.75,-25.81,3.19,22.58,8121297,18121297,81.21,286.2,42.64,end_of_data=3; stop_loss=24; target_hit=27
FIX_T60_SL20_V1.25_ATH7_VA20,fixed_target,"T=60%,SL=20%",1.25,7,20,52,27,25,51.9,23.36,64.23,-20.78,79.75,-25.81,3.28,23.36,8080051,18080051,80.8,286.2,60.18,end_of_data=2; stop_loss=23; target_hit=27
FIX_T60_SL20_V1.25_ATH7_VA30,fixed_target,"T=60%,SL=20%",1.25,7,30,47,23,24,48.9,20.24,63.44,-21.16,73.06,-25.81,2.8,20.24,5887359,15887359,58.87,281.4,-6.08,end_of_data=1; stop_loss=23; target_hit=23
FIX_T60_SL20_V1.25_ATH10_VA15,fixed_target,"T=60%,SL=20%",1.25,10,15,62,30,32,48.4,19.29,62.53,-21.26,79.75,-32.38,2.71,19.29,7884885,17884885,78.85,275.3,-8.89,end_of_data=4; stop_loss=30; target_hit=28
FIX_T60_SL20_V1.25_ATH10_VA20,fixed_target,"T=60%,SL=20%",1.25,10,20,60,29,31,48.3,19.85,63.82,-21.29,79.75,-32.38,2.77,19.85,7844176,17844176,78.44,275.0,-8.89,end_of_data=3; stop_loss=29; target_hit=28
