label,exit_strategy,exit_params,vol_multiplier,ath_lookback,vol_avg_period,total_trades,winners,losers,win_rate,avg_return_pct,avg_winner_pct,avg_loser_pct,max_return_pct,max_loss_pct,profit_factor,expectancy,total_pnl,final_capital,total_return_pct,avg_hold_days,median_return_pct,exit_breakdown
FIX_T60_SL20_V1.0_ATH5_VA30,fixed_target,"T=60%,SL=20%",1.0,5,30,297,126,171,42.4,13.31,58.83,-20.23,157.21,-34.8,1.87,13.31,57342912,67342912,573.43,208.0,-20.06,end_of_data=34; stop_loss=154; target_hit=109
FIX_T60_SL20_V1.0_ATH7_VA15,fixed_target,"T=60%,SL=20%",1.0,7,15,336,145,191,43.2,13.07,56.93,-20.22,157.21,-34.8,2.0,13.07,73268470,83268470,732.68,214.8,-20.05,end_of_data=44; stop_loss=172; target_hit=120
FIX_T60_SL20_V1.0_ATH7_VA20,fixed_target,"T=60%,SL=20%",1.0,7,20,335,144,191,43.0,13.13,57.21,-20.1,157.21,-34.8,2.0,13.13,73583542,83583542,735.84,213.7,-20.04,end_of_data=43; stop_loss=171; target_hit=121
FIX_T60_SL20_V1.0_ATH7_VA30,fixed_target,"T=60%,SL=20%",1.0,7,30,330,142,188,43.0,13.03,57.03,-20.21,157.21,-34.8,1.98,13.03,69567754,79567754,695.68,209.5,-20.05,end_of_data=41; stop_loss=170; target_hit=119
FIX_T60_SL20_V1.0_ATH10_VA15,fixed_target,"T=60%,SL=20%",1.0,10,15,420,175,245,41.7,11.84,57.14,-20.51,157.21,-34.8,1.87,11.84,99475737,109475737,994.76,204.0,-20.09,end_of_data=52; stop_loss=223; target_hit=145
FIX_T60_SL20_V1.0_ATH10_VA20,fixed_target,"T=60%,SL=20%",1.0,10,20,418,175,243,41.9,12.11,57.39,-20.5,157.21,-34.8,1.88,12.11,104430249,114430249,1044.3,203.2,-20.08,end_of_data=50; stop_loss=221; target_hit=147
FIX_T60_SL20_V1.0_ATH10_VA30,fixed_target,"T=60%,SL=20%",1.0,10,30,413,174,239,42.1,12.22,57.28,-20.58,157.21,-34.8,1.88,12.22,103628238,113628238,1036.28,199.2,-20.08,end_of_data=48; stop_loss=219; target_hit=146
FIX_T60_SL20_V1.25_ATH3_VA15,fixed_target,"T=60%,SL=20%",1.25,3,15,255,116,139,45.5,16.2,59.64,-20.06,157.21,-34.8,2.14,16.2,63958392,73958392,639.58,212.7,-7.2,end_of_data=31; stop_loss=123; target_hit=101
FIX_T60_SL20_V1.25_ATH3_VA20,fixed_target,"T=60%,SL=20%",1.25,3,20,250,114,136,45.6,16.4,59.87,-20.05,157.21,-34.8,2.13,16.4,62870771,72870771,628.71,211.2,-6.92,end_of_data=30; stop_loss=120; target_hit=100
FIX_T60_SL20_V1.25_ATH3_VA30,fixed_target,"T=60%,SL=20%",1.25,3,30,247,112,135,45.3,16.12,59.91,-20.2,157.21,-34.8,2.13,16.12,58782544,68782544,587.83,208.4,-7.21,end_of_data=28; stop_loss=121; target_hit=98
FIX_T60_SL20_V1.25_ATH5_VA15,fixed_target,"T=60%,SL=20%",1.25,5,15,286,125,161,43.7,14.42,59.01,-20.2,157.21,-34.8,1.98,14.42,63361341,73361341,633.61,211.6,-20.02,end_of_data=34; stop_loss=144; target_hit=108
FIX_T60_SL20_V1.25_ATH5_VA20,fixed_target,"T=60%,SL=20%",1.25,5,20,281,123,158,43.8,14.56,59.21,-20.19,157.21,-34.8,1.97,14.56,62296393,72296393,622.96,210.2,-20.01,end_of_data=33; stop_loss=141; target_hit=107
FIX_T60_SL20_V1.25_ATH5_VA30,fixed_target,"T=60%,SL=20%",1.25,5,30,278,121,157,43.5,14.24,59.09,-20.33,157.21,-34.8,1.95,14.24,57677370,67677370,576.77,207.3,-20.02,end_of_data=31; stop_loss=142; target_hit=105
FIX_T60_SL20_V1.25_ATH7_VA15,fixed_target,"T=60%,SL=20%",1.25,7,15,312,139,173,44.6,14.45,57.5,-20.14,157.21,-34.8,2.12,14.45,78481633,88481633,784.82,212.3,-12.2,end_of_data=40; stop_loss=155; target_hit=117
FIX_T60_SL20_V1.25_ATH7_VA20,fixed_target,"T=60%,SL=20%",1.25,7,20,308,137,171,44.5,14.47,57.65,-20.13,157.21,-34.8,2.1,14.47,76319747,86319747,763.2,210.4,-12.2,end_of_data=39; stop_loss=153; target_hit=116
FIX_T60_SL20_V1.25_ATH7_VA30,fixed_target,"T=60%,SL=20%",1.25,7,30,304,135,169,44.4,14.29,57.52,-20.25,157.21,-34.8,2.09,14.29,71626155,81626155,716.26,208.4,-20.02,end_of_data=37; stop_loss=153; target_hit=114
FIX_T60_SL20_V1.25_ATH10_VA15,fixed_target,"T=60%,SL=20%",1.25,10,15,388,166,222,42.8,13.17,58.18,-20.49,157.21,-34.8,1.99,13.17,107550161,117550161,1075.5,202.2,-20.07,end_of_data=45; stop_loss=202; target_hit=141
FIX_T60_SL20_V1.25_ATH10_VA20,fixed_target,"T=60%,SL=20%",1.25,10,20,384,164,220,42.7,13.17,58.32,-20.49,157.21,-34.8,1.97,13.17,104678039,114678039,1046.78,200.6,-20.07,end_of_data=44; stop_loss=200; target_hit=140
FIX_T60_SL20_V1.25_ATH10_VA30,fixed_target,"T=60%,SL=20%",1.25,10,30,380,163,217,42.9,13.23,58.26,-20.58,157.21,-34.8,1.98,13.23,103117172,113117172,1031.17,198.3,-20.07,end_of_data=42; stop_loss=199; target_hit=139
FIX_T60_SL20_V1.5_ATH3_VA15,fixed_target,"T=60%,SL=20%",1.5,3,15,235,106,129,45.1,15.97,59.83,-20.06,157.21,-34.8,2.16,15.97,51580043,61580043,515.8,218.2,-7.2,end_of_data=28; stop_loss=114; target_hit=93
FIX_T60_SL20_V1.5_ATH3_VA20,fixed_target,"T=60%,SL=20%",1.5,3,20,233,103,130,44.2,15.29,60.05,-20.18,157.21,-34.8,2.07,15.29,46016222,56016222,460.16,214.7,-11.71,end_of_data=26; stop_loss=116; target_hit=91
FIX_T60_SL20_V1.5_ATH3_VA30,fixed_target,"T=60%,SL=20%",1.5,3,30,225,99,126,44.0,15.2,60.48,-20.38,157.21,-34.8,2.03,15.2,42252616,52252616,422.53,209.5,-20.02,end_of_data=23; stop_loss=114; target_hit=88
FIX_T60_SL20_V1.5_ATH5_VA15,fixed_target,"T=60%,SL=20%",1.5,5,15,262,114,148,43.5,14.3,59.04,-20.16,157.21,-34.8,2.01,14.3,51149799,61149799,511.5,219.0,-20.02,end_of_data=31; stop_loss=132; target_hit=99
FIX_T60_SL20_V1.5_ATH5_VA20,fixed_target,"T=60%,SL=20%",1.5,5,20,259,111,148,42.9,13.79,59.23,-20.29,157.21,-34.8,1.92,13.79,46069236,56069236,460.69,214.4,-20.03,end_of_data=29; stop_loss=133; target_hit=97
FIX_T60_SL20_V1.5_ATH5_VA30,fixed_target,"T=60%,SL=20%",1.5,5,30,254,108,146,42.5,13.58,59.62,-20.48,157.21,-34.8,1.88,13.58,42767645,52767645,427.68,208.2,-20.07,end_of_data=26; stop_loss=133; target_hit=95
FIX_T60_SL20_V1.5_ATH7_VA15,fixed_target,"T=60%,SL=20%",1.5,7,15,285,125,160,43.9,14.08,57.81,-20.09,157.21,-34.8,2.13,14.08,59523707,69523707,595.24,220.7,-20.02,end_of_data=36; stop_loss=143; target_hit=106
FIX_T60_SL20_V1.5_ATH7_VA20,fixed_target,"T=60%,SL=20%",1.5,7,20,280,121,159,43.2,13.57,57.93,-20.19,157.21,-34.8,2.02,13.57,52626404,62626404,526.26,217.6,-20.04,end_of_data=34; stop_loss=143; target_hit=103
FIX_T60_SL20_V1.5_ATH7_VA30,fixed_target,"T=60%,SL=20%",1.5,7,30,275,118,157,42.9,13.37,58.26,-20.36,157.21,-34.8,1.97,13.37,48961579,58961579,489.62,209.2,-20.07,end_of_data=31; stop_loss=143; target_hit=101
FIX_T60_SL20_V1.5_ATH10_VA15,fixed_target,"T=60%,SL=20%",1.5,10,15,355,150,205,42.3,12.92,58.65,-20.54,157.21,-34.8,2.01,12.92,81279728,91279728,812.8,207.9,-20.08,end_of_data=39; stop_loss=187; target_hit=129
FIX_T60_SL20_V1.5_ATH10_VA20,fixed_target,"T=60%,SL=20%",1.5,10,20,351,147,204,41.9,12.57,58.61,-20.61,157.21,-34.8,1.93,12.57,73660697,83660697,736.61,205.5,-20.08,end_of_data=38; stop_loss=187; target_hit=126
FIX_T60_SL20_V1.5_ATH10_VA30,fixed_target,"T=60%,SL=20%",1.5,10,30,343,144,199,42.0,12.72,58.89,-20.7,157.21,-34.8,1.91,12.72,71727609,81727609,717.28,197.1,-20.1,end_of_data=35; stop_loss=184; target_hit=124
FIX_T60_SL20_V2.0_ATH3_VA15,fixed_target,"T=60%,SL=20%",2.0,3,15,198,82,116,41.4,13.24,61.0,-20.53,157.21,-34.8,1.92,13.24,25327168,35327168,253.27,225.7,-20.09,end_of_data=19; stop_loss=105; target_hit=74
FIX_T60_SL20_V2.0_ATH3_VA20,fixed_target,"T=60%,SL=20%",2.0,3,20,195,81,114,41.5,13.33,60.92,-20.48,157.21,-34.8,1.91,13.33,24974246,34974246,249.74,225.3,-20.08,end_of_data=19; stop_loss=103; target_hit=73
FIX_T60_SL20_V2.0_ATH3_VA30,fixed_target,"T=60%,SL=20%",2.0,3,30,188,79,109,42.0,14.23,62.42,-20.68,157.21,-34.8,1.95,14.23,26345152,36345152,263.45,212.5,-20.09,end_of_data=15; stop_loss=100; target_hit=73
FIX_T60_SL20_V2.0_ATH5_VA15,fixed_target,"T=60%,SL=20%",2.0,5,15,222,91,131,41.0,12.47,60.0,-20.54,157.21,-34.8,1.87,12.47,27890253,37890253,278.9,226.0,-20.09,end_of_data=22; stop_loss=119; target_hit=81
FIX_T60_SL20_V2.0_ATH5_VA20,fixed_target,"T=60%,SL=20%",2.0,5,20,217,90,127,41.5,12.87,59.94,-20.48,157.21,-34.8,1.87,12.87,28376321,38376321,283.76,225.9,-20.08,end_of_data=22; stop_loss=115; target_hit=80
FIX_T60_SL20_V2.0_ATH5_VA30,fixed_target,"T=60%,SL=20%",2.0,5,30,209,87,122,41.6,13.41,61.2,-20.67,157.21,-34.8,1.91,13.41,28597964,38597964,285.98,215.9,-20.08,end_of_data=18; stop_loss=112; target_hit=79
FIX_T60_SL20_V2.0_ATH7_VA15,fixed_target,"T=60%,SL=20%",2.0,7,15,245,101,144,41.2,12.16,58.65,-20.45,157.21,-34.8,1.96,12.16,31905587,41905587,319.06,229.3,-20.08,end_of_data=27; stop_loss=131; target_hit=87
FIX_T60_SL20_V2.0_ATH7_VA20,fixed_target,"T=60%,SL=20%",2.0,7,20,240,101,139,42.1,12.86,58.59,-20.37,157.21,-34.8,1.99,12.86,34247994,44247994,342.48,229.9,-20.07,end_of_data=27; stop_loss=126; target_hit=87
FIX_T60_SL20_V2.0_ATH7_VA30,fixed_target,"T=60%,SL=20%",2.0,7,30,228,97,131,42.5,13.51,59.66,-20.66,157.21,-34.8,2.02,13.51,34151622,44151622,341.52,214.9,-20.08,end_of_data=22; stop_loss=121; target_hit=85
FIX_T60_SL20_V2.0_ATH10_VA15,fixed_target,"T=60%,SL=20%",2.0,10,15,308,123,185,39.9,11.14,59.25,-20.85,157.21,-34.8,1.86,11.14,41830571,51830571,418.31,214.9,-20.19,end_of_data=30; stop_loss=171; target_hit=107
FIX_T60_SL20_V2.0_ATH10_VA20,fixed_target,"T=60%,SL=20%",2.0,10,20,298,122,176,40.9,11.97,59.19,-20.77,157.21,-34.8,1.92,11.97,45518813,55518813,455.19,214.0,-20.12,end_of_data=30; stop_loss=162; target_hit=106
FIX_T60_SL20_V2.0_ATH10_VA30,fixed_target,"T=60%,SL=20%",2.0,10,30,284,119,165,41.9,12.99,60.1,-20.99,157.21,-34.8,1.99,12.99,49085842,59085842,490.86,201.0,-20.12,end_of_data=25; stop_loss=154; target_hit=105
FIX_T60_SL20_V2.5_ATH3_VA15,fixed_target,"T=60%,SL=20%",2.5,3,15,168,70,98,41.7,13.62,62.0,-20.94,157.21,-34.8,1.89,13.62,20097488,30097488,200.97,201.5,-20.11,end_of_data=13; stop_loss=91; target_hit=64
FIX_T60_SL20_V2.5_ATH3_VA20,fixed_target,"T=60%,SL=20%",2.5,3,20,163,68,95,41.7,13.91,62.82,-21.1,157.21,-34.8,1.88,13.91,19794844,29794844,197.95,200.9,-20.11,end_of_data=11; stop_loss=89; target_hit=63
FIX_T60_SL20_V2.5_ATH3_VA30,fixed_target,"T=60%,SL=20%",2.5,3,30,156,65,91,41.7,14.24,63.68,-21.07,157.21,-34.8,1.89,14.24,19163356,29163356,191.63,198.9,-20.11,end_of_data=10; stop_loss=85; target_hit=61
FIX_T60_SL20_V2.5_ATH5_VA15,fixed_target,"T=60%,SL=20%",2.5,5,15,190,78,112,41.1,12.59,60.67,-20.9,157.21,-34.8,1.83,12.59,21590699,31590699,215.91,206.6,-20.11,end_of_data=16; stop_loss=104; target_hit=70
FIX_T60_SL20_V2.5_ATH5_VA20,fixed_target,"T=60%,SL=20%",2.5,5,20,184,75,109,40.8,12.56,61.39,-21.04,157.21,-34.8,1.8,12.56,20359510,30359510,203.6,206.2,-20.12,end_of_data=14; stop_loss=102; target_hit=68
FIX_T60_SL20_V2.5_ATH5_VA30,fixed_target,"T=60%,SL=20%",2.5,5,30,175,73,102,41.7,13.66,62.09,-21.0,157.21,-34.8,1.87,13.66,21642442,31642442,216.42,204.3,-20.08,end_of_data=13; stop_loss=95; target_hit=67
FIX_T60_SL20_V2.5_ATH7_VA15,fixed_target,"T=60%,SL=20%",2.5,7,15,209,88,121,42.1,13.08,59.55,-20.71,157.21,-34.8,1.99,13.08,27311777,37311777,273.12,211.7,-20.08,end_of_data=20; stop_loss=112; target_hit=77
FIX_T60_SL20_V2.5_ATH7_VA20,fixed_target,"T=60%,SL=20%",2.5,7,20,204,86,118,42.2,13.3,60.14,-20.84,157.21,-34.8,1.98,13.3,26936590,36936590,269.37,211.5,-20.08,end_of_data=18; stop_loss=110; target_hit=76
FIX_T60_SL20_V2.5_ATH7_VA30,fixed_target,"T=60%,SL=20%",2.5,7,30,191,83,108,43.5,14.53,60.72,-20.96,157.21,-34.8,2.05,14.53,28193025,38193025,281.93,202.3,-20.07,end_of_data=16; stop_loss=101; target_hit=74
FIX_T60_SL20_V2.5_ATH10_VA15,fixed_target,"T=60%,SL=20%",2.5,10,15,259,106,153,40.9,12.1,59.97,-21.06,157.21,-34.8,1.89,12.1,35102188,45102188,351.02,200.9,-20.2,end_of_data=22; stop_loss=143; target_hit=94
FIX_T60_SL20_V2.5_ATH10_VA20,fixed_target,"T=60%,SL=20%",2.5,10,20,249,101,148,40.6,12.2,60.98,-21.09,157.21,-34.8,1.9,12.2,33029861,43029861,330.3,200.1,-20.2,end_of_data=19; stop_loss=139; target_hit=91
FIX_T60_SL20_V2.5_ATH10_VA30,fixed_target,"T=60%,SL=20%",2.5,10,30,233,99,134,42.5,13.71,60.94,-21.18,157.21,-34.8,1.99,13.71,36630036,46630036,366.3,188.7,-20.12,end_of_data=18; stop_loss=126; target_hit=89
TIME_60D_SL15_V1.0_ATH3_VA15,time_exit,"Days=60,SL=15%",1.0,3,15,272,142,130,52.2,9.54,29.89,-12.69,286.72,-25.81,2.26,9.54,25242069,35242069,252.42,71.6,0.53,end_of_data=9; stop_loss=77; time_exit=186
TIME_60D_SL15_V1.0_ATH3_VA20,time_exit,"Days=60,SL=15%",1.0,3,20,273,141,132,51.6,9.51,30.11,-12.49,286.72,-25.81,2.29,9.51,25302214,35302214,253.02,71.5,0.45,end_of_data=10; stop_loss=76; time_exit=187
TIME_60D_SL15_V1.0_ATH3_VA30,time_exit,"Days=60,SL=15%",1.0,3,30,266,136,130,51.1,9.43,30.35,-12.46,286.72,-25.81,2.29,9.43,23774469,33774469,237.74,71.4,0.42,end_of_data=10; stop_loss=75; time_exit=181
TIME_60D_SL15_V1.0_ATH5_VA15,time_exit,"Days=60,SL=15%",1.0,5,15,304,150,154,49.3,8.11,29.55,-12.76,286.72,-25.81,2.06,8.11,23029148,33029148,230.29,70.6,-0.35,end_of_data=12; stop_loss=92; time_exit=200
TIME_60D_SL15_V1.0_ATH5_VA20,time_exit,"Days=60,SL=15%",1.0,5,20,303,148,155,48.8,8.03,29.61,-12.57,286.72,-25.81,2.05,8.03,22499264,32499264,224.99,70.6,-0.48,end_of_data=12; stop_loss=90; time_exit=201
TIME_60D_SL15_V1.0_ATH5_VA30,time_exit,"Days=60,SL=15%",1.0,5,30,297,143,154,48.1,7.93,30.01,-12.58,286.72,-25.81,2.02,7.93,21236238,31236238,212.36,70.4,-0.66,end_of_data=12; stop_loss=90; time_exit=195
TIME_60D_SL15_V1.0_ATH7_VA15,time_exit,"Days=60,SL=15%",1.0,7,15,336,171,165,50.9,8.15,28.56,-13.0,286.72,-25.81,2.11,8.15,27672949,37672949,276.73,70.8,0.4,end_of_data=14; stop_loss=101; time_exit=221
TIME_60D_SL15_V1.0_ATH7_VA20,time_exit,"Days=60,SL=15%",1.0,7,20,335,169,166,50.4,8.08,28.6,-12.82,286.72,-25.81,2.11,8.08,27068564,37068564,270.69,70.8,0.32,end_of_data=14; stop_loss=99; time_exit=222
TIME_60D_SL15_V1.0_ATH7_VA30,time_exit,"Days=60,SL=15%",1.0,7,30,330,164,166,49.7,7.91,28.92,-12.85,286.72,-25.81,2.06,7.91,25341595,35341595,253.42,70.5,-0.17,end_of_data=14; stop_loss=100; time_exit=216
TIME_60D_SL15_V1.0_ATH10_VA15,time_exit,"Days=60,SL=15%",1.0,10,15,420,208,212,49.5,8.04,29.8,-13.3,286.72,-25.81,2.04,8.04,41116766,51116766,411.17,69.4,-0.23,end_of_data=15; stop_loss=137; time_exit=268
TIME_60D_SL15_V1.0_ATH10_VA20,time_exit,"Days=60,SL=15%",1.0,10,20,418,207,211,49.5,8.13,29.94,-13.26,286.72,-25.81,2.05,8.13,41674977,51674977,416.75,69.5,-0.23,end_of_data=14; stop_loss=135; time_exit=269
TIME_60D_SL15_V1.0_ATH10_VA30,time_exit,"Days=60,SL=15%",1.0,10,30,413,202,211,48.9,7.97,30.16,-13.28,286.72,-25.81,2.02,7.97,38980743,48980743,389.81,69.2,-0.48,end_of_data=14; stop_loss=136; time_exit=263
TIME_60D_SL15_V1.25_ATH3_VA15,time_exit,"Days=60,SL=15%",1.25,3,15,255,135,120,52.9,10.23,30.58,-12.66,286.72,-25.81,2.39,10.23,25535485,35535485,255.35,71.7,0.96,end_of_data=9; stop_loss=72; time_exit=174
TIME_60D_SL15_V1.25_ATH3_VA20,time_exit,"Days=60,SL=15%",1.25,3,20,250,131,119,52.4,10.0,30.46,-12.52,286.72,-25.81,2.34,10.0,23685628,33685628,236.86,71.7,0.7,end_of_data=9; stop_loss=70; time_exit=171
TIME_60D_SL15_V1.25_ATH3_VA30,time_exit,"Days=60,SL=15%",1.25,3,30,247,126,121,51.0,9.61,30.93,-12.6,286.72,-25.81,2.3,9.61,21601429,31601429,216.01,71.6,0.43,end_of_data=9; stop_loss=70; time_exit=168
TIME_60D_SL15_V1.25_ATH5_VA15,time_exit,"Days=60,SL=15%",1.25,5,15,286,142,144,49.7,8.49,30.04,-12.75,286.72,-25.81,2.1,8.49,22439621,32439621,224.4,70.6,-0.17,end_of_data=11; stop_loss=87; time_exit=188
TIME_60D_SL15_V1.25_ATH5_VA20,time_exit,"Days=60,SL=15%",1.25,5,20,281,138,143,49.1,8.25,29.9,-12.64,286.72,-25.81,2.05,8.25,20754115,30754115,207.54,70.6,-0.38,end_of_data=11; stop_loss=85; time_exit=185
TIME_60D_SL15_V1.25_ATH5_VA30,time_exit,"Days=60,SL=15%",1.25,5,30,278,133,145,47.8,7.98,30.53,-12.7,286.72,-25.81,2.01,7.98,19226507,29226507,192.27,70.4,-1.19,end_of_data=11; stop_loss=85; time_exit=182
TIME_60D_SL15_V1.25_ATH7_VA15,time_exit,"Days=60,SL=15%",1.25,7,15,312,161,151,51.6,8.81,29.25,-12.98,286.72,-25.81,2.17,8.81,27921952,37921952,279.22,70.9,0.45,end_of_data=13; stop_loss=93; time_exit=206
TIME_60D_SL15_V1.25_ATH7_VA20,time_exit,"Days=60,SL=15%",1.25,7,20,308,157,151,51.0,8.52,29.11,-12.89,286.72,-25.81,2.12,8.52,25660272,35660272,256.6,70.8,0.42,end_of_data=13; stop_loss=92; time_exit=203
TIME_60D_SL15_V1.25_ATH7_VA30,time_exit,"Days=60,SL=15%",1.25,7,30,304,152,152,50.0,8.35,29.63,-12.93,286.72,-25.81,2.1,8.35,24165818,34165818,241.66,70.8,0.08,end_of_data=13; stop_loss=91; time_exit=200
TIME_60D_SL15_V1.25_ATH10_VA15,time_exit,"Days=60,SL=15%",1.25,10,15,388,194,194,50.0,8.75,30.82,-13.32,286.72,-25.81,2.11,8.75,41637867,51637867,416.38,69.3,0.08,end_of_data=14; stop_loss=127; time_exit=247
TIME_60D_SL15_V1.25_ATH10_VA20,time_exit,"Days=60,SL=15%",1.25,10,20,384,190,194,49.5,8.52,30.74,-13.25,286.72,-25.81,2.06,8.52,38558165,48558165,385.58,69.2,-0.23,end_of_data=14; stop_loss=126; time_exit=244
TIME_60D_SL15_V1.25_ATH10_VA30,time_exit,"Days=60,SL=15%",1.25,10,30,380,185,195,48.7,8.35,31.15,-13.28,286.72,-25.81,2.05,8.35,36252385,46252385,362.52,69.1,-0.57,end_of_data=14; stop_loss=125; time_exit=241
TIME_60D_SL15_V1.5_ATH3_VA15,time_exit,"Days=60,SL=15%",1.5,3,15,235,124,111,52.8,10.66,31.19,-12.28,286.72,-25.81,2.52,10.66,23767294,33767294,237.67,71.6,0.79,end_of_data=9; stop_loss=64; time_exit=162
TIME_60D_SL15_V1.5_ATH3_VA20,time_exit,"Days=60,SL=15%",1.5,3,20,233,119,114,51.1,9.85,31.23,-12.47,286.72,-25.81,2.31,9.85,20433392,30433392,204.33,70.7,0.43,end_of_data=9; stop_loss=67; time_exit=157
TIME_60D_SL15_V1.5_ATH3_VA30,time_exit,"Days=60,SL=15%",1.5,3,30,225,113,112,50.2,9.48,31.34,-12.57,286.72,-25.81,2.24,9.48,18107097,28107097,181.07,70.4,0.32,end_of_data=9; stop_loss=66; time_exit=150
TIME_60D_SL15_V1.5_ATH5_VA15,time_exit,"Days=60,SL=15%",1.5,5,15,262,130,132,49.6,9.01,30.73,-12.39,286.72,-25.81,2.23,9.01,21384692,31384692,213.85,70.8,-0.17,end_of_data=10; stop_loss=77; time_exit=175
TIME_60D_SL15_V1.5_ATH5_VA20,time_exit,"Days=60,SL=15%",1.5,5,20,259,125,134,48.3,8.31,30.75,-12.63,286.72,-25.81,2.04,8.31,18307465,28307465,183.07,69.9,-0.66,end_of_data=10; stop_loss=80; time_exit=169
TIME_60D_SL15_V1.5_ATH5_VA30,time_exit,"Days=60,SL=15%",1.5,5,30,254,120,134,47.2,7.96,31.02,-12.69,286.72,-25.81,1.98,7.96,16562922,26562922,165.63,69.6,-1.61,end_of_data=10; stop_loss=80; time_exit=164
TIME_60D_SL15_V1.5_ATH7_VA15,time_exit,"Days=60,SL=15%",1.5,7,15,285,146,139,51.2,8.66,28.94,-12.65,286.72,-25.81,2.21,8.66,23087799,33087798,230.88,71.0,0.43,end_of_data=12; stop_loss=83; time_exit=190
TIME_60D_SL15_V1.5_ATH7_VA20,time_exit,"Days=60,SL=15%",1.5,7,20,280,140,140,50.0,7.95,28.74,-12.84,286.72,-25.81,2.03,7.95,19371109,29371109,193.71,70.2,0.08,end_of_data=12; stop_loss=85; time_exit=183
TIME_60D_SL15_V1.5_ATH7_VA30,time_exit,"Days=60,SL=15%",1.5,7,30,275,134,141,48.7,7.52,29.03,-12.91,286.72,-25.81,1.96,7.52,17172835,27172835,171.73,69.7,-0.48,end_of_data=12; stop_loss=86; time_exit=177
TIME_60D_SL15_V1.5_ATH10_VA15,time_exit,"Days=60,SL=15%",1.5,10,15,355,175,180,49.3,8.45,30.56,-13.05,286.72,-25.81,2.11,8.45,32644540,42644540,326.45,69.3,-0.33,end_of_data=13; stop_loss=115; time_exit=227
TIME_60D_SL15_V1.5_ATH10_VA20,time_exit,"Days=60,SL=15%",1.5,10,20,351,170,181,48.4,7.94,30.45,-13.2,286.72,-25.81,1.97,7.94,28429657,38429657,284.3,68.7,-0.66,end_of_data=13; stop_loss=117; time_exit=221
TIME_60D_SL15_V1.5_ATH10_VA30,time_exit,"Days=60,SL=15%",1.5,10,30,343,161,182,46.9,7.5,30.96,-13.25,286.72,-25.81,1.91,7.5,24544382,34544382,245.44,68.0,-1.65,end_of_data=13; stop_loss=118; time_exit=212
TIME_60D_SL15_V2.0_ATH3_VA15,time_exit,"Days=60,SL=15%",2.0,3,15,198,101,97,51.0,9.7,30.85,-12.31,286.72,-25.81,2.32,9.7,15358425,25358425,153.58,71.3,0.42,end_of_data=7; stop_loss=55; time_exit=136
TIME_60D_SL15_V2.0_ATH3_VA20,time_exit,"Days=60,SL=15%",2.0,3,20,195,98,97,50.3,9.37,30.99,-12.48,286.72,-25.81,2.24,9.37,14191474,24191474,141.91,70.6,0.32,end_of_data=7; stop_loss=57; time_exit=131
TIME_60D_SL15_V2.0_ATH3_VA30,time_exit,"Days=60,SL=15%",2.0,3,30,188,93,95,49.5,9.58,32.31,-12.67,286.72,-25.81,2.24,9.58,13879680,23879680,138.8,69.8,-0.19,end_of_data=7; stop_loss=57; time_exit=124
TIME_60D_SL15_V2.0_ATH5_VA15,time_exit,"Days=60,SL=15%",2.0,5,15,222,108,114,48.6,8.32,30.11,-12.32,286.72,-25.81,2.13,8.32,14420097,24420097,144.2,70.5,-0.57,end_of_data=8; stop_loss=65; time_exit=149
TIME_60D_SL15_V2.0_ATH5_VA20,time_exit,"Days=60,SL=15%",2.0,5,20,217,106,111,48.8,8.44,30.45,-12.59,286.72,-25.81,2.12,8.44,14216163,24216163,142.16,70.1,-0.48,end_of_data=8; stop_loss=66; time_exit=143
TIME_60D_SL15_V2.0_ATH5_VA30,time_exit,"Days=60,SL=15%",2.0,5,30,209,100,109,47.8,8.58,31.74,-12.67,286.72,-25.81,2.12,8.58,13763689,23763688,137.64,69.6,-1.38,end_of_data=8; stop_loss=65; time_exit=136
TIME_60D_SL15_V2.0_ATH7_VA15,time_exit,"Days=60,SL=15%",2.0,7,15,245,124,121,50.6,8.01,28.22,-12.69,286.72,-25.81,2.1,8.01,15846524,25846524,158.47,70.8,0.32,end_of_data=9; stop_loss=72; time_exit=164
TIME_60D_SL15_V2.0_ATH7_VA20,time_exit,"Days=60,SL=15%",2.0,7,20,240,122,118,50.8,8.18,28.48,-12.82,286.72,-25.81,2.11,8.18,15833858,25833858,158.34,70.6,0.36,end_of_data=9; stop_loss=72; time_exit=159
TIME_60D_SL15_V2.0_ATH7_VA30,time_exit,"Days=60,SL=15%",2.0,7,30,228,112,116,49.1,8.19,30.04,-12.9,286.72,-25.81,2.08,8.19,14648376,24648376,146.48,69.8,-0.43,end_of_data=9; stop_loss=71; time_exit=148
TIME_60D_SL15_V2.0_ATH10_VA15,time_exit,"Days=60,SL=15%",2.0,10,15,308,151,157,49.0,8.17,30.11,-12.94,286.72,-25.81,2.1,8.17,23673790,33673790,236.74,69.8,-0.43,end_of_data=10; stop_loss=98; time_exit=200
TIME_60D_SL15_V2.0_ATH10_VA20,time_exit,"Days=60,SL=15%",2.0,10,20,298,147,151,49.3,8.44,30.62,-13.15,286.72,-25.81,2.13,8.44,23690830,33690830,236.91,69.4,-0.26,end_of_data=10; stop_loss=97; time_exit=191
TIME_60D_SL15_V2.0_ATH10_VA30,time_exit,"Days=60,SL=15%",2.0,10,30,284,134,150,47.2,8.31,32.32,-13.15,286.72,-25.81,2.09,8.31,21158947,31158947,211.59,68.6,-1.64,end_of_data=10; stop_loss=96; time_exit=178
