label,axis,slots,slot_pct,select,idle,cost_bps,rot_score,rot_margin,rot_max_per_day,rot_entrant,trim_mult,trim_when,min_fill_frac,rot_sell_only,hard_stop,hard_stop_pct,rot_dest,rot_trigger,rot_spill,topup_rank,topup_split,topup_cap,seed,cagr,maxdd,calmar,sharpe,trades,trades_per_yr,win_rate,avg_win,avg_loss,expectancy,max_loss_streak,invested_pct,w1_cagr,w1_dd,w2_cagr,w2_dd,w3_cagr,w3_dd,days_signal,days_bind,days_full,turned_away,cash_refused,entries_taken,swaps,swap_attempts,swaps_per_yr,trims,trims_per_yr,trim_notional,partial_fills,tax_paid,tax_st,tax_lt,turnover_x,pos_rs_med,cap_pct_med,cap_pct_p95,cap_over1pct,profit_total,top10_share,top10_share_all,mult_all,mult_drop10,topups,topups_per_yr,topup_notional,spills,topup_refused,elig_days,elig_total,elig_ge1,elig_ge2,elig_ge3,elig_max,elig_ge2_pct,elig_mean,max_pos_w
REF_base_b40,COST,16,0.0625,random,0.052,40.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,entrant,signal,none,rs,1,0.0,7001,20.25,-35.48,0.571,1.151,691,31.9,48.3,37.14,-11.83,11.838,14,72.85,18.53,-32.75,21.91,-35.48,16.38,-20.79,1880,467,41,964,1964,691,0,0,0.0,0,0.0,0.0,0,7.465089e+06,6.573048e+06,892041.0,2.479,505149.0,0.4,4.593,31.0,59193709.0,35.4,35.4,7.648190568279625e+19,726734034960384.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,19.34
REF_base_b40,COST,16,0.0625,random,0.052,40.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,entrant,signal,none,rs,1,0.0,7002,20.51,-33.12,0.619,1.17,689,31.8,49.2,36.86,-11.94,12.072,14,72.96,18.8,-32.69,22.15,-33.12,23.66,-27.86,1880,477,53,972,1958,689,0,0,0.0,0,0.0,0.0,0,7.349046e+06,6.396432e+06,952614.0,2.479,533993.0,0.428,4.892,33.1,61637211.0,39.8,39.8,1.481831524002085e+20,1148087976329216.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,19.34
REF_base_b40,COST,16,0.0625,random,0.052,40.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,entrant,signal,none,rs,1,0.0,7003,20.6,-33.16,0.621,1.176,691,31.9,49.2,36.73,-11.9,12.028,14,72.93,18.78,-32.69,22.36,-33.16,21.51,-23.75,1880,462,41,945,1983,691,0,0,0.0,0,0.0,0.0,0,7.443844e+06,6.494757e+06,949087.0,2.516,532194.0,0.423,4.686,32.6,62618068.0,40.8,40.8,1.4851073649654156e+20,1150625496694784.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,19.34
REF_base_b40,COST,16,0.0625,random,0.052,40.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,entrant,signal,none,rs,1,0.0,7004,20.05,-35.48,0.565,1.145,688,31.7,48.1,37.18,-11.72,11.804,14,72.97,18.6,-32.74,21.42,-35.48,20.08,-22.24,1880,456,41,933,1998,688,0,0,0.0,0,0.0,0.0,0,6.764065e+06,5.874689e+06,889376.0,2.462,509100.0,0.398,4.064,30.2,56611352.0,42.3,42.3,3.344082592313272e+19,259091771424768.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,19.33
REF_base_b40,COST,16,0.0625,random,0.052,40.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,entrant,signal,none,rs,1,0.0,7005,20.25,-32.8,0.618,1.157,682,31.4,48.5,37.17,-11.67,12.032,14,72.89,18.6,-32.74,21.84,-32.8,18.57,-21.7,1880,465,41,942,1995,682,0,0,0.0,0,0.0,0.0,0,7.075094e+06,6.15607e+06,919024.0,2.431,526651.0,0.4,4.007,31.2,58838954.0,40.5,40.5,9.878302735009317e+19,765347066019840.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,19.33
REF_base_b40,COST,16,0.0625,random,0.052,40.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,entrant,signal,none,rs,1,0.0,7006,20.28,-32.75,0.619,1.162,684,31.5,48.4,37.16,-11.61,11.99,14,72.85,18.56,-32.75,21.93,-32.73,23.54,-22.52,1880,460,41,930,2005,684,0,0,0.0,0,0.0,0.0,0,7.097279e+06,6.186294e+06,910985.0,2.441,519836.0,0.393,4.185,31.4,59096342.0,40.2,40.2,1.0109559057437583e+20,783264797163520.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,19.33
REF_base_b40,COST,16,0.0625,random,0.052,40.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,entrant,signal,none,rs,1,0.0,7007,19.69,-32.8,0.6,1.133,685,31.6,48.5,36.65,-11.84,11.661,14,72.9,18.6,-32.74,20.68,-32.8,19.98,-25.64,1880,464,41,944,1990,685,0,0,0.0,0,0.0,0.0,0,6.562756e+06,5.652932e+06,909824.0,2.437,527305.0,0.416,4.467,31.2,53058510.0,36.0,36.0,2.5898578577845125e+19,246088976039936.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,19.33
REF_base_b40,COST,16,0.0625,random,0.052,40.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,entrant,signal,none,rs,1,0.0,7008,19.99,-33.16,0.603,1.145,689,31.8,48.5,36.88,-11.86,11.768,14,72.93,18.78,-32.69,21.11,-33.16,19.39,-23.75,1880,492,41,1010,1920,689,0,0,0.0,0,0.0,0.0,0,7.091526e+06,6.148674e+06,942852.0,2.472,531079.0,0.434,4.506,32.9,56282260.0,37.2,37.2,4.249965604489082e+19,403833192710144.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,19.34
REF_base_b40,COST,16,0.0625,random,0.052,40.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,entrant,signal,none,rs,1,0.0,7009,20.76,-35.48,0.585,1.173,686,31.6,48.7,37.52,-11.79,12.218,14,72.93,18.6,-32.74,22.88,-35.48,20.77,-25.57,1880,455,41,925,2008,686,0,0,0.0,0,0.0,0.0,0,7.965997e+06,7.052108e+06,913888.0,2.46,508410.0,0.415,4.305,32.2,64875746.0,39.8,39.8,2.58022024254287e+20,1999094541189120.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,19.33
REF_base_b40,COST,16,0.0625,random,0.052,40.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,entrant,signal,none,rs,1,0.0,7010,20.95,-35.48,0.591,1.186,686,31.6,48.7,37.61,-11.69,12.311,14,72.8,18.78,-32.69,23.09,-35.48,23.13,-20.85,1880,462,41,940,1993,686,0,0,0.0,0,0.0,0.0,0,7.857171e+06,6.934896e+06,922275.0,2.452,516200.0,0.42,4.199,32.5,66830434.0,39.5,39.5,4.9029190288931606e+20,3798666376642560.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,19.33
