label,axis,slots,slot_pct,select,idle,cost_bps,rot_score,rot_margin,rot_max_per_day,rot_entrant,trim_mult,trim_when,min_fill_frac,rot_sell_only,hard_stop,hard_stop_pct,rot_dest,rot_trigger,rot_spill,topup_rank,topup_split,topup_cap,seed,cagr,maxdd,calmar,sharpe,trades,trades_per_yr,win_rate,avg_win,avg_loss,expectancy,max_loss_streak,invested_pct,w1_cagr,w1_dd,w2_cagr,w2_dd,w3_cagr,w3_dd,days_signal,days_bind,days_full,turned_away,cash_refused,entries_taken,swaps,swap_attempts,swaps_per_yr,trims,trims_per_yr,trim_notional,partial_fills,tax_paid,tax_st,tax_lt,turnover_x,pos_rs_med,cap_pct_med,cap_pct_p95,cap_over1pct,profit_total,top10_share,top10_share_all,mult_all,mult_drop10,topups,topups_per_yr,topup_notional,spills,topup_refused,elig_days,elig_total,elig_ge1,elig_ge2,elig_ge3,elig_max,elig_ge2_pct,elig_mean,max_pos_w
BASE_rand,PROOF,16,0.0625,random,0.052,25.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,entrant,signal,none,rs,1,0.0,1001,20.84,-36.92,0.564,1.181,690,31.8,48.7,37.28,-11.63,12.187,14,72.74,18.95,-32.65,22.68,-36.92,15.96,-20.39,1880,463,41,983,1946,690,0,0,0.0,0,0.0,0.0,0,8.507397e+06,7.544011e+06,963387.0,2.504,531813.0,0.425,4.933,33.0,66180516.0,35.5,35.5,6.171519008366228e+20,5690896628580352.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,19.31
BASE_rand,PROOF,16,0.0625,random,0.052,25.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,entrant,signal,none,rs,1,0.0,1002,20.95,-32.64,0.642,1.193,686,31.6,48.7,37.64,-11.62,12.361,14,72.88,18.99,-32.64,22.87,-32.51,23.72,-23.1,1880,461,41,936,1997,686,0,0,0.0,0,0.0,0.0,0,8.15323e+06,7.135378e+06,1.017851e+06,2.481,566788.0,0.432,5.145,33.5,67087883.0,40.6,40.6,6.601339038365259e+20,4963408088662016.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,19.31
BASE_rand,PROOF,16,0.0625,random,0.052,25.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,entrant,signal,none,rs,1,0.0,1003,21.42,-35.93,0.596,1.209,690,31.8,49.3,37.61,-11.76,12.569,14,72.82,19.12,-32.59,23.69,-35.93,21.98,-19.66,1880,472,41,996,1933,690,0,0,0.0,0,0.0,0.0,0,8.766165e+06,7.78883e+06,977335.0,2.491,544739.0,0.419,4.917,33.0,73049229.0,39.7,39.7,2.788882779696804e+21,2.0969011739099136e+16,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,19.32
BASE_rand,PROOF,16,0.0625,random,0.052,25.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,entrant,signal,none,rs,1,0.0,1004,21.16,-35.44,0.597,1.197,692,31.9,48.7,37.6,-11.62,12.35,14,72.98,19.12,-32.59,23.16,-35.44,21.89,-21.59,1880,467,41,991,1936,692,0,0,0.0,0,0.0,0.0,0,8.325464e+06,7.329172e+06,996292.0,2.495,548862.0,0.43,4.699,32.5,69638517.0,40.3,40.3,9.967720650079595e+20,7494510162477056.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,19.31
BASE_rand,PROOF,16,0.0625,random,0.052,25.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,entrant,signal,none,rs,1,0.0,1005,21.38,-32.65,0.655,1.217,682,31.4,49.4,37.18,-11.44,12.582,14,72.91,18.95,-32.65,23.79,-32.51,24.49,-17.55,1880,462,41,938,1999,682,0,0,0.0,0,0.0,0.0,0,8.7391e+06,7.711014e+06,1.028086e+06,2.44,546940.0,0.437,4.731,33.9,72579130.0,40.1,40.1,2.5351730576388407e+21,1.9061457849155584e+16,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,19.31
BASE_rand,PROOF,16,0.0625,random,0.052,25.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,entrant,signal,none,rs,1,0.0,1006,21.22,-32.65,0.65,1.2,683,31.5,49.2,37.58,-11.68,12.553,14,72.83,18.9,-32.65,23.51,-32.51,23.48,-19.78,1880,463,41,935,2001,683,0,0,0.0,0,0.0,0.0,0,8.415161e+06,7.439038e+06,976123.0,2.43,559453.0,0.401,4.852,32.2,70398726.0,39.3,39.3,1.8562986202216635e+21,1.3957114703642624e+16,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,19.32
BASE_rand,PROOF,16,0.0625,random,0.052,25.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,entrant,signal,none,rs,1,0.0,1007,20.92,-32.65,0.641,1.189,687,31.7,48.9,37.32,-11.65,12.3,14,72.94,18.95,-32.65,22.84,-32.51,16.26,-20.25,1880,476,41,1009,1923,687,0,0,0.0,0,0.0,0.0,0,8.535365e+06,7.520405e+06,1.014959e+06,2.5,563748.0,0.434,4.92,33.6,67062000.0,35.8,35.8,9.701329213683422e+20,8945813971533824.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,19.31
BASE_rand,PROOF,16,0.0625,random,0.052,25.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,entrant,signal,none,rs,1,0.0,1008,20.43,-32.65,0.626,1.169,691,31.9,49.1,36.42,-11.61,11.954,14,72.91,18.95,-32.65,21.83,-32.51,15.07,-20.33,1880,481,41,1008,1920,691,0,0,0.0,0,0.0,0.0,0,7.798749e+06,6.801928e+06,996822.0,2.503,549570.0,0.423,4.683,33.0,61186650.0,36.9,36.9,2.2323344116708226e+20,2058483872563200.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,19.31
BASE_rand,PROOF,16,0.0625,random,0.052,25.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,entrant,signal,none,rs,1,0.0,1009,20.97,-36.93,0.568,1.183,688,31.7,49.0,37.12,-11.58,12.276,14,72.72,19.06,-32.59,22.82,-36.93,15.72,-19.06,1880,464,41,943,1988,688,0,0,0.0,0,0.0,0.0,0,8.764953e+06,7.796116e+06,968836.0,2.481,538092.0,0.435,4.542,33.7,67826940.0,35.5,35.5,9.975038999474072e+20,9198200745361408.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,19.32
BASE_rand,PROOF,16,0.0625,random,0.052,25.0,,0.0,1,tv,0.0,month,0.0,0,0,0.92,entrant,signal,none,rs,1,0.0,1010,20.57,-35.93,0.573,1.171,685,31.6,49.2,36.59,-11.56,12.124,14,72.86,19.06,-32.59,22.01,-35.93,19.24,-16.84,1880,479,41,975,1959,685,0,0,0.0,0,0.0,0.0,0,8.033482e+06,7.08132e+06,952161.0,2.447,540072.0,0.412,4.676,33.3,62937461.0,35.7,35.7,4.8112978684426794e+20,4436604043132928.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,19.31
