label,axis,slots,slot_pct,select,idle,cost_bps,rot_score,rot_margin,rot_max_per_day,rot_entrant,trim_mult,trim_when,min_fill_frac,rot_sell_only,hard_stop,hard_stop_pct,rot_dest,rot_trigger,rot_spill,topup_rank,topup_split,topup_cap,seed,cagr,maxdd,calmar,sharpe,trades,trades_per_yr,win_rate,avg_win,avg_loss,expectancy,max_loss_streak,invested_pct,w1_cagr,w1_dd,w2_cagr,w2_dd,w3_cagr,w3_dd,days_signal,days_bind,days_full,turned_away,cash_refused,entries_taken,swaps,swap_attempts,swaps_per_yr,trims,trims_per_yr,trim_notional,partial_fills,tax_paid,tax_st,tax_lt,turnover_x,pos_rs_med,cap_pct_med,cap_pct_p95,cap_over1pct,profit_total,top10_share,top10_share_all,mult_all,mult_drop10,topups,topups_per_yr,topup_notional,spills,topup_refused,elig_days,elig_total,elig_ge1,elig_ge2,elig_ge3,elig_max,elig_ge2_pct,elig_mean,max_pos_w
F_split2_k1,B_SPLIT,16,0.0625,random,0.052,25.0,unreal,10.0,1,rs,0.0,month,0.0,0,0,0.92,topup,signal,none,rs,2,0.0,7001,21.0,-38.24,0.549,1.136,678,31.3,44.8,32.32,-10.56,8.669,23,72.76,19.53,-32.47,22.4,-38.24,12.01,-29.61,1880,240,2,470,2471,678,77,1398,3.55,0,0.0,0.0,0,8.369328e+06,7.180721e+06,1.188607e+06,2.836,572484.0,0.45,6.343,35.1,67811509.0,63.1,63.1,121491605684224.0,4960543232.0,154,7.1,125969354.0,0,26,1398,117,103,12,2,3,0.86,0.084,52.54
F_split2_k1,B_SPLIT,16,0.0625,random,0.052,25.0,unreal,10.0,1,rs,0.0,month,0.0,0,0,0.92,topup,signal,none,rs,2,0.0,7002,20.85,-38.65,0.539,1.148,675,31.1,46.4,31.54,-10.71,8.881,15,72.38,19.95,-32.42,21.69,-38.65,6.9,-32.88,1880,255,2,476,2468,675,71,1397,3.27,0,0.0,0.0,0,9.218957e+06,8.026812e+06,1.192145e+06,2.729,611868.0,0.473,6.527,36.7,66730918.0,52.8,52.8,563448706498560.0,25071548416.0,142,6.55,108703998.0,0,26,1397,113,97,13,3,3,0.93,0.081,53.32
F_split2_k1,B_SPLIT,16,0.0625,random,0.052,25.0,unreal,10.0,1,rs,0.0,month,0.0,0,0,0.92,topup,signal,none,rs,2,0.0,7003,21.47,-38.25,0.561,1.166,673,31.0,47.1,32.54,-10.66,9.69,14,72.36,19.67,-32.42,23.21,-38.25,14.37,-30.85,1880,281,2,517,2429,673,71,1398,3.27,0,0.0,0.0,0,9.332977e+06,8.317354e+06,1.015623e+06,2.705,579185.0,0.514,6.431,36.1,74090473.0,51.4,51.4,1.5378604997214208e+16,456655241216.0,142,6.55,107586120.0,0,26,1398,116,97,15,3,4,1.07,0.083,57.2
F_split2_k1,B_SPLIT,16,0.0625,random,0.052,25.0,unreal,10.0,1,rs,0.0,month,0.0,0,0,0.92,topup,signal,none,rs,2,0.0,7004,22.18,-38.64,0.574,1.175,674,31.1,45.1,33.48,-10.58,9.296,20,72.83,19.82,-32.45,24.58,-38.64,16.73,-34.12,1880,230,2,429,2516,674,78,1402,3.6,0,0.0,0.0,0,9.284794e+06,7.700542e+06,1.584253e+06,2.818,608479.0,0.465,7.273,36.9,83323493.0,64.0,64.0,1439690888577024.0,42752712704.0,156,7.19,133399147.0,0,26,1402,120,104,13,3,3,0.93,0.086,58.64
F_split2_k1,B_SPLIT,16,0.0625,random,0.052,25.0,unreal,10.0,1,rs,0.0,month,0.0,0,0,0.92,topup,signal,none,rs,2,0.0,7005,21.97,-38.23,0.575,1.186,676,31.2,47.5,32.46,-10.71,9.791,15,72.56,19.82,-32.45,24.14,-38.23,15.92,-27.49,1880,282,2,526,2417,676,69,1398,3.18,0,0.0,0.0,0,9.802116e+06,8.750011e+06,1.052104e+06,2.741,594416.0,0.5,6.758,37.0,80888823.0,50.5,50.5,3.521195866377421e+16,1045756575744.0,138,6.36,103938749.0,0,26,1398,114,95,15,3,4,1.07,0.082,56.45
F_split2_k1,B_SPLIT,16,0.0625,random,0.052,25.0,unreal,10.0,1,rs,0.0,month,0.0,0,0,0.92,topup,signal,none,rs,2,0.0,7006,21.34,-38.62,0.553,1.165,683,31.5,47.1,31.95,-10.76,9.376,14,72.54,19.53,-32.47,23.1,-38.62,25.1,-25.24,1880,268,2,522,2414,683,72,1393,3.32,0,0.0,0.0,0,8.26915e+06,7.107792e+06,1.161358e+06,2.799,591473.0,0.461,6.662,35.9,71600934.0,53.4,53.4,7996223009062912.0,298187259904.0,144,6.64,106916262.0,0,26,1393,118,98,14,4,5,1.01,0.085,31.25
F_split2_k1,B_SPLIT,16,0.0625,random,0.052,25.0,unreal,10.0,1,rs,0.0,month,0.0,0,0,0.92,topup,signal,none,rs,2,0.0,7007,21.43,-38.64,0.555,1.17,680,31.4,47.4,32.12,-10.79,9.526,15,72.56,19.82,-32.45,23.02,-38.64,24.49,-26.07,1880,269,2,524,2415,680,72,1393,3.32,0,0.0,0.0,0,8.451986e+06,7.237969e+06,1.214017e+06,2.786,611393.0,0.464,6.961,36.3,72730394.0,51.7,51.7,1.1131974336905216e+16,330572136448.0,144,6.64,106271396.0,0,26,1393,118,98,14,4,5,1.01,0.085,31.25
F_split2_k1,B_SPLIT,16,0.0625,random,0.052,25.0,unreal,10.0,1,rs,0.0,month,0.0,0,0,0.92,topup,signal,none,rs,2,0.0,7008,21.74,-38.23,0.569,1.158,674,31.1,45.0,33.28,-10.6,9.129,24,72.85,19.93,-32.42,23.55,-38.23,12.31,-37.7,1880,237,2,437,2508,674,76,1402,3.5,0,0.0,0.0,0,8.794174e+06,7.569985e+06,1.22419e+06,2.802,597634.0,0.46,7.233,36.8,76998912.0,66.6,66.6,599021169147904.0,17789474816.0,152,7.01,124395372.0,0,26,1402,118,102,13,3,3,0.93,0.084,58.64
F_split2_k1,B_SPLIT,16,0.0625,random,0.052,25.0,unreal,10.0,1,rs,0.0,month,0.0,0,0,0.92,topup,signal,none,rs,2,0.0,7009,21.75,-38.23,0.569,1.176,674,31.1,47.0,32.48,-10.68,9.617,14,72.49,19.82,-32.45,23.69,-38.23,15.65,-27.72,1880,272,2,506,2439,674,72,1400,3.32,0,0.0,0.0,0,9.417161e+06,8.365376e+06,1.051784e+06,2.739,592256.0,0.512,6.517,36.4,77662055.0,52.2,52.2,1.153789813850112e+16,342662578176.0,144,6.64,108635446.0,0,26,1400,117,98,15,3,4,1.07,0.084,60.93
F_split2_k1,B_SPLIT,16,0.0625,random,0.052,25.0,unreal,10.0,1,rs,0.0,month,0.0,0,0,0.92,topup,signal,none,rs,2,0.0,7010,21.04,-38.25,0.55,1.158,675,31.1,46.2,32.34,-10.56,9.273,15,72.4,19.67,-32.42,22.33,-38.25,15.8,-29.5,1880,255,2,481,2463,675,71,1401,3.27,0,0.0,0.0,0,8.176086e+06,7.053444e+06,1.122642e+06,2.706,581482.0,0.451,6.186,33.6,67960077.0,54.7,54.7,2637201993105408.0,81488429056.0,142,6.55,100451941.0,0,26,1401,117,97,14,4,5,1.0,0.084,52.91
